id,manager_id,day,location,is_heroine_group_night,heroine_appear_night,is_heroine_group_daytime,heroine_appear_daytime,is_heroine_group_evening,heroine_appear_evening
10012005,1001,20,snowfalloasis_hotspring,True,snowfalloasis_bunnysisters,,,,
10012006,1001,20,snowfalloasis_waterfall,False,snowfalloasis_emma,False,snowfalloasis_mica,False,snowfalloasis_noir
10012101,1001,21,snowfalloasis_inn,,,False,snowfalloasis_ludmilla,False,snowfalloasis_blanc
10012102,1001,21,snowfalloasis_trail,,,,,False,snowfalloasis_noir
10012103,1001,21,snowfalloasis_dining,,,,,False,snowfalloasis_emma
10012104,1001,21,snowfalloasis_bamboo,,,,,,
10012105,1001,21,snowfalloasis_hotspring,,,True,snowfalloasis_bunnysisters,False,snowfalloasis_ludmilla
10012106,1001,21,snowfalloasis_waterfall,,,,,False,snowfalloasis_mica
10010001,1001,0,snowfalloasis_inn,False,snowfalloasis_blanc,False,snowfalloasis_noir,False,snowfalloasis_emma
10010002,1001,0,snowfalloasis_trail,,,False,snowfalloasis_ludmilla,False,snowfalloasis_noir
10010003,1001,0,snowfalloasis_dining,False,snowfalloasis_emma,,,False,snowfalloasis_blanc
10010004,1001,0,snowfalloasis_bamboo,False,snowfalloasis_mica,False,snowfalloasis_blanc,False,snowfalloasis_ludmilla
10010005,1001,0,snowfalloasis_hotspring,False,snowfalloasis_noir,False,snowfalloasis_emma,False,snowfalloasis_mica
10010006,1001,0,snowfalloasis_waterfall,False,snowfalloasis_ludmilla,False,snowfalloasis_mica,,
