id,dialog_list_group_id,speaker,speaker_position,speaker_team,scenario_localkey,print_cutscene
1001030211,10010302,talkative,Right,Foe,Locale_MainScenario:event_lastkingdom1_b03_21,
1001030301,10010303,kilo,Right,Ally,Locale_MainScenario:event_lastkingdom1_b03_22,
1001030302,10010303,marian,Left,Ally,Locale_MainScenario:event_lastkingdom1_b03_23,
1001030303,10010303,kilo,Right,Ally,Locale_MainScenario:event_lastkingdom1_b03_24,
1001030304,10010303,talos,Left,Ally,Locale_MainScenario:event_lastkingdom1_b03_25,
1001030305,10010303,kilo,Right,Ally,Locale_MainScenario:event_lastkingdom1_b03_26,
1001030306,10010303,marian,Left,Ally,Locale_MainScenario:event_lastkingdom1_b03_27,
1001030307,10010303,marian,Left,Ally,Locale_MainScenario:event_lastkingdom1_b03_28,
1001030308,10010303,talkative,Right,Foe,Locale_MainScenario:event_lastkingdom1_b03_29,
1001030309,10010303,kilo,Left,Ally,Locale_MainScenario:event_lastkingdom1_b03_30,
1001030310,10010303,marian,Left,Ally,Locale_MainScenario:event_lastkingdom1_b03_31,
1001030401,10010304,snowwhite,Right,Union,Locale_MainScenario:event_lastkingdom1_b03_32,
1001030402,10010304,hongryeon,Right,Union,Locale_MainScenario:event_lastkingdom1_b03_33,
1001030403,10010304,rapunzel,Right,Union,Locale_MainScenario:event_lastkingdom1_b03_34,
1001030404,10010304,marian,Left,Ally,Locale_MainScenario:event_lastkingdom1_b03_35,
1001030405,10010304,kilo,Left,Ally,Locale_MainScenario:event_lastkingdom1_b03_36,
1001030406,10010304,talkative,Right,Foe,Locale_MainScenario:event_lastkingdom1_b03_37,
1001030407,10010304,snowwhite,Right,Union,Locale_MainScenario:event_lastkingdom1_b03_38,
1001030408,10010304,hongryeon,Right,Union,Locale_MainScenario:event_lastkingdom1_b03_39,
1001030409,10010304,rapunzel,Right,Union,Locale_MainScenario:event_lastkingdom1_b03_40,
1001030410,10010304,snowwhite,Right,Union,Locale_MainScenario:event_lastkingdom1_b03_41,
1001030411,10010304,snowwhite,Right,Union,Locale_MainScenario:event_lastkingdom1_b03_42,
1001030501,10010305,talkative,Right,Foe,Locale_MainScenario:event_lastkingdom1_b03_43,
1001030502,10010305,talkative,Right,Foe,Locale_MainScenario:event_lastkingdom1_b03_44,
1001040101,10010401,snowwhite,Right,Ally,Locale_MainScenario:event_lastkingdom2_b01_1,
1001040102,10010401,hongryeon,Right,Ally,Locale_MainScenario:event_lastkingdom2_b01_2,
1001040103,10010401,rapunzel,Right,Ally,Locale_MainScenario:event_lastkingdom2_b01_3,
1001040104,10010401,kilo,Left,Ally,Locale_MainScenario:event_lastkingdom2_b01_4,
1001040105,10010401,kilo,Left,Ally,Locale_MainScenario:event_lastkingdom2_b01_5,
1001040106,10010401,crown,Left,Ally,Locale_MainScenario:event_lastkingdom2_b01_6,
1001040107,10010401,crown,Left,Ally,Locale_MainScenario:event_lastkingdom2_b01_7,
1001040108,10010401,hongryeon,Right,Ally,Locale_MainScenario:event_lastkingdom2_b01_8,
1001040109,10010401,marian,Left,Ally,Locale_MainScenario:event_lastkingdom2_b01_9,
1001040201,10010402,talkative,Right,Foe,Locale_MainScenario:event_lastkingdom2_b01_10,
1001040202,10010402,indivilia,Right,Foe,Locale_MainScenario:event_lastkingdom2_b01_11,
1001040203,10010402,indivilia,Right,Foe,Locale_MainScenario:event_lastkingdom2_b01_12,
1001040204,10010402,talos,Left,Ally,Locale_MainScenario:event_lastkingdom2_b01_13,
1001040205,10010402,kilo,Left,Ally,Locale_MainScenario:event_lastkingdom2_b01_14,
1001040206,10010402,snowwhite,Left,Ally,Locale_MainScenario:event_lastkingdom2_b01_15,
1001040207,10010402,talkative,Right,Foe,Locale_MainScenario:event_lastkingdom2_b01_16,
1001040208,10010402,snowwhite,Left,Ally,Locale_MainScenario:event_lastkingdom2_b01_17,
1001040209,10010402,talkative,Right,Foe,Locale_MainScenario:event_lastkingdom2_b01_18,
1001040210,10010402,indivilia,Right,Foe,Locale_MainScenario:event_lastkingdom2_b01_19,
1001040211,10010402,crown,Left,Ally,Locale_MainScenario:event_lastkingdom2_b01_20,
1001040212,10010402,indivilia,Right,Foe,Locale_MainScenario:event_lastkingdom2_b01_21,
1001040213,10010402,crown,Left,Ally,Locale_MainScenario:event_lastkingdom2_b01_22,
1001040301,10010403,kilo,Left,Ally,Locale_MainScenario:event_lastkingdom2_b01_23,
1001040401,10010404,talos,Left,Ally,Locale_MainScenario:event_lastkingdom2_b01_24,
1001040402,10010404,talos,Left,Ally,Locale_MainScenario:event_lastkingdom2_b01_25,
1001040403,10010404,kilo,Left,Ally,Locale_MainScenario:event_lastkingdom2_b01_26,
1001040404,10010404,indivilia,Right,Foe,Locale_MainScenario:event_lastkingdom2_b01_27,
1001040405,10010404,indivilia,Right,Foe,Locale_MainScenario:event_lastkingdom2_b01_28,
1001050101,10010501,kilo,Left,Ally,Locale_MainScenario:event_lastkingdom2_b02_1,
1001050102,10010501,kilo,Left,Ally,Locale_MainScenario:event_lastkingdom2_b02_2,
1001050103,10010501,talkative,Right,Foe,Locale_MainScenario:event_lastkingdom2_b02_3,
1001050104,10010501,snowwhite,Left,Ally,Locale_MainScenario:event_lastkingdom2_b02_4,
1001050105,10010501,talkative,Right,Foe,Locale_MainScenario:event_lastkingdom2_b02_5,
1001050106,10010501,talkative,Right,Foe,Locale_MainScenario:event_lastkingdom2_b02_6,
1001050107,10010501,talkative,Right,Foe,Locale_MainScenario:event_lastkingdom2_b02_7,
1001050108,10010501,talkative,Right,Foe,Locale_MainScenario:event_lastkingdom2_b02_8,
1001050109,10010501,crown,Left,Ally,Locale_MainScenario:event_lastkingdom2_b02_9,
1001050110,10010501,snowwhite,Left,Ally,Locale_MainScenario:event_lastkingdom2_b02_10,
1001050111,10010501,hongryeon,Left,Ally,Locale_MainScenario:event_lastkingdom2_b02_11,
1001050112,10010501,rapunzel,Left,Ally,Locale_MainScenario:event_lastkingdom2_b02_12,
1001060101,10010601,indivilia,Right,Foe,Locale_MainScenario:event_lastkingdom2_b03_1,
1001060102,10010601,indivilia,Right,Foe,Locale_MainScenario:event_lastkingdom2_b03_2,
1001060103,10010601,indivilia,Right,Foe,Locale_MainScenario:event_lastkingdom2_b03_3,
1001060104,10010601,indivilia,Right,Foe,Locale_MainScenario:event_lastkingdom2_b03_4,
1001060105,10010601,indivilia,Right,Foe,Locale_MainScenario:event_lastkingdom2_b03_5,
1001060106,10010601,indivilia,Right,Foe,Locale_MainScenario:event_lastkingdom2_b03_6,
1001060107,10010601,marian,Left,Ally,Locale_MainScenario:event_lastkingdom2_b03_7,
1001060108,10010601,indivilia,Right,Foe,Locale_MainScenario:event_lastkingdom2_b03_8,
1001060109,10010601,indivilia,Right,Foe,Locale_MainScenario:event_lastkingdom2_b03_9,
1001060110,10010601,indivilia,Right,Foe,Locale_MainScenario:event_lastkingdom2_b03_10,
1001060111,10010601,indivilia,Right,Foe,Locale_MainScenario:event_lastkingdom2_b03_11,
1001060112,10010601,chime,Left,Ally,Locale_MainScenario:event_lastkingdom2_b03_12,
1001060113,10010601,crown,Left,Ally,Locale_MainScenario:event_lastkingdom2_b03_13,
1002010101,10020101,shifty,Left,Ally,Locale_SubScenario:event_foolburstday_mini_1_1,
1002010102,10020101,mechashifty_01,Right,Ally,Locale_SubScenario:event_foolburstday_mini_1_2,
1002010103,10020101,shifty,Left,Ally,Locale_SubScenario:event_foolburstday_mini_1_3,
1002010104,10020101,mechashifty_01,Right,Ally,Locale_SubScenario:event_foolburstday_mini_1_4,
1002010105,10020101,shifty,Left,Ally,Locale_SubScenario:event_foolburstday_mini_1_5,
1002010106,10020101,mechashifty_01,Right,Ally,Locale_SubScenario:event_foolburstday_mini_1_6,
1002010201,10020102,shifty,Left,Ally,Locale_SubScenario:event_foolburstday_mini_2_1,
1002010202,10020102,mechashifty_01,Right,Ally,Locale_SubScenario:event_foolburstday_mini_2_2,
1002010203,10020102,shifty,Left,Ally,Locale_SubScenario:event_foolburstday_mini_2_3,
1002010204,10020102,mechashifty_01,Right,Ally,Locale_SubScenario:event_foolburstday_mini_2_4,
1002010205,10020102,mechashifty_01,Right,Ally,Locale_SubScenario:event_foolburstday_mini_2_5,
1002010206,10020102,shifty,Left,Ally,Locale_SubScenario:event_foolburstday_mini_2_6,
1002010207,10020102,mechashifty_01,Right,Ally,Locale_SubScenario:event_foolburstday_mini_2_7,
1002010208,10020102,mechashifty_01,Right,Ally,Locale_SubScenario:event_foolburstday_mini_2_8,
1002010209,10020102,shifty,Left,Ally,Locale_SubScenario:event_foolburstday_mini_2_9,
1002010301,10020103,shifty,Left,Ally,Locale_SubScenario:event_foolburstday_mini_3_1,
1002010302,10020103,mechashifty_01,Right,Ally,Locale_SubScenario:event_foolburstday_mini_3_2,
1002010303,10020103,shifty,Left,Ally,Locale_SubScenario:event_foolburstday_mini_3_3,
1002010304,10020103,mechashifty_01,Right,Ally,Locale_SubScenario:event_foolburstday_mini_3_4,
1002010305,10020103,mechashifty_01,Right,Ally,Locale_SubScenario:event_foolburstday_mini_3_5,
1002010306,10020103,shifty,Left,Ally,Locale_SubScenario:event_foolburstday_mini_3_6,
1002010307,10020103,mechashifty_01,Right,Ally,Locale_SubScenario:event_foolburstday_mini_3_7,
1002010308,10020103,mechashifty_01,Right,Ally,Locale_SubScenario:event_foolburstday_mini_3_8,
1002010309,10020103,shifty,Left,Ally,Locale_SubScenario:event_foolburstday_mini_3_9,
1002010310,10020103,mechashifty_01,Right,Ally,Locale_SubScenario:event_foolburstday_mini_3_10,
1002010311,10020103,shifty,Left,Ally,Locale_SubScenario:event_foolburstday_mini_3_11,
1002010312,10020103,mechashifty_01,Right,Ally,Locale_SubScenario:event_foolburstday_mini_3_12,
1002010313,10020103,shifty,Left,Ally,Locale_SubScenario:event_foolburstday_mini_3_13,
1002010314,10020103,shifty,Left,Ally,Locale_SubScenario:event_foolburstday_mini_3_14,
1002010315,10020103,mechashifty_01,Right,Ally,Locale_SubScenario:event_foolburstday_mini_3_15,
1002010401,10020104,shifty,Left,Ally,Locale_SubScenario:event_foolburstday_mini_4_1,
1002010402,10020104,mechashifty_01,Right,Ally,Locale_SubScenario:event_foolburstday_mini_4_2,
1002010403,10020104,shifty,Left,Ally,Locale_SubScenario:event_foolburstday_mini_4_3,
1002010404,10020104,mechashifty_01,Right,Ally,Locale_SubScenario:event_foolburstday_mini_4_4,
1002010405,10020104,shifty,Left,Ally,Locale_SubScenario:event_foolburstday_mini_4_5,
1002010406,10020104,mechashifty_01,Right,Ally,Locale_SubScenario:event_foolburstday_mini_4_6,
1002010407,10020104,shifty,Left,Ally,Locale_SubScenario:event_foolburstday_mini_4_7,
1002010408,10020104,mechashifty_01,Right,Ally,Locale_SubScenario:event_foolburstday_mini_4_8,
1002010409,10020104,mechashifty_01,Right,Ally,Locale_SubScenario:event_foolburstday_mini_4_9,
1002010410,10020104,mechashifty_01,Right,Ally,Locale_SubScenario:event_foolburstday_mini_4_10,
1002010411,10020104,mechashifty_01,Right,Ally,Locale_SubScenario:event_foolburstday_mini_4_11,
1002010412,10020104,mechashifty_01,Right,Ally,Locale_SubScenario:event_foolburstday_mini_4_12,
1002010413,10020104,shifty,Left,Ally,Locale_SubScenario:event_foolburstday_mini_4_13,
1002010501,10020105,shifty,Left,Ally,Locale_SubScenario:event_foolburstday_mini_5_1,
1002010502,10020105,mechashifty_01,Right,Ally,Locale_SubScenario:event_foolburstday_mini_5_2,
1002010601,10020106,shifty,Left,Ally,Locale_SubScenario:event_foolburstday_mini_6_1,
1002010602,10020106,mechashifty_01,Right,Ally,Locale_SubScenario:event_foolburstday_mini_6_2,
1002010603,10020106,mechashifty_01,Right,Ally,Locale_SubScenario:event_foolburstday_mini_6_3,
1002010604,10020106,mechashifty_01,Right,Ally,Locale_SubScenario:event_foolburstday_mini_6_4,
1002010605,10020106,mechashifty_01,Right,Ally,Locale_SubScenario:event_foolburstday_mini_6_5,
1002010701,10020107,mechashifty_01,Right,Ally,Locale_SubScenario:event_foolburstday_mini_7_1,scene_finalAttck
1002010702,10020107,mechashifty_01,Right,Ally,Locale_SubScenario:event_foolburstday_mini_7_2,
1002010801,10020108,shifty,Left,Ally,Locale_SubScenario:event_foolburstday_mini_8_1,
1002010802,10020108,mechashifty_01,Right,Ally,Locale_SubScenario:event_foolburstday_mini_8_2,
1002010803,10020108,mechashifty_01,Right,Ally,Locale_SubScenario:event_foolburstday_mini_8_3,
1002010804,10020108,mechashifty_01,Right,Ally,Locale_SubScenario:event_foolburstday_mini_8_4,
1002010805,10020108,shifty,Left,Ally,Locale_SubScenario:event_foolburstday_mini_8_5,
