id,group_id,customtype_main,customtype_sub,skilllocktype,attack_keep,lv,actiongroupid,cooldowntime,globalcooldowntime,ignoreglobalcooldowntime,customvariablesdata/0/customvariablestype,customvariablesdata/0/customvariables,customvariablesdata/0/customcalctype,customvariablesdata/0/customvalue,customvariablesdata/1/customvariablestype,customvariablesdata/1/customvariables,customvariablesdata/1/customcalctype,customvariablesdata/1/customvalue,customvariablesdata/2/customvariablestype,customvariablesdata/2/customvariables,customvariablesdata/2/customcalctype,customvariablesdata/2/customvalue
700505,700505,Chara_Mode,Passive,None,False,1,0,0,0,True,None,HealthRecoveryAmount,Add,100,None,None,None,0,None,None,None,0
700506,700506,Chara_Mode,Passive,None,False,1,0,0,0,True,None,MaxAbsorbGauge,Add,20000,None,None,None,0,None,None,None,0
700601,700601,Chara_Unique,Passive,None,False,1,0,0,0,True,None,Currency,Mul,110,None,None,None,0,None,None,None,0
800101,800101,Chara_Stat,Passive,None,False,1,0,0,0,True,None,Stat_atk,Add,100,None,None,None,0,None,None,None,0
800102,800102,Chara_Stat,Passive,None,False,1,0,0,0,True,None,Stat_atk,Add,100,None,None,None,0,None,None,None,0
800103,800103,Chara_Stat,Passive,None,False,1,0,0,0,True,None,Stat_atk,Add,200,None,None,None,0,None,None,None,0
800104,800104,Chara_Stat,Passive,None,False,1,0,0,0,True,None,Stat_atk,Add,200,None,None,None,0,None,None,None,0
800105,800105,Chara_Stat,Passive,None,False,1,0,0,0,True,None,Stat_atk,Add,300,None,None,None,0,None,None,None,0
800106,800106,Chara_Stat,Passive,None,False,1,0,0,0,True,None,Stat_atk,Add,300,None,None,None,0,None,None,None,0
800107,800107,Chara_Stat,Passive,None,False,1,0,0,0,True,None,Stat_atk,Add,400,None,None,None,0,None,None,None,0
800108,800108,Chara_Stat,Passive,None,False,1,0,0,0,True,None,Stat_atk,Add,400,None,None,None,0,None,None,None,0
800109,800109,Chara_Stat,Passive,None,False,1,0,0,0,True,None,Stat_atk,Add,500,None,None,None,0,None,None,None,0
800110,800110,Chara_Stat,Passive,None,False,1,0,0,0,True,None,Stat_atk,Add,500,None,None,None,0,None,None,None,0
800111,800111,Chara_Stat,Passive,None,False,1,0,0,0,True,None,Stat_atk,Add,600,None,None,None,0,None,None,None,0
800112,800112,Chara_Stat,Passive,None,False,1,0,0,0,True,None,Stat_atk,Add,600,None,None,None,0,None,None,None,0
800113,800113,Chara_Stat,Passive,None,False,1,0,0,0,True,None,Stat_atk,Add,700,None,None,None,0,None,None,None,0
800114,800114,Chara_Stat,Passive,None,False,1,0,0,0,True,None,Stat_atk,Add,700,None,None,None,0,None,None,None,0
800115,800115,Chara_Stat,Passive,None,False,1,0,0,0,True,None,Stat_atk,Add,800,None,None,None,0,None,None,None,0
800116,800116,Chara_Stat,Passive,None,False,1,0,0,0,True,None,Stat_atk,Add,800,None,None,None,0,None,None,None,0
800117,800117,Chara_Stat,Passive,None,False,1,0,0,0,True,None,Stat_atk,Add,900,None,None,None,0,None,None,None,0
800118,800118,Chara_Stat,Passive,None,False,1,0,0,0,True,None,Stat_atk,Add,900,None,None,None,0,None,None,None,0
800119,800119,Chara_Stat,Passive,None,False,1,0,0,0,True,None,Stat_atk,Add,1000,None,None,None,0,None,None,None,0
800120,800120,Chara_Stat,Passive,None,False,1,0,0,0,True,None,Stat_atk,Add,1000,None,None,None,0,None,None,None,0
800201,800201,Chara_Stat,Passive,None,False,1,0,0,0,True,None,Stat_hp,Add,100,None,None,None,0,None,None,None,0
800202,800202,Chara_Stat,Passive,None,False,1,0,0,0,True,None,Stat_hp,Add,200,None,None,None,0,None,None,None,0
800203,800203,Chara_Stat,Passive,None,False,1,0,0,0,True,None,Stat_hp,Add,300,None,None,None,0,None,None,None,0
800204,800204,Chara_Stat,Passive,None,False,1,0,0,0,True,None,Stat_hp,Add,400,None,None,None,0,None,None,None,0
800205,800205,Chara_Stat,Passive,None,False,1,0,0,0,True,None,Stat_hp,Add,500,None,None,None,0,None,None,None,0
800206,800206,Chara_Stat,Passive,None,False,1,0,0,0,True,None,Stat_hp,Add,600,None,None,None,0,None,None,None,0
800207,800207,Chara_Stat,Passive,None,False,1,0,0,0,True,None,Stat_hp,Add,700,None,None,None,0,None,None,None,0
800208,800208,Chara_Stat,Passive,None,False,1,0,0,0,True,None,Stat_hp,Add,800,None,None,None,0,None,None,None,0
800209,800209,Chara_Stat,Passive,None,False,1,0,0,0,True,None,Stat_hp,Add,900,None,None,None,0,None,None,None,0
800210,800210,Chara_Stat,Passive,None,False,1,0,0,0,True,None,Stat_hp,Add,1000,None,None,None,0,None,None,None,0
800211,800211,Chara_Stat,Passive,None,False,1,0,0,0,True,None,Stat_hp,Add,1100,None,None,None,0,None,None,None,0
800212,800212,Chara_Stat,Passive,None,False,1,0,0,0,True,None,Stat_hp,Add,1200,None,None,None,0,None,None,None,0
800213,800213,Chara_Stat,Passive,None,False,1,0,0,0,True,None,Stat_hp,Add,1300,None,None,None,0,None,None,None,0
800214,800214,Chara_Stat,Passive,None,False,1,0,0,0,True,None,Stat_hp,Add,1400,None,None,None,0,None,None,None,0
800215,800215,Chara_Stat,Passive,None,False,1,0,0,0,True,None,Stat_hp,Add,1500,None,None,None,0,None,None,None,0
800216,800216,Chara_Stat,Passive,None,False,1,0,0,0,True,None,Stat_hp,Add,1600,None,None,None,0,None,None,None,0
800217,800217,Chara_Stat,Passive,None,False,1,0,0,0,True,None,Stat_hp,Add,1700,None,None,None,0,None,None,None,0
800218,800218,Chara_Stat,Passive,None,False,1,0,0,0,True,None,Stat_hp,Add,1800,None,None,None,0,None,None,None,0
800219,800219,Chara_Stat,Passive,None,False,1,0,0,0,True,None,Stat_hp,Add,1900,None,None,None,0,None,None,None,0
800220,800220,Chara_Stat,Passive,None,False,1,0,0,0,True,None,Stat_hp,Add,2000,None,None,None,0,None,None,None,0
800301,800301,Chara_Stat,Passive,None,False,1,0,0,0,True,None,MaxModuleSlot,Set,1100,None,None,None,0,None,None,None,0
800302,800302,Chara_Stat,Passive,None,False,1,0,0,0,True,None,MaxModuleSlot,Set,1200,None,None,None,0,None,None,None,0
800303,800303,Chara_Stat,Passive,None,False,1,0,0,0,True,None,MaxModuleSlot,Set,1300,None,None,None,0,None,None,None,0
800304,800304,Chara_Stat,Passive,None,False,1,0,0,0,True,None,MaxModuleSlot,Set,1400,None,None,None,0,None,None,None,0
800305,800305,Chara_Stat,Passive,None,False,1,0,0,0,True,None,MaxModuleSlot,Set,1500,None,None,None,0,None,None,None,0
800306,800306,Chara_Stat,Passive,None,False,1,0,0,0,True,None,MaxModuleSlot,Set,1600,None,None,None,0,None,None,None,0
800307,800307,Chara_Stat,Passive,None,False,1,0,0,0,True,None,MaxModuleSlot,Set,1700,None,None,None,0,None,None,None,0
800308,800308,Chara_Stat,Passive,None,False,1,0,0,0,True,None,MaxModuleSlot,Set,1800,None,None,None,0,None,None,None,0
800309,800309,Chara_Stat,Passive,None,False,1,0,0,0,True,None,MaxModuleSlot,Set,1900,None,None,None,0,None,None,None,0
800310,800310,Chara_Stat,Passive,None,False,1,0,0,0,True,None,MaxModuleSlot,Set,2000,None,None,None,0,None,None,None,0
800311,800311,Chara_Stat,Passive,None,False,1,0,0,0,True,None,MaxModuleSlot,Set,2100,None,None,None,0,None,None,None,0
800312,800312,Chara_Stat,Passive,None,False,1,0,0,0,True,None,MaxModuleSlot,Set,2200,None,None,None,0,None,None,None,0
800313,800313,Chara_Stat,Passive,None,False,1,0,0,0,True,None,MaxModuleSlot,Set,2300,None,None,None,0,None,None,None,0
800314,800314,Chara_Stat,Passive,None,False,1,0,0,0,True,None,MaxModuleSlot,Set,2400,None,None,None,0,None,None,None,0
800315,800315,Chara_Stat,Passive,None,False,1,0,0,0,True,None,MaxModuleSlot,Set,2500,None,None,None,0,None,None,None,0
800316,800316,Chara_Stat,Passive,None,False,1,0,0,0,True,None,MaxModuleSlot,Set,2600,None,None,None,0,None,None,None,0
800317,800317,Chara_Stat,Passive,None,False,1,0,0,0,True,None,MaxModuleSlot,Set,2700,None,None,None,0,None,None,None,0
800318,800318,Chara_Stat,Passive,None,False,1,0,0,0,True,None,MaxModuleSlot,Set,2800,None,None,None,0,None,None,None,0
800319,800319,Chara_Stat,Passive,None,False,1,0,0,0,True,None,MaxModuleSlot,Set,2900,None,None,None,0,None,None,None,0
800320,800320,Chara_Stat,Passive,None,False,1,0,0,0,True,None,MaxModuleSlot,Set,3000,None,None,None,0,None,None,None,0
800401,800401,Chara_Mode,Passive,None,False,1,0,0,0,True,None,HealthRecoveryTime,Mul,95,None,None,None,0,None,None,None,0
800402,800402,Chara_Mode,Passive,None,False,1,0,0,0,True,None,HealthRecoveryTime,Mul,94,None,None,None,0,None,None,None,0
800403,800403,Chara_Mode,Passive,None,False,1,0,0,0,True,None,HealthRecoveryTime,Mul,93,None,None,None,0,None,None,None,0
800404,800404,Chara_Mode,Passive,None,False,1,0,0,0,True,None,HealthRecoveryTime,Mul,92,None,None,None,0,None,None,None,0
800405,800405,Chara_Mode,Passive,None,False,1,0,0,0,True,None,HealthRecoveryTime,Mul,91,None,None,None,0,None,None,None,0
800406,800406,Chara_Mode,Passive,None,False,1,0,0,0,True,None,HealthRecoveryTime,Mul,90,None,None,None,0,None,None,None,0
800407,800407,Chara_Mode,Passive,None,False,1,0,0,0,True,None,HealthRecoveryTime,Mul,89,None,None,None,0,None,None,None,0
800408,800408,Chara_Mode,Passive,None,False,1,0,0,0,True,None,HealthRecoveryTime,Mul,88,None,None,None,0,None,None,None,0
800409,800409,Chara_Mode,Passive,None,False,1,0,0,0,True,None,HealthRecoveryTime,Mul,87,None,None,None,0,None,None,None,0
800410,800410,Chara_Mode,Passive,None,False,1,0,0,0,True,None,HealthRecoveryTime,Mul,86,None,None,None,0,None,None,None,0
800411,800411,Chara_Mode,Passive,None,False,1,0,0,0,True,None,HealthRecoveryTime,Mul,85,None,None,None,0,None,None,None,0
800412,800412,Chara_Mode,Passive,None,False,1,0,0,0,True,None,HealthRecoveryTime,Mul,84,None,None,None,0,None,None,None,0
800413,800413,Chara_Mode,Passive,None,False,1,0,0,0,True,None,HealthRecoveryTime,Mul,83,None,None,None,0,None,None,None,0
800414,800414,Chara_Mode,Passive,None,False,1,0,0,0,True,None,HealthRecoveryTime,Mul,82,None,None,None,0,None,None,None,0
800415,800415,Chara_Mode,Passive,None,False,1,0,0,0,True,None,HealthRecoveryTime,Mul,81,None,None,None,0,None,None,None,0
800416,800416,Chara_Mode,Passive,None,False,1,0,0,0,True,None,HealthRecoveryTime,Mul,80,None,None,None,0,None,None,None,0
800417,800417,Chara_Mode,Passive,None,False,1,0,0,0,True,None,HealthRecoveryTime,Mul,79,None,None,None,0,None,None,None,0
800418,800418,Chara_Mode,Passive,None,False,1,0,0,0,True,None,HealthRecoveryTime,Mul,78,None,None,None,0,None,None,None,0
800419,800419,Chara_Mode,Passive,None,False,1,0,0,0,True,None,HealthRecoveryTime,Mul,77,None,None,None,0,None,None,None,0
800420,800420,Chara_Mode,Passive,None,False,1,0,0,0,True,None,HealthRecoveryTime,Mul,76,None,None,None,0,None,None,None,0
800501,800501,Chara_mv,Passive,None,False,1,0,0,0,True,None,MvSpd,Mul,102,None,None,None,0,None,None,None,0
800502,800502,Chara_mv,Passive,None,False,1,0,0,0,True,None,MvSpd,Mul,104,None,None,None,0,None,None,None,0
800503,800503,Chara_mv,Passive,None,False,1,0,0,0,True,None,MvSpd,Mul,106,None,None,None,0,None,None,None,0
800504,800504,Chara_mv,Passive,None,False,1,0,0,0,True,None,MvSpd,Mul,108,None,None,None,0,None,None,None,0
800505,800505,Chara_mv,Passive,None,False,1,0,0,0,True,None,MvSpd,Mul,110,None,None,None,0,None,None,None,0
800506,800506,Chara_mv,Passive,None,False,1,0,0,0,True,None,MvSpd,Mul,112,None,None,None,0,None,None,None,0
800507,800507,Chara_mv,Passive,None,False,1,0,0,0,True,None,MvSpd,Mul,114,None,None,None,0,None,None,None,0
800508,800508,Chara_mv,Passive,None,False,1,0,0,0,True,None,MvSpd,Mul,116,None,None,None,0,None,None,None,0
800509,800509,Chara_mv,Passive,None,False,1,0,0,0,True,None,MvSpd,Mul,118,None,None,None,0,None,None,None,0
800510,800510,Chara_mv,Passive,None,False,1,0,0,0,True,None,MvSpd,Mul,120,None,None,None,0,None,None,None,0
800511,800511,Chara_mv,Passive,None,False,1,0,0,0,True,None,MvSpd,Mul,122,None,None,None,0,None,None,None,0
800512,800512,Chara_mv,Passive,None,False,1,0,0,0,True,None,MvSpd,Mul,124,None,None,None,0,None,None,None,0
800513,800513,Chara_mv,Passive,None,False,1,0,0,0,True,None,MvSpd,Mul,126,None,None,None,0,None,None,None,0
800514,800514,Chara_mv,Passive,None,False,1,0,0,0,True,None,MvSpd,Mul,128,None,None,None,0,None,None,None,0
800515,800515,Chara_mv,Passive,None,False,1,0,0,0,True,None,MvSpd,Mul,130,None,None,None,0,None,None,None,0
800516,800516,Chara_mv,Passive,None,False,1,0,0,0,True,None,MvSpd,Mul,132,None,None,None,0,None,None,None,0
800517,800517,Chara_mv,Passive,None,False,1,0,0,0,True,None,MvSpd,Mul,134,None,None,None,0,None,None,None,0
800518,800518,Chara_mv,Passive,None,False,1,0,0,0,True,None,MvSpd,Mul,136,None,None,None,0,None,None,None,0
800519,800519,Chara_mv,Passive,None,False,1,0,0,0,True,None,MvSpd,Mul,138,None,None,None,0,None,None,None,0
800520,800520,Chara_mv,Passive,None,False,1,0,0,0,True,None,MvSpd,Mul,140,None,None,None,0,None,None,None,0
900101,900101,Skill_a,Passive,None,False,1,0,0,0,True,CharacterCustom,ActionGroupID,Set,9101,None,None,None,0,None,None,None,0
900102,900102,Skill_a,Passive,None,False,1,0,0,0,True,CharacterCustom,ActionGroupID,Set,9102,None,None,None,0,None,None,None,0
900201,900201,Skill_b,Passive,None,False,1,0,0,0,True,CharacterCustom,ActionGroupID,Set,9201,None,None,None,0,None,None,None,0
900202,900202,Skill_b,Passive,None,False,1,0,0,0,True,CharacterCustom,ActionGroupID,Set,9202,None,None,None,0,None,None,None,0
900301,900301,Skill_c,Passive,None,False,1,0,0,0,True,CharacterCustom,ActionGroupID,Set,9301,None,None,None,0,None,None,None,0
