memorial_series_id,order,memorial_series_name,memorial_series_description,memorial_series_category,memorial_series_resource,is_event_memorial,collect_reward_id,memorial_memory_id/0/memorial_memory_id,memorial_memory_id/1/memorial_memory_id,memorial_memory_id/2/memorial_memory_id,memorial_memory_id/3/memorial_memory_id,memorial_memory_id/4/memorial_memory_id
102000,20,Locale_Memorial:memorial_20_name,Locale_Memorial:memorial_20_description,HandWriting,mm_1001,False,100,102001,102002,102003,0,0
102100,21,Locale_Memorial:memorial_21_name,Locale_Memorial:memorial_21_description,HandWriting,mm_1002,False,100,102101,102102,102103,102104,0
102200,22,Locale_Memorial:memorial_22_name,Locale_Memorial:memorial_22_description,Data,mm_1005,False,100,102201,102202,102203,102204,0
102300,23,Locale_Memorial:memorial_23_name,Locale_Memorial:memorial_23_description,Data,mm_1004,False,100,102301,102302,102303,0,0
102400,24,Locale_Memorial:memorial_24_name,Locale_Memorial:memorial_24_description,HandWriting,mm_1001,False,100,102401,102402,102403,0,0
102500,25,Locale_Memorial:memorial_25_name,Locale_Memorial:memorial_25_description,Data,mm_1005,False,100,102501,102502,102503,102504,102505
102600,26,Locale_Memorial:memorial_26_name,Locale_Memorial:memorial_26_description,CallLog,mm_1003,False,100,102601,102602,102603,102604,102605
102700,27,Locale_Memorial:memorial_27_name,Locale_Memorial:memorial_27_description,Data,mm_1005,False,100,102701,102702,102703,102704,102705
102800,28,Locale_Memorial:memorial_28_name,Locale_Memorial:memorial_28_description,Data,mm_1005,False,100,102801,102802,102803,102804,0
102900,29,Locale_Memorial:memorial_29_name,Locale_Memorial:memorial_29_description,HandWriting,mm_1001,False,100,102901,102902,102903,102904,102905
103000,30,Locale_Memorial:memorial_30_name,Locale_Memorial:memorial_30_description,Data,mm_1005,False,100,103001,103002,103003,103004,103005
103100,31,Locale_Memorial:memorial_31_name,Locale_Memorial:memorial_31_description,HandWriting,mm_1001,False,100,103101,103102,103103,103104,103105
103200,32,Locale_Memorial:memorial_32_name,Locale_Memorial:memorial_32_description,CallLog,mm_1003,False,100,103201,103202,103203,103204,0
103300,33,Locale_Memorial:memorial_33_name,Locale_Memorial:memorial_33_description,HandWriting,mm_1001,False,100,103301,103302,103303,103304,103305
103400,34,Locale_Memorial:memorial_34_name,Locale_Memorial:memorial_34_description,CallLog,mm_1003,False,100,103401,103402,103403,103404,0
103500,35,Locale_Memorial:memorial_35_name,Locale_Memorial:memorial_35_description,HandWriting,mm_1001,False,100,103501,103502,103503,103504,0
103600,36,Locale_Memorial:memorial_36_name,Locale_Memorial:memorial_36_description,CallLog,mm_1003,False,100,103601,103602,103603,103604,0
103700,37,Locale_Memorial:memorial_37_name,Locale_Memorial:memorial_37_description,HandWriting,mm_1001,False,100,103701,103702,103703,103704,0
103800,38,Locale_Memorial:memorial_38_name,Locale_Memorial:memorial_38_description,Data,mm_1005,False,100,103801,103802,103803,103804,0
103900,39,Locale_Memorial:memorial_39_name,Locale_Memorial:memorial_39_description,CallLog,mm_1003,False,100,103901,103902,103903,103904,0
104000,40,Locale_Memorial:memorial_40_name,Locale_Memorial:memorial_40_description,HandWriting,mm_1002,False,100,104001,104002,104003,104004,0
104100,41,Locale_Memorial:memorial_41_name,Locale_Memorial:memorial_41_description,Data,mm_1004,False,100,104101,104102,104103,104104,0
104200,42,Locale_Memorial:memorial_42_name,Locale_Memorial:memorial_42_description,Data,mm_1004,False,100,104201,104202,104203,104204,0
104300,43,Locale_Memorial:memorial_43_name,Locale_Memorial:memorial_43_description,HandWriting,mm_1001,False,100,104301,104302,104303,104304,0
104400,44,Locale_Memorial:memorial_44_name,Locale_Memorial:memorial_44_description,HandWriting,mm_1001,False,100,104401,104402,104403,104404,0
104500,45,Locale_Memorial:memorial_45_name,Locale_Memorial:memorial_45_description,Data,mm_1005,False,100,104501,104502,104503,104504,0
104600,46,Locale_Memorial:memorial_46_name,Locale_Memorial:memorial_46_description,HandWriting,mm_1001,False,100,104601,104602,104603,104604,0
104700,47,Locale_Memorial:memorial_47_name,Locale_Memorial:memorial_47_description,HandWriting,mm_1001,False,100,104701,104702,104703,104704,0
104800,48,Locale_Memorial:memorial_48_name,Locale_Memorial:memorial_48_description,HandWriting,mm_1002,False,100,104801,104802,104803,104804,0
104900,49,Locale_Memorial:memorial_49_name,Locale_Memorial:memorial_49_description,HandWriting,mm_1001,False,100,104901,104902,104903,104904,0
200100,1,Locale_Memorial:memorial_redash_01_name,Locale_Memorial:memorial_redash_01_description,RedAsh,mm_1004,True,100,200101,200102,200103,0,0
200200,2,Locale_Memorial:memorial_redash_02_name,Locale_Memorial:memorial_redash_02_description,RedAsh,mm_1004,True,100,200201,200202,200203,0,0
200300,3,Locale_Memorial:memorial_redash_03_name,Locale_Memorial:memorial_redash_03_description,RedAsh,mm_1004,True,100,200301,200302,200303,200304,200305
200400,4,Locale_Memorial:memorial_redash_04_name,Locale_Memorial:memorial_redash_04_description,RedAsh,mm_1004,True,100,200401,200402,200403,200404,0
200500,5,Locale_Memorial:memorial_redash_05_name,Locale_Memorial:memorial_redash_05_description,RedAsh,mm_1004,True,100,200501,200502,0,0,0
200600,6,Locale_Memorial:memorial_redash_06_name,Locale_Memorial:memorial_redash_06_description,RedAsh,mm_1004,True,100,200601,200602,0,0,0
200700,7,Locale_Memorial:memorial_redash_07_name,Locale_Memorial:memorial_redash_07_description,RedAsh,mm_1004,True,100,200701,200702,0,0,0
200800,8,Locale_Memorial:memorial_oldtales_01_name,Locale_Memorial:memorial_oldtales_01_description,OldTales,mm_1003,True,100,200801,200802,200803,200804,200805
200900,9,Locale_Memorial:memorial_oldtales_02_name,Locale_Memorial:memorial_oldtales_02_description,OldTales,mm_1003,True,100,200901,200902,200903,200904,200905
201000,10,Locale_Memorial:memorial_oldtales_03_name,Locale_Memorial:memorial_oldtales_03_description,OldTales,mm_1003,True,100,201001,201002,201003,201004,0
201100,11,Locale_Memorial:memorial_oldtales_04_name,Locale_Memorial:memorial_oldtales_04_description,OldTales,mm_1003,True,100,201101,0,0,0,0
201200,12,Locale_Memorial:memorial_unbreakablesphere_01_name,Locale_Memorial:memorial_unbreakablesphere_01_description,UnbreakableSphere,mm_1003,True,100,201201,201202,201203,201204,0
