id,name_code,troop_category,skill_id,surface_battle_area,surface_shot_range
202001,3003,300002,301250301,1,1
502301,5154,300002,301250301,1,1
232101,5048,300002,301260301,1,1
422301,5155,300002,301240301,1,1
327001,5008,300002,301220201,1,1
327101,5009,300002,301240201,1,1
327201,5049,300002,301220201,1,1
320201,5036,300002,301230201,1,1
202201,5015,300002,301220201,1,1
253201,5144,300002,301250201,1,1
150001,5107,300002,301260201,1,1
150201,5146,300002,301220201,1,1
321001,5003,300002,301260201,1,1
343101,5075,300002,301240201,1,1
320001,5034,300002,301170101,1,1
320101,5035,300002,301200101,1,1
320301,5087,300002,301210101,1,1
355001,5111,300002,301210101,1,1
112001,3009,300002,301190101,1,1
112101,5085,300002,301200101,1,1
331001,5046,300002,301210101,1,1
331101,5050,300002,301180101,1,1
331201,5051,300002,301190101,1,1
331401,5113,300002,301180101,1,1
141101,5126,300002,301190101,1,1
141201,5134,300002,301200101,1,1
313001,5026,300002,301200101,1,1
113101,5027,300002,301190101,1,1
313201,5064,300002,301190101,1,1
150101,5112,300002,301170101,1,1
352001,5135,300002,301180101,1,1
352101,5136,300002,301210101,1,1
321201,5037,300002,301210101,1,1
343001,5074,300002,301170101,1,1
343201,5070,300002,301170101,1,1
129001,1019,300002,301180101,1,1
129101,3010,300002,301180101,1,1
145001,5099,400002,401040401,1,1
145101,5100,400002,401060401,1,1
258001,5122,400002,401010401,1,1
204001,1007,400002,401010401,1,1
204101,5141,400002,401010401,1,1
204301,5110,400002,401040401,1,1
319001,5033,400002,401060401,1,1
319101,5004,400002,401010401,1,1
319401,5103,400002,401010401,1,1
319501,5114,400002,401040401,1,1
314001,5002,400002,401010401,1,1
314201,5010,400002,401040401,1,1
338001,5068,400002,401060401,1,1
338201,5092,400002,401040401,1,1
119201,5081,400002,401040301,1,1
319301,3011,400002,401020301,1,1
314101,5028,400002,401020301,1,1
314301,5150,400002,401020301,1,1
580001,5089,400002,401060301,1,1
580101,5090,400002,401020301,1,1
584001,5152,400002,401020301,1,1
584101,5153,400002,401020301,1,1
324001,3004,400002,401060201,1,1
324101,5038,400002,401020201,1,1
324201,5039,400002,401060201,1,1
258101,5140,400002,401060201,1,1
338101,5054,400002,401040201,1,1
580201,3012,400002,401040201,1,1
584201,3017,400002,401040201,1,1
159001,5139,400002,401060101,1,1
207401,5158,400002,401060101,1,1
999901,0,100002,101060501,1,1
999902,0,100002,101010601,1,1
999903,0,100002,101020501,1,1
999904,0,100002,101040601,1,1
999905,0,400002,401010401,1,1
999906,0,200002,201060601,1,1
999907,0,200002,201010601,1,1
999908,0,200002,201020501,1,1
999909,0,200002,201040601,1,1
999910,0,400002,401010401,1,1
999911,0,200002,201020501,1,1
999912,0,200002,201010601,1,1
999913,0,200002,201060601,1,1
999914,0,300002,301170101,1,1
999915,0,300002,301210101,1,1
