id,item_type,item_resource,item_name_locale,item_description_locale,item_level,sb_item_option/0/item_option_group,sb_item_option/0/item_option_value,sb_item_option/0/item_option_maintenance_time,sb_item_option/1/item_option_group,sb_item_option/1/item_option_value,sb_item_option/1/item_option_maintenance_time,sb_item_option/2/item_option_group,sb_item_option/2/item_option_value,sb_item_option/2/item_option_maintenance_time,sb_item_option_locale/0/item_option_locale,sb_item_option_locale/1/item_option_locale,sb_item_option_locale/2/item_option_locale
200104,Gear,icn_ce006_item_gear_04,Locale_Event:ce006_item_name_gear_04,Locale_Event:ce006_item_description_gear_04,1,BetaSkillDamageUp,500,0,,,,,,,Locale_Event:ce006_item_gear_option_04,,
200204,Gear,icn_ce006_item_gear_04,Locale_Event:ce006_item_name_gear_04,Locale_Event:ce006_item_description_gear_04,2,BetaSkillDamageUp,700,0,,,,,,,Locale_Event:ce006_item_gear_option_04,,
200304,Gear,icn_ce006_item_gear_04,Locale_Event:ce006_item_name_gear_04,Locale_Event:ce006_item_description_gear_04,3,BetaSkillDamageUp,1000,0,,,,,,,Locale_Event:ce006_item_gear_option_04,,
200105,Gear,icn_ce006_item_gear_05,Locale_Event:ce006_item_name_gear_05,Locale_Event:ce006_item_description_gear_05,1,GainBetaEnergyUp,500,0,GainGoldUp,1000.0,0.0,,,,Locale_Event:ce006_item_gear_option_05,Locale_Event:ce006_item_gear_option_13,
200205,Gear,icn_ce006_item_gear_05,Locale_Event:ce006_item_name_gear_05,Locale_Event:ce006_item_description_gear_05,2,GainBetaEnergyUp,700,0,GainGoldUp,1500.0,0.0,,,,Locale_Event:ce006_item_gear_option_05,Locale_Event:ce006_item_gear_option_13,
200305,Gear,icn_ce006_item_gear_05,Locale_Event:ce006_item_name_gear_05,Locale_Event:ce006_item_description_gear_05,3,GainBetaEnergyUp,1000,0,GainGoldUp,2000.0,0.0,,,,Locale_Event:ce006_item_gear_option_05,Locale_Event:ce006_item_gear_option_13,
200106,Gear,icn_ce006_item_gear_06,Locale_Event:ce006_item_name_gear_06,Locale_Event:ce006_item_description_gear_06,1,BurstSkillDamageUp,500,0,,,,,,,Locale_Event:ce006_item_gear_option_06,,
200206,Gear,icn_ce006_item_gear_06,Locale_Event:ce006_item_name_gear_06,Locale_Event:ce006_item_description_gear_06,2,BurstSkillDamageUp,700,0,,,,,,,Locale_Event:ce006_item_gear_option_06,,
200306,Gear,icn_ce006_item_gear_06,Locale_Event:ce006_item_name_gear_06,Locale_Event:ce006_item_description_gear_06,3,BurstSkillDamageUp,1000,0,,,,,,,Locale_Event:ce006_item_gear_option_06,,
200107,Gear,icn_ce006_item_gear_07,Locale_Event:ce006_item_name_gear_07,Locale_Event:ce006_item_description_gear_07,1,GainBurstEnergyUp,500,0,GainGoldUp,1000.0,0.0,,,,Locale_Event:ce006_item_gear_option_07,Locale_Event:ce006_item_gear_option_13,
200207,Gear,icn_ce006_item_gear_07,Locale_Event:ce006_item_name_gear_07,Locale_Event:ce006_item_description_gear_07,2,GainBurstEnergyUp,700,0,GainGoldUp,1500.0,0.0,,,,Locale_Event:ce006_item_gear_option_07,Locale_Event:ce006_item_gear_option_13,
200307,Gear,icn_ce006_item_gear_07,Locale_Event:ce006_item_name_gear_07,Locale_Event:ce006_item_description_gear_07,3,GainBurstEnergyUp,1000,0,GainGoldUp,2000.0,0.0,,,,Locale_Event:ce006_item_gear_option_07,Locale_Event:ce006_item_gear_option_13,
200108,Gear,icn_ce006_item_gear_08,Locale_Event:ce006_item_name_gear_08,Locale_Event:ce006_item_description_gear_08,1,AttackSpeedUp,500,0,,,,,,,Locale_Event:ce006_item_gear_option_08,,
200208,Gear,icn_ce006_item_gear_08,Locale_Event:ce006_item_name_gear_08,Locale_Event:ce006_item_description_gear_08,2,AttackSpeedUp,700,0,,,,,,,Locale_Event:ce006_item_gear_option_08,,
200308,Gear,icn_ce006_item_gear_08,Locale_Event:ce006_item_name_gear_08,Locale_Event:ce006_item_description_gear_08,3,AttackSpeedUp,1000,0,,,,,,,Locale_Event:ce006_item_gear_option_08,,
200109,Gear,icn_ce006_item_gear_09,Locale_Event:ce006_item_name_gear_09,Locale_Event:ce006_item_description_gear_09,1,CriticalDamageUp,500,0,,,,,,,Locale_Event:ce006_item_gear_option_09,,
200209,Gear,icn_ce006_item_gear_09,Locale_Event:ce006_item_name_gear_09,Locale_Event:ce006_item_description_gear_09,2,CriticalDamageUp,700,0,,,,,,,Locale_Event:ce006_item_gear_option_09,,
200309,Gear,icn_ce006_item_gear_09,Locale_Event:ce006_item_name_gear_09,Locale_Event:ce006_item_description_gear_09,3,CriticalDamageUp,1000,0,,,,,,,Locale_Event:ce006_item_gear_option_09,,
200110,Gear,icn_ce006_item_gear_10,Locale_Event:ce006_item_name_gear_10,Locale_Event:ce006_item_description_gear_10,1,CriticalProbabilityUp,500,0,,,,,,,Locale_Event:ce006_item_gear_option_10,,
200210,Gear,icn_ce006_item_gear_10,Locale_Event:ce006_item_name_gear_10,Locale_Event:ce006_item_description_gear_10,2,CriticalProbabilityUp,700,0,,,,,,,Locale_Event:ce006_item_gear_option_10,,
200310,Gear,icn_ce006_item_gear_10,Locale_Event:ce006_item_name_gear_10,Locale_Event:ce006_item_description_gear_10,3,CriticalProbabilityUp,1000,0,,,,,,,Locale_Event:ce006_item_gear_option_10,,
200111,Gear,icn_ce006_item_gear_11,Locale_Event:ce006_item_name_gear_11,Locale_Event:ce006_item_description_gear_11,1,CharacterAttackUp,500,0,HitDamageUp,1000.0,0.0,,,,Locale_Event:ce006_item_gear_option_11_01,Locale_Event:ce006_item_gear_option_11_02,
200211,Gear,icn_ce006_item_gear_11,Locale_Event:ce006_item_name_gear_11,Locale_Event:ce006_item_description_gear_11,2,CharacterAttackUp,700,0,HitDamageUp,1400.0,0.0,,,,Locale_Event:ce006_item_gear_option_11_01,Locale_Event:ce006_item_gear_option_11_02,
200311,Gear,icn_ce006_item_gear_11,Locale_Event:ce006_item_name_gear_11,Locale_Event:ce006_item_description_gear_11,3,CharacterAttackUp,1000,0,HitDamageUp,2000.0,0.0,,,,Locale_Event:ce006_item_gear_option_11_01,Locale_Event:ce006_item_gear_option_11_02,
200112,Gear,icn_ce006_item_gear_12,Locale_Event:ce006_item_name_gear_12,Locale_Event:ce006_item_description_gear_12,1,BasicAttackDamageUp,1000,0,,,,,,,Locale_Event:ce006_item_gear_option_12,,
200212,Gear,icn_ce006_item_gear_12,Locale_Event:ce006_item_name_gear_12,Locale_Event:ce006_item_description_gear_12,2,BasicAttackDamageUp,1500,0,,,,,,,Locale_Event:ce006_item_gear_option_12,,
200312,Gear,icn_ce006_item_gear_12,Locale_Event:ce006_item_name_gear_12,Locale_Event:ce006_item_description_gear_12,3,BasicAttackDamageUp,2000,0,,,,,,,Locale_Event:ce006_item_gear_option_12,,
