id,event_id,part_type,prologue_scenario,auto_charge_id,event_item_type,event_item_id,dungeon_id_1,dungeon_id_2,album_category_group,mission_group,contents_shop_id,dice_id,ui_prefab_1,ui_prefab_2,challenge_monster_resource
10025,40025,OnePart,,10024,Item,7060024,25,0,1025,0,0,0,seayouagain_part02,,
10026,40026,OnePart,event_ce02_1_prologue,10026,Item,7060026,26,0,1026,0,0,0,ce002_part1,,
10027,40027,OnePart,,10026,Item,7060026,27,0,1027,0,0,0,ce002_part2,,
10028,40028,OnePart,event_schooloflock_prologue,10028,Item,7060028,28,0,1028,28,9002801,0,schooloflock,,
10029,40029,OnePart,event_dazzlingcupid_prologue,10029,Item,7060029,29,0,1029,29,9002901,0,dazzlingcupid,,
10030,40030,OnePart,event_freezeacpu_prologue,10030,Item,7060030,30,0,1030,30,9003001,0,acpufreeze,,
10031,40031,OnePart,,10031,Item,7060031,31,0,1031,0,0,0,redash_part1,,
10032,40032,OnePart,,10031,Item,7060031,32,0,1032,0,0,0,redash_part2,,
10033,40033,OnePart,event_alonesurvivor_prologue,10033,Item,7060033,33,0,1033,33,9003301,0,alonesurvivor,,
10034,40034,OnePart,,10034,Item,7060034,34,0,1034,0,0,0,neverland_part1,,
10035,40035,OnePart,,10034,Item,7060034,35,0,1035,0,0,0,neverland_part2,,
10036,40036,OnePart,event_newyearnewsword_prologue,10036,Item,7060036,36,0,1036,36,9003601,0,newyearnewsword,,
10037,40037,OnePart,event_lionheart_prologue,10037,Item,7060037,37,0,1037,37,9003701,0,lionheart,,
10038,40038,OnePart,event_dirtybackyard_prologue,10038,Item,7060038,38,0,1038,38,9003801,0,dirtybackyard,,
10039,40039,OnePart,event_perfectmaid_prologue,10039,Item,7060039,39,0,1039,39,9003901,0,perfectmaid,,
10040,40040,OnePart,event_boomsday_prologue,10040,Item,7060040,40,0,1040,40,9004001,0,boomsday,,
10041,40041,OnePart,,10041,Item,7060041,41,0,1041,0,0,0,ce003_part1,,
10042,40042,OnePart,,10041,Item,7060041,42,0,1042,0,0,0,ce003_part2,,
10043,40043,OnePart,event_killthelord_prologue,10043,Item,7060043,43,0,1043,43,9004301,0,killthelord,,
10044,40044,OnePart,event_onemoretime_prologue,10044,Item,7060044,44,0,1044,44,9004401,0,onemoretime,,
10045,40045,OnePart,,10045,Item,7060045,45,0,1045,0,0,0,lastkingdom_part1,,
10046,40046,OnePart,,10045,Item,7060045,46,0,1046,0,0,0,lastkingdom_part2,,
10047,40047,OnePart,event_darkhero_prologue,10047,Item,7060047,47,0,1047,47,9004701,0,darkhero,,
10048,40048,OnePart,,10048,Item,7060048,48,0,1048,0,0,0,goldencoinrush_part1,,
10049,40049,OnePart,,10048,Item,7060048,49,0,1049,0,0,0,goldencoinrush_part2,,
10050,40050,OnePart,event_claymore_prologue,10050,Item,7060050,50,0,1050,50,9005001,0,claymore,,
10051,40051,OnePart,,10051,Item,7060051,51,0,1051,0,0,0,beautyfullshot_part1,,
10052,40052,OnePart,,10051,Item,7060051,52,0,1052,0,0,0,beautyfullshot_part2,,
10053,40053,OnePart,event_juveniledays_prologue,10053,Item,7060053,53,0,1053,53,9005301,0,juveniledays,,
10054,40054,OnePart,event_colorless_prologue,10054,Item,7060054,54,0,1054,54,9005401,0,colorless,,
10055,40055,OnePart,,10055,Item,7060055,55,0,1055,0,0,0,ce004_part1,,
10056,40056,OnePart,,10055,Item,7060055,56,0,1056,0,0,0,ce004_part2,,
10057,40057,OnePart,,10055,Item,7060055,57,0,1057,0,0,0,ce004_part3,,
10058,40058,OnePart,event_jinxplayer_prologue,10058,Item,7060058,58,0,1058,58,9005801,0,jinxplayer,,
10059,40059,OnePart,event_phantomthiefvsdetective_prologue,10059,Item,7060059,59,0,1059,59,9005901,0,phantomthiefvsdetective,,
10060,40060,OnePart,event_lifeagain_prologue,10060,Item,7060060,60,0,1060,60,9006001,0,lifeagain,,
10061,40061,OnePart,,10061,Item,7060061,61,0,1061,0,0,0,oldtales_part1,,
10062,40062,OnePart,,10061,Item,7060061,62,0,1062,0,0,0,oldtales_part2,,
10063,40063,OnePart,event_secretgarden_prologue,10063,Item,7060063,63,0,1063,63,9006301,0,secretgarden,,
10064,40064,OnePart,,10064,Item,7060064,64,0,1064,0,0,0,icedragonsaga_part1,,
10065,40065,OnePart,,10064,Item,7060064,65,0,1065,0,0,0,icedragonsaga_part2,,
10066,40066,TwoPart,event_footstepwalkrun1_prologue,10066,Item,7060066,66,67,1066,66,9006601,0,footstepwalkrun_part1,footstepwalkrun_part2,
10068,40068,OnePart,event_wisdomspring_prologue,10068,Item,7060068,68,0,1068,68,9006801,0,wisdomspring,,
10069,40069,OnePart,event_romanticvalentine_prologue,10069,Item,7060069,69,0,1069,69,9006901,0,romanticvalentine,,
10070,40070,OnePart,,10070,Item,7060070,70,0,1070,0,0,0,ce005_part1,,
10071,40071,OnePart,,10070,Item,7060070,71,0,1071,0,0,0,ce005_part2,,
10072,40072,OnePart,event_forrest_prologue,10072,Item,7060072,72,0,1072,72,9007201,0,forrest,,
10073,40073,OnePart,event_newflavor_prologue,10073,Item,7060073,73,0,1073,73,9007301,0,newflavor,,
10074,40074,OnePart,event_trueflavor_prologue,10074,Item,7060074,74,0,1074,74,9007401,0,trueflavor,,
10075,40075,OnePart,,10075,Item,7060075,75,0,1075,0,0,0,unbreakablesphere_part1,,
10076,40076,OnePart,,10075,Item,7060075,76,0,1076,0,0,0,unbreakablesphere_part2,,
10077,40077,OnePart,event_arcanearchive_prologue,10077,Item,7060077,77,0,1077,77,9007701,0,arcanearchive,,
10078,40078,OnePart,event_lordforjustice_prologue,10078,Item,7060078,78,0,1078,78,9007801,0,lordforjustice,,
10079,40079,OnePart,,10079,Item,7060079,79,0,1079,0,0,0,ce006_part1,,
10080,40080,OnePart,,10079,Item,7060079,80,0,1080,0,0,0,ce006_part2,,
10081,40081,OnePart,event_overthehorizon_prologue,10081,Item,7060081,81,0,1081,81,9008101,0,overthehorizon,,
10082,40082,OnePart,re_event_ce02_1_prologue,10082,Item,7060082,82,0,1082,0,0,0,ce002_part1,,
10083,40083,OnePart,,10082,Item,7060082,83,0,1083,0,0,0,ce002_part2,,
10084,40084,OnePart,,10084,Item,7060084,84,0,1084,0,0,0,boomtheghost_part1,,
10085,40085,OnePart,,10084,Item,7060084,85,0,1085,0,0,0,boomtheghost_part2,,
10086,40086,TwoPart,event_absolute1_prologue,10086,Item,7060086,86,87,1086,86,9008601,0,absolute_part1,absolute_part2,
10088,40088,OnePart,,10088,Item,7060088,88,0,1088,0,0,0,coinsinrush_part1,,
10089,40089,OnePart,,10088,Item,7060088,89,0,1089,0,0,0,coinsinrush_part2,,
10090,40090,OnePart,,10090,Item,7060090,90,0,1090,0,0,0,ce007_part1,,
10091,40091,OnePart,,10090,Item,7060090,91,0,1091,0,0,0,ce007_part2,,
10092,40092,OnePart,event_goninjathief_prologue,10092,Item,7060092,92,0,1092,92,9009201,0,goninjathief,,
10093,40093,OnePart,,10093,Item,7060093,93,0,1093,0,0,0,goddessfall_part1,,
10094,40094,OnePart,,10093,Item,7060093,94,0,1094,0,0,0,goddessfall_part2,,
40001,60001,OnePart,,40001,None,0,15,0,0,0,0,0,,,full_eba001
40002,60002,OnePart,,40002,None,0,1002,0,0,0,0,0,,,full_mbg002
40003,60003,OnePart,,40003,None,0,1003,0,0,0,0,0,,,full_mbg004
40020,60020,OnePart,,40020,None,0,1020,0,0,0,0,0,,,full_mba002
40022,60022,OnePart,,40022,None,0,1022,0,0,0,0,0,,,full_ebg002
40023,60023,OnePart,,40023,None,0,1023,0,0,0,0,0,,,full_ebg001
40024,60024,OnePart,,40024,None,0,1024,0,0,0,0,0,,,full_mbg002
40026,60026,OnePart,,40026,None,0,1026,0,0,0,0,0,,,full_ebg002_dmtr
40028,60028,OnePart,,40028,None,0,1028,0,0,0,0,0,,,full_mbg001
40029,60029,OnePart,,40029,None,0,1029,0,0,0,0,0,,,full_bbg002
40030,60030,OnePart,,40030,None,0,1030,0,0,0,0,0,,,full_eba001
40031,60031,OnePart,,40031,None,0,1031,0,0,0,0,0,,,full_ebg001
40033,60033,OnePart,,40033,None,0,1033,0,0,0,0,0,,,full_mbg002
40034,60034,OnePart,,40034,None,0,1034,0,0,0,0,0,,,full_bbg003
40036,60036,OnePart,,40036,None,0,1036,0,0,0,0,0,,,full_bbg001
40037,60037,OnePart,,40037,None,0,1037,0,0,0,0,0,,,full_mbg001
40038,60038,OnePart,,40038,None,0,1038,0,0,0,0,0,,,full_eba001
40039,60039,OnePart,,40039,None,0,1039,0,0,0,0,0,,,full_mbg002
40040,60040,OnePart,,40040,None,0,1040,0,0,0,0,0,,,full_ebg001
40041,60041,OnePart,,40041,None,0,1041,0,0,0,0,0,,,full_bbg002
40043,60043,OnePart,,40043,None,0,1043,0,0,0,0,0,,,full_bbg003
40044,60044,OnePart,,40044,None,0,1044,0,0,0,0,0,,,full_bbg001
40045,60045,OnePart,,40045,None,0,1045,0,0,0,0,0,,,full_eba001
40047,60047,OnePart,,40047,None,0,1047,0,0,0,0,0,,,full_bbg003
40048,60048,OnePart,,40048,None,0,1048,0,0,0,0,0,,,full_ebg002
40050,60050,OnePart,,40050,None,0,1050,0,0,0,0,0,,,full_ebg001
40051,60051,OnePart,,40051,None,0,1051,0,0,0,0,0,,,full_mbg004
40053,60053,OnePart,,40053,None,0,1053,0,0,0,0,0,,,full_eba001
40054,60054,OnePart,,40054,None,0,1054,0,0,0,0,0,,,full_bbg001
40055,60055,OnePart,,40055,None,0,1055,0,0,0,0,0,,,full_mbg002
40058,60058,OnePart,,40058,None,0,1058,0,0,0,0,0,,,full_mbg001
40059,60059,OnePart,,40059,None,0,1059,0,0,0,0,0,,,full_bbg001
40060,60060,OnePart,,40060,None,0,1060,0,0,0,0,0,,,full_mba002
40061,60061,OnePart,,40061,None,0,1061,0,0,0,0,0,,,full_mbg001_psid
40063,60063,OnePart,,40063,None,0,1063,0,0,0,0,0,,,full_eba001
40064,60064,OnePart,,40064,None,0,1064,0,0,0,0,0,,,full_ebg001
40066,60066,OnePart,,40066,None,0,1066,0,0,0,0,0,,,full_ebg002
40068,60068,OnePart,,40068,None,0,1068,0,0,0,0,0,,,full_mbg004
40069,60069,OnePart,,40069,None,0,1069,0,0,0,0,0,,,full_bbg001
40070,60070,OnePart,,40070,None,0,1070,0,0,0,0,0,,,full_mbg001
40072,60072,OnePart,,40072,None,0,1072,0,0,0,0,0,,,full_ebg001
40073,60073,OnePart,,40073,None,0,1073,0,0,0,0,0,,,full_bbg003
40074,60074,OnePart,,40074,None,0,1074,0,0,0,0,0,,,full_mba002
40075,60075,OnePart,,40075,None,0,1075,0,0,0,0,0,,,full_eba001
40077,60077,OnePart,,40077,None,0,1077,0,0,0,0,0,,,full_mbg002
40078,60078,OnePart,,40078,None,0,1078,0,0,0,0,0,,,full_bbg002
40079,60079,OnePart,,40079,None,0,1079,0,0,0,0,0,,,full_eba001
40081,60081,OnePart,,40081,None,0,1081,0,0,0,0,0,,,full_mbg004
40082,60082,OnePart,,40082,None,0,1082,0,0,0,0,0,,,full_ebg002_dmtr
40084,60084,OnePart,,40084,None,0,1084,0,0,0,0,0,,,full_mbg002
40086,60086,OnePart,,40086,None,0,1086,0,0,0,0,0,,,full_eba001_anmi
40088,60088,OnePart,,40088,None,0,1088,0,0,0,0,0,,,full_bbg006
40090,60090,OnePart,,40090,None,0,1090,0,0,0,0,0,,,full_mbg001_psid
40092,60092,OnePart,,40092,None,0,1092,0,0,0,0,0,,,full_bbg003
40093,60093,OnePart,,40093,None,0,1093,0,0,0,0,0,,,full_ebg002
