id,type,unlock_condition_squad,unlock_condition_character,name_locale,thumbnail_image,members/0/name,members/0/value,members/1/name,members/1/value,members/2/name,members/2/value,members/3/name,members/3/value,members/4/name,members/4/value,members/5/name,members/5/value
marciana,Nikke,None,5048,Locale_Character:321_name,mi_c321_00_s,members,marciana,,,,,,,,,,
tove,Nikke,None,5081,Locale_Character:192_name,mi_c192_00_s,members,tove,,,,,,,,,,
leona,Nikke,None,5092,Locale_Character:382_name,mi_c382_00_s,members,leona,,,,,,,,,,
trony,Nikke,None,5112,Locale_Character:501_name,mi_c501_00_s,members,trony,,,,,,,,,,
shifty,Nikke,None,0,Locale_Character:907_name,mi_c907_00_s,members,shifty,,,,,,,,,,
elegg,Nikke,None,0,Locale_Character:500_name,mi_c500_00_s,members,elegg,,,,,,,,,,
bay,Nikke,None,0,Locale_Character:550_name,mi_c550_00_s,members,bay,,,,,,,,,,
clay,Nikke,None,0,Locale_Character:551_name,mi_c551_00_s,members,clay,,,,,,,,,,
zwei,Nikke,None,0,Locale_Character:390_name,mi_c390_00_s,members,zwei,,,,,,,,,,
ein,Nikke,None,0,Locale_Character:391_name,mi_c391_00_s,members,ein,,,,,,,,,,
phantom,Nikke,None,0,Locale_Character:580_name,mi_c580_00_s,members,phantom,,,,,,,,,,
phantom_m,Nikke,None,0,Locale_Character:580_name,mi_c580_00_maskoff_s,members,phantom_m,,,,,,,,,,
cinderella,Nikke,None,0,Locale_Character:511_name,mi_c511_00_s,members,cinderella,,,,,,,,,,
grave,Nikke,None,0,Locale_Character:514_name,mi_c514_00_s,members,grave,,,,,,,,,,
flora,Nikke,None,0,Locale_Character:411_name,mi_c411_00_s,members,flora,,,,,,,,,,
trina,Nikke,None,0,Locale_Character:412_name,mi_c412_00_s,members,trina,,,,,,,,,,
ce005_01,Nikke,None,0,Locale_Character:834_name,mi_c834_00_s,members,ce005_01,,,,,,,,,,
bready,Nikke,None,0,Locale_Character:520_name,mi_c520_00_s,members,bready,,,,,,,,,,
crust,Nikke,None,0,Locale_Character:521_name,mi_c521_00_s,members,crust,,,,,,,,,,
mori,Nikke,None,0,Locale_Character:590_name,mi_c590_00_s,members,mori,,,,,,,,,,
arcana,Nikke,None,0,Locale_Character:581_name,mi_c581_00_s,members,arcana,,,,,,,,,,
k,Nikke,None,0,Locale_Character:41_name,mi_c041_00_s,members,k,,,,,,,,,,
sora,Nikke,None,0,Locale_Character:532_name,mi_c532_00_s,members,sora,,,,,,,,,,
papillon,Nikke,None,0,Locale_Character:890_name,mi_c890_00_s,members,papillon,,,,,,,,,,
counters,Group,None,0,Locale_Character:counters_name,icon_messenger_logo_profile,members,rapi,members,neon,members,anis,,,,,,
counters2,Group,None,0,Locale_Character:counters_name,icon_messenger_logo_profile,members,rapi,members,neon,members,anis,,,,,,
absolut,Group,None,0,Locale_Character:absolut_name,icon_messenger_logo_profile,members,emma,members,vesti,members,eunhwa,,,,,,
scouting,Group,None,0,Locale_Character:scouting_name,icon_messenger_logo_profile,members,delta,members,signal,,,,,,,,
infinityrail,Group,None,0,Locale_Character:infinityrail_name,icon_messenger_logo_profile,members,brid,members,soline,members,diesel,,,,,,
external,Group,None,0,Locale_Character:external_name,icon_messenger_logo_profile,members,guillotine,members,maiden,,,,,,,,
electricshock,Group,None,0,Locale_Character:electricshock_name,icon_messenger_logo_profile,members,elegg,members,trony,,,,,,,,
matis,Group,None,0,Locale_Character:matis_name,icon_messenger_logo_profile,members,drake,members,maxwell,members,laplace,,,,,,
cafesweety,Group,None,0,Locale_Character:cafesweety_name,icon_messenger_logo_profile,members,sugar,members,milk,members,frima,,,,,,
triangle,Group,None,0,Locale_Character:triangle_name,icon_messenger_logo_profile,members,privaty,members,yulha,members,admi,,,,,,
talentum,Group,None,0,Locale_Character:talentum_name,icon_messenger_logo_profile,members,rupee,members,yan,members,dolla,,,,,,
littlecannon,Group,None,0,Locale_Character:littlecannon_name,icon_messenger_logo_profile,members,belorta,members,mica,,,,,,,,
protocol,Group,None,0,Locale_Character:protocol_name,icon_messenger_logo_profile,members,exia,members,novel,,,,,,,,
unlimited,Group,None,0,Locale_Character:unlimited_name,icon_messenger_logo_profile,members,ludmilla,members,alice,,,,,,,,
acpu,Group,None,0,Locale_Character:acpu_name,icon_messenger_logo_profile,members,poli,members,miranda,members,quiry,,,,,,
mightytools,Group,None,0,Locale_Character:mightytools_name,icon_messenger_logo_profile,members,centi,members,liter,,,,,,,,
seraphim,Group,None,0,Locale_Character:seraphim_name,icon_messenger_logo_profile,members,mary,members,pepper,,,,,,,,
wardress,Group,None,0,Locale_Character:wardress_name,icon_messenger_logo_profile,members,yuni,members,mihara,,,,,,,,
exotic,Group,None,0,Locale_Character:exotic_name,icon_messenger_logo_profile,members,crow,members,jackal,members,viper,,,,,,
lifetonic,Group,None,0,Locale_Character:lifetonic_name,icon_messenger_logo_profile,members,rumani,members,epinel,members,folkwang,,,,,,
pioneer,Group,None,0,Locale_Character:pioneer_name,icon_messenger_logo_profile,members,snowwhite,members,rapunzel,members,hongryeon,,,,,,
inherit,Group,None,0,Locale_Character:inherit_name,icon_messenger_logo_profile,members,harran,members,isabel,members,noah,,,,,,
mmr,Group,None,0,Locale_Character:mmr_name,icon_messenger_logo_profile,members,ether,members,mana,,,,,,,,
primadonna,Group,None,0,Locale_Character:primadonna_name,icon_messenger_logo_profile,members,noise,members,volume,members,aria,,,,,,
realkindness,Group,None,0,Locale_Character:realkindness_name,icon_messenger_logo_profile,members,sin,members,guilty,members,quency,,,,,,
maidforyou,Group,None,0,Locale_Character:maidforyou_name,icon_messenger_logo_profile,members,soda,members,ade,members,cocoa,,,,,,
schoolcircle,Group,None,0,Locale_Character:schoolcircle_name,icon_messenger_logo_profile,members,zwei,members,rei,members,ein,,,,,,
777,Group,None,0,Locale_Character:777_name,icon_messenger_logo_profile,members,blanc,members,noir,,,,,,,,
underworldqueen,Group,None,0,Locale_Character:underworldqueen_name,icon_messenger_logo_profile,members,rosanna,members,sakura,members,moran,,,,,,
happyzoo,Group,None,0,Locale_Character:happyzoo_name,icon_messenger_logo_profile,members,biscuit,members,nero,members,leona,,,,,,
aegis,Group,None,0,Locale_Character:aegis_name,icon_messenger_logo_profile,members,helm,members,mast,members,anchor,,,,,,
dazzlingpearl,Group,None,0,Locale_Character:dazzlingpearl_name,icon_messenger_logo_profile,members,naga,members,tia,,,,,,,,
rewind,Group,None,0,Locale_Character:rewind_name,icon_messenger_logo_profile,members,bay,members,clay,,,,,,,,
oldtales,Group,None,0,Locale_Character:oldtales_name,icon_messenger_logo_profile,members,cinderella,members,grave,,,,,,,,
botanikgarden,Group,None,0,Locale_Character:botanicgarden_name,icon_messenger_logo_profile,members,flora,members,trina,,,,,,,,
cookingoil,Group,None,0,Locale_Character:cookingoil_name,icon_messenger_logo_profile,members,bready,members,crust,,,,,,,,
bestseller,Group,None,0,Locale_Character:bestseller_name,icon_messenger_logo_profile,members,arcana,members,phantom,,,,,,,,
siegeperilous,Group,None,0,Locale_Character:siegeperilous_name,icon_messenger_logo_profile,members,d,members,k,,,,,,,,
bunnyx777,Group,None,0,Locale_Character:g_npc_06_name,icon_messenger_logo_profile,members,blanc,members,noir,,,,,,,,
queensorder,Group,None,0,Locale_Character:g_npc_07_name,icon_messenger_logo_profile,members,sakura_n,members,rosanna,,,,,,,,
2023_summer,Group,None,0,Locale_Character:g_npc_08_name,icon_messenger_logo_profile,members,rapi_s,members,anis,members,neon_s,,,,,,
xxx,Group,None,0,Locale_Character:g_npc_09_name,icon_messenger_logo_profile,members,mary_s,,,,,,,,,,
nyanyaparadise,Group,None,0,Locale_Character:g_npc_10_name,icon_messenger_logo_profile,members,biscuit,members,nero,members,leona,,,,,,
ex_all,Group,None,0,Locale_Character:g_npc_11_name,icon_messenger_logo_profile,members,rapi,,,,,,,,,,
goldenship,Group,None,0,Locale_Character:g_npc_12_name,icon_messenger_logo_profile,members,mast,,,,,,,,,,
blueezs,Group,None,0,Locale_Character:npc_326_name,icon_messenger_logo_profile,members,blueezs,,,,,,,,,,
dazzlingcupid,Group,None,0,Locale_Character:g_npc_13_name,icon_messenger_logo_profile,members,naga,members,tia,,,,,,,,
cupidnaga,Group,None,0,Locale_Character:g_npc_14_name,icon_messenger_logo_profile,members,naga,,,,,,,,,,
cupidtia,Group,None,0,Locale_Character:g_npc_15_name,icon_messenger_logo_profile,members,tia,,,,,,,,,,
schooloflock,Group,None,0,Locale_Character:g_npc_16_name,icon_messenger_logo_profile,members,zwei,members,rei,members,ein,,,,,,
freezeacpu,Group,None,0,Locale_Character:g_npc_17_name,icon_messenger_logo_profile,members,poli,members,miranda,members,quiry,,,,,,
alonesurviver,Group,None,0,Locale_Character:g_npc_18_name,icon_messenger_logo_profile,members,ludmilla,members,alice,members,neve,members,tove,,,,
survivor,Group,None,0,Locale_Character:npc_361_name,icon_messenger_logo_profile,members,survivor,,,,,,,,,,
lionheart,Group,None,0,Locale_Character:g_npc_19_name,icon_messenger_logo_profile,members,guillotine,,,,,,,,,,
dirtybackyard_01,Group,None,0,Locale_Character:g_npc_20_name,icon_messenger_logo_profile,members,moran,members,sugar,,,,,,,,
dirtybackyard_02,Group,None,0,Locale_Character:g_npc_21_name,icon_messenger_logo_profile,members,moran,,,,,,,,,,
perfectmaid,Group,None,0,Locale_Character:g_npc_22_name,icon_messenger_logo_profile,members,privaty_m,members,cocoa,members,soda,members,drake_m,,,,
boomsday_01,Group,None,0,Locale_Character:npc_399_name,icon_messenger_logo_profile,members,boomguy,,,,,,,,,,
boomsday_02,Group,None,0,Locale_Character:g_npc_23_name,icon_messenger_logo_profile,members,elegg,members,exia,members,trony,,,,,,
killthelord,Group,None,0,Locale_Character:g_npc_24_name,icon_messenger_logo_profile,members,rosanna,members,d,,,,,,,,
rose,Group,None,0,Locale_Character:npc_417_name,mi_c280_01_s,members,rosanna,,,,,,,,,,
onemoretime,Group,None,0,Locale_Character:g_npc_25_name,icon_messenger_logo_profile,members,bay,members,poli_c,members,clay,,,,,,
darkhero,Group,None,0,Locale_Character:g_npc_26_name,icon_messenger_logo_profile,members,exia,members,elegg,members,trony,members,maiden,,,,
blackrose_s,Group,None,0,Locale_Character:npc_115_name,icon_messenger_logo_profile,members,blackrose,,,,,,,,,,
claymore,Group,None,0,Locale_Character:g_npc_27_name,icon_messenger_logo_profile,members,clay,members,milk,,,,,,,,
juveniledays,Group,None,0,Locale_Character:g_npc_28_name,icon_messenger_logo_profile,members,ein,,,,,,,,,,
colorless_01,Group,None,0,Locale_Character:g_npc_29_name,icon_messenger_logo_profile,members,privaty,members,rapi,,,,,,,,
colorless_02,Group,None,0,Locale_Character:g_npc_30_name,icon_messenger_logo_profile,members,noname_1,,,,,,,,,,
colorless_03,Group,None,0,Locale_Character:g_npc_31_name,icon_messenger_logo_profile,members,marciana,members,privaty,,,,,,,,
jinxplayer,Group,None,0,Locale_Character:g_npc_33_name,icon_messenger_logo_profile,members,rouge,,,,,,,,,,
phantomthiefvsdetective,Group,None,0,Locale_Character:g_npc_32_name,icon_messenger_logo_profile,members,phantom,,,,,,,,,,
lifeagain,Group,None,0,Locale_Character:g_npc_34_name,icon_messenger_logo_profile,members,rumani,,,,,,,,,,
secretgarden,Group,None,0,Locale_Character:g_npc_35_name,icon_messenger_logo_profile,members,flora,,,,,,,,,,
romanticvalentine,Group,None,0,Locale_Character:g_npc_36_name,icon_messenger_logo_profile,members,mast_m,members,anchor_m,,,,,,,,
newflavor,Group,None,0,Locale_Character:g_npc_37_name,icon_messenger_logo_profile,members,rapi,members,bready,members,crust,,,,,,
trueflavor,Group,None,0,Locale_Character:g_npc_38_name,icon_messenger_logo_profile,members,bready,members,crust,members,tia_c,members,ade_c,,,,
arcanearchive,Group,None,0,Locale_Character:g_npc_39_name,icon_messenger_logo_profile,members,phantom,members,arcana,,,,,,,,
lordforjustice,Group,None,0,Locale_Character:g_npc_40_name,icon_messenger_logo_profile,members,k,members,moran,members,arcana,,,,,,
killthelord_s,None,None,0,Locale_Character:g_npc_24_name,icon_messenger_logo_profile,members,rosanna_m,members,d_k,,,,,,,,
rapi_s,None,None,0,Locale_Character:10_name,mi_c010_00_s,members,rapi,,,,,,,,,,
neon_s,None,None,0,Locale_Character:11_name,mi_c011_00_s,members,neon,,,,,,,,,,
anis_s,None,None,0,Locale_Character:12_name,mi_c012_00_s,members,anis,,,,,,,,,,
delta_s,None,None,0,Locale_Character:20_name,mi_c020_00_s,members,delta,,,,,,,,,,
signal_s,None,None,0,Locale_Character:22_name,mi_c022_00_s,members,signal,,,,,,,,,,
poli_s,None,None,0,Locale_Character:30_name,mi_c030_00_s,members,poli,,,,,,,,,,
miranda_s,None,None,0,Locale_Character:32_name,mi_c032_00_s,members,miranda,,,,,,,,,,
belorta_s,None,None,0,Locale_Character:60_name,mi_c060_00_s,members,belorta,,,,,,,,,,
mica_s,None,None,0,Locale_Character:61_name,mi_c061_00_s,members,mica,,,,,,,,,,
brid_s,None,None,0,Locale_Character:70_name,mi_c070_00_s,members,brid,,,,,,,,,,
soline_s,None,None,0,Locale_Character:71_name,mi_c071_00_s,members,soline,,,,,,,,,,
diesel_s,None,None,0,Locale_Character:72_name,mi_c072_00_s,members,diesel,,,,,,,,,,
centi_s,None,None,0,Locale_Character:80_name,mi_c080_00_s,members,centi,,,,,,,,,,
liter_s,None,None,0,Locale_Character:82_name,mi_c082_00_s,members,liter,,,,,,,,,,
emma_s,None,None,0,Locale_Character:90_name,mi_c090_00_s,members,emma,,,,,,,,,,
vesti_s,None,None,0,Locale_Character:91_name,mi_c091_00_s,members,vesti,,,,,,,,,,
eunhwa_s,None,None,0,Locale_Character:92_name,mi_c092_00_s,members,eunhwa,,,,,,,,,,
drake_s,None,None,0,Locale_Character:101_name,mi_c101_00_s,members,drake,,,,,,,,,,
maxwell_s,None,None,0,Locale_Character:102_name,mi_c102_00_s,members,maxwell,,,,,,,,,,
crow_s,None,None,0,Locale_Character:110_name,mi_c110_00_s,members,crow,,,,,,,,,,
n102_s,None,None,0,Locale_Character:120_name,mi_c120_00_s,members,n102,,,,,,,,,,
mary_s,None,None,0,Locale_Character:130_name,mi_c130_00_s,members,mary,,,,,,,,,,
pepper_s,None,None,0,Locale_Character:131_name,mi_c131_00_s,members,pepper,,,,,,,,,,
sugar_s,None,None,0,Locale_Character:140_name,mi_c140_00_s,members,sugar,,,,,,,,,,
milk_s,None,None,0,Locale_Character:141_name,mi_c141_00_s,members,milk,,,,,,,,,,
frima_s,None,None,0,Locale_Character:142_name,mi_c142_00_s,members,frima,,,,,,,,,,
julia_s,None,None,0,Locale_Character:150_name,mi_c150_00_s,members,julia,,,,,,,,,,
yuni_s,None,None,0,Locale_Character:160_name,mi_c160_00_s,members,yuni,,,,,,,,,,
mihara_s,None,None,0,Locale_Character:161_name,mi_c161_00_s,members,mihara,,,,,,,,,,
privaty_s,None,None,0,Locale_Character:170_name,mi_c170_00_s,members,privaty,,,,,,,,,,
yulha_s,None,None,0,Locale_Character:171_name,mi_c171_00_s,members,yulha,,,,,,,,,,
admi_s,None,None,0,Locale_Character:172_name,mi_c172_00_s,members,admi,,,,,,,,,,
guillotine_s,None,None,0,Locale_Character:180_name,mi_c180_00_s,members,guillotine,,,,,,,,,,
maiden_s,None,None,0,Locale_Character:181_name,mi_c181_00_s,members,maiden,,,,,,,,,,
ludmilla_s,None,None,0,Locale_Character:190_name,mi_c190_00_s,members,ludmilla,,,,,,,,,,
alice_s,None,None,0,Locale_Character:191_name,mi_c191_00_s,members,alice,,,,,,,,,,
neve_s,None,None,0,Locale_Character:193_name,mi_c193_00_s,members,neve,,,,,,,,,,
rupee_s,None,None,0,Locale_Character:200_name,mi_c200_00_s,members,rupee,,,,,,,,,,
yan_s,None,None,0,Locale_Character:201_name,mi_c201_00_s,members,yan,,,,,,,,,,
dolla_s,None,None,0,Locale_Character:202_name,mi_c202_00_s,members,dolla,,,,,,,,,,
exia_s,None,None,0,Locale_Character:210_name,mi_c210_00_s,members,exia,,,,,,,,,,
novel_s,None,None,0,Locale_Character:212_name,mi_c212_00_s,members,novel,,,,,,,,,,
epinel_s,None,None,0,Locale_Character:241_name,mi_c241_00_s,members,epinel,,,,,,,,,,
folkwang_s,None,None,0,Locale_Character:242_name,mi_c242_00_s,members,folkwang,,,,,,,,,,
snowwhite_s,None,None,0,Locale_Character:220_name,mi_c220_00_s,members,snowwhite,,,,,,,,,,
rapunzel_s,None,None,0,Locale_Character:221_name,mi_c221_00_s,members,rapunzel,,,,,,,,,,
hongryeon_s,None,None,0,Locale_Character:222_name,mi_c222_00_s,members,hongryeon,,,,,,,,,,
harran_s,None,None,0,Locale_Character:230_name,mi_c230_00_s,members,harran,,,,,,,,,,
isabel_s,None,None,0,Locale_Character:231_name,mi_c231_00_s,members,isabel,,,,,,,,,,
noah_s,None,None,0,Locale_Character:232_name,mi_c232_00_s,members,noah,,,,,,,,,,
modernia_s,None,None,0,Locale_Character:13_name,mi_c260_00_s,members,marian,,,,,,,,,,
ether_s,None,None,0,Locale_Character:291_name,mi_c291_00_s,members,ether,,,,,,,,,,
laplace_s,None,None,0,Locale_Character:100_name,mi_c100_00_s,members,laplace,,,,,,,,,,
blanc_s,None,None,0,Locale_Character:270_name,mi_c270_00_s,members,blanc,,,,,,,,,,
noir_s,None,None,0,Locale_Character:271_name,mi_c271_00_s,members,noir,,,,,,,,,,
rouge_s,None,None,0,Locale_Character:272_name,mi_c272_00_s,members,rouge,,,,,,,,,,
rosanna_s,None,None,0,Locale_Character:280_name,mi_c280_00_s,members,rosanna,,,,,,,,,,
moran_s,None,None,0,Locale_Character:281_name,mi_c281_00_s,members,moran,,,,,,,,,,
sakura_s,None,None,0,Locale_Character:282_name,mi_c282_00_s,members,sakura,,,,,,,,,,
mana_s,None,None,0,Locale_Character:290_name,mi_c290_00_s,members,mana,,,,,,,,,,
rumani_s,None,None,0,Locale_Character:240_name,mi_c240_00_s,members,rumani,,,,,,,,,,
jackal_s,None,None,0,Locale_Character:111_name,mi_c111_00_s,members,jackal,,,,,,,,,,
viper_s,None,None,0,Locale_Character:112_name,mi_c112_00_s,members,viper,,,,,,,,,,
