id,level_group,level_min,level_max,summon_currency_reward,increase_attack,increase_hp,bubble_count
11106,111,6,6,10,51111,51111,4
11107,111,7,7,10,63334,64074,4
11108,111,8,8,10,76666,76667,4
11109,111,9,9,10,90000,89630,4
11110,111,10,10,10,103334,103703,4
11111,111,11,11,10,117777,117037,5
11112,111,12,12,10,131112,131482,5
11113,111,13,13,10,145555,145555,5
11114,111,14,14,10,160000,160371,5
11115,111,15,15,10,175556,174815,5
11116,111,16,16,10,188889,189629,5
11117,111,17,17,10,204444,204445,5
11118,111,18,18,10,220000,220000,5
11119,111,19,19,10,235556,235185,5
11120,111,20,20,10,250000,250370,5
11121,111,21,21,10,266666,266296,6
11122,111,22,22,10,281111,281482,6
11123,111,23,23,10,297778,297407,6
11124,111,24,24,10,313333,313704,6
11125,111,25,25,10,330000,329259,6
11126,111,26,26,10,345556,345556,6
11127,111,27,27,10,361111,361852,6
11128,111,28,28,10,378889,378148,6
11129,111,29,29,10,393333,394074,6
11130,111,30,30,10,411111,410741,6
11131,111,31,31,10,427778,427777,6
11132,111,32,32,10,444445,444074,6
11133,111,33,33,10,460000,460741,6
11134,111,34,34,10,477777,477778,6
11135,111,35,35,10,494445,493704,6
11136,111,36,36,10,511111,511481,6
11137,111,37,37,10,528889,528519,6
11138,111,38,38,10,544444,544815,6
11139,111,39,39,10,563334,562962,6
11140,111,40,40,10,578889,578889,6
11141,111,41,41,10,596666,597037,6
11142,111,42,42,10,614445,614074,6
11143,111,43,43,10,631111,631112,6
11144,111,44,44,10,648889,649259,6
11145,111,45,45,10,666666,666296,6
11146,111,46,46,10,683334,684074,6
11147,111,47,47,10,701111,700741,6
11148,111,48,48,10,718889,719259,6
11149,111,49,49,10,736666,736667,6
11150,111,50,50,10,754445,754444,6
11151,111,51,-1,10,754445,754444,6
12101,121,1,1,10,0,0,4
12102,121,2,2,10,8333,10555,4
12103,121,3,3,10,15000,18889,4
12104,121,4,4,10,23333,30000,4
12105,121,5,5,10,33334,41111,4
12106,121,6,6,10,43333,53889,4
12107,121,7,7,10,53333,67222,4
12108,121,8,8,10,63334,80556,4
12109,121,9,9,10,76666,94444,4
12110,121,10,10,10,86667,108334,4
12111,121,11,11,10,98333,123333,5
12112,121,12,12,10,110000,137778,5
12113,121,13,13,10,123334,152777,5
12114,121,14,14,10,133333,168334,5
12115,121,15,15,10,146667,183333,5
12116,121,16,16,10,160000,199445,5
12117,121,17,17,10,171666,215000,5
12118,121,18,18,10,185000,230555,5
12119,121,19,19,10,196667,246667,5
12120,121,20,20,10,211667,263333,5
12121,121,21,21,10,223333,279445,6
12122,121,22,22,10,236667,295555,6
12123,121,23,23,10,250000,312778,6
12124,121,24,24,10,263333,328889,6
12125,121,25,25,10,276667,345555,6
12126,121,26,26,10,290000,363334,6
12127,121,27,27,10,303333,379444,6
12128,121,28,28,10,318333,397222,6
12129,121,29,29,10,330000,413889,6
12130,121,30,30,10,346667,431667,6
12131,121,31,31,10,358333,448889,6
12132,121,32,32,10,373334,466111,6
12133,121,33,33,10,386666,483889,6
12134,121,34,34,10,401667,501666,6
12135,121,35,35,10,415000,518334,6
12136,121,36,36,10,428333,536666,6
12137,121,37,37,10,445000,555556,6
12138,121,38,38,10,456667,571667,6
12139,121,39,39,10,473333,591111,6
12140,121,40,40,10,486667,607777,6
12141,121,41,41,10,501667,627223,6
12142,121,42,42,10,515000,644444,6
12143,121,43,43,10,531666,663333,6
12144,121,44,44,10,545000,681112,6
12145,121,45,45,10,558334,700000,6
12146,121,46,46,10,575000,718333,6
12147,121,47,47,10,588333,735555,6
12148,121,48,48,10,605000,755000,6
12149,121,49,49,10,618333,773889,6
12150,121,50,50,10,633334,792223,6
12151,121,51,-1,10,633334,792223,6
13101,131,1,1,10,0,0,4
13102,131,2,2,10,8333,10555,4
13103,131,3,3,10,15000,18889,4
13104,131,4,4,10,23333,30000,4
13105,131,5,5,10,33334,41111,4
13106,131,6,6,10,43333,53889,4
13107,131,7,7,10,53333,67222,4
13108,131,8,8,10,63334,80556,4
13109,131,9,9,10,76666,94444,4
13110,131,10,10,10,86667,108334,4
13111,131,11,11,10,98333,123333,5
13112,131,12,12,10,110000,137778,5
13113,131,13,13,10,123334,152777,5
13114,131,14,14,10,133333,168334,5
13115,131,15,15,10,146667,183333,5
13116,131,16,16,10,160000,199445,5
13117,131,17,17,10,171666,215000,5
13118,131,18,18,10,185000,230555,5
13119,131,19,19,10,196667,246667,5
13120,131,20,20,10,211667,263333,5
13121,131,21,21,10,223333,279445,6
13122,131,22,22,10,236667,295555,6
13123,131,23,23,10,250000,312778,6
13124,131,24,24,10,263333,328889,6
13125,131,25,25,10,276667,345555,6
13126,131,26,26,10,290000,363334,6
13127,131,27,27,10,303333,379444,6
13128,131,28,28,10,318333,397222,6
13129,131,29,29,10,330000,413889,6
13130,131,30,30,10,346667,431667,6
13131,131,31,31,10,358333,448889,6
13132,131,32,32,10,373334,466111,6
13133,131,33,33,10,386666,483889,6
13134,131,34,34,10,401667,501666,6
13135,131,35,35,10,415000,518334,6
13136,131,36,36,10,428333,536666,6
13137,131,37,37,10,445000,555556,6
13138,131,38,38,10,456667,571667,6
13139,131,39,39,10,473333,591111,6
13140,131,40,40,10,486667,607777,6
13141,131,41,41,10,501667,627223,6
13142,131,42,42,10,515000,644444,6
13143,131,43,43,10,531666,663333,6
13144,131,44,44,10,545000,681112,6
13145,131,45,45,10,558334,700000,6
13146,131,46,46,10,575000,718333,6
13147,131,47,47,10,588333,735555,6
13148,131,48,48,10,605000,755000,6
13149,131,49,49,10,618333,773889,6
13150,131,50,50,10,633334,792223,6
13151,131,51,-1,10,633334,792223,6
21101,211,1,1,15,0,0,2
21102,211,2,2,15,10000,10000,2
21103,211,3,3,15,18333,18135,2
21104,211,4,4,15,28333,28475,2
21105,211,5,5,15,39445,39661,2
21106,211,6,6,15,51111,51695,2
21107,211,7,7,15,63889,64237,2
21108,211,8,8,15,76666,77119,2
21109,211,9,9,15,90000,90678,2
21110,211,10,10,15,103334,104067,2
21111,211,11,11,15,16111,16102,3
21112,211,12,12,15,109444,110169,3
21113,211,13,13,15,121111,122204,3
21114,211,14,14,15,133334,134237,3
21115,211,15,15,15,146111,146780,3
21116,211,16,16,15,157778,158983,3
21117,211,17,17,15,170555,171695,3
21118,211,18,18,15,183333,184576,3
21119,211,19,19,15,195556,197119,3
21120,211,20,20,15,208889,210169,3
21121,211,21,21,15,6666,6441,4
21122,211,22,22,15,211112,212712,4
21123,211,23,23,15,222777,224576,4
21124,211,24,24,15,235556,236780,4
21125,211,25,25,15,246667,248644,4
21126,211,26,26,15,259444,261017,4
21127,211,27,27,15,271111,273051,4
21128,211,28,28,15,283889,285593,4
21129,211,29,29,15,295556,297627,4
21130,211,30,30,15,307777,310169,4
21131,211,31,31,15,321112,322882,4
21132,211,32,32,15,332777,335423,4
21133,211,33,33,15,345556,347628,4
21134,211,34,34,15,358333,360847,4
21135,211,35,35,15,370556,372881,4
21136,211,36,36,15,383333,386102,4
21137,211,37,37,15,396667,399322,4
21138,211,38,38,15,408333,411356,4
21139,211,39,39,15,422222,425085,4
21140,211,40,40,15,434445,436949,4
21141,211,41,41,15,447778,451017,4
21142,211,42,42,15,460555,463559,4
21143,211,43,43,15,473333,476610,4
21144,211,44,44,15,486667,490000,4
21145,211,45,45,15,500000,503390,4
21146,211,46,46,15,512778,516441,4
21147,211,47,47,15,525555,528983,4
21148,211,48,48,15,539445,543051,4
21149,211,49,49,15,552778,556440,4
21150,211,50,50,15,565555,569661,4
21151,211,51,-1,15,565555,569661,4
22101,221,1,1,15,0,0,2
22102,221,2,2,15,9090,10000,2
22103,221,3,3,15,16364,18292,2
22104,221,4,4,15,25455,28781,2
22105,221,5,5,15,36363,40000,2
22106,221,6,6,15,47273,51951,2
22107,221,7,7,15,58182,64878,2
22108,221,8,8,15,70000,77561,2
22109,221,9,9,15,82727,91219,2
22110,221,10,10,15,94546,104878,2
22111,221,11,11,15,14545,16342,3
22112,221,12,12,15,100909,110976,3
22113,221,13,13,15,110909,122926,3
22114,221,14,14,15,121818,135366,3
22115,221,15,15,15,133637,147805,3
22116,221,16,16,15,145454,160244,3
22117,221,17,17,15,156364,172927,3
22118,221,18,18,15,167273,185854,3
22119,221,19,19,15,180000,198780,3
22120,221,20,20,15,190909,211707,3
22121,221,21,21,15,5454,6342,4
22122,221,22,22,15,193637,214146,4
22123,221,23,23,15,204545,226342,4
22124,221,24,24,15,215455,238536,4
22125,221,25,25,15,226363,250244,4
22126,221,26,26,15,238182,263171,4
22127,221,27,27,15,248182,274878,4
22128,221,28,28,15,260000,287805,4
22129,221,29,29,15,270909,299756,4
22130,221,30,30,15,282727,312439,4
22131,221,31,31,15,293637,325122,4
22132,221,32,32,15,305454,338049,4
22133,221,33,33,15,316364,350243,4
22134,221,34,34,15,328182,363415,4
22135,221,35,35,15,339091,375610,4
22136,221,36,36,15,351818,389024,4
22137,221,37,37,15,363636,402195,4
22138,221,38,38,15,373636,414147,4
22139,221,39,39,15,387273,428292,4
22140,221,40,40,15,398182,440244,4
22141,221,41,41,15,410000,454147,4
22142,221,42,42,15,421818,467073,4
22143,221,43,43,15,434546,480244,4
22144,221,44,44,15,445454,493414,4
22145,221,45,45,15,458182,507074,4
22146,221,46,46,15,470000,520243,4
22147,221,47,47,15,481818,532927,4
22148,221,48,48,15,494546,547073,4
22149,221,49,49,15,506363,560488,4
22150,221,50,50,15,518182,573659,4
22151,221,51,-1,15,518182,573659,4
23101,231,1,1,15,0,0,2
23102,231,2,2,15,9090,10000,2
23103,231,3,3,15,16364,18292,2
23104,231,4,4,15,25455,28781,2
23105,231,5,5,15,36363,40000,2
23106,231,6,6,15,47273,51951,2
23107,231,7,7,15,58182,64878,2
23108,231,8,8,15,70000,77561,2
23109,231,9,9,15,82727,91219,2
23110,231,10,10,15,94546,104878,2
23111,231,11,11,15,14545,16342,3
23112,231,12,12,15,100909,110976,3
23113,231,13,13,15,110909,122926,3
23114,231,14,14,15,121818,135366,3
23115,231,15,15,15,133637,147805,3
23116,231,16,16,15,145454,160244,3
23117,231,17,17,15,156364,172927,3
23118,231,18,18,15,167273,185854,3
23119,231,19,19,15,180000,198780,3
23120,231,20,20,15,190909,211707,3
23121,231,21,21,15,5454,6342,4
23122,231,22,22,15,193637,214146,4
23123,231,23,23,15,204545,226342,4
23124,231,24,24,15,215455,238536,4
23125,231,25,25,15,226363,250244,4
23126,231,26,26,15,238182,263171,4
23127,231,27,27,15,248182,274878,4
23128,231,28,28,15,260000,287805,4
23129,231,29,29,15,270909,299756,4
23130,231,30,30,15,282727,312439,4
23131,231,31,31,15,293637,325122,4
23132,231,32,32,15,305454,338049,4
23133,231,33,33,15,316364,350243,4
23134,231,34,34,15,328182,363415,4
23135,231,35,35,15,339091,375610,4
23136,231,36,36,15,351818,389024,4
23137,231,37,37,15,363636,402195,4
23138,231,38,38,15,373636,414147,4
23139,231,39,39,15,387273,428292,4
23140,231,40,40,15,398182,440244,4
23141,231,41,41,15,410000,454147,4
23142,231,42,42,15,421818,467073,4
23143,231,43,43,15,434546,480244,4
23144,231,44,44,15,445454,493414,4
23145,231,45,45,15,458182,507074,4
23146,231,46,46,15,470000,520243,4
23147,231,47,47,15,481818,532927,4
23148,231,48,48,15,494546,547073,4
23149,231,49,49,15,506363,560488,4
23150,231,50,50,15,518182,573659,4
23151,231,51,-1,15,518182,573659,4
31101,311,1,1,20,0,0,1
31102,311,2,2,20,10000,9861,1
31103,311,3,3,20,17727,18125,1
31104,311,4,4,20,27727,28194,1
31105,311,5,5,20,38636,39445,1
31106,311,6,6,20,50455,51319,1
31107,311,7,7,20,62273,63819,1
31108,311,8,8,20,75454,76667,1
31109,311,9,9,20,88182,89931,1
31110,311,10,10,20,101818,103472,1
31111,311,11,11,20,264091,269305,1
31112,311,12,12,20,161364,164167,1
31113,311,13,13,20,178636,182014,1
31114,311,14,14,20,196818,200139,1
31115,311,15,15,20,214546,218542,1
31116,311,16,16,20,232727,237013,1
31117,311,17,17,20,250909,255834,1
31118,311,18,18,20,270000,274861,1
31119,311,19,19,20,288637,293819,1
31120,311,20,20,20,307272,313195,1
31121,311,21,21,20,961364,979166,1
31122,311,22,22,20,415000,422639,1
31123,311,23,23,20,437727,446111,1
31124,311,24,24,20,462273,470417,1
31125,311,25,25,20,484545,493750,1
31126,311,26,26,20,509091,518611,1
31127,311,27,27,20,532728,542431,1
31128,311,28,28,20,557272,567430,1
31129,311,29,29,20,580455,591181,1
31130,311,30,30,20,605000,616250,1
31131,311,31,31,20,629545,641250,1
31132,311,32,32,20,654091,666458,1
31133,311,33,33,20,678182,690695,1
31134,311,34,34,20,703636,716666,1
31135,311,35,35,20,727273,740834,1
31136,311,36,36,20,753182,766944,1
31137,311,37,37,20,778636,793125,1
31138,311,38,38,20,802273,817083,1
31139,311,39,39,20,829091,844514,1
31140,311,40,40,20,852727,868264,1
31141,311,41,41,20,879546,895764,1
31142,311,42,42,20,903636,920764,1
31143,311,43,43,20,930000,947083,1
31144,311,44,44,20,955909,973403,1
31145,311,45,45,20,981364,999722,1
31146,311,46,46,20,1007727,1026181,1
31147,311,47,47,20,1031364,1050764,1
31148,311,48,48,20,1059545,1078889,1
31149,311,49,49,20,1085000,1105277,1
31150,311,50,50,20,1110909,1131598,1
31151,311,51,-1,20,1110909,1131598,1
32101,321,1,1,20,0,0,1
32102,321,2,2,20,9285,10000,1
32103,321,3,3,20,16429,18200,1
32104,321,4,4,20,27143,28500,1
32105,321,5,5,20,36428,39700,1
32106,321,6,6,20,48572,51800,1
32107,321,7,7,20,60000,64300,1
32108,321,8,8,20,72143,77300,1
32109,321,9,9,20,84285,90600,1
32110,321,10,10,20,97143,104300,1
32111,321,11,11,20,252857,271500,1
32112,321,12,12,20,154286,165500,1
32113,321,13,13,20,170714,183400,1
32114,321,14,14,20,187857,201800,1
32115,321,15,15,20,205715,220300,1
32116,321,16,16,20,222143,238900,1
32117,321,17,17,20,240714,257900,1
32118,321,18,18,20,257857,277000,1
32119,321,19,19,20,275714,296200,1
32120,321,20,20,20,294286,315700,1
32121,321,21,21,20,919286,987000,1
32122,321,22,22,20,397142,426000,1
32123,321,23,23,20,419286,449700,1
32124,321,24,24,20,441429,474200,1
32125,321,25,25,20,463571,497700,1
32126,321,26,26,20,487143,522700,1
32127,321,27,27,20,509286,546800,1
32128,321,28,28,20,532857,572000,1
32129,321,29,29,20,555714,595900,1
32130,321,30,30,20,578572,621200,1
32131,321,31,31,20,602142,646400,1
32132,321,32,32,20,625715,671700,1
32133,321,33,33,20,648571,696200,1
32134,321,34,34,20,673572,722500,1
32135,321,35,35,20,695714,746800,1
32136,321,36,36,20,720000,773000,1
32137,321,37,37,20,745000,799500,1
32138,321,38,38,20,767143,823599,1
32139,321,39,39,20,792857,851301,1
32140,321,40,40,20,815714,875200,1
32141,321,41,41,20,841429,902900,1
32142,321,42,42,20,864285,928199,1
32143,321,43,43,20,890000,954601,1
32144,321,44,44,20,913572,981200,1
32145,321,45,45,20,939286,1007700,1
32146,321,46,46,20,963571,1034400,1
32147,321,47,47,20,987143,1059200,1
32148,321,48,48,20,1012857,1087500,1
32149,321,49,49,20,1037857,1114100,1
32150,321,50,50,20,1062857,1140700,1
32151,321,51,-1,20,1062857,1140700,1
33101,331,1,1,20,0,0,1
33102,331,2,2,20,9285,9841,1
33103,331,3,3,20,17143,18095,1
33104,331,4,4,20,26429,28254,1
33105,331,5,5,20,37857,39444,1
33106,331,6,6,20,48571,51350,1
33107,331,7,7,20,60000,63809,1
33108,331,8,8,20,72857,76667,1
33109,331,9,9,20,85000,89920,1
33110,331,10,10,20,98572,103413,1
33111,331,11,11,20,255000,269286,1
33112,331,12,12,20,155000,164206,1
33113,331,13,13,20,172857,181984,1
33114,331,14,14,20,189286,200238,1
33115,331,15,15,20,207143,218493,1
33116,331,16,16,20,225000,236984,1
33117,331,17,17,20,242142,255873,1
33118,331,18,18,20,260000,274841,1
33119,331,19,19,20,278572,293889,1
33120,331,20,20,20,296428,313095,1
33121,331,21,21,20,927858,979206,1
33122,331,22,22,20,400714,422619,1
33123,331,23,23,20,422143,446112,1
33124,331,24,24,20,445714,470396,1
33125,331,25,25,20,467857,493810,1
33126,331,26,26,20,491429,518571,1
33127,331,27,27,20,513571,542461,1
33128,331,28,28,20,537857,567460,1
33129,331,29,29,20,560000,591190,1
33130,331,30,30,20,583572,616191,1
33131,331,31,31,20,607857,641270,1
33132,331,32,32,20,631428,666428,1
33133,331,33,33,20,654286,690715,1
33134,331,34,34,20,679286,716666,1
33135,331,35,35,20,701428,740873,1
33136,331,36,36,20,726429,766905,1
33137,331,37,37,20,751429,793175,1
33138,331,38,38,20,774285,817063,1
33139,331,39,39,20,800000,844445,1
33140,331,40,40,20,822857,868254,1
33141,331,41,41,20,848572,895873,1
33142,331,42,42,20,872143,920714,1
33143,331,43,43,20,897143,947063,1
33144,331,44,44,20,922142,973413,1
33145,331,45,45,20,947143,999762,1
33146,331,46,46,20,972143,1026111,1
33147,331,47,47,20,995714,1050794,1
33148,331,48,48,20,1022143,1078889,1
33149,331,49,49,20,1047143,1105238,1
33150,331,50,50,20,1072143,1131666,1
33151,331,51,-1,20,1072143,1131666,1
41101,411,1,1,0,0,0,1
41102,411,2,2,0,9375,9907,1
41103,411,3,3,0,17500,18074,1
41104,411,4,4,0,27500,28241,1
41105,411,5,5,0,38125,39426,1
41106,411,6,6,0,49375,51352,1
41107,411,7,7,0,61250,63796,1
41108,411,8,8,0,73750,76666,1
41109,411,9,9,0,86875,89926,1
41110,411,10,10,0,100000,103445,1
41111,411,11,11,0,259375,269315,1
41112,411,12,12,0,158750,164166,1
41113,411,13,13,0,175000,182019,1
41114,411,14,14,0,193125,200185,1
41115,411,15,15,0,210625,218519,1
41116,411,16,16,0,228750,237000,1
41117,411,17,17,0,246875,255814,1
41118,411,18,18,0,265000,274852,1
41119,411,19,19,0,283125,293871,1
41120,411,20,20,0,301875,313148,1
41121,411,21,21,0,944375,979166,1
41122,411,22,22,0,407500,422667,1
41123,411,23,23,0,430000,446111,1
41124,411,24,24,0,453750,470389,1
41125,411,25,25,0,476250,493759,1
41126,411,26,26,0,500000,518611,1
41127,411,27,27,0,523125,542463,1
41128,411,28,28,0,547500,567445,1
41129,411,29,29,0,570000,591185,1
41130,411,30,30,0,593750,616185,1
41131,411,31,31,0,618750,641297,1
41132,411,32,32,0,642500,666407,1
41133,411,33,33,0,666250,690704,1
41134,411,34,34,0,690625,716703,1
41135,411,35,35,0,714375,740852,1
41136,411,36,36,0,740000,766945,1
41137,411,37,37,0,764375,793111,1
41138,411,38,38,0,788125,817092,1
41139,411,39,39,0,814375,844482,1
41140,411,40,40,0,837500,868259,1
41141,411,41,41,0,863750,895796,1
41142,411,42,42,0,887500,920760,1
41143,411,43,43,0,913125,947055,1
41144,411,44,44,0,938750,973408,1
41145,411,45,45,0,964375,999759,1
41146,411,46,46,0,989375,1026167,1
41147,411,47,47,0,1013125,1050740,1
41148,411,48,48,0,1040625,1078889,1
41149,411,49,49,0,1065625,1105259,1
41150,411,50,50,0,1091250,1131630,1
41151,411,51,-1,0,1091250,1131630,1
42101,421,1,1,0,0,0,1
42102,421,2,2,0,10000,9894,1
42103,421,3,3,0,17500,18068,1
42104,421,4,4,0,27500,28254,1
42105,421,5,5,0,37500,39418,1
42106,421,6,6,0,50000,51350,1
42107,421,7,7,0,61666,63809,1
42108,421,8,8,0,74167,76667,1
42109,421,9,9,0,87500,89920,1
42110,421,10,10,0,100000,103440,1
42111,421,11,11,0,261667,269312,1
42112,421,12,12,0,159166,164180,1
42113,421,13,13,0,175834,182010,1
42114,421,14,14,0,194166,200185,1
42115,421,15,15,0,211667,218519,1
42116,421,16,16,0,230000,237011,1
42117,421,17,17,0,247500,255820,1
42118,421,18,18,0,266667,274841,1
42119,421,19,19,0,285000,293889,1
42120,421,20,20,0,303333,313121,1
42121,421,21,21,0,949167,979180,1
42122,421,22,22,0,410000,422672,1
42123,421,23,23,0,431666,446111,1
42124,421,24,24,0,456667,470371,1
42125,421,25,25,0,478333,493783,1
42126,421,26,26,0,502500,518598,1
42127,421,27,27,0,525834,542460,1
42128,421,28,28,0,550000,567434,1
42129,421,29,29,0,572500,591190,1
42130,421,30,30,0,597500,616191,1
42131,421,31,31,0,621666,641296,1
42132,421,32,32,0,645834,666402,1
42133,421,33,33,0,669166,690715,1
42134,421,34,34,0,695000,716693,1
42135,421,35,35,0,718334,740873,1
42136,421,36,36,0,743333,766931,1
42137,421,37,37,0,768333,793122,1
42138,421,38,38,0,792500,817090,1
42139,421,39,39,0,818334,844471,1
42140,421,40,40,0,841666,868253,1
42141,421,41,41,0,867500,895821,1
42142,421,42,42,0,892500,920740,1
42143,421,43,43,0,918334,947064,1
42144,421,44,44,0,943333,973386,1
42145,421,45,45,0,969167,999788,1
42146,421,46,46,0,994166,1026138,1
42147,421,47,47,0,1018334,1050767,1
42148,421,48,48,0,1045833,1078863,1
42149,421,49,49,0,1071667,1105264,1
42150,421,50,50,0,1096666,1131640,1
42151,421,51,-1,0,1096666,1131640,1
43101,431,1,1,0,0,0,1
43102,431,2,2,0,10000,9894,1
43103,431,3,3,0,17500,18068,1
43104,431,4,4,0,27500,28254,1
43105,431,5,5,0,37500,39418,1
43106,431,6,6,0,50000,51350,1
43107,431,7,7,0,61666,63809,1
43108,431,8,8,0,74167,76667,1
43109,431,9,9,0,87500,89920,1
43110,431,10,10,0,100000,103440,1
43111,431,11,11,0,261667,269312,1
43112,431,12,12,0,159166,164180,1
43113,431,13,13,0,175834,182010,1
43114,431,14,14,0,194166,200185,1
43115,431,15,15,0,211667,218519,1
43116,431,16,16,0,230000,237011,1
43117,431,17,17,0,247500,255820,1
43118,431,18,18,0,266667,274841,1
43119,431,19,19,0,285000,293889,1
43120,431,20,20,0,303333,313121,1
43121,431,21,21,0,949167,979180,1
43122,431,22,22,0,410000,422672,1
43123,431,23,23,0,431666,446111,1
43124,431,24,24,0,456667,470371,1
43125,431,25,25,0,478333,493783,1
43126,431,26,26,0,502500,518598,1
43127,431,27,27,0,525834,542460,1
43128,431,28,28,0,550000,567434,1
43129,431,29,29,0,572500,591190,1
43130,431,30,30,0,597500,616191,1
43131,431,31,31,0,621666,641296,1
43132,431,32,32,0,645834,666402,1
43133,431,33,33,0,669166,690715,1
43134,431,34,34,0,695000,716693,1
43135,431,35,35,0,718334,740873,1
43136,431,36,36,0,743333,766931,1
43137,431,37,37,0,768333,793122,1
43138,431,38,38,0,792500,817090,1
43139,431,39,39,0,818334,844471,1
43140,431,40,40,0,841666,868253,1
43141,431,41,41,0,867500,895821,1
43142,431,42,42,0,892500,920740,1
43143,431,43,43,0,918334,947064,1
43144,431,44,44,0,943333,973386,1
43145,431,45,45,0,969167,999788,1
43146,431,46,46,0,994166,1026138,1
43147,431,47,47,0,1018334,1050767,1
43148,431,48,48,0,1045833,1078863,1
43149,431,49,49,0,1071667,1105264,1
43150,431,50,50,0,1096666,1131640,1
43151,431,51,-1,0,1096666,1131640,1
