id,user_exp,character_exp,rewards/0/reward_percent,rewards/0/percent_display_type,rewards/0/reward_type,rewards/0/reward_id,rewards/0/reward_value,rewards/1/reward_percent,rewards/1/percent_display_type,rewards/1/reward_type,rewards/1/reward_id,rewards/1/reward_value,rewards/2/reward_percent,rewards/2/percent_display_type,rewards/2/reward_type,rewards/2/reward_id,rewards/2/reward_value,rewards/3/reward_percent,rewards/3/percent_display_type,rewards/3/reward_type,rewards/3/reward_id,rewards/3/reward_value,rewards/4/reward_percent,rewards/4/percent_display_type,rewards/4/reward_type,rewards/4/reward_id,rewards/4/reward_value,rewards/5/reward_percent,rewards/5/percent_display_type,rewards/5/reward_type,rewards/5/reward_id,rewards/5/reward_value,rewards/6/reward_percent,rewards/6/percent_display_type,rewards/6/reward_type,rewards/6/reward_id,rewards/6/reward_value,rewards/7/reward_percent,rewards/7/percent_display_type,rewards/7/reward_type,rewards/7/reward_id,rewards/7/reward_value,rewards/8/reward_percent,rewards/8/percent_display_type,rewards/8/reward_type,rewards/8/reward_id,rewards/8/reward_value
21002,0,0,1000000.0,None,Currency,99.0,200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21003,0,0,1000000.0,None,Currency,99.0,300.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21004,0,0,1000000.0,None,Currency,99.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22001,0,0,1000000.0,None,Currency,99.0,1500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22002,0,0,1000000.0,None,Currency,99.0,1500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22003,0,0,1000000.0,None,Currency,99.0,1600.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22004,0,0,1000000.0,None,Currency,99.0,1700.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22005,0,0,1000000.0,None,Currency,99.0,1800.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22006,0,0,1000000.0,None,Currency,99.0,1900.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22007,0,0,1000000.0,None,Currency,99.0,2000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22008,0,0,1000000.0,None,Currency,99.0,2100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22009,0,0,1000000.0,None,Currency,99.0,2200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22010,0,0,1000000.0,None,Currency,99.0,2300.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22011,0,0,1000000.0,None,Currency,99.0,2400.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22012,0,0,1000000.0,None,Currency,5100.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22013,0,0,1000000.0,None,Currency,5100.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22014,0,0,1000000.0,None,Currency,99.0,300.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22015,0,0,1000000.0,None,Currency,99.0,350.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22016,0,0,1000000.0,None,Currency,99.0,400.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22017,0,0,1000000.0,None,Currency,99.0,450.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22018,0,0,1000000.0,None,Currency,99.0,1000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22019,0,0,1000000.0,None,Currency,99.0,1100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22020,0,0,1000000.0,None,Currency,99.0,1200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22021,0,0,1000000.0,None,Currency,99.0,1300.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22022,0,0,1000000.0,None,Currency,99.0,1400.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22023,0,0,1000000.0,None,Currency,99.0,1500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22024,0,0,1000000.0,None,Currency,99.0,1600.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22025,0,0,1000000.0,None,Currency,99.0,1700.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22026,0,0,1000000.0,None,Currency,99.0,1800.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22027,0,0,1000000.0,None,Currency,99.0,1900.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22028,0,0,1000000.0,None,Currency,99.0,2000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23001,0,0,1000000.0,None,Item,7010001.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23002,0,0,1000000.0,None,Item,7010002.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23003,0,0,1000000.0,None,Currency,2000.0,3000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23004,0,0,1000000.0,None,Currency,99.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23005,0,0,1000000.0,None,Currency,5100.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23006,0,0,1000000.0,None,Currency,99.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23007,0,0,1000000.0,None,Currency,99.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23008,0,0,1000000.0,None,Currency,99.0,150.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23009,0,0,1000000.0,None,Currency,99.0,200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23010,0,0,1000000.0,None,Currency,99.0,250.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23011,0,0,1000000.0,None,Currency,5100.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24001,0,0,1000000.0,None,Item,7010001.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24002,0,0,1000000.0,None,Item,7010002.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24003,0,0,1000000.0,None,Currency,2000.0,20000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24004,0,0,1000000.0,None,Currency,5100.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24005,0,0,1000000.0,None,Currency,99.0,150.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24006,0,0,1000000.0,None,Currency,99.0,300.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24007,0,0,1000000.0,None,Currency,99.0,200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24008,0,0,1000000.0,None,Currency,99.0,300.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24009,0,0,1000000.0,None,Currency,99.0,400.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24010,0,0,1000000.0,None,Currency,99.0,500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24011,0,0,1000000.0,None,Currency,5100.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25001,50,0,1000000.0,None,Item,9110001.0,1.0,1000000.0,None,Item,7010001.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25002,50,0,1000000.0,None,Currency,99.0,10.0,1000000.0,None,Item,7010001.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25003,50,0,1000000.0,None,Item,9140001.0,1.0,1000000.0,None,Item,7010001.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25004,50,0,1000000.0,None,Currency,2000.0,500.0,1000000.0,None,Item,7010001.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25005,50,0,1000000.0,None,Currency,99.0,10.0,1000000.0,None,Item,7010001.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25006,50,0,1000000.0,None,Currency,2000.0,500.0,1000000.0,None,Item,7010001.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25007,50,0,1000000.0,None,Currency,99.0,10.0,1000000.0,None,Item,7010001.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25008,50,0,1000000.0,None,Currency,2000.0,500.0,1000000.0,None,Item,7010001.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25009,50,0,1000000.0,None,Currency,99.0,10.0,1000000.0,None,Item,7010001.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25101,0,0,1000000.0,None,Currency,3000.0,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25102,0,0,1000000.0,None,Item,9110002.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25103,0,0,1000000.0,None,Item,7050001.0,1.0,1000000.0,None,Item,9430001.0,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25104,0,0,1000000.0,None,Item,5330201.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25105,0,0,1000000.0,None,Currency,99.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25106,0,0,1000000.0,None,Currency,3000.0,50.0,1000000.0,None,Item,7091001.0,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25107,0,0,1000000.0,None,Item,9110002.0,1.0,1000000.0,None,Item,7092001.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25108,0,0,1000000.0,None,Item,7050001.0,1.0,1000000.0,None,Item,9430001.0,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25109,0,0,1000000.0,None,Item,5330201.0,5.0,1000000.0,None,Item,7091002.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25110,0,0,1000000.0,None,Currency,99.0,100.0,1000000.0,None,Item,7092002.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25201,0,0,1000000.0,None,Currency,2000.0,1000.0,1000000.0,None,Item,7010001.0,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25202,0,0,1000000.0,None,Currency,2000.0,1000.0,1000000.0,None,Item,7010001.0,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25203,0,0,1000000.0,None,Currency,2000.0,1000.0,1000000.0,None,Item,7010001.0,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25204,0,0,1000000.0,None,Currency,2000.0,1000.0,1000000.0,None,Item,7010001.0,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25205,0,0,1000000.0,None,Currency,2000.0,1000.0,1000000.0,None,Item,7010001.0,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25206,0,0,1000000.0,None,Currency,2000.0,1000.0,1000000.0,None,Item,7010001.0,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25207,0,0,1000000.0,None,Currency,2000.0,1000.0,1000000.0,None,Item,7010001.0,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25301,0,0,1000000.0,None,Item,9110004.0,1.0,1000000.0,None,Item,7050001.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25302,0,0,1000000.0,None,Item,7010001.0,100.0,1000000.0,None,Item,7050002.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25303,0,0,1000000.0,None,Item,5310301.0,10.0,1000000.0,None,Item,9110004.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25304,0,0,1000000.0,None,Currency,5100.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25305,0,0,1000000.0,None,Currency,99.0,300.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25306,0,0,1000000.0,None,Item,9110004.0,1.0,1000000.0,None,Item,7050001.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25307,0,0,1000000.0,None,Item,7010001.0,100.0,1000000.0,None,Item,7050002.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25308,0,0,1000000.0,None,Item,5310301.0,10.0,1000000.0,None,Item,9110004.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25309,0,0,1000000.0,None,Currency,5100.0,1.0,1000000.0,None,Item,7150001.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25310,0,0,1000000.0,None,Currency,99.0,300.0,1000000.0,None,Item,7150002.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26101,0,0,1000000.0,None,Currency,99.0,100.0,1000000.0,None,Currency,2000.0,5000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26102,0,0,1000000.0,None,Currency,99.0,200.0,1000000.0,None,Currency,2000.0,5000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26103,0,0,1000000.0,None,Currency,99.0,400.0,1000000.0,None,Currency,2000.0,5000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26104,0,0,1000000.0,None,Currency,99.0,500.0,1000000.0,None,Currency,2000.0,5000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26105,0,0,1000000.0,None,Currency,99.0,800.0,1000000.0,None,Currency,2000.0,5000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26301,0,0,1000000.0,None,Currency,99.0,200.0,1000000.0,None,Currency,2000.0,10000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26302,0,0,1000000.0,None,Currency,99.0,300.0,1000000.0,None,Currency,2000.0,10000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26303,0,0,1000000.0,None,Currency,99.0,500.0,1000000.0,None,Currency,2000.0,10000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26304,0,0,1000000.0,None,Currency,99.0,600.0,1000000.0,None,Currency,2000.0,10000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26305,0,0,1000000.0,None,Currency,99.0,1000.0,1000000.0,None,Currency,2000.0,10000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27001,0,0,1000000.0,None,Item,9301002.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27002,0,0,1000000.0,None,Item,7010002.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27003,0,0,1000000.0,None,Item,7091001.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27004,0,0,1000000.0,None,Item,7092001.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27005,0,0,1000000.0,None,Currency,5100.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27011,0,0,1000000.0,None,Item,9301002.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27012,0,0,1000000.0,None,Item,7091001.0,20.0,1000000.0,None,Item,7092001.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27013,0,0,1000000.0,None,Item,7091002.0,14.0,1000000.0,None,Item,7092002.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27014,0,0,1000000.0,None,Item,7091003.0,6.0,1000000.0,None,Item,7092003.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27015,0,0,1000000.0,None,Currency,5100.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27021,0,0,1000000.0,None,Item,9301002.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27022,0,0,1000000.0,None,Item,7010002.0,10.0,1000000.0,None,Item,9430001.0,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27023,0,0,1000000.0,None,Item,7091001.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27024,0,0,1000000.0,None,Item,7092001.0,8.0,1000000.0,None,Item,9430001.0,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27025,0,0,1000000.0,None,Currency,5100.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30001,0,0,1000000.0,None,Currency,2000.0,5000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30002,0,0,1000000.0,None,Item,7010001.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30003,0,0,1000000.0,None,Currency,99.0,200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30004,0,0,1000000.0,None,Item,7010001.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30005,0,0,1000000.0,None,Currency,5100.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30006,0,0,1000000.0,None,Currency,99.0,250.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30007,0,0,1000000.0,None,Currency,2000.0,6000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30008,0,0,1000000.0,None,Item,7010001.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30009,0,0,1000000.0,None,Currency,99.0,300.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30010,0,0,1000000.0,None,Item,7010001.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30011,0,0,1000000.0,None,Currency,5100.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30012,0,0,1000000.0,None,Currency,99.0,350.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30013,0,0,1000000.0,None,Currency,2000.0,7000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30014,0,0,1000000.0,None,Item,7010002.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30015,0,0,1000000.0,None,Currency,99.0,400.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30016,0,0,1000000.0,None,Item,7010001.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30017,0,0,1000000.0,None,Currency,5100.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30018,0,0,1000000.0,None,Currency,99.0,450.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30019,0,0,1000000.0,None,Currency,2000.0,8000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30020,0,0,1000000.0,None,Item,7010002.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30021,0,0,1000000.0,None,Currency,99.0,500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30022,0,0,1000000.0,None,Item,7010001.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30023,0,0,1000000.0,None,Currency,5100.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30024,0,0,1000000.0,None,Currency,99.0,550.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30025,0,0,1000000.0,None,Currency,2000.0,9000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30026,0,0,1000000.0,None,Item,7010001.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30027,0,0,1000000.0,None,Currency,99.0,600.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30028,0,0,1000000.0,None,Item,7010002.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
