id,view_id,view_sub_id,title,description_group,hud_tutorial_replay
18000060,18000,10060,Locale_System:HELP_EVENT_STORY_COMMON_TITLE,620,None
18000061,18000,10061,Locale_System:HELP_EVENT_STORY_COMMON_TITLE,620,None
18000062,18000,10062,Locale_System:HELP_EVENT_STORY_COMMON_TITLE,620,None
18000063,18000,10063,Locale_System:HELP_EVENT_STORY_COMMON_TITLE,620,None
18000064,18000,10064,Locale_System:HELP_EVENT_STORY_COMMON_TITLE,620,None
18000065,18000,10065,Locale_System:HELP_EVENT_STORY_COMMON_TITLE,620,None
18000066,18000,10066,Locale_System:HELP_EVENT_STORY_COMMON_TITLE,620,None
18000068,18000,10068,Locale_System:HELP_EVENT_STORY_COMMON_TITLE,620,None
18000069,18000,10069,Locale_System:HELP_EVENT_STORY_COMMON_TITLE,620,None
18000070,18000,10070,Locale_System:HELP_EVENT_STORY_COMMON_TITLE,620,None
18000071,18000,10071,Locale_System:HELP_EVENT_STORY_COMMON_TITLE,620,None
18000072,18000,10072,Locale_System:HELP_EVENT_STORY_COMMON_TITLE,620,None
18000073,18000,10073,Locale_System:HELP_EVENT_STORY_COMMON_TITLE,620,None
18000074,18000,10074,Locale_System:HELP_EVENT_STORY_COMMON_TITLE,620,None
18000075,18000,10075,Locale_System:HELP_EVENT_STORY_COMMON_TITLE,620,None
18000076,18000,10076,Locale_System:HELP_EVENT_STORY_COMMON_TITLE,620,None
18000077,18000,10077,Locale_System:HELP_EVENT_STORY_COMMON_TITLE,620,None
18000078,18000,10078,Locale_System:HELP_EVENT_STORY_COMMON_TITLE,620,None
18000079,18000,10079,Locale_System:HELP_EVENT_STORY_COMMON_TITLE,620,None
18000080,18000,10080,Locale_System:HELP_EVENT_STORY_COMMON_TITLE,620,None
18000081,18000,10081,Locale_System:HELP_EVENT_STORY_COMMON_TITLE,620,None
18000082,18000,10082,Locale_System:HELP_EVENT_STORY_COMMON_TITLE,620,None
18000083,18000,10083,Locale_System:HELP_EVENT_STORY_COMMON_TITLE,620,None
18000084,18000,10084,Locale_System:HELP_EVENT_STORY_COMMON_TITLE,620,None
18000085,18000,10085,Locale_System:HELP_EVENT_STORY_COMMON_TITLE,620,None
18000086,18000,10086,Locale_System:HELP_EVENT_STORY_COMMON_TITLE,620,None
18000088,18000,10088,Locale_System:HELP_EVENT_STORY_COMMON_TITLE,620,None
18000089,18000,10089,Locale_System:HELP_EVENT_STORY_COMMON_TITLE,620,None
18000090,18000,10090,Locale_System:HELP_EVENT_STORY_COMMON_TITLE,620,None
18000091,18000,10091,Locale_System:HELP_EVENT_STORY_COMMON_TITLE,620,None
18000092,18000,10092,Locale_System:HELP_EVENT_STORY_COMMON_TITLE,620,None
2021001,2021,1,Locale_System:HELP_EVENT_ARCHIVE_TITLE,630,Archive
2023000,2023,0,Locale_System:HELP_EVENT_RECORD_INFO_TITLE,640,None
2028000,2028,0,Locale_System:HELP_EVENT_RECORD_INFO_TITLE,640,None
18000000,18000,0,Locale_System:HELP_ARCHIVE_STORY_EVENT_TITLE,650,None
1103100,11031,0,Locale_System:HELP_FAVORITEITEM_SKILL_TITLE,660,None
1150500,11505,0,Locale_System:HELP_FAVORITEITEM_SKILL_TITLE,660,None
1150100,11501,0,Locale_System:HELP_FAVORITEITEM_TITLE,670,None
1155100,11551,0,Locale_System:HELP_FAVORITEITEM_TITLE,670,None
2230000,2030,0,Locale_System:HELP_SIDESTORY_01,680,None
210011,21001,0,Locale_System:HELP_SOLO_RAID_TITLE,1100,None
1107300,11073,0,Locale_System:HELP_LOGIN_REPLENISH_TITLE,1500,None
1101001,11010,1,Locale_System:HELP_WISHLIST_ELYSION_TITLE,1701,None
1101002,11010,2,Locale_System:HELP_WISHLIST_MISSILIS_TITLE,1702,None
1101003,11010,3,Locale_System:HELP_WISHLIST_TETRA_TITLE,1703,None
1101004,11010,4,Locale_System:HELP_WISHLIST_PILGRIMOVERSPEC_TITLE,1704,None
151200,15120,0,Locale_System:HELP_GACHABOARD_TITLE,1900,None
2110100,21101,0,Locale_System:HELP_SOLORAID_MUSUEM_TITLE,1910,None
2110200,21102,0,Locale_System:HELP_SOLORAID_MUSUEM_TITLE,1910,None
