id,order,option_rare,state_effect_localkey,function_id,hexabiosoptionrandomdata/0/need_point,hexabiosoptionrandomdata/0/state_effect_id,hexabiosoptionrandomdata/1/need_point,hexabiosoptionrandomdata/1/state_effect_id,hexabiosoptionrandomdata/10/need_point,hexabiosoptionrandomdata/10/state_effect_id,hexabiosoptionrandomdata/11/need_point,hexabiosoptionrandomdata/11/state_effect_id,hexabiosoptionrandomdata/2/need_point,hexabiosoptionrandomdata/2/state_effect_id,hexabiosoptionrandomdata/3/need_point,hexabiosoptionrandomdata/3/state_effect_id,hexabiosoptionrandomdata/4/need_point,hexabiosoptionrandomdata/4/state_effect_id,hexabiosoptionrandomdata/5/need_point,hexabiosoptionrandomdata/5/state_effect_id,hexabiosoptionrandomdata/6/need_point,hexabiosoptionrandomdata/6/state_effect_id,hexabiosoptionrandomdata/7/need_point,hexabiosoptionrandomdata/7/state_effect_id,hexabiosoptionrandomdata/8/need_point,hexabiosoptionrandomdata/8/state_effect_id,hexabiosoptionrandomdata/9/need_point,hexabiosoptionrandomdata/9/state_effect_id
40102,20,7,Locale_Skill:statatk_description,201,18,7000801,36,7000802,0,0,0,0,54,7000803,72,7000804,90,7000805,108,7000806,0,0,0,0,0,0,0,0
40201,21,7,Locale_Skill:statcritical_description,301,18,7001201,36,7001202,0,0,0,0,54,7001203,72,7001204,90,7001205,108,7001206,0,0,0,0,0,0,0,0
40202,22,7,Locale_Skill:statdef_description,401,18,7001301,36,7001302,0,0,0,0,54,7001303,72,7001304,90,7001305,108,7001306,0,0,0,0,0,0,0,0
40301,23,7,Locale_Skill:stataccuracycircle_description,501,18,7000601,36,7000602,0,0,0,0,54,7000603,72,7000604,90,7000605,108,7000606,0,0,0,0,0,0,0,0
40302,24,7,Locale_Skill:statchargedamage_description,601,18,7000901,36,7000902,0,0,0,0,54,7000903,72,7000904,90,7000905,108,7000906,0,0,0,0,0,0,0,0
50101,25,8,Locale_Skill:incelementdmg_description,101,18,7000501,36,7000502,0,0,0,0,54,7000503,72,7000504,90,7000505,108,7000506,0,0,0,0,0,0,0,0
50102,26,8,Locale_Skill:statatk_description,201,18,7000801,36,7000802,0,0,0,0,54,7000803,72,7000804,90,7000805,108,7000806,0,0,0,0,0,0,0,0
50201,27,8,Locale_Skill:statcritical_description,301,18,7001201,36,7001202,0,0,0,0,54,7001203,72,7001204,90,7001205,108,7001206,0,0,0,0,0,0,0,0
50202,28,8,Locale_Skill:statdef_description,401,18,7001301,36,7001302,0,0,0,0,54,7001303,72,7001304,90,7001305,108,7001306,0,0,0,0,0,0,0,0
50301,29,8,Locale_Skill:stataccuracycircle_description,501,18,7000601,36,7000602,0,0,0,0,54,7000603,72,7000604,90,7000605,108,7000606,0,0,0,0,0,0,0,0
50302,30,8,Locale_Skill:statchargedamage_description,601,18,7000901,36,7000902,0,0,0,0,54,7000903,72,7000904,90,7000905,108,7000906,0,0,0,0,0,0,0,0
60101,31,9,Locale_Skill:incelementdmg_description,101,18,7000501,36,7000502,0,0,0,0,54,7000503,72,7000504,90,7000505,108,7000506,0,0,0,0,0,0,0,0
60102,32,9,Locale_Skill:statatk_description,201,18,7000801,36,7000802,0,0,0,0,54,7000803,72,7000804,90,7000805,108,7000806,0,0,0,0,0,0,0,0
60201,33,9,Locale_Skill:statcritical_description,301,18,7001201,36,7001202,0,0,0,0,54,7001203,72,7001204,90,7001205,108,7001206,0,0,0,0,0,0,0,0
60202,34,9,Locale_Skill:statdef_description,401,18,7001301,36,7001302,0,0,0,0,54,7001303,72,7001304,90,7001305,108,7001306,0,0,0,0,0,0,0,0
60301,35,9,Locale_Skill:stataccuracycircle_description,501,18,7000601,36,7000602,0,0,0,0,54,7000603,72,7000604,90,7000605,108,7000606,0,0,0,0,0,0,0,0
60302,36,9,Locale_Skill:statchargedamage_description,601,18,7000901,36,7000902,0,0,0,0,54,7000903,72,7000904,90,7000905,108,7000906,0,0,0,0,0,0,0,0
