id,group_Id,timeline_Value,timeline_actionType,timeline_actionType_Value/0/timeline_actionType_Value,timeline_actionType_Value/1/timeline_actionType_Value,timeline_actionType_Value/2/timeline_actionType_Value,timeline_actionType_Value/3/timeline_actionType_Value,timeline_actionType_Value/4/timeline_actionType_Value,timeline_actionType_Value/5/timeline_actionType_Value,timeline_actionType_Value/6/timeline_actionType_Value,timeline_actionType_Value/7/timeline_actionType_Value,timeline_actionType_Value/8/timeline_actionType_Value,timeline_actionType_Value/9/timeline_actionType_Value,timeline_actionType_Value/10/timeline_actionType_Value,timeline_actionType_Value/11/timeline_actionType_Value
30,20,0,Spawn_Circle_Random,3,0,360,Item,110005,1,False,0,True,,,
101001,101001,0,Spawn_Circle_Random,20,0,360,Monster,101001,5,False,0,False,,,
101002,101002,0,Spawn_Circle_Random,20,0,360,Monster,101002,8,False,0,True,,,
101003,101003,0,Spawn_Hor,2,-10,Monster,20,101004,4,False,0,False,0,,
101004,101004,0,Spawn_Hor,0,10,Monster,20,101005,4,False,0,False,0,,
101005,101005,0,Spawn_Ver,10,2,Monster,20,101006,4,False,0,False,0,,
101006,101006,0,Spawn_Ver,-10,0,Monster,20,101007,4,False,0,False,0,,
101007,101007,0,Spawn_Circle_Random,8,0,360,Monster,101008,2,False,0,True,,,
101008,101008,0,Spawn_Circle_Random,8,0,360,Monster,101009,2,False,0,True,,,
101009,101009,0,Spawn_Circle_Random,20,0,360,Monster,102001,8,False,0,True,,,
101101,101101,0,Spawn_Circle_Random,10,0,360,Monster,101101,2,False,0,True,,,
101102,101101,0,Spawn_Circle_Random,10,0,360,Monster,101201,2,False,0,True,,,
101103,101101,0,Spawn_Circle_Random,10,0,360,Monster,101301,2,False,0,True,,,
101104,101101,0,Spawn_Circle_Random,10,0,360,Monster,101401,2,False,0,True,,,
101105,101102,0,Spawn_Circle_Random,10,0,360,Monster,101102,2,False,0,True,,,
101106,101102,0,Spawn_Circle_Random,10,0,360,Monster,101202,2,False,0,True,,,
101107,101102,0,Spawn_Circle_Random,10,0,360,Monster,101302,2,False,0,True,,,
101108,101102,0,Spawn_Circle_Random,10,0,360,Monster,101402,2,False,0,True,,,
101109,101103,0,Spawn_Circle_Random,8,0,360,Monster,101103,1,False,0,True,,,
101110,101104,0,Spawn_Circle_Random,10,0,360,Monster,101104,30,False,0,False,,,
101111,101201,0,Spawn_Circle_Random,10,0,360,Monster,101201,5,False,0,True,,,
101112,101202,0,Spawn_Circle_Random,10,0,360,Monster,101202,5,False,0,True,,,
101113,101203,0,Spawn_Circle_Random,10,0,360,Monster,101203,5,False,0,True,,,
101114,101301,0,Spawn_Circle_Random,10,0,360,Monster,101301,5,False,0,True,,,
101115,101302,0,Spawn_Circle_Random,10,0,360,Monster,101302,5,False,0,True,,,
101116,101303,0,Spawn_Circle_Random,10,0,360,Monster,101303,5,False,0,True,,,
101117,101401,0,Spawn_Circle_Random,10,0,360,Monster,101401,5,False,0,True,,,
101118,101402,0,Spawn_Circle_Random,10,0,360,Monster,101402,5,False,0,True,,,
101119,101403,0,Spawn_Circle_Random,10,0,360,Monster,101403,5,False,0,True,,,
110000,110001,0,Spawn_Circle_Random,9,0,360,Monster,110004,4,False,0,True,,,
110001,110001,0,Spawn_Circle_Random,9,0,360,Monster,110004,3,False,0,True,,,
110002,110001,0,Spawn_Circle_Random,9,0,360,Monster,110005,3,False,0,True,,,
110003,110001,0,Spawn_Circle_Random,9,0,360,Monster,110006,3,False,0,True,,,
110004,110001,0,Spawn_Circle_Random,9,0,360,Monster,110007,3,False,0,True,,,
110005,110002,0,Spawn_Circle_Random,9,0,360,Monster,110008,4,False,0,True,,,
110006,110002,0,Spawn_Circle_Random,9,0,360,Monster,110009,4,False,0,True,,,
110007,110002,0,Spawn_Circle_Random,9,0,360,Monster,110010,4,False,0,True,,,
110008,110002,0,Spawn_Circle_Random,9,0,360,Monster,110011,4,False,0,True,,,
110009,110003,0,Spawn_Circle_Random,7,0,360,Monster,110001,10,False,0,False,,,
110010,110004,0,Spawn_Circle_Random,9,0,360,Monster,110002,10,False,0,False,,,
110011,110005,0,Spawn_Circle_Random,9,0,360,Monster,110002,10,False,0,False,,,
110012,110006,0,Spawn_Circle_Random,4,0,360,Monster,110012,20,False,0,True,,,
110013,110007,0,Spawn_Circle_Random,2,0,360,Item,100502,1,False,0,True,,,
110014,110008,0,Spawn_Circle_Random,7,0,360,Monster,110014,1,False,0,True,,,
110015,132,0,Spawn_Circle_Random,10,0,360,Monster,110013,10,False,0,True,,,
110016,132,10,Spawn_Circle_Random,11,0,360,Monster,110013,10,False,0,True,,,
110017,110009,0,Spawn_Circle_Random,9,0,360,Monster,110019,4,False,0,True,,,
110018,110009,0,Spawn_Circle_Random,9,0,360,Monster,110020,4,False,0,True,,,
110019,110009,0,Spawn_Circle_Random,9,0,360,Monster,110021,4,False,0,True,,,
110020,110009,0,Spawn_Circle_Random,9,0,360,Monster,110022,4,False,0,True,,,
110021,110010,0,Spawn_Circle_Random,9,0,360,Monster,110023,4,False,0,True,,,
110022,110010,0,Spawn_Circle_Random,9,0,360,Monster,110024,4,False,0,True,,,
110023,110010,0,Spawn_Circle_Random,9,0,360,Monster,110025,4,False,0,True,,,
110024,110010,0,Spawn_Circle_Random,9,0,360,Monster,110026,4,False,0,True,,,
110025,110011,0,Spawn_Circle_Random,9,0,360,Monster,110027,1,False,0,True,,,
110026,110012,0,Spawn_Circle_Random,9,0,360,Monster,110028,4,False,0,True,,,
110027,110012,0,Spawn_Circle_Random,9,0,360,Monster,110029,4,False,0,True,,,
110028,110012,0,Spawn_Circle_Random,9,0,360,Monster,110030,4,False,0,True,,,
110029,110012,0,Spawn_Circle_Random,9,0,360,Monster,110031,4,False,0,True,,,
110030,110013,0,Spawn_Circle_Random,9,0,360,Monster,110031,4,False,0,True,,,
110099,110099,0,Spawn_Circle_Random,9,0,360,Monster,110099,1,False,0,True,,,
110100,110100,0,Spawn_Circle_Random,9,0,360,Monster,110099,1,False,0,True,,,
110101,110101,0,Spawn_Circle_Random,9,0,360,Monster,110101,4,False,0,True,,,
110102,110101,0,Spawn_Circle_Random,9,0,360,Monster,110102,4,False,0,True,,,
110103,110101,0,Spawn_Circle_Random,9,0,360,Monster,110103,4,False,0,True,,,
110104,110101,0,Spawn_Circle_Random,9,0,360,Monster,110104,4,False,0,True,,,
110105,110102,0,Spawn_Circle_Random,9,0,360,Monster,110105,4,False,0,True,,,
110106,110102,0,Spawn_Circle_Random,9,0,360,Monster,110106,4,False,0,True,,,
110107,110102,0,Spawn_Circle_Random,9,0,360,Monster,110107,4,False,0,True,,,
110108,110102,0,Spawn_Circle_Random,9,0,360,Monster,110108,4,False,0,True,,,
110109,110103,0,Spawn_Circle_Random,9,0,360,Monster,110109,4,False,0,True,,,
110110,110103,0,Spawn_Circle_Random,9,0,360,Monster,110110,4,False,0,True,,,
110111,110103,0,Spawn_Circle_Random,9,0,360,Monster,110111,4,False,0,True,,,
110112,110103,0,Spawn_Circle_Random,9,0,360,Monster,110112,4,False,0,True,,,
110113,110104,0,Spawn_Circle_Random,9,0,360,Monster,110113,4,False,0,True,,,
110114,110104,0,Spawn_Circle_Random,9,0,360,Monster,110114,4,False,0,True,,,
110115,110104,0,Spawn_Circle_Random,9,0,360,Monster,110115,4,False,0,True,,,
110116,110104,0,Spawn_Circle_Random,9,0,360,Monster,110116,4,False,0,True,,,
110117,110105,0,Spawn_Circle_Random,9,0,360,Monster,110117,4,False,0,True,,,
110118,110105,0,Spawn_Circle_Random,9,0,360,Monster,110118,4,False,0,True,,,
110119,110105,0,Spawn_Circle_Random,9,0,360,Monster,110119,4,False,0,True,,,
110120,110105,0,Spawn_Circle_Random,9,0,360,Monster,110120,4,False,0,True,,,
110121,110106,0,Spawn_Circle_Random,9,0,360,Monster,110121,4,False,0,True,,,
110122,110106,0,Spawn_Circle_Random,9,0,360,Monster,110122,4,False,0,True,,,
110123,110106,0,Spawn_Circle_Random,9,0,360,Monster,110123,4,False,0,True,,,
110124,110106,0,Spawn_Circle_Random,9,0,360,Monster,110124,4,False,0,True,,,
110125,110107,0,Spawn_Circle_Random,9,0,360,Monster,110125,4,False,0,True,,,
110126,110107,0,Spawn_Circle_Random,9,0,360,Monster,110126,4,False,0,True,,,
110127,110107,0,Spawn_Circle_Random,9,0,360,Monster,110127,4,False,0,True,,,
110128,110107,0,Spawn_Circle_Random,9,0,360,Monster,110128,4,False,0,True,,,
110129,110108,0,Spawn_Circle_Random,9,0,360,Monster,110129,4,False,0,True,,,
110130,110108,0,Spawn_Circle_Random,9,0,360,Monster,110130,4,False,0,True,,,
110131,110108,0,Spawn_Circle_Random,9,0,360,Monster,110131,4,False,0,True,,,
110132,110108,0,Spawn_Circle_Random,9,0,360,Monster,110132,4,False,0,True,,,
110133,110109,0,Spawn_Circle_Random,9,0,360,Monster,110133,4,False,0,True,,,
110134,110109,0,Spawn_Circle_Random,9,0,360,Monster,110134,4,False,0,True,,,
110135,110109,0,Spawn_Circle_Random,9,0,360,Monster,110135,4,False,0,True,,,
110136,110109,0,Spawn_Circle_Random,9,0,360,Monster,110136,4,False,0,True,,,
110137,110110,0,Spawn_Circle_Random,9,0,360,Monster,110137,4,False,0,True,,,
110138,110110,0,Spawn_Circle_Random,9,0,360,Monster,110138,4,False,0,True,,,
110139,110110,0,Spawn_Circle_Random,9,0,360,Monster,110139,4,False,0,True,,,
110140,110110,0,Spawn_Circle_Random,9,0,360,Monster,110140,4,False,0,True,,,
112001,112001,0,Spawn_Circle_Random,7,0,360,Monster,112001,15,False,0,False,,,
112002,112002,0,Spawn_Circle_Random,7,0,360,Monster,112002,15,False,0,False,,,
118001,118001,0,Spawn_Circle_Random,7,0,360,Monster,118001,4,False,0,True,,,
119001,119001,0,Spawn_Circle_Random,7,0,360,Monster,119001,1,False,0,True,,,
119002,119002,0,Spawn_Circle_Random,7,0,360,Monster,119002,1,False,0,True,,,
119003,119003,0,Spawn_Circle_Random,7,0,360,Monster,119003,1,False,0,True,,,
120100,120100,0,Spawn_Circle_Random,9,0,360,Monster,120100,1,False,0,True,,,
120101,120101,0,Spawn_Circle_Random,9,0,360,Monster,120101,4,False,0,True,,,
120102,120101,0,Spawn_Circle_Random,9,0,360,Monster,120102,4,False,0,True,,,
120103,120101,0,Spawn_Circle_Random,9,0,360,Monster,120103,4,False,0,True,,,
120104,120101,0,Spawn_Circle_Random,9,0,360,Monster,120104,4,False,0,True,,,
120105,120102,0,Spawn_Circle_Random,9,0,360,Monster,120105,4,False,0,True,,,
120106,120102,0,Spawn_Circle_Random,9,0,360,Monster,120106,4,False,0,True,,,
120107,120102,0,Spawn_Circle_Random,9,0,360,Monster,120107,4,False,0,True,,,
120108,120102,0,Spawn_Circle_Random,9,0,360,Monster,120108,4,False,0,True,,,
120109,120103,0,Spawn_Circle_Random,9,0,360,Monster,120109,4,False,0,True,,,
120110,120103,0,Spawn_Circle_Random,9,0,360,Monster,120110,4,False,0,True,,,
120111,120103,0,Spawn_Circle_Random,9,0,360,Monster,120111,4,False,0,True,,,
120112,120103,0,Spawn_Circle_Random,9,0,360,Monster,120112,4,False,0,True,,,
120113,120104,0,Spawn_Circle_Random,9,0,360,Monster,120113,4,False,0,True,,,
120114,120104,0,Spawn_Circle_Random,9,0,360,Monster,120114,4,False,0,True,,,
120115,120104,0,Spawn_Circle_Random,9,0,360,Monster,120115,4,False,0,True,,,
120116,120104,0,Spawn_Circle_Random,9,0,360,Monster,120116,4,False,0,True,,,
120117,120105,0,Spawn_Circle_Random,9,0,360,Monster,120117,4,False,0,True,,,
120118,120105,0,Spawn_Circle_Random,9,0,360,Monster,120118,4,False,0,True,,,
120119,120105,0,Spawn_Circle_Random,9,0,360,Monster,120119,4,False,0,True,,,
120120,120105,0,Spawn_Circle_Random,9,0,360,Monster,120120,4,False,0,True,,,
120121,120106,0,Spawn_Circle_Random,9,0,360,Monster,120121,4,False,0,True,,,
120122,120106,0,Spawn_Circle_Random,9,0,360,Monster,120122,4,False,0,True,,,
120123,120106,0,Spawn_Circle_Random,9,0,360,Monster,120123,4,False,0,True,,,
120124,120106,0,Spawn_Circle_Random,9,0,360,Monster,120124,4,False,0,True,,,
120125,120107,0,Spawn_Circle_Random,9,0,360,Monster,120125,4,False,0,True,,,
120126,120107,0,Spawn_Circle_Random,9,0,360,Monster,120126,4,False,0,True,,,
120127,120107,0,Spawn_Circle_Random,9,0,360,Monster,120127,4,False,0,True,,,
120128,120107,0,Spawn_Circle_Random,9,0,360,Monster,120128,4,False,0,True,,,
120129,120108,0,Spawn_Circle_Random,9,0,360,Monster,120129,4,False,0,True,,,
120130,120108,0,Spawn_Circle_Random,9,0,360,Monster,120130,4,False,0,True,,,
120131,120108,0,Spawn_Circle_Random,9,0,360,Monster,120131,4,False,0,True,,,
120132,120108,0,Spawn_Circle_Random,9,0,360,Monster,120132,4,False,0,True,,,
120133,120109,0,Spawn_Circle_Random,9,0,360,Monster,120133,4,False,0,True,,,
120134,120109,0,Spawn_Circle_Random,9,0,360,Monster,120134,4,False,0,True,,,
120135,120109,0,Spawn_Circle_Random,9,0,360,Monster,120135,4,False,0,True,,,
120136,120109,0,Spawn_Circle_Random,9,0,360,Monster,120136,4,False,0,True,,,
120137,120110,0,Spawn_Circle_Random,9,0,360,Monster,120137,4,False,0,True,,,
120138,120110,0,Spawn_Circle_Random,9,0,360,Monster,120138,4,False,0,True,,,
120139,120110,0,Spawn_Circle_Random,9,0,360,Monster,120139,4,False,0,True,,,
120140,120110,0,Spawn_Circle_Random,9,0,360,Monster,120140,4,False,0,True,,,
122001,122001,0,Spawn_Circle_Random,7,0,360,Monster,122001,15,False,0,False,,,
122002,122002,0,Spawn_Circle_Random,7,0,360,Monster,122002,15,False,0,False,,,
128001,128001,0,Spawn_Circle_Random,7,0,360,Monster,128001,4,False,0,True,,,
129001,129001,0,Spawn_Circle_Random,7,0,360,Monster,129001,1,False,0,True,,,
129002,129002,0,Spawn_Circle_Random,7,0,360,Monster,129002,1,False,0,True,,,
129003,129003,0,Spawn_Circle_Random,7,0,360,Monster,129003,1,False,0,True,,,
130100,130100,0,Spawn_Circle_Random,9,0,360,Monster,130100,1,False,0,True,,,
130101,130101,0,Spawn_Circle_Random,9,0,360,Monster,130101,4,False,0,True,,,
130102,130101,0,Spawn_Circle_Random,9,0,360,Monster,130102,4,False,0,True,,,
130103,130101,0,Spawn_Circle_Random,9,0,360,Monster,130103,4,False,0,True,,,
130104,130101,0,Spawn_Circle_Random,9,0,360,Monster,130104,4,False,0,True,,,
130105,130102,0,Spawn_Circle_Random,9,0,360,Monster,130105,4,False,0,True,,,
130106,130102,0,Spawn_Circle_Random,9,0,360,Monster,130106,4,False,0,True,,,
130107,130102,0,Spawn_Circle_Random,9,0,360,Monster,130107,4,False,0,True,,,
130108,130102,0,Spawn_Circle_Random,9,0,360,Monster,130108,4,False,0,True,,,
130109,130103,0,Spawn_Circle_Random,9,0,360,Monster,130109,4,False,0,True,,,
130110,130103,0,Spawn_Circle_Random,9,0,360,Monster,130110,4,False,0,True,,,
130111,130103,0,Spawn_Circle_Random,9,0,360,Monster,130111,4,False,0,True,,,
130112,130103,0,Spawn_Circle_Random,9,0,360,Monster,130112,4,False,0,True,,,
130113,130104,0,Spawn_Circle_Random,9,0,360,Monster,130113,4,False,0,True,,,
130114,130104,0,Spawn_Circle_Random,9,0,360,Monster,130114,4,False,0,True,,,
130115,130104,0,Spawn_Circle_Random,9,0,360,Monster,130115,4,False,0,True,,,
130116,130104,0,Spawn_Circle_Random,9,0,360,Monster,130116,4,False,0,True,,,
130117,130105,0,Spawn_Circle_Random,9,0,360,Monster,130117,4,False,0,True,,,
130118,130105,0,Spawn_Circle_Random,9,0,360,Monster,130118,4,False,0,True,,,
130119,130105,0,Spawn_Circle_Random,9,0,360,Monster,130119,4,False,0,True,,,
130120,130105,0,Spawn_Circle_Random,9,0,360,Monster,130120,4,False,0,True,,,
130121,130106,0,Spawn_Circle_Random,9,0,360,Monster,130121,4,False,0,True,,,
130122,130106,0,Spawn_Circle_Random,9,0,360,Monster,130122,4,False,0,True,,,
130123,130106,0,Spawn_Circle_Random,9,0,360,Monster,130123,4,False,0,True,,,
130124,130106,0,Spawn_Circle_Random,9,0,360,Monster,130124,4,False,0,True,,,
130125,130107,0,Spawn_Circle_Random,9,0,360,Monster,130125,4,False,0,True,,,
130126,130107,0,Spawn_Circle_Random,9,0,360,Monster,130126,4,False,0,True,,,
130127,130107,0,Spawn_Circle_Random,9,0,360,Monster,130127,4,False,0,True,,,
130128,130107,0,Spawn_Circle_Random,9,0,360,Monster,130128,4,False,0,True,,,
130129,130108,0,Spawn_Circle_Random,9,0,360,Monster,130129,4,False,0,True,,,
130130,130108,0,Spawn_Circle_Random,9,0,360,Monster,130130,4,False,0,True,,,
130131,130108,0,Spawn_Circle_Random,9,0,360,Monster,130131,4,False,0,True,,,
130132,130108,0,Spawn_Circle_Random,9,0,360,Monster,130132,4,False,0,True,,,
130133,130109,0,Spawn_Circle_Random,9,0,360,Monster,130133,4,False,0,True,,,
130134,130109,0,Spawn_Circle_Random,9,0,360,Monster,130134,4,False,0,True,,,
130135,130109,0,Spawn_Circle_Random,9,0,360,Monster,130135,4,False,0,True,,,
130136,130109,0,Spawn_Circle_Random,9,0,360,Monster,130136,4,False,0,True,,,
130137,130110,0,Spawn_Circle_Random,9,0,360,Monster,130137,4,False,0,True,,,
130138,130110,0,Spawn_Circle_Random,9,0,360,Monster,130138,4,False,0,True,,,
130139,130110,0,Spawn_Circle_Random,9,0,360,Monster,130139,4,False,0,True,,,
130140,130110,0,Spawn_Circle_Random,9,0,360,Monster,130140,4,False,0,True,,,
132001,132001,0,Spawn_Circle_Random,7,0,360,Monster,132001,15,False,0,False,,,
132002,132002,0,Spawn_Circle_Random,7,0,360,Monster,132002,15,False,0,False,,,
138001,138001,0,Spawn_Circle_Random,7,0,360,Monster,138001,4,False,0,True,,,
139001,139001,0,Spawn_Circle_Random,7,0,360,Monster,139001,1,False,0,True,,,
139002,139002,0,Spawn_Circle_Random,7,0,360,Monster,139002,1,False,0,True,,,
139003,139003,0,Spawn_Circle_Random,7,0,360,Monster,139003,1,False,0,True,,,
140100,140100,0,Spawn_Circle_Random,9,0,360,Monster,140100,1,False,0,True,,,
140101,140101,0,Spawn_Circle_Random,9,0,360,Monster,140101,4,False,0,True,,,
140102,140101,0,Spawn_Circle_Random,9,0,360,Monster,140102,4,False,0,True,,,
140103,140101,0,Spawn_Circle_Random,9,0,360,Monster,140103,4,False,0,True,,,
140104,140101,0,Spawn_Circle_Random,9,0,360,Monster,140104,4,False,0,True,,,
140105,140102,0,Spawn_Circle_Random,9,0,360,Monster,140105,4,False,0,True,,,
140106,140102,0,Spawn_Circle_Random,9,0,360,Monster,140106,4,False,0,True,,,
140107,140102,0,Spawn_Circle_Random,9,0,360,Monster,140107,4,False,0,True,,,
140108,140102,0,Spawn_Circle_Random,9,0,360,Monster,140108,4,False,0,True,,,
140109,140103,0,Spawn_Circle_Random,9,0,360,Monster,140109,4,False,0,True,,,
140110,140103,0,Spawn_Circle_Random,9,0,360,Monster,140110,4,False,0,True,,,
140111,140103,0,Spawn_Circle_Random,9,0,360,Monster,140111,4,False,0,True,,,
140112,140103,0,Spawn_Circle_Random,9,0,360,Monster,140112,4,False,0,True,,,
140113,140104,0,Spawn_Circle_Random,9,0,360,Monster,140113,4,False,0,True,,,
140114,140104,0,Spawn_Circle_Random,9,0,360,Monster,140114,4,False,0,True,,,
140115,140104,0,Spawn_Circle_Random,9,0,360,Monster,140115,4,False,0,True,,,
140116,140104,0,Spawn_Circle_Random,9,0,360,Monster,140116,4,False,0,True,,,
140117,140105,0,Spawn_Circle_Random,9,0,360,Monster,140117,4,False,0,True,,,
140118,140105,0,Spawn_Circle_Random,9,0,360,Monster,140118,4,False,0,True,,,
140119,140105,0,Spawn_Circle_Random,9,0,360,Monster,140119,4,False,0,True,,,
140120,140105,0,Spawn_Circle_Random,9,0,360,Monster,140120,4,False,0,True,,,
140121,140106,0,Spawn_Circle_Random,9,0,360,Monster,140121,4,False,0,True,,,
140122,140106,0,Spawn_Circle_Random,9,0,360,Monster,140122,4,False,0,True,,,
140123,140106,0,Spawn_Circle_Random,9,0,360,Monster,140123,4,False,0,True,,,
140124,140106,0,Spawn_Circle_Random,9,0,360,Monster,140124,4,False,0,True,,,
140125,140107,0,Spawn_Circle_Random,9,0,360,Monster,140125,4,False,0,True,,,
140126,140107,0,Spawn_Circle_Random,9,0,360,Monster,140126,4,False,0,True,,,
140127,140107,0,Spawn_Circle_Random,9,0,360,Monster,140127,4,False,0,True,,,
140128,140107,0,Spawn_Circle_Random,9,0,360,Monster,140128,4,False,0,True,,,
140129,140108,0,Spawn_Circle_Random,9,0,360,Monster,140129,4,False,0,True,,,
140130,140108,0,Spawn_Circle_Random,9,0,360,Monster,140130,4,False,0,True,,,
140131,140108,0,Spawn_Circle_Random,9,0,360,Monster,140131,4,False,0,True,,,
140132,140108,0,Spawn_Circle_Random,9,0,360,Monster,140132,4,False,0,True,,,
140133,140109,0,Spawn_Circle_Random,9,0,360,Monster,140133,4,False,0,True,,,
140134,140109,0,Spawn_Circle_Random,9,0,360,Monster,140134,4,False,0,True,,,
140135,140109,0,Spawn_Circle_Random,9,0,360,Monster,140135,4,False,0,True,,,
140136,140109,0,Spawn_Circle_Random,9,0,360,Monster,140136,4,False,0,True,,,
140137,140110,0,Spawn_Circle_Random,9,0,360,Monster,140137,4,False,0,True,,,
140138,140110,0,Spawn_Circle_Random,9,0,360,Monster,140138,4,False,0,True,,,
140139,140110,0,Spawn_Circle_Random,9,0,360,Monster,140139,4,False,0,True,,,
140140,140110,0,Spawn_Circle_Random,9,0,360,Monster,140140,4,False,0,True,,,
142001,142001,0,Spawn_Circle_Random,7,0,360,Monster,142001,15,False,0,False,,,
142002,142002,0,Spawn_Circle_Random,7,0,360,Monster,142002,15,False,0,False,,,
148001,148001,0,Spawn_Circle_Random,7,0,360,Monster,148001,4,False,0,True,,,
149001,149001,0,Spawn_Circle_Random,7,0,360,Monster,149001,1,False,0,True,,,
149002,149002,0,Spawn_Circle_Random,7,0,360,Monster,149002,1,False,0,True,,,
149003,149003,0,Spawn_Circle_Random,7,0,360,Monster,149003,1,False,0,True,,,
150100,150100,0,Spawn_Circle_Random,9,0,360,Monster,150100,1,False,0,True,,,
150101,150101,0,Spawn_Circle_Random,9,0,360,Monster,150101,4,False,0,True,,,
150102,150101,0,Spawn_Circle_Random,9,0,360,Monster,150102,4,False,0,True,,,
150103,150101,0,Spawn_Circle_Random,9,0,360,Monster,150103,4,False,0,True,,,
150104,150101,0,Spawn_Circle_Random,9,0,360,Monster,150104,4,False,0,True,,,
150105,150102,0,Spawn_Circle_Random,9,0,360,Monster,150105,4,False,0,True,,,
150106,150102,0,Spawn_Circle_Random,9,0,360,Monster,150106,4,False,0,True,,,
150107,150102,0,Spawn_Circle_Random,9,0,360,Monster,150107,4,False,0,True,,,
150108,150102,0,Spawn_Circle_Random,9,0,360,Monster,150108,4,False,0,True,,,
150109,150103,0,Spawn_Circle_Random,9,0,360,Monster,150109,4,False,0,True,,,
150110,150103,0,Spawn_Circle_Random,9,0,360,Monster,150110,4,False,0,True,,,
150111,150103,0,Spawn_Circle_Random,9,0,360,Monster,150111,4,False,0,True,,,
150112,150103,0,Spawn_Circle_Random,9,0,360,Monster,150112,4,False,0,True,,,
150113,150104,0,Spawn_Circle_Random,9,0,360,Monster,150113,4,False,0,True,,,
150114,150104,0,Spawn_Circle_Random,9,0,360,Monster,150114,4,False,0,True,,,
150115,150104,0,Spawn_Circle_Random,9,0,360,Monster,150115,4,False,0,True,,,
150116,150104,0,Spawn_Circle_Random,9,0,360,Monster,150116,4,False,0,True,,,
150117,150105,0,Spawn_Circle_Random,9,0,360,Monster,150117,4,False,0,True,,,
150118,150105,0,Spawn_Circle_Random,9,0,360,Monster,150118,4,False,0,True,,,
150119,150105,0,Spawn_Circle_Random,9,0,360,Monster,150119,4,False,0,True,,,
150120,150105,0,Spawn_Circle_Random,9,0,360,Monster,150120,4,False,0,True,,,
150121,150106,0,Spawn_Circle_Random,9,0,360,Monster,150121,4,False,0,True,,,
150122,150106,0,Spawn_Circle_Random,9,0,360,Monster,150122,4,False,0,True,,,
150123,150106,0,Spawn_Circle_Random,9,0,360,Monster,150123,4,False,0,True,,,
150124,150106,0,Spawn_Circle_Random,9,0,360,Monster,150124,4,False,0,True,,,
150125,150107,0,Spawn_Circle_Random,9,0,360,Monster,150125,4,False,0,True,,,
