id,group_id,name_locale,description_locale,weapon_resource,weapon_icon,weapon_size,weapon_open_date,weapon_level,max_level,weapon_type,focus_target_type,weapon_atk_type,weapon_tag,proj_resource,proj_hit_resource,proj_life_time,proj_speed,proj_size,one_shot_proj_amount,total_proj_amount,proj_atk_term,proj_pierce,proj_knockback_value,contact_explosion,explosion_range,range_atk_range,range_atk_duration,range_atk_term,range_atk_angle,weapon_atk,weapon_reload_time,atk_start_range,explosion_resource,range_atk_resource,skill_data_01/0/skill_type_01,skill_data_01/0/skill_description_locale_01,skill_data_02/0/skill_type_02,skill_data_02/0/skill_description_locale_02,skill_data_01/0/skillresource_01/0/skill_resource_01,skill_data_01/0/skillresource_01/1/skill_resource_01,skill_data_01/0/skillvalue_01/0/skill_value_01,skill_data_01/0/skillvalue_01/1/skill_value_01,skill_data_01/0/skillvalue_01/2/skill_value_01,skill_data_01/0/skillvalue_01/3/skill_value_01,skill_data_01/0/skillvalue_01/4/skill_value_01,skill_data_01/0/skillvalue_01/5/skill_value_01,skill_data_02/0/skillresource_02/0/skill_resource_02,skill_data_02/0/skillresource_02/1/skill_resource_02,skill_data_02/0/skillvalue_02/0/skill_value_02,skill_data_02/0/skillvalue_02/1/skill_value_02,skill_data_02/0/skillvalue_02/2/skill_value_02,skill_data_02/0/skillvalue_02/3/skill_value_02,skill_data_02/0/skillvalue_02/4/skill_value_02,skill_data_02/0/skillvalue_02/5/skill_value_02
35,9,Locale_Event:event_bh_weapon_name_09,Locale_Event:event_bh_weapon_description_09,bh_weapon_09,icn_bh_weapon_09,9,0,3,False,Firearms,Random,Projectile,Pierce,proj_bh_weapon_09,fx_bh_monster_hit,250,800,80,1,1,0,True,0,False,0,0,0,0,0,410,750,700,,,None,Locale_Event:event_bh_weapon_09_skill_description_01,ElectricDebuff,Locale_Event:event_bh_weapon_09_skill_description_02,,,0,0,0,0,0,0,fx_bh_monster_electric_shock,,400,10,0,0,0,0
36,9,Locale_Event:event_bh_weapon_name_09,Locale_Event:event_bh_weapon_description_09,bh_weapon_09,icn_bh_weapon_09,9,0,4,True,Firearms,Random,Projectile,Pierce,proj_bh_weapon_09,fx_bh_monster_hit,250,800,80,1,1,0,True,0,False,0,0,0,0,0,460,750,700,,,None,Locale_Event:event_bh_weapon_09_skill_description_01,ElectricDebuff,Locale_Event:event_bh_weapon_09_skill_description_02,,,0,0,0,0,0,0,fx_bh_monster_electric_shock,,500,20,0,0,0,0
37,10,Locale_Event:event_bh_weapon_name_10,Locale_Event:event_bh_weapon_description_10,bh_weapon_10,icn_bh_weapon_10,10,0,1,False,Firearms,Random,ProjectileBomb,Range,proj_bh_weapon_10_01,fx_bh_monster_hit,350,300,80,1,1,0,False,0,True,150,0,0,0,0,150,400,550,proj_bh_weapon_10_01_hit,,None,,None,,,,0,0,0,0,0,0,,,0,0,0,0,0,0
38,10,Locale_Event:event_bh_weapon_name_10,Locale_Event:event_bh_weapon_description_10,bh_weapon_10,icn_bh_weapon_10,10,0,2,False,Firearms,Random,ProjectileBomb,Range,proj_bh_weapon_10_01,fx_bh_monster_hit,350,300,80,1,1,0,False,0,True,150,0,0,0,0,175,400,550,proj_bh_weapon_10_01_hit,,DebuffCarpet,Locale_Event:event_bh_weapon_10_skill_description_01,None,,fx_bh_slow_carpet,,300,250,30,0,0,0,,,0,0,0,0,0,0
39,10,Locale_Event:event_bh_weapon_name_10,Locale_Event:event_bh_weapon_description_10,bh_weapon_10,icn_bh_weapon_10,10,0,3,False,Firearms,Random,ProjectileBomb,Range,proj_bh_weapon_10_01,fx_bh_monster_hit,350,300,80,1,1,0,False,0,True,150,0,0,0,0,200,400,550,proj_bh_weapon_10_02_hit,,DebuffCarpet,Locale_Event:event_bh_weapon_10_skill_description_01,None,Locale_Event:event_bh_weapon_10_skill_description_02,fx_bh_stun_carpet,proj_bh_weapon_10_02,400,250,40,3,200,200,,,0,0,0,0,0,0
40,10,Locale_Event:event_bh_weapon_name_10,Locale_Event:event_bh_weapon_description_10,bh_weapon_10,icn_bh_weapon_10,10,0,4,True,Firearms,Random,ProjectileBomb,Range,proj_bh_weapon_10_01,fx_bh_monster_hit,350,300,80,1,1,0,False,0,True,150,0,0,0,0,225,400,550,proj_bh_weapon_10_02_hit,,DebuffCarpet,Locale_Event:event_bh_weapon_10_skill_description_01,None,Locale_Event:event_bh_weapon_10_skill_description_02,fx_bh_stun_carpet,proj_bh_weapon_10_02,500,300,50,5,200,200,,,0,0,0,0,0,0
41,11,Locale_Event:event_bh_subweapon_name_01,Locale_Event:event_bh_subweapon_description_01,bh_subweapon_01,,11,0,1,False,Subweapon,None,None,None,,,0,0,0,0,0,0,False,0,False,0,0,0,0,0,0,0,0,,,GainExpUp,Locale_Event:event_bh_subweapon_01_skill_description_01,None,,,,5,0,0,0,0,0,,,0,0,0,0,0,0
42,11,Locale_Event:event_bh_subweapon_name_01,Locale_Event:event_bh_subweapon_description_01,bh_subweapon_01,,11,0,2,False,Subweapon,None,None,None,,,0,0,0,0,0,0,False,0,False,0,0,0,0,0,0,0,0,,,GainExpUp,Locale_Event:event_bh_subweapon_01_skill_description_01,None,,,,10,0,0,0,0,0,,,0,0,0,0,0,0
43,11,Locale_Event:event_bh_subweapon_name_01,Locale_Event:event_bh_subweapon_description_01,bh_subweapon_01,,11,0,3,False,Subweapon,None,None,None,,,0,0,0,0,0,0,False,0,False,0,0,0,0,0,0,0,0,,,GainExpUp,Locale_Event:event_bh_subweapon_01_skill_description_01,None,,,,15,0,0,0,0,0,,,0,0,0,0,0,0
44,11,Locale_Event:event_bh_subweapon_name_01,Locale_Event:event_bh_subweapon_description_01,bh_subweapon_01,,11,0,4,True,Subweapon,None,None,None,,,0,0,0,0,0,0,False,0,False,0,0,0,0,0,0,0,0,,,GainExpUp,Locale_Event:event_bh_subweapon_01_skill_description_01,None,,,,20,0,0,0,0,0,,,0,0,0,0,0,0
45,12,Locale_Event:event_bh_subweapon_name_02,Locale_Event:event_bh_subweapon_description_02,bh_subweapon_02,,12,0,1,False,Subweapon,None,None,None,,,0,0,0,0,0,0,False,0,False,0,0,0,0,0,0,0,0,,,GainGoldRatioUp,Locale_Event:event_bh_subweapon_02_skill_description_01,None,,,,5,0,0,0,0,0,,,0,0,0,0,0,0
46,12,Locale_Event:event_bh_subweapon_name_02,Locale_Event:event_bh_subweapon_description_02,bh_subweapon_02,,12,0,2,False,Subweapon,None,None,None,,,0,0,0,0,0,0,False,0,False,0,0,0,0,0,0,0,0,,,GainGoldRatioUp,Locale_Event:event_bh_subweapon_02_skill_description_01,None,,,,10,0,0,0,0,0,,,0,0,0,0,0,0
47,12,Locale_Event:event_bh_subweapon_name_02,Locale_Event:event_bh_subweapon_description_02,bh_subweapon_02,,12,0,3,False,Subweapon,None,None,None,,,0,0,0,0,0,0,False,0,False,0,0,0,0,0,0,0,0,,,GainGoldRatioUp,Locale_Event:event_bh_subweapon_02_skill_description_01,None,,,,15,0,0,0,0,0,,,0,0,0,0,0,0
48,12,Locale_Event:event_bh_subweapon_name_02,Locale_Event:event_bh_subweapon_description_02,bh_subweapon_02,,12,0,4,True,Subweapon,None,None,None,,,0,0,0,0,0,0,False,0,False,0,0,0,0,0,0,0,0,,,GainGoldRatioUp,Locale_Event:event_bh_subweapon_02_skill_description_01,None,,,,20,0,0,0,0,0,,,0,0,0,0,0,0
49,13,Locale_Event:event_bh_subweapon_name_03,Locale_Event:event_bh_subweapon_description_03,bh_subweapon_03,,13,0,1,False,Subweapon,None,None,None,,,0,0,0,0,0,0,False,0,False,0,0,0,0,0,0,0,0,,,AllWeaponDamageRatioUp,Locale_Event:event_bh_subweapon_03_skill_description_01,None,,,,3,0,0,0,0,0,,,0,0,0,0,0,0
50,13,Locale_Event:event_bh_subweapon_name_03,Locale_Event:event_bh_subweapon_description_03,bh_subweapon_03,,13,0,2,False,Subweapon,None,None,None,,,0,0,0,0,0,0,False,0,False,0,0,0,0,0,0,0,0,,,AllWeaponDamageRatioUp,Locale_Event:event_bh_subweapon_03_skill_description_01,None,,,,6,0,0,0,0,0,,,0,0,0,0,0,0
51,13,Locale_Event:event_bh_subweapon_name_03,Locale_Event:event_bh_subweapon_description_03,bh_subweapon_03,,13,0,3,False,Subweapon,None,None,None,,,0,0,0,0,0,0,False,0,False,0,0,0,0,0,0,0,0,,,AllWeaponDamageRatioUp,Locale_Event:event_bh_subweapon_03_skill_description_01,None,,,,9,0,0,0,0,0,,,0,0,0,0,0,0
52,13,Locale_Event:event_bh_subweapon_name_03,Locale_Event:event_bh_subweapon_description_03,bh_subweapon_03,,13,0,4,True,Subweapon,None,None,None,,,0,0,0,0,0,0,False,0,False,0,0,0,0,0,0,0,0,,,AllWeaponDamageRatioUp,Locale_Event:event_bh_subweapon_03_skill_description_01,None,,,,12,0,0,0,0,0,,,0,0,0,0,0,0
53,14,Locale_Event:event_bh_subweapon_name_04,Locale_Event:event_bh_subweapon_description_04,bh_subweapon_04,,14,0,1,False,Subweapon,None,None,None,,,0,0,0,0,0,0,False,0,False,0,0,0,0,0,0,0,0,,,BarricadeHpUp,Locale_Event:event_bh_subweapon_04_skill_description_01,DamageReflection,Locale_Event:event_bh_subweapon_04_skill_description_02,,,8,0,0,0,0,0,,,2,0,0,0,0,0
54,14,Locale_Event:event_bh_subweapon_name_04,Locale_Event:event_bh_subweapon_description_04,bh_subweapon_04,,14,0,2,False,Subweapon,None,None,None,,,0,0,0,0,0,0,False,0,False,0,0,0,0,0,0,0,0,,,BarricadeHpUp,Locale_Event:event_bh_subweapon_04_skill_description_01,DamageReflection,Locale_Event:event_bh_subweapon_04_skill_description_02,,,12,0,0,0,0,0,,,4,0,0,0,0,0
55,14,Locale_Event:event_bh_subweapon_name_04,Locale_Event:event_bh_subweapon_description_04,bh_subweapon_04,,14,0,3,False,Subweapon,None,None,None,,,0,0,0,0,0,0,False,0,False,0,0,0,0,0,0,0,0,,,BarricadeHpUp,Locale_Event:event_bh_subweapon_04_skill_description_01,DamageReflection,Locale_Event:event_bh_subweapon_04_skill_description_02,,,16,0,0,0,0,0,,,6,0,0,0,0,0
