id,name_localkey,description_localkey,camera_work,weapon_type,fire_type,attack_type,counter_enermy,input_type,is_targeting,prefer_target,prefer_target_condition,damage,shot_count,muzzle_count,multi_target_count,center_shot_count,shot_timing,max_ammo,maintain_fire_stance,uptype_fire_timing,reload_time,reload_bullet,reload_start_ammo,rate_of_fire_reset_time,rate_of_fire,end_rate_of_fire,rate_of_fire_change_pershot,burst_energy_pershot,target_burst_energy_pershot,penetration,spot_first_delay,spot_last_delay,start_accuracy_circle_scale,end_accuracy_circle_scale,accuracy_change_pershot,accuracy_change_speed,auto_start_accuracy_circle_scale,auto_end_accuracy_circle_scale,auto_accuracy_change_pershot,auto_accuracy_change_speed,zoom_rate,multi_aim_range,spot_projectile_speed,charge_time,full_charge_damage,full_charge_burst_energy,spot_radius_object,spot_radius,spot_explosion_range,homing_script,core_damage_rate,shake_id,shaketype,shakeweight,aim_prefab,hurt_function_id_list/0/name,hurt_function_id_list/0/value,use_function_id_list/0/name,use_function_id_list/0/value
1004001,Locale_Skill:character_shot_name_localkey_smg_down,Locale_Skill:character_shot_description_localkey_smg_down,camera_work_01,SMG,Instant,Energy,Energy_Type,DOWN,True,TargetAR,None,873,1,1,0,0,Concurrence,120,0,0,150,10000,119,0,1440,1440,0,1000,2000,0,20,20,110,110,0,0,110,110,0,0,0,0,0,0,10000,0,0,0,0,,20000,1,Fire_SMG,120,,hurt_function_id_list,0,use_function_id_list,0
1004101,Locale_Skill:character_shot_name_localkey_smg_down,Locale_Skill:character_shot_description_localkey_smg_down,camera_work_01,SMG,Instant,Energy,Energy_Type,DOWN,True,TargetAR,None,455,1,2,0,0,Concurrence,120,0,0,180,10000,119,0,1440,1440,0,1000,2000,0,20,20,110,110,0,0,110,110,0,0,0,0,0,0,10000,0,0,0,0,,20000,1,Fire_SMG,120,,hurt_function_id_list,0,use_function_id_list,0
1004102,,,camera_work_02,SG,Instant,Metal,Metal_Type,DOWN,True,Front,None,0,5,2,0,0,Concurrence,999,0,0,0,0,998,0,144,144,0,0,0,0,20,20,250,250,0,0,250,250,0,0,0,0,0,0,10000,0,0,0,0,,20000,2,Fire_SG,120,,hurt_function_id_list,0,use_function_id_list,0
1004301,Locale_Skill:character_shot_name_localkey_sr_up,Locale_Skill:character_shot_description_localkey_sr_up,camera_work_01,SR,Instant,Energy,Energy_Type,UP,False,Back,None,6904,1,1,0,0,Concurrence,6,0,0,200,10000,5,0,60,60,0,28000,56000,0,20,20,10,10,0,0,10,10,0,0,30,0,0,100,25000,25000,0,0,0,,20000,2,Fire_SR,120,,hurt_function_id_list,0,use_function_id_list,0
1005301,Locale_Skill:character_shot_name_localkey_ar_down,Locale_Skill:character_shot_description_localkey_ar_down,camera_work_01,AR,Instant,Energy,Energy_Type,DOWN,True,TargetAR,None,1414,1,1,0,0,Concurrence,60,0,0,130,10000,59,0,720,720,0,2000,4000,0,13,20,75,75,0,0,75,75,0,0,0,0,0,0,10000,0,0,0,0,,20000,1,Fire_AR,120,,hurt_function_id_list,0,use_function_id_list,0
1006001,Locale_Skill:character_shot_name_localkey_rl_up,Locale_Skill:character_shot_description_localkey_rl_up,camera_work_01,RL,HomingProjectile,Metal,Metal_Type,UP,False,TargetGL,None,6130,1,1,0,0,Concurrence,6,0,0,200,10000,5,0,60,60,0,14000,28000,0,20,20,10,10,0,0,10,10,0,0,0,0,100,150,35000,35000,2,50,500,lv1,20000,2,Fire_RL,120,,hurt_function_id_list,0,use_function_id_list,0
1006101,Locale_Skill:character_shot_name_localkey_rl_up,Locale_Skill:character_shot_description_localkey_rl_up,camera_work_01,RL,HomingProjectile,Metal,Metal_Type,UP,False,TargetGL,None,6130,1,1,0,0,Concurrence,6,0,0,200,10000,5,0,60,60,0,14000,28000,0,20,20,10,10,0,0,10,10,0,0,0,0,100,100,25000,25000,2,50,500,lv1,20000,2,Fire_RL,120,,hurt_function_id_list,0,use_function_id_list,0
1007001,Locale_Skill:character_shot_name_localkey_ar_down,Locale_Skill:character_shot_description_localkey_ar_down,camera_work_01,AR,Instant,Metal,Energy_Type,DOWN,True,TargetAR,None,1429,1,1,0,0,Concurrence,60,0,0,130,10000,59,0,720,720,0,2000,4000,0,20,20,75,75,0,0,75,75,0,0,0,0,0,0,10000,0,0,0,0,,20000,1,Fire_AR,120,,hurt_function_id_list,0,use_function_id_list,0
1007101,Locale_Skill:character_shot_name_localkey_smg_down,Locale_Skill:character_shot_description_localkey_smg_down,camera_work_01,SMG,Instant,Energy,Energy_Type,DOWN,True,TargetAR,None,585,1,2,0,0,Concurrence,120,0,0,200,10000,119,0,1440,1440,0,1000,2000,0,20,20,110,110,0,0,110,110,0,0,0,0,0,0,10000,0,0,0,0,,25000,1,Fire_SMG,120,,hurt_function_id_list,0,use_function_id_list,0
1007201,Locale_Skill:character_shot_name_localkey_mg_down,Locale_Skill:character_shot_description_localkey_mg_down,camera_work_02,MG,Instant,Metal,Energy_Type,DOWN,False,TargetPS,None,538,1,1,0,0,Concurrence,300,0,0,216,10000,299,100,60,4200,100,500,1000,0,20,20,250,10,7,150,250,10,7,150,0,0,0,0,10000,0,0,0,0,,20000,1,Fire_MG,120,,hurt_function_id_list,0,use_function_id_list,0
1008001,Locale_Skill:character_shot_name_localkey_rl_up,Locale_Skill:character_shot_description_localkey_rl_up,camera_work_01,RL,HomingProjectile,Metal,Metal_Type,UP,False,TargetGL,None,6130,1,1,0,0,Concurrence,6,0,0,50,3300,5,0,60,60,0,34500,69000,0,20,20,10,10,0,0,10,10,0,0,0,0,100,100,25000,25000,2,50,500,lv1,20000,2,Fire_RL,120,,hurt_function_id_list,0,use_function_id_list,0
1008101,Locale_Skill:character_shot_name_localkey_sg_down,Locale_Skill:character_shot_description_localkey_sg_down,camera_work_02,SG,Instant,Energy,Energy_Type,DOWN,True,Front,None,19460,10,1,0,0,Concurrence,9,0,0,130,10000,8,0,90,90,0,1500,3000,0,13,20,250,250,0,0,250,250,0,0,0,0,0,0,10000,0,0,0,0,,20000,2,Fire_SG,120,,hurt_function_id_list,0,use_function_id_list,0
1008201,Locale_Skill:character_shot_name_localkey_smg_down,Locale_Skill:character_shot_description_localkey_smg_down,camera_work_01,SMG,Instant,Energy,Energy_Type,DOWN,True,TargetAR,None,873,1,1,0,0,Concurrence,120,0,0,150,10000,119,0,1440,1440,0,1000,2000,0,20,20,110,110,0,0,110,110,0,0,0,0,0,0,10000,0,0,0,0,,20000,1,Fire_SMG,120,,hurt_function_id_list,0,use_function_id_list,0
1009001,Locale_Skill:character_shot_name_localkey_mg_down,Locale_Skill:character_shot_description_localkey_mg_down,camera_work_02,MG,Instant,Metal,Energy_Type,DOWN,False,TargetPS,None,557,1,1,0,0,Concurrence,300,0,0,250,10000,299,100,60,4200,100,500,1000,0,20,20,250,10,7,150,250,10,7,150,0,0,0,0,10000,0,0,0,0,,20000,1,Fire_MG,120,,hurt_function_id_list,0,use_function_id_list,0
1009101,Locale_Skill:character_shot_name_localkey_rl_up,Locale_Skill:character_shot_description_localkey_rl_up,camera_work_01,RL,HomingProjectile,Metal,Metal_Type,UP,False,TargetGL,None,6130,1,1,0,0,Concurrence,6,0,0,200,10000,5,0,60,60,0,14000,28000,0,20,20,10,10,0,0,10,10,0,0,0,0,100,100,25000,25000,2,50,500,lv1,20000,2,Fire_RL,120,,hurt_function_id_list,0,use_function_id_list,0
1009102,,,camera_work_01,None,HomingProjectile,Energy,None,DOWN,False,HighHP,None,0,1,6,0,0,Sequence,0,0,0,0,0,0,0,0,0,0,0,0,0,200,20,1,1,0,0,1,1,0,0,0,0,40,100,10000,0,2,20,100,lv2,20000,0,Fire_AR,120,,hurt_function_id_list,0,use_function_id_list,0
1009201,Locale_Skill:character_shot_name_localkey_sr_up,Locale_Skill:character_shot_description_localkey_sr_up,camera_work_01,SR,Instant,Energy,Energy_Type,UP,False,Back,None,7107,1,1,0,0,Concurrence,6,0,0,233,10000,5,0,60,60,0,29000,58000,0,20,20,10,10,0,0,10,10,0,0,30,0,0,100,25000,25000,0,0,0,,20000,2,Fire_SR,120,,hurt_function_id_list,0,use_function_id_list,0
1010001,Locale_Skill:character_shot_name_localkey_rl_up,Locale_Skill:character_shot_description_localkey_rl_up,camera_work_01,RL,ProjectileDirect,Metal,Metal_Type,UP,False,TargetGL,None,6311,1,1,0,0,Concurrence,6,0,0,233,10000,5,0,60,60,0,14500,29000,0,20,20,10,10,0,0,10,10,0,0,0,0,300,100,25000,25000,2,50,500,lv1,20000,2,Fire_RL,120,,hurt_function_id_list,0,use_function_id_list,0
1010002,,,camera_work_01,MG,Instant,Metal,None,DOWN,False,TargetPS,None,0,1,1,0,0,Concurrence,999,0,0,0,0,998,100,0,0,0,0,0,50,20,20,1,1,0,0,1,1,0,0,0,0,0,0,10000,0,0,0,0,,20000,0,Fire_MG,120,,hurt_function_id_list,0,use_function_id_list,0
1010101,Locale_Skill:character_shot_name_localkey_sg_down,Locale_Skill:character_shot_description_localkey_sg_down,camera_work_02,SG,Instant,Energy,Energy_Type,DOWN,True,Front,None,21430,10,1,0,0,Concurrence,9,0,0,50,3300,8,0,90,90,0,4500,9000,0,20,20,250,250,0,0,250,250,0,0,0,0,0,0,10000,0,0,0,0,,20000,2,Fire_SG,120,,hurt_function_id_list,0,use_function_id_list,0
1010201,Locale_Skill:character_shot_name_localkey_sr_up,Locale_Skill:character_shot_description_localkey_sr_up,camera_work_01,SR,Instant,Bio,Energy_Type,UP,False,Back,None,6904,1,1,0,0,Concurrence,6,0,0,200,10000,5,0,60,60,0,28000,56000,0,20,20,10,10,0,0,10,10,0,0,30,0,0,100,25000,25000,0,0,0,,20000,2,Fire_SR,120,,hurt_function_id_list,0,use_function_id_list,0
1010202,,,camera_work_01,SR,Instant,Energy,None,UP,False,Back,None,0,1,1,0,0,Concurrence,0,0,0,0,0,0,0,0,0,0,0,0,50,10,20,1,1,0,0,1,1,0,0,0,0,0,200,30000,0,2,800,0,,20000,0,Fire_SR,120,,hurt_function_id_list,0,use_function_id_list,0
1011001,Locale_Skill:character_shot_name_localkey_smg_down,Locale_Skill:character_shot_description_localkey_smg_down,camera_work_01,SMG,Instant,Bio,Energy_Type,DOWN,True,TargetAR,None,559,1,2,0,0,Concurrence,120,0,0,167,10000,119,0,1440,1440,0,1000,2000,0,20,20,110,110,0,0,110,110,0,0,0,0,0,0,10000,0,0,0,0,,25000,1,Fire_SMG,120,,hurt_function_id_list,0,use_function_id_list,0
1011101,Locale_Skill:character_shot_name_localkey_rl_up,Locale_Skill:character_shot_description_localkey_rl_up,camera_work_01,RL,HomingProjectile,Metal,Metal_Type,UP,False,TargetGL,None,6502,1,1,0,0,Concurrence,6,0,0,67,3300,5,0,60,60,0,35500,71000,0,20,20,10,10,0,0,10,10,0,0,0,0,100,100,25000,25000,2,50,500,lv1,20000,2,Fire_RL,120,,hurt_function_id_list,0,use_function_id_list,0
1011201,Locale_Skill:character_shot_name_localkey_sg_down,Locale_Skill:character_shot_description_localkey_sg_down,camera_work_01,SG,Instant,Metal,Metal_Type,DOWN,True,Front,None,22040,10,1,0,0,Concurrence,9,0,0,56,3300,8,0,90,90,0,4500,9000,0,20,20,250,250,0,0,250,250,0,0,0,0,0,0,10000,0,0,0,0,,20000,2,Fire_SG,120,,hurt_function_id_list,0,use_function_id_list,0
1012001,Locale_Skill:character_shot_name_localkey_rl_up,Locale_Skill:character_shot_description_localkey_rl_up,camera_work_01,RL,HomingProjectile,Metal,Metal_Type,UP,False,TargetGL,None,6130,1,1,0,0,Concurrence,6,0,0,200,10000,5,0,60,60,0,14000,28000,0,20,20,10,10,0,0,10,10,0,0,0,0,100,150,35000,35000,2,50,500,lv1,20000,2,Fire_RL,120,,hurt_function_id_list,0,use_function_id_list,0
1013001,Locale_Skill:character_shot_name_localkey_sg_down,Locale_Skill:character_shot_description_localkey_sg_down,camera_work_02,SG,Instant,Energy,Energy_Type,DOWN,True,Front,None,20150,10,1,0,0,Concurrence,9,0,0,150,10000,8,0,90,90,0,2000,4000,0,20,20,250,250,0,0,250,250,0,0,0,0,0,0,10000,0,0,0,0,,20000,2,Fire_SG,120,,hurt_function_id_list,0,use_function_id_list,0
1013101,Locale_Skill:character_shot_name_localkey_sg_down,Locale_Skill:character_shot_description_localkey_sg_down,camera_work_02,SG,Instant,Energy,Energy_Type,DOWN,True,Front,None,23160,10,1,0,0,Concurrence,9,0,0,67,3300,8,0,90,90,0,4500,9000,0,20,20,250,250,0,0,250,250,0,0,0,0,0,0,10000,0,0,0,0,,20000,2,Fire_SG,120,,hurt_function_id_list,0,use_function_id_list,0
1014001,Locale_Skill:character_shot_name_localkey_sg_down,Locale_Skill:character_shot_description_localkey_sg_down,camera_work_02,SG,Instant,Bio,Energy_Type,DOWN,True,Front,None,23160,10,1,0,0,Concurrence,9,0,0,67,3300,8,0,90,90,0,4500,9000,0,20,20,250,250,0,0,250,250,0,0,0,0,0,0,10000,0,0,0,0,,20000,2,Fire_SG,120,,hurt_function_id_list,0,use_function_id_list,0
1014002,,,camera_work_01,SG,Instant,Energy,None,DOWN,False,Front,None,0,3,1,0,1,Concurrence,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,40,40,0,0,40,40,0,0,0,0,0,0,0,0,0,0,0,,20000,2,Fire_SG,120,,hurt_function_id_list,0,use_function_id_list,0
1014101,Locale_Skill:character_shot_name_localkey_sr_up,Locale_Skill:character_shot_description_localkey_sr_up,camera_work_01,SR,Instant,Bio,Energy_Type,UP,False,Back,None,6904,1,1,0,0,Concurrence,6,0,0,200,10000,5,0,60,60,0,28000,56000,0,20,20,10,10,0,0,10,10,0,0,30,0,0,100,25000,25000,0,0,0,,20000,2,Fire_SR,120,,hurt_function_id_list,0,use_function_id_list,0
1014102,,,camera_work_01,SR,Instant,Metal,None,UP,False,Back,None,0,1,1,0,0,Concurrence,0,0,0,0,0,0,0,0,0,0,0,0,0,10,20,1,1,0,0,1,1,0,0,0,0,0,10,10000,0,0,800,100,,20000,0,Fire_SR,120,,hurt_function_id_list,0,use_function_id_list,0
1014201,Locale_Skill:character_shot_name_localkey_sr_up,Locale_Skill:character_shot_description_localkey_sr_up,camera_work_01,SR,Instant,Bio,Energy_Type,UP,False,Back,None,6595,1,1,0,0,Concurrence,6,0,0,150,10000,5,0,60,60,0,26500,53000,0,20,20,10,10,0,0,10,10,0,0,30,0,0,100,25000,25000,0,0,0,,20000,2,Fire_SR,120,,hurt_function_id_list,0,use_function_id_list,0
1015001,Locale_Skill:character_shot_name_localkey_ar_down,Locale_Skill:character_shot_description_localkey_ar_down,camera_work_01,AR,Instant,Bio,Energy_Type,DOWN,True,TargetAR,None,1407,1,1,0,0,Concurrence,60,0,0,120,10000,59,0,720,720,0,2000,4000,0,20,20,75,75,0,0,75,75,0,0,0,0,0,0,10000,0,0,0,0,,20000,1,Fire_AR,120,,hurt_function_id_list,0,use_function_id_list,0
1016001,Locale_Skill:character_shot_name_localkey_rl_up,Locale_Skill:character_shot_description_localkey_rl_up,camera_work_01,RL,HomingProjectile,Metal,Metal_Type,UP,False,TargetGL,None,6130,1,1,0,0,Concurrence,6,0,0,200,10000,5,0,60,60,0,14000,28000,0,20,20,10,10,0,0,10,10,0,0,0,0,100,150,35000,35000,2,50,500,lv1,20000,2,Fire_RL,120,,hurt_function_id_list,0,use_function_id_list,0
1016002,,,camera_work_01,None,ProjectileDirect,Energy,None,UP,False,HighHP,None,0,1,1,0,0,Concurrence,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,1,1,0,0,1,1,0,0,0,0,100,100,10000,0,2,100,1000,,20000,0,Fire_AR,120,,hurt_function_id_list,0,use_function_id_list,0
1016101,Locale_Skill:character_shot_name_localkey_ar_down,Locale_Skill:character_shot_description_localkey_ar_down,camera_work_01,AR,Instant,Bio,Energy_Type,DOWN,True,TargetAR,None,1507,1,1,0,0,Concurrence,60,0,0,167,10000,59,0,720,720,0,2500,5000,0,20,20,75,75,0,0,75,75,0,0,0,0,0,0,10000,0,0,0,0,,20000,1,Fire_AR,120,,hurt_function_id_list,0,use_function_id_list,0
1017001,Locale_Skill:character_shot_name_localkey_ar_down,Locale_Skill:character_shot_description_localkey_ar_down,camera_work_01,AR,Instant,Energy,Energy_Type,DOWN,True,TargetAR,None,1365,1,1,0,0,Concurrence,60,0,0,100,10000,59,0,720,720,0,2000,4000,0,20,20,75,75,0,0,75,75,0,0,0,0,0,0,10000,0,0,0,0,,20000,1,Fire_AR,120,,hurt_function_id_list,0,use_function_id_list,0
1017101,Locale_Skill:character_shot_name_localkey_sr_up,Locale_Skill:character_shot_description_localkey_sr_up,camera_work_02,SR,Instant,Bio,Energy_Type,UP,False,Back,None,6823,1,1,0,0,Concurrence,6,0,0,187,10000,5,0,60,60,0,27500,55000,0,20,20,10,10,0,0,10,10,0,0,30,0,0,100,25000,25000,0,0,0,,20000,2,Fire_SR,120,,hurt_function_id_list,0,use_function_id_list,0
1017201,Locale_Skill:character_shot_name_localkey_sr_up,Locale_Skill:character_shot_description_localkey_sr_up,camera_work_01,SR,Instant,Bio,Energy_Type,UP,False,Back,None,6737,1,1,0,0,Concurrence,6,0,0,173,10000,5,0,60,60,0,27000,54000,0,20,20,10,10,0,0,10,10,0,0,30,0,0,100,25000,25000,0,0,0,,20000,2,Fire_SR,120,,hurt_function_id_list,0,use_function_id_list,0
1018001,Locale_Skill:character_shot_name_localkey_mg_down,Locale_Skill:character_shot_description_localkey_mg_down,camera_work_02,MG,Instant,Metal,Energy_Type,DOWN,False,TargetPS,None,557,1,1,0,0,Concurrence,300,0,0,250,10000,299,100,60,4200,100,500,1000,0,20,20,250,10,7,150,250,10,7,150,0,0,0,0,10000,0,0,0,0,,20000,1,Fire_MG,120,,hurt_function_id_list,0,use_function_id_list,0
1018101,Locale_Skill:character_shot_name_localkey_sg_down,Locale_Skill:character_shot_description_localkey_sg_down,camera_work_02,SG,Instant,Energy,Energy_Type,DOWN,True,Front,None,23160,10,1,0,0,Concurrence,9,0,0,67,3300,8,0,90,90,0,4500,9000,0,20,20,250,250,0,0,250,250,0,0,0,0,0,0,10000,0,0,0,0,,20000,2,Fire_SG,120,,hurt_function_id_list,0,use_function_id_list,0
1019001,Locale_Skill:character_shot_name_localkey_smg_down,Locale_Skill:character_shot_description_localkey_smg_down,camera_work_02,SMG,Instant,Energy,Energy_Type,DOWN,True,TargetAR,None,1032,1,1,0,0,Concurrence,120,0,0,276,10000,119,0,1440,1440,0,1500,3000,0,20,20,110,110,0,0,110,110,0,0,0,0,0,0,10000,0,0,0,0,,20000,1,Fire_SMG,120,,hurt_function_id_list,0,use_function_id_list,0
1019101,Locale_Skill:character_shot_name_localkey_sr_up,Locale_Skill:character_shot_description_localkey_sr_up,camera_work_01,SR,Instant,Bio,Energy_Type,UP,False,Back,None,6904,1,1,0,0,Concurrence,6,0,0,200,10000,5,0,60,60,0,28000,56000,0,20,20,10,10,0,0,10,10,0,0,30,0,0,150,35000,35000,0,0,0,,20000,2,Fire_SR,120,,hurt_function_id_list,0,use_function_id_list,0
1020001,Locale_Skill:character_shot_name_localkey_ar_down,Locale_Skill:character_shot_description_localkey_ar_down,camera_work_02,AR,Instant,Energy,Energy_Type,DOWN,True,TargetAR,None,1365,1,1,0,0,Concurrence,60,0,0,100,10000,59,0,720,720,0,2000,4000,0,20,20,75,75,0,0,75,75,0,0,0,0,0,0,10000,0,0,0,0,,20000,1,Fire_AR,120,,hurt_function_id_list,0,use_function_id_list,0
1020101,Locale_Skill:character_shot_name_localkey_rl_up,Locale_Skill:character_shot_description_localkey_rl_up,camera_work_01,RL,HomingProjectile,Metal,Metal_Type,UP,False,TargetGL,None,6130,1,1,0,0,Concurrence,6,0,0,200,10000,5,0,60,60,0,14000,28000,0,20,20,10,10,0,0,10,10,0,0,0,0,100,150,35000,35000,2,50,500,lv1,20000,2,Fire_RL,120,,hurt_function_id_list,0,use_function_id_list,0
1020102,,,camera_work_01,RL,HomingProjectile,Metal,None,UP,False,TargetGL,None,0,1,1,0,0,Concurrence,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,10,10,0,0,10,10,0,0,0,0,100,150,35000,0,2,50,300,lv1,20000,2,Fire_RL,120,,hurt_function_id_list,0,use_function_id_list,0
1020201,Locale_Skill:character_shot_name_localkey_sr_up,Locale_Skill:character_shot_description_localkey_sr_up,camera_work_02,SR,Instant,Bio,Energy_Type,UP,False,Back,None,6904,1,1,0,0,Concurrence,6,0,0,200,10000,5,0,60,60,0,28000,56000,0,20,20,10,10,0,0,10,10,0,0,30,0,0,100,25000,25000,0,0,0,,20000,2,Fire_SR,120,,hurt_function_id_list,0,use_function_id_list,0
1020202,,,camera_work_01,SR,Instant,Metal,None,UP,False,Back,None,0,1,1,0,0,Concurrence,0,0,0,0,0,0,0,0,0,0,0,0,300,10,20,1,1,0,0,1,1,0,0,0,0,0,10,10000,0,0,0,0,,20000,0,Fire_SR,120,,hurt_function_id_list,0,use_function_id_list,0
1021001,Locale_Skill:character_shot_name_localkey_sr_up,Locale_Skill:character_shot_description_localkey_sr_up,camera_work_01,SR,Instant,Bio,Energy_Type,UP,False,Back,None,6904,1,1,0,0,Concurrence,6,0,0,200,10000,5,0,60,60,0,28000,56000,0,20,20,10,10,0,0,10,10,0,0,30,0,0,100,25000,25000,0,0,0,,20000,2,Fire_SR,120,,hurt_function_id_list,0,use_function_id_list,0
1021201,Locale_Skill:character_shot_name_localkey_smg_down,Locale_Skill:character_shot_description_localkey_smg_down,camera_work_01,SMG,Instant,Energy,Energy_Type,DOWN,True,TargetAR,None,810,1,1,0,0,Concurrence,120,0,0,100,10000,119,0,1440,1440,0,1000,2000,0,20,20,110,110,0,0,110,110,0,0,0,0,0,0,10000,0,0,0,0,,20000,1,Fire_SMG,120,,hurt_function_id_list,0,use_function_id_list,0
1022001,Locale_Skill:character_shot_name_localkey_ar_down,Locale_Skill:character_shot_description_localkey_ar_down,camera_work_01,AR,Instant,Energy,Energy_Type,DOWN,True,TargetAR,None,1471,1,1,0,0,Concurrence,60,0,0,150,10000,59,0,720,720,0,2500,5000,0,20,20,75,75,0,0,75,75,0,0,0,0,0,0,10000,0,0,0,0,,20000,1,Fire_AR,120,,hurt_function_id_list,0,use_function_id_list,0
