id,clearedstageid,closestageid,charresourceid,title_textlocale,textlocale,background,fieldmovingroutecontrol,hiddenitemmarkresource,unmaskcontrol,unmaskinputcontrol,nextid,reconnectiontutorialid,addonresource/0/name,addonresource/0/value,markhiddenitemid/0/name,markhiddenitemid/0/value,unmaskkeylist/0/name,unmaskkeylist/0/value,unmaskkeylist/1/name,unmaskkeylist/1/value,unmaskkeylist/2/name,unmaskkeylist/2/value,unmaskkeylist/3/name,unmaskkeylist/3/value,unmaskkeylist/4/name,unmaskkeylist/4/value
18,6001004,6002001,si_c907_00_s,Locale_Tutorial:field_tuto06_04_title,Locale_Tutorial:field_tuto06_04_description,1,False,,True,False,19,0,addonresource,None,,,unmaskkeylist,field_tuto06_04,,,,,,,,
19,6001004,6002001,si_c907_00_s,Locale_Tutorial:field_tuto06_05_title,Locale_Tutorial:field_tuto06_05_description,0,False,,True,True,20,0,addonresource,popup_field_tuto06_05,,,,,,,,,,,,
20,6001004,6002001,si_c907_00_s,Locale_Tutorial:field_tuto06_06_title,Locale_Tutorial:field_tuto06_06_description,1,False,,True,False,21,0,addonresource,None,,,unmaskkeylist,field_tuto06_06_a,unmaskkeylist,field_tuto06_06_b,unmaskkeylist,field_tuto06_06_c,unmaskkeylist,field_tuto06_06_d,unmaskkeylist,field_tuto06_06_e
21,6001004,6002001,si_c907_00_s,Locale_Tutorial:field_tuto06_07_title,Locale_Tutorial:field_tuto06_07_description,1,False,,True,True,22,0,addonresource,None,,,unmaskkeylist,field_tuto06_07,,,,,,,,
22,6001004,6002001,si_c907_00_s,Locale_Tutorial:field_tuto06_08_title,Locale_Tutorial:field_tuto06_08_description,1,False,,True,True,23,0,addonresource,None,,,unmaskkeylist,field_tuto06_08,,,,,,,,
23,6001004,6002001,si_c907_00_s,Locale_Tutorial:field_tuto07_01_title,Locale_Tutorial:field_tuto07_01_description,1,False,,True,False,24,0,addonresource,None,,,unmaskkeylist,field_tuto07_01,,,,,,,,
24,6001004,6002001,si_c907_00_s,Locale_Tutorial:field_tuto07_02_title,Locale_Tutorial:field_tuto07_02_description,1,False,,True,True,25,0,addonresource,None,,,unmaskkeylist,tuto_icon_slot_large,,,,,,,,
25,6001004,6002001,si_c907_00_s,Locale_Tutorial:field_tuto07_03_title,Locale_Tutorial:field_tuto07_03_description,1,False,,True,False,26,0,addonresource,None,,,unmaskkeylist,field_tuto07_03,,,,,,,,
26,6001004,6002001,si_c907_00_s,Locale_Tutorial:field_tuto07_04_title,Locale_Tutorial:field_tuto07_04_description,1,False,,True,True,27,0,addonresource,None,,,unmaskkeylist,tuto_icon_slot_large,,,,,,,,
27,6001004,6002001,si_c907_00_s,Locale_Tutorial:field_tuto07_05_title,Locale_Tutorial:field_tuto07_05_description,1,False,,True,False,0,0,addonresource,None,,,unmaskkeylist,field_tuto07_05,,,,,,,,
