id,event_type,chapter_condition_type,chapter_condition_value,selection_group_id,selection_value,name_localkey,description_localkey,weight
23072,RandomSelection,Range,1,23072,4,Locale_System:SIMULATIONROOM_EVENT_NAME_23070,Locale_System:SIMULATIONROOM_EVENT_DESC_23070,5833
23073,RandomSelection,Range,1,23073,4,Locale_System:SIMULATIONROOM_EVENT_NAME_23070,Locale_System:SIMULATIONROOM_EVENT_DESC_23070,5833
23074,RandomSelection,Range,1,23074,4,Locale_System:SIMULATIONROOM_EVENT_NAME_23070,Locale_System:SIMULATIONROOM_EVENT_DESC_23070,5833
23080,RandomSelection,Range,1,23080,4,Locale_System:SIMULATIONROOM_EVENT_NAME_23080,Locale_System:SIMULATIONROOM_EVENT_DESC_23080,23333
23090,RandomSelection,Range,1,23090,2,Locale_System:SIMULATIONROOM_EVENT_NAME_23090,Locale_System:SIMULATIONROOM_EVENT_DESC_23090,23333
23100,RandomSelection,Range,1,23100,2,Locale_System:SIMULATIONROOM_EVENT_NAME_23100,Locale_System:SIMULATIONROOM_EVENT_DESC_23100,23333
23111,RandomSelection,Range,2,23111,2,Locale_System:SIMULATIONROOM_EVENT_NAME_23110,Locale_System:SIMULATIONROOM_EVENT_DESC_23110,11666
23112,RandomSelection,Range,2,23112,2,Locale_System:SIMULATIONROOM_EVENT_NAME_23110,Locale_System:SIMULATIONROOM_EVENT_DESC_23110,11666
23121,RandomSelection,Range,1,23121,3,Locale_System:SIMULATIONROOM_EVENT_NAME_23120,Locale_System:SIMULATIONROOM_EVENT_DESC_23120,3889
23122,RandomSelection,Range,1,23122,3,Locale_System:SIMULATIONROOM_EVENT_NAME_23120,Locale_System:SIMULATIONROOM_EVENT_DESC_23120,3889
23123,RandomSelection,Range,1,23123,3,Locale_System:SIMULATIONROOM_EVENT_NAME_23120,Locale_System:SIMULATIONROOM_EVENT_DESC_23120,3889
23124,RandomSelection,Range,1,23124,3,Locale_System:SIMULATIONROOM_EVENT_NAME_23120,Locale_System:SIMULATIONROOM_EVENT_DESC_23120,3889
23125,RandomSelection,Range,1,23125,3,Locale_System:SIMULATIONROOM_EVENT_NAME_23120,Locale_System:SIMULATIONROOM_EVENT_DESC_23120,3889
23126,RandomSelection,Range,1,23126,3,Locale_System:SIMULATIONROOM_EVENT_NAME_23120,Locale_System:SIMULATIONROOM_EVENT_DESC_23120,3889
23131,RandomSelection,Range,1,23131,2,Locale_System:SIMULATIONROOM_EVENT_NAME_23130,Locale_System:SIMULATIONROOM_EVENT_DESC_23130,7778
23132,RandomSelection,Range,1,23132,2,Locale_System:SIMULATIONROOM_EVENT_NAME_23130,Locale_System:SIMULATIONROOM_EVENT_DESC_23130,7778
23133,RandomSelection,Range,1,23133,2,Locale_System:SIMULATIONROOM_EVENT_NAME_23130,Locale_System:SIMULATIONROOM_EVENT_DESC_23130,7778
23140,RandomSelection,Range,2,23140,2,Locale_System:SIMULATIONROOM_EVENT_NAME_23140,Locale_System:SIMULATIONROOM_EVENT_DESC_23140,23333
23151,RandomSelection,Range,2,23151,2,Locale_System:SIMULATIONROOM_EVENT_NAME_23150,Locale_System:SIMULATIONROOM_EVENT_DESC_23150,5833
23152,RandomSelection,Range,2,23152,2,Locale_System:SIMULATIONROOM_EVENT_NAME_23150,Locale_System:SIMULATIONROOM_EVENT_DESC_23150,5833
23153,RandomSelection,Range,2,23153,2,Locale_System:SIMULATIONROOM_EVENT_NAME_23150,Locale_System:SIMULATIONROOM_EVENT_DESC_23150,5833
23154,RandomSelection,Range,2,23154,2,Locale_System:SIMULATIONROOM_EVENT_NAME_23150,Locale_System:SIMULATIONROOM_EVENT_DESC_23150,5833
24010,RandomSelection,Select,3,24010,3,Locale_System:SIMULATIONROOM_EVENT_NAME_24010,Locale_System:SIMULATIONROOM_EVENT_DESC_24010,50000
24020,RandomSelection,Select,2,24020,2,Locale_System:SIMULATIONROOM_EVENT_NAME_24020,Locale_System:SIMULATIONROOM_EVENT_DESC_24020,50000
30010,EnhanceBuff,Range,1,30010,2,Locale_System:SIMULATIONROOM_EVENT_NAME_30010,Locale_System:SIMULATIONROOM_EVENT_DESC_30010,10000
30020,EnhanceBuff,Range,1,30020,5,Locale_System:SIMULATIONROOM_EVENT_NAME_30020,Locale_System:SIMULATIONROOM_EVENT_DESC_30020,10000
30030,EnhanceBuff,Range,1,30030,2,Locale_System:SIMULATIONROOM_EVENT_NAME_30030,Locale_System:SIMULATIONROOM_EVENT_DESC_30030,10000
30041,EnhanceBuff,Range,1,30041,2,Locale_System:SIMULATIONROOM_EVENT_NAME_30040,Locale_System:SIMULATIONROOM_EVENT_DESC_30040,10000
30042,EnhanceBuff,Range,1,30042,2,Locale_System:SIMULATIONROOM_EVENT_NAME_30040,Locale_System:SIMULATIONROOM_EVENT_DESC_30040,10000
30043,EnhanceBuff,Range,1,30043,2,Locale_System:SIMULATIONROOM_EVENT_NAME_30040,Locale_System:SIMULATIONROOM_EVENT_DESC_30040,10000
30044,EnhanceBuff,Range,1,30044,2,Locale_System:SIMULATIONROOM_EVENT_NAME_30040,Locale_System:SIMULATIONROOM_EVENT_DESC_30040,10000
