id,group,step,condition_type,condition_value_min,condition_value_max,monster_stage_lv,passive_skill_id,target_passive_skill_id,gimmickobject_lv_control
30104,301,4,DamageDoneToTargetMonster,1400001,1800000,50,0,7000001,0
30105,301,5,DamageDoneToTargetMonster,1800001,2200000,54,0,7000001,0
30106,301,6,DamageDoneToTargetMonster,2200001,2600000,54,0,7000001,0
30107,301,7,DamageDoneToTargetMonster,2600001,3100000,54,0,7000001,0
30108,301,8,DamageDoneToTargetMonster,3100001,3600000,54,0,7000001,0
30109,301,9,DamageDoneToTargetMonster,3600001,0,100,0,7000016,0
30201,302,1,DamageDoneToTargetMonster,0,600000,38,0,7000001,0
30202,302,2,DamageDoneToTargetMonster,600001,1000000,42,0,7000001,0
30203,302,3,DamageDoneToTargetMonster,1000001,1400000,46,0,7000001,0
30204,302,4,DamageDoneToTargetMonster,1400001,1800000,50,0,7000001,0
30205,302,5,DamageDoneToTargetMonster,1800001,2200000,54,0,7000001,0
30206,302,6,DamageDoneToTargetMonster,2200001,2600000,54,0,7000001,0
30207,302,7,DamageDoneToTargetMonster,2600001,3100000,54,0,7000001,0
30208,302,8,DamageDoneToTargetMonster,3100001,3600000,54,0,7000001,0
30209,302,9,DamageDoneToTargetMonster,3600001,0,170,0,7000016,0
30301,303,1,DamageDoneToTargetMonster,0,600000,38,0,7000001,0
30302,303,2,DamageDoneToTargetMonster,600001,1000000,42,0,7000001,0
30303,303,3,DamageDoneToTargetMonster,1000001,1400000,46,0,7000001,0
30304,303,4,DamageDoneToTargetMonster,1400001,1800000,50,0,7000001,0
30305,303,5,DamageDoneToTargetMonster,1800001,2200000,54,0,7000001,0
30306,303,6,DamageDoneToTargetMonster,2200001,2600000,54,0,7000001,0
30307,303,7,DamageDoneToTargetMonster,2600001,3100000,54,0,7000001,0
30308,303,8,DamageDoneToTargetMonster,3100001,3600000,54,0,7000001,0
30309,303,9,DamageDoneToTargetMonster,3600001,0,75,0,7000017,0
30401,304,1,DamageDoneToTargetMonster,0,600000,38,0,7000001,0
30402,304,2,DamageDoneToTargetMonster,600001,1000000,42,0,7000001,0
30403,304,3,DamageDoneToTargetMonster,1000001,1400000,46,0,7000001,0
30404,304,4,DamageDoneToTargetMonster,1400001,1800000,50,0,7000001,0
30405,304,5,DamageDoneToTargetMonster,1800001,2200000,54,0,7000001,0
30406,304,6,DamageDoneToTargetMonster,2200001,2600000,54,0,7000001,0
30407,304,7,DamageDoneToTargetMonster,2600001,3100000,54,0,7000001,0
30408,304,8,DamageDoneToTargetMonster,3100001,3600000,54,0,7000001,0
30409,304,9,DamageDoneToTargetMonster,3600001,0,100,0,7000019,0
30501,305,1,DamageDoneToTargetMonster,0,600000,45,0,7000001,0
30502,305,2,DamageDoneToTargetMonster,600001,1000000,49,0,7000001,0
30503,305,3,DamageDoneToTargetMonster,1000001,1400000,53,0,7000001,0
30504,305,4,DamageDoneToTargetMonster,1400001,1800000,57,0,7000001,0
30505,305,5,DamageDoneToTargetMonster,1800001,2200000,61,0,7000001,0
30506,305,6,DamageDoneToTargetMonster,2200001,2600000,61,0,7000001,0
30507,305,7,DamageDoneToTargetMonster,2600001,3100000,61,0,7000001,0
30508,305,8,DamageDoneToTargetMonster,3100001,3600000,61,0,7000001,0
30509,305,9,DamageDoneToTargetMonster,3600001,0,150,0,7000016,0
30601,306,1,DamageDoneToTargetMonster,0,600000,38,0,7000001,0
30602,306,2,DamageDoneToTargetMonster,600001,1000000,42,0,7000001,0
30603,306,3,DamageDoneToTargetMonster,1000001,1400000,46,0,7000001,0
30604,306,4,DamageDoneToTargetMonster,1400001,1800000,50,0,7000001,0
30605,306,5,DamageDoneToTargetMonster,1800001,2200000,54,0,7000001,0
30606,306,6,DamageDoneToTargetMonster,2200001,2600000,54,0,7000001,0
30607,306,7,DamageDoneToTargetMonster,2600001,3100000,54,0,7000001,0
30608,306,8,DamageDoneToTargetMonster,3100001,3600000,54,0,7000001,0
30609,306,9,DamageDoneToTargetMonster,3600001,0,100,0,7000016,0
90101,901,1,DamageDoneToTargetMonster,0,360000000,390,0,7000001,0
90102,901,2,DamageDoneToTargetMonster,360000001,540000000,390,0,7000001,0
90103,901,3,DamageDoneToTargetMonster,540000001,720000000,390,0,7000001,0
90104,901,4,DamageDoneToTargetMonster,720000001,1080000000,390,0,7000001,0
90105,901,5,DamageDoneToTargetMonster,1080000001,1440000000,390,0,7000001,0
90106,901,6,DamageDoneToTargetMonster,1440000001,1800000000,390,0,7000001,0
90107,901,7,DamageDoneToTargetMonster,1800000001,-2134967296,400,0,7000001,0
90108,901,8,DamageDoneToTargetMonster,-2134967295,-1774967296,400,0,7000001,0
90109,901,9,DamageDoneToTargetMonster,-1774967295,0,400,0,7000001,0
90201,902,1,DamageDoneToTargetMonster,0,280000000,390,0,7000001,0
90202,902,2,DamageDoneToTargetMonster,280000001,420000000,390,0,7000001,0
90203,902,3,DamageDoneToTargetMonster,420000001,560000000,390,0,7000001,0
90204,902,4,DamageDoneToTargetMonster,560000001,840000000,390,0,7000001,0
90205,902,5,DamageDoneToTargetMonster,840000001,1120000000,390,0,7000001,0
90206,902,6,DamageDoneToTargetMonster,1120000001,1400000000,390,0,7000001,0
90207,902,7,DamageDoneToTargetMonster,1400000001,1680000000,400,0,7000001,0
90208,902,8,DamageDoneToTargetMonster,1680000001,1960000000,400,0,7000001,0
90209,902,9,DamageDoneToTargetMonster,1960000001,0,400,0,7000001,0
90301,903,1,DamageDoneToTargetMonster,0,420000000,390,0,7000001,0
90302,903,2,DamageDoneToTargetMonster,420000001,630000000,390,0,7000001,0
90303,903,3,DamageDoneToTargetMonster,630000001,840000000,390,0,7000001,0
90304,903,4,DamageDoneToTargetMonster,840000001,1260000000,390,0,7000001,0
90305,903,5,DamageDoneToTargetMonster,1260000001,1680000000,390,0,7000001,0
90306,903,6,DamageDoneToTargetMonster,1680000001,2100000000,390,0,7000001,0
90307,903,7,DamageDoneToTargetMonster,2100000001,-1774967296,400,0,7000001,0
90308,903,8,DamageDoneToTargetMonster,-1774967295,-1354967296,400,0,7000001,0
90309,903,9,DamageDoneToTargetMonster,-1354967295,0,400,0,7000001,0
90401,904,1,DamageDoneToTargetMonster,0,400000000,390,0,7000001,0
90402,904,2,DamageDoneToTargetMonster,400000001,600000000,390,0,7000001,0
90403,904,3,DamageDoneToTargetMonster,600000001,800000000,390,0,7000001,0
90404,904,4,DamageDoneToTargetMonster,800000001,1200000000,390,0,7000001,0
90405,904,5,DamageDoneToTargetMonster,1200000001,1600000000,390,0,7000001,0
90406,904,6,DamageDoneToTargetMonster,1600000001,2000000000,390,0,7000001,0
90407,904,7,DamageDoneToTargetMonster,2000000001,-1894967296,400,0,7000001,0
90408,904,8,DamageDoneToTargetMonster,-1894967295,-1494967296,400,0,7000001,0
90409,904,9,DamageDoneToTargetMonster,-1494967295,0,400,0,7000001,0
30701,307,1,DamageDoneToTargetMonster,0,600000,38,0,7000001,0
30702,307,2,DamageDoneToTargetMonster,600001,1000000,42,0,7000001,0
30703,307,3,DamageDoneToTargetMonster,1000001,1400000,46,0,7000001,0
30704,307,4,DamageDoneToTargetMonster,1400001,1800000,50,0,7000001,0
30705,307,5,DamageDoneToTargetMonster,1800001,2200000,54,0,7000001,0
30706,307,6,DamageDoneToTargetMonster,2200001,2600000,54,0,7000001,0
30707,307,7,DamageDoneToTargetMonster,2600001,3100000,54,0,7000001,0
30708,307,8,DamageDoneToTargetMonster,3100001,3600000,54,0,7000001,0
30709,307,9,DamageDoneToTargetMonster,3600001,0,100,0,7000023,0
30801,308,1,DamageDoneToTargetMonster,0,600000,50,0,7000001,0
30802,308,2,DamageDoneToTargetMonster,600001,1000000,54,0,7000001,0
30803,308,3,DamageDoneToTargetMonster,1000001,1400000,58,0,7000001,0
30804,308,4,DamageDoneToTargetMonster,1400001,1800000,62,0,7000001,0
30805,308,5,DamageDoneToTargetMonster,1800001,2200000,66,0,7000001,0
30806,308,6,DamageDoneToTargetMonster,2200001,2600000,70,0,7000001,0
30807,308,7,DamageDoneToTargetMonster,2600001,3100000,80,0,7000001,0
30808,308,8,DamageDoneToTargetMonster,3100001,3600000,80,0,7000001,0
30809,308,9,DamageDoneToTargetMonster,3600001,0,120,0,7000024,0
30901,309,1,DamageDoneToTargetMonster,0,600000,54,0,7000001,0
30902,309,2,DamageDoneToTargetMonster,600001,1000000,58,0,7000001,0
30903,309,3,DamageDoneToTargetMonster,1000001,1400000,62,0,7000001,0
30904,309,4,DamageDoneToTargetMonster,1400001,1800000,66,0,7000001,0
30905,309,5,DamageDoneToTargetMonster,1800001,2200000,70,0,7000001,0
30906,309,6,DamageDoneToTargetMonster,2200001,2600000,74,0,7000001,0
30907,309,7,DamageDoneToTargetMonster,2600001,3100000,84,0,7000001,0
30908,309,8,DamageDoneToTargetMonster,3100001,3600000,84,0,7000001,0
30909,309,9,DamageDoneToTargetMonster,3600001,0,110,0,7000025,0
31001,310,1,DamageDoneToTargetMonster,0,600000,42,0,7000001,0
31002,310,2,DamageDoneToTargetMonster,600001,1000000,46,0,7000001,0
31003,310,3,DamageDoneToTargetMonster,1000001,1400000,50,0,7000001,0
31004,310,4,DamageDoneToTargetMonster,1400001,1800000,54,0,7000001,0
31005,310,5,DamageDoneToTargetMonster,1800001,2200000,58,0,7000001,0
31006,310,6,DamageDoneToTargetMonster,2200001,2600000,58,0,7000001,0
31007,310,7,DamageDoneToTargetMonster,2600001,3100000,58,0,7000001,0
31008,310,8,DamageDoneToTargetMonster,3100001,3600000,58,0,7000001,0
31009,310,9,DamageDoneToTargetMonster,3600001,0,130,0,7000030,0
31101,311,1,DamageDoneToTargetMonster,0,600000,42,0,7000001,0
31102,311,2,DamageDoneToTargetMonster,600001,1000000,46,0,7000001,0
31103,311,3,DamageDoneToTargetMonster,1000001,1400000,50,0,7000001,0
31104,311,4,DamageDoneToTargetMonster,1400001,1800000,54,0,7000001,0
31105,311,5,DamageDoneToTargetMonster,1800001,2200000,58,0,7000001,0
31106,311,6,DamageDoneToTargetMonster,2200001,2600000,58,0,7000001,0
31107,311,7,DamageDoneToTargetMonster,2600001,3100000,58,0,7000001,0
31108,311,8,DamageDoneToTargetMonster,3100001,3600000,58,0,7000001,0
31109,311,9,DamageDoneToTargetMonster,3600001,0,130,0,7000032,0
40101,401,1,DamageDoneToTargetMonster,0,420000000,324,0,7000001,0
40102,401,2,DamageDoneToTargetMonster,420000001,630000000,324,0,7000001,0
40103,401,3,DamageDoneToTargetMonster,630000001,840000000,324,0,7000001,0
40104,401,4,DamageDoneToTargetMonster,840000001,1260000000,324,0,7000001,0
40105,401,5,DamageDoneToTargetMonster,1260000001,1680000000,324,0,7000001,0
40106,401,6,DamageDoneToTargetMonster,1680000001,2100000000,324,0,7000001,0
40107,401,7,DamageDoneToTargetMonster,2100000001,-1774967296,324,0,7000001,0
40108,401,8,DamageDoneToTargetMonster,-1774967295,-1354967296,324,0,7000001,0
40109,401,9,DamageDoneToTargetMonster,-1354967295,0,324,0,7000001,0
90501,905,1,DamageDoneToTargetMonster,0,400000000,390,0,7000001,0
90502,905,2,DamageDoneToTargetMonster,400000001,600000000,390,0,7000001,0
90503,905,3,DamageDoneToTargetMonster,600000001,800000000,390,0,7000001,0
90504,905,4,DamageDoneToTargetMonster,800000001,1200000000,390,0,7000001,0
90505,905,5,DamageDoneToTargetMonster,1200000001,1600000000,390,0,7000001,0
90506,905,6,DamageDoneToTargetMonster,1600000001,2000000000,390,0,7000001,0
90507,905,7,DamageDoneToTargetMonster,2000000001,-1894967296,390,0,7000001,0
90508,905,8,DamageDoneToTargetMonster,-1894967295,-1494967296,390,0,7000001,0
90509,905,9,DamageDoneToTargetMonster,-1494967295,0,390,0,7000001,0
10010001,1001,1,DamageDoneToTargetMonster,0,1761707031,250,0,7000001,1
10010002,1001,2,DamageDoneToTargetMonster,1761707032,-777742340,290,0,7000001,1
10010003,1001,3,DamageDoneToTargetMonster,-777742339,970874195,330,0,7000001,1
10010004,1001,4,DamageDoneToTargetMonster,970874196,-1583599251,370,0,7000001,1
10010005,1001,5,DamageDoneToTargetMonster,-1583599250,147405188,410,0,7000001,1
10010006,1001,6,DamageDoneToTargetMonster,147405189,1867439458,450,0,7000001,1
10010007,1001,7,DamageDoneToTargetMonster,1867439459,-720144463,490,0,7000001,1
10010008,1001,8,DamageDoneToTargetMonster,-720144462,972735415,530,0,7000001,1
10010009,1001,9,DamageDoneToTargetMonster,972735416,-1645878319,570,0,7000001,1
10010010,1001,10,DamageDoneToTargetMonster,-1645878318,-5362075,610,0,7000001,1
10010011,1001,11,DamageDoneToTargetMonster,-5362074,1793819481,650,0,7000001,1
10010012,1001,12,DamageDoneToTargetMonster,1793819482,-728630553,690,0,7000001,1
10010013,1001,13,DamageDoneToTargetMonster,-728630552,1013867572,730,0,7000001,1
10010014,1001,14,DamageDoneToTargetMonster,1013867573,-1572317121,770,0,7000001,1
10010015,1001,15,DamageDoneToTargetMonster,-1572317120,98699175,810,0,7000001,1
10010016,1001,16,DamageDoneToTargetMonster,98699176,1727431971,850,0,7000001,1
10010017,1001,17,DamageDoneToTargetMonster,1727431972,-989589737,900,0,7000001,1
10010018,1001,18,DamageDoneToTargetMonster,-989589736,510649110,950,0,7000001,1
10010019,1001,19,DamageDoneToTargetMonster,510649111,1945063636,1000,0,7000001,1
10010020,1001,20,DamageDoneToTargetMonster,1945063637,0,1000,0,7000001,1
10020001,1002,1,DamageDoneToTargetMonster,0,1714279173,400,0,7000001,1
10020002,1002,2,DamageDoneToTargetMonster,1714279174,-872431435,430,0,7000001,1
10020003,1002,3,DamageDoneToTargetMonster,-872431434,829109658,460,0,7000001,1
10020004,1002,4,DamageDoneToTargetMonster,829109659,-1772220554,490,0,7000001,1
10020005,1002,5,DamageDoneToTargetMonster,-1772220553,-87817411,520,0,7000001,1
10020006,1002,6,DamageDoneToTargetMonster,-87817410,1585910896,550,0,7000001,1
10020007,1002,7,DamageDoneToTargetMonster,1585910897,-1047638407,580,0,7000001,1
10020008,1002,8,DamageDoneToTargetMonster,-1047638406,599666546,610,0,7000001,1
10020009,1002,9,DamageDoneToTargetMonster,599666547,-2064077199,640,0,7000001,1
10020010,1002,10,DamageDoneToTargetMonster,-2064077198,-467726171,670,0,7000001,1
10020011,1002,11,DamageDoneToTargetMonster,-467726170,1283018656,700,0,7000001,1
10020012,1002,12,DamageDoneToTargetMonster,1283018657,-1287150264,730,0,7000001,1
10020013,1002,13,DamageDoneToTargetMonster,-1287150263,408437137,760,0,7000001,1
10020014,1002,14,DamageDoneToTargetMonster,408437138,2071216688,800,0,7000001,1
10020015,1002,15,DamageDoneToTargetMonster,2071216689,-597720635,840,0,7000001,1
10020016,1002,16,DamageDoneToTargetMonster,-597720634,987164174,880,0,7000001,1
10020017,1002,17,DamageDoneToTargetMonster,987164175,-1772338251,920,0,7000001,1
10020018,1002,18,DamageDoneToTargetMonster,-1772338250,-312488138,960,0,7000001,1
10020019,1002,19,DamageDoneToTargetMonster,-312488137,1083309747,1000,0,7000001,1
10020020,1002,20,DamageDoneToTargetMonster,1083309748,0,1000,0,7000001,1
10030001,1003,1,DamageDoneToTargetMonster,0,1472584802,550,0,7000001,1
10030002,1003,2,DamageDoneToTargetMonster,1472584803,-1354971074,570,0,7000001,1
10030003,1003,3,DamageDoneToTargetMonster,-1354971073,106671576,590,0,7000001,1
10030004,1003,4,DamageDoneToTargetMonster,106671577,1561524595,610,0,7000001,1
10030005,1003,5,DamageDoneToTargetMonster,1561524596,-1286521741,630,0,7000001,1
10030006,1003,6,DamageDoneToTargetMonster,-1286521740,151229418,650,0,7000001,1
10030007,1003,7,DamageDoneToTargetMonster,151229419,1578405880,670,0,7000001,1
10030008,1003,8,DamageDoneToTargetMonster,1578405881,-1301508211,690,0,7000001,1
10030009,1003,9,DamageDoneToTargetMonster,-1301508210,99730891,710,0,7000001,1
10030010,1003,10,DamageDoneToTargetMonster,99730892,1471014110,730,0,7000001,1
10030011,1003,11,DamageDoneToTargetMonster,1471014111,-1320043984,760,0,7000001,1
10030012,1003,12,DamageDoneToTargetMonster,-1320043983,161576930,790,0,7000001,1
10030013,1003,13,DamageDoneToTargetMonster,161576931,1618105292,820,0,7000001,1
10030014,1003,14,DamageDoneToTargetMonster,1618105293,-1248515947,850,0,7000001,1
10030015,1003,15,DamageDoneToTargetMonster,-1248515946,148261813,880,0,7000001,1
10030016,1003,16,DamageDoneToTargetMonster,148261814,1509695423,910,0,7000001,1
10030017,1003,17,DamageDoneToTargetMonster,1509695424,-1466290538,940,0,7000001,1
10030018,1003,18,DamageDoneToTargetMonster,-1466290537,-212263117,970,0,7000001,1
10030019,1003,19,DamageDoneToTargetMonster,-212263116,986742730,1000,0,7000001,1
10030020,1003,20,DamageDoneToTargetMonster,986742731,0,1000,0,7000001,1
