id,list_id,reward_info_tab_locale,reward_data_load_type,reward_data_load_sub_id
1301,1300,Locale_System:RECORD_REWARD_INFO_DUNGEON_01_NORMAL,EventDungeonDifficult,10311
1302,1300,Locale_System:RECORD_REWARD_INFO_DUNGEON_02_NORMAL,EventDungeonDifficult,10321
1303,1300,Locale_System:RECORD_REWARD_INFO_DUNGEON_02_HARD,EventDungeonDifficult,10322
1401,1400,Locale_System:RECORD_REWARD_INFO_DUNGEON_NORMAL,EventDungeonDifficult,10051
1402,1400,Locale_System:RECORD_REWARD_INFO_DUNGEON_HARD,EventDungeonDifficult,10052
1501,1500,Locale_System:RECORD_REWARD_INFO_DUNGEON_NORMAL,EventDungeonDifficult,10021
1502,1500,Locale_System:RECORD_REWARD_INFO_DUNGEON_HARD,EventDungeonDifficult,10022
1601,1600,Locale_System:RECORD_REWARD_INFO_DUNGEON_NORMAL,EventDungeonDifficult,10231
1602,1600,Locale_System:RECORD_REWARD_INFO_DUNGEON_HARD,EventDungeonDifficult,10232
1701,1700,Locale_System:RECORD_REWARD_INFO_DUNGEON_NORMAL,EventDungeonDifficult,10291
1702,1700,Locale_System:RECORD_REWARD_INFO_DUNGEON_HARD,EventDungeonDifficult,10292
1801,1800,Locale_System:RECORD_REWARD_INFO_DUNGEON_01_NORMAL,EventDungeonDifficult,10201
1802,1800,Locale_System:RECORD_REWARD_INFO_DUNGEON_02_NORMAL,EventDungeonDifficult,10211
1803,1800,Locale_System:RECORD_REWARD_INFO_DUNGEON_02_HARD,EventDungeonDifficult,10212
1901,1900,Locale_System:RECORD_REWARD_INFO_DUNGEON_01_NORMAL,EventDungeonDifficult,10241
1902,1900,Locale_System:RECORD_REWARD_INFO_DUNGEON_02_NORMAL,EventDungeonDifficult,10251
1903,1900,Locale_System:RECORD_REWARD_INFO_DUNGEON_02_HARD,EventDungeonDifficult,10252
2001,2000,Locale_System:RECORD_REWARD_INFO_DUNGEON_NORMAL,EventDungeonDifficult,10301
2002,2000,Locale_System:RECORD_REWARD_INFO_DUNGEON_HARD,EventDungeonDifficult,10302
2101,2100,Locale_System:RECORD_REWARD_INFO_DUNGEON_NORMAL,EventDungeonDifficult,10381
2102,2100,Locale_System:RECORD_REWARD_INFO_DUNGEON_HARD,EventDungeonDifficult,10382
2201,2200,Locale_System:RECORD_REWARD_INFO_DUNGEON_NORMAL,EventDungeonDifficult,10371
2202,2200,Locale_System:RECORD_REWARD_INFO_DUNGEON_HARD,EventDungeonDifficult,10372
2301,2300,Locale_System:RECORD_REWARD_INFO_DUNGEON_01_NORMAL,EventDungeonDifficult,10451
2302,2300,Locale_System:RECORD_REWARD_INFO_DUNGEON_02_NORMAL,EventDungeonDifficult,10461
2303,2300,Locale_System:RECORD_REWARD_INFO_DUNGEON_02_HARD,EventDungeonDifficult,10462
2401,2400,Locale_System:RECORD_REWARD_INFO_DUNGEON_NORMAL,EventDungeonDifficult,10361
2402,2400,Locale_System:RECORD_REWARD_INFO_DUNGEON_HARD,EventDungeonDifficult,10362
2501,2500,Locale_System:RECORD_REWARD_INFO_DUNGEON_01_NORMAL,EventDungeonDifficult,10341
2502,2500,Locale_System:RECORD_REWARD_INFO_DUNGEON_02_NORMAL,EventDungeonDifficult,10351
2503,2500,Locale_System:RECORD_REWARD_INFO_DUNGEON_02_HARD,EventDungeonDifficult,10352
2601,2600,Locale_System:RECORD_REWARD_INFO_DUNGEON_NORMAL,EventDungeonDifficult,10471
2602,2600,Locale_System:RECORD_REWARD_INFO_DUNGEON_HARD,EventDungeonDifficult,10472
2701,2700,Locale_System:RECORD_REWARD_INFO_DUNGEON_NORMAL,EventDungeonDifficult,10331
2702,2700,Locale_System:RECORD_REWARD_INFO_DUNGEON_HARD,EventDungeonDifficult,10332
2801,2800,Locale_System:RECORD_REWARD_INFO_DUNGEON_NORMAL,EventDungeonDifficult,10391
2802,2800,Locale_System:RECORD_REWARD_INFO_DUNGEON_HARD,EventDungeonDifficult,10392
2901,2900,Locale_System:RECORD_REWARD_INFO_DUNGEON_NORMAL,EventDungeonDifficult,10401
2902,2900,Locale_System:RECORD_REWARD_INFO_DUNGEON_HARD,EventDungeonDifficult,10402
3001,3000,Locale_System:RECORD_REWARD_INFO_DUNGEON_NORMAL,EventDungeonDifficult,10441
3002,3000,Locale_System:RECORD_REWARD_INFO_DUNGEON_HARD,EventDungeonDifficult,10442
3101,3100,Locale_System:RECORD_REWARD_INFO_DUNGEON_01_NORMAL,EventDungeonDifficult,10611
3102,3100,Locale_System:RECORD_REWARD_INFO_DUNGEON_02_NORMAL,EventDungeonDifficult,10621
3103,3100,Locale_System:RECORD_REWARD_INFO_DUNGEON_02_HARD,EventDungeonDifficult,10622
3201,3200,Locale_System:RECORD_REWARD_INFO_DUNGEON_NORMAL,EventDungeonDifficult,10431
3202,3200,Locale_System:RECORD_REWARD_INFO_DUNGEON_HARD,EventDungeonDifficult,10432
3301,3300,Locale_System:RECORD_REWARD_INFO_DUNGEON_NORMAL,EventDungeonDifficult,10501
3302,3300,Locale_System:RECORD_REWARD_INFO_DUNGEON_HARD,EventDungeonDifficult,10502
3401,3400,Locale_System:RECORD_REWARD_INFO_DUNGEON_NORMAL,EventDungeonDifficult,10531
3402,3400,Locale_System:RECORD_REWARD_INFO_DUNGEON_HARD,EventDungeonDifficult,10532
3501,3500,Locale_System:RECORD_REWARD_INFO_DUNGEON_NORMAL,EventDungeonDifficult,10541
3502,3500,Locale_System:RECORD_REWARD_INFO_DUNGEON_HARD,EventDungeonDifficult,10542
3601,3600,Locale_System:RECORD_REWARD_INFO_DUNGEON_01_NORMAL,EventDungeonDifficult,10511
3602,3600,Locale_System:RECORD_REWARD_INFO_DUNGEON_02_NORMAL,EventDungeonDifficult,10521
3603,3600,Locale_System:RECORD_REWARD_INFO_DUNGEON_02_HARD,EventDungeonDifficult,10522
3701,3700,Locale_System:RECORD_REWARD_INFO_DUNGEON_NORMAL,EventDungeonDifficult,10581
3702,3700,Locale_System:RECORD_REWARD_INFO_DUNGEON_HARD,EventDungeonDifficult,10582
3801,3800,Locale_System:RECORD_REWARD_INFO_DUNGEON_01_NORMAL,EventDungeonDifficult,10481
3802,3800,Locale_System:RECORD_REWARD_INFO_DUNGEON_02_NORMAL,EventDungeonDifficult,10491
3803,3800,Locale_System:RECORD_REWARD_INFO_DUNGEON_02_HARD,EventDungeonDifficult,10492
2000101,2000100,Locale_System:RECORD_REWARD_INFO_DUNGEON_01_NORMAL,EventDungeonDifficult,10551
2000102,2000100,Locale_System:RECORD_REWARD_INFO_DUNGEON_02_NORMAL,EventDungeonDifficult,10561
2000103,2000100,Locale_System:RECORD_REWARD_INFO_DUNGEON_03_NORMAL,EventDungeonDifficult,10571
2000104,2000100,Locale_System:RECORD_REWARD_INFO_DUNGEON_03_HARD,EventDungeonDifficult,10572
