id,event_id,day,login_event_reward_type,reward_id
10046008,10046,8,Normal,46108
10046009,10046,9,Normal,46109
10046010,10046,10,Normal,46110
10046011,10046,11,Normal,46111
10046012,10046,12,Normal,46112
10046013,10046,13,Normal,46113
10046014,10046,14,Goal,46114
10047001,10047,1,Normal,46201
10047002,10047,2,Normal,46202
10047003,10047,3,Normal,46203
10047004,10047,4,Normal,46204
10047005,10047,5,Normal,46205
10047006,10047,6,Normal,46206
10047007,10047,7,Goal,46207
10048001,10048,1,Normal,46301
10048002,10048,2,Normal,46302
10048003,10048,3,Normal,46303
10048004,10048,4,Normal,46304
10048005,10048,5,Normal,46305
10048006,10048,6,Normal,46306
10048007,10048,7,Normal,46307
10048008,10048,8,Normal,46308
10048009,10048,9,Normal,46309
10048010,10048,10,Normal,46310
10048011,10048,11,Normal,46311
10048012,10048,12,Normal,46312
10048013,10048,13,Normal,46313
10048014,10048,14,Goal,46314
10049001,10049,1,Normal,46401
10049002,10049,2,Normal,46402
10049003,10049,3,Normal,46403
10049004,10049,4,Normal,46404
10049005,10049,5,Goal,46405
10050001,10050,1,Normal,46601
10050002,10050,2,Normal,46602
10050003,10050,3,Normal,46603
10050004,10050,4,Normal,46604
10050005,10050,5,Normal,46605
10050006,10050,6,Normal,46606
10050007,10050,7,Goal,46607
10051001,10051,1,Normal,46701
10051002,10051,2,Normal,46702
10051003,10051,3,Normal,46703
10051004,10051,4,Normal,46704
10051005,10051,5,Normal,46705
10051006,10051,6,Normal,46706
10051007,10051,7,Goal,46707
10052001,10052,1,Normal,46801
10052002,10052,2,Normal,46802
10052003,10052,3,Normal,46803
10052004,10052,4,Normal,46804
10052005,10052,5,Normal,46805
10052006,10052,6,Normal,46806
10052007,10052,7,Goal,46807
10053001,10053,1,Normal,46901
10053002,10053,2,Normal,46902
10053003,10053,3,Normal,46903
10053004,10053,4,Normal,46904
10053005,10053,5,Normal,46905
10053006,10053,6,Normal,46906
10053007,10053,7,Normal,46907
10053008,10053,8,Normal,46908
10053009,10053,9,Normal,46909
10053010,10053,10,Normal,46910
10053011,10053,11,Normal,46911
10053012,10053,12,Normal,46912
10053013,10053,13,Normal,46913
10053014,10053,14,Normal,46914
10053015,10053,15,Normal,46915
10053016,10053,16,Normal,46916
10053017,10053,17,Normal,46917
10053018,10053,18,Normal,46918
10053019,10053,19,Normal,46919
10053020,10053,20,Normal,46920
10053021,10053,21,Goal,46921
10054001,10054,1,Goal,47101
10055001,10055,1,Normal,47201
10055002,10055,2,Normal,47202
10055003,10055,3,Normal,47203
10055004,10055,4,Normal,47204
10055005,10055,5,Normal,47205
10055006,10055,6,Normal,47206
10055007,10055,7,Goal,47207
10056001,10056,1,Normal,47301
10056002,10056,2,Normal,47302
10056003,10056,3,Normal,47303
10056004,10056,4,Normal,47304
10056005,10056,5,Normal,47305
10056006,10056,6,Normal,47306
10056007,10056,7,Goal,47307
10057001,10057,1,Normal,47401
10057002,10057,2,Normal,47402
10057003,10057,3,Normal,47403
10057004,10057,4,Normal,47404
10057005,10057,5,Normal,47405
10057006,10057,6,Normal,47406
10057007,10057,7,Goal,47407
10058001,10058,1,Goal,47501
10059001,10059,1,Normal,47801
10059002,10059,2,Normal,47802
10059003,10059,3,Normal,47803
10059004,10059,4,Normal,47804
10059005,10059,5,Normal,47805
10059006,10059,6,Normal,47806
10059007,10059,7,Goal,47807
10060001,10060,1,Normal,48001
10060002,10060,2,Normal,48002
10060003,10060,3,Normal,48003
10060004,10060,4,Normal,48004
10060005,10060,5,Goal,48005
10061001,10061,1,Normal,48101
10061002,10061,2,Normal,48102
10061003,10061,3,Normal,48103
10061004,10061,4,Normal,48104
10061005,10061,5,Normal,48105
10061006,10061,6,Normal,48106
10061007,10061,7,Normal,48107
10061008,10061,8,Normal,48108
10061009,10061,9,Normal,48109
10061010,10061,10,Normal,48110
10061011,10061,11,Normal,48111
10061012,10061,12,Normal,48112
10061013,10061,13,Normal,48113
10061014,10061,14,Goal,48114
10062001,10062,1,Normal,48201
10062002,10062,2,Normal,48202
10062003,10062,3,Normal,48203
10062004,10062,4,Normal,48204
10062005,10062,5,Normal,48205
10062006,10062,6,Normal,48206
10062007,10062,7,Normal,48207
10062008,10062,8,Normal,48208
10062009,10062,9,Normal,48209
10062010,10062,10,Normal,48210
10062011,10062,11,Normal,48211
10062012,10062,12,Normal,48212
10062013,10062,13,Normal,48213
10062014,10062,14,Normal,48214
10062015,10062,15,Normal,48215
10062016,10062,16,Normal,48216
10062017,10062,17,Normal,48217
10062018,10062,18,Normal,48218
10062019,10062,19,Normal,48219
10062020,10062,20,Normal,48220
10062021,10062,21,Goal,48221
10063001,10063,1,Goal,48501
10064001,10064,1,Normal,48601
10064002,10064,2,Normal,48602
10064003,10064,3,Normal,48603
10064004,10064,4,Normal,48604
10064005,10064,5,Normal,48605
10064006,10064,6,Normal,48606
10064007,10064,7,Goal,48607
10065001,10065,1,Goal,48701
10066001,10066,1,Normal,48901
10066002,10066,2,Normal,48902
10066003,10066,3,Normal,48903
10066004,10066,4,Normal,48904
10066005,10066,5,Normal,48905
10066006,10066,6,Normal,48906
10066007,10066,7,Goal,48907
80103001,80103,1,Normal,40301
80103002,80103,2,Normal,40302
80103003,80103,3,Normal,40303
80103004,80103,4,Normal,40304
80103005,80103,5,Normal,40305
80103006,80103,6,Normal,40306
80103007,80103,7,Normal,40307
80103008,80103,8,Normal,40308
80103009,80103,9,Normal,40309
80103010,80103,10,Normal,40310
80103011,80103,11,Normal,40311
80103012,80103,12,Normal,40312
80103013,80103,13,Normal,40313
80103014,80103,14,Goal,40314
90001001,90001,1,Normal,70001
90001002,90001,2,Normal,70002
90001003,90001,3,Normal,70003
90001004,90001,4,Normal,70004
90001005,90001,5,Normal,70005
90001006,90001,6,Normal,70006
90001007,90001,7,Goal,70007
90002001,90002,1,Normal,70001
90002002,90002,2,Normal,70002
90002003,90002,3,Normal,70003
90002004,90002,4,Normal,70004
90002005,90002,5,Normal,70005
90002006,90002,6,Normal,70006
90002007,90002,7,Goal,70007
90003001,90003,1,Normal,73001
90003002,90003,2,Normal,73002
90003003,90003,3,Normal,73003
90003004,90003,4,Normal,73004
90003005,90003,5,Normal,73005
90003006,90003,6,Normal,73006
90003007,90003,7,Goal,73007
90004001,90004,1,Normal,73001
90004002,90004,2,Normal,73002
90004003,90004,3,Normal,73003
90004004,90004,4,Normal,73004
90004005,90004,5,Normal,73005
90004006,90004,6,Normal,73006
90004007,90004,7,Goal,73007
90005001,90005,1,Normal,73001
90005002,90005,2,Normal,73002
90005003,90005,3,Normal,73003
90005004,90005,4,Normal,73004
90005005,90005,5,Normal,73005
90005006,90005,6,Normal,73006
90005007,90005,7,Goal,73007
90099001,90099,1,Normal,70001
90099002,90099,2,Normal,70002
90099003,90099,3,Normal,70003
90099004,90099,4,Normal,70004
90099005,90099,5,Normal,70005
90099006,90099,6,Normal,70006
90099007,90099,7,Goal,70007
80201001,80201,1,Normal,40801
80201002,80201,2,Normal,40802
80201003,80201,3,Normal,40803
80201004,80201,4,Normal,40804
80201005,80201,5,Normal,40805
80201006,80201,6,Normal,40806
80201007,80201,7,Normal,40807
80201008,80201,8,Normal,40808
80201009,80201,9,Normal,40809
80201010,80201,10,Normal,40810
80201011,80201,11,Normal,40811
80201012,80201,12,Normal,40812
80201013,80201,13,Normal,40813
80201014,80201,14,Goal,40814
80301001,80301,1,Normal,41301
80301002,80301,2,Normal,41302
80301003,80301,3,Normal,41303
80301004,80301,4,Normal,41304
80301005,80301,5,Normal,41305
80301006,80301,6,Normal,41306
80301007,80301,7,Normal,41307
80301008,80301,8,Normal,41308
80301009,80301,9,Normal,41309
80301010,80301,10,Normal,41310
80301011,80301,11,Normal,41311
80301012,80301,12,Normal,41312
80301013,80301,13,Normal,41313
80301014,80301,14,Goal,41314
80401001,80401,1,Normal,41701
80401002,80401,2,Normal,41702
80401003,80401,3,Normal,41703
80401004,80401,4,Normal,41704
80401005,80401,5,Normal,41705
80401006,80401,6,Normal,41706
80401007,80401,7,Normal,41707
80401008,80401,8,Normal,41708
80401009,80401,9,Normal,41709
80401010,80401,10,Normal,41710
80401011,80401,11,Normal,41711
80401012,80401,12,Normal,41712
80401013,80401,13,Normal,41713
80401014,80401,14,Goal,41714
80601001,80601,1,Normal,42101
80601002,80601,2,Normal,42102
80601003,80601,3,Normal,42103
80601004,80601,4,Normal,42104
80601005,80601,5,Normal,42105
80601006,80601,6,Normal,42106
80601007,80601,7,Normal,42107
80601008,80601,8,Normal,42108
80601009,80601,9,Normal,42109
80601010,80601,10,Normal,42110
80601011,80601,11,Normal,42111
80601012,80601,12,Normal,42112
80601013,80601,13,Normal,42113
80601014,80601,14,Goal,42114
80701001,80701,1,Normal,42401
80701002,80701,2,Normal,42402
80701003,80701,3,Normal,42403
80701004,80701,4,Normal,42404
80701005,80701,5,Normal,42405
80701006,80701,6,Normal,42406
80701007,80701,7,Normal,42407
80701008,80701,8,Normal,42408
80701009,80701,9,Normal,42409
80701010,80701,10,Normal,42410
80701011,80701,11,Normal,42411
80701012,80701,12,Normal,42412
80701013,80701,13,Normal,42413
80701014,80701,14,Normal,42414
80701015,80701,15,Normal,42415
80701016,80701,16,Normal,42416
80701017,80701,17,Normal,42417
80701018,80701,18,Normal,42418
80701019,80701,19,Normal,42419
80701020,80701,20,Normal,42420
80701021,80701,21,Goal,42421
80801001,80801,1,Normal,43001
80801002,80801,2,Normal,43002
80801003,80801,3,Normal,43003
80801004,80801,4,Normal,43004
80801005,80801,5,Normal,43005
80801006,80801,6,Normal,43006
80801007,80801,7,Normal,43007
80801008,80801,8,Normal,43008
80801009,80801,9,Normal,43009
80801010,80801,10,Normal,43010
80801011,80801,11,Normal,43011
80801012,80801,12,Normal,43012
80801013,80801,13,Normal,43013
80801014,80801,14,Goal,43014
80901001,80901,1,Normal,43201
80901002,80901,2,Normal,43202
80901003,80901,3,Normal,43203
80901004,80901,4,Normal,43204
80901005,80901,5,Normal,43205
80901006,80901,6,Normal,43206
80901007,80901,7,Normal,43207
80901008,80901,8,Normal,43208
80901009,80901,9,Normal,43209
80901010,80901,10,Normal,43210
80901011,80901,11,Normal,43211
80901012,80901,12,Normal,43212
80901013,80901,13,Normal,43213
80901014,80901,14,Goal,43214
81103001,81103,1,Normal,43801
81103002,81103,2,Normal,43802
81103003,81103,3,Normal,43803
81103004,81103,4,Normal,43804
81103005,81103,5,Normal,43805
81103006,81103,6,Normal,43806
81103007,81103,7,Normal,43807
81103008,81103,8,Normal,43808
81103009,81103,9,Normal,43809
81103010,81103,10,Normal,43810
81103011,81103,11,Normal,43811
81103012,81103,12,Normal,43812
81103013,81103,13,Normal,43813
81103014,81103,14,Goal,43814
81203001,81203,1,Normal,44201
81203002,81203,2,Normal,44202
81203003,81203,3,Normal,44203
81203004,81203,4,Normal,44204
81203005,81203,5,Normal,44205
81203006,81203,6,Normal,44206
81203007,81203,7,Normal,44207
81203008,81203,8,Normal,44208
81203009,81203,9,Normal,44209
81203010,81203,10,Normal,44210
81203011,81203,11,Normal,44211
81203012,81203,12,Normal,44212
81203013,81203,13,Normal,44213
81203014,81203,14,Goal,44214
81303001,81303,1,Normal,44501
81303002,81303,2,Normal,44502
81303003,81303,3,Normal,44503
81303004,81303,4,Normal,44504
81303005,81303,5,Normal,44505
81303006,81303,6,Normal,44506
81303007,81303,7,Normal,44507
81303008,81303,8,Normal,44508
81303009,81303,9,Normal,44509
81303010,81303,10,Normal,44510
81303011,81303,11,Normal,44511
81303012,81303,12,Normal,44512
81303013,81303,13,Normal,44513
81303014,81303,14,Goal,44514
81403001,81403,1,Normal,44701
81403002,81403,2,Normal,44702
81403003,81403,3,Normal,44703
81403004,81403,4,Normal,44704
81403005,81403,5,Normal,44705
81403006,81403,6,Normal,44706
81403007,81403,7,Normal,44707
81403008,81403,8,Normal,44708
81403009,81403,9,Normal,44709
81403010,81403,10,Normal,44710
81403011,81403,11,Normal,44711
81403012,81403,12,Normal,44712
81403013,81403,13,Normal,44713
81403014,81403,14,Goal,44714
81503001,81503,1,Normal,45101
81503002,81503,2,Normal,45102
81503003,81503,3,Normal,45103
81503004,81503,4,Normal,45104
81503005,81503,5,Normal,45105
81503006,81503,6,Normal,45106
81503007,81503,7,Normal,45107
81503008,81503,8,Normal,45108
81503009,81503,9,Normal,45109
81503010,81503,10,Normal,45110
81503011,81503,11,Normal,45111
81503012,81503,12,Normal,45112
81503013,81503,13,Normal,45113
81503014,81503,14,Normal,45114
81503015,81503,15,Normal,45115
81503016,81503,16,Normal,45116
81503017,81503,17,Normal,45117
81503018,81503,18,Normal,45118
81503019,81503,19,Normal,45119
81503020,81503,20,Normal,45120
81503021,81503,21,Goal,45121
81603001,81603,1,Normal,45701
81603002,81603,2,Normal,45702
81603003,81603,3,Normal,45703
81603004,81603,4,Normal,45704
81603005,81603,5,Normal,45705
81603006,81603,6,Normal,45706
81603007,81603,7,Normal,45707
81603008,81603,8,Normal,45708
81603009,81603,9,Normal,45709
81603010,81603,10,Normal,45710
81603011,81603,11,Normal,45711
81603012,81603,12,Normal,45712
81603013,81603,13,Normal,45713
81603014,81603,14,Goal,45714
81703001,81703,1,Normal,46001
81703002,81703,2,Normal,46002
81703003,81703,3,Normal,46003
81703004,81703,4,Normal,46004
81703005,81703,5,Normal,46005
81703006,81703,6,Normal,46006
81703007,81703,7,Normal,46007
81703008,81703,8,Normal,46008
81703009,81703,9,Normal,46009
81703010,81703,10,Normal,46010
81703011,81703,11,Normal,46011
81703012,81703,12,Normal,46012
81703013,81703,13,Normal,46013
81703014,81703,14,Goal,46014
81903001,81903,1,Normal,46501
81903002,81903,2,Normal,46502
81903003,81903,3,Normal,46503
81903004,81903,4,Normal,46504
81903005,81903,5,Normal,46505
81903006,81903,6,Normal,46506
81903007,81903,7,Normal,46507
81903008,81903,8,Normal,46508
81903009,81903,9,Normal,46509
81903010,81903,10,Normal,46510
81903011,81903,11,Normal,46511
81903012,81903,12,Normal,46512
81903013,81903,13,Normal,46513
81903014,81903,14,Goal,46514
82003001,82003,1,Normal,47001
82003002,82003,2,Normal,47002
82003003,82003,3,Normal,47003
82003004,82003,4,Normal,47004
82003005,82003,5,Normal,47005
82003006,82003,6,Normal,47006
82003007,82003,7,Normal,47007
82003008,82003,8,Normal,47008
82003009,82003,9,Normal,47009
82003010,82003,10,Normal,47010
82003011,82003,11,Normal,47011
82003012,82003,12,Normal,47012
82003013,82003,13,Normal,47013
82003014,82003,14,Goal,47014
82105001,82105,1,Normal,47601
82105002,82105,2,Normal,47602
82105003,82105,3,Normal,47603
82105004,82105,4,Normal,47604
82105005,82105,5,Normal,47605
82105006,82105,6,Normal,47606
82105007,82105,7,Normal,47607
82105008,82105,8,Normal,47608
82105009,82105,9,Normal,47609
82105010,82105,10,Normal,47610
82105011,82105,11,Normal,47611
82105012,82105,12,Normal,47612
82105013,82105,13,Normal,47613
82105014,82105,14,Goal,47614
82304001,82304,1,Normal,47701
82304002,82304,2,Normal,47702
82304003,82304,3,Normal,47703
82304004,82304,4,Normal,47704
82304005,82304,5,Normal,47705
82304006,82304,6,Normal,47706
82304007,82304,7,Normal,47707
82304008,82304,8,Normal,47708
82304009,82304,9,Normal,47709
82304010,82304,10,Normal,47710
82304011,82304,11,Normal,47711
82304012,82304,12,Normal,47712
82304013,82304,13,Normal,47713
82304014,82304,14,Normal,47714
82304015,82304,15,Normal,47715
82304016,82304,16,Normal,47716
82304017,82304,17,Normal,47717
82304018,82304,18,Normal,47718
82304019,82304,19,Normal,47719
82304020,82304,20,Normal,47720
82304021,82304,21,Goal,47721
82403001,82403,1,Normal,47901
82403002,82403,2,Normal,47902
82403003,82403,3,Normal,47903
82403004,82403,4,Normal,47904
82403005,82403,5,Normal,47905
82403006,82403,6,Normal,47906
82403007,82403,7,Normal,47907
82403008,82403,8,Normal,47908
82403009,82403,9,Normal,47909
82403010,82403,10,Normal,47910
82403011,82403,11,Normal,47911
82403012,82403,12,Normal,47912
82403013,82403,13,Normal,47913
82403014,82403,14,Goal,47914
