id,group_id,timeline_loop,timeline_loop_delay,timeline_value,actiontype,actionknockback,proj_resource_id,proj_type,proj_amount,proj_duration,proj_afterduration,proj_aftercollide,proj_aftercollide_stat,proj_dmgcount,proj_dmgdelay,proj_size,proj_spd,actionvalue/0/actionvalue,actionvalue/1/actionvalue,actionvalue/2/actionvalue,actionvalue/3/actionvalue,actionvalue/4/actionvalue,actionvalue/5/actionvalue,proj_atk_range/0/proj_atk_range,proj_atk_range/1/proj_atk_range,proj_typevalue/0/proj_typevalue,proj_typevalue/1/proj_typevalue,proj_typevalue/2/proj_typevalue,proj_typevalue/3/proj_typevalue
101018,101010,False,0,502,Stop,False,,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101019,101010,False,0,503,MoveTarget_Once,False,,None,0,0,0,0,0,0,0,0,0,3,300,0,0,0,0,0,0,0,0,0,0
110000,110000,False,0,0,MoveDir,False,,None,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
110001,110001,False,0,0,MoveDir,False,,None,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
110002,110002,False,0,0,MoveTarget_Keep,True,,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110003,110003,False,0,0,Stop,True,,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110004,110004,True,0,0,MoveTarget_Keep,False,,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110005,110004,False,0,500,Stop,False,,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110006,110004,False,1000,510,MoveTarget_Once,False,,None,0,0,0,0,0,0,0,0,0,3,10,0,0,0,0,0,0,0,0,0,0
120000,120000,False,0,0,MoveDir,False,,None,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
120001,120001,False,0,500,MoveTarget_Once,False,,None,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0
500001,500001,False,0,0,None,False,NKS_fx_projectile_bullet_a01_e,Linear_noncontrol,1,1000,0,0,0,1,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0
500002,500001,False,0,0,None,False,NKS_fx_projectile_bullet_a01_e,Linear_noncontrol,1,1000,0,0,0,1,0,0,0,0,0,0,0,0,0,10,10,45,0,0,0
500003,500001,False,0,0,None,False,NKS_fx_projectile_bullet_a01_e,Linear_noncontrol,1,1000,0,0,0,1,0,0,0,0,0,0,0,0,0,10,10,90,0,0,0
500004,500001,False,0,0,None,False,NKS_fx_projectile_bullet_a01_e,Linear_noncontrol,1,1000,0,0,0,1,0,0,0,0,0,0,0,0,0,10,10,135,0,0,0
500005,500001,False,0,0,None,False,NKS_fx_projectile_bullet_a01_e,Linear_noncontrol,1,1000,0,0,0,1,0,0,0,0,0,0,0,0,0,10,10,180,0,0,0
500006,500001,False,0,0,None,False,NKS_fx_projectile_bullet_a01_e,Linear_noncontrol,1,1000,0,0,0,1,0,0,0,0,0,0,0,0,0,10,10,225,0,0,0
500007,500001,False,0,0,None,False,NKS_fx_projectile_bullet_a01_e,Linear_noncontrol,1,1000,0,0,0,1,0,0,0,0,0,0,0,0,0,10,10,270,0,0,0
500008,500001,False,0,0,None,False,NKS_fx_projectile_bullet_a01_e,Linear_noncontrol,1,1000,0,0,0,1,0,0,0,0,0,0,0,0,0,10,10,315,0,0,0
500009,500001,False,0,100,None,False,NKS_fx_projectile_bullet_a01_e,Linear_noncontrol,1,1000,0,0,0,1,0,0,0,0,0,0,0,0,0,10,10,15,0,0,0
500010,500001,False,0,100,None,False,NKS_fx_projectile_bullet_a01_e,Linear_noncontrol,1,1000,0,0,0,1,0,0,0,0,0,0,0,0,0,10,10,60,0,0,0
500011,500001,False,0,100,None,False,NKS_fx_projectile_bullet_a01_e,Linear_noncontrol,1,1000,0,0,0,1,0,0,0,0,0,0,0,0,0,10,10,105,0,0,0
500012,500001,False,0,100,None,False,NKS_fx_projectile_bullet_a01_e,Linear_noncontrol,1,1000,0,0,0,1,0,0,0,0,0,0,0,0,0,10,10,150,0,0,0
500013,500001,False,0,100,None,False,NKS_fx_projectile_bullet_a01_e,Linear_noncontrol,1,1000,0,0,0,1,0,0,0,0,0,0,0,0,0,10,10,195,0,0,0
500014,500001,False,0,100,None,False,NKS_fx_projectile_bullet_a01_e,Linear_noncontrol,1,1000,0,0,0,1,0,0,0,0,0,0,0,0,0,10,10,240,0,0,0
500015,500001,False,0,100,None,False,NKS_fx_projectile_bullet_a01_e,Linear_noncontrol,1,1000,0,0,0,1,0,0,0,0,0,0,0,0,0,10,10,285,0,0,0
500016,500001,False,0,100,None,False,NKS_fx_projectile_bullet_a01_e,Linear_noncontrol,1,1000,0,0,0,1,0,0,0,0,0,0,0,0,0,10,10,330,0,0,0
500017,500001,False,0,200,None,False,NKS_fx_projectile_bullet_a01_e,Linear_noncontrol,1,1000,0,0,0,1,0,0,0,0,0,0,0,0,0,10,10,30,0,0,0
500018,500001,False,0,200,None,False,NKS_fx_projectile_bullet_a01_e,Linear_noncontrol,1,1000,0,0,0,1,0,0,0,0,0,0,0,0,0,10,10,75,0,0,0
500019,500001,False,0,200,None,False,NKS_fx_projectile_bullet_a01_e,Linear_noncontrol,1,1000,0,0,0,1,0,0,0,0,0,0,0,0,0,10,10,120,0,0,0
500020,500001,False,0,200,None,False,NKS_fx_projectile_bullet_a01_e,Linear_noncontrol,1,1000,0,0,0,1,0,0,0,0,0,0,0,0,0,10,10,165,0,0,0
500021,500001,False,0,200,None,False,NKS_fx_projectile_bullet_a01_e,Linear_noncontrol,1,1000,0,0,0,1,0,0,0,0,0,0,0,0,0,10,10,210,0,0,0
500022,500001,False,0,200,None,False,NKS_fx_projectile_bullet_a01_e,Linear_noncontrol,1,1000,0,0,0,1,0,0,0,0,0,0,0,0,0,10,10,255,0,0,0
500023,500001,False,0,200,None,False,NKS_fx_projectile_bullet_a01_e,Linear_noncontrol,1,1000,0,0,0,1,0,0,0,0,0,0,0,0,0,10,10,300,0,0,0
500024,500001,False,0,200,None,False,NKS_fx_projectile_bullet_a01_e,Linear_noncontrol,1,1000,0,0,0,1,0,0,0,0,0,0,0,0,0,10,10,345,0,0,0
500025,500001,False,0,300,None,False,NKS_fx_projectile_bullet_a01_e,Linear_noncontrol,1,1000,0,0,0,1,0,0,0,0,0,0,0,0,0,10,10,45,0,0,0
500026,500001,False,0,300,None,False,NKS_fx_projectile_bullet_a01_e,Linear_noncontrol,1,1000,0,0,0,1,0,0,0,0,0,0,0,0,0,10,10,90,0,0,0
500027,500001,False,0,300,None,False,NKS_fx_projectile_bullet_a01_e,Linear_noncontrol,1,1000,0,0,0,1,0,0,0,0,0,0,0,0,0,10,10,135,0,0,0
500028,500001,False,0,300,None,False,NKS_fx_projectile_bullet_a01_e,Linear_noncontrol,1,1000,0,0,0,1,0,0,0,0,0,0,0,0,0,10,10,180,0,0,0
500029,500001,False,0,300,None,False,NKS_fx_projectile_bullet_a01_e,Linear_noncontrol,1,1000,0,0,0,1,0,0,0,0,0,0,0,0,0,10,10,225,0,0,0
500030,500001,False,0,300,None,False,NKS_fx_projectile_bullet_a01_e,Linear_noncontrol,1,1000,0,0,0,1,0,0,0,0,0,0,0,0,0,10,10,270,0,0,0
500031,500001,False,0,300,None,False,NKS_fx_projectile_bullet_a01_e,Linear_noncontrol,1,1000,0,0,0,1,0,0,0,0,0,0,0,0,0,10,10,315,0,0,0
500032,500001,False,0,300,None,False,NKS_fx_projectile_bullet_a01_e,Linear_noncontrol,1,1000,0,0,0,1,0,0,0,0,0,0,0,0,0,10,10,360,0,0,0
500033,500033,False,0,0,None,False,NKS_fx_projectile_bullet_a01_e,Linear_noncontrol,1,1000,0,0,0,1,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0
500034,500033,False,0,0,None,False,NKS_fx_projectile_bullet_a01_e,Linear_noncontrol,1,1000,0,0,0,1,0,0,0,0,0,0,0,0,0,10,10,45,0,0,0
500035,500033,False,0,0,None,False,NKS_fx_projectile_bullet_a01_e,Linear_noncontrol,1,1000,0,0,0,1,0,0,0,0,0,0,0,0,0,10,10,90,0,0,0
500036,500033,False,0,0,None,False,NKS_fx_projectile_bullet_a01_e,Linear_noncontrol,1,1000,0,0,0,1,0,0,0,0,0,0,0,0,0,10,10,135,0,0,0
500037,500033,False,0,0,None,False,NKS_fx_projectile_bullet_a01_e,Linear_noncontrol,1,1000,0,0,0,1,0,0,0,0,0,0,0,0,0,10,10,180,0,0,0
500038,500033,False,0,0,None,False,NKS_fx_projectile_bullet_a01_e,Linear_noncontrol,1,1000,0,0,0,1,0,0,0,0,0,0,0,0,0,10,10,225,0,0,0
500039,500033,False,0,0,None,False,NKS_fx_projectile_bullet_a01_e,Linear_noncontrol,1,1000,0,0,0,1,0,0,0,0,0,0,0,0,0,10,10,270,0,0,0
500040,500033,False,0,0,None,False,NKS_fx_projectile_bullet_a01_e,Linear_noncontrol,1,1000,0,0,0,1,0,0,0,0,0,0,0,0,0,10,10,315,0,0,0
500041,500033,False,0,50,None,False,NKS_fx_projectile_bullet_a01_e,Linear_noncontrol,1,1000,0,0,0,1,0,0,0,0,0,0,0,0,0,10,10,15,0,0,0
500042,500033,False,0,50,None,False,NKS_fx_projectile_bullet_a01_e,Linear_noncontrol,1,1000,0,0,0,1,0,0,0,0,0,0,0,0,0,10,10,60,0,0,0
500043,500033,False,0,50,None,False,NKS_fx_projectile_bullet_a01_e,Linear_noncontrol,1,1000,0,0,0,1,0,0,0,0,0,0,0,0,0,10,10,105,0,0,0
500044,500033,False,0,50,None,False,NKS_fx_projectile_bullet_a01_e,Linear_noncontrol,1,1000,0,0,0,1,0,0,0,0,0,0,0,0,0,10,10,150,0,0,0
500045,500033,False,0,50,None,False,NKS_fx_projectile_bullet_a01_e,Linear_noncontrol,1,1000,0,0,0,1,0,0,0,0,0,0,0,0,0,10,10,195,0,0,0
500046,500033,False,0,50,None,False,NKS_fx_projectile_bullet_a01_e,Linear_noncontrol,1,1000,0,0,0,1,0,0,0,0,0,0,0,0,0,10,10,240,0,0,0
500047,500033,False,0,50,None,False,NKS_fx_projectile_bullet_a01_e,Linear_noncontrol,1,1000,0,0,0,1,0,0,0,0,0,0,0,0,0,10,10,285,0,0,0
500048,500033,False,0,50,None,False,NKS_fx_projectile_bullet_a01_e,Linear_noncontrol,1,1000,0,0,0,1,0,0,0,0,0,0,0,0,0,10,10,330,0,0,0
500049,500033,False,0,100,None,False,NKS_fx_projectile_bullet_a01_e,Linear_noncontrol,1,1000,0,0,0,1,0,0,0,0,0,0,0,0,0,10,10,30,0,0,0
500050,500033,False,0,100,None,False,NKS_fx_projectile_bullet_a01_e,Linear_noncontrol,1,1000,0,0,0,1,0,0,0,0,0,0,0,0,0,10,10,75,0,0,0
500051,500033,False,0,100,None,False,NKS_fx_projectile_bullet_a01_e,Linear_noncontrol,1,1000,0,0,0,1,0,0,0,0,0,0,0,0,0,10,10,120,0,0,0
500052,500033,False,0,100,None,False,NKS_fx_projectile_bullet_a01_e,Linear_noncontrol,1,1000,0,0,0,1,0,0,0,0,0,0,0,0,0,10,10,165,0,0,0
500053,500033,False,0,100,None,False,NKS_fx_projectile_bullet_a01_e,Linear_noncontrol,1,1000,0,0,0,1,0,0,0,0,0,0,0,0,0,10,10,210,0,0,0
500054,500033,False,0,100,None,False,NKS_fx_projectile_bullet_a01_e,Linear_noncontrol,1,1000,0,0,0,1,0,0,0,0,0,0,0,0,0,10,10,255,0,0,0
500055,500033,False,0,100,None,False,NKS_fx_projectile_bullet_a01_e,Linear_noncontrol,1,1000,0,0,0,1,0,0,0,0,0,0,0,0,0,10,10,300,0,0,0
500056,500033,False,0,100,None,False,NKS_fx_projectile_bullet_a01_e,Linear_noncontrol,1,1000,0,0,0,1,0,0,0,0,0,0,0,0,0,10,10,345,0,0,0
500057,500033,False,0,150,None,False,NKS_fx_projectile_bullet_a01_e,Linear_noncontrol,1,1000,0,0,0,1,0,0,0,0,0,0,0,0,0,10,10,45,0,0,0
500058,500033,False,0,150,None,False,NKS_fx_projectile_bullet_a01_e,Linear_noncontrol,1,1000,0,0,0,1,0,0,0,0,0,0,0,0,0,10,10,90,0,0,0
500059,500033,False,0,150,None,False,NKS_fx_projectile_bullet_a01_e,Linear_noncontrol,1,1000,0,0,0,1,0,0,0,0,0,0,0,0,0,10,10,135,0,0,0
500060,500033,False,0,150,None,False,NKS_fx_projectile_bullet_a01_e,Linear_noncontrol,1,1000,0,0,0,1,0,0,0,0,0,0,0,0,0,10,10,180,0,0,0
500061,500033,False,0,150,None,False,NKS_fx_projectile_bullet_a01_e,Linear_noncontrol,1,1000,0,0,0,1,0,0,0,0,0,0,0,0,0,10,10,225,0,0,0
500062,500033,False,0,150,None,False,NKS_fx_projectile_bullet_a01_e,Linear_noncontrol,1,1000,0,0,0,1,0,0,0,0,0,0,0,0,0,10,10,270,0,0,0
500063,500033,False,0,150,None,False,NKS_fx_projectile_bullet_a01_e,Linear_noncontrol,1,1000,0,0,0,1,0,0,0,0,0,0,0,0,0,10,10,315,0,0,0
500064,500033,False,0,150,None,False,NKS_fx_projectile_bullet_a01_e,Linear_noncontrol,1,1000,0,0,0,1,0,0,0,0,0,0,0,0,0,10,10,360,0,0,0
500065,500033,False,0,200,None,False,NKS_fx_projectile_bullet_a01_e,Linear_noncontrol,1,1000,0,0,0,1,0,0,0,0,0,0,0,0,0,10,10,30,0,0,0
500066,500033,False,0,200,None,False,NKS_fx_projectile_bullet_a01_e,Linear_noncontrol,1,1000,0,0,0,1,0,0,0,0,0,0,0,0,0,10,10,75,0,0,0
500067,500033,False,0,200,None,False,NKS_fx_projectile_bullet_a01_e,Linear_noncontrol,1,1000,0,0,0,1,0,0,0,0,0,0,0,0,0,10,10,120,0,0,0
500068,500033,False,0,200,None,False,NKS_fx_projectile_bullet_a01_e,Linear_noncontrol,1,1000,0,0,0,1,0,0,0,0,0,0,0,0,0,10,10,165,0,0,0
500069,500033,False,0,200,None,False,NKS_fx_projectile_bullet_a01_e,Linear_noncontrol,1,1000,0,0,0,1,0,0,0,0,0,0,0,0,0,10,10,210,0,0,0
500070,500033,False,0,200,None,False,NKS_fx_projectile_bullet_a01_e,Linear_noncontrol,1,1000,0,0,0,1,0,0,0,0,0,0,0,0,0,10,10,255,0,0,0
500071,500033,False,0,200,None,False,NKS_fx_projectile_bullet_a01_e,Linear_noncontrol,1,1000,0,0,0,1,0,0,0,0,0,0,0,0,0,10,10,300,0,0,0
500072,500033,False,0,200,None,False,NKS_fx_projectile_bullet_a01_e,Linear_noncontrol,1,1000,0,0,0,1,0,0,0,0,0,0,0,0,0,10,10,345,0,0,0
500073,500033,False,0,250,None,False,NKS_fx_projectile_bullet_a01_e,Linear_noncontrol,1,1000,0,0,0,1,0,0,0,0,0,0,0,0,0,10,10,15,0,0,0
