id,wave_data_group_id,wave_order,wave_start_waiting_time,wave_fast_start_reward_gold,next_wave_call_time,wave_type,wave_path_group_id,wave_represent_monster,challenge_score
100111211,1001112,11,4000,40,4500,Normal,100111211,1001201101,0
100111212,1001112,12,3000,30,3000,Normal,100111212,1001111101,0
100111213,1001112,13,4500,45,4500,Normal,100111213,1001203101,0
100111301,1001113,1,0,35,2000,Normal,100111301,1001103101,0
100111302,1001113,2,3500,35,3000,Normal,100111302,1001110101,0
100111303,1001113,3,3000,30,2500,Normal,100111303,1001109101,0
100111304,1001113,4,3000,30,2000,Normal,100111304,1001110101,0
100111305,1001113,5,3500,35,3500,Normal,100111305,1001112101,0
100111306,1001113,6,4000,40,3500,Normal,100111306,1001110101,0
100111307,1001113,7,3000,30,2000,Normal,100111307,1001112101,0
100111308,1001113,8,3500,35,4500,Normal,100111308,1001202101,0
100111309,1001113,9,4500,45,4500,Normal,100111309,1001203101,0
100111401,1001114,1,0,30,2500,Normal,100111401,1001102101,0
100111402,1001114,2,3000,30,2000,Normal,100111402,1001106101,0
100111403,1001114,3,3500,35,3500,Normal,100111403,1001110101,0
100111404,1001114,4,4500,45,4000,Normal,100111404,1001103101,0
100111405,1001114,5,3500,35,2500,Normal,100111405,1001104101,0
100111406,1001114,6,4000,40,4000,Normal,100111406,1001110101,0
100111407,1001114,7,3500,35,2500,Normal,100111407,1001112101,0
100111408,1001114,8,3000,30,2500,Normal,100111408,1001112101,0
100111409,1001114,9,3500,35,3500,Normal,100111409,1001110101,0
100111410,1001114,10,3000,30,2000,Normal,100111410,1001112101,0
100111411,1001114,11,3000,30,4500,Normal,100111411,1001202101,0
100111412,1001114,12,3500,35,3500,Normal,100111412,1001112101,0
100111413,1001114,13,4500,45,5000,Normal,100111413,1001204101,0
100111501,1001115,1,0,35,2500,Normal,100111501,1001111101,0
100111502,1001115,2,3000,30,3000,Normal,100111502,1001112101,0
100111503,1001115,3,3500,35,3000,Normal,100111503,1001112101,0
100111504,1001115,4,4500,45,4000,Normal,100111504,1001106101,0
100111505,1001115,5,3000,30,3000,Normal,100111505,1001111101,0
100111506,1001115,6,3000,30,3500,Normal,100111506,1001112101,0
100111507,1001115,7,3000,30,3000,Normal,100111507,1001112101,0
100111508,1001115,8,3000,30,2500,Normal,100111508,1001112101,0
100111509,1001115,9,3000,30,2000,Normal,100111509,1001111101,0
100111510,1001115,10,4000,40,4000,Normal,100111510,1001203101,0
100111511,1001115,11,2000,20,2000,Normal,100111511,1001104101,0
100111512,1001115,12,3000,30,2500,Normal,100111512,1001112101,0
100111513,1001115,13,4000,40,4000,Normal,100111513,1001112101,0
100111514,1001115,14,5000,50,5000,Normal,100111514,1001204101,0
100111601,1001116,1,0,30,2000,Normal,100111601,1001107101,0
100111602,1001116,2,3500,35,3500,Normal,100111602,1001115101,0
100111603,1001116,3,4000,40,3500,Normal,100111603,1001115101,0
100111604,1001116,4,4000,40,3000,Normal,100111604,1001113101,0
100111605,1001116,5,4000,40,3500,Normal,100111605,1001115101,0
100111606,1001116,6,3500,35,3000,Normal,100111606,1001113101,0
100111607,1001116,7,3000,30,2500,Normal,100111607,1001115101,0
100111608,1001116,8,4000,40,3000,Normal,100111608,1001201101,0
100111609,1001116,9,4000,40,4500,Normal,100111609,1001205101,0
100111701,1001117,1,0,30,2500,Normal,100111701,1001108101,0
100111702,1001117,2,3500,35,3500,Normal,100111702,1001115101,0
100111703,1001117,3,3000,30,3000,Normal,100111703,1001113101,0
100111704,1001117,4,3000,30,3500,Normal,100111704,1001115101,0
100111705,1001117,5,3000,30,3000,Normal,100111705,1001112101,0
100111706,1001117,6,3000,30,3000,Normal,100111706,1001110101,0
100111707,1001117,7,3500,35,3500,Normal,100111707,1001115101,0
100111708,1001117,8,3500,35,3500,Normal,100111708,1001115101,0
100111709,1001117,9,3500,35,3000,Normal,100111709,1001112101,0
100111710,1001117,10,3000,30,3000,Normal,100111710,1001115101,0
100111711,1001117,11,4000,40,4000,Normal,100111711,1001201101,0
100111712,1001117,12,4000,40,3500,Normal,100111712,1001113101,0
100111713,1001117,13,4000,40,4500,Normal,100111713,1001112101,0
100111714,1001117,14,5000,50,5000,Normal,100111714,1001205101,0
100111801,1001118,1,0,30,2000,Normal,100111801,1001111101,0
100111802,1001118,2,3000,30,3500,Normal,100111802,1001113101,0
100111803,1001118,3,4000,40,4000,Normal,100111803,1001113101,0
100111804,1001118,4,3500,35,3500,Normal,100111804,1001115101,0
100111805,1001118,5,3000,30,3000,Normal,100111805,1001112101,0
100111806,1001118,6,3500,35,4000,Normal,100111806,1001204101,0
100111807,1001118,7,3000,30,2000,Normal,100111807,1001108101,0
100111808,1001118,8,3000,30,2500,Normal,100111808,1001115101,0
100111809,1001118,9,3000,30,3000,Normal,100111809,1001110101,0
100111810,1001118,10,4500,45,4500,Normal,100111810,1001202101,0
100111811,1001118,11,3500,35,3000,Normal,100111811,1001115101,0
100111812,1001118,12,4000,40,3500,Normal,100111812,1001112101,0
100111813,1001118,13,3000,30,3000,Normal,100111813,1001115101,0
100111814,1001118,14,4500,45,4500,Normal,100111814,1001205101,0
1001119001,1001119,1,0,0,1000,Random,100101,0,40
1001119002,1001119,2,2000,20,1000,Random,100102,0,40
1001119003,1001119,3,2000,20,1000,Random,100103,0,40
1001119004,1001119,4,2000,20,1000,Random,100104,0,40
1001119005,1001119,5,2000,20,1000,Random,100105,0,48
1001119006,1001119,6,2000,20,1000,Random,100106,0,48
1001119007,1001119,7,2000,20,1000,Random,100107,0,48
1001119008,1001119,8,2000,20,1000,Random,100108,0,48
1001119009,1001119,9,2000,20,1000,Random,100109,0,56
1001119010,1001119,10,2000,20,1000,Random,100110,0,56
1001119011,1001119,11,2000,20,1000,Random,100111,0,56
1001119012,1001119,12,2000,20,1000,Random,100112,0,56
1001119013,1001119,13,2000,20,1000,Random,100113,0,64
1001119014,1001119,14,2000,20,1000,Random,100114,0,64
1001119015,1001119,15,2000,20,1000,Random,100115,0,64
1001119016,1001119,16,1800,18,900,Random,100116,0,64
1001119017,1001119,17,1800,18,900,Random,100117,0,72
1001119018,1001119,18,1800,18,900,Random,100118,0,72
1001119019,1001119,19,1800,18,900,Random,100119,0,72
1001119020,1001119,20,1800,18,900,Random,100120,0,72
1001119021,1001119,21,1800,18,900,Random,100121,0,80
1001119022,1001119,22,1800,18,900,Random,100122,0,80
1001119023,1001119,23,1800,18,900,Random,100123,0,80
1001119024,1001119,24,1800,18,900,Random,100124,0,80
1001119025,1001119,25,1800,18,900,Random,100125,0,88
1001119026,1001119,26,1800,18,900,Random,100126,0,88
1001119027,1001119,27,1800,18,900,Random,100127,0,88
1001119028,1001119,28,1800,18,900,Random,100128,0,88
1001119029,1001119,29,1800,18,900,Random,100129,0,96
1001119030,1001119,30,1800,18,900,Random,100130,0,96
1001119031,1001119,31,1800,18,900,Random,100131,0,96
1001119032,1001119,32,1800,18,900,Random,100132,0,96
1001119033,1001119,33,1800,18,900,Random,100133,0,104
1001119034,1001119,34,1800,18,900,Random,100134,0,104
1001119035,1001119,35,1800,18,900,Random,100135,0,104
1001119036,1001119,36,1600,16,800,Random,100136,0,104
1001119037,1001119,37,1600,16,800,Random,100137,0,104
1001119038,1001119,38,1600,16,800,Random,100138,0,104
1001119039,1001119,39,1600,16,800,Random,100139,0,112
1001119040,1001119,40,1600,16,800,Random,100140,0,112
1001119041,1001119,41,1600,16,800,Random,100141,0,112
1001119042,1001119,42,1600,16,800,Random,100142,0,112
1001119043,1001119,43,1600,16,800,Random,100143,0,112
1001119044,1001119,44,1600,16,800,Random,100144,0,112
1001119045,1001119,45,1600,16,800,Random,100145,0,120
1001119046,1001119,46,1600,16,800,Random,100146,0,120
1001119047,1001119,47,1600,16,800,Random,100147,0,120
1001119048,1001119,48,1600,16,800,Random,100148,0,120
1001119049,1001119,49,1600,16,800,Random,100149,0,120
1001119050,1001119,50,1600,16,800,Random,100150,0,120
1001119051,1001119,51,1600,16,800,Random,100151,0,128
1001119052,1001119,52,1600,16,800,Random,100152,0,128
1001119053,1001119,53,1600,16,800,Random,100153,0,128
1001119054,1001119,54,1600,16,800,Random,100154,0,128
1001119055,1001119,55,1600,16,800,Random,100155,0,128
1001119056,1001119,56,1400,14,700,Random,100156,0,128
1001119057,1001119,57,1400,14,700,Random,100157,0,136
1001119058,1001119,58,1400,14,700,Random,100158,0,136
1001119059,1001119,59,1400,14,700,Random,100159,0,136
1001119060,1001119,60,1400,14,700,Random,100160,0,136
1001119061,1001119,61,1400,14,700,Random,100161,0,136
1001119062,1001119,62,1400,14,700,Random,100162,0,136
1001119063,1001119,63,1400,14,700,Random,100163,0,144
1001119064,1001119,64,1400,14,700,Random,100164,0,144
1001119065,1001119,65,1400,14,700,Random,100165,0,144
1001119066,1001119,66,1400,14,700,Random,100166,0,144
1001119067,1001119,67,1400,14,700,Random,100167,0,144
1001119068,1001119,68,1400,14,700,Random,100168,0,144
1001119069,1001119,69,1400,14,700,Random,100169,0,152
1001119070,1001119,70,1400,14,700,Random,100170,0,152
1001119071,1001119,71,1400,14,700,Random,100171,0,152
1001119072,1001119,72,1400,14,700,Random,100172,0,152
1001119073,1001119,73,1400,14,700,Random,100173,0,152
1001119074,1001119,74,1400,14,700,Random,100174,0,152
1001119075,1001119,75,1400,14,700,Random,100175,0,152
1001119076,1001119,76,1200,12,600,Random,100108,0,160
1001119077,1001119,77,1200,12,600,Random,100108,0,160
1001119078,1001119,78,1200,12,600,Random,100108,0,160
1001119079,1001119,79,1200,12,600,Random,100108,0,160
1001119080,1001119,80,1200,12,600,Random,100108,0,160
1001119081,1001119,81,1200,12,600,Random,100109,0,168
1001119082,1001119,82,1200,12,600,Random,100109,0,168
1001119083,1001119,83,1200,12,600,Random,100109,0,168
1001119084,1001119,84,1200,12,600,Random,100109,0,168
1001119085,1001119,85,1200,12,600,Random,100109,0,168
1001119086,1001119,86,1000,10,500,Random,100109,0,176
1001119087,1001119,87,1000,10,500,Random,100109,0,176
1001119088,1001119,88,1000,10,500,Random,100109,0,176
1001119089,1001119,89,1000,10,500,Random,100109,0,176
1001119090,1001119,90,1000,10,500,Random,100109,0,176
1001119091,1001119,91,1000,10,500,Random,100110,0,184
1001119092,1001119,92,1000,10,500,Random,100110,0,184
1001119093,1001119,93,1000,10,500,Random,100110,0,184
1001119094,1001119,94,1000,10,500,Random,100110,0,184
1001119095,1001119,95,1000,10,500,Random,100110,0,184
1001119096,1001119,96,800,8,400,Random,100110,0,192
1001119097,1001119,97,800,8,400,Random,100110,0,192
1001119098,1001119,98,800,8,400,Random,100110,0,192
1001119099,1001119,99,800,8,400,Random,100110,0,192
100210101,1002101,1,0,10,3500,Normal,100210101,1002101101,0
100210102,1002101,2,1000,10,2000,Normal,100210102,1002102101,0
100210103,1002101,3,1000,10,5000,Normal,100210103,1002102101,0
100210104,1002101,4,1000,10,2500,Normal,100210104,1002103101,0
100210105,1002101,5,1000,10,5000,Normal,100210105,1002103101,0
100210106,1002101,6,1000,10,6000,Normal,100210106,1002103101,0
100210107,1002101,7,500,5,7500,Normal,100210107,1002103101,0
100210108,1002101,8,500,5,7500,Normal,100210108,1002103101,0
100210109,1002101,9,500,5,7500,Normal,100210109,1002201101,0
