id,name_localkey,commonsettingsid,missioncategory,targettype,target_id,missioncount,reward_type,reward_value,missionvalue/0/conditiontype,missionvalue/0/conditionid,missionvalue/1/conditiontype,missionvalue/1/conditionid,missionvalue/2/conditiontype,missionvalue/2/conditionid
103001,Locale_Event:Event_NKS_Mission_Name_111,1,ChallengeMission,StageClear,5,1,Item,8119061,None,0,None,0,None,0
103002,Locale_Event:Event_NKS_Mission_Name_112,1,ChallengeMission,StageClear,6,1,Item,8119062,None,0,None,0,None,0
104001,Locale_Event:Event_NKS_Mission_Name_116,1,ChallengeMission,StageClear,7,1,Item,8119066,None,0,None,0,None,0
104002,Locale_Event:Event_NKS_Mission_Name_117,1,ChallengeMission,StageClear,8,1,Item,8119067,None,0,None,0,None,0
105001,Locale_Event:Event_NKS_Mission_Name_121,1,ChallengeMission,StageClear,9,1,Item,8119071,None,0,None,0,None,0
105002,Locale_Event:Event_NKS_Mission_Name_122,1,ChallengeMission,StageClear,10,1,Item,8119072,None,0,None,0,None,0
202001,Locale_Event:Event_NKS_Mission_Name_201,1,ChallengeMission,Monster_KillCount,0,1000,Item,8119076,StageId,11,None,0,None,0
202002,Locale_Event:Event_NKS_Mission_Name_202,1,ChallengeMission,Monster_KillCount,0,2000,Item,8119077,StageId,11,None,0,None,0
202003,Locale_Event:Event_NKS_Mission_Name_203,1,ChallengeMission,Monster_KillCount,0,3000,Item,8119078,StageId,11,None,0,None,0
203000,Locale_Event:Event_NKS_mission_Name_902,1,ChallengeMission,AliveTimeCount,0,360,Item,8119092,StageId,11,None,0,None,0
203001,Locale_Event:Event_NKS_Mission_Name_211,1,ChallengeMission,AliveTimeCount,0,4800,Item,8119079,StageId,11,None,0,None,0
203002,Locale_Event:Event_NKS_Mission_Name_212,1,ChallengeMission,AliveTimeCount,0,7200,Item,8119080,StageId,11,None,0,None,0
203003,Locale_Event:Event_NKS_Mission_Name_213,1,ChallengeMission,AliveTimeCount,0,14400,Item,8119081,StageId,11,None,0,None,0
204001,Locale_Event:Event_NKS_Mission_Name_301,1,ChallengeMission,StageClear,0,1,Item,8119082,Character,1,HoldItem,200105,None,0
204002,Locale_Event:Event_NKS_Mission_Name_302,1,ChallengeMission,StageClear,0,1,Item,8119083,Character,3,HoldItem,200505,None,0
204003,Locale_Event:Event_NKS_Mission_Name_303,1,ChallengeMission,StageClear,0,1,Item,8119084,Character,4,HoldItem,200705,None,0
204004,Locale_Event:Event_NKS_Mission_Name_304,1,ChallengeMission,StageClear,0,1,Item,8119085,Character,2,HoldItem,200905,None,0
204005,Locale_Event:Event_NKS_Mission_Name_305,1,ChallengeMission,StageClear,0,1,Item,8119086,Character,5,HoldItem,200305,None,0
301000,Locale_Event:Event_NKS_Mission_Name_401,1,ChallengeMission,StageClear,1,1,Item,8119087,Character,1,HoldItem,110005,None,0
302000,Locale_Event:Event_NKS_Mission_Name_402,1,ChallengeMission,StageClear,8,1,Item,8119088,Character,3,HoldItem,110006,None,0
303000,Locale_Event:Event_NKS_Mission_Name_403,1,ChallengeMission,StageClear,8,1,Item,8119089,Character,4,HoldItem,110007,None,0
304000,Locale_Event:Event_NKS_Mission_Name_404,1,ChallengeMission,StageClear,4,1,Item,8119090,Character,2,HoldItem,110008,None,0
305000,Locale_Event:Event_NKS_Mission_Name_405,1,ChallengeMission,StageClear,6,1,Item,8119091,Character,5,HoldItem,110009,None,0
306000,Locale_Event:Event_NKS_Mission_Name_126,1,ChallengeMission,StageClear,11,1,NKSitem,100214,None,0,None,0,None,0
1101001,Locale_Event:Event_NKS_Mission_Name_101,2,ChallengeMission,StageClear,101,1,NKSitem,1100001,None,0,None,0,None,0
1101002,Locale_Event:Event_NKS_Mission_Name_102,2,ChallengeMission,StageClear,102,1,NKSitem,1100002,None,0,None,0,None,0
1102001,Locale_Event:Event_NKS_Mission_Name_106,2,ChallengeMission,StageClear,103,1,NKSitem,1100004,None,0,None,0,None,0
1102002,Locale_Event:Event_NKS_Mission_Name_107,2,ChallengeMission,StageClear,104,1,NKSitem,1100005,None,0,None,0,None,0
1103001,Locale_Event:Event_NKS_Mission_Name_111,2,ChallengeMission,StageClear,105,1,NKSitem,1100006,None,0,None,0,None,0
1103002,Locale_Event:Event_NKS_Mission_Name_112,2,ChallengeMission,StageClear,106,1,NKSitem,1100008,None,0,None,0,None,0
1104001,Locale_Event:Event_NKS_Mission_Name_116,2,ChallengeMission,StageClear,107,1,NKSitem,1100009,None,0,None,0,None,0
1104002,Locale_Event:Event_NKS_Mission_Name_117,2,ChallengeMission,StageClear,108,1,NKSitem,1100010,None,0,None,0,None,0
1105001,Locale_Event:Event_NKS_Mission_Name_121,2,ChallengeMission,StageClear,109,1,NKSitem,1100013,None,0,None,0,None,0
1105002,Locale_Event:Event_NKS_Mission_Name_122,2,ChallengeMission,StageClear,110,1,NKSitem,1100014,None,0,None,0,None,0
1202001,Locale_Event:Event_NKS_Mission_Name_201,2,ChallengeMission,Monster_KillCount,0,1000,NKSitem,1100003,StageId,111,None,0,None,0
1202002,Locale_Event:Event_NKS_Mission_Name_202,2,ChallengeMission,Monster_KillCount,0,2000,NKSitem,1100007,StageId,111,None,0,None,0
1202003,Locale_Event:Event_NKS_Mission_Name_203,2,ChallengeMission,Monster_KillCount,0,3000,NKSitem,1100012,StageId,111,None,0,None,0
1203000,Locale_Event:Event_NKS_mission_Name_902,2,ChallengeMission,AliveTimeCount,0,360,NKSitem,1100003,StageId,111,None,0,None,0
1203001,Locale_Event:Event_NKS_Mission_Name_211,2,ChallengeMission,AliveTimeCount,0,4800,NKSitem,1100011,StageId,111,None,0,None,0
1203002,Locale_Event:Event_NKS_Mission_Name_212,2,ChallengeMission,AliveTimeCount,0,7200,NKSitem,1100015,StageId,111,None,0,None,0
1203003,Locale_Event:Event_NKS_Mission_Name_213,2,ChallengeMission,AliveTimeCount,0,14400,NKSitem,1100016,StageId,111,None,0,None,0
1204001,Locale_Event:Event_NKS_Mission_Name_301,2,ChallengeMission,StageClear,0,1,NKSitem,1100003,Character,101,HoldItem,200105,None,0
1204002,Locale_Event:Event_NKS_Mission_Name_302,2,ChallengeMission,StageClear,0,1,NKSitem,1100003,Character,103,HoldItem,200505,None,0
1204003,Locale_Event:Event_NKS_Mission_Name_303,2,ChallengeMission,StageClear,0,1,NKSitem,1100003,Character,104,HoldItem,200705,None,0
1204004,Locale_Event:Event_NKS_Mission_Name_304,2,ChallengeMission,StageClear,0,1,NKSitem,1100003,Character,102,HoldItem,200905,None,0
1204005,Locale_Event:Event_NKS_Mission_Name_305,2,ChallengeMission,StageClear,0,1,NKSitem,1100003,Character,105,HoldItem,200305,None,0
1301000,Locale_Event:Event_NKS_Mission_Name_401,2,ChallengeMission,StageClear,101,1,NKSitem,1100003,Character,101,HoldItem,110005,None,0
1302000,Locale_Event:Event_NKS_Mission_Name_402,2,ChallengeMission,StageClear,108,1,NKSitem,1100003,Character,103,HoldItem,110006,None,0
1303000,Locale_Event:Event_NKS_Mission_Name_403,2,ChallengeMission,StageClear,108,1,NKSitem,1100003,Character,104,HoldItem,110007,None,0
1304000,Locale_Event:Event_NKS_Mission_Name_404,2,ChallengeMission,StageClear,104,1,NKSitem,1100003,Character,102,HoldItem,110008,None,0
1305000,Locale_Event:Event_NKS_Mission_Name_405,2,ChallengeMission,StageClear,106,1,NKSitem,1100003,Character,105,HoldItem,110009,None,0
1306000,Locale_Event:Event_NKS_Mission_Name_126,2,ChallengeMission,StageClear,111,1,NKSitem,100214,None,0,None,0,None,0
2101000,Locale_Event:Event_NKS_Mission_Name_1100,3,ChallengeMission,StageClear,200,1,NKSitem,1100001,None,0,None,0,None,0
2101001,Locale_Event:Event_NKS_Mission_Name_101,3,ChallengeMission,StageClear,201,1,NKSitem,1100001,None,0,None,0,None,0
2101002,Locale_Event:Event_NKS_Mission_Name_102,3,ChallengeMission,StageClear,202,1,NKSitem,1100002,None,0,None,0,None,0
2102000,Locale_Event:Event_NKS_Mission_Name_1101,3,ChallengeMission,StageClear,210,1,NKSitem,1100004,None,0,None,0,None,0
2102001,Locale_Event:Event_NKS_Mission_Name_106,3,ChallengeMission,StageClear,211,1,NKSitem,1100004,None,0,None,0,None,0
2102002,Locale_Event:Event_NKS_Mission_Name_107,3,ChallengeMission,StageClear,212,1,NKSitem,1100005,None,0,None,0,None,0
2103000,Locale_Event:Event_NKS_Mission_Name_1102,3,ChallengeMission,StageClear,220,1,NKSitem,1100006,None,0,None,0,None,0
2103001,Locale_Event:Event_NKS_Mission_Name_111,3,ChallengeMission,StageClear,221,1,NKSitem,1100006,None,0,None,0,None,0
2103002,Locale_Event:Event_NKS_Mission_Name_112,3,ChallengeMission,StageClear,222,1,NKSitem,1100008,None,0,None,0,None,0
2104000,Locale_Event:Event_NKS_Mission_Name_1103,3,ChallengeMission,StageClear,230,1,NKSitem,1100009,None,0,None,0,None,0
2104001,Locale_Event:Event_NKS_Mission_Name_116,3,ChallengeMission,StageClear,231,1,NKSitem,1100009,None,0,None,0,None,0
2104002,Locale_Event:Event_NKS_Mission_Name_117,3,ChallengeMission,StageClear,232,1,NKSitem,1100010,None,0,None,0,None,0
2105000,Locale_Event:Event_NKS_Mission_Name_1104,3,ChallengeMission,StageClear,240,1,NKSitem,1100013,None,0,None,0,None,0
2105001,Locale_Event:Event_NKS_Mission_Name_121,3,ChallengeMission,StageClear,241,1,NKSitem,1100013,None,0,None,0,None,0
2105002,Locale_Event:Event_NKS_Mission_Name_122,3,ChallengeMission,StageClear,242,1,NKSitem,1100014,None,0,None,0,None,0
2106000,Locale_Event:Event_NKS_Mission_Name_1105,3,ChallengeMission,StageClear,250,1,NKSitem,1100013,None,0,None,0,None,0
2106001,Locale_Event:Event_NKS_Mission_Name_1106,3,ChallengeMission,StageClear,251,1,NKSitem,1100014,None,0,None,0,None,0
2106002,Locale_Event:Event_NKS_Mission_Name_1107,3,ChallengeMission,StageClear,252,1,Item,8119093,None,0,None,0,None,0
2202001,Locale_Event:Event_NKS_Mission_Name_1108,3,ChallengeMission,Monster_KillCount,0,1000,NKSitem,1100003,StageId,261,None,0,None,0
2202002,Locale_Event:Event_NKS_Mission_Name_1109,3,ChallengeMission,Monster_KillCount,0,2000,NKSitem,1100007,StageId,261,None,0,None,0
2202003,Locale_Event:Event_NKS_Mission_Name_1110,3,ChallengeMission,Monster_KillCount,0,3000,NKSitem,1100012,StageId,261,None,0,None,0
2203000,Locale_Event:Event_NKS_Mission_Name_1111,3,ChallengeMission,AliveTimeCount,0,360,NKSitem,1100003,StageId,261,None,0,None,0
2203001,Locale_Event:Event_NKS_Mission_Name_1112,3,ChallengeMission,AliveTimeCount,0,4800,NKSitem,1100011,StageId,261,None,0,None,0
2203002,Locale_Event:Event_NKS_Mission_Name_1113,3,ChallengeMission,AliveTimeCount,0,7200,NKSitem,1100015,StageId,261,None,0,None,0
2203003,Locale_Event:Event_NKS_Mission_Name_1114,3,ChallengeMission,AliveTimeCount,0,14400,NKSitem,1100016,StageId,261,None,0,None,0
2204000,Locale_Event:Event_NKS_Mission_Name_300,3,ChallengeMission,StageClear,0,1,Item,8119096,Character,201,HoldItem,2200105,None,0
2204001,Locale_Event:Event_NKS_Mission_Name_301,3,ChallengeMission,StageClear,0,1,Item,8119097,Character,202,HoldItem,200105,None,0
2204002,Locale_Event:Event_NKS_Mission_Name_302,3,ChallengeMission,StageClear,0,1,Item,8119098,Character,204,HoldItem,200505,None,0
2204003,Locale_Event:Event_NKS_Mission_Name_303,3,ChallengeMission,StageClear,0,1,Item,8119099,Character,205,HoldItem,200705,None,0
2204004,Locale_Event:Event_NKS_Mission_Name_304,3,ChallengeMission,StageClear,0,1,Item,8119100,Character,203,HoldItem,200905,None,0
2204005,Locale_Event:Event_NKS_Mission_Name_305,3,ChallengeMission,StageClear,0,1,Item,8119101,Character,206,HoldItem,200305,None,0
2306000,Locale_Event:Event_NKS_Mission_Name_1115,3,ChallengeMission,StageClear,260,1,Item,8119094,None,0,None,0,None,0
2306001,Locale_Event:Event_NKS_Mission_Name_1116,3,ChallengeMission,StageClear,261,1,Item,8119095,None,0,None,0,None,0
2307000,Locale_Event:Event_NKS_Mission_Name_1200,3,ChallengeMission,StageClear,261,1,Item,50,Character,201,None,0,None,0
2307001,Locale_Event:Event_NKS_Mission_Name_1201,3,ChallengeMission,StageClear,261,1,Item,50,Character,202,None,0,None,0
2307002,Locale_Event:Event_NKS_Mission_Name_1202,3,ChallengeMission,StageClear,261,1,Item,50,Character,203,None,0,None,0
2307003,Locale_Event:Event_NKS_Mission_Name_1203,3,ChallengeMission,StageClear,261,1,Item,50,Character,204,None,0,None,0
2307004,Locale_Event:Event_NKS_Mission_Name_1204,3,ChallengeMission,StageClear,261,1,Item,50,Character,205,None,0,None,0
2307005,Locale_Event:Event_NKS_Mission_Name_1205,3,ChallengeMission,StageClear,261,1,Item,50,Character,206,None,0,None,0
999998,Locale_Event:Event_NKS_Mission_Name_126,90001,ChallengeMission,StageClear,11,1,NKSitem,100214,None,0,None,0,None,0
999999,Locale_Event:Event_NKS_Mission_Name_126,90002,ChallengeMission,StageClear,11,1,NKSitem,100214,None,0,None,0,None,0
1000000,Locale_Event:Event_NKS_Mission_Name_126,90002,ChallengeMission,StageClear,11,1,NKSitem,100214,None,0,None,0,None,0
1000001,Locale_Event:Event_NKS_Mission_Name_126,90002,ChallengeMission,StageClear,11,1,NKSitem,100214,None,0,None,0,None,0
1000002,Locale_Event:Event_NKS_Mission_Name_126,90002,ChallengeMission,StageClear,11,1,NKSitem,100214,None,0,None,0,None,0
