id,group_id,rare,prob,prob_max_count,gacha_list_id,customize_list_id
201101,2011,SSR,200,0,500801,500801
201102,2011,SSR,150,0,500802,500802
201103,2011,SSR,50,0,500803,500803
201104,2011,SR,4300,0,500804,500804
201105,2011,R,5300,0,500805,500805
201201,2012,SSR,200,0,500901,500901
201202,2012,SSR,150,0,500902,500902
201203,2012,SSR,50,0,500903,500903
201204,2012,SR,4300,0,500904,500904
201205,2012,R,5300,0,500905,500905
201301,2013,SSR,200,0,501001,501001
201302,2013,SSR,150,0,501002,501002
201303,2013,SSR,50,0,501003,501003
201304,2013,SR,4300,0,501004,501004
201305,2013,R,5300,0,501005,501005
201401,2014,SSR,200,0,501101,501101
201402,2014,SSR,150,0,501102,501102
201403,2014,SSR,50,0,501103,501103
201404,2014,SR,4300,0,501104,501104
201405,2014,R,5300,0,501105,501105
201501,2015,SSR,100,0,501201,501201
201502,2015,SSR,250,0,501202,501202
201503,2015,SSR,50,0,501203,501203
201504,2015,SR,4300,0,501204,501204
201505,2015,R,5300,0,501205,501205
201601,2016,SSR,200,0,501301,501301
201602,2016,SSR,150,0,501302,501302
201603,2016,SSR,50,0,501303,501303
201604,2016,SR,4300,0,501304,501304
201605,2016,R,5300,0,501305,501305
201701,2017,SSR,200,0,501401,501401
201702,2017,SSR,150,0,501402,501402
201703,2017,SSR,50,0,501403,501403
201704,2017,SR,4300,0,501404,501404
201705,2017,R,5300,0,501405,501405
201801,2018,SSR,200,0,501501,501501
201802,2018,SSR,150,0,501502,501502
201803,2018,SSR,50,0,501503,501503
201804,2018,SR,4300,0,501504,501504
201805,2018,R,5300,0,501505,501505
201901,2019,SSR,200,0,501601,501601
201902,2019,SSR,150,0,501602,501602
201903,2019,SSR,50,0,501603,501603
201904,2019,SR,4300,0,501604,501604
201905,2019,R,5300,0,501605,501605
202001,2020,SSR,200,0,501701,501701
202002,2020,SSR,150,0,501702,501702
202003,2020,SSR,50,0,501703,501703
202004,2020,SR,4300,0,501704,501704
202005,2020,R,5300,0,501705,501705
202101,2021,SSR,200,0,501801,501801
202102,2021,SSR,150,0,501802,501802
202103,2021,SSR,50,0,501803,501803
202104,2021,SR,4300,0,501804,501804
202105,2021,R,5300,0,501805,501805
202201,2022,SSR,200,0,501901,501901
202202,2022,SSR,150,0,501902,501902
202203,2022,SSR,50,0,501903,501903
202204,2022,SR,4300,0,501904,501904
202205,2022,R,5300,0,501905,501905
202301,2023,SSR,200,0,502001,502001
202302,2023,SSR,150,0,502002,502002
202303,2023,SSR,50,0,502003,502003
202304,2023,SR,4300,0,502004,502004
202305,2023,R,5300,0,502005,502005
202401,2024,SSR,200,0,502101,502101
202402,2024,SSR,150,0,502102,502102
202403,2024,SSR,50,0,502103,502103
202404,2024,SR,4300,0,502104,502104
202405,2024,R,5300,0,502105,502105
202501,2025,SSR,200,0,502201,502201
202502,2025,SSR,150,0,502202,502202
202503,2025,SSR,50,0,502203,502203
202504,2025,SR,4300,0,502204,502204
202505,2025,R,5300,0,502205,502205
202601,2026,SSR,200,0,502301,502301
202602,2026,SSR,150,0,502302,502302
202603,2026,SSR,50,0,502303,502303
202604,2026,SR,4300,0,502304,502304
202605,2026,R,5300,0,502305,502305
202701,2027,SSR,200,0,502401,502401
202702,2027,SSR,150,0,502402,502402
202703,2027,SSR,50,0,502403,502403
202704,2027,SR,4300,0,502404,502404
202705,2027,R,5300,0,502405,502405
202801,2028,SSR,200,0,502501,502501
202802,2028,SSR,150,0,502502,502502
202803,2028,SSR,50,0,502503,502503
202804,2028,SR,4300,0,502504,502504
202805,2028,R,5300,0,502505,502505
202901,2029,SSR,200,0,502601,502601
202902,2029,SSR,150,0,502602,502602
202903,2029,SSR,50,0,502603,502603
202904,2029,SR,4300,0,502604,502604
202905,2029,R,5300,0,502605,502605
203001,2030,SSR,200,0,502701,502701
203002,2030,SSR,150,0,502702,502702
203003,2030,SSR,50,0,502703,502703
203004,2030,SR,4300,0,502704,502704
203005,2030,R,5300,0,502705,502705
203101,2031,SSR,100,0,502801,502801
203102,2031,SSR,250,0,502802,502802
203103,2031,SSR,50,0,502803,502803
203104,2031,SR,4300,0,502804,502804
203105,2031,R,5300,0,502805,502805
203201,2032,SSR,200,0,502901,502901
203202,2032,SSR,150,0,502902,502902
203203,2032,SSR,50,0,502903,502903
203204,2032,SR,4300,0,502904,502904
203205,2032,R,5300,0,502905,502905
203301,2033,SSR,200,0,503001,503001
203302,2033,SSR,50,0,503002,503002
203303,2033,SSR,50,0,503003,503003
203304,2033,SSR,100,0,503004,503004
203305,2033,SR,4300,0,503005,503005
203306,2033,R,5300,0,503006,503006
203401,2034,SSR,200,0,503101,503101
203402,2034,SSR,50,0,503102,503102
203403,2034,SSR,50,0,503103,503103
203404,2034,SSR,100,0,503104,503104
203405,2034,SR,4300,0,503105,503105
203406,2034,R,5300,0,503106,503106
203501,2035,SSR,100,0,503201,503201
203502,2035,SSR,250,0,503202,503202
203503,2035,SSR,50,0,503203,503203
203504,2035,SR,4300,0,503204,503204
203505,2035,R,5300,0,503205,503205
203601,2036,SSR,100,0,503301,503301
203602,2036,SSR,250,0,503302,503302
203603,2036,SSR,50,0,503303,503303
203604,2036,SR,4300,0,503304,503304
203605,2036,R,5300,0,503305,503305
203701,2037,SSR,200,0,503401,503401
203702,2037,SSR,150,0,503402,503402
203703,2037,SSR,50,0,503403,503403
203704,2037,SR,4300,0,503404,503404
203705,2037,R,5300,0,503405,503405
203801,2038,SSR,200,0,503501,503501
203802,2038,SSR,150,0,503502,503502
203803,2038,SSR,50,0,503503,503503
203804,2038,SR,4300,0,503504,503504
203805,2038,R,5300,0,503505,503505
203901,2039,SSR,200,0,503601,503601
203902,2039,SSR,150,0,503602,503602
203903,2039,SSR,50,0,503603,503603
203904,2039,SR,4300,0,503604,503604
203905,2039,R,5300,0,503605,503605
204001,2040,SSR,200,0,503701,503701
204002,2040,SSR,150,0,503702,503702
204003,2040,SSR,50,0,503703,503703
204004,2040,SR,4300,0,503704,503704
204005,2040,R,5300,0,503705,503705
204101,2041,SSR,200,0,503801,503801
204102,2041,SSR,150,0,503802,503802
204103,2041,SSR,50,0,503803,503803
204104,2041,SR,4300,0,503804,503804
204105,2041,R,5300,0,503805,503805
204201,2042,SSR,200,0,503901,503901
204202,2042,SSR,150,0,503902,503902
204203,2042,SSR,50,0,503903,503903
204204,2042,SR,4300,0,503904,503904
204205,2042,R,5300,0,503905,503905
204301,2043,SSR,200,0,504001,504001
204302,2043,SSR,150,0,504002,504002
204303,2043,SSR,50,0,504003,504003
204304,2043,SR,4300,0,504004,504004
204305,2043,R,5300,0,504005,504005
204401,2044,SSR,200,0,504101,504101
204402,2044,SSR,150,0,504102,504102
204403,2044,SSR,50,0,504103,504103
204404,2044,SR,4300,0,504104,504104
204405,2044,R,5300,0,504105,504105
204501,2045,SSR,200,0,504201,504201
204502,2045,SSR,150,0,504202,504202
204503,2045,SSR,50,0,504203,504203
204504,2045,SR,4300,0,504204,504204
204505,2045,R,5300,0,504205,504205
204601,2046,SSR,100,0,504301,504301
204602,2046,SSR,250,0,504302,504302
204603,2046,SSR,50,0,504303,504303
204604,2046,SR,4300,0,504304,504304
204605,2046,R,5300,0,504305,504305
204701,2047,SSR,200,0,504401,504401
204702,2047,SSR,150,0,504402,504402
204703,2047,SSR,50,0,504403,504403
204704,2047,SR,4300,0,504404,504404
204705,2047,R,5300,0,504405,504405
204801,2048,SSR,200,0,504501,504501
204802,2048,SSR,150,0,504502,504502
204803,2048,SSR,50,0,504503,504503
204804,2048,SR,4300,0,504504,504504
204805,2048,R,5300,0,504505,504505
204901,2049,SSR,200,0,504601,504601
204902,2049,SSR,150,0,504602,504602
204903,2049,SSR,50,0,504603,504603
204904,2049,SR,4300,0,504604,504604
204905,2049,R,5300,0,504605,504605
205001,2050,SSR,200,0,504701,504701
205002,2050,SSR,150,0,504702,504702
205003,2050,SSR,50,0,504703,504703
205004,2050,SR,4300,0,504704,504704
205005,2050,R,5300,0,504705,504705
205101,2051,SSR,200,0,504801,504801
205102,2051,SSR,150,0,504802,504802
205103,2051,SSR,50,0,504803,504803
205104,2051,SR,4300,0,504804,504804
205105,2051,R,5300,0,504805,504805
205201,2052,SSR,200,0,504901,504901
205202,2052,SSR,150,0,504902,504902
205203,2052,SSR,50,0,504903,504903
205204,2052,SR,4300,0,504904,504904
205205,2052,R,5300,0,504905,504905
205301,2053,SSR,200,0,505001,505001
205302,2053,SSR,150,0,505002,505002
205303,2053,SSR,50,0,505003,505003
205304,2053,SR,4300,0,505004,505004
205305,2053,R,5300,0,505005,505005
205401,2054,SSR,200,0,505101,505101
205402,2054,SSR,150,0,505102,505102
205403,2054,SSR,50,0,505103,505103
205404,2054,SR,4300,0,505104,505104
205405,2054,R,5300,0,505105,505105
205501,2055,SSR,200,0,505201,505201
205502,2055,SSR,150,0,505202,505202
205503,2055,SSR,50,0,505203,505203
205504,2055,SR,4300,0,505204,505204
205505,2055,R,5300,0,505205,505205
205601,2056,SSR,200,0,505301,505301
205602,2056,SSR,150,0,505302,505302
205603,2056,SSR,50,0,505303,505303
205604,2056,SR,4300,0,505304,505304
205605,2056,R,5300,0,505305,505305
205701,2057,SSR,200,0,505401,505401
205702,2057,SSR,150,0,505402,505402
205703,2057,SSR,50,0,505403,505403
205704,2057,SR,4300,0,505404,505404
205705,2057,R,5300,0,505405,505405
205801,2058,SSR,200,0,505501,505501
205802,2058,SSR,150,0,505502,505502
205803,2058,SSR,50,0,505503,505503
205804,2058,SR,4300,0,505504,505504
205805,2058,R,5300,0,505505,505505
205901,2059,SSR,200,0,505601,505601
205902,2059,SSR,150,0,505602,505602
205903,2059,SSR,50,0,505603,505603
205904,2059,SR,4300,0,505604,505604
205905,2059,R,5300,0,505605,505605
206001,2060,SSR,200,0,505701,505701
206002,2060,SSR,150,0,505702,505702
206003,2060,SSR,50,0,505703,505703
206004,2060,SR,4300,0,505704,505704
206005,2060,R,5300,0,505705,505705
206101,2061,SSR,200,0,505801,505801
206102,2061,SSR,150,0,505802,505802
206103,2061,SSR,50,0,505803,505803
206104,2061,SR,4300,0,505804,505804
206105,2061,R,5300,0,505805,505805
206201,2062,SSR,200,0,505901,505901
206202,2062,SSR,150,0,505902,505902
206203,2062,SSR,50,0,505903,505903
206204,2062,SR,4300,0,505904,505904
206205,2062,R,5300,0,505905,505905
206301,2063,SSR,200,0,506001,506001
206302,2063,SSR,150,0,506002,506002
206303,2063,SSR,50,0,506003,506003
206304,2063,SR,4300,0,506004,506004
206305,2063,R,5300,0,506005,506005
206401,2064,SSR,200,0,506101,506101
206402,2064,SSR,150,0,506102,506102
206403,2064,SSR,50,0,506103,506103
206404,2064,SR,4300,0,506104,506104
206405,2064,R,5300,0,506105,506105
206501,2065,SSR,200,0,506201,506201
206502,2065,SSR,150,0,506202,506202
206503,2065,SSR,50,0,506203,506203
206504,2065,SR,4300,0,506204,506204
206505,2065,R,5300,0,506205,506205
206601,2066,SSR,100,0,506301,506301
206602,2066,SSR,250,0,506302,506302
206603,2066,SSR,50,0,506303,506303
206604,2066,SR,4300,0,506304,506304
206605,2066,R,5300,0,506305,506305
206701,2067,SSR,100,0,506401,506401
206702,2067,SSR,250,0,506402,506402
206703,2067,SSR,50,0,506403,506403
206704,2067,SR,4300,0,506404,506404
206705,2067,R,5300,0,506405,506405
206801,2068,SSR,200,0,506501,506501
206802,2068,SSR,150,0,506502,506502
206803,2068,SSR,50,0,506503,506503
206804,2068,SR,4300,0,506504,506504
206805,2068,R,5300,0,506505,506505
206901,2069,SSR,200,0,506601,506601
206902,2069,SSR,150,0,506602,506602
206903,2069,SSR,50,0,506603,506603
206904,2069,SR,4300,0,506604,506604
206905,2069,R,5300,0,506605,506605
207001,2070,SSR,200,0,506701,506701
207002,2070,SSR,150,0,506702,506702
207003,2070,SSR,50,0,506703,506703
207004,2070,SR,4300,0,506704,506704
207005,2070,R,5300,0,506705,506705
207101,2071,SSR,200,0,506801,506801
207102,2071,SSR,150,0,506802,506802
207103,2071,SSR,50,0,506803,506803
207104,2071,SR,4300,0,506804,506804
207105,2071,R,5300,0,506805,506805
207201,2072,SSR,200,0,506901,506901
207202,2072,SSR,150,0,506902,506902
207203,2072,SSR,50,0,506903,506903
207204,2072,SR,4300,0,506904,506904
207205,2072,R,5300,0,506905,506905
207301,2073,SSR,100,0,507001,507001
207302,2073,SSR,250,0,507002,507002
207303,2073,SSR,50,0,507003,507003
207304,2073,SR,4300,0,507004,507004
207305,2073,R,5300,0,507005,507005
207401,2074,SSR,100,0,507101,507101
207402,2074,SSR,250,0,507102,507102
207403,2074,SSR,50,0,507103,507103
207404,2074,SR,4300,0,507104,507104
207405,2074,R,5300,0,507105,507105
207501,2075,SSR,200,0,507201,507201
207502,2075,SSR,150,0,507202,507202
207503,2075,SSR,50,0,507203,507203
207504,2075,SR,4300,0,507204,507204
207505,2075,R,5300,0,507205,507205
207601,2076,SSR,200,0,507301,507301
207602,2076,SSR,150,0,507302,507302
207603,2076,SSR,50,0,507303,507303
207604,2076,SR,4300,0,507304,507304
207605,2076,R,5300,0,507305,507305
207701,2077,SSR,200,0,507401,507401
207702,2077,SSR,150,0,507402,507402
207703,2077,SSR,50,0,507403,507403
207704,2077,SR,4300,0,507404,507404
207705,2077,R,5300,0,507405,507405
207801,2078,SSR,200,0,507501,507501
207802,2078,SSR,150,0,507502,507502
207803,2078,SSR,50,0,507503,507503
207804,2078,SR,4300,0,507504,507504
207805,2078,R,5300,0,507505,507505
207901,2079,SSR,200,0,507601,507601
207902,2079,SSR,150,0,507602,507602
207903,2079,SSR,50,0,507603,507603
207904,2079,SR,4300,0,507604,507604
207905,2079,R,5300,0,507605,507605
208001,2080,SSR,200,0,507701,507701
208002,2080,SSR,150,0,507702,507702
208003,2080,SSR,50,0,507703,507703
208004,2080,SR,4300,0,507704,507704
208005,2080,R,5300,0,507705,507705
208101,2081,SSR,200,0,507801,507801
208102,2081,SSR,150,0,507802,507802
208103,2081,SSR,50,0,507803,507803
208104,2081,SR,4300,0,507804,507804
208105,2081,R,5300,0,507805,507805
208201,2082,SSR,200,0,507901,507901
208202,2082,SSR,150,0,507902,507902
208203,2082,SSR,50,0,507903,507903
208204,2082,SR,4300,0,507904,507904
208205,2082,R,5300,0,507905,507905
208301,2083,SSR,200,0,508001,508001
208302,2083,SSR,150,0,508002,508002
208303,2083,SSR,50,0,508003,508003
208304,2083,SR,4300,0,508004,508004
208305,2083,R,5300,0,508005,508005
208401,2084,SSR,200,0,508101,508101
208402,2084,SSR,150,0,508102,508102
208403,2084,SSR,50,0,508103,508103
208404,2084,SR,4300,0,508104,508104
208405,2084,R,5300,0,508105,508105
208501,2085,SSR,200,0,508201,508201
208502,2085,SSR,150,0,508202,508202
208503,2085,SSR,50,0,508203,508203
208504,2085,SR,4300,0,508204,508204
208505,2085,R,5300,0,508205,508205
208601,2086,SSR,100,0,508301,508301
208602,2086,SSR,250,0,508302,508302
208603,2086,SSR,50,0,508303,508303
208604,2086,SR,4300,0,508304,508304
208605,2086,R,5300,0,508305,508305
208701,2087,SSR,100,0,508401,508401
208702,2087,SSR,250,0,508402,508402
208703,2087,SSR,50,0,508403,508403
208704,2087,SR,4300,0,508404,508404
208705,2087,R,5300,0,508405,508405
208801,2088,SSR,200,0,508501,508501
208802,2088,SSR,150,0,508502,508502
208803,2088,SSR,50,0,508503,508503
208804,2088,SR,4300,0,508504,508504
208805,2088,R,5300,0,508505,508505
208901,2089,SSR,200,0,508601,508601
208902,2089,SSR,150,0,508602,508602
208903,2089,SSR,50,0,508603,508603
208904,2089,SR,4300,0,508604,508604
208905,2089,R,5300,0,508605,508605
209001,2090,SSR,200,0,508701,508701
209002,2090,SSR,150,0,508702,508702
209003,2090,SSR,50,0,508703,508703
209004,2090,SR,4300,0,508704,508704
209005,2090,R,5300,0,508705,508705
209101,2091,SSR,200,0,508801,508801
209102,2091,SSR,150,0,508802,508802
209103,2091,SSR,50,0,508803,508803
209104,2091,SR,4300,0,508804,508804
209105,2091,R,5300,0,508805,508805
209201,2092,SSR,200,0,508901,508901
209202,2092,SSR,150,0,508902,508902
209203,2092,SSR,50,0,508903,508903
209204,2092,SR,4300,0,508904,508904
209205,2092,R,5300,0,508905,508905
209301,2093,SSR,200,0,509001,509001
209302,2093,SSR,150,0,509002,509002
209303,2093,SSR,50,0,509003,509003
209304,2093,SR,4300,0,509004,509004
209305,2093,R,5300,0,509005,509005
209401,2094,SSR,200,0,509101,509101
209402,2094,SSR,150,0,509102,509102
209403,2094,SSR,50,0,509103,509103
209404,2094,SR,4300,0,509104,509104
209405,2094,R,5300,0,509105,509105
209501,2095,SSR,200,0,509201,509201
209502,2095,SSR,150,0,509202,509202
209503,2095,SSR,50,0,509203,509203
209504,2095,SR,4300,0,509204,509204
209505,2095,R,5300,0,509205,509205
209601,2096,SSR,200,0,509301,509301
209602,2096,SSR,150,0,509302,509302
209603,2096,SSR,50,0,509303,509303
209604,2096,SR,4300,0,509304,509304
209605,2096,R,5300,0,509305,509305
209701,2097,SSR,100,0,509401,509401
209702,2097,SSR,250,0,509402,509402
209703,2097,SSR,50,0,509403,509403
209704,2097,SR,4300,0,509404,509404
209705,2097,R,5300,0,509405,509405
209801,2098,SSR,200,0,509501,509501
209802,2098,SSR,150,0,509502,509502
209803,2098,SSR,50,0,509503,509503
209804,2098,SR,4300,0,509504,509504
209805,2098,R,5300,0,509505,509505
209901,2099,SSR,200,0,509601,509601
209902,2099,SSR,150,0,509602,509602
209903,2099,SSR,50,0,509603,509603
209904,2099,SR,4300,0,509604,509604
209905,2099,R,5300,0,509605,509605
210001,2100,SSR,200,0,509701,509701
210002,2100,SSR,150,0,509702,509702
210003,2100,SSR,50,0,509703,509703
210004,2100,SR,4300,0,509704,509704
210005,2100,R,5300,0,509705,509705
210101,2101,SSR,200,0,509801,509801
210102,2101,SSR,150,0,509802,509802
210103,2101,SSR,50,0,509803,509803
210104,2101,SR,4300,0,509804,509804
210105,2101,R,5300,0,509805,509805
210201,2102,SSR,200,0,509901,509901
210202,2102,SSR,150,0,509902,509902
210203,2102,SSR,50,0,509903,509903
210204,2102,SR,4300,0,509904,509904
210205,2102,R,5300,0,509905,509905
210301,2103,SSR,200,0,510001,510001
210302,2103,SSR,150,0,510002,510002
210303,2103,SSR,50,0,510003,510003
210304,2103,SR,4300,0,510004,510004
210305,2103,R,5300,0,510005,510005
210401,2104,SSR,200,0,510101,510101
210402,2104,SSR,150,0,510102,510102
210403,2104,SSR,50,0,510103,510103
210404,2104,SR,4300,0,510104,510104
210405,2104,R,5300,0,510105,510105
300001,3000,SSR,0,10000,300001,0
300002,3000,SR,4700,0,10003,0
300003,3000,R,5300,0,10001,0
400001,4000,SSR,200,0,10005,0
400002,4000,SR,4300,0,10003,0
400003,4000,R,5500,0,10001,0
510001,5100,SSR,10000,0,140001,0
520001,5200,SSR,10000,0,140002,0
530001,5300,SSR,10000,0,140003,0
540001,5400,SSR,10000,0,140004,0
550101,5501,SSR,10000,0,140005,0
550201,5502,SSR,10000,0,140006,0
550301,5503,SSR,10000,0,140007,0
610001,6100,SSR,10000,0,150001,0
620001,6200,SR,10000,0,150002,0
700001,7000,SSR,350,10000,170001,0
700002,7000,SSR,50,0,170002,0
700003,7000,SR,4300,0,170003,0
700004,7000,R,5300,0,170004,0
