id,desc,position_x,position_y,unlock_condition,is_special,build_id,grid_resource_id,grid_length,grid_height
1101,8F,2,10,1401,False,0,rebuildeden_building_grid_door,1,1
1102,0,3,10,1401,False,0,rebuildeden_building_grid_door,1,1
1103,승강기,4,10,1401,True,105,rebuildeden_building_grid_elevator_door,1,1
1104,0,5,10,1401,False,0,rebuildeden_building_grid_door,1,1
1105,0,6,10,1401,False,0,rebuildeden_building_grid_door,1,1
1106,0,7,10,1401,False,0,rebuildeden_building_grid_door,1,1
1201,9F,2,11,1501,False,0,rebuildeden_building_grid_door,1,1
1202,0,3,11,1501,False,0,rebuildeden_building_grid_door,1,1
1203,승강기,4,11,1501,True,105,rebuildeden_building_grid_elevator_door,1,1
1204,0,5,11,1501,False,0,rebuildeden_building_grid_door,1,1
1205,0,6,11,1501,False,0,rebuildeden_building_grid_door,1,1
1206,0,7,11,1501,False,0,rebuildeden_building_grid_door,1,1
1301,10F,2,12,1601,False,0,rebuildeden_building_grid_door,1,1
1302,0,3,12,1601,False,0,rebuildeden_building_grid_door,1,1
1303,승강기,4,12,1601,True,105,rebuildeden_building_grid_elevator_door,1,1
1304,0,5,12,1601,False,0,rebuildeden_building_grid_door,1,1
1305,0,6,12,1601,False,0,rebuildeden_building_grid_door,1,1
1306,0,7,12,1601,False,0,rebuildeden_building_grid_door,1,1
1401,11F 상층통로,4,13,1601,True,405,rebuildeden_building_verticalelevator_uc,1,7
1501,18F 감시기지,3,20,1901,True,504,rebuildeden_building_commandcenter_uc,3,3
