id,commonsettingsid,name_localkey,resource_id,ui_resource_id,ui_lobbycharacter,characterskilltree_group_id,reqstgclear,reqitem_currency,reqitem_id,stat_mvspd,min_mvspd,stat_hp,min_hp,stat_atk,min_atk,stat_atkspd,min_atkspd,stat_projsize,min_projsize,stat_projspd,min_projspd,stat_def,min_def,stat_magnet,min_magnet,module_default/0/module_default,module_default/1/module_default,module_default/2/module_default,module_default/3/module_default,module_default/4/module_default,module_default/5/module_default,weapon_default/0/weapon_default,weapon_default/1/weapon_default,weapon_default/2/weapon_default,weapon_default/3/weapon_default,weapon_default/4/weapon_default,weapon_default/5/weapon_default
105,2,Locale_Character:470_name,NKS_character_c470,NKS_character_c470_ui_sprite,NKS_lobbyCharacter_c470,5,105,0,110001,7,1,65,30,5,1,100,100,100,100,100,100,1,0,1,1,0,0,0,0,0,0,200300,0,0,0,0,0
106,2,Locale_Event:Event_NKSminigame_HiddenCharacterName,NKS_character_hidden,NKS_character_hidden_ui_sprite,NKS_lobbyCharacter_hidden,6,110,0,110001,6,1,60,30,5,1,100,100,100,100,100,100,1,0,1,1,0,0,0,0,0,0,201100,0,0,0,0,0
201,3,Locale_Character:210_name,NKS_character_c210,NKS_character_c210_ui_sprite,NKS_lobbyCharacter_c210,201,0,0,0,7,1,75,30,3,1,100,100,100,100,100,100,3,0,2,1,0,0,0,0,0,0,2200100,0,0,0,0,0
202,3,Locale_Character:220_name,NKS_character_c220,NKS_character_c220_ui_sprite,NKS_lobbyCharacter_c220,202,0,0,0,7,1,60,30,2,1,100,100,100,100,100,100,2,0,1,1,0,0,0,0,0,0,200100,0,0,0,0,0
203,3,Locale_Character:233_name,NKS_character_c233,NKS_character_c233_ui_sprite,NKS_lobbyCharacter_c233,203,202,8000,110004,6,1,80,30,3,1,100,100,100,100,100,100,4,0,1,1,0,0,0,0,0,0,200900,0,0,0,0,0
204,3,Locale_Character:222_name,NKS_character_c965,NKS_character_c222_ui_sprite,NKS_lobbyCharacter_c965,204,211,8000,110002,7,1,50,30,4,1,100,100,100,100,100,100,1,0,1,1,0,0,0,0,0,0,200500,0,0,0,0,0
205,3,Locale_Character:221_name,NKS_character_c966,NKS_character_c221_ui_sprite,NKS_lobbyCharacter_c966,205,212,8000,110003,5,1,70,30,3,1,100,100,100,100,100,100,5,0,2,1,300200,0,0,0,0,0,200700,0,0,0,0,0
206,3,Locale_Character:470_name,NKS_character_c470,NKS_character_c470_ui_sprite,NKS_lobbyCharacter_c470,206,221,8000,110001,7,1,65,30,5,1,100,100,100,100,100,100,2,0,1,1,0,0,0,0,0,0,200300,0,0,0,0,0
207,3,Locale_Event:Event_NKSminigame_HiddenCharacterName,NKS_character_hidden,NKS_character_hidden_ui_sprite,NKS_lobbyCharacter_hidden,207,242,20000,110001,6,1,60,30,5,1,100,100,100,100,100,100,2,0,1,1,0,0,0,0,0,0,201100,0,0,0,0,0
90001,90001,Locale_Character:220_name,NKS_character_c220,NKS_character_c220_ui_sprite,NKS_lobbyCharacter_c220,1,0,0,0,10,10,40,40,2,1,80,80,125,125,125,125,1,0,240401,240401,1001001,1001002,1001003,1001004,1001005,1001006,1000001,1000002,1000003,1000004,1000005,1000006
90002,90002,Locale_Character:220_name,NKS_character_c220,NKS_character_c220_ui_sprite,NKS_lobbyCharacter_c220,1,0,0,0,10,10,40,40,2,1,80,80,125,125,125,125,1,0,240401,240401,1001001,1001002,1001003,1001004,1001005,1001006,1000001,1000002,1000003,1000004,1000005,1000006
90003,90003,Locale_Character:210_name,NKS_character_c210,NKS_character_c210_ui_sprite,NKS_lobbyCharacter_c210,201,0,0,0,10,10,40,40,2,1,80,80,125,125,125,125,1,0,250401,250401,1001007,1001008,1001009,1001010,1001011,1001012,1000007,1000008,1000009,1000010,1000011,1000012
90004,90004,Locale_Character:210_name,NKS_character_c210,NKS_character_c210_ui_sprite,NKS_lobbyCharacter_c210,201,0,0,0,10,10,40,40,2,1,80,80,125,125,125,125,1,0,250401,250401,1001007,1001008,1001009,1001010,1001011,1001012,1000007,1000008,1000009,1000010,1000011,1000012
90005,90005,Locale_Character:210_name,NKS_character_c210,NKS_character_c210_ui_sprite,NKS_lobbyCharacter_c210,201,0,0,0,10,10,40,40,2,1,80,80,125,125,125,125,1,0,250401,250401,1001007,1001008,1001009,1001010,1001011,1001012,1000007,1000008,1000009,1000010,1000011,1000012
