id,ban_building_category/0/name,ban_building_category/0/value,ban_building_category/1/name,ban_building_category/1/value,ban_building_category/2/name,ban_building_category/2/value,ban_building_category/3/name,ban_building_category/3/value,ban_building_category/4/name,ban_building_category/4/value,ban_building_category/5/name,ban_building_category/5/value,ban_building_category/6/name,ban_building_category/6/value,ban_building_category/7/name,ban_building_category/7/value,ban_building_category/8/name,ban_building_category/8/value,ban_building_category/9/name,ban_building_category/9/value
25,ban_building_category,CommanderCenter,ban_building_category,Elevator,ban_building_category,DispatchBoard,ban_building_category,SynchroDevice,ban_building_category,RecycleRoom,ban_building_category,TacticAcademy,ban_building_category,AmusementPark,ban_building_category,OutdoorPool,ban_building_category,FlowerPark,ban_building_category,EventBuilding01
26,ban_building_category,CommanderCenter,ban_building_category,Elevator,ban_building_category,DispatchBoard,ban_building_category,SynchroDevice,ban_building_category,RecycleRoom,ban_building_category,TacticAcademy,ban_building_category,AmusementPark,ban_building_category,OutdoorPool,ban_building_category,FlowerPark,ban_building_category,EventBuilding01
27,ban_building_category,CommanderCenter,ban_building_category,Elevator,ban_building_category,DispatchBoard,ban_building_category,SynchroDevice,ban_building_category,RecycleRoom,ban_building_category,TacticAcademy,ban_building_category,AmusementPark,ban_building_category,OutdoorPool,ban_building_category,FlowerPark,ban_building_category,EventBuilding01
28,ban_building_category,CommanderCenter,ban_building_category,Elevator,ban_building_category,DispatchBoard,ban_building_category,SynchroDevice,ban_building_category,RecycleRoom,ban_building_category,TacticAcademy,ban_building_category,AmusementPark,ban_building_category,OutdoorPool,ban_building_category,FlowerPark,ban_building_category,EventBuilding01
29,ban_building_category,CommanderCenter,ban_building_category,Elevator,ban_building_category,DispatchBoard,ban_building_category,SynchroDevice,ban_building_category,RecycleRoom,ban_building_category,TacticAcademy,ban_building_category,AmusementPark,ban_building_category,OutdoorPool,ban_building_category,FlowerPark,ban_building_category,EventBuilding01
30,ban_building_category,CommanderCenter,ban_building_category,Elevator,ban_building_category,DispatchBoard,ban_building_category,SynchroDevice,ban_building_category,RecycleRoom,ban_building_category,TacticAcademy,ban_building_category,AmusementPark,ban_building_category,OutdoorPool,ban_building_category,FlowerPark,ban_building_category,EventBuilding01
31,ban_building_category,CommanderCenter,ban_building_category,Elevator,ban_building_category,DispatchBoard,ban_building_category,SynchroDevice,ban_building_category,RecycleRoom,ban_building_category,TacticAcademy,ban_building_category,AmusementPark,ban_building_category,OutdoorPool,ban_building_category,FlowerPark,ban_building_category,EventBuilding01
32,ban_building_category,CommanderCenter,ban_building_category,Elevator,ban_building_category,DispatchBoard,ban_building_category,SynchroDevice,ban_building_category,RecycleRoom,ban_building_category,TacticAcademy,ban_building_category,AmusementPark,ban_building_category,OutdoorPool,ban_building_category,FlowerPark,ban_building_category,EventBuilding01
33,ban_building_category,CommanderCenter,ban_building_category,Elevator,ban_building_category,DispatchBoard,ban_building_category,SynchroDevice,ban_building_category,RecycleRoom,ban_building_category,TacticAcademy,ban_building_category,AmusementPark,ban_building_category,OutdoorPool,ban_building_category,FlowerPark,ban_building_category,EventBuilding01
34,ban_building_category,CommanderCenter,ban_building_category,Elevator,ban_building_category,DispatchBoard,ban_building_category,SynchroDevice,ban_building_category,RecycleRoom,ban_building_category,TacticAcademy,ban_building_category,AmusementPark,ban_building_category,OutdoorPool,ban_building_category,FlowerPark,ban_building_category,EventBuilding01
35,ban_building_category,CommanderCenter,ban_building_category,Elevator,ban_building_category,DispatchBoard,ban_building_category,SynchroDevice,ban_building_category,RecycleRoom,ban_building_category,TacticAcademy,ban_building_category,AmusementPark,ban_building_category,OutdoorPool,ban_building_category,FlowerPark,ban_building_category,EventBuilding01
36,ban_building_category,CommanderCenter,ban_building_category,Elevator,ban_building_category,DispatchBoard,ban_building_category,SynchroDevice,ban_building_category,RecycleRoom,ban_building_category,TacticAcademy,ban_building_category,AmusementPark,ban_building_category,OutdoorPool,ban_building_category,FlowerPark,ban_building_category,EventBuilding01
37,ban_building_category,CommanderCenter,ban_building_category,Elevator,ban_building_category,DispatchBoard,ban_building_category,SynchroDevice,ban_building_category,RecycleRoom,ban_building_category,TacticAcademy,ban_building_category,AmusementPark,ban_building_category,OutdoorPool,ban_building_category,FlowerPark,ban_building_category,EventBuilding01
38,ban_building_category,Default,,,,,,,,,,,,,,,,,,
