id,location,chapter,dialogue_localkey,dialogue_voice,set_char_anim,weight,oc_mode_use,oc_level_min,oc_level_max
313,End,1,Locale_System:SIMULATIONROOM_DIALOGUE_LOCATION_End_1_3,c928_SIMULATIONROOM_DIALOGUE_LOCATION_End_1_3,idle,1000,False,0,0
321,End,2,Locale_System:SIMULATIONROOM_DIALOGUE_LOCATION_End_2_1,c928_SIMULATIONROOM_DIALOGUE_LOCATION_End_2_1,idle,1000,False,0,0
322,End,2,Locale_System:SIMULATIONROOM_DIALOGUE_LOCATION_End_2_2,c928_SIMULATIONROOM_DIALOGUE_LOCATION_End_2_2,angry,1000,False,0,0
323,End,2,Locale_System:SIMULATIONROOM_DIALOGUE_LOCATION_End_2_3,c928_SIMULATIONROOM_DIALOGUE_LOCATION_End_2_3,angry,1000,False,0,0
331,End,3,Locale_System:SIMULATIONROOM_DIALOGUE_LOCATION_End_3_1,c928_SIMULATIONROOM_DIALOGUE_LOCATION_End_3_1,angry,1000,False,0,0
332,End,3,Locale_System:SIMULATIONROOM_DIALOGUE_LOCATION_End_3_2,c928_SIMULATIONROOM_DIALOGUE_LOCATION_End_3_2,angry,1000,False,0,0
333,End,3,Locale_System:SIMULATIONROOM_DIALOGUE_LOCATION_End_3_3,c928_SIMULATIONROOM_DIALOGUE_LOCATION_End_3_3,angry,1000,False,0,0
334,End,3,Locale_System:SIMULATIONROOM_DIALOGUE_LOCATION_End_3_OC_Easy_1,c928_SIMULATIONROOM_DIALOGUE_LOCATION_End_3_OC_Easy_1,angry,1000,True,1,15
335,End,3,Locale_System:SIMULATIONROOM_DIALOGUE_LOCATION_End_3_OC_Easy_2,c928_SIMULATIONROOM_DIALOGUE_LOCATION_End_3_OC_Easy_2,angry,1000,True,1,15
336,End,3,Locale_System:SIMULATIONROOM_DIALOGUE_LOCATION_End_3_OC_Normal_1,c928_SIMULATIONROOM_DIALOGUE_LOCATION_End_3_OC_Normal_1,idle,1000,True,16,35
337,End,3,Locale_System:SIMULATIONROOM_DIALOGUE_LOCATION_End_3_OC_Normal_2,c928_SIMULATIONROOM_DIALOGUE_LOCATION_End_3_OC_Normal_2,idle,1000,True,16,35
338,End,3,Locale_System:SIMULATIONROOM_DIALOGUE_LOCATION_End_3_OC_Hard_1,c928_SIMULATIONROOM_DIALOGUE_LOCATION_End_3_OC_Hard_1,think,1000,True,36,50
339,End,3,Locale_System:SIMULATIONROOM_DIALOGUE_LOCATION_End_3_OC_Hard_2,c928_SIMULATIONROOM_DIALOGUE_LOCATION_End_3_OC_Hard_2,idle,1000,True,36,50
340,End,3,Locale_System:SIMULATIONROOM_DIALOGUE_LOCATION_End_3_OC_Infinite_1,c928_SIMULATIONROOM_DIALOGUE_LOCATION_End_3_OC_Infinite_1,angry,1000,True,51,99
341,End,3,Locale_System:SIMULATIONROOM_DIALOGUE_LOCATION_End_3_OC_Infinite_2,c928_SIMULATIONROOM_DIALOGUE_LOCATION_End_3_OC_Infinite_2,idle,1000,True,51,99
412,Random,1,Locale_System:SIMULATIONROOM_DIALOGUE_LOCATION_Random_1_2,c928_SIMULATIONROOM_DIALOGUE_LOCATION_Random_1_2,delight,1000,False,0,0
413,Random,1,Locale_System:SIMULATIONROOM_DIALOGUE_LOCATION_Random_1_3,c928_SIMULATIONROOM_DIALOGUE_LOCATION_Random_1_3,delight,1000,False,0,0
421,Random,2,Locale_System:SIMULATIONROOM_DIALOGUE_LOCATION_Random_2_1,c928_SIMULATIONROOM_DIALOGUE_LOCATION_Random_2_1,think,1000,False,0,0
422,Random,2,Locale_System:SIMULATIONROOM_DIALOGUE_LOCATION_Random_2_2,c928_SIMULATIONROOM_DIALOGUE_LOCATION_Random_2_2,special,1000,False,0,0
423,Random,2,Locale_System:SIMULATIONROOM_DIALOGUE_LOCATION_Random_2_3,c928_SIMULATIONROOM_DIALOGUE_LOCATION_Random_2_3,special,1000,False,0,0
431,Random,3,Locale_System:SIMULATIONROOM_DIALOGUE_LOCATION_Random_3_1,c928_SIMULATIONROOM_DIALOGUE_LOCATION_Random_3_1,angry,1000,False,0,0
432,Random,3,Locale_System:SIMULATIONROOM_DIALOGUE_LOCATION_Random_3_2,c928_SIMULATIONROOM_DIALOGUE_LOCATION_Random_3_2,idle,1000,False,0,0
433,Random,3,Locale_System:SIMULATIONROOM_DIALOGUE_LOCATION_Random_3_3,c928_SIMULATIONROOM_DIALOGUE_LOCATION_Random_3_3,think,1000,False,0,0
434,Random,3,Locale_System:SIMULATIONROOM_DIALOGUE_LOCATION_Random_3_OC_Easy_1,c928_SIMULATIONROOM_DIALOGUE_LOCATION_Random_3_OC_Easy_1,idle,1000,True,1,15
435,Random,3,Locale_System:SIMULATIONROOM_DIALOGUE_LOCATION_Random_3_OC_Easy_2,c928_SIMULATIONROOM_DIALOGUE_LOCATION_Random_3_OC_Easy_2,delight,1000,True,1,15
436,Random,3,Locale_System:SIMULATIONROOM_DIALOGUE_LOCATION_Random_3_OC_Normal_1,c928_SIMULATIONROOM_DIALOGUE_LOCATION_Random_3_OC_Normal_1,angry,1000,True,16,35
437,Random,3,Locale_System:SIMULATIONROOM_DIALOGUE_LOCATION_Random_3_OC_Normal_2,c928_SIMULATIONROOM_DIALOGUE_LOCATION_Random_3_OC_Normal_2,angry,1000,True,16,35
438,Random,3,Locale_System:SIMULATIONROOM_DIALOGUE_LOCATION_Random_3_OC_Hard_1,c928_SIMULATIONROOM_DIALOGUE_LOCATION_Random_3_OC_Hard_1,think,1000,True,36,50
439,Random,3,Locale_System:SIMULATIONROOM_DIALOGUE_LOCATION_Random_3_OC_Hard_2,c928_SIMULATIONROOM_DIALOGUE_LOCATION_Random_3_OC_Hard_2,think,1000,True,36,50
440,Random,3,Locale_System:SIMULATIONROOM_DIALOGUE_LOCATION_Random_3_OC_Infinite_1,c928_SIMULATIONROOM_DIALOGUE_LOCATION_Random_3_OC_Infinite_1,idle,1000,True,51,99
441,Random,3,Locale_System:SIMULATIONROOM_DIALOGUE_LOCATION_Random_3_OC_Infinite_2,c928_SIMULATIONROOM_DIALOGUE_LOCATION_Random_3_OC_Infinite_2,think,1000,True,51,99
