id,stat_timeduration,stat_markerresource_id,proj_stattime_death,bufftype,stat/0/stat_type,stat/0/stat_calctype,stat/0/stat_value,stat/1/stat_type,stat/1/stat_calctype,stat/1/stat_value,stat/2/stat_type,stat/2/stat_calctype,stat/2/stat_value
900506,-1,,0,Buff,Stat_projSize,Add,-1717986918,None,None,0,None,None,0
900507,-1,,0,Buff,Stat_atk,Add,0,None,None,0,None,None,0
999992,0,,0,Debuff,Stat_hp,Sub,-858993459,None,None,0,None,None,0
999993,0,,0,Debuff,Stat_projSize,Sub,1717986918,None,None,0,None,None,0
999994,0,,0,Debuff,Stat_hp,Multi,-858993459,None,None,0,None,None,0
999995,0,,0,Debuff,Stat_atkspd,Multi,1717986918,None,None,0,None,None,0
999996,-1,,0,Buff,Stat_mvSpd,Multi,858993459,None,None,0,None,None,0
999997,-1,,0,Buff,Stat_def,Add,0,None,None,0,None,None,0
999998,500,,0,Buff,Stat_atk,Add,0,None,None,0,None,None,0
2800101,-1,,0,Buff,Stat_mvSpd,Add,-1717986918,None,None,0,None,None,0
2800201,-1,,0,Buff,Stat_mvSpd,Add,-1717986918,None,None,0,None,None,0
2800202,-1,,0,Buff,Stat_atk,Add,0,None,None,0,None,None,0
2800203,-1,,0,Buff,Stat_mvSpd,Add,-1717986918,None,None,0,None,None,0
2800204,-1,,0,Buff,Stat_atkspd,Add,858993459,None,None,0,None,None,0
2800205,-1,,0,Buff,Stat_atk,Add,0,None,None,0,None,None,0
2800301,-1,,0,Buff,None,None,0,None,None,0,None,None,0
2800302,-1,,0,Buff,Stat_mvSpd,Add,-1717986918,None,None,0,None,None,0
2800303,-1,,0,Buff,Stat_atk,Add,0,None,None,0,None,None,0
2800304,-1,,0,Buff,Stat_atkspd,Add,858993459,None,None,0,None,None,0
2800305,-1,,0,Buff,Stat_def,Add,0,None,None,0,None,None,0
2800306,-1,,0,Buff,Stat_magnet,Add,-1717986918,None,None,0,None,None,0
2800307,-1,,0,Buff,Stat_atk,Add,0,None,None,0,None,None,0
2800401,-1,,0,Buff,Stat_atkspd,Add,858993459,None,None,0,None,None,0
2800402,-1,,0,Buff,Stat_projSize,Add,-1717986918,None,None,0,None,None,0
2800403,-1,,0,Buff,Stat_atkspd,Add,858993459,None,None,0,None,None,0
2800404,-1,,0,Buff,Stat_projSize,Add,-1717986918,None,None,0,None,None,0
2800405,-1,,0,Buff,None,None,0,None,None,0,None,None,0
2800501,-1,,0,Buff,Stat_atk,Add,0,None,None,0,None,None,0
2800502,-1,,0,Buff,Stat_atkspd,Add,858993459,None,None,0,None,None,0
2800503,-1,,0,Buff,Stat_hp,Add,0,None,None,0,None,None,0
2800504,-1,,0,Buff,Stat_def,Add,0,None,None,0,None,None,0
2800505,-1,,0,Buff,Stat_projSpd,Add,858993459,None,None,0,None,None,0
2800506,-1,,0,Buff,Stat_projSize,Add,-1717986918,None,None,0,None,None,0
2800507,-1,,0,Buff,Stat_atk,Add,0,None,None,0,None,None,0
3000101,-1,,0,Buff,Stat_atk,Add,0,None,None,0,None,None,0
3000102,-1,,0,Buff,Stat_atk,Add,0,None,None,0,None,None,0
3000201,-1,,0,Buff,Stat_def,Add,0,None,None,0,None,None,0
3000202,-1,,0,Buff,Stat_def,Add,0,None,None,0,None,None,0
3000203,-1,,0,Buff,Stat_def,Add,0,None,None,0,None,None,0
3000204,-1,,0,Buff,Stat_def,Add,0,None,None,0,None,None,0
3100101,-1,,0,Buff,Stat_atk,Add,0,None,None,0,None,None,0
3100102,-1,,0,Buff,Stat_atk,Add,0,None,None,0,None,None,0
3100103,-1,,0,Buff,Stat_atk,Add,0,None,None,0,None,None,0
3100104,-1,,0,Buff,Stat_atk,Add,0,None,None,0,None,None,0
3100201,-1,,0,Buff,Stat_def,Add,0,None,None,0,None,None,0
3100202,-1,,0,Buff,Stat_def,Add,0,None,None,0,None,None,0
3200101,-1,,0,Buff,Stat_atk,Add,0,None,None,0,None,None,0
3200103,-1,,0,Buff,Stat_atk,Add,0,None,None,0,None,None,0
3200201,-1,,0,Buff,Stat_def,Add,0,None,None,0,None,None,0
3200202,-1,,0,Buff,Stat_def,Add,0,None,None,0,None,None,0
3200203,-1,,0,Buff,Stat_def,Add,0,None,None,0,None,None,0
3300101,-1,,0,Buff,Stat_atk,Add,0,None,None,0,None,None,0
3300102,-1,,0,Buff,Stat_atk,Add,0,None,None,0,None,None,0
3300103,-1,,0,Buff,Stat_atk,Add,0,None,None,0,None,None,0
3300201,-1,,0,Buff,Stat_def,Add,0,None,None,0,None,None,0
3300202,-1,,0,Buff,Stat_def,Add,0,None,None,0,None,None,0
3300203,-1,,0,Buff,Stat_def,Add,0,None,None,0,None,None,0
3300204,-1,,0,Buff,Stat_def,Add,0,None,None,0,None,None,0
3400201,-1,,0,Buff,Stat_def,Add,0,None,None,0,None,None,0
3400202,-1,,0,Buff,Stat_def,Add,0,None,None,0,None,None,0
3500201,-1,,0,Buff,Stat_def,Add,0,None,None,0,None,None,0
3500202,-1,,0,Buff,Stat_def,Add,0,None,None,0,None,None,0
