id,challenge_step,desc,dropsetting/0/droplistid,dropsetting/0/droplistrate,dropsetting/0/dropcount,dropsetting/1/droplistid,dropsetting/1/droplistrate,dropsetting/1/dropcount,dropsetting/2/droplistid,dropsetting/2/droplistrate,dropsetting/2/dropcount,dropsetting/3/droplistid,dropsetting/3/droplistrate,dropsetting/3/dropcount,dropsetting/4/droplistid,dropsetting/4/droplistrate,dropsetting/4/dropcount,dropsetting/5/droplistid,dropsetting/5/droplistrate,dropsetting/5/dropcount,dropsetting/6/droplistid,dropsetting/6/droplistrate,dropsetting/6/dropcount,dropsetting/7/droplistid,dropsetting/7/droplistrate,dropsetting/7/dropcount,dropsetting/8/droplistid,dropsetting/8/droplistrate,dropsetting/8/dropcount,dropsetting/9/droplistid,dropsetting/9/droplistrate,dropsetting/9/dropcount
45,2,4챕터 챌린지1 쓰레쉬 ~ 일반,9011,10000,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,2,4챕터 챌린지1 앨리트,9012,10000,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,2,4챕터 챌린지1 보물 고블린,9013,10000,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,2,4챕터 챌린지1 보스,9014,10000,15,909,10000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,2,5챕터 챌린지1 쓰레쉬 ~ 일반,9011,10000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,2,5챕터 챌린지1 쓰레쉬 ~ 일반,9011,10000,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,2,5챕터 챌린지1 앨리트,9012,10000,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,2,5챕터 챌린지1 보물 고블린,9013,10000,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,2,5챕터 챌린지1 보스,9014,10000,15,909,10000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,2,6챕터 챌린지1 쓰레쉬 ~ 일반,9011,10000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,2,6챕터 챌린지1 쓰레쉬 ~ 일반,9011,10000,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,2,6챕터 챌린지1 앨리트,9012,10000,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63,2,6챕터 챌린지1 보물 고블린,9013,10000,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64,2,6챕터 챌린지1 보스,9014,10000,15,909,10000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71,2,7챕터 챌린지1 쓰레쉬 ~ 일반,9011,10000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,2,7챕터 챌린지1 쓰레쉬 ~ 일반,9011,10000,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72,2,7챕터 챌린지1 앨리트,9012,10000,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73,2,7챕터 챌린지1 보물 고블린,9013,10000,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74,2,7챕터 챌린지1 보스,9014,10000,15,909,10000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81,2,8챕터 챌린지1 쓰레쉬 ~ 일반,9011,10000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85,2,8챕터 챌린지1 쓰레쉬 ~ 일반,9011,10000,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82,2,8챕터 챌린지1 앨리트,9012,10000,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83,2,8챕터 챌린지1 보물 고블린,9013,10000,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84,2,8챕터 챌린지1 보스,9014,10000,15,909,10000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,3,1챕터 챌린지2 쓰레쉬 ~ 일반,9021,10000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,3,1챕터 챌린지2 쓰레쉬 ~ 일반,9021,10000,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,3,1챕터 챌린지2 앨리트,9022,10000,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,3,1챕터 챌린지2 보물 고블린,9023,10000,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,3,1챕터 챌린지2 보스,9024,10000,15,910,10000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,3,2챕터 챌린지2 쓰레쉬 ~ 일반,9021,10000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,3,2챕터 챌린지2 쓰레쉬 ~ 일반,9021,10000,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,3,2챕터 챌린지2 앨리트,9022,10000,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,3,2챕터 챌린지2 보물 고블린,9023,10000,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,3,2챕터 챌린지2 보스,9024,10000,15,910,10000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,3,3챕터 챌린지2 쓰레쉬 ~ 일반,9021,10000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,3,3챕터 챌린지2 쓰레쉬 ~ 일반,9021,10000,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,3,3챕터 챌린지2 앨리트,9022,10000,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,3,3챕터 챌린지2 보물 고블린,9023,10000,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,3,3챕터 챌린지2 보스,9024,10000,15,910,10000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,3,4챕터 챌린지2 쓰레쉬 ~ 일반,9021,10000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,3,4챕터 챌린지2 쓰레쉬 ~ 일반,9021,10000,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,3,4챕터 챌린지2 앨리트,9022,10000,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,3,4챕터 챌린지2 보물 고블린,9023,10000,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,3,4챕터 챌린지2 보스,9024,10000,15,910,10000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,3,5챕터 챌린지2 쓰레쉬 ~ 일반,9021,10000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,3,5챕터 챌린지2 쓰레쉬 ~ 일반,9021,10000,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,3,5챕터 챌린지2 앨리트,9022,10000,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,3,5챕터 챌린지2 보물 고블린,9023,10000,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,3,5챕터 챌린지2 보스,9024,10000,15,910,10000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,3,6챕터 챌린지2 쓰레쉬 ~ 일반,9021,10000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,3,6챕터 챌린지2 쓰레쉬 ~ 일반,9021,10000,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,3,6챕터 챌린지2 앨리트,9022,10000,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63,3,6챕터 챌린지2 보물 고블린,9023,10000,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64,3,6챕터 챌린지2 보스,9024,10000,15,910,10000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71,3,7챕터 챌린지2 쓰레쉬 ~ 일반,9021,10000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,3,7챕터 챌린지2 쓰레쉬 ~ 일반,9021,10000,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72,3,7챕터 챌린지2 앨리트,9022,10000,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73,3,7챕터 챌린지2 보물 고블린,9023,10000,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74,3,7챕터 챌린지2 보스,9024,10000,15,910,10000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81,3,8챕터 챌린지2 쓰레쉬 ~ 일반,9021,10000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85,3,8챕터 챌린지2 쓰레쉬 ~ 일반,9021,10000,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82,3,8챕터 챌린지2 앨리트,9022,10000,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83,3,8챕터 챌린지2 보물 고블린,9023,10000,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84,3,8챕터 챌린지2 보스,9024,10000,15,910,10000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,4,1챕터 챌린지3 쓰레쉬 ~ 일반,9031,10000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,4,1챕터 챌린지3 쓰레쉬 ~ 일반,9031,10000,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,4,1챕터 챌린지3 앨리트,9032,10000,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,4,1챕터 챌린지3 보물 고블린,9033,10000,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,4,1챕터 챌린지3 보스,9034,10000,15,911,10000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,4,2챕터 챌린지3 쓰레쉬 ~ 일반,9031,10000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,4,2챕터 챌린지3 쓰레쉬 ~ 일반,9031,10000,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,4,2챕터 챌린지3 앨리트,9032,10000,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,4,2챕터 챌린지3 보물 고블린,9033,10000,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,4,2챕터 챌린지3 보스,9034,10000,15,911,10000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,4,3챕터 챌린지3 쓰레쉬 ~ 일반,9031,10000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,4,3챕터 챌린지3 쓰레쉬 ~ 일반,9031,10000,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,4,3챕터 챌린지3 앨리트,9032,10000,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,4,3챕터 챌린지3 보물 고블린,9033,10000,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,4,3챕터 챌린지3 보스,9034,10000,15,911,10000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,4,4챕터 챌린지3 쓰레쉬 ~ 일반,9031,10000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,4,4챕터 챌린지3 쓰레쉬 ~ 일반,9031,10000,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,4,4챕터 챌린지3 앨리트,9032,10000,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,4,4챕터 챌린지3 보물 고블린,9033,10000,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,4,4챕터 챌린지3 보스,9034,10000,15,911,10000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,4,5챕터 챌린지3 쓰레쉬 ~ 일반,9031,10000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,4,5챕터 챌린지3 쓰레쉬 ~ 일반,9031,10000,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,4,5챕터 챌린지3 앨리트,9032,10000,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,4,5챕터 챌린지3 보물 고블린,9033,10000,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,4,5챕터 챌린지3 보스,9034,10000,15,911,10000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,4,6챕터 챌린지3 쓰레쉬 ~ 일반,9031,10000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,4,6챕터 챌린지3 쓰레쉬 ~ 일반,9031,10000,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,4,6챕터 챌린지3 앨리트,9032,10000,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63,4,6챕터 챌린지3 보물 고블린,9033,10000,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64,4,6챕터 챌린지3 보스,9034,10000,15,911,10000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71,4,7챕터 챌린지3 쓰레쉬 ~ 일반,9031,10000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,4,7챕터 챌린지3 쓰레쉬 ~ 일반,9031,10000,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
