id,theme,tile_type,order,random_group,tile_resource,tile_side_resource,tile_thumbnail_resource
101016,CityForest,Terrain,33,cement_group,fsbg_tile_cityforest_terrain_05_03,fsbg_tile_pillar_01_01,fsbg_tile_cityforest_terrain_05_03_thumb
101017,CityForest,Terrain,34,cement_group,fsbg_tile_cityforest_terrain_05_04,fsbg_tile_pillar_01_01,fsbg_tile_cityforest_terrain_05_04_thumb
101035,CityForest,Terrain,35,cement_group,fsbg_tile_cityforest_terrain_05_05,fsbg_tile_pillar_01_01,fsbg_tile_cityforest_terrain_05_05_thumb
101036,CityForest,Terrain,36,cement_group,fsbg_tile_cityforest_terrain_05_06,fsbg_tile_pillar_01_01,fsbg_tile_cityforest_terrain_05_06_thumb
101037,CityForest,Terrain,37,concrete_group,fsbg_tile_cityforest_terrain_06_01,fsbg_tile_pillar_01_01,fsbg_tile_cityforest_terrain_06_01_thumb
101038,CityForest,Terrain,38,concrete_group,fsbg_tile_cityforest_terrain_06_02,fsbg_tile_pillar_01_01,fsbg_tile_cityforest_terrain_06_02_thumb
101039,CityForest,Terrain,39,concrete_group,fsbg_tile_cityforest_terrain_06_03,fsbg_tile_pillar_01_01,fsbg_tile_cityforest_terrain_06_03_thumb
101040,CityForest,Terrain,40,concrete_group,fsbg_tile_cityforest_terrain_06_04,fsbg_tile_pillar_01_01,fsbg_tile_cityforest_terrain_06_04_thumb
101041,CityForest,Terrain,41,concrete_group,fsbg_tile_cityforest_terrain_06_05,fsbg_tile_pillar_01_01,fsbg_tile_cityforest_terrain_06_05_thumb
102001,CityForest,Blocking,1,metal_group,fsbg_tile_cityforest_blocking_01_01,fsbg_tile_pillar_01_03,fsbg_tile_cityforest_blocking_01_01_thumb
102002,CityForest,Blocking,2,metal_group,fsbg_tile_cityforest_blocking_01_02,fsbg_tile_pillar_01_03,fsbg_tile_cityforest_blocking_01_02_thumb
104001,CityForest,Water,1,water_group,fsbg_tile_cityforest_water_01_01,fsbg_tile_pillar_01_02,fsbg_tile_cityforest_water_01_01_thumb
104002,CityForest,Water,2,water_group,fsbg_tile_cityforest_water_01_02,fsbg_tile_pillar_01_02,fsbg_tile_cityforest_water_01_02_thumb
104003,CityForest,Water,3,water_group,fsbg_tile_cityforest_water_01_03,fsbg_tile_pillar_01_02,fsbg_tile_cityforest_water_01_03_thumb
104004,CityForest,Water,4,water_group,fsbg_tile_cityforest_water_01_04,fsbg_tile_pillar_01_02,fsbg_tile_cityforest_water_01_04_thumb
105001,CityForest,Smog,1,smog_group,fsbg_tile_cityforest_smog_01_01,fsbg_tile_pillar_01_03,fsbg_tile_cityforest_smog_01_01_thumb
105002,CityForest,Smog,2,smog_group,fsbg_tile_cityforest_smog_01_02,fsbg_tile_pillar_01_03,fsbg_tile_cityforest_smog_01_02_thumb
105003,CityForest,Smog,3,smog_group,fsbg_tile_cityforest_smog_01_03,fsbg_tile_pillar_01_03,fsbg_tile_cityforest_smog_01_03_thumb
105004,CityForest,Smog,4,smog_group,fsbg_tile_cityforest_smog_01_04,fsbg_tile_pillar_01_03,fsbg_tile_cityforest_smog_01_04_thumb
