id,chapter_id,chapter_mod,group_id,name_localkey,stage_category,stage_type,spot_autocontrol,enter_condition,monster_stage_lv,dynamic_object_stage_lv,standard_battle_power,stage_stat_increase_group_id,is_use_quick_battle,field_monster_id,spot_id,reward_id,enter_scenario_type,enter_scenario,exit_scenario_type,exit_scenario,current_outpost_battle_id,cleared_outpost_battle_id,fixed_play_character_id,character_lv
6002018,3,Normal,2001,Locale_Stage:6002018_name,Normal,Sub,True,0,6,4,1700,40000,False,22200301,6002018,50,Dialog,d_subquest_1031,,,2009,2009,0,
6002019,3,Normal,0,Locale_Stage:6002019_name,Extra,Sub,False,0,47,40,0,40000,False,32200501,6002019,300,,,,,2009,2009,0,80.0
6003001,4,Normal,0,Locale_Stage:6003001_name,Normal,Main,True,25,7,7,1180,40000,False,22200301,6003001,1000020,Dialog,d_main_03_01,,,2009,2009,0,
6003002,4,Normal,0,Locale_Stage:6003002_name,Hard,Main,True,0,7,8,1240,40000,False,33200601,6003002,1000021,,,,,2009,2009,0,
6003003,4,Normal,0,Locale_Stage:6003003_name,Normal,Main,True,0,8,8,1310,40000,False,12200101,6003003,1000022,,,,,2009,2009,0,
6003004,4,Normal,0,Locale_Stage:6003004_name,Normal,Main,True,0,9,8,1400,40000,False,12100201,6003004,1000023,,,,,2009,2009,0,
6003005,4,Normal,0,Locale_Stage:6003005_name,Hard,Main,True,0,10,8,1470,40000,False,13100101,6003005,1000024,Dialog,d_main_03_02,,,2009,2009,0,
6003006,4,Normal,3001,Locale_Stage:6003006_name,Normal,Sub,True,0,10,8,1500,40000,False,22100201,6003006,50,,,,,2009,2009,0,
6003007,4,Normal,3001,Locale_Stage:6003007_name,Normal,Sub,True,0,10,8,1510,40000,False,12100201,6003007,50,,,,,2009,2009,0,
6003008,4,Normal,3001,Locale_Stage:6003008_name,Hard,Sub,True,0,10,8,1530,40000,False,13100101,6003008,50,,,,,2009,2009,0,
6003009,4,Normal,0,Locale_Stage:6003009_name,Normal,Main,True,0,11,9,1650,40000,False,12200101,6003009,1000025,,,,,2009,2009,0,
6003010,4,Normal,0,Locale_Stage:6003010_name,Normal,Main,True,0,11,9,1800,40000,False,12200101,6003010,1000026,,,,,2009,2009,0,
6003011,4,Normal,0,Locale_Stage:6003011_name,Hard,Main,True,0,13,9,1980,40000,False,13200301,6003011,1000027,,,Dialog,d_main_03_03,2009,2009,0,
6003012,4,Normal,0,Locale_Stage:6003012_name,Normal,Main,True,0,13,9,2150,40000,False,12200101,6003012,1000028,,,,,2009,2009,0,
6003013,4,Normal,0,Locale_Stage:6003013_name,Normal,Main,True,0,13,9,2290,40000,False,12200101,6003013,1000029,,,,,2009,2009,0,
6003014,4,Normal,0,Locale_Stage:6003014_name,Hard,Main,True,0,14,10,2510,40000,False,13100101,6003014,1000030,,,Dialog,d_main_03_04,2009,2009,0,
6003015,4,Normal,0,Locale_Stage:6003015_name,Normal,Main,True,0,14,10,2660,40000,False,12200101,6003015,1000031,Dialog,d_main_03_05,,,2009,2009,0,
6003016,4,Normal,0,Locale_Stage:6003016_name,Normal,Main,True,0,14,10,2920,40000,False,12200101,6003016,1000032,,,,,2009,2009,0,
6003017,4,Normal,0,Locale_Stage:6003017_name,Hard,Main,True,0,15,11,3170,40000,False,33200601,6003017,1000033,,,Dialog,d_main_03_06,2009,2009,0,
6003018,4,Normal,1003001,Locale_Stage:6003018_name,Normal,Sub,True,0,15,11,3180,40000,False,32200501,6003018,50,,,,,2009,2009,0,
6003019,4,Normal,1003001,Locale_Stage:6003019_name,Normal,Sub,True,0,15,11,3200,40000,False,12100201,6003019,50,,,,,2009,2009,0,
6003020,4,Normal,0,Locale_Stage:6003020_name,Normal,Main,True,0,17,13,3400,40000,False,12200101,6003020,1000034,,,,,2009,2009,0,
6003021,4,Normal,0,Locale_Stage:6003021_name,Boss,Main,True,0,17,13,3600,40000,False,32200501,6003021,1000035,,,Dialog,d_main_03_07,2009,2009,0,
6003022,4,Normal,3002,Locale_Stage:6003022_name,Normal,Sub,True,0,17,13,3640,40000,False,32200501,6003022,50,FieldTalk,f_subquest_1101_s,,,2009,2009,0,
6003023,4,Normal,3002,Locale_Stage:6003023_name,Normal,Sub,True,0,17,13,3660,40000,False,22200301,6003023,50,FieldTalk,f_subquest_1101_s,,,2009,2009,0,
6003024,4,Normal,0,Locale_Stage:6003024_name,Extra,Sub,False,0,46,50,0,40000,False,32200501,6003024,300,,,,,2009,2009,0,80.0
6004001,5,Normal,0,Locale_Stage:6004001_name,Normal,Main,True,32,18,13,3720,40000,False,12200101,6004001,1000036,,,Dialog,d_main_04_01,2009,2009,0,
6004002,5,Normal,0,Locale_Stage:6004002_name,Normal,Main,True,0,18,13,3740,40000,False,12200101,6004002,1000037,,,,,2009,2009,0,
6004003,5,Normal,0,Locale_Stage:6004003_name,Hard,Main,True,0,20,15,3900,40000,False,23100201,6004003,1000038,,,Dialog,d_main_04_02,2009,2009,0,
6004004,5,Normal,0,Locale_Stage:6004004_name,Normal,Main,True,0,20,15,3910,40000,False,12100201,6004004,1000039,Dialog,d_main_04_03_s,Dialog,d_main_04_03_e,2009,2009,0,
6004005,5,Normal,0,Locale_Stage:6004005_name,Normal,Main,True,0,20,15,3930,40000,False,12100201,6004005,1000040,,,,,2009,2009,0,
6004006,5,Normal,0,Locale_Stage:6004006_name,Hard,Main,True,0,21,16,4050,40000,False,13200301,6004006,1000041,Dialog,d_main_04_04_s,Dialog,d_main_04_04_e,2009,2009,0,
6004007,5,Normal,0,Locale_Stage:6004007_name,Normal,Main,True,0,21,16,4070,40000,False,12100201,6004007,1000042,,,,,2009,2009,0,
6004008,5,Normal,0,Locale_Stage:6004008_name,Normal,Main,True,0,21,16,4080,40000,False,12200101,6004008,1000043,,,,,2009,2009,0,
6004009,5,Normal,0,Locale_Stage:6004009_name,Hard,Main,True,0,23,18,4290,40000,False,23200301,6004009,1000044,,,Dialog,d_main_04_05,2009,2009,0,
6004010,5,Normal,1004001,Locale_Stage:6004010_name,Normal,Sub,True,0,23,18,4300,40000,False,32200501,6004010,50,,,,,2009,2009,0,
6004011,5,Normal,1004001,Locale_Stage:6004011_name,Normal,Sub,True,0,23,18,4320,40000,False,32200501,6004011,50,,,,,2009,2009,0,
6004012,5,Normal,1004001,Locale_Stage:6004012_name,Hard,Sub,True,0,23,18,4330,40000,False,13100101,6004012,50,,,,,2009,2009,0,
6004013,5,Normal,0,Locale_Stage:6004013_name,Normal,Main,True,0,23,18,4350,40000,False,12100201,6004013,1000045,,,,,2009,2009,0,
6004014,5,Normal,0,Locale_Stage:6004014_name,Normal,Main,True,0,23,18,4360,40000,False,12100201,6004014,1000046,,,,,2009,2009,0,
6004015,5,Normal,0,Locale_Stage:6004015_name,Hard,Main,True,0,25,20,4440,40000,False,13200301,6004015,1000047,,,Dialog,d_main_04_06,2009,2009,0,
6004016,5,Normal,0,Locale_Stage:6004016_name,Normal,Main,True,0,25,20,4460,40000,False,12200101,6004016,1000048,,,,,2009,2009,0,
6004017,5,Normal,0,Locale_Stage:6004017_name,Normal,Main,True,0,25,20,4470,40000,False,12100201,6004017,1000049,,,,,2009,2009,0,
6004018,5,Normal,0,Locale_Stage:6004018_name,Hard,Main,True,0,27,22,4680,40000,False,23200301,6004018,1000050,,,Dialog,d_main_04_07,2009,2009,0,
6004019,5,Normal,4001,Locale_Stage:6004019_name,Normal,Sub,True,0,27,22,4690,40000,False,12100201,6004019,50,,,,,2009,2009,0,
6004020,5,Normal,4001,Locale_Stage:6004020_name,Normal,Sub,True,0,27,22,4710,40000,False,12100201,6004020,50,,,,,2009,2009,0,
6004021,5,Normal,0,Locale_Stage:6004021_name,Normal,Main,True,0,27,22,4720,40000,False,12200101,6004021,1000051,Dialog,d_main_04_08,,,2009,2009,0,
6004022,5,Normal,0,Locale_Stage:6004022_name,Normal,Main,True,0,27,22,4740,40000,False,12200101,6004022,1000052,,,,,2009,2009,0,
6004023,5,Normal,0,Locale_Stage:6004023_name,Boss,Main,True,0,27,24,4910,40000,False,32200501,6004023,1000053,Dialog,d_main_04_09_s,Dialog,d_main_04_09_e,2009,2009,0,
6004024,5,Normal,4002,Locale_Stage:6004024_name,Normal,Sub,True,0,29,24,4920,40000,False,32200501,6004024,50,FieldTalk,f_subquest_1102_s,,,2009,2009,0,
6004025,5,Normal,4002,Locale_Stage:6004025_name,Normal,Sub,True,0,29,24,4940,40000,False,32200501,6004025,50,FieldTalk,f_subquest_1102_s,,,2009,2009,0,
6004026,5,Normal,4002,Locale_Stage:6004026_name,Normal,Sub,True,0,29,24,4960,40000,False,22200301,6004026,50,FieldTalk,f_subquest_1102_s,,,2009,2009,0,
6004027,5,Normal,0,Locale_Stage:6004027_name,Extra,Sub,False,0,54,55,0,40000,False,32200501,6004027,300,,,,,2009,2009,0,80.0
6005001,6,Normal,0,Locale_Stage:6005001_name,Normal,Main,True,49,38,34,5040,40000,False,22200301,6005001,1000054,Dialog,d_main_05_01,,,2009,2009,0,
6005002,6,Normal,0,Locale_Stage:6005002_name,Normal,Main,True,0,38,34,5050,40000,False,22100201,6005002,1000055,,,,,2009,2009,0,
6005003,6,Normal,0,Locale_Stage:6005003_name,Hard,Main,True,0,39,34,6390,40000,False,23100201,6005003,1000056,Dialog,d_main_05_02,,,2009,2009,0,
6005004,6,Normal,0,Locale_Stage:6005004_name,Normal,Main,True,0,39,34,6410,40000,False,22200301,6005004,1000057,Dialog,d_main_05_03,,,2009,2009,0,
6005005,6,Normal,0,Locale_Stage:6005005_name,Normal,Main,True,0,39,34,6430,40000,False,22200301,6005005,1000058,,,,,2009,2009,0,
6005006,6,Normal,0,Locale_Stage:6005006_name,Hard,Main,True,0,40,34,6550,40000,False,13200301,6005006,1000059,Dialog,d_main_05_04_s,Dialog,d_main_05_04_e,2009,2009,0,
6005007,6,Normal,5001,Locale_Stage:6005007_name,Normal,Sub,True,0,40,34,6570,40000,False,12100201,6005007,50,,,,,2009,2009,0,
6005008,6,Normal,5001,Locale_Stage:6005008_name,Normal,Sub,True,0,40,34,6580,40000,False,32200401,6005008,50,,,,,2009,2009,0,
6005009,6,Normal,5001,Locale_Stage:6005009_name,Hard,Sub,True,0,40,34,6600,40000,False,23100201,6005009,50,,,,,2009,2009,0,
6005010,6,Normal,0,Locale_Stage:6005010_name,Normal,Main,True,0,40,34,6620,40000,False,12200101,6005010,1000060,Dialog,d_main_05_05,,,2009,2009,0,
6005011,6,Normal,0,Locale_Stage:6005011_name,Hard,Main,True,0,41,36,6950,40000,False,33200601,6005011,1000061,,,,,2009,2009,0,
6005012,6,Normal,0,Locale_Stage:6005012_name,Normal,Main,True,0,41,36,6960,40000,False,12100201,6005012,1000062,,,,,2009,2009,0,
6005013,6,Normal,0,Locale_Stage:6005013_name,Hard,Main,True,0,41,36,6980,40000,False,33200601,6005013,1000063,Dialog,d_main_05_06,,,2009,2009,0,
6005014,6,Normal,0,Locale_Stage:6005014_name,Normal,Main,True,0,41,36,6990,40000,False,12100201,6005014,1000064,,,,,2009,2009,0,
6005015,6,Normal,0,Locale_Stage:6005015_name,Hard,Main,True,0,41,36,7010,40000,False,33200601,6005015,1000065,,,Dialog,d_main_05_07,2009,2009,0,
6005016,6,Normal,0,Locale_Stage:6005016_name,Normal,Main,True,0,41,36,7030,40000,False,22200301,6005016,1000066,,,,,2009,2009,0,
6005017,6,Normal,0,Locale_Stage:6005017_name,Normal,Main,True,0,41,36,7040,40000,False,22100201,6005017,1000067,,,,,2009,2009,0,
6005018,6,Normal,0,Locale_Stage:6005018_name,Hard,Main,True,0,43,38,7180,40000,False,23200301,6005018,1000068,Dialog,d_main_05_08_s,Dialog,d_main_05_08_e,2009,2009,0,
6005019,6,Normal,0,Locale_Stage:6005019_name,Normal,Main,True,0,43,38,7200,40000,False,12100201,6005019,1000069,,,,,2009,2009,0,
6005020,6,Normal,0,Locale_Stage:6005020_name,Normal,Main,True,0,43,38,7220,40000,False,12200101,6005020,1000070,,,,,2009,2009,0,
6005021,6,Normal,0,Locale_Stage:6005021_name,Hard,Main,True,0,45,40,7500,40000,False,23200301,6005021,1000071,Dialog,d_main_05_09,,,2009,2009,0,
6005022,6,Normal,5002,Locale_Stage:6005022_name,Normal,Sub,True,0,45,40,7520,40000,False,22200301,6005022,50,,,,,2009,2009,0,
6005023,6,Normal,5002,Locale_Stage:6005023_name,Normal,Sub,True,0,45,40,7530,40000,False,22200301,6005023,50,,,,,2009,2009,0,
6005024,6,Normal,5002,Locale_Stage:6005024_name,Normal,Sub,True,0,45,40,7550,40000,False,22200301,6005024,50,,,,,2009,2009,0,
6005025,6,Normal,0,Locale_Stage:6005025_name,Normal,Main,True,0,45,40,7560,40000,False,12100201,6005025,1000072,Dialog,d_main_05_10,,,2009,2009,0,
6005026,6,Normal,0,Locale_Stage:6005026_name,Boss,Main,True,0,45,42,7820,40000,False,32200501,6005026,1000073,Dialog,d_main_05_11_s,Dialog,d_main_05_11_e,2009,2009,0,
6005027,6,Normal,5005001,Locale_Stage:6005027_name,Normal,Sub,True,0,47,42,7830,40000,False,12100201,6005027,50,,,,,2009,2009,0,
6005028,6,Normal,5005001,Locale_Stage:6005028_name,Normal,Sub,True,0,47,42,7850,40000,False,12100201,6005028,50,,,,,2009,2009,0,
6005029,6,Normal,5005001,Locale_Stage:6005029_name,Normal,Sub,True,0,47,42,7860,40000,False,12100201,6005029,50,,,,,2009,2009,0,
6005030,6,Normal,0,Locale_Stage:6005030_name,Extra,Sub,False,0,86,60,0,40000,False,32200501,6005030,300,,,,,2009,2009,0,80.0
6005031,6,Normal,0,Locale_Stage:6005031_name,Extra,Sub,False,0,72,65,0,40000,False,32200501,6005031,300,,,,,2009,2009,0,80.0
6006001,7,Normal,0,Locale_Stage:6006001_name,Normal,Main,True,60,44,38,7980,40000,False,12100201,6006001,1000074,Dialog,d_main_06_01,,,2009,2009,0,
6006002,7,Normal,0,Locale_Stage:6006002_name,Normal,Main,True,0,44,38,8000,40000,True,22200301,6006002,1000075,,,,,2009,2009,0,
6006003,7,Normal,0,Locale_Stage:6006003_name,Hard,Main,True,0,44,38,8010,40000,True,33200601,6006003,1000076,,,,,2009,2009,0,
6006004,7,Normal,0,Locale_Stage:6006004_name,Normal,Main,True,0,45,38,8560,40000,False,12200101,6006004,1000077,,,Dialog,d_main_06_02,2009,2009,0,
6006005,7,Normal,0,Locale_Stage:6006005_name,Normal,Main,True,0,45,38,8570,40000,True,22200301,6006005,1000078,,,,,2009,2009,0,
6006006,7,Normal,0,Locale_Stage:6006006_name,Hard,Main,True,0,45,38,8590,40000,False,13100101,6006006,1000079,,,Dialog,d_main_06_03,2009,2009,0,
6006007,7,Normal,0,Locale_Stage:6006007_name,Normal,Main,True,0,45,38,8600,40000,True,32200501,6006007,1000080,,,,,2009,2009,0,
6006008,7,Normal,0,Locale_Stage:6006008_name,Hard,Main,True,0,45,38,8620,40000,True,23100201,6006008,1000081,,,,,2009,2009,0,
6006009,7,Normal,0,Locale_Stage:6006009_name,Normal,Main,True,0,45,38,8640,40000,True,32200501,6006009,1000082,,,,,2009,2009,0,
6006010,7,Normal,0,Locale_Stage:6006010_name,Hard,Main,True,0,45,38,8650,40000,True,33200601,6006010,1000083,,,,,2009,2009,0,
6006011,7,Normal,0,Locale_Stage:6006011_name,Normal,Main,True,0,45,38,8670,40000,True,12200101,6006011,1000084,,,,,2009,2009,0,
6006012,7,Normal,0,Locale_Stage:6006012_name,Normal,Main,True,0,45,38,8680,40000,True,22100201,6006012,1000085,,,,,2009,2009,0,
6006013,7,Normal,0,Locale_Stage:6006013_name,Hard,Main,True,0,47,40,8960,40000,False,33200601,6006013,1000086,,,Dialog,d_main_06_04,2009,2009,0,
6006014,7,Normal,0,Locale_Stage:6006014_name,Normal,Main,True,0,47,40,8970,40000,True,22100201,6006014,1000087,,,,,2009,2009,0,
6006015,7,Normal,0,Locale_Stage:6006015_name,Normal,Main,True,0,47,40,8990,40000,True,22100201,6006015,1000088,,,,,2009,2009,0,
6006016,7,Normal,6001,Locale_Stage:6006016_name,Normal,Sub,True,0,47,40,9000,40000,False,12100201,6006016,50,Dialog,d_subquest_1092_s,,,2009,2009,0,
6006017,7,Normal,6001,Locale_Stage:6006017_name,Normal,Sub,True,0,47,40,9020,40000,False,22100201,6006017,50,Dialog,d_subquest_1092_s,,,2009,2009,0,
6006018,7,Normal,0,Locale_Stage:6006018_name,Normal,Main,True,0,47,40,9040,40000,True,22200301,6006018,1000089,,,,,2009,2009,0,
6006019,7,Normal,0,Locale_Stage:6006019_name,Normal,Main,True,0,47,40,9050,40000,True,12100201,6006019,1000090,,,,,2009,2009,0,
6006020,7,Normal,0,Locale_Stage:6006020_name,Hard,Main,True,0,49,42,9440,40000,False,33200601,6006020,1000091,,,Dialog,d_main_06_05,2009,2009,0,
6006021,7,Normal,0,Locale_Stage:6006021_name,Normal,Main,True,0,49,42,9450,40000,True,12200101,6006021,1000092,,,,,2009,2009,0,
6006022,7,Normal,0,Locale_Stage:6006022_name,Normal,Main,True,0,49,42,9470,40000,True,22200301,6006022,1000093,,,,,2009,2009,0,
6006023,7,Normal,0,Locale_Stage:6006023_name,Hard,Main,True,0,50,44,9840,40000,False,13200301,6006023,1000094,,,Dialog,d_main_06_06,2009,2009,0,
6006024,7,Normal,0,Locale_Stage:6006024_name,Normal,Main,True,0,50,44,9850,40000,True,12200101,6006024,1000095,,,,,2009,2009,0,
6006025,7,Normal,0,Locale_Stage:6006025_name,Normal,Main,True,0,50,44,9870,40000,True,32200401,6006025,1000096,,,,,2009,2009,0,
6006026,7,Normal,0,Locale_Stage:6006026_name,Hard,Main,True,0,50,44,9880,40000,True,23200301,6006026,1000097,,,,,2009,2009,0,
6006027,7,Normal,6002,Locale_Stage:6006027_name,Normal,Sub,True,0,50,44,9900,40000,False,22200301,6006027,50,,,,,2009,2009,0,
6006028,7,Normal,6002,Locale_Stage:6006028_name,Normal,Sub,True,0,50,44,9920,40000,False,32200501,6006028,50,,,,,2009,2009,0,
6006029,7,Normal,6002,Locale_Stage:6006029_name,Hard,Sub,True,0,50,44,9930,40000,False,33100101,6006029,50,,,,,2009,2009,0,
6006030,7,Normal,0,Locale_Stage:6006030_name,Normal,Main,True,0,50,44,9950,40000,True,12200101,6006030,1000098,,,,,2009,2009,0,
6006031,7,Normal,0,Locale_Stage:6006031_name,Normal,Main,True,0,50,44,9960,40000,True,32200401,6006031,1000099,,,,,2009,2009,0,
6006032,7,Normal,0,Locale_Stage:6006032_name,Hard,Main,True,0,52,46,10320,40000,False,33200601,6006032,1000100,,,Dialog,d_main_06_07,2009,2009,0,
6006033,7,Normal,0,Locale_Stage:6006033_name,Normal,Main,True,0,52,46,10330,40000,True,12200101,6006033,1000101,,,,,2009,2009,0,
6006034,7,Normal,0,Locale_Stage:6006034_name,Normal,Main,True,0,52,46,10350,40000,True,32200401,6006034,1000102,,,,,2009,2009,0,
6006035,7,Normal,0,Locale_Stage:6006035_name,Boss,Main,True,0,52,46,10360,40000,False,32200501,6006035,1000103,Dialog,d_main_06_08_s,Dialog,d_main_06_08_e,2009,2009,0,
6006036,7,Normal,5006001,Locale_Stage:6006036_name,Normal,Sub,True,0,52,46,10380,40000,False,22200301,6006036,50,,,,,2009,2009,0,
6006037,7,Normal,5006001,Locale_Stage:6006037_name,Normal,Sub,True,0,52,46,10400,40000,False,32200501,6006037,50,,,,,2009,2009,0,
6006038,7,Normal,5006001,Locale_Stage:6006038_name,Normal,Sub,True,0,52,46,10410,40000,False,32200501,6006038,50,,,,,2009,2009,0,
6006039,7,Normal,0,Locale_Stage:6006039_name,Extra,Sub,False,0,71,65,0,40000,False,32200501,6006039,300,,,,,2009,2009,0,80.0
6006040,7,Normal,0,Locale_Stage:6006040_name,Extra,Sub,False,0,59,65,0,40000,False,32200501,6006040,300,,,,,2009,2009,0,80.0
6007001,8,Normal,0,Locale_Stage:6007001_name,Normal,Main,True,68,52,46,10560,40000,True,32200401,6007001,1000104,,,,,2009,2009,0,
6007002,8,Normal,0,Locale_Stage:6007002_name,Normal,Main,True,68,52,46,10570,40000,True,32200501,6007002,1000105,,,,,2009,2009,0,
6007003,8,Normal,0,Locale_Stage:6007003_name,Hard,Main,True,68,54,46,11090,40000,False,13100101,6007003,1000106,Dialog,d_main_07_01,,,2009,2009,0,
6007004,8,Normal,0,Locale_Stage:6007004_name,Normal,Main,True,0,54,46,11110,40000,True,32200501,6007004,1000107,,,,,2009,2009,0,
6007005,8,Normal,0,Locale_Stage:6007005_name,Normal,Main,True,0,54,46,11120,40000,True,32200501,6007005,1000108,,,,,2009,2009,0,
6007006,8,Normal,0,Locale_Stage:6007006_name,Hard,Main,True,0,55,49,11500,40000,True,13200301,6007006,1000109,,,,,2009,2009,0,
6007007,8,Normal,0,Locale_Stage:6007007_name,Normal,Main,True,0,55,49,11510,40000,True,32200501,6007007,1000110,,,,,2009,2009,0,
6007008,8,Normal,0,Locale_Stage:6007008_name,Normal,Main,True,0,55,49,11530,40000,True,12100201,6007008,1000111,,,,,2009,2009,0,
6007009,8,Normal,0,Locale_Stage:6007009_name,Hard,Main,True,0,55,49,11550,40000,True,23100201,6007009,1000112,,,,,2009,2009,0,
6007010,8,Normal,0,Locale_Stage:6007010_name,Normal,Main,True,0,55,49,11560,40000,True,12200101,6007010,1000113,,,,,2009,2009,0,
6007011,8,Normal,0,Locale_Stage:6007011_name,Normal,Main,True,0,55,49,11580,40000,True,32200501,6007011,1000114,,,,,2009,2009,0,
6007012,8,Normal,0,Locale_Stage:6007012_name,Hard,Main,True,0,55,49,11590,40000,True,33200601,6007012,1000115,,,,,2009,2009,0,
6007013,8,Normal,1007001,Locale_Stage:6007013_name,Normal,Sub,True,0,55,49,11610,40000,False,22100201,6007013,50,,,,,2009,2009,0,
6007014,8,Normal,1007001,Locale_Stage:6007014_name,Normal,Sub,True,0,55,49,11630,40000,False,12100201,6007014,50,,,,,2009,2009,0,
6007015,8,Normal,0,Locale_Stage:6007015_name,Normal,Main,True,0,55,49,11640,40000,True,32200501,6007015,1000116,,,,,2009,2009,0,
6007016,8,Normal,0,Locale_Stage:6007016_name,Normal,Main,True,0,55,49,11660,40000,True,32200501,6007016,1000117,,,,,2009,2009,0,
6007017,8,Normal,0,Locale_Stage:6007017_name,Hard,Main,True,0,57,51,11980,40000,False,13200301,6007017,1000118,Dialog,d_main_07_02,,,2009,2009,0,
6007018,8,Normal,0,Locale_Stage:6007018_name,Normal,Main,True,0,57,51,12000,40000,True,32200401,6007018,1000119,,,,,2009,2009,0,
6007019,8,Normal,0,Locale_Stage:6007019_name,Normal,Main,True,0,57,51,12020,40000,True,32200501,6007019,1000120,,,,,2009,2009,0,
6007020,8,Normal,0,Locale_Stage:6007020_name,Hard,Main,True,0,59,52,12310,40000,False,23200301,6007020,1000121,,,Dialog,d_main_07_03,2009,2009,0,
6007021,8,Normal,0,Locale_Stage:6007021_name,Normal,Main,True,0,59,52,12320,40000,True,22200301,6007021,1000122,,,,,2009,2009,0,
6007022,8,Normal,0,Locale_Stage:6007022_name,Normal,Main,True,0,59,52,12340,40000,True,32200501,6007022,1000123,,,,,2009,2009,0,
