id,position_x,position_y,position_z
XS_200,-2.0,-1.0,6.0
XS_100,0.0,-1.0,6.0
XS_1200,2.5,-1.0,6.0
XS_1300,4.5,-1.0,6.0
XS_1400,6.5,-1.0,6.0
XS_1500,9.0,-1.0,6.0
XS_1600,11.0,-1.0,6.0
XS_1700,13.0,-1.0,6.0
XS_1800,15.5,-1.0,6.0
XS_1900,17.5,-1.0,6.0
XXS_90,-17.5,-2.5,4.0
XXS_80,-15.5,-2.5,4.0
XXS_70,-13.0,-2.5,4.0
XXS_60,-11.0,-2.5,4.0
XXS_50,-9.0,-2.5,4.0
XXS_40,-6.5,-2.5,4.0
XXS_30,-4.5,-2.5,4.0
XXS_20,-2.0,-2.5,4.0
XXS_10,0.0,-2.5,4.0
XXS_120,2.5,-2.5,4.0
XXS_130,4.5,-2.5,4.0
XXS_140,6.5,-2.5,4.0
XXS_150,9.0,-2.5,4.0
XXS_160,11.0,-2.5,4.0
XXS_170,13.0,-2.5,4.0
XXS_180,15.5,-2.5,4.0
XXS_190,17.5,-2.5,4.0
XXS_900,-17.5,-2.0,6.0
XXS_800,-15.5,-2.0,6.0
XXS_700,-13.0,-2.0,6.0
XXS_600,-11.0,-2.0,6.0
XXS_500,-9.0,-2.0,6.0
XXS_400,-6.5,-2.0,6.0
XXS_300,-4.5,-2.0,6.0
XXS_200,-2.0,-2.0,6.0
XXS_100,0.0,-2.0,6.0
XXS_1200,2.5,-2.0,6.0
XXS_1300,4.5,-2.0,6.0
XXS_1400,6.5,-2.0,6.0
XXS_1500,9.0,-2.0,6.0
XXS_1600,11.0,-2.0,6.0
XXS_1700,13.0,-2.0,6.0
XXS_1800,15.5,-2.0,6.0
XXS_1900,17.5,-2.0,6.0
L_90,-17.5,1.0,4.0
L_80,-15.5,1.0,4.0
L_70,-13.0,1.0,4.0
L_60,-11.0,1.0,4.0
L_50,-9.0,1.0,4.0
L_40,-6.5,1.0,4.0
L_30,-4.5,1.0,4.0
L_20,-2.0,1.0,4.0
L_10,0.0,1.0,4.0
L_120,2.5,1.0,4.0
L_130,4.5,1.0,4.0
L_140,6.5,1.0,4.0
L_150,9.0,1.0,4.0
L_160,11.0,1.0,4.0
L_170,13.0,1.0,4.0
L_180,15.5,1.0,4.0
L_190,17.5,1.0,4.0
L_900,-17.5,1.5,6.0
L_800,-15.5,1.5,6.0
L_700,-13.0,1.5,6.0
L_600,-11.0,1.5,6.0
L_500,-9.0,1.5,6.0
L_400,-6.5,1.5,6.0
L_300,-4.5,1.5,6.0
L_200,-2.0,1.5,6.0
L_100,0.0,1.5,6.0
L_1200,2.5,1.5,6.0
L_1300,4.5,1.5,6.0
L_1400,6.5,1.5,6.0
L_1500,9.0,1.5,6.0
L_1600,11.0,1.5,6.0
L_1700,13.0,1.5,6.0
L_1800,15.5,1.5,6.0
L_1900,17.5,1.5,6.0
XL_90,-17.5,2.0,4.0
XL_80,-15.5,2.0,4.0
XL_70,-13.0,2.0,4.0
XL_60,-11.0,2.0,4.0
XL_50,-9.0,2.0,4.0
XL_40,-6.5,2.0,4.0
XL_30,-4.5,2.0,4.0
XL_20,-2.0,2.0,4.0
XL_10,0.0,2.0,4.0
XL_120,2.5,2.0,4.0
XL_130,4.5,2.0,4.0
XL_140,6.5,2.0,4.0
XL_150,9.0,2.0,4.0
XL_160,11.0,2.0,4.0
XL_170,13.0,2.0,4.0
XL_180,15.5,2.0,4.0
XL_190,17.5,2.0,4.0
XL_900,-17.5,2.5,6.0
XL_800,-15.5,2.5,6.0
XL_700,-13.0,2.5,6.0
XL_600,-11.0,2.5,6.0
XL_500,-9.0,2.5,6.0
XL_400,-6.5,2.5,6.0
XL_300,-4.5,2.5,6.0
XL_200,-2.0,2.5,6.0
XL_100,0.0,2.5,6.0
XL_1200,2.5,2.5,6.0
XL_1300,4.5,2.5,6.0
XL_1400,6.5,2.5,6.0
XL_1500,9.0,2.5,6.0
XL_1600,11.0,2.5,6.0
XL_1700,13.0,2.5,6.0
XL_1800,15.5,2.5,6.0
XL_1900,17.5,2.5,6.0
Leo_1,0.9,0.0,0.0
Leo_90,-16.6,1.0,4.0
Leo_80,-14.6,1.0,4.0
Leo_70,-12.1,1.0,4.0
Leo_60,-10.1,1.0,4.0
Leo_50,-8.1,1.0,4.0
Leo_40,-5.6,1.0,4.0
Leo_30,-3.6,1.0,4.0
Leo_20,-1.1,1.0,4.0
Leo_10,0.9,1.0,4.0
Leo_120,3.4,1.0,4.0
Leo_130,5.4,1.0,4.0
Leo_140,7.4,1.0,4.0
Leo_150,9.9,1.0,4.0
Leo_160,11.9,1.0,4.0
Leo_170,13.9,1.0,4.0
Leo_180,16.4,1.0,4.0
Leo_190,18.4,1.0,4.0
Leo_900,-16.6,1.5,6.0
Leo_800,-14.6,1.5,6.0
Leo_700,-12.1,1.5,6.0
Leo_600,-10.1,1.5,6.0
Leo_500,-8.1,1.5,6.0
Leo_400,-5.6,1.5,6.0
Leo_300,-3.6,1.5,6.0
Leo_200,-1.1,1.5,6.0
Leo_100,0.9,1.5,6.0
Leo_1200,3.4,1.5,6.0
Leo_1300,5.4,1.5,6.0
Leo_1400,7.4,1.5,6.0
Leo_1500,9.9,1.5,6.0
Leo_1600,11.9,1.5,6.0
Leo_1700,13.9,1.5,6.0
Leo_1800,16.4,1.5,6.0
Leo_1900,18.4,1.5,6.0
rap_90,-17.5,-4.5,3.0
rap_80,-15.5,-4.5,3.0
rap_70,-13.0,-4.5,3.0
rap_60,-11.0,-4.5,3.0
rap_50,-9.0,-4.5,3.0
rap_40,-6.5,-4.5,3.0
rap_30,-4.5,-4.5,3.0
rap_20,-2.0,-4.5,3.0
rap_10,0.0,-4.5,3.0
rap_120,2.5,-4.5,3.0
rap_130,4.5,-4.5,3.0
rap_140,6.5,-4.5,3.0
rap_150,9.0,-4.5,3.0
rap_160,11.0,-4.5,3.0
rap_170,13.0,-4.5,3.0
rap_180,15.5,-4.5,3.0
rap_190,17.5,-4.5,3.0
rap_900,-17.5,-5.0,4.5
rap_800,-15.5,-5.0,4.5
rap_700,-13.0,-5.0,4.5
rap_600,-11.0,-5.0,4.5
rap_500,-9.0,-5.0,4.5
rap_400,-6.5,-5.0,4.5
rap_300,-4.5,-5.0,4.5
rap_200,-2.0,-5.0,4.5
rap_100,0.0,-5.0,4.5
rap_1200,2.5,-5.0,4.5
rap_1300,4.5,-5.0,4.5
rap_1400,6.5,-5.0,4.5
rap_1500,9.0,-5.0,4.5
rap_1600,11.0,-5.0,4.5
rap_1700,13.0,-5.0,4.5
rap_1800,15.5,-5.0,4.5
rap_1900,17.5,-5.0,4.5
10101,-0.09,2.11,-1.98
10102,-0.09,2.97,-2.74
10103,-0.09,2.97,-3.45
10104,-0.09,2.44,-4.32
10201,66.5,-1.4,-45.9
10202,13.3,-3.5,-125.6
10203,-21.4,27.7,-59.1
10204,52.6,32.5,-54.7
10205,52.6,1.2,-54.7
5000,-13.0,-1.0,7.38
5001,-25.0,25.0,65.0
5002,-4.0,-18.0,-30.0
5003,-2.23,-5.35,0.79
5004,-5.14,-5.35,0.79
5005,-4.23,-4.23,3.81
5006,-6.48,-5.4,3.81
5007,-7.92,-8.18,4.21
5008,-27.2,9.0,26.1
5009,32.6,4.0,26.1
5010,0.0,9.0,-33.2
5011,-4.0,-3.0,4.0
5012,-4.0,-3.0,5.7
5013,-4.0,-3.0,7.5
6001,0.0,3.8,4.0
6002,0.0,-3.0,4.0
6003,-2.7,0.0,0.0
6004,-0.5,-1.5,4.0
6005,-0.7,-1.0,6.0
6006,-0.7,-1.9,9.0
6007,-2.3,0.0,-0.8
6008,-4.7,2.2,6.0
6009,-0.5,-0.5,4.0
6010,-0.5,0.0,6.0
6011,-5.0,-0.5,4.0
6012,-5.0,0.0,6.0
6013,8.5,-0.5,4.0
6014,8.5,0.0,6.0
6015,1.8,0.0,0.0
6016,-2.7,0.0,0.0
6017,0.0,6.0,4.0
6018,-2.0,-3.0,4.0
6019,1.0,-3.0,4.0
marian_event_01_01,0.0,-7.57,5.23
marian_event_01_02,0.0,-5.07,3.76
marian_event_01_03,0.0,-3.8,1.1
marian_event_01_04,0.0,-5.36,-2.2
marian_event_01_05,-1.07,-3.12,1.63
marian_event_02_01,2.31,-10.23,5.28
marian_event_02_02,2.31,-11.33,5.28
marian_event_02_03,-0.46,-11.05,4.26
marian_event_02_04,0.78,-10.8,4.0
marian_event_02_05,1.69,-11.43,6.04
drain_event_01,-29.0,3.3,23.6
drain_event_02,-25.1,-0.9,13.7
drain_event_03,22.7,2.9,18.1
drain_event_04,19.3,12.6,30.8
rapi_event_01,2.85,2.5,-4.5
rapi_event_02,-0.7,2.5,-4.5
absolute_event_01,-14.9,22.08,44.99
absolute_event_02,-18.4,-1.25,-0.33
absolute_event_03,23.3,-1.25,-0.33
absolute_event_04,-13.62,-1.25,-0.33
absolute_event_05,24.9,12.5,27.7
mustang_event_01,-12.69,8.96,7.13
mustang_event_02,-5.08,6.22,7.13
mustang_event_03,-11.99,3.81,4.1
mustang_event_04,-9.19,2.97,-7.56
mustang_event_05,-8.79,7.66,1.28
mustang_event_06,-8.84,9.81,7.64
mordenia_event_01,-18.5,0.0,0.0
mordenia_event_02,0.0,0.0,0.0
rapi_elevator_01,-1.1,-5.45,5.33
rapi_elevator_02,1.88,-5.45,5.33
raptilion_5,-9.3,-2.7,-1.3
raptilion_7,-13.3,-2.7,-1.3
raptilion_9,-17.8,-2.7,-1.3
raptilion_50,-9.3,-3.2,0.5
modenia_event_01,0.0,0.28,-3.18
modenia_event_02,0.0,1.64,1.66
modenia_event_03,0.0,2.23,4.32
modenia_event_04,0.0,2.57,6.32
talkative_event_01,-2.25,0.0,0.0
talkative_event_02,-2.95,0.73,3.34
laplace_event_01,-39.78,17.3,37.31
laplace_event_02,-23.01,-11.83,37.31
laplace_event_03,-3.19,9.81,37.31
laplace_event_04,-6.75,0.5,-7.76
rapi_camp_event_01,-21.9,5.9,14.8
rapi_camp_event_02,3.2,0.0,14.8
rapi_camp_event_03,4.9,-0.3,-14.0
harran_crow_01,0.97,1.38,5.83
harran_crow_02,0.97,1.38,7.06
harran_special_01,0.0,0.0,-0.87
harran_special_02,-0.05,1.32,6.14
absolut_down_01,-0.5,-3.6,5.9
absolut_down_02,2.2,-3.6,5.9
absolut_down_03,0.6,-3.6,5.9
absolut_down_04,3.0,-2.5,7.8
matis_event_01,0.2,-1.0,-3.0
matis_event_02,0.3,-6.5,15.0
matis_event_03,-21.0,5.0,15.0
matis_event_04,25.0,9.0,15.0
matis_event_05,3.0,20.0,40.0
30_sky,-4.5,3.8,4.0
30_ground,-4.5,-3.8,4.0
rapi_redhood_01,6.46,0.38,-2.89
rapi_redhood_02,0.15,0.38,-2.89
rapi_redhood_03,0.15,0.38,0.88
talkative_trolling_01,-30.4,14.4,27.6
talkative_trolling_02,-3.6,14.4,27.6
talkative_trolling_03,0.0,-0.44,-0.7
infinityrail_out_01,-20.9,0.0,0.0
infinityrail_out_02,0.0,0.0,0.0
infinityrail_out_03,6.7,13.1,44.8
infinityrail_in_01,10.4,13.0,25.0
infinityrail_in_02,0.0,0.0,0.0
infinityrail_in_03,-8.4,-9.6,8.1
yuni_rapi_01,-4.26,0.99,-2.11
yuni_rapi_02,0.82,0.99,-2.11
yuni_rapi_03,-2.68,0.44,0.49
yuni_rapi_04,-2.68,0.44,1.77
yuni_rapi_05,0.57,2.31,1.77
marian_sad_01,0.1,4.64,-1.26
marian_sad_02,0.1,3.89,-5.13
marian_sad_03,0.1,4.84,0.11
marian_sad_04,0.1,4.23,-6.4
1_naru1,0.12,-2.26,3.72
1_naru2,-2.15,-0.27,4.15
1_naru3,2.35,-2.38,3.2
10_naru1,0.12,-2.26,5.72
10_naru2,-2.15,-0.27,6.15
10_naru3,2.35,-2.38,5.2
exotic_betray_01,0.05,-0.1,-11.13
exotic_betray_02,4.1,-12.6,10.1
exotic_betray_03,-31.4,24.9,16.4
exotic_betray_04,31.2,24.1,16.4
exotic_betray_05,0.9,32.0,28.8
exotic_betray_06,2.3,-12.6,23.0
counters_sleep_01,-2.1,-2.54,2.5
counters_sleep_02,-2.1,-2.61,4.1
counters_sleep_03,4.64,-3.63,4.1
counters_sleep_04,4.09,2.63,4.1
counters_sleep_05,0.66,-0.4,-3.79
modeniashot_01,-14.9,0.0,0.0
modeniashot_02,18.09,0.0,0.0
modeniashot_03,30.25,0.0,13.51
170_ground,13.0,-3.0,4.0
nobrain_01,0.0,-10.1,4.0
nobrain_02,0.0,8.4,4.0
nobrain_03,4.6,28.7,43.5
marian_memory_01,1.0,-1.4,-67.8
rupee_anne_01,8.05,1.99,-14.29
rupee_anne_02,3.57,1.99,-14.29
rupee_anne_03,3.57,1.99,-8.59
anne_angelina_01,9.97,4.63,-13.27
anne_angelina_02,0.98,4.63,-13.27
anne_angelina_03,0.98,7.26,3.76
anne_angelina_04,7.2,4.83,25.15
n102_angelina_01,9.97,4.63,-13.27
n102_angelina_02,0.98,4.63,-13.27
n102_angelina_03,0.98,7.26,3.76
blue_butterfly_01,17.7,-19.07,23.6
blue_butterfly_02,17.7,6.01,23.6
blue_butterfly_03,-2.1,19.15,23.6
guilty_zoom3,0.31,1.59,8.95
happynewyear_01,0.0,8.24,0.0
happynewyear_02,0.0,-8.52,0.0
happynewyear_03,0.0,-8.52,8.58
inherit_01,25.0,0.0,12.0
inherit_02,-30.0,-5.0,10.0
inherit_03,10.0,-7.0,20.0
inherit_04,0.0,10.0,30.0
inherit_05,-10.0,0.0,12.0
harran_01,0.05,-12.8,5.0
harran_02,0.34,-11.21,7.58
harran_03,0.14,-11.82,6.5
johan_hit_01,0.4,12.9,15.2
johan_hit_02,16.93,-0.06,-7.69
johan_hit_03,12.5,17.87,22.92
nihilister_fall_01,0.0,0.0,0.0
nihilister_fall_02,-0.6,4.7,17.8
nihilister_appear_01,0.0,-6.0,-5.0
nihilister_appear_02,0.0,-7.6,1.8
nihilister_appear_03,0.0,-7.5,4.0
nihilister_breath_01,5.4,0.0,0.0
nihilister_breath_02,-10.4,-23.2,25.8
30_ground2,-4.5,-3.3,4.0
talentum_all,0.0,-10.8,4.3
talentum_rupee,-0.4,-11.7,5.7
siegeperilous_all,0.0,-12.1,4.7
siegeperilous_d,0.0,-12.3,7.1
siegeperilous_k,-0.6,-11.5,7.2
triangle_all,-1.6,-5.9,-7.0
triangle_privaty,-2.8,-3.2,-1.8
valentine_all,0.2,-11.6,2.9
valentine_all2,0.1,-11.0,5.5
valentine_ade,-1.5,-9.0,8.0
valentine_cocoa,0.5,-10.0,8.5
valentine_soda,0.7,-12.5,7.0
viper_1,2.34,0.03,-5.18
viper_10,0.77,1.55,-0.03
viper_phone,1.63,-4.81,2.41
max_10,0.0,-1.9,4.0
max_30,-4.5,-1.9,4.0
max_130,4.5,-1.9,4.0
raptilion_15,9.0,-4.11,3.97
raptilion_150,9.0,-4.11,4.96
beatrice_30,-5.0,-2.0,4.0
beatrice_300,-5.0,-2.5,6.0
beatrice_50,-9.5,-2.0,4.0
beatrice_500,-9.5,-2.5,6.0
voltwithliter_30,-6.0,-2.0,4.0
voltwithliter_300,-6.0,-2.5,6.0
bowwow_01,0.21,-11.99,3.87
bowwow_02,0.21,-11.78,4.84
bowwow_03,0.24,-10.94,6.1
bowwow_04,1.08,-11.29,8.81
bowwow_05,3.07,-13.83,8.11
sakura_01,0.31,-2.03,2.56
sakura_02,-1.19,-2.03,2.56
sakura_03,0.01,-1.2,6.03
fullfoolday_01,10.2,11.6,64.98
fullfoolday_02,7.4,42.95,64.98
fullfoolday_03,-16.78,8.53,52.28
fullfoolday_04,0.4,-0.5,29.4
fullfoolday_05,-5.3,15.9,29.4
fullfoolday_06,4.5,1.4,-10.0
ltk_all,0.0,-10.84,3.37
ltk_close,0.12,-10.82,4.24
ltk_closer,0.12,-10.48,6.81
skymother_01,0.0,0.0,-2.0
skymother_02,2.0,6.0,7.0
mother_01,38.9,-8.4,49.7
mother_02,5.3,-26.3,56.8
mother_03,-0.2,-1.4,62.2
mother_04,6.6,14.8,13.2
mother_05,12.3,-25.0,55.9
underqueen_01,0.0,-6.38,-3.5
underqueen_02,-2.06,-5.43,1.01
underqueen_03,3.16,-6.4,1.01
underqueen_04,0.0,-6.38,-2.23
enikk_event_01,0.06,-3.14,4.04
enikk_event_02,0.06,-3.41,4.94
enikk_event_03,-0.01,-5.08,7.05
nihilisterattack_01,0.0,0.0,-9.77
nihilisterattack_02,-10.62,14.35,15.68
nihilisterattack_03,8.2,-23.1,30.3
nihilisterattack_04,8.2,-30.8,42.1
nihilisterend_01,4.17,2.4,-1.29
nihilisterend_02,4.17,2.4,10.66
angel_01,0.0,7.12,-1.54
angel_02,0.0,14.18,15.26
dorothyangel_01,0.1,-8.5,-1.2
dorothyangel_02,0.1,-5.9,3.1
lastgreeting_01,0.0,-6.41,8.65
lastgreeting_02,0.0,-6.41,9.15
byewings_01,16.8,-1.96,-8.85
byewings_02,0.99,-1.96,-8.85
byewings_03,1.55,3.03,8.53
byewings2_01,1.55,3.03,8.53
byewings2_02,1.55,3.03,22.2
preciouswings_01,-26.91,9.23,3.38
preciouswings_02,-2.96,9.23,3.38
preciouswings_03,-2.96,12.67,17.24
pinne_01,7.3,8.2,24.93
pinne_02,9.04,14.62,36.27
seongmyo_01,0.0,0.0,-7.7
seongmyo_02,0.0,0.0,3.9
dorothyseongmyo_01,0.0,0.0,3.9
dorothyseongmyo_02,2.33,-14.37,20.85
dorothyseongmyo_03,2.33,-4.69,-2.27
dorothypinne_01,2.33,-4.69,-2.27
dorothypinne_02,9.5,-16.0,25.7
dorothypinne_03,-4.5,-15.0,25.7
dorothypinne_04,2.33,-12.3,13.5
sprout_01,6.0,0.0,-13.1
sprout_02,6.0,0.0,7.5
goddesssquadlady_01,0.0,0.0,-11.44
goddesssquadlady_02,0.0,0.0,7.91
goddesssquadlady_03,0.0,0.0,-0.42
sprout02_01,6.0,0.0,-13.1
sprout02_02,6.0,0.0,7.5
dorothyshoes_01,-12.46,0.0,-9.31
dorothyshoes_02,0.0,0.0,-9.31
dorothyshoes_03,-5.99,8.65,4.55
dorothyshoes2_01,8.18,-8.14,1.48
dorothyshoes2_02,-9.6,22.7,25.0
dorothyshoes2_03,24.3,-20.0,37.2
ark_01,0.0,-2.52,0.0
dorothy04_01,-2.75,-7.34,6.33
dorothy04_02,10.95,-7.34,0.0
sky_01,0.0,12.7,-0.66
sky_02,0.0,-7.3,-0.66
sky_03,0.0,-7.3,8.89
dorothysmile_01,-2.53,0.0,-14.11
dorothysmile_02,-2.53,0.0,-3.28
lie_01,1.6,-13.1,65.22
lie_02,3.9,0.0,0.0
lie_03,3.9,0.0,9.2
lie_04,1.2,6.1,43.5
dorothygoddess_01,-3.9,-23.7,26.3
dorothygoddess_02,-1.8,1.0,-34.1
snowwhitegoddess_01,-15.6,0.0,-39.87
snowwhitegoddess_02,0.0,0.0,-39.87
snowwhitegoddess_03,0.0,-2.6,-8.3
wearegoddess_01,14.0,0.0,-48.7
wearegoddess_02,0.0,0.0,-48.7
noirchest_01,0.0,0.6,6.9
noirchest_02,0.3,0.6,8.9
noirthigh_01,0.0,-3.0,6.9
noirthigh_02,0.0,-3.0,8.2
bunny_01,0.22,-0.27,4.04
bunny_02,0.22,0.02,11.24
bunny_03,7.45,14.52,39.55
bunny_04,-7.8,11.3,39.55
bunnykiss_01,-0.1,-10.68,1.61
bunnykiss_02,-0.1,-10.68,2.9
bunnykiss_03,1.36,-10.1,2.79
bunnykiss_04,1.7,-9.59,4.18
bunnykiss_05,-1.58,-10.1,3.26
bunnykiss_06,-1.58,-9.79,4.68
rosannablood_01,0.32,-3.6,4.75
rosannablood_02,-2.64,-2.75,5.77
rosannablood_03,2.33,-2.75,5.77
rosannablood_04,0.36,-1.96,8.6
rosannablood_05,0.32,-2.89,6.11
volt_30,-4.5,-3.0,4.0
volt_300,-4.5,-3.66,6.0
searoad_neon,-17.8,-9.0,14.2
searoad_mary,12.6,1.8,13.4
searoad_all,-3.8,0.0,-14.9
clinic_mary,-4.2,2.4,30.7
clinic_pepper,7.1,-5.0,15.0
clinic_frima,-15.5,-7.0,19.6
clinic_rapi,29.6,-8.0,27.6
clinic_all,12.1,-3.7,-8.2
volt,-1.5,-3.0,4.0
shell_neon,-2.9,-2.8,-0.4
shell_all,-2.9,0.4,-13.3
summerheal_all,0.0,-10.0,0.0
summerheal_mary,-1.3,-10.7,2.4
summerheal_neon,2.9,-12.6,4.9
nyanyarain_01,0.0,-2.4,-10.6
nyanyarain_02,0.0,-14.8,5.2
nyanyarain_03,9.5,-10.1,19.9
nyanyarain_04,9.5,-6.3,30.6
nyanyarain_05,-14.2,-24.7,30.6
nyanyarain_06,-14.2,-33.5,42.6
nyanyacats_01,1.34,-2.93,3.75
nyanyacats_02,0.0,-2.93,3.75
nyanyacats_03,0.0,-2.58,4.79
nyanyacats_04,-2.65,-3.51,6.36
mast_01,1.9,-8.4,-5.92
mast_02,0.29,-8.4,-5.92
mast_03,-0.29,-8.4,-2.98
mast_04,-1.49,-6.34,2.49
moranwall_01,0.0,0.0,-7.24
moranwall_02,2.35,0.0,6.2
moranwall_03,9.6,7.0,37.0
guillotinejackal_01,-8.8,25.3,47.7
guillotinejackal_02,-9.87,-13.36,22.1
viper_chocker_01,0.0,0.0,-14.8
viper_chocker_02,1.5,5.3,8.4
redhood_fullactive_01,3.5,19.5,25.4
redhood_fullactive_02,2.3,25.6,39.6
redhood_fullactive_03,0.0,-11.4,-32.6
redhood_fullactive_all,5.2,9.4,-1.6
grabblade_01,0.0,0.0,-15.2
grabblade_02,-9.7,0.0,0.5
summeranis,-9.24,-1.3,7.16
summeranis_cutscene,-5.1,14.0,21.3
krakenleg_01,0.0,8.75,0.0
krakenleg_02,0.0,17.98,17.04
krakenleg_03,-11.0,11.29,4.0
summeranis_top,-2.5,-1.8,7.2
summeranis_bottom,-3.3,-4.0,7.4
helmwater_01,0.0,-4.85,0.0
helmwater_02,0.0,2.9,0.0
helmwater_03,0.0,2.9,8.44
helmface_01,0.0,0.0,-11.07
helmface_02,0.0,0.0,-2.01
helmfacelight_01,0.0,0.0,-2.01
helmfacelight_02,0.0,0.0,-11.07
kraken_01,0.0,-1.01,0.0
kraken_02,0.0,8.46,0.0
kraken_03,-1.56,12.45,7.53
ezslight01_1,2.31,0.0,-12.47
ezslight01_2,31.25,-23.42,38.75
ezslight01_3,31.25,-23.42,44.09
ezslight01_4,-23.78,6.94,44.09
ezslight01_5,-23.78,11.06,53.51
ezskraken01_1,1.02,-3.35,-7.77
ezskraken01_2,-18.79,1.09,26.29
ezslight02_1,29.0,-28.9,38.62
ezslight02_2,29.0,-28.9,43.3
ezslight02_3,0.0,0.0,0.0
ezslight02_4,0.0,0.0,6.43
ezskraken02_1,0.0,0.0,0.0
ezskraken02_2,-14.71,6.68,20.13
ezstear_01,1.03,0.0,-11.71
ezstear_02,1.03,0.0,-1.98
ezstear_03,28.1,0.0,35.4
ezstear_04,-27.9,-11.0,35.4
ezstear_05,-1.6,2.2,35.4
ezssquad_01,-0.01,-11.29,7.5
ezssquad_02,-0.01,-11.07,8.72
ezssquad_03,-0.13,-12.1,3.23
ezssquad_04,-0.07,-12.06,5.58
ce_02_gatekepper_01,-6.57,22.4,28.5
ce_02_gatekepper_02,0.0,0.0,-11.96
nier_01,1.77,5.44,-5.64
nier_02,1.77,5.44,2.68
nier_03,11.03,11.73,15.36
nier_04,-9.46,11.73,15.36
