id,type,name_locale,status_message_locale,profile_image,background_image
zwei,Nikke,Locale_Character:390_name,Locale_Character:390_intro,si_c390_00_s,sns_bg_default
ein,Nikke,Locale_Character:391_name,Locale_Character:391_intro,si_c391_00_s,sns_bg_default
rei,Nikke,Locale_Character:392_name,Locale_Character:392_intro,si_c392_00_s,sns_bg_default
dorothy,Nikke,Locale_Character:233_name,Locale_Character:233_intro,si_c233_00_s,sns_bg_default
nero,Nikke,Locale_Character:380_name,Locale_Character:380_intro,si_c380_00_s,sns_bg_default
mast,Nikke,Locale_Character:350_name,Locale_Character:350_intro,si_c350_00_s,sns_bg_default
leona,Nikke,Locale_Character:382_name,Locale_Character:382_intro,si_c382_00_s,sns_bg_default
anchor,Nikke,Locale_Character:351_name,Locale_Character:351_intro,si_c351_00_s,sns_bg_default
naga,Nikke,Locale_Character:450_name,Locale_Character:450_intro,si_c450_00_s,sns_bg_default
tia,Nikke,Locale_Character:451_name,Locale_Character:451_intro,si_c451_00_s,sns_bg_default
marciana,Nikke,Locale_Character:321_name,Locale_Character:321_intro,si_c321_00_s,sns_bg_default
tove,Nikke,Locale_Character:192_name,Locale_Character:192_intro,si_c192_00_s,sns_bg_default
elegg,Nikke,Locale_Character:500_name,Locale_Character:500_intro,si_c500_00_s,sns_bg_default
trony,Nikke,Locale_Character:501_name,Locale_Character:501_intro,si_c501_00_s,sns_bg_default
liveryn,Nikke,Locale_Character:480_name,Locale_Character:480_intro,si_c480_00_s,sns_bg_default
bay,Nikke,Locale_Character:550_name,Locale_Character:550_intro,si_c550_00_s,sns_bg_default
clay,Nikke,Locale_Character:551_name,Locale_Character:551_intro,si_c551_00_s,sns_bg_default
phantom,Nikke,Locale_Character:580_name,Locale_Character:580_intro,si_c580_00_s,sns_bg_default
phantom_m,Nikke,Locale_Character:580_name,Locale_Character:580_maskoff_intro,si_c580_00_maskoff_s,sns_bg_default
cinderella,Nikke,Locale_Character:511_name,Locale_Character:511_intro,si_c511_00_s,sns_bg_default
grave,Nikke,Locale_Character:514_name,Locale_Character:514_intro,si_c514_00_s,sns_bg_default
flora,Nikke,Locale_Character:411_name,Locale_Character:411_intro,si_c411_00_s,sns_bg_default
trina,Nikke,Locale_Character:412_name,Locale_Character:412_intro,si_c412_00_s,sns_bg_default
ce005_01,Nikke,Locale_Character:834_name,Locale_Character:834_intro,si_c834_00_s,sns_bg_default
bready,Nikke,Locale_Character:520_name,Locale_Character:520_intro,si_c520_00_s,sns_bg_default
crust,Nikke,Locale_Character:521_name,Locale_Character:521_intro,si_c521_00_s,sns_bg_default
mori,Nikke,Locale_Character:590_name,Locale_Character:590_intro,si_c590_00_s,sns_bg_default
arcana,Nikke,Locale_Character:581_name,Locale_Character:581_intro,si_c581_00_s,sns_bg_default
sora,Nikke,Locale_Character:532_name,Locale_Character:532_intro,si_c532_00_s,sns_bg_default
neon_s,Nikke,Locale_Character:11_name,Locale_Character:14_intro,si_c014_00_s,sns_bg_default
mary_s,Nikke,Locale_Character:130_name,Locale_Character:132_intro,si_c132_00_s,sns_bg_default
ludmilla_w,Nikke,Locale_Character:190_name,Locale_Character:194_intro,si_c194_00_s,sns_bg_default
mica_w,Nikke,Locale_Character:61_name,Locale_Character:62_intro,si_c062_00_s,sns_bg_default
anne_w,Nikke,Locale_Character:npc_221_name,Locale_Character:121_intro,si_c121_00_s,sns_bg_default
exia_c,Nikke,Locale_Character:210_name,Locale_Character:210_1_intro,si_c210_01_s,sns_bg_default
emma_c,Nikke,Locale_Character:90_name,Locale_Character:90_1_intro,si_c090_01_s,sns_bg_default
maxwell_w,Nikke,Locale_Character:102_name,Locale_Character:102_intro,si_c102_01_s,sns_bg_default
rupee_b,Nikke,Locale_Character:200_name,Locale_Character:200_1_intro,si_c200_01_s,sns_bg_default
viper_b,Nikke,Locale_Character:112_name,Locale_Character:112_1_intro,si_c112_01_s,sns_bg_default
sakura_n,Nikke,Locale_Character:282_name,Locale_Character:282_1_intro,si_c282_01_s,sns_bg_default
rapi_s,Nikke,Locale_Character:10_name,Locale_Character:10_2_intro,si_c010_02_s,sns_bg_default
liter_s,Nikke,Locale_Character:82_name,Locale_Character:82_1_intro,si_c082_01_s,sns_bg_default
pepper_s,Nikke,Locale_Character:131_name,Locale_Character:131_1_intro,si_c131_01_s,sns_bg_default
frima_s,Nikke,Locale_Character:142_name,Locale_Character:142_1_intro,si_c142_01_s,sns_bg_default
yan_s,Nikke,Locale_Character:201_name,Locale_Character:201_1_intro,si_c201_01_s,sns_bg_default
anis_s,Nikke,Locale_Character:12_name,Locale_Character:15_intro,si_c015_00_s,sns_bg_default
helm_s,Nikke,Locale_Character:352_name,Locale_Character:353_intro,si_c353_00_s,sns_bg_default
mast_s,Nikke,Locale_Character:350_name,Locale_Character:350_1_intro,si_c350_01_s,sns_bg_default
privaty_m,Nikke,Locale_Character:170_name,Locale_Character:313_intro,si_c313_00_s,sns_bg_default
drake_m,Nikke,Locale_Character:101_name,Locale_Character:101_02_intro,si_c101_02_s,sns_bg_default
d_k,Nikke,Locale_Character:40_name,Locale_Character:43_intro,si_c043_00_s,sns_bg_default
rosanna_m,Nikke,Locale_Character:280_name,Locale_Character:npc_417_intro,si_c280_01_s,sns_bg_default
poli_c,Nikke,Locale_Character:30_name,Locale_Character:30_2_intro,si_c030_02_s,sns_bg_default
soda_b,Nikke,Locale_Character:312_name,Locale_Character:314_intro,si_c314_00_s,sns_bg_default
alice_b,Nikke,Locale_Character:191_name,Locale_Character:195_intro,si_c195_00_s,sns_bg_default
rosanna_s,Nikke,Locale_Character:280_name,Locale_Character:283_intro,si_c283_00_s,sns_bg_default
sakura_s,Nikke,Locale_Character:282_name,Locale_Character:284_intro,si_c284_00_s,sns_bg_default
quency_e,Nikke,Locale_Character:402_name,Locale_Character:403_intro,si_c403_00_s,sns_bg_default
miranda_c,Nikke,Locale_Character:32_name,Locale_Character:32_01_intro,si_c032_01_s,sns_bg_default
rapi_r,Nikke,Locale_Character:10_name,Locale_Character:16_intro,si_c016_00_s,sns_bg_default
mast_m,Nikke,Locale_Character:350_name,Locale_Character:354_intro,si_c354_00_s,sns_bg_default
anchor_m,Nikke,Locale_Character:351_name,Locale_Character:355_intro,si_c355_00_s,sns_bg_default
trony_m,Nikke,Locale_Character:501_name,Locale_Character:501_1_intro,si_c501_01_s,sns_bg_default
sin_m,Nikke,Locale_Character:401_name,Locale_Character:401_1_intro,si_c401_01_s,sns_bg_default
ade_c,Nikke,Locale_Character:310_name,Locale_Character:310_1_intro,si_c310_01_s,sns_bg_default
tia_c,Nikke,Locale_Character:451_name,Locale_Character:451_2_intro,si_c451_02_s,sns_bg_default
elegg_s,Nikke,Locale_Character:500_name,Locale_Character:502_intro,si_c502_00_s,sns_bg_default
dorothy_s,Nikke,Locale_Character:233_name,Locale_Character:234_intro,si_c234_00_s,sns_bg_default
emma_t,Nikke,Locale_Character:90_name,Locale_Character:93_intro,si_c093_00_s,sns_bg_default
vesti_t,Nikke,Locale_Character:91_name,Locale_Character:94_intro,si_c094_00_s,sns_bg_default
eunhwa_t,Nikke,Locale_Character:92_name,Locale_Character:95_intro,si_c095_00_s,sns_bg_default
ade_b,Nikke,Locale_Character:310_name,Locale_Character:315_intro,si_c315_00_s,sns_bg_default
milk_b,Nikke,Locale_Character:141_name,Locale_Character:143_intro,si_c143_00_s,sns_bg_default
andersen,NPC,Locale_Character:903_name,Locale_Character:903_intro,si_c903_00_s,sns_bg_default
syuen,NPC,Locale_Character:901_name,Locale_Character:901_intro,si_c901_00_s,sns_bg_default
mustang,NPC,Locale_Character:902_name,Locale_Character:902_intro,si_c902_00_s,sns_bg_default
ingrid,NPC,Locale_Character:900_name,Locale_Character:900_intro,si_c900_00_s,sns_bg_default
burningum,NPC,Locale_Character:909_name,Locale_Character:909_intro,si_c914_00_s,sns_bg_default
johan,NPC,Locale_Character:925_name,Locale_Character:925_intro,si_c925_00_s,sns_bg_default
einkk,NPC,Locale_Character:928_name,Locale_Character:928_intro,si_c928_00_s,sns_bg_default
cecil,NPC,Locale_Character:929_name,Locale_Character:929_intro,si_c929_00_s,sns_bg_default
shifty,NPC,Locale_Character:907_name,Locale_Character:907_intro,si_c907_00_s,sns_bg_default
jien,NPC,Locale_Character:973_name,Locale_Character:973_intro,si_c973_00_s,sns_bg_default
lucy,NPC,Locale_Character:npc_07_name,Locale_Character:npc_07_intro,icon_messenger_logo,sns_bg_default
nightmare,NPC,Locale_Character:npc_13_name,Locale_Character:npc_13_intro,icon_messenger_logo,sns_bg_default
host,NPC,Locale_Character:npc_14_name,Locale_Character:npc_14_intro,icon_messenger_logo,sns_bg_default
darkness,NPC,Locale_Character:npc_15_name,Locale_Character:npc_15_intro,icon_messenger_logo,sns_bg_default
louisaofdawn,NPC,Locale_Character:npc_16_name,Locale_Character:npc_16_intro,icon_messenger_logo,sns_bg_default
blackbox,NPC,Locale_Character:npc_17_name,Locale_Character:npc_17_intro,icon_messenger_logo,sns_bg_default
prisoldier05,NPC,Locale_Character:npc_26_name,Locale_Character:npc_26_intro,icon_messenger_logo,sns_bg_default
prisoldier06,NPC,Locale_Character:npc_27_name,Locale_Character:npc_27_intro,icon_messenger_logo,sns_bg_default
prisoldier07,NPC,Locale_Character:npc_28_name,Locale_Character:npc_28_intro,icon_messenger_logo,sns_bg_default
prisoldier08,NPC,Locale_Character:npc_29_name,Locale_Character:npc_29_intro,icon_messenger_logo,sns_bg_default
yesman,NPC,Locale_Character:npc_49_name,Locale_Character:npc_49_intro,icon_messenger_logo,sns_bg_default
keuoaang,NPC,Locale_Character:npc_50_name,Locale_Character:npc_50_intro,icon_messenger_logo,sns_bg_default
ruruphee,NPC,Locale_Character:npc_51_name,Locale_Character:npc_51_intro,icon_messenger_logo,sns_bg_default
wjd0684,NPC,Locale_Character:npc_52_name,Locale_Character:npc_52_intro,icon_messenger_logo,sns_bg_default
braindead,NPC,Locale_Character:npc_53_name,Locale_Character:npc_53_intro,icon_messenger_logo,sns_bg_default
dd,NPC,Locale_Character:npc_223_name,Locale_Character:npc_223_intro,icon_messenger_logo,sns_bg_default
Royaldolla,NPC,Locale_Character:npc_63_name,Locale_Character:npc_63_intro,icon_messenger_logo,sns_bg_default
mr0,NPC,Locale_Character:npc_70_name,Locale_Character:npc_70_intro,icon_messenger_logo,sns_bg_default
ms0,NPC,Locale_Character:npc_71_name,Locale_Character:npc_71_intro,icon_messenger_logo,sns_bg_default
9s2ba2,NPC,Locale_Character:npc_81_name,Locale_Character:npc_81_intro,icon_messenger_logo,sns_bg_default
Jammin,NPC,Locale_Character:npc_99_name,Locale_Character:npc_99_intro,icon_messenger_logo,sns_bg_default
tomatojuice,NPC,Locale_Character:npc_100_name,Locale_Character:npc_100_intro,icon_messenger_logo,sns_bg_default
gymrat,NPC,Locale_Character:npc_101_name,Locale_Character:npc_101_intro,icon_messenger_logo,sns_bg_default
chilipepper,NPC,Locale_Character:npc_108_name,Locale_Character:npc_108_intro,icon_messenger_logo,sns_bg_default
collector,NPC,Locale_Character:npc_109_name,Locale_Character:npc_109_intro,icon_messenger_logo,sns_bg_default
government,NPC,Locale_Character:npc_110_name,Locale_Character:npc_110_intro,icon_messenger_logo,sns_bg_default
tetraconnect,NPC,Locale_Character:npc_111_name,Locale_Character:npc_111_intro,icon_messenger_logo,sns_bg_default
ghost,NPC,Locale_Character:npc_112_name,Locale_Character:npc_112_intro,icon_messenger_logo,sns_bg_default
treasurehunter,NPC,Locale_Character:npc_113_name,Locale_Character:npc_113_intro,icon_messenger_logo,sns_bg_default
nippur,NPC,Locale_Character:npc_114_name,Locale_Character:npc_114_intro,icon_messenger_logo,sns_bg_default
cervan,NPC,Locale_Character:npc_148_name,Locale_Character:npc_148_intro,icon_messenger_logo,sns_bg_default
raptilion,NPC,Locale_Character:npc_149_name,Locale_Character:npc_149_intro,icon_messenger_logo,sns_bg_default
coree,NPC,Locale_Character:npc_150_name,Locale_Character:npc_150_intro,icon_messenger_logo,sns_bg_default
blackrose,NPC,Locale_Character:npc_115_name,Locale_Character:npc_115_intro,icon_messenger_logo,sns_bg_default
orangeperfect,NPC,Locale_Character:npc_125_name,Locale_Character:npc_126_intro,icon_messenger_logo,sns_bg_default
cali,NPC,Locale_Character:npc_142_name,Locale_Character:npc_142_intro,icon_messenger_logo,sns_bg_default
crooked,NPC,Locale_Character:npc_158_name,Locale_Character:npc_158_intro,icon_messenger_logo,sns_bg_default
duck,NPC,Locale_Character:npc_159_name,Locale_Character:npc_159_intro,icon_messenger_logo,sns_bg_default
fanfan,NPC,Locale_Character:npc_160_name,Locale_Character:npc_160_intro,icon_messenger_logo,sns_bg_default
lovelove,NPC,Locale_Character:npc_161_name,Locale_Character:npc_161_intro,icon_messenger_logo,sns_bg_default
spicy,NPC,Locale_Character:npc_162_name,Locale_Character:npc_162_intro,icon_messenger_logo,sns_bg_default
bangle,NPC,Locale_Character:npc_163_name,Locale_Character:npc_163_intro,icon_messenger_logo,sns_bg_default
grandpa,NPC,Locale_Character:npc_167_name,Locale_Character:npc_167_intro,icon_messenger_logo,sns_bg_default
writer,NPC,Locale_Character:npc_169_name,Locale_Character:npc_169_intro,icon_messenger_logo,sns_bg_default
serial,NPC,Locale_Character:npc_170_name,Locale_Character:npc_170_intro,icon_messenger_logo,sns_bg_default
spade,NPC,Locale_Character:npc_171_name,Locale_Character:npc_171_intro,icon_messenger_logo,sns_bg_default
roam,NPC,Locale_Character:npc_172_name,Locale_Character:npc_172_intro,icon_messenger_logo,sns_bg_default
regale,NPC,Locale_Character:npc_173_name,Locale_Character:npc_173_intro,icon_messenger_logo,sns_bg_default
justin,NPC,Locale_Character:npc_174_name,Locale_Character:npc_174_intro,icon_messenger_logo,sns_bg_default
lovelydream,NPC,Locale_Character:npc_175_name,Locale_Character:npc_175_intro,icon_messenger_logo,sns_bg_default
jade,NPC,Locale_Character:npc_176_name,Locale_Character:npc_176_intro,icon_messenger_logo,sns_bg_default
teddy,NPC,Locale_Character:npc_177_name,Locale_Character:npc_177_intro,icon_messenger_logo,sns_bg_default
missilysresearch,NPC,Locale_Character:npc_178_name,Locale_Character:npc_178_intro,icon_messenger_logo,sns_bg_default
musiclover,NPC,Locale_Character:npc_180_name,Locale_Character:npc_180_intro,icon_messenger_logo,sns_bg_default
forestfairy,NPC,Locale_Character:npc_181_name,Locale_Character:npc_181_intro,icon_messenger_logo,sns_bg_default
traingo,NPC,Locale_Character:npc_182_name,Locale_Character:npc_182_intro,icon_messenger_logo,sns_bg_default
alchollover,NPC,Locale_Character:npc_183_name,Locale_Character:npc_183_intro,icon_messenger_logo,sns_bg_default
refugee,NPC,Locale_Character:npc_184_name,Locale_Character:npc_184_intro,icon_messenger_logo,sns_bg_default
jennifer,NPC,Locale_Character:npc_185_name,Locale_Character:npc_185_intro,icon_messenger_logo,sns_bg_default
deipara,NPC,Locale_Character:npc_245_name,Locale_Character:npc_245_intro,icon_messenger_logo,sns_bg_default
romantist,NPC,Locale_Character:npc_246_name,Locale_Character:npc_246_intro,icon_messenger_logo,sns_bg_default
kitsune,NPC,Locale_Character:npc_273_name,Locale_Character:npc_273_intro,icon_messenger_logo,sns_bg_default
x,NPC,Locale_Character:npc_290_name,Locale_Character:npc_290_intro,icon_messenger_logo,sns_bg_default
iv,NPC,Locale_Character:npc_291_name,Locale_Character:npc_291_intro,icon_messenger_logo,sns_bg_default
stationery,NPC,Locale_Character:npc_297_name,Locale_Character:npc_297_intro,icon_messenger_logo,sns_bg_default
shelter2admin,NPC,Locale_Character:npc_298_name,Locale_Character:npc_298_intro,icon_messenger_logo,sns_bg_default
sullenman,NPC,Locale_Character:npc_305_name,Locale_Character:npc_305_intro,icon_messenger_logo,sns_bg_default
noname,NPC,Locale_Character:npc_318_name,Locale_Character:npc_319_intro,icon_messenger_logo,sns_bg_default
blueezs,NPC,Locale_Character:npc_326_name,Locale_Character:npc_326_intro,icon_messenger_logo,sns_bg_default
cupidnaga,NPC,Locale_Character:npc_347_name,Locale_Character:450_intro,si_c450_00_s,sns_bg_default
cupidtia,NPC,Locale_Character:npc_348_name,Locale_Character:451_intro,si_c451_00_s,sns_bg_default
tercera,NPC,Locale_Character:npc_346_name,Locale_Character:npc_346_intro,icon_messenger_logo,sns_bg_default
tacticaltitac,NPC,Locale_Character:npc_354_name,Locale_Character:npc_354_intro,icon_messenger_logo,sns_bg_default
pira,NPC,Locale_Character:npc_355_name,Locale_Character:npc_355_intro,icon_messenger_logo,sns_bg_default
survivor,NPC,Locale_Character:npc_361_name,Locale_Character:npc_361_intro,icon_messenger_logo,sns_bg_default
six0,NPC,Locale_Character:npc_374_name,Locale_Character:npc_374_intro,icon_messenger_logo,sns_bg_default
loyalfighter,NPC,Locale_Character:npc_388_name,Locale_Character:npc_388_intro,icon_messenger_logo,sns_bg_default
boomguy,NPC,Locale_Character:npc_399_name,Locale_Character:npc_399_intro,icon_messenger_logo,sns_bg_default
twinkle,NPC,Locale_Character:npc_400_name,Locale_Character:npc_400_intro,icon_messenger_logo,sns_bg_default
handsomecommander,NPC,Locale_Character:npc_401_name,Locale_Character:npc_401_intro,icon_messenger_logo,sns_bg_default
mmrguardian,NPC,Locale_Character:npc_402_name,Locale_Character:npc_402_intro,icon_messenger_logo,sns_bg_default
rose,NPC,Locale_Character:npc_417_name,Locale_Character:npc_417_intro,si_c280_01_s,sns_bg_default
cutiesexy,NPC,Locale_Character:npc_427_name,Locale_Character:npc_427_intro,icon_messenger_logo,sns_bg_default
brainnicebody,NPC,Locale_Character:npc_428_name,Locale_Character:npc_428_intro,icon_messenger_logo,sns_bg_default
blinggirl,NPC,Locale_Character:npc_429_name,Locale_Character:npc_429_intro,icon_messenger_logo,sns_bg_default
partyguam,NPC,Locale_Character:npc_430_name,Locale_Character:npc_430_intro,icon_messenger_logo,sns_bg_default
handsome,NPC,Locale_Character:npc_431_name,Locale_Character:npc_431_intro,icon_messenger_logo,sns_bg_default
blingbling,NPC,Locale_Character:npc_432_name,Locale_Character:npc_432_intro,icon_messenger_logo,sns_bg_default
baylove,NPC,Locale_Character:npc_433_name,Locale_Character:npc_433_intro,icon_messenger_logo,sns_bg_default
yesman_1,NPC,Locale_Character:npc_49_name,Locale_Character:npc_49_1_intro,icon_messenger_logo,sns_bg_default
braindead_1,NPC,Locale_Character:npc_53_name,Locale_Character:npc_53_1_intro,icon_messenger_logo,sns_bg_default
noname_1,NPC,Locale_Character:npc_318_name,Locale_Character:npc_318_intro,icon_messenger_logo,sns_bg_default
coffin,NPC,Locale_Character:npc_452_name,Locale_Character:npc_452_intro,icon_messenger_logo,sns_bg_default
mirrorprincess,NPC,Locale_Character:npc_453_name,Locale_Character:npc_453_intro,icon_messenger_logo,sns_bg_default
unknown,NPC,Locale_Character:npc_318_name,Locale_Character:npc_318_intro,icon_messenger_logo,sns_bg_default
nadia,NPC,Locale_Character:npc_463_name,Locale_Character:npc_463_intro,icon_messenger_logo,sns_bg_default
