id,group_id,option_name_localkey,option_desc_localkey,option_icon,option_overclock_level,fix_option,option_data/0/option_function,option_data/0/option_value,option_data/0/option_target/0,option_data/1/option_function,option_data/1/option_value,option_data/0/option_target/1,option_data/1/option_target/0,option_change_order,option_data/2/option_function,option_data/2/option_target/0,option_data/2/option_value,infinite_option_code
104,202,Locale_System:SIMULATIONROOM_OC_OPTION_ATTACK_UP_3,Locale_System:SIMULATIONROOM_OC_OPTION_ATTACK_UP_3_DESC,ICON_SIMULATIONROOM_OC_OPTION_ATTACK_UP_3,3,False,Function,1999289.0,Monster,,,,,,,,,
105,203,Locale_System:SIMULATIONROOM_OC_OPTION_DEF_UP_1,Locale_System:SIMULATIONROOM_OC_OPTION_DEF_UP_1_DESC,ICON_SIMULATIONROOM_OC_OPTION_DEF_UP_1,1,False,Function,1999292.0,Monster,,,,,,,,,
106,203,Locale_System:SIMULATIONROOM_OC_OPTION_DEF_UP_2,Locale_System:SIMULATIONROOM_OC_OPTION_DEF_UP_2_DESC,ICON_SIMULATIONROOM_OC_OPTION_DEF_UP_2,2,False,Function,1999293.0,Monster,,,,,,,,,
107,203,Locale_System:SIMULATIONROOM_OC_OPTION_DEF_UP_3,Locale_System:SIMULATIONROOM_OC_OPTION_DEF_UP_3_DESC,ICON_SIMULATIONROOM_OC_OPTION_DEF_UP_3,3,False,Function,1999294.0,Monster,,,,,,,,,
108,204,Locale_System:SIMULATIONROOM_OC_OPTION_HP_UP_1,Locale_System:SIMULATIONROOM_OC_OPTION_HP_UP_1_DESC,ICON_SIMULATIONROOM_OC_OPTION_HP_UP_1,1,False,Function,1999297.0,Monster,,,,,,,,,
109,204,Locale_System:SIMULATIONROOM_OC_OPTION_HP_UP_2,Locale_System:SIMULATIONROOM_OC_OPTION_HP_UP_2_DESC,ICON_SIMULATIONROOM_OC_OPTION_HP_UP_2,2,False,Function,1999298.0,Monster,,,,,,,,,
110,204,Locale_System:SIMULATIONROOM_OC_OPTION_HP_UP_3,Locale_System:SIMULATIONROOM_OC_OPTION_HP_UP_3_DESC,ICON_SIMULATIONROOM_OC_OPTION_HP_UP_3,3,False,Function,1999299.0,Monster,,,,,,,,,
111,205,Locale_System:SIMULATIONROOM_OC_OPTION_RECYCLE_ROOM_DISABLE,Locale_System:SIMULATIONROOM_OC_OPTION_RECYCLE_ROOM_DISABLE_DESC,ICON_SIMULATIONROOM_OC_OPTION_RECYCLE_ROOM_DISABLE,2,False,RecycleRoomDisable,,,,,,,,,,,
112,206,Locale_System:SIMULATIONROOM_OC_OPTION_HARD_BATTLE_ONLY,Locale_System:SIMULATIONROOM_OC_OPTION_HARD_BATTLE_ONLY_DESC,ICON_SIMULATIONROOM_OC_OPTION_HARD_BATTLE_ONLY,5,False,LocationStartChange,1000.0,,LocationRandomChange,302013.0,,,,,,,
113,207,Locale_System:SIMULATIONROOM_OC_OPTION_CAMPAIGN_BATTLE_TIME_DECREASE_1,Locale_System:SIMULATIONROOM_OC_OPTION_CAMPAIGN_BATTLE_TIME_DECREASE_1_DESC,ICON_SIMULATIONROOM_OC_OPTION_CAMPAIGN_BATTLE_TIME_DECREASE_1,1,False,CampaignTimeDecrease,1000.0,,,,,,,,,,
114,207,Locale_System:SIMULATIONROOM_OC_OPTION_CAMPAIGN_BATTLE_TIME_DECREASE_2,Locale_System:SIMULATIONROOM_OC_OPTION_CAMPAIGN_BATTLE_TIME_DECREASE_2_DESC,ICON_SIMULATIONROOM_OC_OPTION_CAMPAIGN_BATTLE_TIME_DECREASE_2,2,False,CampaignTimeDecrease,2000.0,,,,,,,,,,
115,207,Locale_System:SIMULATIONROOM_OC_OPTION_CAMPAIGN_BATTLE_TIME_DECREASE_3,Locale_System:SIMULATIONROOM_OC_OPTION_CAMPAIGN_BATTLE_TIME_DECREASE_3_DESC,ICON_SIMULATIONROOM_OC_OPTION_CAMPAIGN_BATTLE_TIME_DECREASE_3,3,False,CampaignTimeDecrease,3000.0,,,,,,,,,,
116,208,Locale_System:SIMULATIONROOM_OC_OPTION_DAMAGESHARE_DISABLE,Locale_System:SIMULATIONROOM_OC_OPTION_DAMAGESHARE_DISABLE_DESC,ICON_SIMULATIONROOM_OC_OPTION_DAMAGESHARE_DISABLE,2,False,Function,1999367.0,Nikke,,,,,,,,,
117,208,Locale_System:SIMULATIONROOM_OC_OPTION_ADDDAMAGE_DISABLE,Locale_System:SIMULATIONROOM_OC_OPTION_ADDDAMAGE_DISABLE_DESC,ICON_SIMULATIONROOM_OC_OPTION_ADDDAMAGE_DISABLE,3,False,Function,1999366.0,Nikke,,,,,,,,,
118,208,Locale_System:SIMULATIONROOM_OC_OPTION_CHARGETIME_DISABLE,Locale_System:SIMULATIONROOM_OC_OPTION_CHARGETIME_DISABLE_DESC,ICON_SIMULATIONROOM_OC_OPTION_CHARGETIME_DISABLE,4,False,Function,1999368.0,Nikke,,,,,,,,,
119,209,Locale_System:SIMULATIONROOM_OC_OPTION_DUPLICATION_SQUAD_DISABLE,Locale_System:SIMULATIONROOM_OC_OPTION_DUPLICATION_SQUAD_DISABLE_DESC,ICON_SIMULATIONROOM_OC_OPTION_DUPLICATION_SQUAD_DISABLE,4,False,BanNikkeSameSquad,,,,,,,,,,,
120,210,Locale_System:SIMULATIONROOM_OC_OPTION_HP_DECREASE_AFTER_BATTLE_1,Locale_System:SIMULATIONROOM_OC_OPTION_HP_DECREASE_AFTER_BATTLE_1_DESC,ICON_SIMULATIONROOM_OC_OPTION_HP_DECREASE_AFTER_BATTLE_1,2,False,HPDecreaseAfterBattle,2000.0,,,,,,,,,,
129,210,Locale_System:SIMULATIONROOM_OC_OPTION_HP_DECREASE_AFTER_BATTLE_2,Locale_System:SIMULATIONROOM_OC_OPTION_HP_DECREASE_AFTER_BATTLE_2_DESC,ICON_SIMULATIONROOM_OC_OPTION_HP_DECREASE_AFTER_BATTLE_2,4,False,HPDecreaseAfterBattle,3400.0,,,,,,,,,,
121,211,Locale_System:SIMULATIONROOM_OC_OPTION_FIX_PSID,Locale_System:SIMULATIONROOM_OC_OPTION_FIX_PSID_DESC,ICON_SIMULATIONROOM_OC_OPTION_FIX_PSID,1,False,BattleEventGroupChange,102.0,,,,,,,,,,
122,211,Locale_System:SIMULATIONROOM_OC_OPTION_FIX_PSID_2,Locale_System:SIMULATIONROOM_OC_OPTION_FIX_PSID_2_DESC,ICON_SIMULATIONROOM_OC_OPTION_FIX_PSID_2,4,False,BattleEventGroupChange,102.0,,Function,1999371.0,,Target,,,,,
123,212,Locale_System:SIMULATIONROOM_OC_OPTION_FIX_ARMORED_BUFFER_1,Locale_System:SIMULATIONROOM_OC_OPTION_FIX_ARMORED_BUFFER_1_DESC,ICON_SIMULATIONROOM_OC_OPTION_FIX_ARMORED_BUFFER_1,2,False,Function,1999377.0,Stage,,,,,,,,,
124,212,Locale_System:SIMULATIONROOM_OC_OPTION_FIX_ARMORED_BUFFER_2,Locale_System:SIMULATIONROOM_OC_OPTION_FIX_ARMORED_BUFFER_2_DESC,ICON_SIMULATIONROOM_OC_OPTION_FIX_ARMORED_BUFFER_2,3,False,Function,1999378.0,Stage,,,,,,,,,
125,213,Locale_System:SIMULATIONROOM_OC_OPTION_APPEAR_EYEBALL_1,Locale_System:SIMULATIONROOM_OC_OPTION_APPEAR_EYEBALL_1_DESC,ICON_SIMULATIONROOM_OC_OPTION_APPEAR_EYEBALL_1,2,False,Function,1999379.0,Stage,,,,,,,,,
126,213,Locale_System:SIMULATIONROOM_OC_OPTION_APPEAR_EYEBALL_2,Locale_System:SIMULATIONROOM_OC_OPTION_APPEAR_EYEBALL_2_DESC,ICON_SIMULATIONROOM_OC_OPTION_APPEAR_EYEBALL_2,3,False,Function,1999380.0,Stage,,,,,,,,,
127,214,Locale_System:SIMULATIONROOM_OC_OPTION_APPEAR_MOTHERWHALE,Locale_System:SIMULATIONROOM_OC_OPTION_APPEAR_MOTHERWHALE_DESC_2,ICON_SIMULATIONROOM_OC_OPTION_APPEAR_MOTHERWHALE,3,False,Function,1999365.0,Stage,,,,,,,,,
128,215,Locale_System:SIMULATIONROOM_OC_OPTION_SPECIALSTAGE,Locale_System:SIMULATIONROOM_OC_OPTION_SPECIALSTAGE_DESC,ICON_SIMULATIONROOM_OC_OPTION_SPECIALSTAGE,5,False,LocationJustBeforeEndChange,1000000.0,,,,,,,,,,
201,301,Locale_System:SIMULATIONROOM_OC_OPTION_LEVELOVERFIX,Locale_System:SIMULATIONROOM_OC_OPTION_LEVELOVERFIX_DESC,ICON_SIMULATIONROOM_OC_OPTION_LEVELOVERFIX,1,True,LevelOverFix,400.0,,,,,,,,,,
202,302,Locale_System:SIMULATIONROOM_OC_OPTION_ATTACK_UP_1,Locale_System:SIMULATIONROOM_OC_OPTION_ATTACK_UP_1_DESC,ICON_SIMULATIONROOM_OC_OPTION_ATTACK_UP_1,1,False,Function,1999287.0,Monster,,,,,,,,,
203,302,Locale_System:SIMULATIONROOM_OC_OPTION_ATTACK_UP_2,Locale_System:SIMULATIONROOM_OC_OPTION_ATTACK_UP_2_DESC,ICON_SIMULATIONROOM_OC_OPTION_ATTACK_UP_2,2,False,Function,1999288.0,Monster,,,,,,,,,
204,302,Locale_System:SIMULATIONROOM_OC_OPTION_ATTACK_UP_3,Locale_System:SIMULATIONROOM_OC_OPTION_ATTACK_UP_3_DESC,ICON_SIMULATIONROOM_OC_OPTION_ATTACK_UP_3,3,False,Function,1999289.0,Monster,,,,,,,,,
205,303,Locale_System:SIMULATIONROOM_OC_OPTION_DEF_UP_1,Locale_System:SIMULATIONROOM_OC_OPTION_DEF_UP_1_DESC,ICON_SIMULATIONROOM_OC_OPTION_DEF_UP_1,1,False,Function,1999292.0,Monster,,,,,,,,,
206,303,Locale_System:SIMULATIONROOM_OC_OPTION_DEF_UP_2,Locale_System:SIMULATIONROOM_OC_OPTION_DEF_UP_2_DESC,ICON_SIMULATIONROOM_OC_OPTION_DEF_UP_2,2,False,Function,1999293.0,Monster,,,,,,,,,
207,303,Locale_System:SIMULATIONROOM_OC_OPTION_DEF_UP_3,Locale_System:SIMULATIONROOM_OC_OPTION_DEF_UP_3_DESC,ICON_SIMULATIONROOM_OC_OPTION_DEF_UP_3,3,False,Function,1999294.0,Monster,,,,,,,,,
208,304,Locale_System:SIMULATIONROOM_OC_OPTION_HP_UP_1,Locale_System:SIMULATIONROOM_OC_OPTION_HP_UP_1_DESC,ICON_SIMULATIONROOM_OC_OPTION_HP_UP_1,1,False,Function,1999297.0,Monster,,,,,,,,,
209,304,Locale_System:SIMULATIONROOM_OC_OPTION_HP_UP_2,Locale_System:SIMULATIONROOM_OC_OPTION_HP_UP_2_DESC,ICON_SIMULATIONROOM_OC_OPTION_HP_UP_2,2,False,Function,1999298.0,Monster,,,,,,,,,
210,304,Locale_System:SIMULATIONROOM_OC_OPTION_HP_UP_3,Locale_System:SIMULATIONROOM_OC_OPTION_HP_UP_3_DESC,ICON_SIMULATIONROOM_OC_OPTION_HP_UP_3,3,False,Function,1999299.0,Monster,,,,,,,,,
211,305,Locale_System:SIMULATIONROOM_OC_OPTION_RECYCLE_ROOM_DISABLE,Locale_System:SIMULATIONROOM_OC_OPTION_RECYCLE_ROOM_DISABLE_DESC,ICON_SIMULATIONROOM_OC_OPTION_RECYCLE_ROOM_DISABLE,2,False,RecycleRoomDisable,,,,,,,,,,,
212,306,Locale_System:SIMULATIONROOM_OC_OPTION_HARD_BATTLE_ONLY,Locale_System:SIMULATIONROOM_OC_OPTION_HARD_BATTLE_ONLY_DESC,ICON_SIMULATIONROOM_OC_OPTION_HARD_BATTLE_ONLY,5,False,LocationStartChange,1000.0,,LocationRandomChange,302013.0,,,,,,,
213,307,Locale_System:SIMULATIONROOM_OC_OPTION_CAMPAIGN_BATTLE_TIME_DECREASE_1,Locale_System:SIMULATIONROOM_OC_OPTION_CAMPAIGN_BATTLE_TIME_DECREASE_1_DESC,ICON_SIMULATIONROOM_OC_OPTION_CAMPAIGN_BATTLE_TIME_DECREASE_1,1,False,CampaignTimeDecrease,1000.0,,,,,,,,,,
214,307,Locale_System:SIMULATIONROOM_OC_OPTION_CAMPAIGN_BATTLE_TIME_DECREASE_2,Locale_System:SIMULATIONROOM_OC_OPTION_CAMPAIGN_BATTLE_TIME_DECREASE_2_DESC,ICON_SIMULATIONROOM_OC_OPTION_CAMPAIGN_BATTLE_TIME_DECREASE_2,2,False,CampaignTimeDecrease,2000.0,,,,,,,,,,
215,307,Locale_System:SIMULATIONROOM_OC_OPTION_CAMPAIGN_BATTLE_TIME_DECREASE_3,Locale_System:SIMULATIONROOM_OC_OPTION_CAMPAIGN_BATTLE_TIME_DECREASE_3_DESC,ICON_SIMULATIONROOM_OC_OPTION_CAMPAIGN_BATTLE_TIME_DECREASE_3,3,False,CampaignTimeDecrease,3000.0,,,,,,,,,,
216,308,Locale_System:SIMULATIONROOM_OC_OPTION_NIKKENEEDS_ATTACKER_3,Locale_System:SIMULATIONROOM_OC_OPTION_NIKKENEEDS_ATTACKER_3_DESC,ICON_SIMULATIONROOM_OC_OPTION_NIKKENEEDS_ATTACKER_3,2,False,NikkeNeeds,2.0,Attacker,,,,,,,,,
217,308,Locale_System:SIMULATIONROOM_OC_OPTION_NIKKENEEDS_DEFENDER_2,Locale_System:SIMULATIONROOM_OC_OPTION_NIKKENEEDS_DEFENDER_2_DESC,ICON_SIMULATIONROOM_OC_OPTION_NIKKENEEDS_DEFENDER_2,4,False,NikkeNeeds,2.0,Defender,,,,,,,,,
218,308,Locale_System:SIMULATIONROOM_OC_OPTION_NIKKENEEDS_SUPPORTER_3,Locale_System:SIMULATIONROOM_OC_OPTION_NIKKENEEDS_SUPPORTER_3_DESC,ICON_SIMULATIONROOM_OC_OPTION_NIKKENEEDS_SUPPORTER_3,3,False,NikkeNeeds,2.0,Supporter,,,,,,,,,
219,309,Locale_System:SIMULATIONROOM_OC_OPTION_NIKKENEEDS_SMG_2,Locale_System:SIMULATIONROOM_OC_OPTION_NIKKENEEDS_SMG_2_DESC,ICON_SIMULATIONROOM_OC_OPTION_NIKKENEEDS_SMG_2,4,False,NikkeNeeds,2.0,SMG,,,,,1.0,,,,
220,309,Locale_System:SIMULATIONROOM_OC_OPTION_NIKKENEEDS_AR_2,Locale_System:SIMULATIONROOM_OC_OPTION_NIKKENEEDS_AR_2_DESC,ICON_SIMULATIONROOM_OC_OPTION_NIKKENEEDS_AR_2,4,False,NikkeNeeds,2.0,AR,,,,,2.0,,,,
231,309,Locale_System:SIMULATIONROOM_OC_OPTION_NIKKENEEDS_MG_2,Locale_System:SIMULATIONROOM_OC_OPTION_NIKKENEEDS_MG_2_DESC,ICON_SIMULATIONROOM_OC_OPTION_NIKKENEEDS_MG_2,4,False,NikkeNeeds,2.0,MG,,,,,3.0,,,,
232,309,Locale_System:SIMULATIONROOM_OC_OPTION_NIKKENEEDS_SG_2,Locale_System:SIMULATIONROOM_OC_OPTION_NIKKENEEDS_SG_2_DESC,ICON_SIMULATIONROOM_OC_OPTION_NIKKENEEDS_SG_2,4,False,NikkeNeeds,2.0,SG,,,,,4.0,,,,
233,309,Locale_System:SIMULATIONROOM_OC_OPTION_NIKKENEEDS_RL_2,Locale_System:SIMULATIONROOM_OC_OPTION_NIKKENEEDS_RL_2_DESC,ICON_SIMULATIONROOM_OC_OPTION_NIKKENEEDS_RL_2,4,False,NikkeNeeds,2.0,RL,,,,,5.0,,,,
234,309,Locale_System:SIMULATIONROOM_OC_OPTION_NIKKENEEDS_SR_2,Locale_System:SIMULATIONROOM_OC_OPTION_NIKKENEEDS_SR_2_DESC,ICON_SIMULATIONROOM_OC_OPTION_NIKKENEEDS_SR_2,4,False,NikkeNeeds,2.0,SR,,,,,6.0,,,,
221,310,Locale_System:SIMULATIONROOM_OC_OPTION_DEBUFF_HP_DOTDAMAGE_1,Locale_System:SIMULATIONROOM_OC_OPTION_DEBUFF_HP_DOTDAMAGE_1_DESC,ICON_SIMULATIONROOM_OC_OPTION_DEBUFF_HP_DOTDAMAGE_1,2,False,Function,1999381.0,Nikke,,,,,,,,,
222,310,Locale_System:SIMULATIONROOM_OC_OPTION_DEBUFF_HP_DOTDAMAGE_2,Locale_System:SIMULATIONROOM_OC_OPTION_DEBUFF_HP_DOTDAMAGE_2_DESC,ICON_SIMULATIONROOM_OC_OPTION_DEBUFF_HP_DOTDAMAGE_2,4,False,Function,1999382.0,Nikke,,,,,,,,,
223,311,Locale_System:SIMULATIONROOM_OC_OPTION_FIX_ZEUS,Locale_System:SIMULATIONROOM_OC_OPTION_FIX_ZEUS_DESC,ICON_SIMULATIONROOM_OC_OPTION_FIX_ZEUS,1,False,BattleEventGroupChange,103.0,,,,,,,,,,
224,311,Locale_System:SIMULATIONROOM_OC_OPTION_FIX_ZEUS_2,Locale_System:SIMULATIONROOM_OC_OPTION_FIX_PSID_2_ZEUS,ICON_SIMULATIONROOM_OC_OPTION_FIX_ZEUS_2,4,False,BattleEventGroupChange,103.0,,Function,1999375.0,,Target,,,,,
225,312,Locale_System:SIMULATIONROOM_OC_OPTION_APPEAR_GLITTER_1,Locale_System:SIMULATIONROOM_OC_OPTION_APPEAR_GLITTER_1_DESC,ICON_SIMULATIONROOM_OC_OPTION_APPEAR_GLITTER_1,2,False,Function,1999384.0,Stage,,,,,,,,,
