id,is_archive_data,field_type,field_id,field_difficulty,trigger_type,trigger_type_value,quest_type,is_awake_load,is_use_spawn_condition,spawn_condition_time,spawn_condition_stage,spawn_condition_mission,spawn_condition_interaction_action_trigger,spawn_condition_field_item,is_use_despawn_condition,despawn_condition_time,despawn_condition_stage,despawn_condition_mission,despawn_condition_interaction_action_trigger,despawn_condition_field_item,trigger_active_type,trigger_action_type,trigger_action_value,interaction_marker_resource,is_repeat_stop_on_overlap,is_use_camera_action,is_use_hud_hide,is_use_fade_in_out,fade_in_out_delay,outro_fade_in_out_start_time,story_event_id_list/0/story_event_id,story_event_id_list/1/story_event_id,story_event_id_list/2/story_event_id
112803,False,Campaign,29,Hard,TimeLineAction,fcbg_cityforestcrystal_001_3point_crystal_light_timeline,None,True,True,705036672,0,0,0,0,True,-207705728,7028043,0,0,0,Repeat,Auto,0,sprite_btn_timeline_trigger,True,False,False,False,0,0,0,0,0
112804,False,Campaign,29,Hard,TimeLineAction,fcbg_cityforestcrystal_001_c944_00_on_timeline,None,True,True,705036672,0,0,0,0,True,-207705728,7028038,0,0,0,Repeat,Auto,0,sprite_btn_timeline_trigger,True,False,False,False,0,0,0,0,0
112805,False,Campaign,29,Hard,TimeLineAction,fcbg_cityforestcrystal_001_c944_00_off_timeline,None,True,True,10000000,7028038,0,0,0,False,-207705728,0,0,0,0,Repeat,Auto,0,sprite_btn_timeline_trigger,True,False,False,False,0,0,0,0,0
112806,False,Campaign,29,Hard,TimeLineAction,fcbg_cityforestcrystal_001_crystal_big_light_weak_timeline,None,True,True,705036672,0,0,0,0,True,-207705728,7028039,0,0,0,Repeat,Auto,0,sprite_btn_timeline_trigger,True,False,False,False,0,0,0,0,0
112807,False,Campaign,29,Hard,TimeLineAction,fcbg_cityforestcrystal_001_crystal_big_light_strong_timeline,None,True,True,10000000,7028039,0,0,0,True,-207705728,7028043,0,0,0,Repeat,Auto,0,sprite_btn_timeline_trigger,True,False,False,False,0,0,0,0,0
112808,False,Campaign,29,Hard,TimeLineAction,fcbg_cityforestcrystal_001_crystaldestroy_timeline,None,True,True,10000000,7028043,0,0,0,False,-207705728,0,0,0,0,Once,Stage,7028043,sprite_btn_timeline_trigger,True,True,True,False,0,0,0,0,0
112809,False,Campaign,29,Hard,TimeLineAction,fcbg_cityforestcrystal_001_crystaldestroy_off_timeline,None,True,True,705036672,0,0,0,0,True,-207705728,7028043,0,0,0,Repeat,Auto,0,sprite_btn_timeline_trigger,True,False,False,False,0,0,0,0,0
122801,False,Campaign,29,Story,TimeLineAction,fcbg_cityforestcrystal_001_display_off_timeline,None,True,True,10000000,0,0,0,0,True,-207705728,8028004,0,0,0,Repeat,Auto,0,sprite_btn_timeline_trigger,True,False,False,False,0,0,0,0,0
122802,False,Campaign,29,Story,TimeLineAction,fcbg_cityforestcrystal_001_display_on_timeline,None,True,True,10000000,8028004,0,0,0,False,-207705728,0,0,0,0,Once,Stage,8028004,sprite_btn_timeline_trigger,True,False,False,False,0,0,0,0,0
122803,False,Campaign,29,Story,TimeLineAction,fcbg_cityforestcrystal_001_3point_crystal_light_timeline,None,True,True,10000000,0,0,0,0,True,-207705728,8028011,0,0,0,Repeat,Auto,0,sprite_btn_timeline_trigger,True,False,False,False,0,0,0,0,0
122804,False,Campaign,29,Story,TimeLineAction,fcbg_cityforestcrystal_001_c944_00_on_timeline,None,True,True,10000000,0,0,0,0,True,-207705728,8028008,0,0,0,Repeat,Auto,0,sprite_btn_timeline_trigger,True,False,False,False,0,0,0,0,0
122805,False,Campaign,29,Story,TimeLineAction,fcbg_cityforestcrystal_001_c944_00_off_timeline,None,True,True,10000000,8028008,0,0,0,False,-207705728,0,0,0,0,Repeat,Auto,0,sprite_btn_timeline_trigger,True,False,False,False,0,0,0,0,0
122806,False,Campaign,29,Story,TimeLineAction,fcbg_cityforestcrystal_001_crystal_big_light_weak_timeline,None,True,True,10000000,0,0,0,0,True,-207705728,8028009,0,0,0,Repeat,Auto,0,sprite_btn_timeline_trigger,True,False,False,False,0,0,0,0,0
122807,False,Campaign,29,Story,TimeLineAction,fcbg_cityforestcrystal_001_crystal_big_light_strong_timeline,None,True,True,10000000,8028009,0,0,0,True,-207705728,8028011,0,0,0,Repeat,Auto,0,sprite_btn_timeline_trigger,True,False,False,False,0,0,0,0,0
122808,False,Campaign,29,Story,TimeLineAction,fcbg_cityforestcrystal_001_crystaldestroy_timeline,None,True,True,10000000,8028011,0,0,0,False,-207705728,0,0,0,0,Once,Stage,8028011,sprite_btn_timeline_trigger,True,True,True,False,0,0,0,0,0
122809,False,Campaign,29,Story,TimeLineAction,fcbg_cityforestcrystal_001_crystaldestroy_off_timeline,None,True,True,10000000,0,0,0,0,True,-207705728,8028011,0,0,0,Repeat,Auto,0,sprite_btn_timeline_trigger,True,False,False,False,0,0,0,0,0
103101,False,Campaign,32,Normal,TimeLineAction,fcbg_cityforestcrystal_004_lostsector_a_timeline,None,True,True,10000000,6031009,0,0,0,False,-207705728,0,0,0,0,Once,Stage,6031009,sprite_btn_timeline_trigger,True,False,False,False,0,0,0,0,0
103102,False,Campaign,32,Normal,TimeLineAction,fcbg_cityforestcrystal_004_lostsector_b_timeline,None,True,True,10000000,6031019,0,0,0,False,-207705728,0,0,0,0,Once,Stage,6031019,sprite_btn_timeline_trigger,True,False,False,False,0,0,0,0,0
103103,False,Campaign,32,Normal,TimeLineAction,fcbg_cityforestcrystal_004_lostsectorx3_timeline,None,True,True,10000000,6031034,0,0,0,False,-207705728,0,0,0,0,Once,Stage,6031034,sprite_btn_timeline_trigger,True,True,True,False,0,0,0,0,0
113101,False,Campaign,32,Hard,TimeLineAction,fcbg_cityforestcrystal_004_lostsector_a_timeline,None,True,True,10000000,7031009,0,0,0,False,-207705728,0,0,0,0,Once,Stage,7031009,sprite_btn_timeline_trigger,True,False,False,False,0,0,0,0,0
113102,False,Campaign,32,Hard,TimeLineAction,fcbg_cityforestcrystal_004_lostsector_b_timeline,None,True,True,10000000,7031019,0,0,0,False,-207705728,0,0,0,0,Once,Stage,7031019,sprite_btn_timeline_trigger,True,False,False,False,0,0,0,0,0
113103,False,Campaign,32,Hard,TimeLineAction,fcbg_cityforestcrystal_004_lostsectorx3_timeline,None,True,True,10000000,7031031,0,0,0,False,-207705728,0,0,0,0,Once,Stage,7031031,sprite_btn_timeline_trigger,True,True,True,False,0,0,0,0,0
123101,False,Campaign,32,Story,TimeLineAction,fcbg_cityforestcrystal_004_lostsector_a_timeline,None,True,True,10000000,8031003,0,0,0,False,-207705728,0,0,0,0,Once,Stage,8031003,sprite_btn_timeline_trigger,True,False,False,False,0,0,0,0,0
123102,False,Campaign,32,Story,TimeLineAction,fcbg_cityforestcrystal_004_lostsector_b_timeline,None,True,True,10000000,8031005,0,0,0,False,-207705728,0,0,0,0,Once,Stage,8031005,sprite_btn_timeline_trigger,True,False,False,False,0,0,0,0,0
123103,False,Campaign,32,Story,TimeLineAction,fcbg_cityforestcrystal_004_lostsectorx3_timeline,None,True,True,10000000,8031008,0,0,0,False,-207705728,0,0,0,0,Once,Stage,8031008,sprite_btn_timeline_trigger,True,True,True,False,0,0,0,0,0
103201,False,Campaign,33,Normal,TimeLineAction,fcbg_cityforestcrystal_005_growcrystal_a_off_timeline,None,True,False,10000000,0,0,0,0,True,-207705728,6032006,0,0,0,Repeat,Auto,0,sprite_btn_timeline_trigger,True,False,False,False,0,0,0,0,0
103202,False,Campaign,33,Normal,TimeLineAction,fcbg_cityforestcrystal_005_growcrystal_a_timeline,None,True,True,10000000,6032006,0,0,0,False,-207705728,0,0,0,0,Once,Stage,6032006,sprite_btn_timeline_trigger,True,False,False,False,0,0,0,0,0
103203,False,Campaign,33,Normal,TimeLineAction,fcbg_cityforestcrystal_005_growcrystal_b_off_timeline,None,True,False,10000000,0,0,0,0,True,-207705728,6032020,0,0,0,Repeat,Auto,0,sprite_btn_timeline_trigger,True,False,False,False,0,0,0,0,0
103204,False,Campaign,33,Normal,TimeLineAction,fcbg_cityforestcrystal_005_growcrystal_b_timeline,None,True,True,10000000,6032020,0,0,0,False,-207705728,0,0,0,0,Once,Stage,6032020,sprite_btn_timeline_trigger,True,False,False,False,0,0,0,0,0
103205,False,Campaign,33,Normal,TimeLineAction,fcbg_cityforestcrystal_005_growcrystal_park_timeline,None,True,True,10000000,6032031,0,0,0,False,-207705728,0,0,0,0,Once,Stage,6032031,sprite_btn_timeline_trigger,True,False,False,False,0,0,0,0,0
103206,False,Campaign,33,Normal,TimeLineAction,fcbg_cityforestcrystal_005_growcrystal_building_timeline,None,True,True,10000000,6032036,0,0,0,False,-207705728,0,0,0,0,Once,Stage,6032036,sprite_btn_timeline_trigger,True,False,False,False,0,0,0,0,0
103207,False,Campaign,33,Normal,TimeLineAction,fcbg_cityforestcrystal_005_breakcrystal_off_timeline,None,True,False,10000000,0,0,0,0,True,-207705728,6032052,0,0,0,Repeat,Auto,0,sprite_btn_timeline_trigger,True,False,False,False,0,0,0,0,0
103208,False,Campaign,33,Normal,TimeLineAction,fcbg_cityforestcrystal_005_breakcrystal_timeline,None,True,True,10000000,6032052,0,0,0,False,-207705728,0,0,0,0,Once,Stage,6032052,sprite_btn_timeline_trigger,True,False,False,False,0,0,0,0,0
103209,False,Campaign,33,Normal,TimeLineAction,fcbg_cityforestcrystal_005_breakcube_timeline,None,True,True,10000000,6032052,0,0,0,False,-207705728,0,0,0,0,Once,Stage,6032052,sprite_btn_timeline_trigger,True,False,False,False,0,0,0,0,0
113201,False,Campaign,33,Hard,TimeLineAction,fcbg_cityforestcrystal_005_growcrystal_a_off_timeline,None,True,False,10000000,0,0,0,0,True,-207705728,7032006,0,0,0,Repeat,Auto,0,sprite_btn_timeline_trigger,True,False,False,False,0,0,0,0,0
113202,False,Campaign,33,Hard,TimeLineAction,fcbg_cityforestcrystal_005_growcrystal_a_timeline,None,True,True,10000000,7032006,0,0,0,False,-207705728,0,0,0,0,Once,Stage,7032006,sprite_btn_timeline_trigger,True,False,False,False,0,0,0,0,0
113203,False,Campaign,33,Hard,TimeLineAction,fcbg_cityforestcrystal_005_growcrystal_b_off_timeline,None,True,False,10000000,0,0,0,0,True,-207705728,7032017,0,0,0,Repeat,Auto,0,sprite_btn_timeline_trigger,True,False,False,False,0,0,0,0,0
113204,False,Campaign,33,Hard,TimeLineAction,fcbg_cityforestcrystal_005_growcrystal_b_timeline,None,True,True,10000000,7032017,0,0,0,False,-207705728,0,0,0,0,Once,Stage,7032017,sprite_btn_timeline_trigger,True,False,False,False,0,0,0,0,0
113205,False,Campaign,33,Hard,TimeLineAction,fcbg_cityforestcrystal_005_growcrystal_park_timeline,None,True,True,10000000,7032028,0,0,0,False,-207705728,0,0,0,0,Once,Stage,7032028,sprite_btn_timeline_trigger,True,False,False,False,0,0,0,0,0
113206,False,Campaign,33,Hard,TimeLineAction,fcbg_cityforestcrystal_005_growcrystal_building_timeline,None,True,True,10000000,7032031,0,0,0,False,-207705728,0,0,0,0,Once,Stage,7032031,sprite_btn_timeline_trigger,True,False,False,False,0,0,0,0,0
113207,False,Campaign,33,Hard,TimeLineAction,fcbg_cityforestcrystal_005_breakcrystal_off_timeline,None,True,False,10000000,0,0,0,0,True,-207705728,7032045,0,0,0,Repeat,Auto,0,sprite_btn_timeline_trigger,True,False,False,False,0,0,0,0,0
113208,False,Campaign,33,Hard,TimeLineAction,fcbg_cityforestcrystal_005_breakcrystal_timeline,None,True,True,10000000,7032045,0,0,0,False,-207705728,0,0,0,0,Once,Stage,7032045,sprite_btn_timeline_trigger,True,False,False,False,0,0,0,0,0
113209,False,Campaign,33,Hard,TimeLineAction,fcbg_cityforestcrystal_005_breakcube_timeline,None,True,True,10000000,7032045,0,0,0,False,-207705728,0,0,0,0,Once,Stage,7032045,sprite_btn_timeline_trigger,True,False,False,False,0,0,0,0,0
123201,False,Campaign,33,Story,TimeLineAction,fcbg_cityforestcrystal_005_growcrystal_a_off_timeline,None,True,False,10000000,0,0,0,0,True,-207705728,8032002,0,0,0,Repeat,Auto,0,sprite_btn_timeline_trigger,True,False,False,False,0,0,0,0,0
123202,False,Campaign,33,Story,TimeLineAction,fcbg_cityforestcrystal_005_growcrystal_a_timeline,None,True,True,10000000,8032002,0,0,0,False,-207705728,0,0,0,0,Once,Stage,8032002,sprite_btn_timeline_trigger,True,False,False,False,0,0,0,0,0
123203,False,Campaign,33,Story,TimeLineAction,fcbg_cityforestcrystal_005_growcrystal_b_off_timeline,None,True,False,10000000,0,0,0,0,True,-207705728,8032004,0,0,0,Repeat,Auto,0,sprite_btn_timeline_trigger,True,False,False,False,0,0,0,0,0
123204,False,Campaign,33,Story,TimeLineAction,fcbg_cityforestcrystal_005_growcrystal_b_timeline,None,True,True,10000000,8032004,0,0,0,False,-207705728,0,0,0,0,Once,Stage,8032004,sprite_btn_timeline_trigger,True,False,False,False,0,0,0,0,0
123205,False,Campaign,33,Story,TimeLineAction,fcbg_cityforestcrystal_005_growcrystal_park_timeline,None,True,True,10000000,8032005,0,0,0,False,-207705728,0,0,0,0,Once,Stage,8032005,sprite_btn_timeline_trigger,True,False,False,False,0,0,0,0,0
123206,False,Campaign,33,Story,TimeLineAction,fcbg_cityforestcrystal_005_growcrystal_building_timeline,None,True,True,10000000,8032006,0,0,0,False,-207705728,0,0,0,0,Once,Stage,8032006,sprite_btn_timeline_trigger,True,False,False,False,0,0,0,0,0
123207,False,Campaign,33,Story,TimeLineAction,fcbg_cityforestcrystal_005_breakcrystal_off_timeline,None,True,False,10000000,0,0,0,0,True,-207705728,8032009,0,0,0,Repeat,Auto,0,sprite_btn_timeline_trigger,True,False,False,False,0,0,0,0,0
123208,False,Campaign,33,Story,TimeLineAction,fcbg_cityforestcrystal_005_breakcrystal_timeline,None,True,True,10000000,8032009,0,0,0,False,-207705728,0,0,0,0,Once,Stage,8032009,sprite_btn_timeline_trigger,True,False,False,False,0,0,0,0,0
123209,False,Campaign,33,Story,TimeLineAction,fcbg_cityforestcrystal_005_breakcube_timeline,None,True,True,10000000,8032009,0,0,0,False,-207705728,0,0,0,0,Once,Stage,8032009,sprite_btn_timeline_trigger,True,False,False,False,0,0,0,0,0
103601,False,Campaign,36,Normal,TimeLineAction,fcbg_swamplandjungle_002_leviathan_timeline,None,True,False,10000000,0,0,0,0,True,-207705728,6036045,0,0,0,Repeat,Auto,0,sprite_btn_timeline_trigger,True,False,False,False,0,0,0,0,0
113601,False,Campaign,36,Hard,TimeLineAction,fcbg_swamplandjungle_002_leviathan_timeline,None,True,False,10000000,0,0,0,0,True,-207705728,7036045,0,0,0,Repeat,Auto,0,sprite_btn_timeline_trigger,True,False,False,False,0,0,0,0,0
123601,False,Campaign,36,Story,TimeLineAction,fcbg_swamplandjungle_002_leviathan_timeline,None,True,False,10000000,0,0,0,0,True,-207705728,8036009,0,0,0,Repeat,Auto,0,sprite_btn_timeline_trigger,True,False,False,False,0,0,0,0,0
103701,False,Campaign,37,Normal,TimeLineAction,fcbg_swamplandjungle_admire_01_timeline_01,None,True,True,10000000,6037007,0,0,0,True,-207705728,6037020,0,0,0,Repeat,Auto,0,sprite_btn_timeline_trigger,True,False,False,False,0,0,0,0,0
103702,False,Campaign,37,Normal,TimeLineAction,fcbg_swamplandjungle_admire_01_timeline_02,None,True,True,10000000,6037020,0,0,0,True,-207705728,6037038,0,0,0,Repeat,Auto,0,sprite_btn_timeline_trigger,True,False,False,False,0,0,0,0,0
103703,False,Campaign,37,Normal,TimeLineAction,fcbg_swamplandjungle_admire_01_timeline_03,None,True,True,10000000,6037038,0,0,0,True,-207705728,6037044,0,0,0,Repeat,Auto,0,sprite_btn_timeline_trigger,True,False,False,False,0,0,0,0,0
113701,False,Campaign,37,Hard,TimeLineAction,fcbg_swamplandjungle_admire_01_timeline_01,None,True,True,10000000,7037007,0,0,0,True,-207705728,7037020,0,0,0,Repeat,Auto,0,sprite_btn_timeline_trigger,True,False,False,False,0,0,0,0,0
113702,False,Campaign,37,Hard,TimeLineAction,fcbg_swamplandjungle_admire_01_timeline_02,None,True,True,10000000,7037020,0,0,0,True,-207705728,7037038,0,0,0,Repeat,Auto,0,sprite_btn_timeline_trigger,True,False,False,False,0,0,0,0,0
113703,False,Campaign,37,Hard,TimeLineAction,fcbg_swamplandjungle_admire_01_timeline_03,None,True,True,10000000,7037038,0,0,0,True,-207705728,7037044,0,0,0,Repeat,Auto,0,sprite_btn_timeline_trigger,True,False,False,False,0,0,0,0,0
123701,False,Campaign,37,Story,TimeLineAction,fcbg_swamplandjungle_admire_01_timeline_01,None,True,True,10000000,8037002,0,0,0,True,-207705728,8037005,0,0,0,Repeat,Auto,0,sprite_btn_timeline_trigger,True,False,False,False,0,0,0,0,0
123702,False,Campaign,37,Story,TimeLineAction,fcbg_swamplandjungle_admire_01_timeline_02,None,True,True,10000000,8037005,0,0,0,True,-207705728,8037007,0,0,0,Repeat,Auto,0,sprite_btn_timeline_trigger,True,False,False,False,0,0,0,0,0
123703,False,Campaign,37,Story,TimeLineAction,fcbg_swamplandjungle_admire_01_timeline_03,None,True,True,10000000,8037007,0,0,0,True,-207705728,8037008,0,0,0,Repeat,Auto,0,sprite_btn_timeline_trigger,True,False,False,False,0,0,0,0,0
103801,False,Campaign,38,Normal,TimeLineAction,fcbg_swamplandjungle_004_submergedbuilding_timeline,None,True,False,10000000,0,0,0,0,False,-207705728,0,0,0,0,Once,Stage,6038023,sprite_btn_timeline_trigger,True,False,False,False,0,0,0,0,0
113801,False,Campaign,38,Hard,TimeLineAction,fcbg_swamplandjungle_004_submergedbuilding_timeline,None,True,False,10000000,0,0,0,0,False,-207705728,0,0,0,0,Once,Stage,7038023,sprite_btn_timeline_trigger,True,False,False,False,0,0,0,0,0
123801,False,Campaign,38,Story,TimeLineAction,fcbg_swamplandjungle_004_submergedbuilding_timeline,None,True,False,10000000,0,0,0,0,False,-207705728,0,0,0,0,Once,Stage,8038005,sprite_btn_timeline_trigger,True,False,False,False,0,0,0,0,0
199999,False,Campaign,25,None,ScenarioDialog,d_ex_modernbar_01,Quest,False,True,10000000,0,296,0,0,True,-207705728,0,9998,0,0,Once,Manual,0,sprite_btn_timeline_trigger,True,False,False,False,0,0,0,0,0
200101,False,LostSector,1,None,NarrativeSign,200101,None,True,False,10000000,0,0,0,0,False,-207705728,0,0,0,0,Repeat,Manual,0,sprite_btn_questionmark_lostsector_trigger,True,False,False,False,0,0,0,0,0
200102,False,LostSector,1,None,NarrativeSign,200102,None,True,False,10000000,0,0,0,0,False,-207705728,0,0,0,0,Repeat,Manual,0,sprite_btn_questionmark_lostsector_trigger,True,False,False,False,0,0,0,0,0
200201,False,LostSector,2,None,NarrativeSign,200201,None,True,False,10000000,0,0,0,0,False,-207705728,0,0,0,0,Repeat,Manual,0,sprite_btn_questionmark_lostsector_trigger,True,False,False,False,0,0,0,0,0
200202,False,LostSector,2,None,NarrativeSign,200202,None,True,False,10000000,0,0,0,0,False,-207705728,0,0,0,0,Repeat,Manual,0,sprite_btn_questionmark_lostsector_trigger,True,False,False,False,0,0,0,0,0
200401,False,LostSector,4,None,NarrativeSign,200401,None,True,False,10000000,0,0,0,0,False,-207705728,0,0,0,0,Repeat,Manual,0,sprite_btn_questionmark_lostsector_trigger,True,False,False,False,0,0,0,0,0
