id,manager_id,is_heroine_group,target_heroine_id,event_condition_day,event_condition_time,event_condition_location,event_condition_relation_lv_min,event_condition_relation_lv_max,dialog_event_id
snowfall_speech_ludmilla_13,1001,False,snowfalloasis_ludmilla,11,DayTime,snowfalloasis_trail,1,6,snowfall_speech_ludmilla_13
snowfall_speech_ludmilla_14,1001,False,snowfalloasis_ludmilla,12,DayTime,snowfalloasis_bamboo,1,6,snowfall_speech_ludmilla_14
snowfall_speech_ludmilla_15,1001,False,snowfalloasis_ludmilla,12,Evening,snowfalloasis_inn,1,6,snowfall_speech_ludmilla_15
snowfall_speech_ludmilla_16,1001,False,snowfalloasis_ludmilla,13,Night,snowfalloasis_trail,1,6,snowfall_speech_ludmilla_16
snowfall_speech_ludmilla_17,1001,False,snowfalloasis_ludmilla,14,DayTime,snowfalloasis_bamboo,1,6,snowfall_speech_ludmilla_17
snowfall_speech_ludmilla_18,1001,False,snowfalloasis_ludmilla,14,Evening,snowfalloasis_inn,1,6,snowfall_speech_ludmilla_18
snowfall_speech_ludmilla_19,1001,False,snowfalloasis_ludmilla,14,Night,snowfalloasis_trail,1,6,snowfall_speech_ludmilla_19
snowfall_speech_ludmilla_20,1001,False,snowfalloasis_ludmilla,15,Evening,snowfalloasis_trail,1,6,snowfall_speech_ludmilla_20
snowfall_speech_ludmilla_21,1001,False,snowfalloasis_ludmilla,15,Night,snowfalloasis_trail,1,6,snowfall_speech_ludmilla_21
snowfall_speech_ludmilla_22,1001,False,snowfalloasis_ludmilla,16,DayTime,snowfalloasis_inn,1,6,snowfall_speech_ludmilla_22
snowfall_speech_ludmilla_23,1001,False,snowfalloasis_ludmilla,16,Night,snowfalloasis_bamboo,1,6,snowfall_speech_ludmilla_23
snowfall_speech_ludmilla_24,1001,False,snowfalloasis_ludmilla,17,DayTime,snowfalloasis_dining,1,6,snowfall_speech_ludmilla_24
snowfall_speech_ludmilla_25,1001,False,snowfalloasis_ludmilla,17,Night,snowfalloasis_trail,1,5,snowfall_speech_ludmilla_25
snowfall_speech_ludmilla_26,1001,False,snowfalloasis_ludmilla,17,Night,snowfalloasis_trail,6,6,snowfall_speech_ludmilla_26
snowfall_speech_ludmilla_27,1001,False,snowfalloasis_ludmilla,18,DayTime,snowfalloasis_bamboo,1,6,snowfall_speech_ludmilla_27
snowfall_speech_ludmilla_28,1001,False,snowfalloasis_ludmilla,19,DayTime,snowfalloasis_inn,1,6,snowfall_speech_ludmilla_28
snowfall_speech_ludmilla_29,1001,False,snowfalloasis_ludmilla,19,Night,snowfalloasis_bamboo,1,2,snowfall_speech_ludmilla_29
snowfall_speech_ludmilla_30,1001,False,snowfalloasis_ludmilla,19,Night,snowfalloasis_bamboo,3,5,snowfall_speech_ludmilla_30
snowfall_speech_ludmilla_31,1001,False,snowfalloasis_ludmilla,19,Night,snowfalloasis_bamboo,6,6,snowfall_speech_ludmilla_31
snowfall_speech_ludmilla_32,1001,False,snowfalloasis_ludmilla,21,DayTime,snowfalloasis_inn,1,6,snowfall_speech_ludmilla_32
snowfall_speech_ludmilla_33,1001,False,snowfalloasis_ludmilla,21,Evening,snowfalloasis_hotspring,1,6,snowfall_speech_ludmilla_33
snowfall_speech_noir_02,1001,False,snowfalloasis_noir,8,Evening,snowfalloasis_bamboo,1,7,snowfall_speech_noir_02
snowfall_speech_noir_03,1001,False,snowfalloasis_noir,9,Evening,snowfalloasis_dining,1,7,snowfall_speech_noir_03
snowfall_speech_noir_04,1001,False,snowfalloasis_noir,10,Evening,snowfalloasis_waterfall,1,7,snowfall_speech_noir_04
snowfall_speech_noir_06,1001,False,snowfalloasis_noir,11,Evening,snowfalloasis_bamboo,1,7,snowfall_speech_noir_06
snowfall_speech_noir_07,1001,False,snowfalloasis_noir,13,Night,snowfalloasis_inn,1,7,snowfall_speech_noir_07
snowfall_speech_noir_08,1001,False,snowfalloasis_noir,14,Evening,snowfalloasis_trail,1,1,snowfall_speech_noir_08
snowfall_speech_noir_09,1001,False,snowfalloasis_noir,14,Evening,snowfalloasis_trail,2,7,snowfall_speech_noir_09
snowfall_speech_noir_10,1001,False,snowfalloasis_noir,15,Evening,snowfalloasis_inn,1,7,snowfall_speech_noir_10
snowfall_speech_noir_11,1001,False,snowfalloasis_noir,17,DayTime,snowfalloasis_inn,1,1,snowfall_speech_noir_11
snowfall_speech_noir_12,1001,False,snowfalloasis_noir,17,DayTime,snowfalloasis_inn,2,3,snowfall_speech_noir_12
snowfall_speech_noir_13,1001,False,snowfalloasis_noir,17,DayTime,snowfalloasis_inn,4,4,snowfall_speech_noir_13
snowfall_speech_noir_14,1001,False,snowfalloasis_noir,17,DayTime,snowfalloasis_inn,5,7,snowfall_speech_noir_14
snowfall_speech_noir_15,1001,False,snowfalloasis_noir,20,Evening,snowfalloasis_waterfall,1,6,snowfall_speech_noir_15
snowfall_speech_noir_16,1001,False,snowfalloasis_noir,20,Evening,snowfalloasis_waterfall,7,7,snowfall_speech_noir_16
snowfall_speech_noir_17,1001,False,snowfalloasis_noir,21,Evening,snowfalloasis_trail,1,7,snowfall_speech_noir_17
snowfall_speech_blanc_01,1001,False,snowfalloasis_blanc,9,Evening,snowfalloasis_waterfall,1,7,snowfall_speech_blanc_01
snowfall_speech_blanc_02,1001,False,snowfalloasis_blanc,10,DayTime,snowfalloasis_waterfall,1,7,snowfall_speech_blanc_02
snowfall_speech_blanc_03,1001,False,snowfalloasis_blanc,11,DayTime,snowfalloasis_bamboo,1,7,snowfall_speech_blanc_03
snowfall_speech_blanc_04,1001,False,snowfalloasis_blanc,12,Evening,snowfalloasis_hotspring,1,7,snowfall_speech_blanc_04
snowfall_speech_blanc_05,1001,False,snowfalloasis_blanc,13,DayTime,snowfalloasis_trail,1,7,snowfall_speech_blanc_05
snowfall_speech_blanc_06,1001,False,snowfalloasis_blanc,14,Night,snowfalloasis_inn,1,1,snowfall_speech_blanc_06
snowfall_speech_blanc_07,1001,False,snowfalloasis_blanc,14,Night,snowfalloasis_inn,2,7,snowfall_speech_blanc_07
snowfall_speech_blanc_08,1001,False,snowfalloasis_blanc,17,Night,snowfalloasis_bamboo,1,1,snowfall_speech_blanc_08
snowfall_speech_blanc_09,1001,False,snowfalloasis_blanc,17,Night,snowfalloasis_bamboo,2,3,snowfall_speech_blanc_09
snowfall_speech_blanc_10,1001,False,snowfalloasis_blanc,17,Night,snowfalloasis_bamboo,4,5,snowfall_speech_blanc_10
snowfall_speech_blanc_11,1001,False,snowfalloasis_blanc,17,Night,snowfalloasis_bamboo,6,7,snowfall_speech_blanc_11
snowfall_speech_blanc_12,1001,False,snowfalloasis_blanc,20,Evening,snowfalloasis_trail,1,6,snowfall_speech_blanc_12
snowfall_speech_blanc_13,1001,False,snowfalloasis_blanc,20,Evening,snowfalloasis_trail,7,7,snowfall_speech_blanc_13
snowfall_speech_blanc_14,1001,False,snowfalloasis_blanc,21,Evening,snowfalloasis_inn,1,7,snowfall_speech_blanc_14
snowfall_speech_noirblanc_01,1001,True,snowfalloasis_bunnysisters,12,Night,snowfalloasis_inn,1,7,snowfall_speech_noirblanc_01
snowfall_speech_noirblanc_02,1001,True,snowfalloasis_bunnysisters,14,DayTime,snowfalloasis_inn,1,1,snowfall_speech_noirblanc_02
snowfall_speech_noirblanc_03,1001,True,snowfalloasis_bunnysisters,14,DayTime,snowfalloasis_inn,2,7,snowfall_speech_noirblanc_03
snowfall_speech_noirblanc_04,1001,True,snowfalloasis_bunnysisters,15,Night,snowfalloasis_inn,1,7,snowfall_speech_noirblanc_04
snowfall_speech_noirblanc_05,1001,True,snowfalloasis_bunnysisters,16,DayTime,snowfalloasis_hotspring,1,7,snowfall_speech_noirblanc_05
snowfall_speech_noirblanc_06,1001,True,snowfalloasis_bunnysisters,16,Night,snowfalloasis_hotspring,1,7,snowfall_speech_noirblanc_06
snowfall_speech_noirblanc_07,1001,True,snowfalloasis_bunnysisters,17,Evening,snowfalloasis_inn,1,1,snowfall_speech_noirblanc_07
snowfall_speech_noirblanc_08,1001,True,snowfalloasis_bunnysisters,17,Evening,snowfalloasis_inn,2,3,snowfall_speech_noirblanc_08
snowfall_speech_noirblanc_09,1001,True,snowfalloasis_bunnysisters,17,Evening,snowfalloasis_inn,4,4,snowfall_speech_noirblanc_09
snowfall_speech_noirblanc_10,1001,True,snowfalloasis_bunnysisters,17,Evening,snowfalloasis_inn,5,7,snowfall_speech_noirblanc_10
snowfall_speech_noirblanc_11,1001,True,snowfalloasis_bunnysisters,18,DayTime,snowfalloasis_trail,1,7,snowfall_speech_noirblanc_11
snowfall_speech_noirblanc_12,1001,True,snowfalloasis_bunnysisters,19,Evening,snowfalloasis_inn,1,6,snowfall_speech_noirblanc_12
snowfall_speech_noirblanc_13,1001,True,snowfalloasis_bunnysisters,19,Evening,snowfalloasis_inn,7,7,snowfall_speech_noirblanc_13
snowfall_speech_noirblanc_14,1001,True,snowfalloasis_bunnysisters,20,Night,snowfalloasis_hotspring,1,6,snowfall_speech_noirblanc_14
snowfall_speech_noirblanc_15,1001,True,snowfalloasis_bunnysisters,20,Night,snowfalloasis_hotspring,7,7,snowfall_speech_noirblanc_15
snowfall_speech_noirblanc_16,1001,True,snowfalloasis_bunnysisters,21,DayTime,snowfalloasis_hotspring,1,7,snowfall_speech_noirblanc_16
snowfall_infinite_mica_01,1001,False,snowfalloasis_mica,0,DayTime,snowfalloasis_waterfall,1,7,snowfall_infinite_mica_01
snowfall_infinite_mica_02,1001,False,snowfalloasis_mica,0,Evening,snowfalloasis_hotspring,1,7,snowfall_infinite_mica_02
snowfall_infinite_mica_03,1001,False,snowfalloasis_mica,0,Night,snowfalloasis_bamboo,1,7,snowfall_infinite_mica_03
snowfall_infinite_emma_01,1001,False,snowfalloasis_emma,0,DayTime,snowfalloasis_hotspring,1,7,snowfall_infinite_emma_01
snowfall_infinite_emma_02,1001,False,snowfalloasis_emma,0,Evening,snowfalloasis_inn,1,7,snowfall_infinite_emma_02
snowfall_infinite_emma_03,1001,False,snowfalloasis_emma,0,Night,snowfalloasis_dining,1,7,snowfall_infinite_emma_03
snowfall_infinite_ludmilla_01,1001,False,snowfalloasis_ludmilla,0,DayTime,snowfalloasis_trail,1,7,snowfall_infinite_ludmilla_01
snowfall_infinite_ludmilla_02,1001,False,snowfalloasis_ludmilla,0,Evening,snowfalloasis_bamboo,1,7,snowfall_infinite_ludmilla_02
snowfall_infinite_ludmilla_03,1001,False,snowfalloasis_ludmilla,0,Night,snowfalloasis_waterfall,1,7,snowfall_infinite_ludmilla_03
snowfall_infinite_noir_01,1001,False,snowfalloasis_noir,0,DayTime,snowfalloasis_inn,1,7,snowfall_infinite_noir_01
snowfall_infinite_noir_02,1001,False,snowfalloasis_noir,0,Evening,snowfalloasis_trail,1,7,snowfall_infinite_noir_02
snowfall_infinite_noir_03,1001,False,snowfalloasis_noir,0,Night,snowfalloasis_hotspring,1,7,snowfall_infinite_noir_03
snowfall_infinite_blanc_01,1001,False,snowfalloasis_blanc,0,DayTime,snowfalloasis_bamboo,1,7,snowfall_infinite_blanc_01
snowfall_infinite_blanc_02,1001,False,snowfalloasis_blanc,0,Evening,snowfalloasis_dining,1,7,snowfall_infinite_blanc_02
snowfall_infinite_blanc_03,1001,False,snowfalloasis_blanc,0,Night,snowfalloasis_inn,1,7,snowfall_infinite_blanc_03
