id,narrative_sign_type,name_locale,description_locale,sign_icon,balloon_type,balloon_print_time
33,Popup,Locale_Event:event_ce004_narrativesign_title_01,Locale_Event:event_ce004_narrativesign_description_01,icn_field_narrativesign_ce004,None,0
34,Popup,Locale_Event:event_ce004_narrativesign_title_02,Locale_Event:event_ce004_narrativesign_description_02,icn_field_narrativesign_ce004,None,0
35,Popup,Locale_Event:event_ce004_narrativesign_title_03,Locale_Event:event_ce004_narrativesign_description_03,icn_field_narrativesign_ce004,None,0
36,Popup,Locale_Event:event_ce004_narrativesign_title_04,Locale_Event:event_ce004_narrativesign_description_04,icn_field_narrativesign_ce004,None,0
37,Popup,Locale_Event:event_ce004_narrativesign_title_05,Locale_Event:event_ce004_narrativesign_description_05,icn_field_narrativesign_ce004,None,0
38,Popup,Locale_Event:event_ce004_narrativesign_title_06,Locale_Event:event_ce004_narrativesign_description_06,icn_field_narrativesign_ce004,None,0
39,Popup,Locale_Event:event_ce004_narrativesign_title_07,Locale_Event:event_ce004_narrativesign_description_07,icn_field_narrativesign_ce004,None,0
40,Popup,Locale_Event:event_ce004_narrativesign_title_08,Locale_Event:event_ce004_narrativesign_description_08,icn_field_narrativesign_ce004,None,0
41,Popup,Locale_Event:event_ce004_narrativesign_title_09,Locale_Event:event_ce004_narrativesign_description_09,icn_field_narrativesign_ce004,None,0
42,Popup,Locale_Event:event_ce004_narrativesign_title_10,Locale_Event:event_ce004_narrativesign_description_10,icn_field_narrativesign_ce004,None,0
43,Popup,Locale_Event:event_ce004_narrativesign_title_11,Locale_Event:event_ce004_narrativesign_description_11,icn_field_narrativesign_ce004,None,0
44,Popup,Locale_Event:event_ce004_narrativesign_title_12,Locale_Event:event_ce004_narrativesign_description_12,icn_field_narrativesign_ce004,None,0
45,Popup,Locale_Event:event_ce004_narrativesign_title_13,Locale_Event:event_ce004_narrativesign_description_13,icn_field_narrativesign_ce004,None,0
301601,Popup,Locale_Event:event_oldtales_narrativesign_title_01,Locale_Event:event_oldtales_narrativesign_description_01,icn_field_narrativesign_oldtales_02,None,0
301602,Popup,Locale_Event:event_oldtales_narrativesign_title_02,Locale_Event:event_oldtales_narrativesign_description_02,icn_field_narrativesign_oldtales_01,None,0
301603,Popup,Locale_Event:event_oldtales_narrativesign_title_03,Locale_Event:event_oldtales_narrativesign_description_03,icn_field_narrativesign_oldtales_01,None,0
301604,Popup,Locale_Event:event_oldtales_narrativesign_title_04,Locale_Event:event_oldtales_narrativesign_description_04,icn_field_narrativesign_oldtales_01,None,0
301605,Popup,Locale_Event:event_oldtales_narrativesign_title_05,Locale_Event:event_oldtales_narrativesign_description_05,icn_field_narrativesign_oldtales_02,None,0
301606,Popup,Locale_Event:event_oldtales_narrativesign_title_06,Locale_Event:event_oldtales_narrativesign_description_06,icn_field_narrativesign_oldtales_01,None,0
301607,Popup,Locale_Event:event_oldtales_narrativesign_title_07,Locale_Event:event_oldtales_narrativesign_description_07,icn_field_narrativesign_oldtales_01,None,0
301608,Popup,Locale_Event:event_oldtales_narrativesign_title_08,Locale_Event:event_oldtales_narrativesign_description_08,icn_field_narrativesign_oldtales_01,None,0
301609,Popup,Locale_Event:event_oldtales_narrativesign_title_09,Locale_Event:event_oldtales_narrativesign_description_09,icn_field_narrativesign_oldtales_01,None,0
301610,Popup,Locale_Event:event_oldtales_narrativesign_title_09,Locale_Event:event_oldtales_narrativesign_description_10,icn_field_narrativesign_oldtales_02,None,0
301611,Popup,Locale_Event:event_oldtales_narrativesign_title_11,Locale_Event:event_oldtales_narrativesign_description_11,icn_field_narrativesign_oldtales_02,None,0
301612,Popup,Locale_Event:event_oldtales_narrativesign_title_12,Locale_Event:event_oldtales_narrativesign_description_12,icn_field_narrativesign_oldtales_01,None,0
301613,Popup,Locale_Event:event_oldtales_narrativesign_title_13,Locale_Event:event_oldtales_narrativesign_description_13,icn_field_narrativesign_oldtales_01,None,0
301614,Popup,Locale_Event:event_oldtales_narrativesign_title_14,Locale_Event:event_oldtales_narrativesign_description_14,icn_field_narrativesign_oldtales_01,None,0
301615,Popup,Locale_Event:event_oldtales_narrativesign_title_15,Locale_Event:event_oldtales_narrativesign_description_15,icn_field_narrativesign_oldtales_01,None,0
301616,Popup,Locale_Event:event_oldtales_narrativesign_title_16,Locale_Event:event_oldtales_narrativesign_description_16,icn_field_narrativesign_oldtales_01,None,0
301617,Popup,Locale_Event:event_oldtales_narrativesign_title_17,Locale_Event:event_oldtales_narrativesign_description_17,icn_field_narrativesign_oldtales_01,None,0
301701,Popup,Locale_Event:event_icedragonsaga_narrativesign_title_01,Locale_Event:event_icedragonsaga_narrativesign_description_01,,None,0
301702,Popup,Locale_Event:event_icedragonsaga_narrativesign_title_01,Locale_Event:event_icedragonsaga_narrativesign_description_02,,None,0
301703,Popup,Locale_Event:event_icedragonsaga_narrativesign_title_01,Locale_Event:event_icedragonsaga_narrativesign_description_03,,None,0
301704,Popup,Locale_Event:event_icedragonsaga_narrativesign_title_01,Locale_Event:event_icedragonsaga_narrativesign_description_04,,None,0
301705,Popup,Locale_Event:event_icedragonsaga_narrativesign_title_01,Locale_Event:event_icedragonsaga_narrativesign_description_05,,None,0
301706,Popup,Locale_Event:event_icedragonsaga_narrativesign_title_01,Locale_Event:event_icedragonsaga_narrativesign_description_06,,None,0
301707,Popup,Locale_Event:event_icedragonsaga_narrativesign_title_01,Locale_Event:event_icedragonsaga_narrativesign_description_07,,None,0
301708,Popup,Locale_Event:event_icedragonsaga_narrativesign_title_01,Locale_Event:event_icedragonsaga_narrativesign_description_08,,None,0
301709,Popup,Locale_Event:event_icedragonsaga_narrativesign_title_01,Locale_Event:event_icedragonsaga_narrativesign_description_09,,None,0
301710,Popup,Locale_Event:event_icedragonsaga_narrativesign_title_01,Locale_Event:event_icedragonsaga_narrativesign_description_10,,None,0
301711,Popup,Locale_Event:event_icedragonsaga_narrativesign_title_01,Locale_Event:event_icedragonsaga_narrativesign_description_11,,None,0
301712,Popup,Locale_Event:event_icedragonsaga_narrativesign_title_01,Locale_Event:event_icedragonsaga_narrativesign_description_12,,None,0
301713,Popup,Locale_Event:event_icedragonsaga_narrativesign_title_01,Locale_Event:event_icedragonsaga_narrativesign_description_13,,None,0
301714,Popup,Locale_Event:event_icedragonsaga_narrativesign_title_02,Locale_Event:event_icedragonsaga_narrativesign_description_14,icn_field_narrativesign,None,0
301715,Popup,Locale_Event:event_icedragonsaga_narrativesign_title_03,Locale_Event:event_icedragonsaga_narrativesign_description_15,icn_field_narrativesign,None,0
301716,Popup,Locale_Event:event_icedragonsaga_narrativesign_title_04,Locale_Event:event_icedragonsaga_narrativesign_description_16,icn_field_narrativesign,None,0
301717,Popup,Locale_Event:event_icedragonsaga_narrativesign_title_05,Locale_Event:event_icedragonsaga_narrativesign_description_17,icn_field_narrativesign,None,0
301718,Popup,Locale_Event:event_icedragonsaga_narrativesign_title_06,Locale_Event:event_icedragonsaga_narrativesign_description_18,icn_field_narrativesign,None,0
301719,Popup,Locale_Event:event_icedragonsaga_narrativesign_title_07,Locale_Event:event_icedragonsaga_narrativesign_description_19,icn_field_narrativesign,None,0
301801,Popup,Locale_Event:event_ce005_narrativesign_title_01,Locale_Event:event_ce005_narrativesign_description_01,icn_field_narrativesign,None,0
301802,Popup,Locale_Event:event_ce005_narrativesign_title_02,Locale_Event:event_ce005_narrativesign_description_02,icn_field_narrativesign,None,0
301803,Popup,Locale_Event:event_ce005_narrativesign_title_03,Locale_Event:event_ce005_narrativesign_description_03,,None,0
301804,Popup,Locale_Event:event_ce005_narrativesign_title_04,Locale_Event:event_ce005_narrativesign_description_04,,None,0
301805,Popup,Locale_Event:event_ce005_narrativesign_title_05,Locale_Event:event_ce005_narrativesign_description_05,icn_field_narrativesign,None,0
301806,Popup,Locale_Event:event_ce005_narrativesign_title_06,Locale_Event:event_ce005_narrativesign_description_06,icn_field_narrativesign,None,0
301807,Popup,Locale_Event:event_ce005_narrativesign_title_07,Locale_Event:event_ce005_narrativesign_description_07,icn_field_narrativesign,None,0
301808,Popup,Locale_Event:event_ce005_narrativesign_title_08,Locale_Event:event_ce005_narrativesign_description_08,icn_field_narrativesign,None,0
301809,Popup,Locale_Event:event_ce005_narrativesign_title_09,Locale_Event:event_ce005_narrativesign_description_09,icn_field_narrativesign,None,0
301810,Popup,Locale_Event:event_ce005_narrativesign_title_10,Locale_Event:event_ce005_narrativesign_description_10,,None,0
301811,Popup,Locale_Event:event_ce005_narrativesign_title_11,Locale_Event:event_ce005_narrativesign_description_11,icn_field_narrativesign,None,0
301812,Popup,Locale_Event:event_ce005_narrativesign_title_12,Locale_Event:event_ce005_narrativesign_description_12,icn_field_narrativesign,None,0
301813,Popup,Locale_Event:event_ce005_narrativesign_title_13,Locale_Event:event_ce005_narrativesign_description_13,icn_field_narrativesign,None,0
301901,Popup,Locale_Event:event_usphere_narrativesign_title_01,Locale_Event:event_usphere_narrativesign_description_01,icn_field_narrativesign_aquarium_01,None,0
301902,Popup,Locale_Event:event_usphere_narrativesign_title_02,Locale_Event:event_usphere_narrativesign_description_02,icn_field_narrativesign_aquarium_01,None,0
301903,Popup,Locale_Event:event_usphere_narrativesign_title_03,Locale_Event:event_usphere_narrativesign_description_03,icn_field_narrativesign_aquarium_01,None,0
301904,Popup,Locale_Event:event_usphere_narrativesign_title_04,Locale_Event:event_usphere_narrativesign_description_04,icn_field_narrativesign_aquarium_01,None,0
301905,Popup,Locale_Event:event_usphere_narrativesign_title_05,Locale_Event:event_usphere_narrativesign_description_05,icn_field_narrativesign_aquarium_01,None,0
301906,Popup,Locale_Event:event_usphere_narrativesign_title_06,Locale_Event:event_usphere_narrativesign_description_06,icn_field_narrativesign_aquarium_01,None,0
301908,Popup,Locale_Event:event_usphere_narrativesign_title_07,Locale_Event:event_usphere_narrativesign_description_07,icn_field_narrativesign_aquarium_01,None,0
301909,Popup,Locale_Event:event_usphere_narrativesign_title_08,Locale_Event:event_usphere_narrativesign_description_08,icn_field_narrativesign_aquarium_01,None,0
301910,Popup,Locale_Event:event_usphere_narrativesign_title_09,Locale_Event:event_usphere_narrativesign_description_09,icn_field_narrativesign_aquarium_01,None,0
301911,Popup,Locale_Event:event_usphere_narrativesign_title_10,Locale_Event:event_usphere_narrativesign_description_10,icn_field_narrativesign_aquarium_01,None,0
301912,Popup,Locale_Event:event_usphere_narrativesign_title_11,Locale_Event:event_usphere_narrativesign_description_11,icn_field_narrativesign_aquarium_01,None,0
301913,Popup,Locale_Event:event_usphere_narrativesign_title_12,Locale_Event:event_usphere_narrativesign_description_12,icn_field_narrativesign_aquarium_01,None,0
301914,Popup,Locale_Event:event_usphere_narrativesign_title_13,Locale_Event:event_usphere_narrativesign_description_13,icn_field_narrativesign_aquarium_01,None,0
301915,Popup,Locale_Event:event_usphere_narrativesign_title_14,Locale_Event:event_usphere_narrativesign_description_14,icn_field_narrativesign_aquarium_01,None,0
301916,Popup,Locale_Event:event_usphere_narrativesign_title_15,Locale_Event:event_usphere_narrativesign_description_15,icn_field_narrativesign_aquarium_01,None,0
301917,Popup,Locale_Event:event_usphere_narrativesign_title_16,Locale_Event:event_usphere_narrativesign_description_16,icn_field_narrativesign_aquarium_01,None,0
301918,Popup,Locale_Event:event_usphere_narrativesign_title_17,Locale_Event:event_usphere_narrativesign_description_17,icn_field_narrativesign_aquarium_01,None,0
301919,Popup,Locale_Event:event_usphere_narrativesign_title_18,Locale_Event:event_usphere_narrativesign_description_18,icn_field_narrativesign_aquarium_01,None,0
301920,Popup,Locale_Event:event_usphere_narrativesign_title_19,Locale_Event:event_usphere_narrativesign_description_19,icn_field_narrativesign_aquarium_01,None,0
302001,Popup,Locale_Event:event_ce006_narrativesign_title_01,Locale_Event:event_ce006_narrativesign_description_01,icn_field_narrativesign_ce006,None,0
302002,Popup,Locale_Event:event_ce006_narrativesign_title_02,Locale_Event:event_ce006_narrativesign_description_02,icn_field_narrativesign_ce006,None,0
302003,Popup,Locale_Event:event_ce006_narrativesign_title_03,Locale_Event:event_ce006_narrativesign_description_03,icn_field_narrativesign_ce006,None,0
302004,Popup,Locale_Event:event_ce006_narrativesign_title_04,Locale_Event:event_ce006_narrativesign_description_04,icn_field_narrativesign_ce006,None,0
302401,Popup,Locale_Event:event_boomtheghost_narrativesign_title_01,Locale_Event:event_boomtheghost_narrativesign_description_01,,None,0
302402,Popup,Locale_Event:event_boomtheghost_narrativesign_title_02,Locale_Event:event_boomtheghost_narrativesign_description_02,,None,0
302403,Popup,Locale_Event:event_boomtheghost_narrativesign_title_03,Locale_Event:event_boomtheghost_narrativesign_description_03,,None,0
302404,Popup,Locale_Event:event_boomtheghost_narrativesign_title_04,Locale_Event:event_boomtheghost_narrativesign_description_04,,None,0
302405,Popup,Locale_Event:event_boomtheghost_narrativesign_title_05,Locale_Event:event_boomtheghost_narrativesign_description_05,,None,0
302601,Popup,Locale_Event:event_ce007_narrativesign_title_01,Locale_Event:event_ce007_narrativesign_description_01,icn_field_narrativesign_ce007,None,0
302602,Popup,Locale_Event:event_ce007_narrativesign_title_02,Locale_Event:event_ce007_narrativesign_description_02,icn_field_narrativesign_ce007,None,0
302603,Popup,Locale_Event:event_ce007_narrativesign_title_03,Locale_Event:event_ce007_narrativesign_description_03,icn_field_narrativesign_ce007,None,0
302604,Popup,Locale_Event:event_ce007_narrativesign_title_04,Locale_Event:event_ce007_narrativesign_description_04,icn_field_narrativesign_ce007,None,0
302605,Popup,Locale_Event:event_ce007_narrativesign_title_05,Locale_Event:event_ce007_narrativesign_description_05,icn_field_narrativesign_ce007,None,0
302606,Popup,Locale_Event:event_ce007_narrativesign_title_06,Locale_Event:event_ce007_narrativesign_description_06,icn_field_narrativesign_ce007,None,0
302607,Popup,Locale_Event:event_ce007_narrativesign_title_07,Locale_Event:event_ce007_narrativesign_description_07,icn_field_narrativesign_ce007,None,0
302608,Popup,Locale_Event:event_ce007_narrativesign_title_08,Locale_Event:event_ce007_narrativesign_description_08,icn_field_narrativesign_ce007,None,0
302701,Popup,Locale_Event:event_goddessfall_narrativesign_title_01,Locale_Event:event_goddessfall_narrativesign_description_01,icn_field_narrativesign_goddessfall,None,0
302702,Popup,Locale_Event:event_goddessfall_narrativesign_title_02,Locale_Event:event_goddessfall_narrativesign_description_02,icn_field_narrativesign_goddessfall,None,0
302703,Popup,Locale_Event:event_goddessfall_narrativesign_title_03,Locale_Event:event_goddessfall_narrativesign_description_03,icn_field_narrativesign_goddessfall,None,0
302801,Popup,Locale_Event:event_terminusticket_narrativesign_title_01,Locale_Event:event_terminusticket_narrativesign_description_01,icn_field_narrativesign_terminusticket,None,0
302802,Popup,Locale_Event:event_terminusticket_narrativesign_title_02,Locale_Event:event_terminusticket_narrativesign_description_02,icn_field_narrativesign_terminusticket,None,0
200101,Balloon,Locale_Event:event_hotspring_narrativesign_title_01,Locale_Event:lostsector_001_narrativesign_description_01,icn_field_narrativesign,Frame,400
200102,Balloon,Locale_Event:event_hotspring_narrativesign_title_01,Locale_Event:lostsector_001_narrativesign_description_02,icn_field_narrativesign,Frame,400
200201,Balloon,Locale_Event:event_hotspring_narrativesign_title_01,Locale_Event:lostsector_002_narrativesign_description_01,icn_field_narrativesign,Frame,400
200202,Balloon,Locale_Event:event_hotspring_narrativesign_title_01,Locale_Event:lostsector_002_narrativesign_description_02,icn_field_narrativesign,Frame,400
200401,Balloon,Locale_Event:event_hotspring_narrativesign_title_01,Locale_Event:lostsector_004_narrativesign_description_01,icn_field_narrativesign,Frame,400
200402,Balloon,Locale_Event:event_hotspring_narrativesign_title_01,Locale_Event:lostsector_004_narrativesign_description_02,icn_field_narrativesign,Frame,400
200403,Balloon,Locale_Event:event_hotspring_narrativesign_title_01,Locale_Event:lostsector_004_narrativesign_description_03,icn_field_narrativesign,Frame,400
200404,Balloon,Locale_Event:event_hotspring_narrativesign_title_01,Locale_Event:lostsector_004_narrativesign_description_04,icn_field_narrativesign,Frame,400
200501,Balloon,Locale_Event:event_hotspring_narrativesign_title_01,Locale_Event:lostsector_005_narrativesign_description_01,icn_field_narrativesign,Frame,400
200502,Balloon,Locale_Event:event_hotspring_narrativesign_title_01,Locale_Event:lostsector_005_narrativesign_description_02,icn_field_narrativesign,Frame,400
200503,Balloon,Locale_Event:event_hotspring_narrativesign_title_01,Locale_Event:lostsector_005_narrativesign_description_03,icn_field_narrativesign,Frame,400
200701,Balloon,Locale_Event:event_hotspring_narrativesign_title_01,Locale_Event:lostsector_007_narrativesign_description_01,icn_field_narrativesign,Frame,400
200702,Balloon,Locale_Event:event_hotspring_narrativesign_title_01,Locale_Event:lostsector_007_narrativesign_description_02,icn_field_narrativesign,Frame,400
200703,Balloon,Locale_Event:event_hotspring_narrativesign_title_01,Locale_Event:lostsector_007_narrativesign_description_03,icn_field_narrativesign,Frame,400
200901,Balloon,Locale_Event:event_hotspring_narrativesign_title_01,Locale_Event:lostsector_009_narrativesign_description_01,icn_field_narrativesign,Frame,400
200902,Balloon,Locale_Event:event_hotspring_narrativesign_title_01,Locale_Event:lostsector_009_narrativesign_description_02,icn_field_narrativesign,Frame,400
200903,Balloon,Locale_Event:event_hotspring_narrativesign_title_01,Locale_Event:lostsector_009_narrativesign_description_03,icn_field_narrativesign,Frame,400
201001,Balloon,Locale_Event:event_hotspring_narrativesign_title_01,Locale_Event:lostsector_010_narrativesign_description_01,icn_field_narrativesign,Frame,400
201002,Balloon,Locale_Event:event_hotspring_narrativesign_title_01,Locale_Event:lostsector_010_narrativesign_description_02,icn_field_narrativesign,Frame,400
201003,Balloon,Locale_Event:event_hotspring_narrativesign_title_01,Locale_Event:lostsector_010_narrativesign_description_03,icn_field_narrativesign,Frame,400
201004,Balloon,Locale_Event:event_hotspring_narrativesign_title_01,Locale_Event:lostsector_010_narrativesign_description_04,icn_field_narrativesign,Frame,400
201101,Balloon,Locale_Event:event_hotspring_narrativesign_title_01,Locale_Event:lostsector_011_narrativesign_description_01,icn_field_narrativesign,Frame,400
201102,Balloon,Locale_Event:event_hotspring_narrativesign_title_01,Locale_Event:lostsector_011_narrativesign_description_02,icn_field_narrativesign,Frame,400
201103,Balloon,Locale_Event:event_hotspring_narrativesign_title_01,Locale_Event:lostsector_011_narrativesign_description_03,icn_field_narrativesign,Frame,400
201104,Balloon,Locale_Event:event_hotspring_narrativesign_title_01,Locale_Event:lostsector_011_narrativesign_description_04,icn_field_narrativesign,Frame,400
201301,Balloon,Locale_Event:event_hotspring_narrativesign_title_01,Locale_Event:lostsector_013_narrativesign_description_01,icn_field_narrativesign,Frame,400
201302,Balloon,Locale_Event:event_hotspring_narrativesign_title_01,Locale_Event:lostsector_013_narrativesign_description_02,icn_field_narrativesign,Frame,400
201303,Balloon,Locale_Event:event_hotspring_narrativesign_title_01,Locale_Event:lostsector_013_narrativesign_description_03,icn_field_narrativesign,Frame,400
201304,Balloon,Locale_Event:event_hotspring_narrativesign_title_01,Locale_Event:lostsector_013_narrativesign_description_04,icn_field_narrativesign,Frame,400
201305,Balloon,Locale_Event:event_hotspring_narrativesign_title_01,Locale_Event:lostsector_013_narrativesign_description_05,icn_field_narrativesign,Frame,400
201401,Balloon,Locale_Event:event_hotspring_narrativesign_title_01,Locale_Event:lostsector_014_narrativesign_description_01,icn_field_narrativesign,Frame,400
201402,Balloon,Locale_Event:event_hotspring_narrativesign_title_01,Locale_Event:lostsector_014_narrativesign_description_02,icn_field_narrativesign,Frame,400
201403,Balloon,Locale_Event:event_hotspring_narrativesign_title_01,Locale_Event:lostsector_014_narrativesign_description_03,icn_field_narrativesign,Frame,400
201404,Balloon,Locale_Event:event_hotspring_narrativesign_title_01,Locale_Event:lostsector_014_narrativesign_description_04,icn_field_narrativesign,Frame,400
201501,Balloon,Locale_Event:event_hotspring_narrativesign_title_01,Locale_Event:lostsector_015_narrativesign_description_01,icn_field_narrativesign,Frame,400
201502,Balloon,Locale_Event:event_hotspring_narrativesign_title_01,Locale_Event:lostsector_015_narrativesign_description_02,icn_field_narrativesign,Frame,400
201503,Balloon,Locale_Event:event_hotspring_narrativesign_title_01,Locale_Event:lostsector_015_narrativesign_description_03,icn_field_narrativesign,Frame,400
201701,Balloon,Locale_Event:event_hotspring_narrativesign_title_01,Locale_Event:lostsector_017_narrativesign_description_01,icn_field_narrativesign,Frame,400
201702,Balloon,Locale_Event:event_hotspring_narrativesign_title_01,Locale_Event:lostsector_017_narrativesign_description_02,icn_field_narrativesign,Frame,400
201703,Balloon,Locale_Event:event_hotspring_narrativesign_title_01,Locale_Event:lostsector_017_narrativesign_description_03,icn_field_narrativesign,Frame,400
201801,Balloon,Locale_Event:event_hotspring_narrativesign_title_01,Locale_Event:lostsector_018_narrativesign_description_01,icn_field_narrativesign,Frame,400
201802,Balloon,Locale_Event:event_hotspring_narrativesign_title_01,Locale_Event:lostsector_018_narrativesign_description_02,icn_field_narrativesign,Frame,400
201803,Balloon,Locale_Event:event_hotspring_narrativesign_title_01,Locale_Event:lostsector_018_narrativesign_description_03,icn_field_narrativesign,Frame,400
201804,Balloon,Locale_Event:event_hotspring_narrativesign_title_01,Locale_Event:lostsector_018_narrativesign_description_04,icn_field_narrativesign,Frame,400
201901,Balloon,Locale_Event:event_hotspring_narrativesign_title_01,Locale_Event:lostsector_019_narrativesign_description_01,icn_field_narrativesign,Frame,400
201902,Balloon,Locale_Event:event_hotspring_narrativesign_title_01,Locale_Event:lostsector_019_narrativesign_description_02,icn_field_narrativesign,Frame,400
201903,Balloon,Locale_Event:event_hotspring_narrativesign_title_01,Locale_Event:lostsector_019_narrativesign_description_03,icn_field_narrativesign,Frame,400
202101,Balloon,Locale_Event:event_hotspring_narrativesign_title_01,Locale_Event:lostsector_021_narrativesign_description_01,icn_field_narrativesign,Frame,400
202102,Balloon,Locale_Event:event_hotspring_narrativesign_title_01,Locale_Event:lostsector_021_narrativesign_description_02,icn_field_narrativesign,Frame,400
202103,Balloon,Locale_Event:event_hotspring_narrativesign_title_01,Locale_Event:lostsector_021_narrativesign_description_03,icn_field_narrativesign,Frame,400
202104,Balloon,Locale_Event:event_hotspring_narrativesign_title_01,Locale_Event:lostsector_021_narrativesign_description_04,icn_field_narrativesign,Frame,400
202501,Balloon,Locale_Event:event_hotspring_narrativesign_title_01,Locale_Event:lostsector_025_narrativesign_description_01,icn_field_narrativesign,Frame,400
202502,Balloon,Locale_Event:event_hotspring_narrativesign_title_01,Locale_Event:lostsector_025_narrativesign_description_02,icn_field_narrativesign,Frame,400
202503,Balloon,Locale_Event:event_hotspring_narrativesign_title_01,Locale_Event:lostsector_025_narrativesign_description_03,icn_field_narrativesign,Frame,400
202504,Balloon,Locale_Event:event_hotspring_narrativesign_title_01,Locale_Event:lostsector_025_narrativesign_description_04,icn_field_narrativesign,Frame,400
202505,Balloon,Locale_Event:event_hotspring_narrativesign_title_01,Locale_Event:lostsector_025_narrativesign_description_05,icn_field_narrativesign,Frame,400
203001,Balloon,Locale_Event:event_hotspring_narrativesign_title_01,Locale_Event:lostsector_030_narrativesign_description_01,icn_field_narrativesign,Frame,400
203002,Balloon,Locale_Event:event_hotspring_narrativesign_title_01,Locale_Event:lostsector_030_narrativesign_description_02,icn_field_narrativesign,Frame,400
