id,manager_id,name_localkey,description_localkey,resource_id,category,slot,buff_group,buff_level,buff_type,buff_value,need_upgrade_currency,condition_skill_id
1010402,101,Locale_Event:ce004_upgrade_list_name_05,Locale_Event:ce004_upgrade_list_desc_05,ce004_buff_DecreaseProjectile,Defence,1,104,2,DecreaseProjectile,2000,1,0
1010403,101,Locale_Event:ce004_upgrade_list_name_05,Locale_Event:ce004_upgrade_list_desc_05,ce004_buff_DecreaseProjectile,Defence,1,104,3,DecreaseProjectile,3000,1,0
1010404,101,Locale_Event:ce004_upgrade_list_name_05,Locale_Event:ce004_upgrade_list_desc_05,ce004_buff_DecreaseProjectile,Defence,1,104,4,DecreaseProjectile,4000,1,0
1010405,101,Locale_Event:ce004_upgrade_list_name_05,Locale_Event:ce004_upgrade_list_desc_05,ce004_buff_DecreaseProjectile,Defence,1,104,5,DecreaseProjectile,5000,1,0
1010501,101,Locale_Event:ce004_upgrade_list_name_06,Locale_Event:ce004_upgrade_list_desc_06,ce004_buff_DecreaseCancelling,Defence,2,105,1,DecreaseCancelling,1000,1,1010405
1010502,101,Locale_Event:ce004_upgrade_list_name_06,Locale_Event:ce004_upgrade_list_desc_06,ce004_buff_DecreaseCancelling,Defence,2,105,2,DecreaseCancelling,2000,1,1010405
1010503,101,Locale_Event:ce004_upgrade_list_name_06,Locale_Event:ce004_upgrade_list_desc_06,ce004_buff_DecreaseCancelling,Defence,2,105,3,DecreaseCancelling,3000,1,1010405
1010504,101,Locale_Event:ce004_upgrade_list_name_06,Locale_Event:ce004_upgrade_list_desc_06,ce004_buff_DecreaseCancelling,Defence,2,105,4,DecreaseCancelling,4000,1,1010405
1010505,101,Locale_Event:ce004_upgrade_list_name_06,Locale_Event:ce004_upgrade_list_desc_06,ce004_buff_DecreaseCancelling,Defence,2,105,5,DecreaseCancelling,5000,1,1010405
1010601,101,Locale_Event:ce004_upgrade_list_name_02,Locale_Event:ce004_upgrade_list_desc_02,ce004_buff_IncreaseHP,Defence,3,106,1,IncreaseHP,1000,1,1010505
1010602,101,Locale_Event:ce004_upgrade_list_name_02,Locale_Event:ce004_upgrade_list_desc_02,ce004_buff_IncreaseHP,Defence,3,106,2,IncreaseHP,2000,1,1010505
1010603,101,Locale_Event:ce004_upgrade_list_name_02,Locale_Event:ce004_upgrade_list_desc_02,ce004_buff_IncreaseHP,Defence,3,106,3,IncreaseHP,3000,1,1010505
1010604,101,Locale_Event:ce004_upgrade_list_name_02,Locale_Event:ce004_upgrade_list_desc_02,ce004_buff_IncreaseHP,Defence,3,106,4,IncreaseHP,4000,1,1010505
1010605,101,Locale_Event:ce004_upgrade_list_name_02,Locale_Event:ce004_upgrade_list_desc_02,ce004_buff_IncreaseHP,Defence,3,106,5,IncreaseHP,5000,1,1010505
1010701,101,Locale_Event:ce004_upgrade_list_name_07,Locale_Event:ce004_upgrade_list_desc_07,ce004_buff_IncreaseChargingAttack,Util,1,107,1,IncreaseChargingAttack,1000,1,0
1010702,101,Locale_Event:ce004_upgrade_list_name_07,Locale_Event:ce004_upgrade_list_desc_07,ce004_buff_IncreaseChargingAttack,Util,1,107,2,IncreaseChargingAttack,2000,1,0
1010703,101,Locale_Event:ce004_upgrade_list_name_07,Locale_Event:ce004_upgrade_list_desc_07,ce004_buff_IncreaseChargingAttack,Util,1,107,3,IncreaseChargingAttack,3000,1,0
1010704,101,Locale_Event:ce004_upgrade_list_name_07,Locale_Event:ce004_upgrade_list_desc_07,ce004_buff_IncreaseChargingAttack,Util,1,107,4,IncreaseChargingAttack,4000,1,0
1010705,101,Locale_Event:ce004_upgrade_list_name_07,Locale_Event:ce004_upgrade_list_desc_07,ce004_buff_IncreaseChargingAttack,Util,1,107,5,IncreaseChargingAttack,5000,1,0
1010801,101,Locale_Event:ce004_upgrade_list_name_08,Locale_Event:ce004_upgrade_list_desc_08,ce004_buff_IncreaseAttackBurstCharge,Util,2,108,1,IncreaseAttackBurstCharge,1000,1,1010705
1010802,101,Locale_Event:ce004_upgrade_list_name_08,Locale_Event:ce004_upgrade_list_desc_08,ce004_buff_IncreaseAttackBurstCharge,Util,2,108,2,IncreaseAttackBurstCharge,2000,1,1010705
1010803,101,Locale_Event:ce004_upgrade_list_name_08,Locale_Event:ce004_upgrade_list_desc_08,ce004_buff_IncreaseAttackBurstCharge,Util,2,108,3,IncreaseAttackBurstCharge,3000,1,1010705
1010804,101,Locale_Event:ce004_upgrade_list_name_08,Locale_Event:ce004_upgrade_list_desc_08,ce004_buff_IncreaseAttackBurstCharge,Util,2,108,4,IncreaseAttackBurstCharge,4000,1,1010705
1010805,101,Locale_Event:ce004_upgrade_list_name_08,Locale_Event:ce004_upgrade_list_desc_08,ce004_buff_IncreaseAttackBurstCharge,Util,2,108,5,IncreaseAttackBurstCharge,5000,1,1010705
1010901,101,Locale_Event:ce004_upgrade_list_name_09,Locale_Event:ce004_upgrade_list_desc_09,ce004_buff_IncreaseDefenceBurstCharge,Util,3,109,1,IncreaseDefenceBurstCharge,1000,1,1010805
1010902,101,Locale_Event:ce004_upgrade_list_name_09,Locale_Event:ce004_upgrade_list_desc_09,ce004_buff_IncreaseDefenceBurstCharge,Util,3,109,2,IncreaseDefenceBurstCharge,2000,1,1010805
1010903,101,Locale_Event:ce004_upgrade_list_name_09,Locale_Event:ce004_upgrade_list_desc_09,ce004_buff_IncreaseDefenceBurstCharge,Util,3,109,3,IncreaseDefenceBurstCharge,3000,1,1010805
1010904,101,Locale_Event:ce004_upgrade_list_name_09,Locale_Event:ce004_upgrade_list_desc_09,ce004_buff_IncreaseDefenceBurstCharge,Util,3,109,4,IncreaseDefenceBurstCharge,4000,1,1010805
1010905,101,Locale_Event:ce004_upgrade_list_name_09,Locale_Event:ce004_upgrade_list_desc_09,ce004_buff_IncreaseDefenceBurstCharge,Util,3,109,5,IncreaseDefenceBurstCharge,5000,1,1010805
2010101,102,Locale_Event:ce004_upgrade_list_name_03,Locale_Event:ce004_upgrade_list_desc_03,ce004_buff_IncreaseCore,Attack,1,1101,1,IncreaseCore,1000,1,0
2010102,102,Locale_Event:ce004_upgrade_list_name_03,Locale_Event:ce004_upgrade_list_desc_03,ce004_buff_IncreaseCore,Attack,1,1101,2,IncreaseCore,2000,1,0
2010103,102,Locale_Event:ce004_upgrade_list_name_03,Locale_Event:ce004_upgrade_list_desc_03,ce004_buff_IncreaseCore,Attack,1,1101,3,IncreaseCore,3000,1,0
2010104,102,Locale_Event:ce004_upgrade_list_name_03,Locale_Event:ce004_upgrade_list_desc_03,ce004_buff_IncreaseCore,Attack,1,1101,4,IncreaseCore,4000,1,0
2010105,102,Locale_Event:ce004_upgrade_list_name_03,Locale_Event:ce004_upgrade_list_desc_03,ce004_buff_IncreaseCore,Attack,1,1101,5,IncreaseCore,5000,1,0
2010201,102,Locale_Event:ce004_upgrade_list_name_04,Locale_Event:ce004_upgrade_list_desc_04,ce004_buff_IncreaseDestruction,Attack,2,1102,1,IncreaseDestruction,1000,1,2010105
2010202,102,Locale_Event:ce004_upgrade_list_name_04,Locale_Event:ce004_upgrade_list_desc_04,ce004_buff_IncreaseDestruction,Attack,2,1102,2,IncreaseDestruction,2000,1,2010105
2010203,102,Locale_Event:ce004_upgrade_list_name_04,Locale_Event:ce004_upgrade_list_desc_04,ce004_buff_IncreaseDestruction,Attack,2,1102,3,IncreaseDestruction,3000,1,2010105
2010204,102,Locale_Event:ce004_upgrade_list_name_04,Locale_Event:ce004_upgrade_list_desc_04,ce004_buff_IncreaseDestruction,Attack,2,1102,4,IncreaseDestruction,4000,1,2010105
2010205,102,Locale_Event:ce004_upgrade_list_name_04,Locale_Event:ce004_upgrade_list_desc_04,ce004_buff_IncreaseDestruction,Attack,2,1102,5,IncreaseDestruction,5000,1,2010105
2010301,102,Locale_Event:ce004_upgrade_list_name_01,Locale_Event:ce004_upgrade_list_desc_01,ce004_buff_IncreaseAttack,Attack,3,1103,1,IncreaseAttack,1000,1,2010205
2010302,102,Locale_Event:ce004_upgrade_list_name_01,Locale_Event:ce004_upgrade_list_desc_01,ce004_buff_IncreaseAttack,Attack,3,1103,2,IncreaseAttack,2000,1,2010205
2010303,102,Locale_Event:ce004_upgrade_list_name_01,Locale_Event:ce004_upgrade_list_desc_01,ce004_buff_IncreaseAttack,Attack,3,1103,3,IncreaseAttack,3000,1,2010205
2010304,102,Locale_Event:ce004_upgrade_list_name_01,Locale_Event:ce004_upgrade_list_desc_01,ce004_buff_IncreaseAttack,Attack,3,1103,4,IncreaseAttack,4000,1,2010205
2010305,102,Locale_Event:ce004_upgrade_list_name_01,Locale_Event:ce004_upgrade_list_desc_01,ce004_buff_IncreaseAttack,Attack,3,1103,5,IncreaseAttack,5000,1,2010205
2010401,102,Locale_Event:ce004_upgrade_list_name_05,Locale_Event:ce004_upgrade_list_desc_05,ce004_buff_DecreaseProjectile,Defence,1,1104,1,DecreaseProjectile,1000,1,0
2010402,102,Locale_Event:ce004_upgrade_list_name_05,Locale_Event:ce004_upgrade_list_desc_05,ce004_buff_DecreaseProjectile,Defence,1,1104,2,DecreaseProjectile,2000,1,0
2010403,102,Locale_Event:ce004_upgrade_list_name_05,Locale_Event:ce004_upgrade_list_desc_05,ce004_buff_DecreaseProjectile,Defence,1,1104,3,DecreaseProjectile,3000,1,0
2010404,102,Locale_Event:ce004_upgrade_list_name_05,Locale_Event:ce004_upgrade_list_desc_05,ce004_buff_DecreaseProjectile,Defence,1,1104,4,DecreaseProjectile,4000,1,0
2010405,102,Locale_Event:ce004_upgrade_list_name_05,Locale_Event:ce004_upgrade_list_desc_05,ce004_buff_DecreaseProjectile,Defence,1,1104,5,DecreaseProjectile,5000,1,0
2010501,102,Locale_Event:ce004_upgrade_list_name_06,Locale_Event:ce004_upgrade_list_desc_06,ce004_buff_DecreaseCancelling,Defence,2,1105,1,DecreaseCancelling,1000,1,2010405
2010502,102,Locale_Event:ce004_upgrade_list_name_06,Locale_Event:ce004_upgrade_list_desc_06,ce004_buff_DecreaseCancelling,Defence,2,1105,2,DecreaseCancelling,2000,1,2010405
2010503,102,Locale_Event:ce004_upgrade_list_name_06,Locale_Event:ce004_upgrade_list_desc_06,ce004_buff_DecreaseCancelling,Defence,2,1105,3,DecreaseCancelling,3000,1,2010405
2010504,102,Locale_Event:ce004_upgrade_list_name_06,Locale_Event:ce004_upgrade_list_desc_06,ce004_buff_DecreaseCancelling,Defence,2,1105,4,DecreaseCancelling,4000,1,2010405
2010505,102,Locale_Event:ce004_upgrade_list_name_06,Locale_Event:ce004_upgrade_list_desc_06,ce004_buff_DecreaseCancelling,Defence,2,1105,5,DecreaseCancelling,5000,1,2010405
2010601,102,Locale_Event:ce004_upgrade_list_name_02,Locale_Event:ce004_upgrade_list_desc_02,ce004_buff_IncreaseHP,Defence,3,1106,1,IncreaseHP,1000,1,2010505
2010602,102,Locale_Event:ce004_upgrade_list_name_02,Locale_Event:ce004_upgrade_list_desc_02,ce004_buff_IncreaseHP,Defence,3,1106,2,IncreaseHP,2000,1,2010505
2010603,102,Locale_Event:ce004_upgrade_list_name_02,Locale_Event:ce004_upgrade_list_desc_02,ce004_buff_IncreaseHP,Defence,3,1106,3,IncreaseHP,3000,1,2010505
2010604,102,Locale_Event:ce004_upgrade_list_name_02,Locale_Event:ce004_upgrade_list_desc_02,ce004_buff_IncreaseHP,Defence,3,1106,4,IncreaseHP,4000,1,2010505
2010605,102,Locale_Event:ce004_upgrade_list_name_02,Locale_Event:ce004_upgrade_list_desc_02,ce004_buff_IncreaseHP,Defence,3,1106,5,IncreaseHP,5000,1,2010505
2010701,102,Locale_Event:ce004_upgrade_list_name_07,Locale_Event:ce004_upgrade_list_desc_07,ce004_buff_IncreaseChargingAttack,Util,1,1107,1,IncreaseChargingAttack,1000,1,0
2010702,102,Locale_Event:ce004_upgrade_list_name_07,Locale_Event:ce004_upgrade_list_desc_07,ce004_buff_IncreaseChargingAttack,Util,1,1107,2,IncreaseChargingAttack,2000,1,0
2010703,102,Locale_Event:ce004_upgrade_list_name_07,Locale_Event:ce004_upgrade_list_desc_07,ce004_buff_IncreaseChargingAttack,Util,1,1107,3,IncreaseChargingAttack,3000,1,0
2010704,102,Locale_Event:ce004_upgrade_list_name_07,Locale_Event:ce004_upgrade_list_desc_07,ce004_buff_IncreaseChargingAttack,Util,1,1107,4,IncreaseChargingAttack,4000,1,0
2010705,102,Locale_Event:ce004_upgrade_list_name_07,Locale_Event:ce004_upgrade_list_desc_07,ce004_buff_IncreaseChargingAttack,Util,1,1107,5,IncreaseChargingAttack,5000,1,0
2010801,102,Locale_Event:ce004_upgrade_list_name_08,Locale_Event:ce004_upgrade_list_desc_08,ce004_buff_IncreaseAttackBurstCharge,Util,2,1108,1,IncreaseAttackBurstCharge,1000,1,2010705
2010802,102,Locale_Event:ce004_upgrade_list_name_08,Locale_Event:ce004_upgrade_list_desc_08,ce004_buff_IncreaseAttackBurstCharge,Util,2,1108,2,IncreaseAttackBurstCharge,2000,1,2010705
2010803,102,Locale_Event:ce004_upgrade_list_name_08,Locale_Event:ce004_upgrade_list_desc_08,ce004_buff_IncreaseAttackBurstCharge,Util,2,1108,3,IncreaseAttackBurstCharge,3000,1,2010705
2010804,102,Locale_Event:ce004_upgrade_list_name_08,Locale_Event:ce004_upgrade_list_desc_08,ce004_buff_IncreaseAttackBurstCharge,Util,2,1108,4,IncreaseAttackBurstCharge,4000,1,2010705
2010805,102,Locale_Event:ce004_upgrade_list_name_08,Locale_Event:ce004_upgrade_list_desc_08,ce004_buff_IncreaseAttackBurstCharge,Util,2,1108,5,IncreaseAttackBurstCharge,5000,1,2010705
2010901,102,Locale_Event:ce004_upgrade_list_name_09,Locale_Event:ce004_upgrade_list_desc_09,ce004_buff_IncreaseDefenceBurstCharge,Util,3,1109,1,IncreaseDefenceBurstCharge,1000,1,2010805
2010902,102,Locale_Event:ce004_upgrade_list_name_09,Locale_Event:ce004_upgrade_list_desc_09,ce004_buff_IncreaseDefenceBurstCharge,Util,3,1109,2,IncreaseDefenceBurstCharge,2000,1,2010805
2010903,102,Locale_Event:ce004_upgrade_list_name_09,Locale_Event:ce004_upgrade_list_desc_09,ce004_buff_IncreaseDefenceBurstCharge,Util,3,1109,3,IncreaseDefenceBurstCharge,3000,1,2010805
2010904,102,Locale_Event:ce004_upgrade_list_name_09,Locale_Event:ce004_upgrade_list_desc_09,ce004_buff_IncreaseDefenceBurstCharge,Util,3,1109,4,IncreaseDefenceBurstCharge,4000,1,2010805
2010905,102,Locale_Event:ce004_upgrade_list_name_09,Locale_Event:ce004_upgrade_list_desc_09,ce004_buff_IncreaseDefenceBurstCharge,Util,3,1109,5,IncreaseDefenceBurstCharge,5000,1,2010805
