id,group_id,world_id,sector,rank,quest_open_condition_field_item,quest_name_localkey,portrait_image_resource,quest_type,spawn_monster_group,spawn_item,spawn_wave_trigger
4030701,40307,4,3,One,13403003,Locale_Surface:surface_quest_name_4030701,icn_jammer_001,Annihilation,340313,0,0
4030702,40307,4,3,Two,13403003,Locale_Surface:surface_quest_name_4030702,icn_jammer_001,Collect,340314,21403007,0
4030703,40307,4,3,Three,13403003,Locale_Surface:surface_quest_name_4030703,icn_jammer_001,Securing,0,0,4030703
4030801,40308,4,3,One,14403005,Locale_Surface:surface_quest_name_4030801,icn_jammer_001,Annihilation,340315,0,0
4030802,40308,4,3,Two,14403005,Locale_Surface:surface_quest_name_4030802,icn_jammer_001,Collect,340316,21403008,0
4030803,40308,4,3,Three,14403005,Locale_Surface:surface_quest_name_4030803,icn_jammer_001,Securing,0,0,4030803
4030901,40309,4,3,One,14403006,Locale_Surface:surface_quest_name_4030901,icn_jammer_001,Annihilation,340317,0,0
4030902,40309,4,3,Two,14403006,Locale_Surface:surface_quest_name_4030902,icn_jammer_001,Collect,340318,21403009,0
4030903,40309,4,3,Three,14403006,Locale_Surface:surface_quest_name_4030903,icn_jammer_001,Securing,0,0,4030903
4040101,40401,4,4,One,13404001,Locale_Surface:surface_quest_name_4040101,icn_jammer_001,Annihilation,340401,0,0
4040102,40401,4,4,Two,13404001,Locale_Surface:surface_quest_name_4040102,icn_jammer_001,Collect,340402,21404001,0
4040103,40401,4,4,Three,13404001,Locale_Surface:surface_quest_name_4040103,icn_jammer_001,Securing,0,0,4040103
4040201,40402,4,4,One,14404001,Locale_Surface:surface_quest_name_4040201,icn_jammer_001,Annihilation,340403,0,0
4040202,40402,4,4,Two,14404001,Locale_Surface:surface_quest_name_4040202,icn_jammer_001,Collect,340404,21404002,0
4040203,40402,4,4,Three,14404001,Locale_Surface:surface_quest_name_4040203,icn_jammer_001,Securing,0,0,4040203
4040301,40403,4,4,One,14404002,Locale_Surface:surface_quest_name_4040301,icn_jammer_001,Annihilation,340405,0,0
4040302,40403,4,4,Two,14404002,Locale_Surface:surface_quest_name_4040302,icn_jammer_001,Collect,340406,21404003,0
4040303,40403,4,4,Three,14404002,Locale_Surface:surface_quest_name_4040303,icn_jammer_001,Securing,0,0,4040303
4040401,40404,4,4,One,13404002,Locale_Surface:surface_quest_name_4040401,icn_jammer_001,Annihilation,340407,0,0
4040402,40404,4,4,Two,13404002,Locale_Surface:surface_quest_name_4040402,icn_jammer_001,Collect,340408,21404004,0
4040403,40404,4,4,Three,13404002,Locale_Surface:surface_quest_name_4040403,icn_jammer_001,Securing,0,0,4040403
4040501,40405,4,4,One,14404003,Locale_Surface:surface_quest_name_4040501,icn_jammer_001,Annihilation,340409,0,0
4040502,40405,4,4,Two,14404003,Locale_Surface:surface_quest_name_4040502,icn_jammer_001,Collect,340410,21404005,0
4040503,40405,4,4,Three,14404003,Locale_Surface:surface_quest_name_4040503,icn_jammer_001,Securing,0,0,4040503
4040601,40406,4,4,One,14404004,Locale_Surface:surface_quest_name_4040601,icn_jammer_001,Annihilation,340411,0,0
4040602,40406,4,4,Two,14404004,Locale_Surface:surface_quest_name_4040602,icn_jammer_001,Collect,340412,21404006,0
4040603,40406,4,4,Three,14404004,Locale_Surface:surface_quest_name_4040603,icn_jammer_001,Securing,0,0,4040603
4040701,40407,4,4,One,13404003,Locale_Surface:surface_quest_name_4040701,icn_jammer_001,Annihilation,340413,0,0
4040702,40407,4,4,Two,13404003,Locale_Surface:surface_quest_name_4040702,icn_jammer_001,Collect,340414,21404007,0
4040703,40407,4,4,Three,13404003,Locale_Surface:surface_quest_name_4040703,icn_jammer_001,Securing,0,0,4040703
4040801,40408,4,4,One,14404005,Locale_Surface:surface_quest_name_4040801,icn_jammer_001,Annihilation,340415,0,0
4040802,40408,4,4,Two,14404005,Locale_Surface:surface_quest_name_4040802,icn_jammer_001,Collect,340416,21404008,0
4040803,40408,4,4,Three,14404005,Locale_Surface:surface_quest_name_4040803,icn_jammer_001,Securing,0,0,4040803
4040901,40409,4,4,One,14404006,Locale_Surface:surface_quest_name_4040901,icn_jammer_001,Annihilation,340417,0,0
4040902,40409,4,4,Two,14404006,Locale_Surface:surface_quest_name_4040902,icn_jammer_001,Collect,340418,21404009,0
4040903,40409,4,4,Three,14404006,Locale_Surface:surface_quest_name_4040903,icn_jammer_001,Securing,0,0,4040903
