id,photo_manager_id,group_id,spot_group,spot_type,spot_order,open_condition_type,open_condition_value,spot_spawn_day,notice_able_take_photo,able_take_photo_anytime,use_flash,photo_quiz_id,photo_id,lock_icon,open_icon,name_locale,npc_location_locale,photo_hint_locale,hint_resource,special_spot_sub_hint_locale,able_take_photo_art_map/0/name,able_take_photo_art_map/0/value,able_take_photo_art_map/1/name,able_take_photo_art_map/1/value,able_take_photo_art_map/2/name,able_take_photo_art_map/2/value,able_take_photo_art_map/3/name,able_take_photo_art_map/3/value
11,1,1,1007,Normal,5,StageClear,105110105,1,,1,True,0,11,icn_island_adventure_photo_normal_spot_lock,icn_island_adventure_photo_normal_spot_open,Locale_Event:island_adventure_photo_object_11,Locale_Event:ia_album_island_name_06,,ia_image_photo_hint_11,,able_take_photo_art_map,febg_tropical_003_01,able_take_photo_art_map,febg_tropical_003_02,able_take_photo_art_map,febg_tropical_003_03,able_take_photo_art_map,febg_tropical_003_04
12,1,1,1007,Normal,6,StageClear,105110105,1,,1,True,0,12,icn_island_adventure_photo_normal_spot_lock,icn_island_adventure_photo_normal_spot_open,Locale_Event:island_adventure_photo_object_12,Locale_Event:ia_album_island_name_06,,ia_image_photo_hint_12,,able_take_photo_art_map,febg_tropical_003_01,able_take_photo_art_map,febg_tropical_003_02,able_take_photo_art_map,febg_tropical_003_03,able_take_photo_art_map,febg_tropical_003_04
13,1,1,1007,Normal,7,StageClear,105110105,1,,1,True,0,13,icn_island_adventure_photo_normal_spot_lock,icn_island_adventure_photo_normal_spot_open,Locale_Event:island_adventure_photo_object_13,Locale_Event:ia_album_island_name_04,,ia_image_photo_hint_13,,able_take_photo_art_map,febg_tropical_003_01,able_take_photo_art_map,febg_tropical_003_02,able_take_photo_art_map,febg_tropical_003_03,able_take_photo_art_map,febg_tropical_003_04
14,1,1,1007,Normal,8,StageClear,105110105,1,,1,True,0,14,icn_island_adventure_photo_normal_spot_lock,icn_island_adventure_photo_normal_spot_open,Locale_Event:island_adventure_photo_object_14,Locale_Event:ia_album_island_name_05,,ia_image_photo_hint_14,,able_take_photo_art_map,febg_tropical_003_01,able_take_photo_art_map,febg_tropical_003_02,able_take_photo_art_map,febg_tropical_003_03,able_take_photo_art_map,febg_tropical_003_04
15,1,1,1007,Normal,9,StageClear,105110105,1,,1,True,0,15,icn_island_adventure_photo_normal_spot_lock,icn_island_adventure_photo_normal_spot_open,Locale_Event:island_adventure_photo_object_15,Locale_Event:ia_album_island_name_04,,ia_image_photo_hint_15,,able_take_photo_art_map,febg_tropical_003_01,able_take_photo_art_map,febg_tropical_003_02,able_take_photo_art_map,febg_tropical_003_03,able_take_photo_art_map,febg_tropical_003_04
16,1,1,1007,Normal,10,StageClear,105110105,1,,1,True,0,16,icn_island_adventure_photo_normal_spot_lock,icn_island_adventure_photo_normal_spot_open,Locale_Event:island_adventure_photo_object_16,Locale_Event:ia_album_island_name_04,,ia_image_photo_hint_16,,able_take_photo_art_map,febg_tropical_003_01,able_take_photo_art_map,febg_tropical_003_02,able_take_photo_art_map,febg_tropical_003_03,able_take_photo_art_map,febg_tropical_003_04
17,1,1,1007,Normal,11,StageClear,105110105,1,,1,True,0,17,icn_island_adventure_photo_normal_spot_lock,icn_island_adventure_photo_normal_spot_open,Locale_Event:island_adventure_photo_object_17,Locale_Event:ia_album_island_name_04,,ia_image_photo_hint_17,,able_take_photo_art_map,febg_tropical_003_01,able_take_photo_art_map,febg_tropical_003_02,able_take_photo_art_map,febg_tropical_003_03,able_take_photo_art_map,febg_tropical_003_04
18,1,1,1007,Normal,12,StageClear,105110105,1,,1,True,0,18,icn_island_adventure_photo_normal_spot_lock,icn_island_adventure_photo_normal_spot_open,Locale_Event:island_adventure_photo_object_18,Locale_Event:ia_album_island_name_04,,ia_image_photo_hint_18,,able_take_photo_art_map,febg_tropical_003_01,able_take_photo_art_map,febg_tropical_003_02,able_take_photo_art_map,febg_tropical_003_03,able_take_photo_art_map,febg_tropical_003_04
19,1,1,1007,Normal,13,StageClear,105110105,1,,1,True,0,19,icn_island_adventure_photo_normal_spot_lock,icn_island_adventure_photo_normal_spot_open,Locale_Event:island_adventure_photo_object_19,Locale_Event:ia_album_island_name_04,,ia_image_photo_hint_19,,able_take_photo_art_map,febg_tropical_003_01,able_take_photo_art_map,febg_tropical_003_02,able_take_photo_art_map,febg_tropical_003_03,able_take_photo_art_map,febg_tropical_003_04
20,1,1,1007,Normal,14,StageClear,105110105,1,,1,True,0,20,icn_island_adventure_photo_normal_spot_lock,icn_island_adventure_photo_normal_spot_open,Locale_Event:island_adventure_photo_object_20,Locale_Event:ia_album_island_name_04,,ia_image_photo_hint_20,,able_take_photo_art_map,febg_tropical_003_01,able_take_photo_art_map,febg_tropical_003_02,able_take_photo_art_map,febg_tropical_003_03,able_take_photo_art_map,febg_tropical_003_04
21,2,2,1001,Special,1,StageClear,105110105,5,,5,True,1,21,icn_island_adventure_photo_special_spot_lock,icn_island_adventure_photo_special_spot_01_open,Locale_Event:island_adventure_photo_object_01,Locale_Event:ia_album_island_name_01,Locale_Event:island_adventure_photo_quiz_01,ia_image_photo_hint_01,Locale_Event:island_adventure_photo_special_spot_hint_01,able_take_photo_art_map,febg_tropical_003_01,able_take_photo_art_map,febg_tropical_003_02,able_take_photo_art_map,febg_tropical_003_03,able_take_photo_art_map,febg_tropical_003_04
22,2,2,1002,Special,2,StageClear,105110105,1,,1,False,2,22,icn_island_adventure_photo_special_spot_lock,icn_island_adventure_photo_special_spot_02_open,Locale_Event:island_adventure_photo_object_02,Locale_Event:ia_album_island_name_03,Locale_Event:island_adventure_photo_quiz_02,ia_image_photo_hint_02,Locale_Event:island_adventure_photo_special_spot_hint_02,able_take_photo_art_map,febg_tropical_003_01,able_take_photo_art_map,febg_tropical_003_02,able_take_photo_art_map,febg_tropical_003_03,able_take_photo_art_map,febg_tropical_003_04
23,2,2,1003,Special,3,StageClear,105110105,6,,6,True,3,23,icn_island_adventure_photo_special_spot_lock,icn_island_adventure_photo_special_spot_03_open,Locale_Event:island_adventure_photo_object_03,Locale_Event:ia_album_island_name_06,Locale_Event:island_adventure_photo_quiz_03,ia_image_photo_hint_03,Locale_Event:island_adventure_photo_special_spot_hint_03,able_take_photo_art_map,febg_tropical_003_01,able_take_photo_art_map,febg_tropical_003_02,able_take_photo_art_map,febg_tropical_003_03,able_take_photo_art_map,febg_tropical_003_04
24,2,2,1004,Special,4,StageClear,105110105,2,,2,True,4,24,icn_island_adventure_photo_special_spot_lock,icn_island_adventure_photo_special_spot_04_open,Locale_Event:island_adventure_photo_object_04,Locale_Event:ia_album_island_name_05,Locale_Event:island_adventure_photo_quiz_04,ia_image_photo_hint_04,Locale_Event:island_adventure_photo_special_spot_hint_04,able_take_photo_art_map,febg_tropical_003_01,able_take_photo_art_map,febg_tropical_003_02,able_take_photo_art_map,febg_tropical_003_03,able_take_photo_art_map,febg_tropical_003_04
25,2,2,1005,Special,5,StageClear,105110105,4,,4,False,5,25,icn_island_adventure_photo_special_spot_lock,icn_island_adventure_photo_special_spot_05_open,Locale_Event:island_adventure_photo_object_05,Locale_Event:ia_album_island_name_04,Locale_Event:island_adventure_photo_quiz_05,ia_image_photo_hint_05,Locale_Event:island_adventure_photo_special_spot_hint_05,able_take_photo_art_map,febg_tropical_003_01,able_take_photo_art_map,febg_tropical_003_02,able_take_photo_art_map,febg_tropical_003_03,able_take_photo_art_map,febg_tropical_003_04
26,2,2,1006,Special,6,StageClear,105110105,3,,3,False,6,26,icn_island_adventure_photo_special_spot_lock,icn_island_adventure_photo_special_spot_06_open,Locale_Event:island_adventure_photo_object_06,Locale_Event:ia_album_island_name_01,Locale_Event:island_adventure_photo_quiz_06,ia_image_photo_hint_06,Locale_Event:island_adventure_photo_special_spot_hint_06,able_take_photo_art_map,febg_tropical_003_01,able_take_photo_art_map,febg_tropical_003_02,able_take_photo_art_map,febg_tropical_003_03,able_take_photo_art_map,febg_tropical_003_04
27,2,2,1007,Normal,1,StageClear,105110105,1,,1,True,0,27,icn_island_adventure_photo_normal_spot_lock,icn_island_adventure_photo_normal_spot_open,Locale_Event:island_adventure_photo_object_07,Locale_Event:ia_album_island_name_05,,ia_image_photo_hint_07,,able_take_photo_art_map,febg_tropical_003_01,able_take_photo_art_map,febg_tropical_003_02,able_take_photo_art_map,febg_tropical_003_03,able_take_photo_art_map,febg_tropical_003_04
28,2,2,1007,Normal,2,StageClear,105110105,1,,1,True,0,28,icn_island_adventure_photo_normal_spot_lock,icn_island_adventure_photo_normal_spot_open,Locale_Event:island_adventure_photo_object_08,Locale_Event:ia_album_island_name_05,,ia_image_photo_hint_08,,able_take_photo_art_map,febg_tropical_003_01,able_take_photo_art_map,febg_tropical_003_02,able_take_photo_art_map,febg_tropical_003_03,able_take_photo_art_map,febg_tropical_003_04
29,2,2,1007,Normal,3,StageClear,105110105,1,,1,True,0,29,icn_island_adventure_photo_normal_spot_lock,icn_island_adventure_photo_normal_spot_open,Locale_Event:island_adventure_photo_object_09,Locale_Event:ia_album_island_name_02,,ia_image_photo_hint_09,,able_take_photo_art_map,febg_tropical_003_01,able_take_photo_art_map,febg_tropical_003_02,able_take_photo_art_map,febg_tropical_003_03,able_take_photo_art_map,febg_tropical_003_04
30,2,2,1007,Normal,4,StageClear,105110105,1,,1,True,0,30,icn_island_adventure_photo_normal_spot_lock,icn_island_adventure_photo_normal_spot_open,Locale_Event:island_adventure_photo_object_10,Locale_Event:ia_album_island_name_03,,ia_image_photo_hint_10,,able_take_photo_art_map,febg_tropical_003_01,able_take_photo_art_map,febg_tropical_003_02,able_take_photo_art_map,febg_tropical_003_03,able_take_photo_art_map,febg_tropical_003_04
31,2,2,1007,Normal,5,StageClear,105110105,1,,1,True,0,31,icn_island_adventure_photo_normal_spot_lock,icn_island_adventure_photo_normal_spot_open,Locale_Event:island_adventure_photo_object_11,Locale_Event:ia_album_island_name_06,,ia_image_photo_hint_11,,able_take_photo_art_map,febg_tropical_003_01,able_take_photo_art_map,febg_tropical_003_02,able_take_photo_art_map,febg_tropical_003_03,able_take_photo_art_map,febg_tropical_003_04
32,2,2,1007,Normal,6,StageClear,105110105,1,,1,True,0,32,icn_island_adventure_photo_normal_spot_lock,icn_island_adventure_photo_normal_spot_open,Locale_Event:island_adventure_photo_object_12,Locale_Event:ia_album_island_name_06,,ia_image_photo_hint_12,,able_take_photo_art_map,febg_tropical_003_01,able_take_photo_art_map,febg_tropical_003_02,able_take_photo_art_map,febg_tropical_003_03,able_take_photo_art_map,febg_tropical_003_04
33,2,2,1007,Normal,7,StageClear,105110105,1,,1,True,0,33,icn_island_adventure_photo_normal_spot_lock,icn_island_adventure_photo_normal_spot_open,Locale_Event:island_adventure_photo_object_13,Locale_Event:ia_album_island_name_04,,ia_image_photo_hint_13,,able_take_photo_art_map,febg_tropical_003_01,able_take_photo_art_map,febg_tropical_003_02,able_take_photo_art_map,febg_tropical_003_03,able_take_photo_art_map,febg_tropical_003_04
34,2,2,1007,Normal,8,StageClear,105110105,1,,1,True,0,34,icn_island_adventure_photo_normal_spot_lock,icn_island_adventure_photo_normal_spot_open,Locale_Event:island_adventure_photo_object_14,Locale_Event:ia_album_island_name_05,,ia_image_photo_hint_14,,able_take_photo_art_map,febg_tropical_003_01,able_take_photo_art_map,febg_tropical_003_02,able_take_photo_art_map,febg_tropical_003_03,able_take_photo_art_map,febg_tropical_003_04
35,2,2,1007,Normal,9,StageClear,105110105,1,,1,True,0,35,icn_island_adventure_photo_normal_spot_lock,icn_island_adventure_photo_normal_spot_open,Locale_Event:island_adventure_photo_object_15,Locale_Event:ia_album_island_name_04,,ia_image_photo_hint_15,,able_take_photo_art_map,febg_tropical_003_01,able_take_photo_art_map,febg_tropical_003_02,able_take_photo_art_map,febg_tropical_003_03,able_take_photo_art_map,febg_tropical_003_04
36,2,2,1007,Normal,10,StageClear,105110105,1,,1,True,0,36,icn_island_adventure_photo_normal_spot_lock,icn_island_adventure_photo_normal_spot_open,Locale_Event:island_adventure_photo_object_16,Locale_Event:ia_album_island_name_04,,ia_image_photo_hint_16,,able_take_photo_art_map,febg_tropical_003_01,able_take_photo_art_map,febg_tropical_003_02,able_take_photo_art_map,febg_tropical_003_03,able_take_photo_art_map,febg_tropical_003_04
37,2,2,1007,Normal,11,StageClear,105110105,1,,1,True,0,37,icn_island_adventure_photo_normal_spot_lock,icn_island_adventure_photo_normal_spot_open,Locale_Event:island_adventure_photo_object_17,Locale_Event:ia_album_island_name_04,,ia_image_photo_hint_17,,able_take_photo_art_map,febg_tropical_003_01,able_take_photo_art_map,febg_tropical_003_02,able_take_photo_art_map,febg_tropical_003_03,able_take_photo_art_map,febg_tropical_003_04
38,2,2,1007,Normal,12,StageClear,105110105,1,,1,True,0,38,icn_island_adventure_photo_normal_spot_lock,icn_island_adventure_photo_normal_spot_open,Locale_Event:island_adventure_photo_object_18,Locale_Event:ia_album_island_name_04,,ia_image_photo_hint_18,,able_take_photo_art_map,febg_tropical_003_01,able_take_photo_art_map,febg_tropical_003_02,able_take_photo_art_map,febg_tropical_003_03,able_take_photo_art_map,febg_tropical_003_04
39,2,2,1007,Normal,13,StageClear,105110105,1,,1,True,0,39,icn_island_adventure_photo_normal_spot_lock,icn_island_adventure_photo_normal_spot_open,Locale_Event:island_adventure_photo_object_19,Locale_Event:ia_album_island_name_04,,ia_image_photo_hint_19,,able_take_photo_art_map,febg_tropical_003_01,able_take_photo_art_map,febg_tropical_003_02,able_take_photo_art_map,febg_tropical_003_03,able_take_photo_art_map,febg_tropical_003_04
40,2,2,1007,Normal,14,StageClear,105110105,1,,1,True,0,40,icn_island_adventure_photo_normal_spot_lock,icn_island_adventure_photo_normal_spot_open,Locale_Event:island_adventure_photo_object_20,Locale_Event:ia_album_island_name_04,,ia_image_photo_hint_20,,able_take_photo_art_map,febg_tropical_003_01,able_take_photo_art_map,febg_tropical_003_02,able_take_photo_art_map,febg_tropical_003_03,able_take_photo_art_map,febg_tropical_003_04
