id,is_dialogfirstpoint,group_id,priority,printtype,portrait_id,name_localkey,scenario_localkey,play_sound,play_bgm,duration,set_background,hide_background,set_background_cord_x,set_background_cord_y,set_background_scale,scenario_effect_type,scenario_effect_value,execute_delaytime,execute_rate,first_show_check,conditiondata/0/usecondition_type,conditiondata/1/usecondition_type,conditiondata/2/usecondition_type,conditiondata/3/usecondition_type,conditiondata/4/usecondition_type,conditiondata/5/usecondition_type,spinedata/0/show_spine_resource_id,spinedata/0/spine_anim_resource_id,spinedata/0/hide_spine_resource_id,spinedata/0/spine_resource_cord_x,spinedata/0/spine_resource_cord_y,spinedata/0/spine_resource_scale,spinedata/1/show_spine_resource_id,spinedata/1/spine_anim_resource_id,spinedata/1/hide_spine_resource_id,spinedata/1/spine_resource_cord_x,spinedata/1/spine_resource_cord_y,spinedata/1/spine_resource_scale,spinedata/2/show_spine_resource_id,spinedata/2/spine_anim_resource_id,spinedata/2/hide_spine_resource_id,spinedata/2/spine_resource_cord_x,spinedata/2/spine_resource_cord_y,spinedata/2/spine_resource_scale,spinedata/3/show_spine_resource_id,spinedata/3/spine_anim_resource_id,spinedata/3/hide_spine_resource_id,spinedata/3/spine_resource_cord_x,spinedata/3/spine_resource_cord_y,spinedata/3/spine_resource_scale,spinedata/4/show_spine_resource_id,spinedata/4/spine_anim_resource_id,spinedata/4/hide_spine_resource_id,spinedata/4/spine_resource_cord_x,spinedata/4/spine_resource_cord_y,spinedata/4/spine_resource_scale,spinedata/5/show_spine_resource_id,spinedata/5/spine_anim_resource_id,spinedata/5/hide_spine_resource_id,spinedata/5/spine_resource_cord_x,spinedata/5/spine_resource_cord_y,spinedata/5/spine_resource_scale,spinedata/6/show_spine_resource_id,spinedata/6/spine_anim_resource_id,spinedata/6/hide_spine_resource_id,spinedata/6/spine_resource_cord_x,spinedata/6/spine_resource_cord_y,spinedata/6/spine_resource_scale,spinedata/7/show_spine_resource_id,spinedata/7/spine_anim_resource_id,spinedata/7/hide_spine_resource_id,spinedata/7/spine_resource_cord_x,spinedata/7/spine_resource_cord_y,spinedata/7/spine_resource_scale,spinedata/8/show_spine_resource_id,spinedata/8/spine_anim_resource_id,spinedata/8/hide_spine_resource_id,spinedata/8/spine_resource_cord_x,spinedata/8/spine_resource_cord_y,spinedata/8/spine_resource_scale,spinedata/9/show_spine_resource_id,spinedata/9/spine_anim_resource_id,spinedata/9/hide_spine_resource_id,spinedata/9/spine_resource_cord_x,spinedata/9/spine_resource_cord_y,spinedata/9/spine_resource_scale,conditiondata/0/usecondition_value/0/name,conditiondata/0/usecondition_value/0/value,conditiondata/0/usecondition_value/1/name,conditiondata/0/usecondition_value/1/value,conditiondata/0/usecondition_value/2/name,conditiondata/0/usecondition_value/2/value,conditiondata/1/usecondition_value/0/name,conditiondata/1/usecondition_value/0/value
100002,False,NKSmini_Dialog_Group_07_A,1,Stage,,Locale_Character:233_name,Locale_Event:NKS_ScenarioDialog_001_02,sfx_scn_toyshopbell,None,0,,,0,0,0,White,2,0,0,False,None,None,None,None,None,None,,,,0,0,0,NKS_characterDialog_c470_01,characterDialog_sprite_00,,20,100,0,NKS_characterDialog_c965_01,characterDialog_sprite_00,,-15,250,1717986918,,,,0,0,0,NKS_characterDialog_emoji,characterDialog_emoji_00,,-50,120,0,NKS_characterDialog_emoji,characterDialog_emoji_03,,-70,120,0,NKS_characterDialog_emoji,characterDialog_emoji_07,,-90,120,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,,,,,
100003,False,NKSmini_Dialog_Group_07_A,1,Stage,NKS_characterDialog_c965,Locale_Character:220_name,Locale_Event:NKS_ScenarioDialog_001_01,,event_bgm_redash_minigame_boxlv3,0,NKS_sbg_03,NKS_sbg_02,0,0,0,Set_camera_shake,Low_1,0,0,False,None,None,None,None,None,None,NKS_characterDialog_c220_01,characterDialog_sprite_00,NKS_characterDialog_c220_00,20,140,-1717986918,,,,0,0,0,,,,0,0,0,,,,0,0,0,NKS_characterDialog_emoji,characterDialog_emoji_00,,-50,120,0,NKS_characterDialog_emoji,characterDialog_emoji_03,,-70,120,0,NKS_characterDialog_emoji,characterDialog_emoji_07,,-90,120,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,,,,,
100004,False,NKSmini_Dialog_Group_07_A,1,Stage,,Locale_Character:233_name,Locale_Event:NKS_ScenarioDialog_001_02,sfx_scn_paperopen,None,0,,NKS_sbg_03,0,0,0,Black,2,0,0,False,None,None,None,None,None,None,,,,0,0,0,NKS_characterDialog_c470_02,characterDialog_sprite_00,,20,100,-858993459,NKS_characterDialog_c966_00,characterDialog_sprite_00,,0,100,-1717986918,,,,0,0,0,NKS_characterDialog_emoji,characterDialog_emoji_00,,-50,120,0,NKS_characterDialog_emoji,characterDialog_emoji_03,,-70,120,0,NKS_characterDialog_emoji,characterDialog_emoji_07,,-90,120,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,,,,,
100005,False,NKSmini_Dialog_Group_07_A,1,Stage,NKS_characterDialog_hidden,Locale_Character:220_name,Locale_Event:NKS_ScenarioDialog_001_01,,event_bgm_redash_minigame_title,0,NKS_sbg_04,,0,0,-1717986918,None,,0,0,False,None,None,None,None,None,None,NKS_characterDialog_c220_02,characterDialog_sprite_00,,-40,200,-1717986918,,,NKS_characterDialog_c470_02,0,0,0,,,,0,0,0,,,,0,0,0,NKS_characterDialog_emoji,characterDialog_emoji_00,,-50,120,0,NKS_characterDialog_emoji,characterDialog_emoji_03,,-70,120,0,NKS_characterDialog_emoji,characterDialog_emoji_07,,-90,120,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,,,,,
100006,False,NKSmini_Dialog_Group_07_A,1,Stage,,Locale_Character:233_name,Locale_Event:NKS_ScenarioDialog_001_02,sfx_scn_trainhorn,,0,,,0,0,0,Set_camera_shake,Low_1,0,0,False,None,None,None,None,None,None,,,NKS_characterDialog_c220_02,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,NKS_characterDialog_emoji,characterDialog_emoji_00,,-50,120,0,NKS_characterDialog_emoji,characterDialog_emoji_03,,-70,120,0,NKS_characterDialog_emoji,characterDialog_emoji_07,,-90,120,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,,,,,
100007,False,NKSmini_Dialog_Group_07_A,1,Stage,,Locale_Character:220_name,Locale_Event:NKS_ScenarioDialog_001_01,sfx_scn_paperopen,,0,NKS_sbg_05,,0,0,-858993459,White,1,0,0,False,None,None,None,None,None,None,NKS_characterDialog_c220_00,characterDialog_sprite_00,,40,140,0,NKS_characterDialog_c470_00,characterDialog_sprite_00,,20,15,-1717986918,,,,0,0,0,,,,0,0,0,NKS_characterDialog_emoji,characterDialog_emoji_00,,-50,120,0,NKS_characterDialog_emoji,characterDialog_emoji_03,,-70,120,0,NKS_characterDialog_emoji,characterDialog_emoji_07,,-90,120,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,,,,,
100008,False,NKSmini_Dialog_Group_07_A,1,Stage,,Locale_Character:233_name,Locale_Event:NKS_ScenarioDialog_001_02,,None,0,,NKS_sbg_05,0,0,0,Black,1,0,0,False,None,None,None,None,None,None,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,NKS_characterDialog_emoji,characterDialog_emoji_00,,-50,120,0,NKS_characterDialog_emoji,characterDialog_emoji_03,,-70,120,0,NKS_characterDialog_emoji,characterDialog_emoji_07,,-90,120,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,,,,,
100009,False,NKSmini_Dialog_Group_07_A,1,Stage,NKS_characterDialog_c220,Locale_Character:220_name,Locale_Event:NKS_ScenarioDialog_001_01,,,0,NKS_sbg_06,NKS_sbg_04,0,0,0,Set_camera_shake,Low_1,0,0,False,None,None,None,None,None,None,NKS_characterDialog_c220_03,characterDialog_sprite_01,,-20,100,858993459,,,NKS_characterDialog_c470_00,0,0,0,NKS_characterDialog_c470_00,characterDialog_sprite_00,,-15,-200,-1717986918,,,,0,0,0,NKS_characterDialog_emoji,characterDialog_emoji_00,,-50,120,0,NKS_characterDialog_emoji,characterDialog_emoji_03,,-70,120,0,NKS_characterDialog_emoji,characterDialog_emoji_07,,-90,120,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,,,,,
300101,True,1ann_mini_ending_snowwhite,1,Stage,,,Locale_SubScenario:1ann_mini_ending_snowwhite_1,,event_bgm_redash_minigame_story2,0,NKS_sbg_02,,0,165,0,Set_camera_shake,Low_1,0,10000,True,Check_CurCharacter,Check_ItemHold,None,None,None,None,NKS_characterDialog_c220_01,characterDialog_sprite_01,,-81,110,0,NKS_characterDialog_c470_01,characterDialog_sprite_00,,132,10,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,usecondition_value,1.0,usecondition_value,101.0,usecondition_value,202.0,usecondition_value,110005.0
300102,False,1ann_mini_ending_snowwhite,1,Stage,NKS_characterDialog_c220,Locale_Character:220_name,Locale_SubScenario:1ann_mini_ending_snowwhite_2,,,0,,,0,0,0,None,,0,0,False,Check_CurCharacter,Check_ItemHold,None,None,None,None,NKS_characterDialog_c220_01,characterDialog_sprite_01,,-81,110,0,NKS_characterDialog_c470_01,characterDialog_sprite_00,,132,10,0,NKS_characterDialog_emoji,characterDialog_emoji_02,,-81,215,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,usecondition_value,1.0,usecondition_value,101.0,usecondition_value,202.0,usecondition_value,110005.0
300103,False,1ann_mini_ending_snowwhite,1,Stage,NKS_characterDialog_c470,Locale_Character:470_name,Locale_SubScenario:1ann_mini_ending_snowwhite_3,,,0,,,0,0,0,None,,0,0,False,Check_CurCharacter,Check_ItemHold,None,None,None,None,NKS_characterDialog_c220_01,characterDialog_sprite_01,,-81,110,0,NKS_characterDialog_c470_01,characterDialog_sprite_00,,132,10,0,,,NKS_characterDialog_emoji,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,usecondition_value,1.0,usecondition_value,101.0,usecondition_value,202.0,usecondition_value,110005.0
300104,False,1ann_mini_ending_snowwhite,1,Stage,NKS_characterDialog_c470,Locale_Character:470_name,Locale_SubScenario:1ann_mini_ending_snowwhite_4,,,0,,,0,0,0,None,,0,0,False,Check_CurCharacter,Check_ItemHold,None,None,None,None,NKS_characterDialog_c220_01,characterDialog_sprite_01,,-81,110,0,NKS_characterDialog_c470_01,characterDialog_sprite_00,,132,10,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,usecondition_value,1.0,usecondition_value,101.0,usecondition_value,202.0,usecondition_value,110005.0
300105,False,1ann_mini_ending_snowwhite,1,Stage,NKS_characterDialog_c220,Locale_Character:220_name,Locale_SubScenario:1ann_mini_ending_snowwhite_5,,,0,,,0,0,0,None,,0,0,False,Check_CurCharacter,Check_ItemHold,None,None,None,None,NKS_characterDialog_c220_01,characterDialog_sprite_01,,-81,110,0,NKS_characterDialog_c470_01,characterDialog_sprite_00,,132,10,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,usecondition_value,1.0,usecondition_value,101.0,usecondition_value,202.0,usecondition_value,110005.0
300106,False,1ann_mini_ending_snowwhite,1,Stage,NKS_characterDialog_c220,Locale_Character:220_name,Locale_SubScenario:1ann_mini_ending_snowwhite_6,,,0,,,0,0,0,None,,0,0,False,Check_CurCharacter,Check_ItemHold,None,None,None,None,NKS_characterDialog_c220_01,characterDialog_sprite_01,,-81,110,0,NKS_characterDialog_c470_01,characterDialog_sprite_00,,132,10,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,usecondition_value,1.0,usecondition_value,101.0,usecondition_value,202.0,usecondition_value,110005.0
300107,False,1ann_mini_ending_snowwhite,1,Stage,NKS_characterDialog_c470,Locale_Character:470_name,Locale_SubScenario:1ann_mini_ending_snowwhite_7,,,0,,,0,0,0,None,,0,0,False,Check_CurCharacter,Check_ItemHold,None,None,None,None,NKS_characterDialog_c220_01,characterDialog_sprite_01,,-81,110,0,NKS_characterDialog_c470_01,characterDialog_sprite_00,,132,10,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,usecondition_value,1.0,usecondition_value,101.0,usecondition_value,202.0,usecondition_value,110005.0
300108,False,1ann_mini_ending_snowwhite,1,Stage,NKS_characterDialog_c220,Locale_Character:220_name,Locale_SubScenario:1ann_mini_ending_snowwhite_8,,,0,,,0,0,0,None,,0,0,False,Check_CurCharacter,Check_ItemHold,None,None,None,None,NKS_characterDialog_c220_01,characterDialog_sprite_01,,-81,110,0,NKS_characterDialog_c470_01,characterDialog_sprite_00,,132,10,0,NKS_characterDialog_emoji,characterDialog_emoji_04,,-81,215,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,usecondition_value,1.0,usecondition_value,101.0,usecondition_value,202.0,usecondition_value,110005.0
300109,False,1ann_mini_ending_snowwhite,1,Stage,NKS_characterDialog_c470,Locale_Character:470_name,Locale_SubScenario:1ann_mini_ending_snowwhite_9,,,0,,,0,0,0,None,,0,0,False,Check_CurCharacter,Check_ItemHold,None,None,None,None,NKS_characterDialog_c220_01,characterDialog_sprite_01,,-81,110,0,NKS_characterDialog_c470_01,characterDialog_sprite_00,,132,10,0,,,NKS_characterDialog_emoji,0,0,0,NKS_characterDialog_emoji,characterDialog_emoji_05,,132,115,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,usecondition_value,1.0,usecondition_value,101.0,usecondition_value,202.0,usecondition_value,110005.0
300110,False,1ann_mini_ending_snowwhite,1,Stage,NKS_characterDialog_c470,Locale_Character:470_name,Locale_SubScenario:1ann_mini_ending_snowwhite_10,,,0,,,0,0,0,None,,0,0,False,Check_CurCharacter,Check_ItemHold,None,None,None,None,NKS_characterDialog_c220_01,characterDialog_sprite_01,,-81,110,0,NKS_characterDialog_c470_01,characterDialog_sprite_00,,132,10,0,,,,0,0,0,,,NKS_characterDialog_emoji,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,usecondition_value,1.0,usecondition_value,101.0,usecondition_value,202.0,usecondition_value,110005.0
300111,False,1ann_mini_ending_snowwhite,1,Stage,NKS_characterDialog_c220,Locale_Character:220_name,Locale_SubScenario:1ann_mini_ending_snowwhite_11,,,0,,,0,0,0,None,,0,0,False,Check_CurCharacter,Check_ItemHold,None,None,None,None,NKS_characterDialog_c220_01,characterDialog_sprite_02,,-81,110,0,NKS_characterDialog_c470_01,characterDialog_sprite_00,,132,10,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,usecondition_value,1.0,usecondition_value,101.0,usecondition_value,202.0,usecondition_value,110005.0
300112,False,1ann_mini_ending_snowwhite,1,Stage,NKS_characterDialog_c470,Locale_Character:470_name,Locale_SubScenario:1ann_mini_ending_snowwhite_12,,,0,,,0,0,0,None,,0,0,False,Check_CurCharacter,Check_ItemHold,None,None,None,None,NKS_characterDialog_c220_01,characterDialog_sprite_02,,-81,110,0,NKS_characterDialog_c470_01,characterDialog_sprite_00,,132,10,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,usecondition_value,1.0,usecondition_value,101.0,usecondition_value,202.0,usecondition_value,110005.0
300113,False,1ann_mini_ending_snowwhite,1,Stage,NKS_characterDialog_c470,Locale_Character:470_name,Locale_SubScenario:1ann_mini_ending_snowwhite_13,,,0,,,0,0,0,None,,0,0,False,Check_CurCharacter,Check_ItemHold,None,None,None,None,NKS_characterDialog_c220_01,characterDialog_sprite_02,,-81,110,0,NKS_characterDialog_c470_01,characterDialog_sprite_00,,132,10,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,usecondition_value,1.0,usecondition_value,101.0,usecondition_value,202.0,usecondition_value,110005.0
300114,False,1ann_mini_ending_snowwhite,1,Stage,NKS_characterDialog_c470,Locale_Character:470_name,Locale_SubScenario:1ann_mini_ending_snowwhite_14,,,0,,,0,0,0,None,,0,0,False,Check_CurCharacter,Check_ItemHold,None,None,None,None,NKS_characterDialog_c220_01,characterDialog_sprite_02,,-81,110,0,NKS_characterDialog_c470_01,characterDialog_sprite_00,,132,10,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,usecondition_value,1.0,usecondition_value,101.0,usecondition_value,202.0,usecondition_value,110005.0
300115,False,1ann_mini_ending_snowwhite,1,Stage,NKS_characterDialog_c220,Locale_Character:220_name,Locale_SubScenario:1ann_mini_ending_snowwhite_15,,,0,,,0,0,0,None,,0,0,False,Check_CurCharacter,Check_ItemHold,None,None,None,None,NKS_characterDialog_c220_01,characterDialog_sprite_02,,-81,110,0,NKS_characterDialog_c470_01,characterDialog_sprite_00,,132,10,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,usecondition_value,1.0,usecondition_value,101.0,usecondition_value,202.0,usecondition_value,110005.0
300116,False,1ann_mini_ending_snowwhite,1,Stage,NKS_characterDialog_c470,Locale_Character:470_name,Locale_SubScenario:1ann_mini_ending_snowwhite_16,,,0,,,0,0,0,None,,0,0,False,Check_CurCharacter,Check_ItemHold,None,None,None,None,NKS_characterDialog_c220_01,characterDialog_sprite_02,,-81,110,0,NKS_characterDialog_c470_01,characterDialog_sprite_00,,132,10,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,usecondition_value,1.0,usecondition_value,101.0,usecondition_value,202.0,usecondition_value,110005.0
300117,False,1ann_mini_ending_snowwhite,1,Stage,NKS_characterDialog_c470,Locale_Character:470_name,Locale_SubScenario:1ann_mini_ending_snowwhite_17,,,0,,,0,0,0,None,,0,0,False,Check_CurCharacter,Check_ItemHold,None,None,None,None,NKS_characterDialog_c220_01,characterDialog_sprite_02,,-81,110,0,NKS_characterDialog_c470_01,characterDialog_sprite_00,,132,10,0,,,,0,0,0,NKS_characterDialog_emoji,characterDialog_emoji_05,,132,115,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,usecondition_value,1.0,usecondition_value,101.0,usecondition_value,202.0,usecondition_value,110005.0
300118,False,1ann_mini_ending_snowwhite,1,Stage,NKS_characterDialog_c220,Locale_Character:220_name,Locale_SubScenario:1ann_mini_ending_snowwhite_18,,,0,,,0,0,0,None,,0,0,False,Check_CurCharacter,Check_ItemHold,None,None,None,None,NKS_characterDialog_c220_01,characterDialog_sprite_02,,-81,110,0,NKS_characterDialog_c470_01,characterDialog_sprite_00,,132,10,0,,,,0,0,0,,,NKS_characterDialog_emoji,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,usecondition_value,1.0,usecondition_value,101.0,usecondition_value,202.0,usecondition_value,110005.0
300119,False,1ann_mini_ending_snowwhite,1,Stage,NKS_characterDialog_c470,Locale_Character:470_name,Locale_SubScenario:1ann_mini_ending_snowwhite_19,,,0,,,0,0,0,None,,0,0,False,Check_CurCharacter,Check_ItemHold,None,None,None,None,NKS_characterDialog_c220_01,characterDialog_sprite_02,,-81,110,0,NKS_characterDialog_c470_01,characterDialog_sprite_00,,132,10,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,usecondition_value,1.0,usecondition_value,101.0,usecondition_value,202.0,usecondition_value,110005.0
