id,package_group_id,product_grade,product_efficiency,is_free,midas_product_id
201704,201704,5,3,False,10201704
201705,201705,8,2,False,10201705
201706,201706,7,3,False,10201706
201707,201707,5,3,False,10201707
201708,201708,8,3,False,10201708
201709,201709,9,2,False,10201709
201801,201801,8,4,False,10201801
201802,201802,9,5,False,10201802
201803,201803,3,4,False,10201803
201804,201804,5,3,False,10201804
201805,201805,8,2,False,10201805
201806,201806,7,3,False,10201806
201901,201901,8,4,False,10201901
201902,201902,9,5,False,10201902
201903,201903,3,4,False,10201903
201904,201904,5,3,False,10201904
201905,201905,8,2,False,10201905
201906,201906,7,3,False,10201906
201907,201907,5,3,False,10201907
201908,201908,8,3,False,10201908
201909,201909,9,2,False,10201909
202001,202001,4,5,False,10202001
202002,202002,7,3,False,10202002
202003,202003,8,3,False,10202003
202004,202004,9,2,False,10202004
202101,202101,8,4,False,10202101
202102,202102,9,5,False,10202102
202103,202103,3,4,False,10202103
202104,202104,5,3,False,10202104
202105,202105,8,2,False,10202105
202106,202106,7,3,False,10202106
202107,202107,5,3,False,10202107
202108,202108,8,3,False,10202108
202109,202109,9,2,False,10202109
202201,202201,8,4,False,10202201
202202,202202,9,5,False,10202202
202203,202203,3,4,False,10202203
202204,202204,5,3,False,10202204
202205,202205,8,2,False,10202205
202206,202206,7,3,False,10202206
202207,202207,5,3,False,10202207
202208,202208,8,3,False,10202208
202209,202209,9,2,False,10202209
202401,202401,5,3,False,10202401
202402,202402,8,3,False,10202402
202403,202403,9,2,False,10202403
202404,202404,7,3,False,10202404
202405,202405,8,3,False,10202405
202406,202406,4,5,False,10202406
202407,202407,7,3,False,10202407
202408,202408,8,3,False,10202408
202409,202409,9,2,False,10202409
202501,202501,8,4,False,10202501
202502,202502,9,5,False,10202502
202503,202503,3,4,False,10202503
202504,202504,5,3,False,10202504
202505,202505,8,2,False,10202505
202506,202506,7,3,False,10202506
202601,202601,5,3,False,10202601
202602,202602,8,3,False,10202602
202603,202603,9,2,False,10202603
202604,202604,8,4,False,10202604
202605,202605,9,5,False,10202605
202606,202606,3,4,False,10202606
202607,202607,5,3,False,10202607
202608,202608,8,2,False,10202608
202609,202609,7,3,False,10202609
202610,202610,8,3,False,10202610
202701,202701,8,4,False,10202701
202702,202702,9,5,False,10202702
202703,202703,3,4,False,10202703
202704,202704,5,3,False,10202704
202705,202705,8,2,False,10202705
202706,202706,7,3,False,10202706
202707,202707,8,3,False,10202707
202801,202001,4,5,False,10202801
202802,202002,7,3,False,10202802
202803,202003,8,3,False,10202803
202804,202004,9,2,False,10202804
202901,202901,5,3,False,10202901
202902,202902,8,3,False,10202902
202903,202903,9,2,False,10202903
202904,202904,8,4,False,10202904
202905,202905,9,5,False,10202905
202906,202906,3,4,False,10202906
202907,202907,5,3,False,10202907
202908,202908,8,2,False,10202908
202909,202909,7,3,False,10202909
202910,202910,8,3,False,10202910
203101,203101,5,3,False,10203101
203102,203102,8,3,False,10203102
203103,203103,9,2,False,10203103
203104,203104,8,4,False,10203104
203105,203105,9,5,False,10203105
203106,203106,3,4,False,10203106
203107,203107,5,3,False,10203107
203108,203108,8,2,False,10203108
203109,203109,7,3,False,10203109
203110,203110,8,3,False,10203110
203204,203204,8,4,False,10203204
203205,203205,9,5,False,10203205
203206,203206,3,4,False,10203206
203207,203207,5,3,False,10203207
203208,203208,8,2,False,10203208
203209,203209,7,3,False,10203209
203210,203210,8,3,False,10203210
206401,206401,5,7,False,10206401
206402,206402,8,7,False,10206402
206403,206403,9,7,False,10206403
2101010,2101010,5,3,False,12101010
2101020,2101020,8,3,False,12101020
2101030,2101030,9,2,False,12101030
2201011,2201011,8,4,False,12201011
2201012,2201012,8,4,False,12201012
2201013,2201013,8,4,False,12201013
2201014,2201014,8,4,False,12201014
2201015,2201015,8,4,False,12201015
2201021,2201021,9,5,False,12201021
2201022,2201022,9,5,False,12201022
2201023,2201023,9,5,False,12201023
2201024,2201024,9,5,False,12201024
2201025,2201025,9,5,False,12201025
2201030,2201030,3,4,False,12201030
2201040,2201040,5,3,False,12201040
2201051,2201051,8,2,False,12201051
2201052,2201052,8,2,False,12201052
2201053,2201053,8,2,False,12201053
2201054,2201054,8,2,False,12201054
2201055,2201055,8,2,False,12201055
2201060,2201060,7,3,False,12201060
2201070,2201070,8,3,False,12201070
2201081,2201081,5,3,False,12201081
2201082,2201082,5,3,False,12201082
2201083,2201083,5,3,False,12201083
2201091,2201091,7,2,False,12201091
2201092,2201092,7,2,False,12201092
2201093,2201093,7,2,False,12201093
2201094,2201094,7,2,False,12201094
2201095,2201095,7,2,False,12201095
2201100,2201100,5,3,False,12201100
2201110,2201110,8,2,False,12201110
2201120,2201120,8,3,False,12201120
2201130,2201130,9,4,False,12201130
2201140,2201140,3,4,False,12201140
2201150,2201150,8,4,False,12201150
2201160,2201160,9,5,False,12201160
2301010,2301010,4,5,False,12301010
2301020,2301020,7,4,False,12301020
2301030,2301030,8,3,False,12301030
2301040,2301040,9,3,False,12301040
2302010,2302010,5,7,False,12302010
2302020,2302020,8,7,False,12302020
2302030,2302030,9,7,False,12302030
2303010,2303010,5,7,False,12303010
2303020,2303020,8,5,False,12303020
2303030,2303030,9,5,False,12303030
2304010,2304010,5,7,False,12304010
2304020,2304020,8,7,False,12304020
2304030,2304030,9,7,False,12304030
2305010,2305010,7,3,False,12305010
2305020,2305020,8,3,False,12305020
2305030,2305030,9,3,False,12305030
2306010,2306010,5,7,False,12306010
2306020,2306020,8,7,False,12306020
2306030,2306030,9,7,False,12306030
2307010,2307010,5,7,False,12307010
2307020,2307020,8,6,False,12307020
2307030,2307030,9,6,False,12307030
2308010,2308010,5,7,False,12308010
2308020,2308020,8,6,False,12308020
2308030,2308030,9,6,False,12308030
2309010,2309010,5,7,False,12309010
2309020,2309020,8,6,False,12309020
2309030,2309030,9,6,False,12309030
2310010,2310010,5,7,False,12310010
2310020,2310020,8,7,False,12310020
2310030,2310030,9,8,False,12310030
2311010,2311010,5,7,False,12311010
2311020,2311020,8,8,False,12311020
2311030,2311030,9,8,False,12311030
2312010,2312010,5,7,False,12312010
2312020,2312020,8,7,False,12312020
2312030,2312030,9,8,False,12312030
2313010,2313010,5,7,False,12313010
2313020,2313020,8,7,False,12313020
2313030,2313030,9,8,False,12313030
2314010,2314010,5,7,False,12314010
2314020,2314020,8,7,False,12314020
2314030,2314030,9,6,False,12314030
2315010,2315010,5,7,False,12315010
2315020,2315020,8,8,False,12315020
2315030,2315030,9,9,False,12315030
300101,300101,1,4,False,10300101
300102,300102,2,3,False,10300102
300103,300103,2,3,False,10300103
300104,300104,2,3,False,10300104
300105,300105,2,3,False,10300105
300106,300106,2,3,False,10300106
300107,300107,3,3,False,10300107
300108,300108,5,2,False,10300108
300109,300109,0,0,True,10300109
300110,300110,5,3,False,10300110
300111,300111,5,3,False,10300111
300112,300112,5,3,False,10300112
300113,300113,2,2,False,10300113
300114,300114,5,2,False,10300114
300201,300201,2,4,False,10300201
300202,300202,2,4,False,10300202
300203,300203,3,4,False,10300203
300204,300204,3,3,False,10300204
300205,300205,4,3,False,10300205
300206,300206,5,3,False,10300206
300207,300207,7,2,False,10300207
300208,300208,8,2,False,10300208
300209,300209,0,0,True,10300209
300210,300210,8,2,False,10300210
300211,300211,3,3,False,10300211
300212,300212,8,3,False,10300212
300213,300213,5,3,False,10300213
300214,300214,8,2,False,10300214
300301,300301,4,5,False,10300301
300302,300302,5,4,False,10300302
300303,300303,5,4,False,10300303
300304,300304,7,3,False,10300304
300305,300305,8,2,False,10300305
300306,300306,9,2,False,10300306
300307,300307,9,2,False,10300307
300308,300308,0,0,True,10300308
300309,300309,7,3,False,10300309
300310,300310,9,2,False,10300310
300311,300311,9,3,False,10300311
300312,300312,5,4,False,10300312
300313,300313,5,4,False,10300313
300314,300314,9,2,False,10300314
300315,300315,7,5,False,10300315
300316,300316,9,4,False,10300316
300501,300501,4,7,False,10300501
300502,300502,2,6,False,10300502
300503,300503,5,6,False,10300503
300504,300504,1,30,False,10300504
300505,300505,2,6,False,10300505
300506,300506,4,8,False,10300506
300507,300507,7,5,False,10300507
300508,300508,8,5,False,10300508
300509,300509,9,4,False,10300509
