id,group_id,event_id,event_target,condition_missionclear,condition_stageclear,condition_time,event_type,event_value,event_check_condition
20010702,200107,0,NPC,0,100310107,-207705728,Spawn,,None
20010801,200108,0,NPC,0,0,-1335881344,Despawn,,None
20010901,200109,0,NPC,0,0,395585920,Despawn,,None
20010902,200109,0,NPC,0,0,-1325881344,Spawn,,None
20010903,200109,0,NPC,0,0,-261207680,Despawn,,None
20011001,200110,0,NPC,0,0,395585920,Despawn,,None
20011002,200110,0,NPC,0,0,-251207680,Spawn,,None
20011003,200110,0,NPC,0,0,1873512832,Despawn,,None
20011101,200111,0,NPC,0,0,395585920,Despawn,,None
20011102,200111,0,NPC,0,0,1883512832,Spawn,,None
20011103,200111,0,NPC,0,0,-1709880960,Despawn,,None
20011201,200112,0,NPC,0,0,395585920,Despawn,,None
20011202,200112,0,NPC,0,0,-1699880960,Spawn,,None
20011203,200112,0,NPC,0,0,-286733952,Despawn,,None
20011301,200113,0,NPC,0,0,395585920,Despawn,,None
20011302,200113,0,NPC,0,0,-1325881344,Spawn,,None
20011303,200113,0,NPC,0,0,-261207680,Despawn,,None
20011401,200114,0,NPC,0,0,395585920,Despawn,,None
20011402,200114,0,NPC,0,0,-251207680,Spawn,,None
20011403,200114,0,NPC,0,0,1873512832,Despawn,,None
20011501,200115,0,NPC,0,0,395585920,Despawn,,None
20011502,200115,0,NPC,0,0,1883512832,Spawn,,None
20011503,200115,0,NPC,0,0,-1709880960,Despawn,,None
20011601,200116,0,NPC,0,0,395585920,Despawn,,None
20011602,200116,0,NPC,0,0,-1699880960,Spawn,,None
20011603,200116,0,NPC,0,0,813465984,Despawn,,None
20020101,200201,0,NPC,0,100810110,1592723840,Despawn,,None
20020201,200202,0,NPC,0,0,-1359402624,Despawn,,None
20020202,200202,0,NPC,0,100810110,1592723840,Spawn,,None
20020301,200203,0,NPC,0,0,906676608,Despawn,,None
20020302,200203,0,NPC,0,0,916676608,Spawn,,None
20020303,200203,0,NPC,0,0,1592723840,Despawn,,None
20020401,200204,0,NPC,0,0,906676608,Despawn,,None
20020402,200204,0,NPC,0,0,1602723840,Spawn,,None
20020403,200204,0,NPC,0,0,-2016196224,Despawn,,None
20020501,200205,0,NPC,0,0,906676608,Despawn,,None
20020502,200205,0,NPC,0,0,-2006196224,Spawn,,None
20020503,200205,0,NPC,0,0,-1330148992,Despawn,,None
20020601,200206,0,NPC,0,0,906676608,Despawn,,None
20020602,200206,0,NPC,0,0,1628250112,Spawn,,None
20020603,200206,0,NPC,0,0,169576832,Despawn,,None
20020701,200207,0,NPC,0,0,906676608,Despawn,,None
20020702,200207,0,NPC,0,0,179576832,Spawn,,None
20020703,200207,0,NPC,0,0,-2016196224,Despawn,,None
20020801,200208,0,NPC,0,0,906676608,Despawn,,None
20020802,200208,0,NPC,0,0,-2006196224,Spawn,,None
20020803,200208,0,NPC,0,0,-593049216,Despawn,,None
20020901,200209,0,NPC,0,0,906676608,Despawn,,None
20020902,200209,0,NPC,0,0,-557522944,Spawn,,None
20020903,200209,0,NPC,0,0,855624064,Despawn,,None
20021001,200210,0,NPC,0,0,906676608,Despawn,,None
20021002,200210,0,NPC,0,0,865624064,Spawn,,None
20021003,200210,0,NPC,0,0,-593049216,Despawn,,None
20021101,200211,0,NPC,0,0,906676608,Despawn,,None
20021102,200211,0,NPC,0,0,-583049216,Spawn,,None
20021103,200211,0,NPC,0,0,-2041722496,Despawn,,None
20021201,200212,0,NPC,0,0,906676608,Despawn,,None
20021202,200212,0,NPC,0,0,-583049216,Spawn,,None
20021203,200212,0,NPC,0,0,-2041722496,Despawn,,None
20030101,200301,0,NPC,0,101310108,-207705728,Despawn,,None
20030201,200302,0,NPC,0,0,1206140928,Despawn,,None
20030202,200302,0,NPC,0,101310108,-207705728,Spawn,,None
20030203,200302,0,NPC,0,101310112,-207705728,Despawn,,None
20030301,200303,0,NPC,0,0,1206140928,Despawn,,None
20030302,200303,0,NPC,0,101310112,-207705728,Spawn,,None
20030303,200303,0,NPC,0,101410101,-207705728,Despawn,,None
20030401,200304,0,NPC,0,0,1206140928,Despawn,,None
20030402,200304,0,NPC,0,101410101,-207705728,Spawn,,None
20030403,200304,0,NPC,0,101410106,-207705728,Despawn,,None
20030501,200305,0,NPC,0,0,1206140928,Despawn,,None
20030502,200305,0,NPC,0,101410106,-207705728,Spawn,,None
20030503,200305,0,NPC,0,101410108,-207705728,Despawn,,None
20030601,200306,0,NPC,0,0,1206140928,Despawn,,None
20030602,200306,0,NPC,0,101410108,-207705728,Spawn,,None
20030603,200306,0,NPC,0,101410110,-207705728,Despawn,,None
20030701,200307,0,NPC,0,101310110,-207705728,Despawn,,None
20030801,200308,0,NPC,0,0,1206140928,Despawn,,None
20030802,200308,0,NPC,0,101310110,-207705728,Spawn,,None
20030803,200308,0,NPC,0,101310112,-207705728,Despawn,,None
20030901,200309,0,NPC,0,0,1206140928,Despawn,,None
20030902,200309,0,NPC,0,101310112,-207705728,Spawn,,None
20030903,200309,0,NPC,0,101410101,-207705728,Despawn,,None
20031001,200310,0,NPC,0,0,1206140928,Despawn,,None
20031002,200310,0,NPC,0,101410101,-207705728,Spawn,,None
20031003,200310,0,NPC,0,101410106,-207705728,Despawn,,None
20031101,200311,0,NPC,0,0,1206140928,Despawn,,None
20031102,200311,0,NPC,0,101410106,-207705728,Spawn,,None
20031103,200311,0,NPC,0,101410108,-207705728,Despawn,,None
20031201,200312,0,NPC,0,0,1206140928,Despawn,,None
20031202,200312,0,NPC,0,101410108,-207705728,Spawn,,None
20031203,200312,0,NPC,0,101410110,-207705728,Despawn,,None
20031301,200313,0,NPC,0,101310110,-207705728,Despawn,,None
20031401,200314,0,NPC,0,0,1206140928,Despawn,,None
20031402,200314,0,NPC,0,101310110,-207705728,Spawn,,None
20031403,200314,0,NPC,0,101310112,-207705728,Despawn,,None
20031501,200315,0,NPC,0,0,1206140928,Despawn,,None
20031502,200315,0,NPC,0,101310112,-207705728,Spawn,,None
20031503,200315,0,NPC,0,101410101,-207705728,Despawn,,None
20031601,200316,0,NPC,0,0,1206140928,Despawn,,None
20031602,200316,0,NPC,0,101410101,-207705728,Spawn,,None
20031603,200316,0,NPC,0,101410106,-207705728,Despawn,,None
20031701,200317,0,NPC,0,0,1206140928,Despawn,,None
20031702,200317,0,NPC,0,101410106,-207705728,Spawn,,None
20031703,200317,0,NPC,0,101410108,-207705728,Despawn,,None
20031801,200318,0,NPC,0,0,1206140928,Despawn,,None
20031802,200318,0,NPC,0,101410108,-207705728,Spawn,,None
20031803,200318,0,NPC,0,101410110,-207705728,Despawn,,None
20031901,200319,0,NPC,0,0,1206140928,Despawn,,None
20031902,200319,0,NPC,0,101310106,-207705728,Spawn,,None
20031903,200319,0,NPC,0,101310112,-207705728,Despawn,,None
20032001,200320,0,NPC,0,0,1206140928,Despawn,,None
20032002,200320,0,NPC,0,101410106,-207705728,Spawn,,None
20032003,200320,0,NPC,0,101410108,-207705728,Despawn,,None
20032101,200321,0,NPC,0,0,1206140928,Despawn,,None
20032102,200321,0,NPC,0,101410108,-207705728,Spawn,,None
20032103,200321,0,NPC,0,101410110,-207705728,Despawn,,None
20032201,200322,0,NPC,0,0,1206140928,Despawn,,None
20032202,200322,0,NPC,0,101410110,-207705728,Spawn,,None
20032203,200322,0,NPC,0,101410112,-207705728,Despawn,,None
20032301,200323,0,NPC,0,101310112,-111212160,Despawn,,None
20032401,200324,0,NPC,0,0,1206140928,Despawn,,None
20032402,200324,0,NPC,0,101310112,-101212160,Spawn,,None
20032501,200325,0,NPC,0,101310108,-207705728,Despawn,,None
20032601,200326,0,NPC,0,0,1206140928,Despawn,,None
20032602,200326,0,NPC,0,101310108,-207705728,Spawn,,None
20032603,200326,0,NPC,0,101310112,-207705728,Despawn,,None
20032701,200327,0,NPC,0,0,1206140928,Despawn,,None
20032702,200327,0,NPC,0,101310112,-207705728,Spawn,,None
20032703,200327,0,NPC,0,101410101,-207705728,Despawn,,None
20032901,200329,0,NPC,0,0,1206140928,Despawn,,None
20032902,200329,0,NPC,0,101410101,-207705728,Spawn,,None
20032903,200329,0,NPC,0,101410106,-207705728,Despawn,,None
20033001,200330,0,NPC,0,0,1206140928,Despawn,,None
20033002,200330,0,NPC,0,101410106,-207705728,Spawn,,None
20033003,200330,0,NPC,0,101410108,-207705728,Despawn,,None
20033101,200331,0,NPC,0,0,1206140928,Despawn,,None
20033102,200331,0,NPC,0,101410108,-207705728,Spawn,,None
20033103,200331,0,NPC,0,101410110,-207705728,Despawn,,None
20033201,200332,0,NPC,0,0,1206140928,Despawn,,None
20033202,200332,0,NPC,0,101410110,-207705728,Spawn,,None
20033203,200332,0,NPC,0,101410112,-207705728,Despawn,,None
20033301,200333,0,NPC,0,0,1206140928,Despawn,,None
20033302,200333,0,NPC,0,101410112,-207705728,Spawn,,None
20033303,200333,0,NPC,0,0,-976945792,Despawn,,None
20033304,200333,0,NPC,0,0,-146814976,Spawn,,None
20033305,200333,0,NPC,0,0,-290898560,Despawn,,None
20033306,200333,0,NPC,0,0,539232256,Spawn,,None
20033401,200334,0,NPC,0,0,1206140928,Despawn,,None
20033402,200334,0,NPC,0,101410112,-966945792,Spawn,,None
20033403,200334,0,NPC,0,0,-156814976,Despawn,,None
20033501,200335,0,NPC,0,0,1206140928,Despawn,,None
20033502,200335,0,NPC,0,101410112,-280898560,Spawn,,None
20033503,200335,0,NPC,0,0,529232256,Despawn,,None
20033601,200336,0,NPC,0,0,1206140928,Despawn,,None
20033602,200336,0,NPC,0,101310105,-207705728,Spawn,,None
20033701,200337,0,NPC,0,101310105,-207705728,Despawn,,None
20033801,200338,0,NPC,0,0,1206140928,Despawn,,None
20033802,200338,0,NPC,0,101310105,-207705728,Spawn,,None
20999101,209991,0,NPC,0,0,1956364288,Despawn,,None
20999102,209991,0,NPC,0,0,-915456000,Spawn,,None
20999103,209991,0,NPC,1030601,0,-207705728,ScenarioDialog,event_nocallerid_prologue,Talk
20999104,209991,0,NPC,0,100120101,-207705728,ScenarioDialog,event_nocallerid_01_s,Talk
20999105,209991,0,NPC,0,0,-940982272,ScenarioDialog,event_nocallerid_01_e,Talk
20999106,209991,0,NPC,1030701,0,-207705728,ScenarioDialog,event_nocallerid_02_s,Talk
20999107,209991,0,NPC,1030801,100120102,-207705728,ScenarioDialog,event_nocallerid_02_e,Talk
20999108,209991,0,NPC,1030901,0,-229408768,ScenarioDialog,event_nocallerid_prologue,Talk
20999109,209991,0,NPC,0,100120103,482164736,ScenarioDialog,event_nocallerid_01_s,Talk
20999110,209991,0,NPC,1031001,100120104,1193738240,ScenarioDialog,event_nocallerid_01_e,Talk
20999201,209992,0,NPC,0,0,1956364288,Despawn,,None
20999202,209992,0,NPC,0,0,1905311744,Spawn,,None
20999203,209992,0,NPC,0,0,-1678082048,ScenarioDialog,event_nocallerid_prologue,Talk
20999204,209992,0,NPC,0,0,-1678082048,FieldTalk,1,Talk
20999205,209992,0,NPC,0,0,-1678082048,CameraAction,enter,Talk
20999206,209992,0,NPC,0,0,587997184,Despawn,,None
20999207,209992,0,NPC,0,0,-966508544,Spawn,,None
20999208,209992,0,NPC,0,0,-966508544,ScenarioDialog,event_nocallerid_01_s,Talk
20999209,209992,0,NPC,0,0,-966508544,FieldTalk,2,Talk
20999210,209992,0,NPC,0,0,-966508544,CameraAction,enter,Talk
20040101,200401,0,NPC,0,102010112,396151168,Despawn,,None
20040201,200402,0,NPC,0,0,1206140928,Despawn,,None
20040202,200402,0,NPC,0,102010112,406151168,Spawn,,None
20040301,200403,0,NPC,0,102010105,-207705728,Despawn,,None
20040401,200404,0,NPC,0,0,1206140928,Despawn,,None
20040402,200404,0,NPC,0,102010105,-207705728,Spawn,,None
20040501,200405,0,NPC,0,0,1206140928,Despawn,,None
20040502,200405,0,NPC,0,102010105,-207705728,Spawn,,None
20040601,200406,0,NPC,0,0,1206140928,Despawn,,None
20040602,200406,0,NPC,0,0,-1682966528,Spawn,,None
20040603,200406,0,NPC,0,102010103,-207705728,Despawn,,None
20040701,200407,0,NPC,0,0,1206140928,Despawn,,None
20040702,200407,0,NPC,0,0,-1682966528,Spawn,,None
20040703,200407,0,NPC,0,102010103,-207705728,Despawn,,None
20040801,200408,0,NPC,0,0,1206140928,Despawn,,None
20040802,200408,0,NPC,0,0,-1682966528,Spawn,,None
20040803,200408,0,NPC,0,102010103,-207705728,Despawn,,None
20040901,200409,0,NPC,0,0,1206140928,Despawn,,None
20040902,200409,0,NPC,0,0,-1682966528,Spawn,,None
20040903,200409,0,NPC,0,102010103,-207705728,Despawn,,None
20041001,200410,0,NPC,0,0,1206140928,Despawn,,None
20041002,200410,0,NPC,0,0,-1682966528,Spawn,,None
20041003,200410,0,NPC,0,102010103,-207705728,Despawn,,None
20041101,200411,0,NPC,0,0,1206140928,Despawn,,None
20041102,200411,0,NPC,0,102010103,-207705728,Spawn,,None
20041103,200411,0,NPC,0,102010106,-207705728,Despawn,,None
20041201,200412,0,NPC,0,0,1206140928,Despawn,,None
20041202,200412,0,NPC,0,102010103,-207705728,Spawn,,None
20041203,200412,0,NPC,0,102010106,-207705728,Despawn,,None
20041301,200413,0,NPC,0,0,1206140928,Despawn,,None
20041302,200413,0,NPC,0,102010103,-207705728,Spawn,,None
20041303,200413,0,NPC,0,102010106,-207705728,Despawn,,None
20041401,200414,0,NPC,0,0,1206140928,Despawn,,None
20041402,200414,0,NPC,0,102010103,-207705728,Spawn,,None
20041403,200414,0,NPC,0,102010106,-207705728,Despawn,,None
20041501,200415,0,NPC,0,0,1206140928,Despawn,,None
20041502,200415,0,NPC,0,102010103,-207705728,Spawn,,None
20041503,200415,0,NPC,0,102010106,-207705728,Despawn,,None
20041601,200416,0,NPC,0,0,1206140928,Despawn,,None
20041602,200416,0,NPC,0,102010106,-207705728,Spawn,,None
20041603,200416,0,NPC,0,102010112,-207705728,Despawn,,None
20041701,200417,0,NPC,0,0,1206140928,Despawn,,None
20041702,200417,0,NPC,0,102010106,-207705728,Spawn,,None
20041703,200417,0,NPC,0,102010112,-207705728,Despawn,,None
20041801,200418,0,NPC,0,0,1206140928,Despawn,,None
20041802,200418,0,NPC,0,102010106,-207705728,Spawn,,None
20041803,200418,0,NPC,0,102010112,-207705728,Despawn,,None
20041901,200419,0,NPC,0,0,1206140928,Despawn,,None
20041902,200419,0,NPC,0,102010106,-207705728,Spawn,,None
20041903,200419,0,NPC,0,102010112,-207705728,Despawn,,None
20042001,200420,0,NPC,0,0,1206140928,Despawn,,None
20042002,200420,0,NPC,0,102010106,-207705728,Spawn,,None
20042003,200420,0,NPC,0,102010112,-207705728,Despawn,,None
20042101,200421,0,NPC,0,0,1206140928,Despawn,,None
20042102,200421,0,NPC,0,102010112,-207705728,Spawn,,None
20042103,200421,0,NPC,0,102110101,-207705728,Despawn,,None
20042201,200422,0,NPC,0,0,1206140928,Despawn,,None
20042202,200422,0,NPC,0,102010112,-207705728,Spawn,,None
20042203,200422,0,NPC,0,102110101,-207705728,Despawn,,None
20042301,200423,0,NPC,0,0,1206140928,Despawn,,None
20042302,200423,0,NPC,0,102010112,-207705728,Spawn,,None
20042303,200423,0,NPC,0,102110101,-207705728,Despawn,,None
20042401,200424,0,NPC,0,0,1206140928,Despawn,,None
20042402,200424,0,NPC,0,102010112,-207705728,Spawn,,None
20042403,200424,0,NPC,0,102110101,-207705728,Despawn,,None
20042501,200425,0,NPC,0,0,1206140928,Despawn,,None
20042502,200425,0,NPC,0,102010112,-207705728,Spawn,,None
20042503,200425,0,NPC,0,102110101,-207705728,Despawn,,None
20042601,200426,0,NPC,0,0,1206140928,Despawn,,None
20042602,200426,0,NPC,0,102110101,-207705728,Spawn,,None
20042603,200426,0,NPC,0,102110110,-207705728,Despawn,,None
20042701,200427,0,NPC,0,0,1206140928,Despawn,,None
20042702,200427,0,NPC,0,102110101,-207705728,Spawn,,None
20042703,200427,0,NPC,0,102110110,-207705728,Despawn,,None
20042801,200428,0,NPC,0,0,1206140928,Despawn,,None
20042802,200428,0,NPC,0,102110101,-207705728,Spawn,,None
20042803,200428,0,NPC,0,102110110,-207705728,Despawn,,None
20042901,200429,0,NPC,0,0,1206140928,Despawn,,None
20042902,200429,0,NPC,0,102110101,-207705728,Spawn,,None
20042903,200429,0,NPC,0,102110110,-207705728,Despawn,,None
20043001,200430,0,NPC,0,0,1206140928,Despawn,,None
20043002,200430,0,NPC,0,102110101,-207705728,Spawn,,None
20043003,200430,0,NPC,0,102110110,-207705728,Despawn,,None
20043101,200431,0,NPC,0,0,1206140928,Despawn,,None
20043102,200431,0,NPC,0,102110110,-207705728,Spawn,,None
20043103,200431,0,NPC,0,0,-2042339328,Despawn,,None
20043201,200432,0,NPC,0,0,1206140928,Despawn,,None
20043202,200432,0,NPC,0,102110110,-207705728,Spawn,,None
20043203,200432,0,NPC,0,0,-2042339328,Despawn,,None
20043301,200433,0,NPC,0,0,1206140928,Despawn,,None
20043302,200433,0,NPC,0,102110110,-207705728,Spawn,,None
20043303,200433,0,NPC,0,0,-2042339328,Despawn,,None
20043401,200434,0,NPC,0,0,1206140928,Despawn,,None
20043402,200434,0,NPC,0,102110110,-207705728,Spawn,,None
20043403,200434,0,NPC,0,0,-2042339328,Despawn,,None
20043501,200435,0,NPC,0,0,1206140928,Despawn,,None
20043502,200435,0,NPC,0,102110110,-207705728,Spawn,,None
20043503,200435,0,NPC,0,0,-2042339328,Despawn,,None
20050101,200501,0,NPC,0,102410112,903514496,Despawn,,None
20050201,200502,0,NPC,0,0,-671311872,Despawn,,None
20050202,200502,0,NPC,0,102410112,913514496,Spawn,,None
20050301,200503,0,NPC,0,102410105,-207705728,Despawn,,None
20050401,200504,0,NPC,0,0,-671311872,Despawn,,None
20050402,200504,0,NPC,0,102410105,-207705728,Spawn,,None
20050501,200505,0,NPC,0,102410106,-207705728,Despawn,,None
20050601,200506,0,NPC,0,102410106,-207705728,Despawn,,None
20050701,200507,0,NPC,0,102410106,-207705728,Despawn,,None
20050801,200508,0,NPC,0,102410106,-207705728,Despawn,,None
20050901,200509,0,NPC,0,102410106,-207705728,Despawn,,None
20051001,200510,0,NPC,0,102410106,-207705728,Despawn,,None
20051101,200511,0,NPC,0,102410106,-207705728,Despawn,,None
20051201,200512,0,NPC,0,102410106,-207705728,Despawn,,None
20051301,200513,0,NPC,0,102410106,-207705728,Despawn,,None
20051401,200514,0,NPC,0,0,-671311872,Despawn,,None
20051402,200514,0,NPC,0,102410106,-207705728,Spawn,,None
20051403,200514,0,NPC,0,102410108,-207705728,Despawn,,None
20051501,200515,0,NPC,0,0,-671311872,Despawn,,None
20051502,200515,0,NPC,0,102410106,-207705728,Spawn,,None
20051503,200515,0,NPC,0,102410108,-207705728,Despawn,,None
20051601,200516,0,NPC,0,0,-671311872,Despawn,,None
20051602,200516,0,NPC,0,102410106,-207705728,Spawn,,None
20051603,200516,0,NPC,0,102410110,-207705728,Despawn,,None
20051701,200517,0,NPC,0,0,-671311872,Despawn,,None
20051702,200517,0,NPC,0,102410106,-207705728,Spawn,,None
20051703,200517,0,NPC,0,102410110,-207705728,Despawn,,None
20051801,200518,0,NPC,0,0,-671311872,Despawn,,None
20051802,200518,0,NPC,0,102410106,-207705728,Spawn,,None
20051803,200518,0,NPC,0,102410110,-207705728,Despawn,,None
20051901,200519,0,NPC,0,0,-671311872,Despawn,,None
20051902,200519,0,NPC,0,102410106,-207705728,Spawn,,None
20051903,200519,0,NPC,0,102410110,-207705728,Despawn,,None
20052001,200520,0,NPC,0,0,-671311872,Despawn,,None
20052002,200520,0,NPC,0,102410106,-207705728,Spawn,,None
20052003,200520,0,NPC,0,102410110,-207705728,Despawn,,None
20052101,200521,0,NPC,0,0,-671311872,Despawn,,None
20052102,200521,0,NPC,0,102410106,-207705728,Spawn,,None
20052103,200521,0,NPC,0,102410110,-207705728,Despawn,,None
20052201,200522,0,NPC,0,0,-671311872,Despawn,,None
20052202,200522,0,NPC,0,102410106,-207705728,Spawn,,None
20052203,200522,0,NPC,0,102410108,-207705728,Despawn,,None
20052301,200523,0,NPC,0,0,-671311872,Despawn,,None
20052302,200523,0,NPC,0,102410108,-207705728,Spawn,,None
20052303,200523,0,NPC,0,102410110,-207705728,Despawn,,None
20052401,200524,0,NPC,0,0,-671311872,Despawn,,None
20052402,200524,0,NPC,0,102410108,-207705728,Spawn,,None
20052403,200524,0,NPC,0,102410110,-207705728,Despawn,,None
20052501,200525,0,NPC,0,0,-671311872,Despawn,,None
20052502,200525,0,NPC,0,102410108,-207705728,Spawn,,None
20052503,200525,0,NPC,0,102410110,-207705728,Despawn,,None
20052601,200526,0,NPC,0,0,-671311872,Despawn,,None
20052602,200526,0,NPC,0,102410110,-207705728,Spawn,,None
20052603,200526,0,NPC,0,102410112,-207705728,Despawn,,None
20052701,200527,0,NPC,0,0,-671311872,Despawn,,None
20052702,200527,0,NPC,0,102410110,-207705728,Spawn,,None
20052703,200527,0,NPC,0,102410112,-207705728,Despawn,,None
20052801,200528,0,NPC,0,0,-671311872,Despawn,,None
20052802,200528,0,NPC,0,102410110,-207705728,Spawn,,None
20052803,200528,0,NPC,0,102510103,-207705728,Despawn,,None
20052901,200529,0,NPC,0,0,-671311872,Despawn,,None
20052902,200529,0,NPC,0,102410110,-207705728,Spawn,,None
20052903,200529,0,NPC,0,102510103,-207705728,Despawn,,None
20053001,200530,0,NPC,0,0,-671311872,Despawn,,None
20053002,200530,0,NPC,0,102410110,-207705728,Spawn,,None
20053003,200530,0,NPC,0,102410112,-207705728,Despawn,,None
20053101,200531,0,NPC,0,0,-671311872,Despawn,,None
20053102,200531,0,NPC,0,102410110,-207705728,Spawn,,None
20053103,200531,0,NPC,0,102410112,-207705728,Despawn,,None
20053201,200532,0,NPC,0,0,-671311872,Despawn,,None
20053202,200532,0,NPC,0,102410110,-207705728,Spawn,,None
20053203,200532,0,NPC,0,102510103,-207705728,Despawn,,None
20053301,200533,0,NPC,0,0,-671311872,Despawn,,None
20053302,200533,0,NPC,0,102410110,-207705728,Spawn,,None
20053303,200533,0,NPC,0,102510103,-207705728,Despawn,,None
20053401,200534,0,NPC,0,0,-671311872,Despawn,,None
20053402,200534,0,NPC,0,102410110,-207705728,Spawn,,None
20053403,200534,0,NPC,0,102510103,-207705728,Despawn,,None
20053501,200535,0,NPC,0,0,-671311872,Despawn,,None
20053502,200535,0,NPC,0,102410112,-207705728,Spawn,,None
20053503,200535,0,NPC,0,102510103,-207705728,Despawn,,None
20053601,200536,0,NPC,0,0,-671311872,Despawn,,None
20053602,200536,0,NPC,0,102410112,-207705728,Spawn,,None
20053603,200536,0,NPC,0,102510103,-207705728,Despawn,,None
20053701,200537,0,NPC,0,0,-671311872,Despawn,,None
20053702,200537,0,NPC,0,102410112,-207705728,Spawn,,None
20053703,200537,0,NPC,0,102510103,-207705728,Despawn,,None
20053801,200538,0,NPC,0,0,-671311872,Despawn,,None
20053802,200538,0,NPC,0,102410112,-207705728,Spawn,,None
20053803,200538,0,NPC,0,102510103,-207705728,Despawn,,None
20053901,200539,0,NPC,0,0,-671311872,Despawn,,None
20053902,200539,0,NPC,0,102510103,-207705728,Spawn,,None
20053903,200539,0,NPC,0,102510106,-207705728,Despawn,,None
20054001,200540,0,NPC,0,0,-671311872,Despawn,,None
20054002,200540,0,NPC,0,102510103,-207705728,Spawn,,None
20054003,200540,0,NPC,0,102510106,-207705728,Despawn,,None
20054101,200541,0,NPC,0,0,-671311872,Despawn,,None
