id,name_localkey,description_localkey,rank_type,grade,monster_range,class,element_id,model,size,model_scale,surface_prefer_target,statenhance_id,surface_battle_area,surface_battle_area_shielding_check,surface_monster_skill_group_id,surface_ai_id
-1674888387,Locale_Monster:12200101_name,Locale_Monster:12200101_description,Radial,Minion,Far,Attacker,500001,bmg001,1,15000,Random,1121,2,1,10001,10002
-1674880787,Locale_Monster:12100201_name,Locale_Monster:12100201_description,Radial,Minion,Near,Attacker,100001,bma002,1,17000,Random,1121,2,1,10001,10002
-1674880687,Locale_Monster:12100201_name,Locale_Monster:12100201_description,Radial,Minion,Near,Attacker,200001,bma002,1,17000,Random,1121,2,1,10001,10002
-1674880587,Locale_Monster:12100201_name,Locale_Monster:12100201_description,Radial,Minion,Near,Attacker,300001,bma002,1,17000,Random,1121,2,1,10001,10002
-1674880487,Locale_Monster:12100201_name,Locale_Monster:12100201_description,Radial,Minion,Near,Attacker,400001,bma002,1,17000,Random,1121,2,1,10001,10002
-1674880387,Locale_Monster:12100201_name,Locale_Monster:12100201_description,Radial,Minion,Near,Attacker,500001,bma002,1,17000,Random,1121,2,1,10001,10002
-1674879787,Locale_Monster:12100201_name,Locale_Monster:12100201_description,Radial,Minion,Mid,Attacker,100001,bma002,1,17000,Random,1121,2,1,10001,10002
-1674879687,Locale_Monster:12100201_name,Locale_Monster:12100201_description,Radial,Minion,Mid,Attacker,200001,bma002,1,17000,Random,1121,2,1,10001,10002
-1674879587,Locale_Monster:12100201_name,Locale_Monster:12100201_description,Radial,Minion,Mid,Attacker,300001,bma002,1,17000,Random,1121,2,1,10001,10002
-1674879487,Locale_Monster:12100201_name,Locale_Monster:12100201_description,Radial,Minion,Mid,Attacker,400001,bma002,1,17000,Random,1121,2,1,10001,10002
-1674879387,Locale_Monster:12100201_name,Locale_Monster:12100201_description,Radial,Minion,Mid,Attacker,500001,bma002,1,17000,Random,1121,2,1,10001,10002
-1674878787,Locale_Monster:12100201_name,Locale_Monster:12100201_description,Radial,Minion,Far,Attacker,100001,bma002,1,17000,Random,1121,2,1,10001,10002
-1674878687,Locale_Monster:12100201_name,Locale_Monster:12100201_description,Radial,Minion,Far,Attacker,200001,bma002,1,17000,Random,1121,2,1,10001,10002
-1674878587,Locale_Monster:12100201_name,Locale_Monster:12100201_description,Radial,Minion,Far,Attacker,300001,bma002,1,17000,Random,1121,2,1,10001,10002
-1674878487,Locale_Monster:12100201_name,Locale_Monster:12100201_description,Radial,Minion,Far,Attacker,400001,bma002,1,17000,Random,1121,2,1,10001,10002
-1674878387,Locale_Monster:12100201_name,Locale_Monster:12100201_description,Radial,Minion,Far,Attacker,500001,bma002,1,17000,Random,1121,2,1,10001,10002
-1654870787,Locale_Monster:32200501_name,Locale_Monster:32200501_description,Radial,Minion,Near,Defender,100001,mmg005,1,15000,Random,1123,2,1,10001,10002
-1654870687,Locale_Monster:32200501_name,Locale_Monster:32200501_description,Radial,Minion,Near,Defender,200001,mmg005,1,15000,Random,1123,2,1,10001,10002
-1654870587,Locale_Monster:32200501_name,Locale_Monster:32200501_description,Radial,Minion,Near,Defender,300001,mmg005,1,15000,Random,1123,2,1,10001,10002
-1654870487,Locale_Monster:32200501_name,Locale_Monster:32200501_description,Radial,Minion,Near,Defender,400001,mmg005,1,15000,Random,1123,2,1,10001,10002
-1654870387,Locale_Monster:32200501_name,Locale_Monster:32200501_description,Radial,Minion,Near,Defender,500001,mmg005,1,15000,Random,1123,2,1,10001,10002
-1654869787,Locale_Monster:32200501_name,Locale_Monster:32200501_description,Radial,Minion,Mid,Defender,100001,mmg005,1,15000,Random,1123,2,1,10001,10002
-1654869687,Locale_Monster:32200501_name,Locale_Monster:32200501_description,Radial,Minion,Mid,Defender,200001,mmg005,1,15000,Random,1123,2,1,10001,10002
-1654869587,Locale_Monster:32200501_name,Locale_Monster:32200501_description,Radial,Minion,Mid,Defender,300001,mmg005,1,15000,Random,1123,2,1,10001,10002
-1654869487,Locale_Monster:32200501_name,Locale_Monster:32200501_description,Radial,Minion,Mid,Defender,400001,mmg005,1,15000,Random,1123,2,1,10001,10002
-1654869387,Locale_Monster:32200501_name,Locale_Monster:32200501_description,Radial,Minion,Mid,Defender,500001,mmg005,1,15000,Random,1123,2,1,10001,10002
-1654868787,Locale_Monster:32200501_name,Locale_Monster:32200501_description,Radial,Minion,Far,Defender,100001,mmg005,1,15000,Random,1123,2,1,10001,10002
-1654868687,Locale_Monster:32200501_name,Locale_Monster:32200501_description,Radial,Minion,Far,Defender,200001,mmg005,1,15000,Random,1123,2,1,10001,10002
-1654868587,Locale_Monster:32200501_name,Locale_Monster:32200501_description,Radial,Minion,Far,Defender,300001,mmg005,1,15000,Random,1123,2,1,10001,10002
-1654868487,Locale_Monster:32200501_name,Locale_Monster:32200501_description,Radial,Minion,Far,Defender,400001,mmg005,1,15000,Random,1123,2,1,10001,10002
-1654868387,Locale_Monster:32200501_name,Locale_Monster:32200501_description,Radial,Minion,Far,Defender,500001,mmg005,1,15000,Random,1123,2,1,10001,10002
-1654860787,Locale_Monster:32100101_name,Locale_Monster:32100101_description,Radial,Minion,Near,Defender,100001,mma001,1,10000,Random,1123,2,1,10001,10002
-1654860687,Locale_Monster:32100101_name,Locale_Monster:32100101_description,Radial,Minion,Near,Defender,200001,mma001,1,10000,Random,1123,2,1,10001,10002
-1654860587,Locale_Monster:32100101_name,Locale_Monster:32100101_description,Radial,Minion,Near,Defender,300001,mma001,1,10000,Random,1123,2,1,10001,10002
-1654860487,Locale_Monster:32100101_name,Locale_Monster:32100101_description,Radial,Minion,Near,Defender,400001,mma001,1,10000,Random,1123,2,1,10001,10002
-1654860387,Locale_Monster:32100101_name,Locale_Monster:32100101_description,Radial,Minion,Near,Defender,500001,mma001,1,10000,Random,1123,2,1,10001,10002
-1654859787,Locale_Monster:32100101_name,Locale_Monster:32100101_description,Radial,Minion,Mid,Defender,100001,mma001,1,10000,Random,1123,2,1,10001,10002
-1654859687,Locale_Monster:32100101_name,Locale_Monster:32100101_description,Radial,Minion,Mid,Defender,200001,mma001,1,10000,Random,1123,2,1,10001,10002
-1654859587,Locale_Monster:32100101_name,Locale_Monster:32100101_description,Radial,Minion,Mid,Defender,300001,mma001,1,10000,Random,1123,2,1,10001,10002
-1654859487,Locale_Monster:32100101_name,Locale_Monster:32100101_description,Radial,Minion,Mid,Defender,400001,mma001,1,10000,Random,1123,2,1,10001,10002
-1654859387,Locale_Monster:32100101_name,Locale_Monster:32100101_description,Radial,Minion,Mid,Defender,500001,mma001,1,10000,Random,1123,2,1,10001,10002
-1654858787,Locale_Monster:32100101_name,Locale_Monster:32100101_description,Radial,Minion,Far,Defender,100001,mma001,1,10000,Random,1123,2,1,10001,10002
-1654858687,Locale_Monster:32100101_name,Locale_Monster:32100101_description,Radial,Minion,Far,Defender,200001,mma001,1,10000,Random,1123,2,1,10001,10002
-1654858587,Locale_Monster:32100101_name,Locale_Monster:32100101_description,Radial,Minion,Far,Defender,300001,mma001,1,10000,Random,1123,2,1,10001,10002
-1654858487,Locale_Monster:32100101_name,Locale_Monster:32100101_description,Radial,Minion,Far,Defender,400001,mma001,1,10000,Random,1123,2,1,10001,10002
-1654858387,Locale_Monster:32100101_name,Locale_Monster:32100101_description,Radial,Minion,Far,Defender,500001,mma001,1,10000,Random,1123,2,1,10001,10002
-1664850787,Locale_Monster:22200301_name,Locale_Monster:22200301_description,Radial,Minion,Near,Supporter,100001,emg003,1,15000,Random,1122,2,1,10001,10002
-1664850687,Locale_Monster:22200301_name,Locale_Monster:22200301_description,Radial,Minion,Near,Supporter,200001,emg003,1,15000,Random,1122,2,1,10001,10002
-1664850587,Locale_Monster:22200301_name,Locale_Monster:22200301_description,Radial,Minion,Near,Supporter,300001,emg003,1,15000,Random,1122,2,1,10001,10002
-1664850487,Locale_Monster:22200301_name,Locale_Monster:22200301_description,Radial,Minion,Near,Supporter,400001,emg003,1,15000,Random,1122,2,1,10001,10002
-1664850387,Locale_Monster:22200301_name,Locale_Monster:22200301_description,Radial,Minion,Near,Supporter,500001,emg003,1,15000,Random,1122,2,1,10001,10002
-1664849787,Locale_Monster:22200301_name,Locale_Monster:22200301_description,Radial,Minion,Mid,Supporter,100001,emg003,1,15000,Random,1122,2,1,10001,10002
-1664849687,Locale_Monster:22200301_name,Locale_Monster:22200301_description,Radial,Minion,Mid,Supporter,200001,emg003,1,15000,Random,1122,2,1,10001,10002
-1664849587,Locale_Monster:22200301_name,Locale_Monster:22200301_description,Radial,Minion,Mid,Supporter,300001,emg003,1,15000,Random,1122,2,1,10001,10002
-1664849487,Locale_Monster:22200301_name,Locale_Monster:22200301_description,Radial,Minion,Mid,Supporter,400001,emg003,1,15000,Random,1122,2,1,10001,10002
-1664849387,Locale_Monster:22200301_name,Locale_Monster:22200301_description,Radial,Minion,Mid,Supporter,500001,emg003,1,15000,Random,1122,2,1,10001,10002
-1664848787,Locale_Monster:22200301_name,Locale_Monster:22200301_description,Radial,Minion,Far,Supporter,100001,emg003,1,15000,Random,1122,2,1,10001,10002
-1664848687,Locale_Monster:22200301_name,Locale_Monster:22200301_description,Radial,Minion,Far,Supporter,200001,emg003,1,15000,Random,1122,2,1,10001,10002
-1664848587,Locale_Monster:22200301_name,Locale_Monster:22200301_description,Radial,Minion,Far,Supporter,300001,emg003,1,15000,Random,1122,2,1,10001,10002
-1664848487,Locale_Monster:22200301_name,Locale_Monster:22200301_description,Radial,Minion,Far,Supporter,400001,emg003,1,15000,Random,1122,2,1,10001,10002
-1664848387,Locale_Monster:22200301_name,Locale_Monster:22200301_description,Radial,Minion,Far,Supporter,500001,emg003,1,15000,Random,1122,2,1,10001,10002
-1664840787,Locale_Monster:22100201_name,Locale_Monster:22100201_description,Radial,Minion,Near,Supporter,100001,ema002,1,19000,Random,1122,2,1,10001,10002
-1664840687,Locale_Monster:22100201_name,Locale_Monster:22100201_description,Radial,Minion,Near,Supporter,200001,ema002,1,19000,Random,1122,2,1,10001,10002
-1664840587,Locale_Monster:22100201_name,Locale_Monster:22100201_description,Radial,Minion,Near,Supporter,300001,ema002,1,19000,Random,1122,2,1,10001,10002
-1664840487,Locale_Monster:22100201_name,Locale_Monster:22100201_description,Radial,Minion,Near,Supporter,400001,ema002,1,19000,Random,1122,2,1,10001,10002
-1664840387,Locale_Monster:22100201_name,Locale_Monster:22100201_description,Radial,Minion,Near,Supporter,500001,ema002,1,19000,Random,1122,2,1,10001,10002
-1664839787,Locale_Monster:22100201_name,Locale_Monster:22100201_description,Radial,Minion,Mid,Supporter,100001,ema002,1,19000,Random,1122,2,1,10001,10002
-1664839687,Locale_Monster:22100201_name,Locale_Monster:22100201_description,Radial,Minion,Mid,Supporter,200001,ema002,1,19000,Random,1122,2,1,10001,10002
-1664839587,Locale_Monster:22100201_name,Locale_Monster:22100201_description,Radial,Minion,Mid,Supporter,300001,ema002,1,19000,Random,1122,2,1,10001,10002
-1664839487,Locale_Monster:22100201_name,Locale_Monster:22100201_description,Radial,Minion,Mid,Supporter,400001,ema002,1,19000,Random,1122,2,1,10001,10002
