id,manager_id,stage_difficulty,stage_level,button_localkey,name_localkey,description_localkey,resource_id,stage_prefab,main_camera,enemy_camera,battle_action_zoom_in_fov,out_quad_time,ce004_open_condition_type_group_data/0/open_condition_type,ce004_open_condition_type_group_data/0/open_condition_value,ce004_open_condition_type_group_data/1/open_condition_type,ce004_open_condition_type_group_data/1/open_condition_value,monster_spawn_position,spawn_monster_id,spawn_monster_scale,clear_reward_count,delay_time,hint_time,battle_time,burst_time,time_group,seed_type,seed_group,help_tip_id,skill_position_group
204,101,Normal,4,Locale_Event:ce004_stage_button_name_04,Locale_Event:ce004_stage_name_meg006,Locale_Event:ce004_stage_monster_desc_meg006,ce004_monster_meg006,fmbg_simulation_001,main_camera_grd,enemy_camera_grd,32,3000,EventCE004MiniGameDataClear,203,EventDay,8,MonsterSpawner,204,15000,2,5000,25000,10000,20000,0,Random,213,10022,204
205,101,Normal,5,Locale_Event:ce004_stage_button_name_05,Locale_Event:ce004_stage_name_eea002,Locale_Event:ce004_stage_monster_desc_eea002,ce004_monster_eea002,fmbg_simulation_001,main_camera_grd,enemy_camera_grd,32,3000,EventCE004MiniGameDataClear,204,EventDay,8,MonsterSpawner,205,10000,2,5000,25000,10000,20000,0,Random,213,10022,205
206,101,Normal,6,Locale_Event:ce004_stage_button_name_06,Locale_Event:ce004_stage_name_bea001,Locale_Event:ce004_stage_monster_desc_bea001,ce004_monster_bea001,fmbg_simulation_001,main_camera_grd,enemy_camera_grd,32,3000,EventCE004MiniGameDataClear,205,EventDay,8,MonsterSpawner,206,18000,2,5000,25000,10000,20000,0,Random,213,10022,206
207,101,Normal,7,Locale_Event:ce004_stage_button_name_07,Locale_Event:ce004_stage_name_mca001,Locale_Event:ce004_stage_monster_desc_mca001,ce004_monster_mca001,fmbg_simulation_001,main_camera_fly,enemy_camera_fly,32,3000,EventCE004MiniGameDataClear,206,EventDay,8,MonsterSpawner,207,5500,3,5000,25000,10000,20000,0,Random,213,10022,207
301,101,Hard,1,Locale_Event:ce004_stage_button_name_01,Locale_Event:ce004_stage_name_mcg002,Locale_Event:ce004_stage_monster_desc_mcg002,ce004_monster_mcg002,fmbg_simulation_001,main_camera_grd,enemy_camera_grd,32,3000,EventCE004MiniGameDataClear,207,EventDay,15,MonsterSpawner,301,13000,2,5000,25000,10000,20000,0,Order,301,10023,301
302,101,Hard,2,Locale_Event:ce004_stage_button_name_02,Locale_Event:ce004_stage_name_bcg001,Locale_Event:ce004_stage_monster_desc_bcg001,ce004_monster_bcg001,fmbg_simulation_001,main_camera_grd,enemy_camera_grd,32,3000,EventCE004MiniGameDataClear,301,EventDay,15,MonsterSpawner,302,13000,2,5000,25000,10000,20000,0,Order,302,10023,302
303,101,Hard,3,Locale_Event:ce004_stage_button_name_03,Locale_Event:ce004_stage_name_ecg001,Locale_Event:ce004_stage_monster_desc_ecg001,ce004_monster_ecg001,fmbg_simulation_001,main_camera_grd,enemy_camera_grd,32,3000,EventCE004MiniGameDataClear,302,EventDay,15,MonsterSpawner,303,13000,2,5000,25000,10000,20000,0,Random,311,10023,303
304,101,Hard,4,Locale_Event:ce004_stage_button_name_04,Locale_Event:ce004_stage_name_mcg002,Locale_Event:ce004_stage_monster_desc_mcg002,ce004_monster_mcg002,fmbg_simulation_001,main_camera_grd,enemy_camera_grd,32,3000,EventCE004MiniGameDataClear,303,EventDay,15,MonsterSpawner,304,13000,2,5000,25000,10000,20000,301,Random,312,10023,304
305,101,Hard,5,Locale_Event:ce004_stage_button_name_05,Locale_Event:ce004_stage_name_bcg001,Locale_Event:ce004_stage_monster_desc_bcg001,ce004_monster_bcg001,fmbg_simulation_001,main_camera_grd,enemy_camera_grd,32,3000,EventCE004MiniGameDataClear,304,EventDay,15,MonsterSpawner,305,13000,2,5000,25000,10000,20000,301,Random,311,10023,305
306,101,Hard,6,Locale_Event:ce004_stage_button_name_06,Locale_Event:ce004_stage_name_ecg001,Locale_Event:ce004_stage_monster_desc_ecg001,ce004_monster_ecg001,fmbg_simulation_001,main_camera_grd,enemy_camera_grd,32,3000,EventCE004MiniGameDataClear,305,EventDay,15,MonsterSpawner,306,13000,2,5000,25000,10000,20000,301,Random,312,10023,306
307,101,Hard,7,Locale_Event:ce004_stage_button_name_07,Locale_Event:ce004_stage_name_eca001,Locale_Event:ce004_stage_monster_desc_eca001,ce004_monster_eca001,fmbg_simulation_001,main_camera_fly,enemy_camera_fly,32,3000,EventCE004MiniGameDataClear,306,EventDay,15,MonsterSpawner,307,13000,3,5000,25000,10000,20000,301,Random,313,10023,307
401,101,Challenge,1,Locale_Event:ce004_stage_button_name_01,Locale_Event:ce004_stage_challenge_name,Locale_Event:ce004_stage_challenge_desc,ce004_monster_challenge,fmbg_simulation_001,main_camera_grd,enemy_camera_grd,32,3000,EventCE004MiniGameDataClear,105,None,0,MonsterSpawner,401,17000,0,5000,25000,10000,20000,401,Order,401,10023,401
402,101,Challenge,2,Locale_Event:ce004_stage_button_name_01,Locale_Event:ce004_stage_challenge_name,Locale_Event:ce004_stage_challenge_desc,ce004_monster_challenge,fmbg_simulation_001,main_camera_grd,enemy_camera_grd,32,3000,EventCE004MiniGameDataClear,105,None,0,MonsterSpawner,402,18000,0,5000,25000,10000,20000,401,Order,402,10023,403
403,101,Challenge,3,Locale_Event:ce004_stage_button_name_01,Locale_Event:ce004_stage_challenge_name,Locale_Event:ce004_stage_challenge_desc,ce004_monster_challenge,fmbg_simulation_001,main_camera_grd,enemy_camera_grd,32,3000,EventCE004MiniGameDataClear,105,None,0,MonsterSpawner,403,13000,0,5000,25000,10000,20000,401,Random,311,10023,407
404,101,Challenge,4,Locale_Event:ce004_stage_button_name_01,Locale_Event:ce004_stage_challenge_name,Locale_Event:ce004_stage_challenge_desc,ce004_monster_challenge,fmbg_simulation_001,main_camera_grd,enemy_camera_grd,32,3000,EventCE004MiniGameDataClear,105,None,0,MonsterSpawner,404,13000,0,5000,25000,10000,20000,401,Random,312,10023,407
405,101,Challenge,5,Locale_Event:ce004_stage_button_name_01,Locale_Event:ce004_stage_challenge_name,Locale_Event:ce004_stage_challenge_desc,ce004_monster_challenge,fmbg_simulation_001,main_camera_grd,enemy_camera_grd,32,3000,EventCE004MiniGameDataClear,105,None,0,MonsterSpawner,405,13000,0,5000,25000,10000,20000,401,Random,313,10023,407
406,101,Challenge,6,Locale_Event:ce004_stage_button_name_01,Locale_Event:ce004_stage_challenge_name,Locale_Event:ce004_stage_challenge_desc,ce004_monster_challenge,fmbg_simulation_001,main_camera_fly,enemy_camera_fly,32,3000,EventCE004MiniGameDataClear,105,None,0,MonsterSpawner,406,7000,0,5000,25000,10000,20000,401,Random,311,10023,407
407,101,Challenge,7,Locale_Event:ce004_stage_button_name_01,Locale_Event:ce004_stage_challenge_name,Locale_Event:ce004_stage_challenge_desc,ce004_monster_challenge,fmbg_simulation_001,main_camera_fly,enemy_camera_fly,32,3000,EventCE004MiniGameDataClear,105,None,0,MonsterSpawner,407,5500,0,5000,25000,10000,20000,401,Random,312,10023,407
408,101,Challenge,8,Locale_Event:ce004_stage_button_name_01,Locale_Event:ce004_stage_challenge_name,Locale_Event:ce004_stage_challenge_desc,ce004_monster_challenge,fmbg_simulation_001,main_camera_fly,enemy_camera_fly,32,3000,EventCE004MiniGameDataClear,105,None,0,MonsterSpawner,408,13000,0,5000,25000,10000,20000,401,Random,313,10023,407
1101,102,Easy,1,Locale_Event:ce004_stage_button_name_01,Locale_Event:ce004_stage_name_mma001,Locale_Event:ce004_stage_monster_desc_mma001,ce004_monster_mma001,fmbg_simulation_001,main_camera_grd,enemy_camera_grd,32,3000,None,0,None,0,MonsterSpawner,1101,7000,2,5000,25000,10000,20000,0,Order,101,10021,101
1102,102,Easy,2,Locale_Event:ce004_stage_button_name_02,Locale_Event:ce004_stage_name_mmg005,Locale_Event:ce004_stage_monster_desc_mmg005,ce004_monster_mmg005,fmbg_simulation_001,main_camera_grd,enemy_camera_grd,32,3000,EventCE004MiniGameDataClear,1101,None,0,MonsterSpawner,1102,17000,2,5000,25000,10000,20000,0,Order,102,10021,102
1103,102,Easy,3,Locale_Event:ce004_stage_button_name_03,Locale_Event:ce004_stage_name_bca001,Locale_Event:ce004_stage_monster_desc_bca001,ce004_monster_bca001,fmbg_simulation_001,main_camera_fly,enemy_camera_fly,32,3000,EventCE004MiniGameDataClear,1102,None,0,MonsterSpawner,1107,7000,4,5000,25000,10000,20000,0,Order,103,10021,107
1201,102,Normal,1,Locale_Event:ce004_stage_button_name_01,Locale_Event:ce004_stage_name_meg006,Locale_Event:ce004_stage_monster_desc_meg006,ce004_monster_meg006,fmbg_simulation_001,main_camera_grd,enemy_camera_grd,32,3000,EventCE004MiniGameDataClear,1103,None,0,MonsterSpawner,1201,15000,2,5000,25000,10000,20000,0,Order,201,10022,201
1202,102,Normal,2,Locale_Event:ce004_stage_button_name_02,Locale_Event:ce004_stage_name_eea002,Locale_Event:ce004_stage_monster_desc_eea002,ce004_monster_eea002,fmbg_simulation_001,main_camera_grd,enemy_camera_grd,32,3000,EventCE004MiniGameDataClear,1201,None,0,MonsterSpawner,1202,10000,2,5000,25000,10000,20000,0,Order,202,10022,202
1203,102,Normal,3,Locale_Event:ce004_stage_button_name_03,Locale_Event:ce004_stage_name_bea001,Locale_Event:ce004_stage_monster_desc_bea001,ce004_monster_bea001,fmbg_simulation_001,main_camera_grd,enemy_camera_grd,32,3000,EventCE004MiniGameDataClear,1202,None,0,MonsterSpawner,1203,18000,2,5000,25000,10000,20000,0,Random,213,10022,203
1204,102,Normal,4,Locale_Event:ce004_stage_button_name_04,Locale_Event:ce004_stage_name_meg006,Locale_Event:ce004_stage_monster_desc_meg006,ce004_monster_meg006,fmbg_simulation_001,main_camera_grd,enemy_camera_grd,32,3000,EventCE004MiniGameDataClear,1203,None,0,MonsterSpawner,1204,15000,4,5000,25000,10000,20000,0,Random,213,10022,204
1205,102,Normal,5,Locale_Event:ce004_stage_button_name_05,Locale_Event:ce004_stage_name_eea002,Locale_Event:ce004_stage_monster_desc_eea002,ce004_monster_eea002,fmbg_simulation_001,main_camera_grd,enemy_camera_grd,32,3000,EventCE004MiniGameDataClear,1204,None,0,MonsterSpawner,1205,10000,2,5000,25000,10000,20000,0,Random,213,10022,205
1206,102,Normal,6,Locale_Event:ce004_stage_button_name_06,Locale_Event:ce004_stage_name_bea001,Locale_Event:ce004_stage_monster_desc_bea001,ce004_monster_bea001,fmbg_simulation_001,main_camera_grd,enemy_camera_grd,32,3000,EventCE004MiniGameDataClear,1205,None,0,MonsterSpawner,1206,18000,2,5000,25000,10000,20000,0,Random,213,10022,206
1207,102,Normal,7,Locale_Event:ce004_stage_button_name_07,Locale_Event:ce004_stage_name_mca001,Locale_Event:ce004_stage_monster_desc_mca001,ce004_monster_mca001,fmbg_simulation_001,main_camera_fly,enemy_camera_fly,32,3000,EventCE004MiniGameDataClear,1206,None,0,MonsterSpawner,1207,5500,4,5000,25000,10000,20000,0,Random,213,10022,207
1301,102,Hard,1,Locale_Event:ce004_stage_button_name_01,Locale_Event:ce004_stage_name_mcg002,Locale_Event:ce004_stage_monster_desc_mcg002,ce004_monster_mcg002,fmbg_simulation_001,main_camera_grd,enemy_camera_grd,32,3000,EventCE004MiniGameDataClear,1207,None,0,MonsterSpawner,1301,13000,2,5000,25000,10000,20000,0,Order,301,10023,301
1302,102,Hard,2,Locale_Event:ce004_stage_button_name_02,Locale_Event:ce004_stage_name_bcg001,Locale_Event:ce004_stage_monster_desc_bcg001,ce004_monster_bcg001,fmbg_simulation_001,main_camera_grd,enemy_camera_grd,32,3000,EventCE004MiniGameDataClear,1301,None,0,MonsterSpawner,1302,13000,2,5000,25000,10000,20000,0,Order,302,10023,302
1303,102,Hard,3,Locale_Event:ce004_stage_button_name_03,Locale_Event:ce004_stage_name_ecg001,Locale_Event:ce004_stage_monster_desc_ecg001,ce004_monster_ecg001,fmbg_simulation_001,main_camera_grd,enemy_camera_grd,32,3000,EventCE004MiniGameDataClear,1302,None,0,MonsterSpawner,1303,13000,2,5000,25000,10000,20000,0,Random,311,10023,303
1304,102,Hard,4,Locale_Event:ce004_stage_button_name_04,Locale_Event:ce004_stage_name_mcg002,Locale_Event:ce004_stage_monster_desc_mcg002,ce004_monster_mcg002,fmbg_simulation_001,main_camera_grd,enemy_camera_grd,32,3000,EventCE004MiniGameDataClear,1303,None,0,MonsterSpawner,1304,13000,4,5000,25000,10000,20000,301,Random,312,10023,304
1305,102,Hard,5,Locale_Event:ce004_stage_button_name_05,Locale_Event:ce004_stage_name_bcg001,Locale_Event:ce004_stage_monster_desc_bcg001,ce004_monster_bcg001,fmbg_simulation_001,main_camera_grd,enemy_camera_grd,32,3000,EventCE004MiniGameDataClear,1304,None,0,MonsterSpawner,1305,13000,2,5000,25000,10000,20000,301,Random,311,10023,305
1306,102,Hard,6,Locale_Event:ce004_stage_button_name_06,Locale_Event:ce004_stage_name_ecg001,Locale_Event:ce004_stage_monster_desc_ecg001,ce004_monster_ecg001,fmbg_simulation_001,main_camera_grd,enemy_camera_grd,32,3000,EventCE004MiniGameDataClear,1305,None,0,MonsterSpawner,1306,13000,2,5000,25000,10000,20000,301,Random,312,10023,306
1307,102,Hard,7,Locale_Event:ce004_stage_button_name_07,Locale_Event:ce004_stage_name_eca001,Locale_Event:ce004_stage_monster_desc_eca001,ce004_monster_eca001,fmbg_simulation_001,main_camera_fly,enemy_camera_fly,32,3000,EventCE004MiniGameDataClear,1306,None,0,MonsterSpawner,1307,13000,5,5000,25000,10000,20000,301,Random,313,10023,307
1401,102,Challenge,1,Locale_Event:ce004_stage_button_name_01,Locale_Event:ce004_stage_challenge_name,Locale_Event:ce004_stage_challenge_desc,ce004_monster_challenge,fmbg_simulation_001,main_camera_grd,enemy_camera_grd,32,3000,EventCE004MiniGameDataClear,1103,None,0,MonsterSpawner,1401,17000,0,5000,25000,10000,20000,401,Order,401,10023,401
1402,102,Challenge,2,Locale_Event:ce004_stage_button_name_01,Locale_Event:ce004_stage_challenge_name,Locale_Event:ce004_stage_challenge_desc,ce004_monster_challenge,fmbg_simulation_001,main_camera_grd,enemy_camera_grd,32,3000,EventCE004MiniGameDataClear,1103,None,0,MonsterSpawner,1402,18000,0,5000,25000,10000,20000,401,Order,402,10023,403
1403,102,Challenge,3,Locale_Event:ce004_stage_button_name_01,Locale_Event:ce004_stage_challenge_name,Locale_Event:ce004_stage_challenge_desc,ce004_monster_challenge,fmbg_simulation_001,main_camera_grd,enemy_camera_grd,32,3000,EventCE004MiniGameDataClear,1103,None,0,MonsterSpawner,1403,13000,0,5000,25000,10000,20000,401,Random,311,10023,407
1404,102,Challenge,4,Locale_Event:ce004_stage_button_name_01,Locale_Event:ce004_stage_challenge_name,Locale_Event:ce004_stage_challenge_desc,ce004_monster_challenge,fmbg_simulation_001,main_camera_grd,enemy_camera_grd,32,3000,EventCE004MiniGameDataClear,1103,None,0,MonsterSpawner,1404,13000,0,5000,25000,10000,20000,401,Random,312,10023,407
1405,102,Challenge,5,Locale_Event:ce004_stage_button_name_01,Locale_Event:ce004_stage_challenge_name,Locale_Event:ce004_stage_challenge_desc,ce004_monster_challenge,fmbg_simulation_001,main_camera_grd,enemy_camera_grd,32,3000,EventCE004MiniGameDataClear,1103,None,0,MonsterSpawner,1405,13000,0,5000,25000,10000,20000,401,Random,313,10023,407
1406,102,Challenge,6,Locale_Event:ce004_stage_button_name_01,Locale_Event:ce004_stage_challenge_name,Locale_Event:ce004_stage_challenge_desc,ce004_monster_challenge,fmbg_simulation_001,main_camera_fly,enemy_camera_fly,32,3000,EventCE004MiniGameDataClear,1103,None,0,MonsterSpawner,1406,7000,0,5000,25000,10000,20000,401,Random,311,10023,407
1407,102,Challenge,7,Locale_Event:ce004_stage_button_name_01,Locale_Event:ce004_stage_challenge_name,Locale_Event:ce004_stage_challenge_desc,ce004_monster_challenge,fmbg_simulation_001,main_camera_fly,enemy_camera_fly,32,3000,EventCE004MiniGameDataClear,1103,None,0,MonsterSpawner,1407,5500,0,5000,25000,10000,20000,401,Random,312,10023,407
1408,102,Challenge,8,Locale_Event:ce004_stage_button_name_01,Locale_Event:ce004_stage_challenge_name,Locale_Event:ce004_stage_challenge_desc,ce004_monster_challenge,fmbg_simulation_001,main_camera_fly,enemy_camera_fly,32,3000,EventCE004MiniGameDataClear,1103,None,0,MonsterSpawner,1408,13000,0,5000,25000,10000,20000,401,Random,313,10023,407
