id,theme,object_type,order,random_group,object_resource,object_thumbnail_resource,layer_group
102019,CityForest,Decoration,19,yellow_flower_group,fsbg_object_cityforest_decoration_06_01,fsbg_object_cityforest_decoration_06_01_thumbnail,2
102020,CityForest,Decoration,20,yellow_flower_group,fsbg_object_cityforest_decoration_06_02,fsbg_object_cityforest_decoration_06_02_thumbnail,2
102021,CityForest,Decoration,21,yellow_flower_group,fsbg_object_cityforest_decoration_06_03,fsbg_object_cityforest_decoration_06_03_thumbnail,2
102022,CityForest,Decoration,22,yellow_flower_group,fsbg_object_cityforest_decoration_06_04,fsbg_object_cityforest_decoration_06_04_thumbnail,2
102023,CityForest,Decoration,23,yellow_flower_group,fsbg_object_cityforest_decoration_06_05,fsbg_object_cityforest_decoration_06_05_thumbnail,2
102024,CityForest,Decoration,24,purple_flower_group,fsbg_object_cityforest_decoration_07_01,fsbg_object_cityforest_decoration_07_01_thumbnail,2
102025,CityForest,Decoration,25,purple_flower_group,fsbg_object_cityforest_decoration_07_02,fsbg_object_cityforest_decoration_07_02_thumbnail,2
102026,CityForest,Decoration,26,purple_flower_group,fsbg_object_cityforest_decoration_07_03,fsbg_object_cityforest_decoration_07_03_thumbnail,2
102027,CityForest,Decoration,27,purple_flower_group,fsbg_object_cityforest_decoration_07_04,fsbg_object_cityforest_decoration_07_04_thumbnail,2
102028,CityForest,Decoration,28,purple_flower_group,fsbg_object_cityforest_decoration_07_05,fsbg_object_cityforest_decoration_07_05_thumbnail,2
102029,CityForest,Decoration,29,green_grass_group,fsbg_object_cityforest_decoration_08_01,fsbg_object_cityforest_decoration_08_01_thumbnail,2
102030,CityForest,Decoration,30,green_grass_group,fsbg_object_cityforest_decoration_08_02,fsbg_object_cityforest_decoration_08_02_thumbnail,2
102031,CityForest,Decoration,31,green_grass_group,fsbg_object_cityforest_decoration_08_03,fsbg_object_cityforest_decoration_08_03_thumbnail,2
102032,CityForest,Decoration,32,green_grass_group,fsbg_object_cityforest_decoration_08_04,fsbg_object_cityforest_decoration_08_04_thumbnail,2
102033,CityForest,Decoration,33,green_grass_group,fsbg_object_cityforest_decoration_08_05,fsbg_object_cityforest_decoration_08_05_thumbnail,2
102034,CityForest,Decoration,34,stone_tower_group,fsbg_object_cityforest_decoration_09_01,fsbg_object_cityforest_decoration_09_01_thumbnail,2
102035,CityForest,Decoration,35,stone_tower_group,fsbg_object_cityforest_decoration_09_02,fsbg_object_cityforest_decoration_09_02_thumbnail,2
102036,CityForest,Decoration,36,stone_tower_group,fsbg_object_cityforest_decoration_09_03,fsbg_object_cityforest_decoration_09_03_thumbnail,2
102037,CityForest,Decoration,37,stone_tower_group,fsbg_object_cityforest_decoration_09_04,fsbg_object_cityforest_decoration_09_04_thumbnail,2
102038,CityForest,Decoration,38,stone_tower_group,fsbg_object_cityforest_decoration_09_05,fsbg_object_cityforest_decoration_09_05_thumbnail,2
102039,CityForest,Decoration,39,key_item_group,fsbg_object_cityforest_decoration_10_01,fsbg_object_cityforest_decoration_10_01_thumbnail,2
102040,CityForest,Decoration,40,key_item_group,fsbg_object_cityforest_decoration_11_01,fsbg_object_cityforest_decoration_11_01_thumbnail,2
102041,CityForest,Decoration,41,key_item_group,fsbg_object_cityforest_decoration_12_01,fsbg_object_cityforest_decoration_12_01_thumbnail,2
103001,CityForest,Side,1,low_wall_group,fsbg_object_cityforest_side_01_01,fsbg_object_cityforest_side_01_01_thumb,3
103002,CityForest,Side,2,barricade_group,fsbg_object_cityforest_side_02_01,fsbg_object_cityforest_side_02_01_thumb,3
104001,CityForest,Bridge,1,bridge_group,fsbg_object_cityforest_bridge_01_01,fsbg_object_cityforest_bridge_01_01_thumb,1
105001,CityForest,Stairs,1,stair_group_1,fsbg_object_cityforest_stair_01_01,fsbg_object_cityforest_stair_01_01_thumb,1
105002,CityForest,Stairs,2,stair_group_2,fsbg_object_cityforest_stair_02_01,fsbg_object_cityforest_stair_02_01_thumb,1
105003,CityForest,Stairs,3,stair_group_3,fsbg_object_cityforest_stair_03_01,fsbg_object_cityforest_stair_03_01_thumb,1
106001,CityForest,Event,1,interaction_object_group,fsbg_io_button_001_01,fsbg_io_button_001_01_thumb,1
106002,CityForest,Event,2,interaction_object_group,fsbg_io_bridge_001_01,fsbg_io_bridge_001_01_thumb,1
106003,CityForest,Event,3,interaction_object_group,fsbg_io_portal_001_01,fsbg_io_portal_001_01_thumb,1
106004,CityForest,Event,4,interaction_object_group,fsbg_io_barricade_gate_01_01,fsbg_io_barricade_gate_01_01_thumbnail,1
106005,CityForest,Event,5,interaction_object_group,fsbg_io_watchtower_001_01,fsbg_io_watchtower_001_01_thumbnail,1
106006,CityForest,Event,6,interaction_object_group,fsbg_io_button_002_01,fsbg_io_button_002_01_thumb,1
106007,CityForest,Event,7,interaction_object_group,fsbg_io_button_004_01,fsbg_io_button_004_01_thumb,1
106008,CityForest,Event,8,interaction_object_group,fsbg_io_empty_001_01,fsbg_io_empty_001_01_thumb,1
106009,CityForest,Event,9,interaction_object_group,fsbg_io_chasegoal_001_01,fsbg_io_chasegoal_001_01_thumb,1
106010,CityForest,Event,10,interaction_object_group,fsbg_io_button_003_01,fsbg_io_button_003_01_thumb,1
106011,CityForest,Event,11,interaction_object_group,fsbg_io_narrativesign_001_01,fsbg_io_narrativesign_001_01_thumb,1
106012,CityForest,Event,12,interaction_object_group,fsbg_io_narrativesign_002_01,fsbg_io_narrativesign_002_01_thumb,1
106013,CityForest,Event,13,interaction_object_group,fsbg_io_heliport_001_01,fsbg_io_heliport_001_01_thumb,1
106014,CityForest,Event,14,interaction_object_group,fsbg_io_chasenpc_001_01_var,fsbg_io_chasegoal_001_01_thumb,1
106015,CityForest,Event,15,interaction_object_group,fsbg_io_chasenpc_001_02_var,fsbg_io_chasegoal_001_01_thumb,1
107001,CityForest,PassableBlocking,1,passable_forest_group,fsbg_object_cityforest_passableblocking_01_01,fsbg_object_cityforest_passableblocking_01_01_thumb,1
107002,CityForest,PassableBlocking,2,passable_forest_group,fsbg_object_cityforest_blocking_02_01,fsbg_object_cityforest_blocking_05_03_thumbnail,1
