id,event_quest_manager_id,condition_type,condition_value,name_localkey,description_localkey,next_quest_id,end_scenario_id,reward_id
1000210,10002,EventQuest_Stage_Group_Clear,100202.0,Locale_SubQuest:EVENT_QUEST_NAME_1000210,Locale_SubQuest:EVENT_QUEST_DESC_1000210,1000211,event_firstaffection_07,1320110
1000211,10002,Outpost_Select,22401.0,Locale_SubQuest:EVENT_QUEST_NAME_1000211,Locale_SubQuest:EVENT_QUEST_DESC_1000211,1000212,event_firstaffection_08,1320111
1000212,10002,End,,Locale_SubQuest:EVENT_QUEST_NAME_1000212,Locale_SubQuest:EVENT_QUEST_DESC_1000212,0,,0
1000301,10003,Outpost_Select,22401.0,Locale_SubQuest:EVENT_QUEST_NAME_1000301,Locale_SubQuest:EVENT_QUEST_DESC_1000301,1000302,event_1yearalready_01,1320201
1000302,10003,Outpost_Select,10201.0,Locale_SubQuest:EVENT_QUEST_NAME_1000302,Locale_SubQuest:EVENT_QUEST_DESC_1000302,1000303,event_1yearalready_02,1320202
1000303,10003,Outpost_Select,10601.0,Locale_SubQuest:EVENT_QUEST_NAME_1000303,Locale_SubQuest:EVENT_QUEST_DESC_1000303,1000304,event_1yearalready_03,1320203
1000304,10003,Outpost_Select,10801.0,Locale_SubQuest:EVENT_QUEST_NAME_1000304,Locale_SubQuest:EVENT_QUEST_DESC_1000304,1000305,event_1yearalready_04,1320204
1000305,10003,Outpost_Select,10301.0,Locale_SubQuest:EVENT_QUEST_NAME_1000305,Locale_SubQuest:EVENT_QUEST_DESC_1000305,1000306,event_1yearalready_05,1320205
1000306,10003,Outpost_Select,10501.0,Locale_SubQuest:EVENT_QUEST_NAME_1000306,Locale_SubQuest:EVENT_QUEST_DESC_1000306,1000307,event_1yearalready_06,1320206
1000307,10003,Outpost_Select,10401.0,Locale_SubQuest:EVENT_QUEST_NAME_1000307,Locale_SubQuest:EVENT_QUEST_DESC_1000307,1000308,event_1yearalready_07,1320207
1000308,10003,Outpost_Select,22401.0,Locale_SubQuest:EVENT_QUEST_NAME_1000308,Locale_SubQuest:EVENT_QUEST_DESC_1000308,1000309,event_1yearalready_08,1320208
1000309,10003,Outpost_Building_Enter,22401.0,Locale_SubQuest:EVENT_QUEST_NAME_1000309,Locale_SubQuest:EVENT_QUEST_DESC_1000309,1000310,event_1yearalready_epilogue,1320209
1000310,10003,End,,Locale_SubQuest:EVENT_QUEST_NAME_1000310,Locale_SubQuest:EVENT_QUEST_DESC_1000310,0,,0
1000401,10004,Outpost_Select,22401.0,Locale_SubQuest:EVENT_QUEST_NAME_1000401,Locale_SubQuest:EVENT_QUEST_DESC_1000401,1000402,event_liarsend_01,1320301
1000402,10004,Outpost_View,0.0,Locale_SubQuest:EVENT_QUEST_NAME_1000402,Locale_SubQuest:EVENT_QUEST_DESC_1000402,1000403,event_liarsend_02,1320302
1000403,10004,Outpost_Select,10401.0,Locale_SubQuest:EVENT_QUEST_NAME_1000403,Locale_SubQuest:EVENT_QUEST_DESC_1000403,1000404,event_liarsend_03,1320303
1000404,10004,Outpost_Select,10101.0,Locale_SubQuest:EVENT_QUEST_NAME_1000404,Locale_SubQuest:EVENT_QUEST_DESC_1000404,1000405,event_liarsend_04,1320304
1000405,10004,Outpost_Select,10201.0,Locale_SubQuest:EVENT_QUEST_NAME_1000405,Locale_SubQuest:EVENT_QUEST_DESC_1000405,1000406,event_liarsend_05,1320305
1000406,10004,Outpost_Select,10301.0,Locale_SubQuest:EVENT_QUEST_NAME_1000406,Locale_SubQuest:EVENT_QUEST_DESC_1000406,1000407,event_liarsend_06,1320306
1000407,10004,Outpost_View,0.0,Locale_SubQuest:EVENT_QUEST_NAME_1000407,Locale_SubQuest:EVENT_QUEST_DESC_1000407,1000408,event_liarsend_07,1320307
1000408,10004,Normal_Chapter_View,2.0,Locale_SubQuest:EVENT_QUEST_NAME_1000408,Locale_SubQuest:EVENT_QUEST_DESC_1000408,1000409,event_liarsend_08,1320308
1000409,10004,EventQuest_Stage_Group_Clear,100401.0,Locale_SubQuest:EVENT_QUEST_NAME_1000409,Locale_SubQuest:EVENT_QUEST_DESC_1000409,1000410,event_liarsend_10,1320309
1000410,10004,EventQuest_Stage_Group_Clear,100402.0,Locale_SubQuest:EVENT_QUEST_NAME_1000410,Locale_SubQuest:EVENT_QUEST_DESC_1000410,1000411,,1320310
1000411,10004,Outpost_View,0.0,Locale_SubQuest:EVENT_QUEST_NAME_1000411,Locale_SubQuest:EVENT_QUEST_DESC_1000411,1000412,event_liarsend_12,1320311
1000412,10004,End,,Locale_SubQuest:EVENT_QUEST_NAME_1000412,Locale_SubQuest:EVENT_QUEST_DESC_1000412,0,,0
1000501,10005,Outpost_View,0.0,Locale_SubQuest:EVENT_QUEST_NAME_1000501,Locale_SubQuest:EVENT_QUEST_DESC_1000501,1000502,event_nonsensered_1,1320401
1000502,10005,Outpost_Select,22401.0,Locale_SubQuest:EVENT_QUEST_NAME_1000502,Locale_SubQuest:EVENT_QUEST_DESC_1000502,1000503,event_nonsensered_2,1320402
1000503,10005,Outpost_View,0.0,Locale_SubQuest:EVENT_QUEST_NAME_1000503,Locale_SubQuest:EVENT_QUEST_DESC_1000503,1000504,event_nonsensered_3,1320403
1000504,10005,Lobby_Enter,0.0,Locale_SubQuest:EVENT_QUEST_NAME_1000504,Locale_SubQuest:EVENT_QUEST_DESC_1000504,1000505,event_nonsensered_4,1320404
1000505,10005,Normal_Chapter_View,4.0,Locale_SubQuest:EVENT_QUEST_NAME_1000505,Locale_SubQuest:EVENT_QUEST_DESC_1000505,1000506,event_nonsensered_5,1320405
1000506,10005,EventQuest_Stage_Group_Clear,100501.0,Locale_SubQuest:EVENT_QUEST_NAME_1000506,Locale_SubQuest:EVENT_QUEST_DESC_1000506,1000507,event_nonsensered_6,1320406
1000507,10005,Outpost_Select,22401.0,Locale_SubQuest:EVENT_QUEST_NAME_1000507,Locale_SubQuest:EVENT_QUEST_DESC_1000507,1000508,event_nonsensered_7,1320407
1000508,10005,End,,Locale_SubQuest:EVENT_QUEST_NAME_1000508,Locale_SubQuest:EVENT_QUEST_DESC_1000508,0,,0
1000601,10006,Outpost_Select,22401.0,Locale_SubQuest:EVENT_QUEST_NAME_1000601,Locale_SubQuest:EVENT_QUEST_DESC_1000601,1000602,event_outofuniform_01,1320501
1000602,10006,Outpost_Select,10401.0,Locale_SubQuest:EVENT_QUEST_NAME_1000602,Locale_SubQuest:EVENT_QUEST_DESC_1000602,1000603,event_outofuniform_02,1320502
1000603,10006,Outpost_Select,10501.0,Locale_SubQuest:EVENT_QUEST_NAME_1000603,Locale_SubQuest:EVENT_QUEST_DESC_1000603,1000604,event_outofuniform_03,1320503
1000604,10006,Outpost_Select,10601.0,Locale_SubQuest:EVENT_QUEST_NAME_1000604,Locale_SubQuest:EVENT_QUEST_DESC_1000604,1000605,event_outofuniform_04,1320504
1000605,10006,Outpost_Select,10601.0,Locale_SubQuest:EVENT_QUEST_NAME_1000605,Locale_SubQuest:EVENT_QUEST_DESC_1000605,1000606,event_outofuniform_05,1320505
1000606,10006,Outpost_Select,23301.0,Locale_SubQuest:EVENT_QUEST_NAME_1000606,Locale_SubQuest:EVENT_QUEST_DESC_1000606,1000607,event_outofuniform_06,1320506
1000607,10006,End,,Locale_SubQuest:EVENT_QUEST_NAME_1000607,Locale_SubQuest:EVENT_QUEST_DESC_1000607,0,,0
1000701,10007,Outpost_Select,22401.0,Locale_SubQuest:EVENT_QUEST_NAME_1000701,Locale_SubQuest:EVENT_QUEST_DESC_1000701,1000702,event_foolburstday_01,1320601
1000702,10007,Outpost_Select,10501.0,Locale_SubQuest:EVENT_QUEST_NAME_1000702,Locale_SubQuest:EVENT_QUEST_DESC_1000702,1000703,event_foolburstday_02,1320602
1000703,10007,Outpost_Select,10201.0,Locale_SubQuest:EVENT_QUEST_NAME_1000703,Locale_SubQuest:EVENT_QUEST_DESC_1000703,1000704,event_foolburstday_03,1320603
1000704,10007,Outpost_Select,10401.0,Locale_SubQuest:EVENT_QUEST_NAME_1000704,Locale_SubQuest:EVENT_QUEST_DESC_1000704,1000705,event_foolburstday_04,1320604
1000705,10007,Outpost_Select,10301.0,Locale_SubQuest:EVENT_QUEST_NAME_1000705,Locale_SubQuest:EVENT_QUEST_DESC_1000705,1000706,event_foolburstday_05,1320605
1000706,10007,Outpost_Select,23501.0,Locale_SubQuest:EVENT_QUEST_NAME_1000706,Locale_SubQuest:EVENT_QUEST_DESC_1000706,1000707,event_foolburstday_06,1320606
1000707,10007,Outpost_Select,10601.0,Locale_SubQuest:EVENT_QUEST_NAME_1000707,Locale_SubQuest:EVENT_QUEST_DESC_1000707,1000708,event_foolburstday_07,1320607
1000708,10007,Normal_Chapter_View,4.0,Locale_SubQuest:EVENT_QUEST_NAME_1000708,Locale_SubQuest:EVENT_QUEST_DESC_1000708,1000709,,1320608
1000709,10007,EventQuest_Stage_Clear,6600701.0,Locale_SubQuest:EVENT_QUEST_NAME_1000709,Locale_SubQuest:EVENT_QUEST_DESC_1000709,1000710,,1320609
1000710,10007,EventQuest_Stage_Group_Clear,100701.0,Locale_SubQuest:EVENT_QUEST_NAME_1000710,Locale_SubQuest:EVENT_QUEST_DESC_1000710,1000711,,1320610
1000711,10007,EventQuest_Stage_Group_Clear,100702.0,Locale_SubQuest:EVENT_QUEST_NAME_1000711,Locale_SubQuest:EVENT_QUEST_DESC_1000711,1000712,,1320611
1000712,10007,Outpost_Select,22401.0,Locale_SubQuest:EVENT_QUEST_NAME_1000712,Locale_SubQuest:EVENT_QUEST_DESC_1000712,1000713,event_foolburstday_11,1320612
1000713,10007,Normal_Chapter_View,4.0,Locale_SubQuest:EVENT_QUEST_NAME_1000713,Locale_SubQuest:EVENT_QUEST_DESC_1000713,1000714,,1320613
1000714,10007,EventQuest_Stage_Clear,6600707.0,Locale_SubQuest:EVENT_QUEST_NAME_1000714,Locale_SubQuest:EVENT_QUEST_DESC_1000714,1000715,,1320614
1000715,10007,Outpost_Select,10601.0,Locale_SubQuest:EVENT_QUEST_NAME_1000715,Locale_SubQuest:EVENT_QUEST_DESC_1000715,1000716,event_foolburstday_13,1320615
1000716,10007,Outpost_Select,22401.0,Locale_SubQuest:EVENT_QUEST_NAME_1000716,Locale_SubQuest:EVENT_QUEST_DESC_1000716,1000717,event_foolburstday_14,1320616
1000717,10007,End,,Locale_SubQuest:EVENT_QUEST_NAME_1000717,Locale_SubQuest:EVENT_QUEST_DESC_1000717,0,,0
