id,group_id,skill_type,collider_start_time,collider_end_time,projectile_resource,projectile_hit_resource,projectile_start_time,projectile_fire_time,projectile_maximum_height,projectile_size,projectile_speed,projectile_direction,projectile_life_time,move_start_time,move_end_time,maximum_jump_height,damage,decrease_shield_gauge,is_down,eve_guard_able,special_skill_type,special_skill_warning_time,special_skill_eve_warning_time,dodge_skill_delay_time,can_be_canceled_by_perfect_parry,by_perfect_parry_ani_direction,attack_direction,strong_hit,focus_eve,focus_eve_start_time,focus_eve_end_time,use_collider_type/0/name,use_collider_type/0/value,use_collider_type/1/name,use_collider_type/1/value,use_collider_type/10/name,use_collider_type/10/value,use_collider_type/11/name,use_collider_type/11/value,use_collider_type/12/name,use_collider_type/12/value,use_collider_type/13/name,use_collider_type/13/value,use_collider_type/14/name,use_collider_type/14/value,use_collider_type/2/name,use_collider_type/2/value,use_collider_type/3/name,use_collider_type/3/value,use_collider_type/4/name,use_collider_type/4/value,use_collider_type/5/name,use_collider_type/5/value,use_collider_type/6/name,use_collider_type/6/value,use_collider_type/7/name,use_collider_type/7/value,use_collider_type/8/name,use_collider_type/8/value,use_collider_type/9/name,use_collider_type/9/value
220,2010,Projectile,0,0,proj_ce006_abaddon_LaserAura_02,proj_ce006_abaddon_LaserAura_02_hit,360,360,0,100,1200,2,700,0,0,0,8,8,False,False,None,0,0,0,False,Left,Left,True,False,0,0,use_collider_type,HeadCircle,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221,2010,Projectile,0,0,proj_ce006_abaddon_LaserAura_02,proj_ce006_abaddon_LaserAura_02_hit,390,390,0,100,1200,2,700,0,0,0,8,8,False,False,None,0,0,0,False,Left,Left,True,False,0,0,use_collider_type,HeadCircle,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222,2010,Projectile,0,0,proj_ce006_abaddon_LaserAura_02,proj_ce006_abaddon_LaserAura_02_hit,420,420,0,100,1200,2,700,0,0,0,8,8,False,False,None,0,0,0,False,Left,Left,True,False,0,0,use_collider_type,HeadCircle,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223,2010,Projectile,0,0,proj_ce006_abaddon_LaserAura_02,proj_ce006_abaddon_LaserAura_02_hit,450,450,0,100,1200,2,700,0,0,0,8,8,False,False,None,0,0,0,False,Left,Left,True,False,0,0,use_collider_type,HeadCircle,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224,2011,Basic,170,200,,,0,0,0,0,0,0,0,0,0,0,7,8,False,True,None,0,0,0,False,Left,Center,True,True,0,200,use_collider_type,LeftWeapon,use_collider_type,RightWeapon,,,,,,,,,,,,,,,,,,,,,,,,,,
225,2011,Basic,486,506,,,0,0,0,0,0,0,0,0,0,0,8,8,False,True,None,0,0,0,False,Left,Center,True,True,200,506,use_collider_type,LeftWeapon,use_collider_type,RightWeapon,,,,,,,,,,,,,,,,,,,,,,,,,,
226,2011,Basic,545,568,,,0,0,0,0,0,0,0,0,0,0,10,8,False,True,None,0,0,0,False,Right,Right,False,True,506,568,use_collider_type,RightWeapon,,,,,,,,,,,,,,,,,,,,,,,,,,,,
227,2011,Basic,683,716,,,0,0,0,0,0,0,0,0,0,0,15,12,False,True,None,0,0,0,True,Right,Left,True,True,568,720,use_collider_type,LeftWeapon,use_collider_type,RightWeapon,,,,,,,,,,,,,,,,,,,,,,,,,,
228,2013,Basic,210,230,,,0,0,0,0,0,0,0,146,210,2,40,30,True,False,Yellow,10,0,0,False,Left,Left,True,True,0,210,use_collider_type,LeftWeapon,use_collider_type,LeftHandSkillRange,,,,,,,,,,,,,,,,,,,,,,,,,,
229,2014,Basic,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,False,True,None,0,0,0,False,Left,Left,False,True,0,160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230,2015,Basic,188,210,,,0,0,0,0,0,0,0,0,0,0,15,10,False,True,None,0,0,0,False,Left,Left,True,True,0,205,use_collider_type,LeftWeapon,use_collider_type,RightWeapon,,,,,,,,,,,,,,,,,,,,,,,,,,
231,2015,Basic,333,350,,,0,0,0,0,0,0,0,0,0,0,25,15,True,False,Yellow,250,0,0,False,Right,Right,True,True,205,300,use_collider_type,RightWeapon,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301,3001,Basic,103,130,,,0,0,0,0,0,0,0,0,0,0,50,25,False,False,None,0,0,0,False,Left,Left,True,True,0,293,use_collider_type,RoarRange,,,,,,,,,,,,,,,,,,,,,,,,,,,,
302,3002,Basic,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,False,False,None,0,0,0,False,Left,Left,False,True,0,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
303,3003,Basic,80,100,,,0,0,0,0,0,0,0,0,0,0,20,12,False,True,None,0,0,0,False,Left,Center,False,True,0,100,use_collider_type,LeftUpperArm,use_collider_type,LeftForeArm,use_collider_type,LeftFinger8,use_collider_type,LeftFinger9,use_collider_type,LeftFinger10,use_collider_type,LeftFinger11,,,use_collider_type,LeftHand,use_collider_type,LeftFinger1,use_collider_type,LeftFinger2,use_collider_type,LeftFinger3,use_collider_type,LeftFinger4,use_collider_type,LeftFinger5,use_collider_type,LeftFinger6,use_collider_type,LeftFinger7
304,3003,Basic,160,180,,,0,0,0,0,0,0,0,0,0,0,30,13,False,True,None,0,0,0,True,Center,Right,True,True,100,220,use_collider_type,RightUpperArm,use_collider_type,RightForeArm,use_collider_type,RightFinger8,use_collider_type,RightFinger9,use_collider_type,RightFinger10,use_collider_type,RightFinger11,,,use_collider_type,RightHand,use_collider_type,RightFinger1,use_collider_type,RightFinger2,use_collider_type,RightFinger3,use_collider_type,RightFinger4,use_collider_type,RightFinger5,use_collider_type,RightFinger6,use_collider_type,RightFinger7
305,3004,Basic,140,160,,,0,0,0,0,0,0,0,0,0,0,20,12,False,True,None,0,0,0,False,Right,Right,False,True,0,160,use_collider_type,RightUpperArm,use_collider_type,RightForeArm,use_collider_type,RightFinger8,use_collider_type,RightFinger9,use_collider_type,RightFinger10,use_collider_type,RightFinger11,,,use_collider_type,RightHand,use_collider_type,RightFinger1,use_collider_type,RightFinger2,use_collider_type,RightFinger3,use_collider_type,RightFinger4,use_collider_type,RightFinger5,use_collider_type,RightFinger6,use_collider_type,RightFinger7
306,3004,Basic,190,210,,,0,0,0,0,0,0,0,0,0,0,30,13,False,True,None,0,0,0,True,Center,Left,False,True,160,210,use_collider_type,LeftUpperArm,use_collider_type,LeftForeArm,use_collider_type,LeftFinger8,use_collider_type,LeftFinger9,use_collider_type,LeftFinger10,use_collider_type,LeftFinger11,,,use_collider_type,LeftHand,use_collider_type,LeftFinger1,use_collider_type,LeftFinger2,use_collider_type,LeftFinger3,use_collider_type,LeftFinger4,use_collider_type,LeftFinger5,use_collider_type,LeftFinger6,use_collider_type,LeftFinger7
307,3005,Basic,156,166,,,0,0,0,0,0,0,0,0,0,0,15,7,False,True,None,0,0,0,False,Left,Left,False,True,0,166,use_collider_type,LeftUpperArm,use_collider_type,LeftForeArm,use_collider_type,LeftFinger8,use_collider_type,LeftFinger9,use_collider_type,LeftFinger10,use_collider_type,LeftFinger11,,,use_collider_type,LeftHand,use_collider_type,LeftFinger1,use_collider_type,LeftFinger2,use_collider_type,LeftFinger3,use_collider_type,LeftFinger4,use_collider_type,LeftFinger5,use_collider_type,LeftFinger6,use_collider_type,LeftFinger7
308,3005,Basic,215,230,,,0,0,0,0,0,0,0,0,0,0,15,7,False,True,None,0,0,0,False,Right,Right,False,True,266,230,use_collider_type,RightUpperArm,use_collider_type,RightForeArm,use_collider_type,RightFinger8,use_collider_type,RightFinger9,use_collider_type,RightFinger10,use_collider_type,RightFinger11,,,use_collider_type,RightHand,use_collider_type,RightFinger1,use_collider_type,RightFinger2,use_collider_type,RightFinger3,use_collider_type,RightFinger4,use_collider_type,RightFinger5,use_collider_type,RightFinger6,use_collider_type,RightFinger7
309,3005,Basic,260,270,,,0,0,0,0,0,0,0,0,0,0,15,7,False,True,None,0,0,0,False,Left,Left,False,True,230,276,use_collider_type,LeftUpperArm,use_collider_type,LeftForeArm,use_collider_type,LeftFinger8,use_collider_type,LeftFinger9,use_collider_type,LeftFinger10,use_collider_type,LeftFinger11,,,use_collider_type,LeftHand,use_collider_type,LeftFinger1,use_collider_type,LeftFinger2,use_collider_type,LeftFinger3,use_collider_type,LeftFinger4,use_collider_type,LeftFinger5,use_collider_type,LeftFinger6,use_collider_type,LeftFinger7
310,3005,Basic,360,383,,,0,0,0,0,0,0,0,0,0,0,15,7,False,True,None,0,0,0,False,Left,Center,False,True,276,384,use_collider_type,LeftUpperArm,use_collider_type,LeftForeArm,use_collider_type,LeftFinger8,use_collider_type,LeftFinger9,use_collider_type,LeftFinger10,use_collider_type,LeftFinger11,use_collider_type,LeftHandSkillRange,use_collider_type,LeftHand,use_collider_type,LeftFinger1,use_collider_type,LeftFinger2,use_collider_type,LeftFinger3,use_collider_type,LeftFinger4,use_collider_type,LeftFinger5,use_collider_type,LeftFinger6,use_collider_type,LeftFinger7
311,3005,Basic,510,530,,,0,0,0,0,0,0,0,0,0,0,20,7,True,False,Purple,475,485,30,False,Right,Center,True,True,384,566,use_collider_type,RightUpperArm,use_collider_type,RightForeArm,use_collider_type,RightFinger8,use_collider_type,RightFinger9,use_collider_type,RightFinger10,use_collider_type,RightFinger11,,,use_collider_type,RightHand,use_collider_type,RightFinger1,use_collider_type,RightFinger2,use_collider_type,RightFinger3,use_collider_type,RightFinger4,use_collider_type,RightFinger5,use_collider_type,RightFinger6,use_collider_type,RightFinger7
312,3006,Basic,183,200,,,0,0,0,0,0,0,0,0,0,0,15,7,False,True,None,0,0,0,False,Right,Right,False,True,0,193,use_collider_type,RightUpperArm,use_collider_type,RightForeArm,use_collider_type,RightFinger8,use_collider_type,RightFinger9,use_collider_type,RightFinger10,use_collider_type,RightFinger11,,,use_collider_type,RightHand,use_collider_type,RightFinger1,use_collider_type,RightFinger2,use_collider_type,RightFinger3,use_collider_type,RightFinger4,use_collider_type,RightFinger5,use_collider_type,RightFinger6,use_collider_type,RightFinger7
313,3006,Basic,220,235,,,0,0,0,0,0,0,0,0,0,0,15,7,False,True,None,0,0,0,False,Left,Left,False,True,193,230,use_collider_type,LeftUpperArm,use_collider_type,LeftForeArm,use_collider_type,LeftFinger8,use_collider_type,LeftFinger9,use_collider_type,LeftFinger10,use_collider_type,LeftFinger11,,,use_collider_type,LeftHand,use_collider_type,LeftFinger1,use_collider_type,LeftFinger2,use_collider_type,LeftFinger3,use_collider_type,LeftFinger4,use_collider_type,LeftFinger5,use_collider_type,LeftFinger6,use_collider_type,LeftFinger7
314,3006,Basic,246,270,,,0,0,0,0,0,0,0,0,0,0,15,7,False,True,None,0,0,0,False,Right,Right,False,True,230,270,use_collider_type,RightUpperArm,use_collider_type,RightForeArm,use_collider_type,RightFinger8,use_collider_type,RightFinger9,use_collider_type,RightFinger10,use_collider_type,RightFinger11,,,use_collider_type,RightHand,use_collider_type,RightFinger1,use_collider_type,RightFinger2,use_collider_type,RightFinger3,use_collider_type,RightFinger4,use_collider_type,RightFinger5,use_collider_type,RightFinger6,use_collider_type,RightFinger7
315,3006,Basic,280,295,,,0,0,0,0,0,0,0,0,0,0,15,7,False,True,None,0,0,0,False,Left,Left,False,True,270,293,use_collider_type,LeftUpperArm,use_collider_type,LeftForeArm,use_collider_type,LeftFinger8,use_collider_type,LeftFinger9,use_collider_type,LeftFinger10,use_collider_type,LeftFinger11,,,use_collider_type,LeftHand,use_collider_type,LeftFinger1,use_collider_type,LeftFinger2,use_collider_type,LeftFinger3,use_collider_type,LeftFinger4,use_collider_type,LeftFinger5,use_collider_type,LeftFinger6,use_collider_type,LeftFinger7
316,3006,Basic,346,360,,,0,0,0,0,0,0,0,0,0,0,20,7,False,True,None,0,0,0,True,Center,Right,True,True,293,356,use_collider_type,RightUpperArm,use_collider_type,RightForeArm,use_collider_type,RightFinger8,use_collider_type,RightFinger9,use_collider_type,RightFinger10,use_collider_type,RightFinger11,use_collider_type,RightHandSkillRange,use_collider_type,RightHand,use_collider_type,RightFinger1,use_collider_type,RightFinger2,use_collider_type,RightFinger3,use_collider_type,RightFinger4,use_collider_type,RightFinger5,use_collider_type,RightFinger6,use_collider_type,RightFinger7
317,3007,Basic,150,280,,,0,0,0,0,0,0,0,0,0,0,50,25,True,False,Yellow,20,0,0,False,Left,Left,True,True,0,100,use_collider_type,Head,use_collider_type,Body,,,,,,,,,,,,,,,,,,,,,,,,,,
335,3007,Basic,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,False,False,None,0,0,0,False,Left,Left,True,True,446,573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318,3008,Projectile,0,0,proj_ce006_stalker_LengthShockWaves,proj_ce006_stalker_LengthShockWaves_hit,123,123,150,100,1500,2,400,0,0,0,40,25,False,False,Yellow,10,0,0,False,Left,Left,True,True,0,150,use_collider_type,Head,,,,,,,,,,,,,,,,,,,,,,,,,,,,
319,3009,Basic,126,136,,,0,0,0,0,0,0,0,0,0,0,10,7,False,True,None,0,0,0,False,Left,Left,False,True,0,136,use_collider_type,LeftUpperArm,use_collider_type,LeftForeArm,use_collider_type,LeftFinger8,use_collider_type,LeftFinger9,use_collider_type,LeftFinger10,use_collider_type,LeftFinger11,,,use_collider_type,LeftHand,use_collider_type,LeftFinger1,use_collider_type,LeftFinger2,use_collider_type,LeftFinger3,use_collider_type,LeftFinger4,use_collider_type,LeftFinger5,use_collider_type,LeftFinger6,use_collider_type,LeftFinger7
320,3009,Basic,186,200,,,0,0,0,0,0,0,0,0,0,0,10,7,False,True,None,0,0,0,False,Right,Right,False,True,136,200,use_collider_type,RightUpperArm,use_collider_type,RightForeArm,use_collider_type,RightFinger8,use_collider_type,RightFinger9,use_collider_type,RightFinger10,use_collider_type,RightFinger11,,,use_collider_type,RightHand,use_collider_type,RightFinger1,use_collider_type,RightFinger2,use_collider_type,RightFinger3,use_collider_type,RightFinger4,use_collider_type,RightFinger5,use_collider_type,RightFinger6,use_collider_type,RightFinger7
