id,manager_id,tower_group_id,linked_group_id,is_for_cinematic,tower_type,tower_name,tower_description,tower_resource,tower_projectile,tower_hit_effect,tower_icon,tower_level,tower_cost,tower_open_condition_stage_order,tower_open_condition_stage_clear,tower_reinforce_type,tower_reinforce_value_01,tower_reinforce_value_02,attack_range,attack_priority_01,attack_priority_02,attack_type,attack_effect_range,attack_target_count,attack_projectile_approach_time,attack_projectile_max_height,attack_projectile_missile_propulsion_start_timing,attack_movement_type,tower_stat_atk,tower_stat_def_penetration,tower_stat_rpm,tower_rpm_text,tower_stat_cast_delay,apply_debuff,apply_chance,apply_debuff_hold_time,hit_effect_print_type,tower_burst_skill,tower_default_buff,tower_skill_list/0/tower_skill_group,tower_skill_list/0/tower_skill_set_first_lv,tower_skill_list/1/tower_skill_group,tower_skill_list/1/tower_skill_set_first_lv
100110301,1001,1001103,0,False,Tower,Locale_Event:td_tower_name_cannontower_lv1,Locale_Event:td_tower_description_cannontower_lv1,fortheking/tower/tower_cannon_tower_lv1,fx_m_fortheking_projectile_cannon,fx_m_fortheking_hit_cannon,icn_tower_cannon_tower,1,90,0,0,LevelUp,100110302,0,2000,Standard,None,CannonProjectile,400,0,120,1200,0,Ground,15,0,20,Locale_Event:td_rpm_slow,0,0,0,0,HitPoint,0,0,0,0,0,0
100110302,1001,1001103,0,False,Tower,Locale_Event:td_tower_name_cannontower_lv2,Locale_Event:td_tower_description_cannontower_lv2,fortheking/tower/tower_cannon_tower_lv2,fx_m_fortheking_projectile_cannon,fx_m_fortheking_hit_cannon,icn_tower_cannon_tower,2,170,0,0,LevelUp,100110303,0,2050,Standard,None,CannonProjectile,400,0,120,1200,0,Ground,23,0,20,Locale_Event:td_rpm_slow,0,0,0,0,HitPoint,0,0,0,0,0,0
100110303,1001,1001103,0,False,Tower,Locale_Event:td_tower_name_cannontower_lv3,Locale_Event:td_tower_description_cannontower_lv3,fortheking/tower/tower_cannon_tower_lv3,fx_m_fortheking_projectile_cannon,fx_m_fortheking_hit_cannon,icn_tower_cannon_tower,3,250,4,0,Evolve,100110304,100110305,2100,Standard,None,CannonProjectile,400,0,120,1200,0,Ground,30,0,20,Locale_Event:td_rpm_slow,0,0,0,0,HitPoint,0,0,0,0,0,0
100110304,1001,1001103,0,False,Tower,Locale_Event:td_tower_name_missiletower,Locale_Event:td_tower_description_missiletower,fortheking/tower/tower_missile_tower,fx_m_fortheking_projectile_missile,fx_m_fortheking_hit_missile,icn_tower_missile_tower,4,390,7,0,SkillLvUp,0,0,2250,FlyFirst,Standard,MissileProjectile,400,0,80,1800,60,All,23,0,40,Locale_Event:td_rpm_common,0,0,0,0,HitPoint,0,0,109,0,110,0
100110305,1001,1001103,0,False,Tower,Locale_Event:td_tower_name_emptower,Locale_Event:td_tower_description_emptower,fortheking/tower/tower_emp_tower,,fx_m_fortheking_hit_emp,icn_tower_emp_tower,4,390,10,0,SkillLvUp,0,0,2100,Standard,None,SelfRadius,2100,0,0,0,0,Ground,49,0,20,Locale_Event:td_rpm_slow,100,0,0,0,HitPoint,0,0,111,0,112,0
100110401,1001,1001104,0,False,Tower,Locale_Event:td_tower_name_icecannontower_lv1,Locale_Event:td_tower_description_icecannontower_lv1,fortheking/tower/tower_icecannon_tower_lv1,fx_m_fortheking_projectile_cannon_ice,fx_m_fortheking_hit_cannon_ice,icn_tower_icecannon_tower,1,80,0,0,LevelUp,100110402,0,2000,Standard,None,CannonProjectile,400,0,120,900,0,Ground,8,0,20,Locale_Event:td_rpm_slow,0,100101,10000,300,HitPoint,0,0,0,0,0,0
100110402,1001,1001104,0,False,Tower,Locale_Event:td_tower_name_icecannontower_lv2,Locale_Event:td_tower_description_icecannontower_lv2,fortheking/tower/tower_icecannon_tower_lv2,fx_m_fortheking_projectile_cannon_ice,fx_m_fortheking_hit_cannon_ice,icn_tower_icecannon_tower,2,160,0,0,LevelUp,100110403,0,2050,Standard,None,CannonProjectile,400,0,120,900,0,Ground,12,0,20,Locale_Event:td_rpm_slow,0,100103,10000,300,HitPoint,0,0,0,0,0,0
100110403,1001,1001104,0,False,Tower,Locale_Event:td_tower_name_icecannontower_lv3,Locale_Event:td_tower_description_icecannontower_lv3,fortheking/tower/tower_icecannon_tower_lv3,fx_m_fortheking_projectile_cannon_ice,fx_m_fortheking_hit_cannon_ice,icn_tower_icecannon_tower,3,230,4,0,Evolve,100110404,100110405,2100,Standard,None,CannonProjectile,400,0,120,900,0,Ground,16,0,20,Locale_Event:td_rpm_slow,0,100104,10000,300,HitPoint,0,0,0,0,0,0
100110404,1001,1001104,0,False,Tower,Locale_Event:td_tower_name_blizzardtower,Locale_Event:td_tower_description_blizzardtower,fortheking/tower/tower_blizzard_tower,,fx_m_fortheking_hit_blizzard,icn_tower_blizzard_tower,4,360,7,0,SkillLvUp,0,0,2600,Standard,None,SelfRadius,2600,0,0,0,0,Ground,17,0,20,Locale_Event:td_rpm_slow,0,100104,10000,300,HitPoint,0,0,113,0,114,0
100110405,1001,1001104,0,False,Tower,Locale_Event:td_tower_name_iceshootertower,Locale_Event:td_tower_description_iceshootertower,fortheking/tower/tower_iceshooter_tower,,fx_m_fortheking_hit_instant_ice,icn_tower_iceshooter_tower,4,360,10,0,SkillLvUp,0,0,2150,Standard,None,Instant,250,3,0,0,0,All,9,0,60,Locale_Event:td_rpm_fast,0,100104,10000,300,Everyone,0,0,115,0,116,0
100120101,1001,1001201,0,False,Hero,Locale_Event:td_tower_name_marian_lv1,Locale_Event:td_tower_description_marian_lv1,fortheking/tower/tower_marian_lv1,,fx_m_fortheking_hit_instant_purple,hero_marian,1,0,0,0,LevelUp,100120102,0,2250,BossFirst,Standard,Instant,0,1,0,0,0,All,13,300,60,Locale_Event:td_rpm_fast,0,0,0,0,Everyone,20101,0,0,0,0,0
100120102,1001,1001201,0,False,Hero,Locale_Event:td_tower_name_marian_lv2,Locale_Event:td_tower_description_marian_lv2,fortheking/tower/tower_marian_lv2,,fx_m_fortheking_hit_instant_purple,hero_marian,2,190,0,0,LevelUp,100120103,0,2300,BossFirst,Standard,Instant,0,1,0,0,0,All,20,600,60,Locale_Event:td_rpm_fast,0,0,0,0,Everyone,20102,0,0,0,0,0
100120103,1001,1001201,0,False,Hero,Locale_Event:td_tower_name_marian_lv3,Locale_Event:td_tower_description_marian_lv3,fortheking/tower/tower_marian_lv3,,fx_m_fortheking_hit_instant_purple,hero_marian,3,280,4,0,Evolve,100120104,0,2350,BossFirst,Standard,Instant,0,1,0,0,0,All,26,900,60,Locale_Event:td_rpm_fast,0,0,0,0,Everyone,20103,0,0,0,0,0
100120104,1001,1001201,0,False,Hero,Locale_Event:td_tower_name_marian_evl,Locale_Event:td_tower_description_marian_evl,fortheking/tower/tower_marian_evl,,fx_m_fortheking_hit_instant_purple,hero_marian,4,450,7,0,SkillLvUp,0,0,2500,BossFirst,Standard,Instant,0,1,0,0,0,All,32,1500,70,Locale_Event:td_rpm_veryfast,0,0,0,0,Everyone,20104,0,117,0,118,0
100120201,1001,1001202,1,False,Hero,Locale_Event:td_tower_name_crown_lv1,Locale_Event:td_tower_description_crown_lv1,fortheking/tower/tower_crown_lv1,,fx_m_fortheking_hit_instant_divinity,hero_crown,1,0,0,0,LevelUp,100120202,0,2050,Standard,None,Instant,200,3,0,0,0,All,7,0,40,Locale_Event:td_rpm_common,0,100101,10000,300,Everyone,20201,10011111,0,0,0,0
100120202,1001,1001202,1,False,Hero,Locale_Event:td_tower_name_crown_lv2,Locale_Event:td_tower_description_crown_lv2,fortheking/tower/tower_crown_lv2,,fx_m_fortheking_hit_instant_divinity,hero_crown,2,190,0,0,LevelUp,100120203,0,2100,Standard,None,Instant,250,3,0,0,0,All,11,0,40,Locale_Event:td_rpm_common,0,100101,10000,300,Everyone,20202,10011111,0,0,0,0
100120203,1001,1001202,1,False,Hero,Locale_Event:td_tower_name_crown_lv3,Locale_Event:td_tower_description_crown_lv3,fortheking/tower/tower_crown_lv3,,fx_m_fortheking_hit_instant_divinity,hero_crown,3,280,4,0,Evolve,100120204,0,2150,Standard,None,Instant,300,3,0,0,0,All,14,0,40,Locale_Event:td_rpm_common,0,100101,10000,300,Everyone,20203,10011111,0,0,0,0
100120204,1001,1001202,1,False,Hero,Locale_Event:td_tower_name_crown_evl,Locale_Event:td_tower_description_crown_evl,fortheking/tower/tower_crown_evl,,fx_m_fortheking_hit_instant_divinity,hero_crown,4,450,7,0,SkillLvUp,0,0,2250,Standard,None,Instant,400,3,0,0,0,All,15,0,50,Locale_Event:td_rpm_fast,0,100101,10000,300,Everyone,20204,10011111,119,0,120,0
100120301,1001,1001203,0,False,Hero,Locale_Event:td_tower_name_kilo_lv1,Locale_Event:td_tower_description_kilo_lv1,fortheking/tower/tower_kilo_lv1,,fx_m_fortheking_hit_instant,hero_kilo,1,0,0,0,LevelUp,100120302,0,2100,Standard,None,Instant,300,3,0,0,0,All,11,0,50,Locale_Event:td_rpm_fast,0,0,0,0,Everyone,20301,0,0,0,0,0
100120302,1001,1001203,0,False,Hero,Locale_Event:td_tower_name_kilo_lv2,Locale_Event:td_tower_description_kilo_lv2,fortheking/tower/tower_kilo_lv2,,fx_m_fortheking_hit_instant,hero_kilo,2,190,0,0,LevelUp,100120303,0,2150,Standard,None,Instant,350,3,0,0,0,All,17,0,50,Locale_Event:td_rpm_fast,0,0,0,0,Everyone,20302,0,0,0,0,0
100120303,1001,1001203,0,False,Hero,Locale_Event:td_tower_name_kilo_lv3,Locale_Event:td_tower_description_kilo_lv3,fortheking/tower/tower_kilo_lv3,,fx_m_fortheking_hit_instant,hero_kilo,3,280,4,0,Evolve,100120304,0,2200,Standard,None,Instant,400,3,0,0,0,All,22,0,50,Locale_Event:td_rpm_fast,0,0,0,0,Everyone,20303,0,0,0,0,0
100120304,1001,1001203,0,False,Hero,Locale_Event:td_tower_name_kilo_evl,Locale_Event:td_tower_description_kilo_evl,fortheking/tower/tower_kilo_evl,,fx_m_fortheking_hit_instant,hero_kilo,4,450,7,0,SkillLvUp,0,0,2300,Standard,None,Instant,500,5,0,0,0,All,26,0,60,Locale_Event:td_rpm_fast,0,0,0,0,Everyone,20304,0,121,0,122,0
100120401,1001,1001204,0,False,Hero,Locale_Event:td_tower_name_snowwhite_lv1,Locale_Event:td_tower_description_snowwhite_lv1,fortheking/tower/tower_snowwhite_lv1,fx_m_fortheking_projectile_pulsesniper_orange,fx_m_fortheking_hit_pulsesniper_orange,hero_snowwhite,1,0,8,0,LevelUp,100120402,0,2450,BossFirst,Standard,Projectile,0,1,10,0,0,All,25,5000,30,Locale_Event:td_rpm_common,0,0,0,0,Everyone,20401,0,0,0,0,0
100120402,1001,1001204,0,False,Hero,Locale_Event:td_tower_name_snowwhite_lv2,Locale_Event:td_tower_description_snowwhite_lv2,fortheking/tower/tower_snowwhite_lv2,fx_m_fortheking_projectile_pulsesniper_orange,fx_m_fortheking_hit_pulsesniper_orange,hero_snowwhite,2,190,8,0,LevelUp,100120403,0,2550,BossFirst,Standard,Projectile,0,1,10,0,0,All,38,6500,30,Locale_Event:td_rpm_common,0,0,0,0,Everyone,20402,0,0,0,0,0
100120403,1001,1001204,0,False,Hero,Locale_Event:td_tower_name_snowwhite_lv3,Locale_Event:td_tower_description_snowwhite_lv3,fortheking/tower/tower_snowwhite_lv3,fx_m_fortheking_projectile_pulsesniper_orange,fx_m_fortheking_hit_pulsesniper_orange,hero_snowwhite,3,280,8,0,Evolve,100120404,0,2650,BossFirst,Standard,Projectile,0,1,10,0,0,All,50,8000,30,Locale_Event:td_rpm_common,0,0,0,0,Everyone,20403,0,0,0,0,0
100120404,1001,1001204,0,False,Hero,Locale_Event:td_tower_name_snowwhite_evl,Locale_Event:td_tower_description_snowwhite_evl,fortheking/tower/tower_snowwhite_evl,fx_m_fortheking_projectile_pulsesniper_orange,fx_m_fortheking_hit_pulsesniper_orange,hero_snowwhite,4,450,8,0,SkillLvUp,0,0,3150,BossFirst,Standard,Projectile,0,1,10,0,0,All,55,10000,40,Locale_Event:td_rpm_common,0,0,0,0,Everyone,20404,0,123,0,124,0
100120501,1001,1001205,0,False,Hero,Locale_Event:td_tower_name_scarlet_lv1,Locale_Event:td_tower_description_scarlet_lv1,fortheking/tower/tower_scarlet_lv1,fx_m_fortheking_projectile_sword,fx_m_fortheking_hit_sword,hero_scarlet,1,0,8,0,LevelUp,100120502,0,1800,BossFirst,Standard,Projectile,0,1,15,0,0,All,14,0,70,Locale_Event:td_rpm_veryfast,0,0,0,0,Everyone,20501,0,0,0,0,0
100120502,1001,1001205,0,False,Hero,Locale_Event:td_tower_name_scarlet_lv2,Locale_Event:td_tower_description_scarlet_lv2,fortheking/tower/tower_scarlet_lv2,fx_m_fortheking_projectile_sword,fx_m_fortheking_hit_sword,hero_scarlet,2,190,8,0,LevelUp,100120503,0,1850,BossFirst,Standard,Projectile,0,1,15,0,0,All,21,0,70,Locale_Event:td_rpm_veryfast,0,0,0,0,Everyone,20502,0,0,0,0,0
100120503,1001,1001205,0,False,Hero,Locale_Event:td_tower_name_scarlet_lv3,Locale_Event:td_tower_description_scarlet_lv3,fortheking/tower/tower_scarlet_lv3,fx_m_fortheking_projectile_sword,fx_m_fortheking_hit_sword,hero_scarlet,3,280,8,0,Evolve,100120504,0,1900,BossFirst,Standard,Projectile,0,1,15,0,0,All,28,0,70,Locale_Event:td_rpm_veryfast,0,0,0,0,Everyone,20503,0,0,0,0,0
100120504,1001,1001205,0,False,Hero,Locale_Event:td_tower_name_scarlet_evl,Locale_Event:td_tower_description_scarlet_evl,fortheking/tower/tower_scarlet_evl,fx_m_fortheking_projectile_sword,fx_m_fortheking_hit_sword,hero_scarlet,4,450,8,0,SkillLvUp,0,0,2000,BossFirst,Standard,Projectile,0,1,15,0,0,All,35,0,80,Locale_Event:td_rpm_veryfast,0,0,0,0,Everyone,20504,0,125,0,126,0
100120601,1001,1001206,0,False,Hero,Locale_Event:td_tower_name_rapunzel_lv1,Locale_Event:td_tower_description_rapunzel_lv1,fortheking/tower/tower_rapunzel_lv1,fx_m_fortheking_projectile_r_divinity,fx_m_fortheking_hit_r_divinity,hero_rapunzel,1,0,8,0,LevelUp,100120602,0,2000,Standard,None,Projectile,400,0,25,0,0,All,11,0,20,Locale_Event:td_rpm_slow,0,100101,10000,300,HitPoint,20601,0,0,0,0,0
100120602,1001,1001206,0,False,Hero,Locale_Event:td_tower_name_rapunzel_lv2,Locale_Event:td_tower_description_rapunzel_lv2,fortheking/tower/tower_rapunzel_lv2,fx_m_fortheking_projectile_r_divinity,fx_m_fortheking_hit_r_divinity,hero_rapunzel,2,190,8,0,LevelUp,100120603,0,2050,Standard,None,Projectile,450,0,25,0,0,All,17,0,20,Locale_Event:td_rpm_slow,0,100101,10000,300,HitPoint,20602,0,0,0,0,0
100120603,1001,1001206,0,False,Hero,Locale_Event:td_tower_name_rapunzel_lv3,Locale_Event:td_tower_description_rapunzel_lv3,fortheking/tower/tower_rapunzel_lv3,fx_m_fortheking_projectile_r_divinity,fx_m_fortheking_hit_r_divinity,hero_rapunzel,3,280,8,0,Evolve,100120604,0,2100,Standard,None,Projectile,500,0,25,0,0,All,22,0,20,Locale_Event:td_rpm_slow,0,100101,10000,300,HitPoint,20603,0,0,0,0,0
100120604,1001,1001206,0,False,Hero,Locale_Event:td_tower_name_rapunzel_evl,Locale_Event:td_tower_description_rapunzel_evl,fortheking/tower/tower_rapunzel_evl,fx_m_fortheking_projectile_r_divinity,fx_m_fortheking_hit_r_divinity,hero_rapunzel,4,450,8,0,SkillLvUp,0,0,2200,Standard,None,Projectile,600,0,25,0,0,All,23,0,30,Locale_Event:td_rpm_common,0,100101,10000,400,HitPoint,20604,0,127,0,128,0
100120701,1001,1001207,1,False,Hero,Locale_Event:td_tower_name_crownnakedking_lv1,Locale_Event:td_tower_description_crownnakedking_lv1,fortheking/tower/tower_crownnakedking_lv1,,fx_m_fortheking_hit_plasma,hero_crownspecial,1,0,17,100116,LevelUp,100120702,0,2200,Standard,None,SelfRadius,2200,0,0,0,0,All,25,0,20,Locale_Event:td_rpm_slow,100,0,0,0,HitPoint,20701,10011121,0,0,0,0
100120702,1001,1001207,1,False,Hero,Locale_Event:td_tower_name_crownnakedking_lv2,Locale_Event:td_tower_description_crownnakedking_lv2,fortheking/tower/tower_crownnakedking_lv2,,fx_m_fortheking_hit_plasma,hero_crownspecial,2,190,17,100116,LevelUp,100120703,0,2250,Standard,None,SelfRadius,2250,0,0,0,0,All,38,0,20,Locale_Event:td_rpm_slow,100,0,0,0,HitPoint,20702,10011121,0,0,0,0
100120703,1001,1001207,1,False,Hero,Locale_Event:td_tower_name_crownnakedking_lv3,Locale_Event:td_tower_description_crownnakedking_lv3,fortheking/tower/tower_crownnakedking_lv3,,fx_m_fortheking_hit_plasma,hero_crownspecial,3,280,17,100116,Evolve,100120704,0,2300,Standard,None,SelfRadius,2300,0,0,0,0,All,50,0,20,Locale_Event:td_rpm_slow,100,0,0,0,HitPoint,20703,10011121,0,0,0,0
100120704,1001,1001207,1,False,Hero,Locale_Event:td_tower_name_crownnakedking_evl,Locale_Event:td_tower_description_crownnakedking_evl,fortheking/tower/tower_crownnakedking_evl,,fx_m_fortheking_hit_plasma,hero_crownspecial,4,450,17,100116,SkillLvUp,0,0,2400,Standard,None,SelfRadius,2400,0,0,0,0,All,55,0,30,Locale_Event:td_rpm_common,100,0,0,0,HitPoint,20704,10011121,129,0,130,0
100210101,1002,1002101,0,False,Tower,Locale_Event:td_tower_name_guntower_lv1,Locale_Event:td_tower_description_guntower_lv1,fortheking/tower/tower_gun_tower_lv1,fx_m_fortheking_projectile_dual,fx_m_fortheking_hit_basic,icn_tower_gun_tower,1,70,0,0,LevelUp,100210102,0,2150,Standard,None,Projectile,0,1,20,0,0,All,9,0,50,Locale_Event:td_rpm_fast,0,0,0,0,Everyone,0,0,0,0,0,0
100210102,1002,1002101,0,False,Tower,Locale_Event:td_tower_name_guntower_lv2,Locale_Event:td_tower_description_guntower_lv2,fortheking/tower/tower_gun_tower_lv2,fx_m_fortheking_projectile_dual,fx_m_fortheking_hit_basic,icn_tower_gun_tower,2,130,0,0,LevelUp,100210103,0,2200,Standard,None,Projectile,0,1,20,0,0,All,14,0,50,Locale_Event:td_rpm_fast,0,0,0,0,Everyone,0,0,0,0,0,0
100210103,1002,1002101,0,False,Tower,Locale_Event:td_tower_name_guntower_lv3,Locale_Event:td_tower_description_guntower_lv3,fortheking/tower/tower_gun_tower_lv3,fx_m_fortheking_projectile_dual,fx_m_fortheking_hit_basic,icn_tower_gun_tower,3,190,0,0,Evolve,100210104,100210105,2250,Standard,None,Projectile,0,1,20,0,0,All,18,0,50,Locale_Event:td_rpm_fast,0,0,0,0,Everyone,0,0,0,0,0,0
100210104,1002,1002101,0,False,Tower,Locale_Event:td_tower_name_chemicaltower,Locale_Event:td_tower_description_chemicaltower,fortheking/tower/tower_chemical_tower,fx_m_fortheking_projectile_chemical,fx_m_fortheking_hit_chemical,icn_tower_chemical_tower,4,300,0,0,SkillLvUp,0,0,2450,Standard,None,Projectile,0,20,20,0,0,All,21,0,60,Locale_Event:td_rpm_fast,0,0,0,0,Everyone,0,0,101,0,102,0
100210105,1002,1002101,0,False,Tower,Locale_Event:td_tower_name_gatlingtower,Locale_Event:td_tower_description_gatlingtower,fortheking/tower/tower_gatling_tower,,fx_m_fortheking_hit_instant,icn_tower_gatling_tower,4,300,0,0,SkillLvUp,0,0,2250,Standard,None,Instant,250,3,0,0,0,All,10,2000,80,Locale_Event:td_rpm_veryfast,0,0,0,0,Everyone,0,0,103,0,104,0
100210201,1002,1002102,0,False,Tower,Locale_Event:td_tower_name_pulseguntower_lv1,Locale_Event:td_tower_description_pulseguntower_lv1,fortheking/tower/tower_pulsegun_tower_lv1,fx_m_fortheking_projectile_pulse,fx_m_fortheking_hit_pulse,icn_tower_pulsegun_tower,1,80,0,0,LevelUp,100210202,0,2350,BossFirst,Standard,Projectile,0,1,10,0,0,All,13,5000,30,Locale_Event:td_rpm_common,0,0,0,0,Everyone,0,0,0,0,0,0
100210202,1002,1002102,0,False,Tower,Locale_Event:td_tower_name_pulseguntower_lv2,Locale_Event:td_tower_description_pulseguntower_lv2,fortheking/tower/tower_pulsegun_tower_lv2,fx_m_fortheking_projectile_pulse,fx_m_fortheking_hit_pulse,icn_tower_pulsegun_tower,2,140,0,0,LevelUp,100210203,0,2450,BossFirst,Standard,Projectile,0,1,10,0,0,All,19,6000,30,Locale_Event:td_rpm_common,0,0,0,0,Everyone,0,0,0,0,0,0
100210203,1002,1002102,0,False,Tower,Locale_Event:td_tower_name_pulseguntower_lv3,Locale_Event:td_tower_description_pulseguntower_lv3,fortheking/tower/tower_pulsegun_tower_lv3,fx_m_fortheking_projectile_pulse,fx_m_fortheking_hit_pulse,icn_tower_pulsegun_tower,3,210,0,0,Evolve,100210204,100210205,2550,BossFirst,Standard,Projectile,0,1,10,0,0,All,26,7000,30,Locale_Event:td_rpm_common,0,0,0,0,Everyone,0,0,0,0,0,0
100210204,1002,1002102,0,False,Tower,Locale_Event:td_tower_name_snipertower,Locale_Event:td_tower_description_snipertower,fortheking/tower/tower_sniper_tower,fx_m_fortheking_projectile_pulsesniper,fx_m_fortheking_hit_pulsesniper,icn_tower_sniper,4,330,0,0,SkillLvUp,0,0,3050,BossFirst,Standard,Projectile,0,1,10,0,0,All,30,10000,40,Locale_Event:td_rpm_common,0,0,0,0,Everyone,0,10021131,105,0,106,0
100210205,1002,1002102,0,False,Tower,Locale_Event:td_tower_name_railcannontower,Locale_Event:td_tower_description_railcannontower,fortheking/tower/tower_railcannon_tower,fx_m_fortheking_projectile_railcannon,fx_m_fortheking_hit_railcannon,icn_tower_railcannon,4,330,0,0,SkillLvUp,0,0,2550,Standard,None,Projectile,600,0,30,0,0,Ground,44,8000,20,Locale_Event:td_rpm_slow,100,0,0,0,HitPoint,0,0,107,0,108,0
100220101,1002,1002201,0,False,Hero,Locale_Event:td_tower_name_shifty_lv1,Locale_Event:td_tower_description_shifty_lv1,fortheking/tower/tower_shifty_lv1,fx_m_fortheking_projectile_shifty,fx_m_fortheking_hit_shifty,hero_shifty,1,0,0,0,LevelUp,100220102,0,2800,BossFirst,Standard,Projectile,0,1,20,0,0,All,2,4100,40,Locale_Event:td_rpm_common,0,1001201,1000,0,Everyone,20801,0,0,0,0,0
