id,reaction_target_id,reaction_type,speecher_type,speecher_resource_id,locale_file,target_chapter,speech_localkey,reaction_voice,order
1303,13,Touch,Character,90,Locale_MainScenario,4,Locale_MainScenario:d_main_04_09_e_26,d_main_04_09_e_26,3
1304,13,Touch,Character,92,Locale_MainScenario,4,Locale_MainScenario:d_main_04_09_e_29,d_main_04_09_e_29,4
1305,13,Touch,Character,92,Locale_MainScenario,4,Locale_MainScenario:d_main_04_09_e_30,d_main_04_09_e_30,5
1306,13,Touch,Character,92,Locale_MainScenario,4,Locale_MainScenario:d_main_04_09_e_31,d_main_04_09_e_31,6
1307,13,Touch,Character,91,Locale_MainScenario,4,Locale_MainScenario:d_main_04_09_e_32,d_main_04_09_e_32,7
1308,13,Touch,Character,90,Locale_MainScenario,4,Locale_MainScenario:d_main_04_09_e_33,d_main_04_09_e_33,8
1309,13,Touch,Character,92,Locale_MainScenario,4,Locale_MainScenario:d_main_04_09_e_34,d_main_04_09_e_34,9
1310,13,Stay,Character,92,Locale_MainScenario,4,Locale_MainScenario:d_main_04_09_e_24,d_main_04_09_e_24,1
1401,14,Touch,Npc,902,Locale_MainScenario,4,Locale_MainScenario:d_main_04af_08_16,d_main_04af_08_16,1
1402,14,Touch,Npc,902,Locale_MainScenario,4,Locale_MainScenario:d_main_04af_08_17,d_main_04af_08_17,2
1403,14,Touch,Npc,902,Locale_MainScenario,4,Locale_MainScenario:d_main_04af_08_18,d_main_04af_08_18,3
1404,14,Touch,Npc,902,Locale_MainScenario,4,Locale_MainScenario:d_main_04af_08_19,d_main_04af_08_19,4
1405,14,Stay,Npc,902,Locale_MainScenario,4,Locale_MainScenario:d_main_04af_08_19,d_main_04af_08_19,1
1501,15,Touch,Npc,310,Locale_SubScenario,0,Locale_SubScenario:event_maidinvalentine_06_e_35,0,1
1502,15,Touch,Npc,312,Locale_SubScenario,0,Locale_SubScenario:event_maidinvalentine_06_e_38,0,2
1503,15,Touch,Npc,311,Locale_SubScenario,0,Locale_SubScenario:event_maidinvalentine_06_e_39,0,3
1504,15,Stay,Npc,311,Locale_SubScenario,0,Locale_SubScenario:event_maidinvalentine_06_e_47,0,1
1601,16,Touch,Npc,381,Locale_SubScenario,0,Locale_SubScenario:event_bowwowparadise_06_e_33,0,1
1602,16,Touch,Npc,381,Locale_SubScenario,0,Locale_SubScenario:event_bowwowparadise_06_e_34,0,2
1603,16,Stay,Npc,381,Locale_SubScenario,0,Locale_SubScenario:event_bowwowparadise_06_e_33,0,1
1701,17,Touch,Character,282,Locale_SubScenario,0,Locale_SubScenario:event_cherryblossom_06_e_71,0,1
1702,17,Touch,Character,282,Locale_SubScenario,0,Locale_SubScenario:event_cherryblossom_06_e_72,0,2
1703,17,Touch,Character,282,Locale_SubScenario,0,Locale_SubScenario:event_cherryblossom_06_e_73,0,3
1704,17,Touch,Character,282,Locale_SubScenario,0,Locale_SubScenario:event_cherryblossom_06_e_74,0,4
1705,17,Touch,Character,282,Locale_SubScenario,0,Locale_SubScenario:event_cherryblossom_06_e_75,0,5
1706,17,Touch,Character,282,Locale_SubScenario,0,Locale_SubScenario:event_cherryblossom_06_e_76,0,6
1707,17,Touch,Character,282,Locale_SubScenario,0,Locale_SubScenario:event_cherryblossom_06_e_77,0,7
1708,17,Stay,Character,282,Locale_SubScenario,0,Locale_SubScenario:event_cherryblossom_06_e_74,0,1
1801,18,Touch,Character,40,Locale_SubScenario,0,Locale_SubScenario:event_ltk_epilogue_20,0,1
1802,18,Touch,Character,40,Locale_SubScenario,0,Locale_SubScenario:event_ltk_epilogue_21,0,2
1803,18,Touch,Character,40,Locale_SubScenario,0,Locale_SubScenario:event_ltk_epilogue_22,0,3
1804,18,Touch,Character,40,Locale_SubScenario,0,Locale_SubScenario:event_ltk_epilogue_23,0,4
1805,18,Touch,Character,40,Locale_SubScenario,0,Locale_SubScenario:event_ltk_epilogue_24,0,5
1806,18,Touch,Character,40,Locale_SubScenario,0,Locale_SubScenario:event_ltk_epilogue_25,0,6
1807,18,Touch,Character,40,Locale_SubScenario,0,Locale_SubScenario:event_ltk_epilogue_26,0,7
1808,18,Touch,Character,40,Locale_SubScenario,0,Locale_SubScenario:event_ltk_epilogue_27,0,8
1809,18,Touch,Character,40,Locale_SubScenario,0,Locale_SubScenario:event_ltk_epilogue_28,0,9
1810,18,Touch,Character,40,Locale_SubScenario,0,Locale_SubScenario:event_ltk_epilogue_29,0,10
1811,18,Stay,Character,40,Locale_SubScenario,0,Locale_SubScenario:event_ltk_epilogue_19,0,1
1901,19,Touch,Character,233,Locale_MainScenario,0,Locale_MainScenario:event_overzone1_01_s_99,event_overzone1_01_s_99,1
1902,19,Touch,Character,222,Locale_MainScenario,0,Locale_MainScenario:event_overzone1_01_s_100,event_overzone1_01_s_100,2
1903,19,Touch,Character,221,Locale_MainScenario,0,Locale_MainScenario:event_overzone1_01_s_101,event_overzone1_01_s_101,3
1904,19,Touch,Character,220,Locale_MainScenario,0,Locale_MainScenario:event_overzone1_01_s_102,event_overzone1_01_s_102,4
1905,19,Touch,Character,233,Locale_MainScenario,0,Locale_MainScenario:event_overzone1_01_s_103,event_overzone1_01_s_103,5
1906,19,Touch,Character,233,Locale_MainScenario,0,Locale_MainScenario:event_overzone1_01_s_104,event_overzone1_01_s_104,6
1907,19,Touch,Character,233,Locale_MainScenario,0,Locale_MainScenario:event_overzone1_01_s_105,event_overzone1_01_s_105,7
1908,19,Touch,Character,233,Locale_MainScenario,0,Locale_MainScenario:event_overzone1_01_s_106,event_overzone1_01_s_106,8
1909,19,Stay,Character,233,Locale_MainScenario,0,Locale_MainScenario:event_overzone1_01_s_105,event_overzone1_01_s_105,1
2001,20,Touch,Character,270,Locale_SubScenario,0,Locale_SubScenario:event_BunnyX777_06_e_77,0,1
2002,20,Touch,Character,271,Locale_SubScenario,0,Locale_SubScenario:event_BunnyX777_06_e_78,0,2
2003,20,Stay,Character,270,Locale_SubScenario,0,Locale_SubScenario:event_BunnyX777_06_e_64,0,1
2101,21,Touch,Character,280,Locale_SubScenario,0,Locale_SubScenario:event_queensorder_06_s_86,0,1
2102,21,Touch,Character,280,Locale_SubScenario,0,Locale_SubScenario:event_queensorder_06_s_87,0,2
2103,21,Touch,Character,280,Locale_SubScenario,0,Locale_SubScenario:event_queensorder_06_s_88,0,3
2104,21,Touch,Character,280,Locale_SubScenario,0,Locale_SubScenario:event_queensorder_06_s_89,0,4
2105,21,Touch,Character,280,Locale_SubScenario,0,Locale_SubScenario:event_queensorder_06_s_91,0,5
2106,21,Touch,Character,280,Locale_SubScenario,0,Locale_SubScenario:event_queensorder_06_s_92,0,6
2107,21,Stay,Character,280,Locale_SubScenario,0,Locale_SubScenario:event_queensorder_06_s_92,0,1
2201,22,Touch,Character,132,Locale_SubScenario,0,Locale_SubScenario:event_bluewaterisland2_05_e_6,0,1
2202,22,Touch,Character,132,Locale_SubScenario,0,Locale_SubScenario:event_bluewaterisland2_05_e_7,0,2
2203,22,Touch,Character,132,Locale_SubScenario,0,Locale_SubScenario:event_bluewaterisland2_05_e_8,0,3
2204,22,Touch,Character,14,Locale_SubScenario,0,Locale_SubScenario:event_bluewaterisland2_05_e_140,0,4
2205,22,Stay,Character,132,Locale_SubScenario,0,Locale_SubScenario:event_bluewaterisland2_05_e_6,0,1
2301,23,Touch,Character,380,Locale_SubScenario,0,Locale_SubScenario:event_nyanyaparadise_06_e_59,0,1
2302,23,Touch,Character,380,Locale_SubScenario,0,Locale_SubScenario:event_nyanyaparadise_06_e_60,0,2
2303,23,Touch,Character,380,Locale_SubScenario,0,Locale_SubScenario:event_nyanyaparadise_06_e_61,0,3
2304,23,Stay,Character,380,Locale_SubScenario,0,Locale_SubScenario:event_nyanyaparadise_06_e_60,0,1
2401,24,Touch,Character,350,Locale_SubScenario,0,Locale_SubScenario:event_goldenship_06_e_48,0,1
2402,24,Touch,Character,350,Locale_SubScenario,0,Locale_SubScenario:event_goldenship_06_e_49,0,2
2403,24,Stay,Character,350,Locale_SubScenario,0,Locale_SubScenario:event_goldenship_06_e_49,0,1
2501,25,Touch,Character,353,Locale_MainScenario,0,Locale_MainScenario:event_seayouagain2_06_s_36,event_seayouagain2_06_s_36,1
2502,25,Touch,Character,353,Locale_MainScenario,0,Locale_MainScenario:event_seayouagain2_06_s_37,event_seayouagain2_06_s_37,2
2503,25,Touch,Character,353,Locale_MainScenario,0,Locale_MainScenario:event_seayouagain2_06_s_38,event_seayouagain2_06_s_38,3
2505,25,Touch,Character,350,Locale_MainScenario,0,Locale_MainScenario:event_seayouagain2_06_s_40,event_seayouagain2_06_s_40,4
2506,25,Touch,Character,351,Locale_MainScenario,0,Locale_MainScenario:event_seayouagain2_06_s_41,event_seayouagain2_06_s_41,5
2507,25,Stay,Character,353,Locale_MainScenario,0,Locale_MainScenario:event_seayouagain2_06_s_38,event_seayouagain2_06_s_38,1
2701,27,Touch,Character,321,Locale_SubScenario,0,Locale_SubScenario:event_schooloflock_06_e_73,0,1
2702,27,Touch,Character,321,Locale_SubScenario,0,Locale_SubScenario:event_schooloflock_06_e_74,0,2
2705,27,Stay,Character,321,Locale_SubScenario,0,Locale_SubScenario:event_schooloflock_06_e_73,0,1
2801,28,Touch,Character,450,Locale_SubScenario,0,Locale_SubScenario:event_dazzlingcupid_06_e_43,0,1
2802,28,Touch,Character,450,Locale_SubScenario,0,Locale_SubScenario:event_dazzlingcupid_06_e_44,0,2
2803,28,Touch,Character,450,Locale_SubScenario,0,Locale_SubScenario:event_dazzlingcupid_06_e_45,0,3
2804,28,Stay,Character,450,Locale_SubScenario,0,Locale_SubScenario:event_dazzlingcupid_06_e_43,0,1
2901,29,Touch,Character,451,Locale_SubScenario,0,Locale_SubScenario:event_dazzlingcupid_06_e_159,0,1
2902,29,Touch,Character,451,Locale_SubScenario,0,Locale_SubScenario:event_dazzlingcupid_06_e_160,0,2
2903,29,Touch,Character,451,Locale_SubScenario,0,Locale_SubScenario:event_dazzlingcupid_06_e_161,0,3
2904,29,Touch,Character,451,Locale_SubScenario,0,Locale_SubScenario:event_dazzlingcupid_06_e_162,0,4
2905,29,Stay,Character,451,Locale_SubScenario,0,Locale_SubScenario:event_dazzlingcupid_06_e_162,0,1
3001,30,Touch,Character,30,Locale_SubScenario,0,Locale_SubScenario:event_freezeacpu_06_e_69,0,1
3002,30,Stay,Character,30,Locale_SubScenario,0,Locale_SubScenario:event_freezeacpu_06_e_69,0,1
3101,31,Touch,Character,220,Locale_MainScenario,0,Locale_MainScenario:event_redash_prologue_21,event_redash_prologue_21,1
3102,31,Touch,Character,470,Locale_MainScenario,0,Locale_MainScenario:event_redash_prologue_22,event_redash_prologue_22,2
3103,31,Touch,Character,470,Locale_MainScenario,0,Locale_MainScenario:event_redash_prologue_27,event_redash_prologue_27,3
3104,31,Touch,Character,220,Locale_MainScenario,0,Locale_MainScenario:event_redash_prologue_28,event_redash_prologue_28,4
3105,31,Touch,Character,470,Locale_MainScenario,0,Locale_MainScenario:event_redash_prologue_29,event_redash_prologue_29,5
3106,31,Stay,Character,220,Locale_MainScenario,0,Locale_MainScenario:event_redash_prologue_21,event_redash_prologue_21,1
3201,32,Touch,Character,192,Locale_SubScenario,0,Locale_SubScenario:event_alonesurvivor_06_s_125,0,1
3202,32,Touch,Character,192,Locale_SubScenario,0,Locale_SubScenario:event_alonesurvivor_06_s_126,0,2
3203,32,Touch,Character,192,Locale_SubScenario,0,Locale_SubScenario:event_alonesurvivor_06_s_127,0,3
3204,32,Touch,Character,192,Locale_SubScenario,0,Locale_SubScenario:event_alonesurvivor_06_s_128,0,4
3206,32,Stay,Character,192,Locale_SubScenario,0,Locale_SubScenario:event_alonesurvivor_06_s_128,0,1
3301,33,Touch,Character,190,Locale_MainScenario,0,Locale_MainScenario:event_neverland2_06_e_146,event_neverland2_06_e_146,1
3302,33,Touch,Character,270,Locale_MainScenario,0,Locale_MainScenario:event_neverland2_06_e_147,event_neverland2_06_e_147,2
3303,33,Touch,Character,271,Locale_MainScenario,0,Locale_MainScenario:event_neverland2_06_e_148,event_neverland2_06_e_148,3
3304,33,Touch,Character,90,Locale_MainScenario,0,Locale_MainScenario:event_neverland2_06_e_149,event_neverland2_06_e_149,4
3305,33,Touch,Character,91,Locale_MainScenario,0,Locale_MainScenario:event_neverland2_06_e_150,event_neverland2_06_e_150,5
3306,33,Touch,Character,91,Locale_MainScenario,0,Locale_MainScenario:event_neverland2_06_e_151,event_neverland2_06_e_151,6
3307,33,Touch,Character,92,Locale_MainScenario,0,Locale_MainScenario:event_neverland2_06_e_152,event_neverland2_06_e_152,7
3308,33,Stay,Character,190,Locale_MainScenario,0,Locale_MainScenario:event_neverland2_06_e_146,event_neverland2_06_e_146,1
3401,34,Touch,Character,61,Locale_LiveWallpaper,0,Locale_LiveWallpaper:live_wallpaper_desc_34,c062_Ult_Skill_1,1
3402,34,Stay,Character,61,Locale_LiveWallpaper,0,Locale_LiveWallpaper:live_wallpaper_desc_34,c062_Ult_Skill_1,1
3501,35,Touch,Character,61,Locale_SubScenario,0,Locale_SubScenario:snowfall_epilogue_206,0,1
3502,35,Touch,Character,61,Locale_SubScenario,0,Locale_SubScenario:snowfall_epilogue_207,0,2
3503,35,Touch,Character,61,Locale_SubScenario,0,Locale_SubScenario:snowfall_epilogue_208,0,3
3504,35,Touch,Character,271,Locale_SubScenario,0,Locale_SubScenario:snowfall_epilogue_209,0,4
3505,35,Touch,Character,270,Locale_SubScenario,0,Locale_SubScenario:snowfall_epilogue_210,0,5
3506,35,Touch,Character,90,Locale_SubScenario,0,Locale_SubScenario:snowfall_epilogue_211,0,6
3507,35,Touch,Character,190,Locale_SubScenario,0,Locale_SubScenario:snowfall_epilogue_212,0,7
3508,35,Touch,Character,190,Locale_SubScenario,0,Locale_SubScenario:snowfall_epilogue_213,0,8
3509,35,Stay,Character,190,Locale_SubScenario,0,Locale_SubScenario:snowfall_epilogue_213,0,1
3601,36,Touch,Character,225,Locale_SubScenario,0,Locale_SubScenario:event_newyearnewsword_06_e_37,0,1
3602,36,Touch,Npc,971,Locale_SubScenario,0,Locale_SubScenario:event_newyearnewsword_06_e_38,0,2
3603,36,Touch,Npc,971,Locale_SubScenario,0,Locale_SubScenario:event_newyearnewsword_06_e_40,0,3
3604,36,Touch,Npc,971,Locale_SubScenario,0,Locale_SubScenario:event_newyearnewsword_06_e_42,0,4
3605,36,Touch,Npc,971,Locale_SubScenario,0,Locale_SubScenario:event_newyearnewsword_06_e_43,0,5
3606,36,Touch,Npc,971,Locale_SubScenario,0,Locale_SubScenario:event_newyearnewsword_06_e_44,0,6
3607,36,Touch,Character,225,Locale_SubScenario,0,Locale_SubScenario:event_newyearnewsword_06_e_47,0,7
3608,36,Touch,Character,225,Locale_SubScenario,0,Locale_SubScenario:event_newyearnewsword_06_e_49,0,8
3609,36,Stay,Character,225,Locale_SubScenario,0,Locale_SubScenario:event_newyearnewsword_06_e_49,0,1
3701,37,Touch,Character,382,Locale_SubScenario,0,Locale_SubScenario:event_lionheart_06_e_48,0,1
3702,37,Touch,Character,382,Locale_SubScenario,0,Locale_SubScenario:event_lionheart_06_e_49,0,2
3703,37,Touch,Character,382,Locale_SubScenario,0,Locale_SubScenario:event_lionheart_06_e_50,0,3
3704,37,Touch,Character,382,Locale_SubScenario,0,Locale_SubScenario:event_lionheart_06_e_51,0,4
3705,37,Touch,Character,382,Locale_SubScenario,0,Locale_SubScenario:event_lionheart_06_e_52,0,5
3706,37,Touch,Character,382,Locale_SubScenario,0,Locale_SubScenario:event_lionheart_06_e_53,0,6
3707,37,Touch,Character,382,Locale_SubScenario,0,Locale_SubScenario:event_lionheart_06_e_54,0,7
3708,37,Touch,Character,382,Locale_SubScenario,0,Locale_SubScenario:event_lionheart_06_e_55,0,8
3709,37,Stay,Character,382,Locale_SubScenario,0,Locale_SubScenario:event_lionheart_06_e_55,0,1
3801,38,Touch,Character,281,Locale_SubScenario,0,Locale_SubScenario:event_dirtybackyard_06_s_17,0,1
3802,38,Touch,Character,281,Locale_SubScenario,0,Locale_SubScenario:event_dirtybackyard_06_s_18,0,2
3803,38,Touch,Character,281,Locale_SubScenario,0,Locale_SubScenario:event_dirtybackyard_06_s_19,0,3
3804,38,Touch,Character,281,Locale_SubScenario,0,Locale_SubScenario:event_dirtybackyard_06_s_20,0,4
3805,38,Touch,Character,281,Locale_SubScenario,0,Locale_SubScenario:event_dirtybackyard_06_s_21,0,5
3806,38,Touch,Character,281,Locale_SubScenario,0,Locale_SubScenario:event_dirtybackyard_06_s_22,0,6
3807,38,Touch,Character,281,Locale_SubScenario,0,Locale_SubScenario:event_dirtybackyard_06_s_25,0,7
3808,38,Stay,Character,281,Locale_SubScenario,0,Locale_SubScenario:event_dirtybackyard_06_s_25,0,1
3901,39,Touch,Character,310,Locale_SubScenario,0,Locale_SubScenario:event_perfectmaid_06_e_43,0,1
3902,39,Touch,Character,313,Locale_SubScenario,0,Locale_SubScenario:event_perfectmaid_06_e_45,0,2
3903,39,Touch,Character,313,Locale_SubScenario,0,Locale_SubScenario:event_perfectmaid_06_e_46,0,3
3904,39,Touch,Character,313,Locale_SubScenario,0,Locale_SubScenario:event_perfectmaid_06_e_47,0,4
3905,39,Touch,Character,310,Locale_SubScenario,0,Locale_SubScenario:event_perfectmaid_06_e_48,0,5
3906,39,Touch,Character,310,Locale_SubScenario,0,Locale_SubScenario:event_perfectmaid_06_e_51,0,6
3907,39,Touch,Character,310,Locale_SubScenario,0,Locale_SubScenario:event_perfectmaid_06_e_52,0,7
3908,39,Stay,Character,310,Locale_SubScenario,0,Locale_SubScenario:event_perfectmaid_06_e_43,0,1
4001,40,Touch,Character,500,Locale_SubScenario,0,Locale_SubScenario:event_boomsday_04_e_57,0,1
4002,40,Touch,Character,500,Locale_SubScenario,0,Locale_SubScenario:event_boomsday_04_e_58,0,2
4003,40,Touch,Character,500,Locale_SubScenario,0,Locale_SubScenario:event_boomsday_04_e_59,0,3
4004,40,Touch,Character,500,Locale_SubScenario,0,Locale_SubScenario:event_boomsday_04_e_60,0,4
4005,40,Touch,Character,500,Locale_SubScenario,0,Locale_SubScenario:event_boomsday_04_e_61,0,5
4006,40,Touch,Character,500,Locale_SubScenario,0,Locale_SubScenario:event_boomsday_04_e_62,0,6
4007,40,Stay,Character,500,Locale_SubScenario,0,Locale_SubScenario:event_boomsday_04_e_62,0,1
4101,41,Touch,Character,310,Locale_SubScenario,0,Locale_SubScenario:event_ce003_1_04_s_18,0,1
4102,41,Touch,Character,311,Locale_SubScenario,0,Locale_SubScenario:event_ce003_1_04_s_20,0,2
4103,41,Touch,Character,822,Locale_SubScenario,0,Locale_SubScenario:event_ce003_1_04_s_22,0,3
4104,41,Touch,Character,821,Locale_SubScenario,0,Locale_SubScenario:event_ce003_1_04_s_25,0,4
4105,41,Touch,Character,312,Locale_SubScenario,0,Locale_SubScenario:event_ce003_1_04_s_26,0,5
4106,41,Touch,Character,820,Locale_SubScenario,0,Locale_SubScenario:event_ce003_1_04_s_29,0,6
4107,41,Stay,Character,820,Locale_SubScenario,0,Locale_SubScenario:event_ce003_1_04_s_30,0,7
4108,41,Stay,Character,821,Locale_SubScenario,0,Locale_SubScenario:event_ce003_1_04_s_25,0,1
4201,42,Touch,Character,43,Locale_SubScenario,0,Locale_SubScenario:event_killthelord_intermission_01_73,0,1
4202,42,Touch,Character,43,Locale_SubScenario,0,Locale_SubScenario:event_killthelord_intermission_01_74,0,2
4203,42,Touch,Character,43,Locale_SubScenario,0,Locale_SubScenario:event_killthelord_intermission_01_75,0,3
4204,42,Touch,Character,43,Locale_SubScenario,0,Locale_SubScenario:event_killthelord_intermission_01_81,0,4
4205,42,Touch,Character,43,Locale_SubScenario,0,Locale_SubScenario:event_killthelord_intermission_01_82,0,5
4206,42,Touch,Character,43,Locale_SubScenario,0,Locale_SubScenario:event_killthelord_intermission_01_85,0,6
4207,42,Stay,Character,43,Locale_SubScenario,0,Locale_SubScenario:event_killthelord_intermission_01_85,0,1
4301,43,Touch,Character,30,Locale_SubScenario,0,Locale_SubScenario:event_onemoretime_06_e_65,0,1
4302,43,Touch,Character,550,Locale_SubScenario,0,Locale_SubScenario:event_onemoretime_06_e_73,0,2
4303,43,Stay,Character,550,Locale_SubScenario,0,Locale_SubScenario:event_onemoretime_06_e_73,0,1
4401,44,Touch,Npc,263,Locale_MainScenario,0,Locale_MainScenario:event_lastkingdom2_b01_19,event_lastkingdom2_b01_19,1
4402,44,Touch,Character,330,Locale_MainScenario,0,Locale_MainScenario:event_lastkingdom2_b01_20,event_lastkingdom2_b01_20,2
4403,44,Touch,Npc,263,Locale_MainScenario,0,Locale_MainScenario:event_lastkingdom2_b01_21,event_lastkingdom2_b01_21,3
4404,44,Touch,Character,330,Locale_MainScenario,0,Locale_MainScenario:event_lastkingdom2_b01_22,event_lastkingdom2_b01_22,4
4405,44,Stay,Character,330,Locale_MainScenario,0,Locale_MainScenario:event_lastkingdom2_b01_22,event_lastkingdom2_b01_22,1
4501,45,Touch,Character,501,Locale_SubScenario,0,Locale_SubScenario:event_darkhero_06_e_36,0,1
4502,45,Touch,Character,501,Locale_SubScenario,0,Locale_SubScenario:event_darkhero_06_e_37,0,2
4503,45,Touch,Character,501,Locale_SubScenario,0,Locale_SubScenario:event_darkhero_06_e_38,0,3
4504,45,Touch,Character,501,Locale_SubScenario,0,Locale_SubScenario:event_darkhero_06_e_39,0,4
4505,45,Touch,Character,501,Locale_SubScenario,0,Locale_SubScenario:event_darkhero_06_e_40,0,5
4506,45,Touch,Character,500,Locale_SubScenario,0,Locale_SubScenario:event_darkhero_06_e_41,0,6
4507,45,Touch,Character,501,Locale_SubScenario,0,Locale_SubScenario:event_darkhero_06_e_42,0,7
4508,45,Touch,Character,501,Locale_SubScenario,0,Locale_SubScenario:event_darkhero_06_e_43,0,8
4509,45,Touch,Character,501,Locale_SubScenario,0,Locale_SubScenario:event_darkhero_06_e_44,0,9
4510,45,Touch,Character,501,Locale_SubScenario,0,Locale_SubScenario:event_darkhero_06_e_45,0,10
4511,45,Stay,Character,501,Locale_SubScenario,0,Locale_SubScenario:event_darkhero_06_e_45,0,1
4601,46,Touch,Character,191,Locale_MainScenario,0,Locale_MainScenario:event_goldencoinrush1_02_e_116,event_goldencoinrush1_02_e_116,1
4602,46,Touch,Character,191,Locale_MainScenario,0,Locale_MainScenario:event_goldencoinrush1_02_e_117,event_goldencoinrush1_02_e_117,2
4603,46,Touch,Character,191,Locale_MainScenario,0,Locale_MainScenario:event_goldencoinrush1_02_e_118,event_goldencoinrush1_02_e_118,3
4604,46,Touch,Character,312,Locale_MainScenario,0,Locale_MainScenario:event_goldencoinrush1_02_e_119,event_goldencoinrush1_02_e_119,4
4605,46,Touch,Character,312,Locale_MainScenario,0,Locale_MainScenario:event_goldencoinrush1_02_e_120,event_goldencoinrush1_02_e_120,5
4606,46,Touch,Character,191,Locale_MainScenario,0,Locale_MainScenario:event_goldencoinrush1_02_e_121,event_goldencoinrush1_02_e_121,6
4607,46,Stay,Character,191,Locale_MainScenario,0,Locale_MainScenario:event_goldencoinrush1_02_e_118,event_goldencoinrush1_02_e_118,1
4701,47,Touch,Character,551,Locale_SubScenario,0,Locale_SubScenario:event_claymore_06_e_9,0,1
4702,47,Touch,Character,551,Locale_SubScenario,0,Locale_SubScenario:event_claymore_06_e_10,0,2
4703,47,Touch,Character,551,Locale_SubScenario,0,Locale_SubScenario:event_claymore_06_e_11,0,3
4704,47,Touch,Character,551,Locale_SubScenario,0,Locale_SubScenario:event_claymore_06_e_12,0,4
4705,47,Touch,Character,551,Locale_SubScenario,0,Locale_SubScenario:event_claymore_06_e_13,0,5
4706,47,Stay,Character,551,Locale_SubScenario,0,Locale_SubScenario:event_claymore_06_e_9,0,1
4801,48,Touch,Character,280,Locale_MainScenario,0,Locale_MainScenario:event_beautyfullshot2_06_e_112,event_beautyfullshot2_06_e_112,1
4802,48,Touch,Character,282,Locale_MainScenario,0,Locale_MainScenario:event_beautyfullshot2_06_e_114,event_beautyfullshot2_06_e_114,2
4803,48,Touch,Character,280,Locale_MainScenario,0,Locale_MainScenario:event_beautyfullshot2_06_e_116,event_beautyfullshot2_06_e_116,3
4804,48,Touch,Character,282,Locale_MainScenario,0,Locale_MainScenario:event_beautyfullshot2_06_e_117,event_beautyfullshot2_06_e_117,4
4805,48,Stay,Character,280,Locale_MainScenario,0,Locale_MainScenario:event_beautyfullshot2_06_e_112,event_beautyfullshot2_06_e_112,1
5001,50,Touch,Character,391,Locale_SubScenario,0,Locale_SubScenario:event_juveniledays_06_e_72,0,1
5002,50,Touch,Character,391,Locale_SubScenario,0,Locale_SubScenario:event_juveniledays_06_e_73,0,2
5003,50,Touch,Character,391,Locale_SubScenario,0,Locale_SubScenario:event_juveniledays_06_e_74,0,3
5004,50,Touch,Character,391,Locale_SubScenario,0,Locale_SubScenario:event_juveniledays_06_e_75,0,4
5005,50,Touch,Character,392,Locale_SubScenario,0,Locale_SubScenario:event_juveniledays_06_e_86,0,5
5006,50,Touch,Character,392,Locale_SubScenario,0,Locale_SubScenario:event_juveniledays_06_e_87,0,6
5007,50,Touch,Character,390,Locale_SubScenario,0,Locale_SubScenario:event_juveniledays_06_e_88,0,7
5008,50,Touch,Character,390,Locale_SubScenario,0,Locale_SubScenario:event_juveniledays_06_e_89,0,8
5009,50,Stay,Character,391,Locale_SubScenario,0,Locale_SubScenario:event_juveniledays_06_e_72,0,1
5101,51,Touch,Character,390,Locale_SubScenario,0,Locale_SubScenario:event_colorless_06_e_13,0,1
5102,51,Touch,Character,390,Locale_SubScenario,0,Locale_SubScenario:event_colorless_06_e_14,0,2
