id,summon_time_group,repeat_type,time_condition,seed_group,summon_seed_type
307104,3071,Next,95000,3071,Order
307105,3071,Next,95000,3071,Order
307106,3071,Next,90000,3071,Order
307107,3071,Next,90000,3071,Order
307108,3071,Next,85000,3071,Order
307109,3071,Repeat,225000,3071,Order
307201,3072,Next,25000,3072,Order
307202,3072,Next,95000,3072,Order
307203,3072,Next,95000,3072,Order
307204,3072,Next,90000,3072,Order
307205,3072,Next,90000,3072,Order
307206,3072,Next,85000,3072,Order
307207,3072,Next,85000,3072,Order
307208,3072,Next,80000,3072,Order
307209,3072,Repeat,225000,3072,Order
307301,3073,Repeat,225000,3802,Random
307401,3074,Repeat,225000,3802,Random
307501,3075,Repeat,225000,3802,Random
401101,4011,Next,30000,4011,Order
401102,4011,Next,100000,4011,Order
401103,4011,Next,100000,4011,Order
401104,4011,Next,95000,4011,Order
401105,4011,Next,95000,4011,Order
401106,4011,Next,90000,4011,Order
401107,4011,Next,90000,4011,Order
401108,4011,Next,85000,4011,Order
401109,4011,Repeat,200000,4011,Order
402101,4021,Next,30000,4021,Order
402102,4021,Next,100000,4021,Order
402103,4021,Next,100000,4021,Order
402104,4021,Next,95000,4021,Order
402105,4021,Next,95000,4021,Order
402106,4021,Next,90000,4021,Order
402107,4021,Next,90000,4021,Order
402108,4021,Next,85000,4021,Order
402109,4021,Repeat,200000,4021,Order
403101,4031,Next,30000,4031,Order
403102,4031,Next,95000,4031,Order
403103,4031,Next,95000,4031,Order
403104,4031,Next,90000,4031,Order
403105,4031,Next,90000,4031,Order
403106,4031,Next,85000,4031,Order
403107,4031,Next,85000,4031,Order
403108,4031,Next,80000,4031,Order
403109,4031,Repeat,175000,4031,Order
404101,4041,Next,30000,4041,Order
404102,4041,Next,95000,4041,Order
404103,4041,Next,95000,4041,Order
404104,4041,Next,90000,4041,Order
404105,4041,Next,90000,4041,Order
404106,4041,Next,85000,4041,Order
404107,4041,Next,85000,4041,Order
404108,4041,Next,80000,4041,Order
404109,4041,Repeat,175000,4041,Order
405101,4051,Repeat,175000,4051,Random
406101,4061,Next,30000,4061,Random
406102,4061,Next,90000,4062,Random
406103,4061,Next,90000,4063,Random
406104,4061,Next,85000,4064,Random
406105,4061,Next,85000,4065,Random
406106,4061,Next,80000,4066,Random
406107,4061,Next,80000,4067,Random
406108,4061,Next,75000,4068,Random
406109,4061,Repeat,175000,4069,Order
407101,4071,Next,30000,4071,Random
407102,4071,Next,90000,4072,Random
407103,4071,Next,90000,4073,Random
407104,4071,Next,85000,4074,Random
407105,4071,Next,85000,4075,Random
407106,4071,Next,80000,4076,Random
407107,4071,Next,80000,4077,Random
407108,4071,Next,75000,4078,Random
407109,4071,Repeat,175000,4079,Order
408101,4081,Repeat,175000,4081,Random
500901,5009,Next,30000,5011,Random
500902,5009,Next,85000,5021,Random
500903,5009,Next,85000,5031,Random
500904,5009,Next,80000,5021,Random
500905,5009,Next,80000,5031,Random
500906,5009,Next,75000,5031,Random
500907,5009,Next,75000,5021,Random
500908,5009,Next,70000,5011,Random
500909,5009,Repeat,175000,5901,Order
501001,5010,Next,30000,5011,Random
501002,5010,Next,85000,5021,Random
501003,5010,Next,85000,5031,Random
501004,5010,Next,80000,5021,Random
501005,5010,Next,80000,5031,Random
501006,5010,Next,75000,5031,Random
501007,5010,Next,75000,5021,Random
501008,5010,Next,70000,5011,Random
501009,5010,Repeat,175000,5902,Order
501101,5011,Repeat,175000,4081,Random
501201,5012,Next,29000,5011,Random
501202,5012,Next,82500,5021,Random
501203,5012,Next,82500,5031,Random
501204,5012,Next,77500,5021,Random
501205,5012,Next,77500,5031,Random
501206,5012,Next,72500,5031,Random
501207,5012,Next,72500,5021,Random
501208,5012,Next,67500,5011,Random
501209,5012,Repeat,174000,5903,Order
501301,5013,Next,29000,5011,Random
501302,5013,Next,82500,5021,Random
501303,5013,Next,82500,5031,Random
501304,5013,Next,77500,5021,Random
501305,5013,Next,77500,5031,Random
501306,5013,Next,72500,5031,Random
501307,5013,Next,72500,5021,Random
501308,5013,Next,67500,5011,Random
501309,5013,Repeat,174000,5901,Order
501401,5014,Repeat,174000,4081,Random
501501,5015,Next,28000,5011,Random
501502,5015,Next,80000,5021,Random
501503,5015,Next,80000,5031,Random
501504,5015,Next,75000,5021,Random
501505,5015,Next,75000,5031,Random
501506,5015,Next,70000,5031,Random
501507,5015,Next,70000,5021,Random
501508,5015,Next,65000,5011,Random
501509,5015,Repeat,173000,5902,Random
501601,5016,Next,28000,5011,Random
501602,5016,Next,80000,5021,Random
501603,5016,Next,80000,5031,Random
501604,5016,Next,75000,5021,Random
501605,5016,Next,75000,5031,Random
501606,5016,Next,70000,5031,Random
501607,5016,Next,70000,5021,Random
501608,5016,Next,65000,5011,Random
501609,5016,Repeat,173000,5903,Random
501701,5017,Repeat,173000,5904,Random
501801,5018,Next,27000,5011,Random
501802,5018,Next,77500,5021,Random
501803,5018,Next,77500,5031,Random
501804,5018,Next,72500,5021,Random
501805,5018,Next,72500,5031,Random
501806,5018,Next,67500,5031,Random
501807,5018,Next,67500,5021,Random
501808,5018,Next,62500,5011,Random
501809,5018,Repeat,172000,5901,Random
501901,5019,Next,27000,5011,Random
501902,5019,Next,77500,5021,Random
501903,5019,Next,77500,5031,Random
501904,5019,Next,72500,5021,Random
501905,5019,Next,72500,5031,Random
501906,5019,Next,67500,5031,Random
501907,5019,Next,67500,5021,Random
501908,5019,Next,62500,5011,Random
501909,5019,Repeat,172000,5902,Random
502001,5020,Repeat,172000,5904,Random
502101,5021,Next,25000,5011,Random
502102,5021,Next,72500,5021,Random
502103,5021,Next,72500,5031,Random
502104,5021,Next,67500,5021,Random
502105,5021,Next,67500,5031,Random
502106,5021,Next,62500,5031,Random
502107,5021,Next,62500,5021,Random
502108,5021,Next,57500,5011,Random
502109,5021,Repeat,170000,5903,Random
502201,5022,Next,25000,5011,Random
502202,5022,Next,72500,5021,Random
502203,5022,Next,72500,5031,Random
502204,5022,Next,67500,5021,Random
502205,5022,Next,67500,5031,Random
502206,5022,Next,62500,5031,Random
502207,5022,Next,62500,5021,Random
502208,5022,Next,57500,5011,Random
502209,5022,Repeat,170000,5901,Random
502301,5023,Repeat,170000,5904,Random
502401,5024,Next,23000,5011,Random
502402,5024,Next,67500,5021,Random
502403,5024,Next,67500,5031,Random
502404,5024,Next,62500,5021,Random
502405,5024,Next,62500,5031,Random
502406,5024,Next,57500,5031,Random
502407,5024,Next,57500,5021,Random
502408,5024,Next,52500,5011,Random
502409,5024,Repeat,168000,5902,Random
502501,5025,Next,23000,5011,Random
502502,5025,Next,67500,5021,Random
502503,5025,Next,67500,5031,Random
502504,5025,Next,62500,5021,Random
502505,5025,Next,62500,5031,Random
502506,5025,Next,57500,5031,Random
502507,5025,Next,57500,5021,Random
502508,5025,Next,52500,5011,Random
502509,5025,Repeat,168000,5903,Random
502601,5026,Repeat,168000,5904,Random
502701,5027,Next,21000,5011,Random
502702,5027,Next,62500,5021,Random
502703,5027,Next,62500,5031,Random
502704,5027,Next,57500,5021,Random
502705,5027,Next,57500,5031,Random
502706,5027,Next,52500,5031,Random
502707,5027,Next,52500,5021,Random
502708,5027,Next,47500,5011,Random
502709,5027,Repeat,166000,5901,Random
502801,5028,Next,21000,5011,Random
502802,5028,Next,62500,5021,Random
502803,5028,Next,62500,5031,Random
502804,5028,Next,57500,5021,Random
502805,5028,Next,57500,5031,Random
502806,5028,Next,52500,5031,Random
502807,5028,Next,52500,5021,Random
502808,5028,Next,47500,5011,Random
502809,5028,Repeat,166000,5902,Random
502901,5029,Repeat,166000,5904,Random
503001,5030,Next,19000,5011,Random
503002,5030,Next,57500,5021,Random
503003,5030,Next,57500,5031,Random
503004,5030,Next,52500,5021,Random
503005,5030,Next,52500,5031,Random
503006,5030,Next,47500,5031,Random
503007,5030,Next,47500,5021,Random
503008,5030,Next,42500,5011,Random
503009,5030,Repeat,164000,5903,Random
503101,5031,Next,19000,5011,Random
503102,5031,Next,57500,5021,Random
503103,5031,Next,57500,5031,Random
503104,5031,Next,52500,5021,Random
503105,5031,Next,52500,5031,Random
503106,5031,Next,47500,5031,Random
503107,5031,Next,47500,5021,Random
503108,5031,Next,42500,5011,Random
503109,5031,Repeat,164000,5901,Random
503201,5032,Repeat,164000,5904,Random
503301,5033,Next,17000,5011,Random
503302,5033,Next,52500,5021,Random
503303,5033,Next,52500,5031,Random
503304,5033,Next,47500,5021,Random
503305,5033,Next,47500,5031,Random
503306,5033,Next,42500,5031,Random
503307,5033,Next,42500,5021,Random
503308,5033,Next,37500,5011,Random
503309,5033,Repeat,162000,5902,Random
503401,5034,Next,17000,5011,Random
503402,5034,Next,52500,5021,Random
503403,5034,Next,52500,5031,Random
503404,5034,Next,47500,5021,Random
503405,5034,Next,47500,5031,Random
503406,5034,Next,42500,5031,Random
503407,5034,Next,42500,5021,Random
503408,5034,Next,37500,5011,Random
503409,5034,Repeat,162000,5903,Random
503501,5035,Repeat,162000,5904,Random
600101,6001,Next,15000,5011,Random
600102,6001,Next,47500,5021,Random
600103,6001,Next,47500,5031,Random
600104,6001,Next,42500,5021,Random
600105,6001,Next,42500,5031,Random
600106,6001,Next,37500,5031,Random
600107,6001,Next,37500,5021,Random
600108,6001,Next,32500,5011,Random
600109,6001,Repeat,160000,5904,Random
