id,grade,lv,level_hp,level_defence
10127,Soft,127,17122,2213
10128,Soft,128,17335,2244
10129,Soft,129,17547,2275
10130,Soft,130,17807,2306
10131,Soft,131,18020,2337
10132,Soft,132,18467,2411
10133,Soft,133,18680,2442
10134,Soft,134,18892,2473
10135,Soft,135,19105,2505
10136,Soft,136,19402,2545
10137,Soft,137,19582,2566
10138,Soft,138,20027,2625
10139,Soft,139,20242,2656
10140,Soft,140,20455,2688
10141,Soft,141,20667,2719
10142,Soft,142,20847,2740
10143,Soft,143,23847,2908
10144,Soft,144,24080,2940
10145,Soft,145,24567,3017
10146,Soft,146,24765,3038
10147,Soft,147,25000,3070
10148,Soft,148,25232,3102
10149,Soft,149,25430,3124
10150,Soft,150,25760,3166
10151,Soft,151,25992,3198
10152,Soft,152,27432,3354
10153,Soft,153,27762,3396
10154,Soft,154,27995,3428
10155,Soft,155,28195,3449
10156,Soft,156,28427,3481
10157,Soft,157,28662,3513
10158,Soft,158,29327,3586
10159,Soft,159,29562,3618
10160,Soft,160,29760,3661
10161,Soft,161,30092,3703
10162,Soft,162,30290,3724
10163,Soft,163,33995,4593
10164,Soft,164,35212,4740
10165,Soft,165,35465,4768
10166,Soft,166,35717,4795
10167,Soft,167,33567,4106
10168,Soft,168,33855,4144
10169,Soft,169,34212,4182
10170,Soft,170,34500,4220
10171,Soft,171,35122,4288
10172,Soft,172,35410,4326
10173,Soft,173,35767,4365
10174,Soft,174,36055,4403
10175,Soft,175,36307,4430
10176,Soft,176,36597,4468
10177,Soft,177,37612,4536
10178,Soft,178,37902,4574
10179,Soft,179,38262,4636
10180,Soft,180,38552,4674
10181,Soft,181,38810,4702
10182,Soft,182,39065,4729
10183,Soft,183,42822,5544
10184,Soft,184,43452,5612
10185,Soft,185,44447,5734
10186,Soft,186,44707,5762
10187,Soft,187,44967,5790
10188,Soft,188,45227,5818
10189,Soft,189,43495,5233
10190,Soft,190,43792,5272
10191,Soft,191,45110,5415
10192,Soft,192,45407,5453
10193,Soft,193,45775,5493
10194,Soft,194,46035,5521
10195,Soft,195,46332,5560
10196,Soft,196,46592,5588
10197,Soft,197,47000,5638
10198,Soft,198,47960,5742
10199,Soft,199,48220,5770
10200,Soft,200,48517,5808
10201,Soft,201,48777,5837
10202,Soft,202,49152,5876
10203,Soft,203,51017,6112
10204,Soft,204,51330,6145
10205,Soft,205,51680,6190
10206,Soft,206,53685,6422
10207,Soft,207,54002,6456
10208,Soft,208,54357,6501
10209,Soft,209,54677,6536
10210,Soft,210,55110,6582
10211,Soft,211,55467,6627
10212,Soft,212,55785,6661
10213,Soft,213,56102,6696
10214,Soft,214,57160,6815
10215,Soft,215,57595,6862
10216,Soft,216,57912,6897
10217,Soft,217,58230,6931
10218,Soft,218,58587,6976
10219,Soft,219,58905,7010
10220,Soft,220,59380,7067
10221,Soft,221,59697,7102
10222,Soft,222,60867,7235
10223,Soft,223,64210,7479
10224,Soft,224,64572,7524
10225,Soft,225,65052,7614
10226,Soft,226,65377,7649
10227,Soft,227,66785,7814
10228,Soft,228,67115,7849
10229,Soft,229,67565,7896
10230,Soft,230,68645,8017
10231,Soft,231,68975,8052
10232,Soft,232,69467,8111
10233,Soft,233,69797,8146
10234,Soft,234,70167,8192
10235,Soft,235,70497,8227
10236,Soft,236,70987,8286
10237,Soft,237,71317,8321
10238,Soft,238,71647,8356
10239,Soft,239,74140,8627
10240,Soft,240,74470,8662
10241,Soft,241,74840,8708
10242,Soft,242,75170,8743
10243,Soft,243,77942,9037
10244,Soft,244,79687,9089
10245,Soft,245,80080,9130
10246,Soft,246,80510,9217
10247,Soft,247,80900,9257
10248,Soft,248,83895,9620
10249,Soft,249,84332,9673
10250,Soft,250,84730,9715
10251,Soft,251,85130,9756
10252,Soft,252,85567,9856
10253,Soft,253,85967,9898
10254,Soft,254,86365,9939
10255,Soft,255,88242,9992
10256,Soft,256,88647,10033
10257,Soft,257,89052,10129
10258,Soft,258,90822,10311
10259,Soft,259,91270,10364
10260,Soft,260,91675,10405
10261,Soft,261,92080,10447
10262,Soft,262,92525,10562
10263,Soft,263,95972,10916
10264,Soft,264,96377,10958
10265,Soft,265,96782,10999
10266,Soft,266,97230,11052
10267,Soft,267,101927,11233
10268,Soft,268,102345,11274
10269,Soft,269,104335,11563
10270,Soft,270,104760,11605
10271,Soft,271,105185,11647
10272,Soft,272,105610,11690
10273,Soft,273,106075,11743
10274,Soft,274,106500,11786
10275,Soft,275,106925,11828
10276,Soft,276,107350,11870
10277,Soft,277,109222,12147
10278,Soft,278,109647,12189
10279,Soft,279,110070,12232
10280,Soft,280,110495,12274
10281,Soft,281,110920,12316
10282,Soft,282,111387,12370
10283,Soft,283,115585,12788
10284,Soft,284,116070,12837
10285,Soft,285,118402,12885
10286,Soft,286,118937,12945
10287,Soft,287,120860,13227
10288,Soft,288,121352,13275
10289,Soft,289,121845,13324
10290,Soft,290,122337,13372
10291,Soft,291,122872,13432
10292,Soft,292,123365,13480
10293,Soft,293,123860,13528
10294,Soft,294,124352,13577
10295,Soft,295,133607,13625
10296,Soft,296,134180,13685
10297,Soft,297,139020,14127
10298,Soft,298,139547,14175
10299,Soft,299,140075,14333
10300,Soft,300,140600,14381
10301,Soft,301,141175,14441
10302,Soft,302,141702,14489
10303,Soft,303,146995,14975
10304,Soft,304,147522,15023
10305,Soft,305,148050,15072
10306,Soft,306,148577,15120
10307,Soft,307,152105,15180
10308,Soft,308,152642,15228
10309,Soft,309,156080,15536
10310,Soft,310,156617,15585
10311,Soft,311,157155,15633
10312,Soft,312,157692,15681
10313,Soft,313,158277,15741
10314,Soft,314,160185,15789
10315,Soft,315,160727,15838
10316,Soft,316,161270,16012
10317,Soft,317,161812,16060
10318,Soft,318,162355,16109
10319,Soft,319,162897,16157
10320,Soft,320,177057,16217
10321,Soft,321,177645,16265
10322,Soft,322,181405,16574
10323,Soft,323,188152,17129
10324,Soft,324,188812,17184
10325,Soft,325,189475,17238
10326,Soft,326,190135,17293
10327,Soft,327,190847,17358
10328,Soft,328,191507,17413
10329,Soft,329,192170,17467
10330,Soft,330,192830,17521
10331,Soft,331,193490,17576
10332,Soft,332,201052,17630
10333,Soft,333,201737,17685
10334,Soft,334,205755,18010
10335,Soft,335,206440,18065
10336,Soft,336,211320,18119
10337,Soft,337,212020,18173
10338,Soft,338,212717,18373
10339,Soft,339,213415,18427
10340,Soft,340,214115,18482
10341,Soft,341,214812,18536
10342,Soft,342,215565,18602
10343,Soft,343,223717,19236
10344,Soft,344,224415,19291
10345,Soft,345,246435,19345
10346,Soft,346,247197,19399
10347,Soft,347,251630,19712
10348,Soft,348,252395,19767
10349,Soft,349,253160,19821
10350,Soft,350,253985,19887
10351,Soft,351,254747,19941
10352,Soft,352,255512,19996
10353,Soft,353,256277,20050
10354,Soft,354,257040,20104
10355,Soft,355,257805,20159
10356,Soft,356,258570,20213
10357,Soft,357,259335,20268
10358,Soft,358,260097,20322
10359,Soft,359,264590,20648
10360,Soft,360,265355,20702
10361,Soft,361,266120,20756
10362,Soft,362,266882,20811
10363,Soft,363,276980,21529
10364,Soft,364,277830,21589
10365,Soft,365,278680,21649
10366,Soft,366,279527,21710
10367,Soft,367,280377,21770
10368,Soft,368,281227,21831
10369,Soft,369,282135,21903
10370,Soft,370,282985,21963
10371,Soft,371,283835,22023
10372,Soft,372,284682,22084
10373,Soft,373,285532,22144
10374,Soft,374,286382,22205
10375,Soft,375,287230,22265
10376,Soft,376,288080,22326
10377,Soft,377,288930,22386
10378,Soft,378,289780,22446
10379,Soft,379,290627,22507
10380,Soft,380,291537,22579
10381,Soft,381,292387,22639
10382,Soft,382,293235,22699
10383,Soft,383,304640,23511
10384,Soft,384,305490,23572
10385,Soft,385,306340,23632
10386,Soft,386,307187,23693
10387,Soft,387,308037,23753
10388,Soft,388,308887,23814
10389,Soft,389,309735,23874
10390,Soft,390,310585,23934
10391,Soft,391,311435,23995
10392,Soft,392,312342,24067
10393,Soft,393,313192,24127
10394,Soft,394,314042,24187
10395,Soft,395,314890,24248
10396,Soft,396,315740,24308
10397,Soft,397,316590,24369
10398,Soft,398,317440,24429
10399,Soft,399,318287,24490
10400,Soft,400,319137,24550
10401,Soft,401,319987,24610
10402,Soft,402,320835,24671
10403,Soft,403,333617,25581
10404,Soft,404,334610,25659
10405,Soft,405,335545,25725
10406,Soft,406,336477,25792
10407,Soft,407,337412,25858
10408,Soft,408,338347,25924
10409,Soft,409,339280,25991
10410,Soft,410,340215,26057
10411,Soft,411,341150,26124
10412,Soft,412,342082,26190
10413,Soft,413,343017,26257
10414,Soft,414,343952,26323
10415,Soft,415,344885,26390
10416,Soft,416,345820,26456
10417,Soft,417,346755,26523
10418,Soft,418,347747,26601
10419,Soft,419,348682,26667
10420,Soft,420,349617,26733
10421,Soft,421,350550,26800
10422,Soft,422,351485,26866
10423,Soft,423,365795,27885
10424,Soft,424,366727,27951
10425,Soft,425,367662,28018
10426,Soft,426,368597,28084
10427,Soft,427,369530,28151
10428,Soft,428,370465,28217
10429,Soft,429,371400,28284
10430,Soft,430,372332,28350
10431,Soft,431,373267,28417
10432,Soft,432,374200,28483
10433,Soft,433,375135,28550
10434,Soft,434,376130,28628
10435,Soft,435,377062,28694
10436,Soft,436,377997,28760
10437,Soft,437,378932,28827
10438,Soft,438,379865,28893
10439,Soft,439,380800,28960
10440,Soft,440,381735,29026
10441,Soft,441,382667,29093
10442,Soft,442,383602,29159
10443,Soft,443,399517,30291
10444,Soft,444,400535,30364
10445,Soft,445,401555,30436
10446,Soft,446,402575,30509
10447,Soft,447,403592,30581
10448,Soft,448,404612,30654
10449,Soft,449,405630,30727
10450,Soft,450,406650,30799
10451,Soft,451,407730,30883
10452,Soft,452,408747,30955
10453,Soft,453,409767,31028
10454,Soft,454,410787,31100
10455,Soft,455,411805,31173
10456,Soft,456,412825,31245
10457,Soft,457,413842,31318
10458,Soft,458,414862,31390
10459,Soft,459,415882,31463
10460,Soft,460,416900,31535
10461,Soft,461,417920,31608
10462,Soft,462,418940,31680
10463,Soft,463,436615,32938
10464,Soft,464,437635,33011
10465,Soft,465,438652,33083
10466,Soft,466,439672,33156
10467,Soft,467,440690,33228
10468,Soft,468,441710,33301
10469,Soft,469,442790,33385
10470,Soft,470,443807,33457
10471,Soft,471,444827,33530
10472,Soft,472,445847,33602
10473,Soft,473,446865,33675
10474,Soft,474,447885,33747
10475,Soft,475,448902,33820
10476,Soft,476,449922,33892
10477,Soft,477,450942,33965
10478,Soft,478,451960,34037
10479,Soft,479,452980,34110
10480,Soft,480,454000,34182
10481,Soft,481,455017,34255
10482,Soft,482,456037,34327
10483,Soft,483,475565,35717
10484,Soft,484,476667,35796
10485,Soft,485,477772,35874
10486,Soft,486,478877,35953
10487,Soft,487,479980,36031
10488,Soft,488,481085,36110
10489,Soft,489,482187,36188
10490,Soft,490,483352,36278
10491,Soft,491,484457,36357
10492,Soft,492,485560,36435
10493,Soft,493,486665,36514
10494,Soft,494,487767,36592
10495,Soft,495,488872,36671
10496,Soft,496,489977,36750
10497,Soft,497,491080,36828
10498,Soft,498,492185,36907
10499,Soft,499,493287,36985
10500,Soft,500,494392,37064
10501,Soft,501,495495,37142
10502,Soft,502,496600,37221
10503,Soft,503,518152,38754
10504,Soft,504,519257,38833
10505,Soft,505,520360,38911
10506,Soft,506,521465,38990
10507,Soft,507,522570,39068
10508,Soft,508,523672,39147
10509,Soft,509,524777,39226
10510,Soft,510,525880,39304
10511,Soft,511,526985,39383
10512,Soft,512,528090,39461
10513,Soft,513,529192,39540
10514,Soft,514,530357,39630
10515,Soft,515,531460,39708
10516,Soft,516,532565,39787
10517,Soft,517,533667,39865
10518,Soft,518,534772,39944
10519,Soft,519,535877,40022
10520,Soft,520,536980,40101
10521,Soft,521,538085,40179
10522,Soft,522,539187,40258
10523,Soft,523,562867,41943
10524,Soft,524,564057,42027
10525,Soft,525,565247,42112
10526,Soft,526,566435,42196
10527,Soft,527,567625,42281
10528,Soft,528,568812,42365
10529,Soft,529,570002,42450
10530,Soft,530,571190,42535
10531,Soft,531,572380,42619
10532,Soft,532,573570,42704
10533,Soft,533,574757,42788
10534,Soft,534,575947,42873
10535,Soft,535,577135,42958
10536,Soft,536,578325,43042
10537,Soft,537,579512,43127
10538,Soft,538,580702,43211
10539,Soft,539,581890,43296
10540,Soft,540,583080,43381
10541,Soft,541,584330,43477
10542,Soft,542,585517,43561
10543,Soft,543,611507,45411
10544,Soft,544,612697,45496
10545,Soft,545,613885,45580
10546,Soft,546,615075,45665
10547,Soft,547,616262,45750
10548,Soft,548,617452,45834
10549,Soft,549,618640,45919
10550,Soft,550,619830,46003
10551,Soft,551,621020,46088
10552,Soft,552,622207,46172
10553,Soft,553,623397,46257
10554,Soft,554,624585,46342
10555,Soft,555,625775,46426
10556,Soft,556,626962,46511
10557,Soft,557,628152,46595
10558,Soft,558,629340,46680
10559,Soft,559,630530,46765
10560,Soft,560,631720,46849
10561,Soft,561,632907,46934
10562,Soft,562,634097,47018
10563,Soft,563,662515,49041
10564,Soft,564,663790,49132
10565,Soft,565,665062,49222
10566,Soft,566,666337,49313
10567,Soft,567,667610,49404
10568,Soft,568,668885,49494
10569,Soft,569,670157,49585
10570,Soft,570,671432,49676
10571,Soft,571,672705,49766
10572,Soft,572,674040,49868
10573,Soft,573,675312,49959
10574,Soft,574,676587,50050
10575,Soft,575,677862,50140
10576,Soft,576,679135,50231
10577,Soft,577,680410,50321
10578,Soft,578,681682,50412
10579,Soft,579,682957,50503
10580,Soft,580,684230,50593
10581,Soft,581,685505,50684
10582,Soft,582,686777,50775
10583,Soft,583,717830,52985
10584,Soft,584,719102,53075
10585,Soft,585,720377,53166
10586,Soft,586,721650,53257
10587,Soft,587,722925,53347
10588,Soft,588,724197,53438
10589,Soft,589,725472,53529
10590,Soft,590,726745,53619
10591,Soft,591,728020,53710
10592,Soft,592,729292,53800
10593,Soft,593,730567,53891
10594,Soft,594,731840,53982
10595,Soft,595,733115,54072
10596,Soft,596,734390,54163
10597,Soft,597,735662,54254
10598,Soft,598,736937,54344
10599,Soft,599,738210,54435
10600,Soft,600,739485,54525
20001,Medium,1,2580,100
20002,Medium,2,2580,100
20003,Medium,3,2580,100
20004,Medium,4,2580,100
20005,Medium,5,2580,100
20006,Medium,6,2710,105
20007,Medium,7,2970,115
20008,Medium,8,3220,125
20009,Medium,9,3350,130
20010,Medium,10,3480,135
20011,Medium,11,3610,140
20012,Medium,12,4310,165
20013,Medium,13,5170,175
20014,Medium,14,5300,180
20015,Medium,15,5430,185
20016,Medium,16,5560,190
20017,Medium,17,5690,195
20018,Medium,18,5820,200
20019,Medium,19,5960,205
20020,Medium,20,6090,210
20021,Medium,21,6220,215
20022,Medium,22,6350,220
20023,Medium,23,7240,230
20024,Medium,24,7370,235
20025,Medium,25,7510,240
20026,Medium,26,7640,245
20027,Medium,27,7770,250
20028,Medium,28,8090,261
20029,Medium,29,8220,266
20030,Medium,30,8360,271
20031,Medium,31,8490,276
20032,Medium,32,8620,281
20033,Medium,33,8760,286
20034,Medium,34,8890,291
20035,Medium,35,9030,296
20036,Medium,36,9160,301
20037,Medium,37,9300,306
20038,Medium,38,9430,311
20039,Medium,39,9560,316
20040,Medium,40,9700,321
20041,Medium,41,10080,326
20042,Medium,42,10360,336
20043,Medium,43,10780,429
20044,Medium,44,11060,439
20045,Medium,45,11330,449
20046,Medium,46,11850,467
20047,Medium,47,12120,477
20048,Medium,48,12400,487
20049,Medium,49,12670,497
20050,Medium,50,12950,507
20051,Medium,51,13330,521
20052,Medium,52,13610,531
20053,Medium,53,14250,541
20054,Medium,54,14560,551
20055,Medium,55,14870,561
20056,Medium,56,15300,574
20057,Medium,57,15610,584
20058,Medium,58,17470,594
20059,Medium,59,17800,604
20060,Medium,60,18140,614
20061,Medium,61,18600,628
20062,Medium,62,19150,644
20063,Medium,63,20010,670
20064,Medium,64,20350,680
20065,Medium,65,20690,690
20066,Medium,66,21030,700
20067,Medium,67,21720,721
20068,Medium,68,22060,731
20069,Medium,69,22400,741
20070,Medium,70,22730,751
20071,Medium,71,23070,761
20072,Medium,72,23620,777
20073,Medium,73,23960,787
20074,Medium,74,24290,797
20075,Medium,75,24630,807
20076,Medium,76,24970,817
20077,Medium,77,25310,827
20078,Medium,78,25860,843
20079,Medium,79,26190,853
20080,Medium,80,26530,863
20081,Medium,81,26870,873
20082,Medium,82,27440,890
20083,Medium,83,29860,961
20084,Medium,84,30580,983
20085,Medium,85,31100,998
20086,Medium,86,31620,1013
20087,Medium,87,32130,1028
20088,Medium,88,32650,1044
20089,Medium,89,33170,1059
20090,Medium,90,33680,1074
20091,Medium,91,34780,1108
20092,Medium,92,35550,1130
20093,Medium,93,36070,1145
20094,Medium,94,36590,1161
20095,Medium,95,37100,1176
20096,Medium,96,37970,1213
20097,Medium,97,38480,1228
20098,Medium,98,39260,1252
20099,Medium,99,39900,1277
20100,Medium,100,40420,1292
20101,Medium,101,40940,1308
20102,Medium,102,41930,1343
20103,Medium,103,59460,2568
20104,Medium,104,46060,1484
20105,Medium,105,46860,1507
20106,Medium,106,47510,1533
20107,Medium,107,48370,1558
20108,Medium,108,49180,1583
20109,Medium,109,49830,1609
20110,Medium,110,50360,1624
20111,Medium,111,50890,1640
20112,Medium,112,51540,1665
20113,Medium,113,52410,1691
20114,Medium,114,52940,1707
20115,Medium,115,53590,1732
20116,Medium,116,54730,1748
20117,Medium,117,55270,1763
20118,Medium,118,56060,1812
20119,Medium,119,57570,1857
20120,Medium,120,58400,1880
20121,Medium,121,59060,1906
20122,Medium,122,59600,1921
20123,Medium,123,75250,3023
20124,Medium,124,77650,3093
20125,Medium,125,78980,3133
20126,Medium,126,67640,2182
20127,Medium,127,68490,2213
20128,Medium,128,69340,2244
20129,Medium,129,70190,2275
20130,Medium,130,71230,2306
20131,Medium,131,72080,2337
20132,Medium,132,73870,2411
20133,Medium,133,74720,2442
20134,Medium,134,75570,2473
20135,Medium,135,76420,2505
20136,Medium,136,77610,2545
20137,Medium,137,78330,2566
20138,Medium,138,80110,2625
20139,Medium,139,80970,2656
20140,Medium,140,81820,2688
20141,Medium,141,82670,2719
20142,Medium,142,83390,2740
20143,Medium,143,95390,2908
20144,Medium,144,96320,2940
20145,Medium,145,98270,3017
20146,Medium,146,99060,3038
20147,Medium,147,100000,3070
20148,Medium,148,100930,3102
20149,Medium,149,101720,3124
20150,Medium,150,103040,3166
20151,Medium,151,103970,3198
20152,Medium,152,109730,3354
20153,Medium,153,111050,3396
20154,Medium,154,111980,3428
20155,Medium,155,112780,3449
20156,Medium,156,113710,3481
20157,Medium,157,114650,3513
20158,Medium,158,117310,3586
20159,Medium,159,118250,3618
20160,Medium,160,119040,3661
20161,Medium,161,120370,3703
20162,Medium,162,121160,3724
20163,Medium,163,135980,4593
20164,Medium,164,140850,4740
20165,Medium,165,141860,4768
20166,Medium,166,142870,4795
20167,Medium,167,134270,4106
20168,Medium,168,135420,4144
20169,Medium,169,136850,4182
20170,Medium,170,138000,4220
20171,Medium,171,140490,4288
20172,Medium,172,141640,4326
20173,Medium,173,143070,4365
20174,Medium,174,144220,4403
20175,Medium,175,145230,4430
20176,Medium,176,146390,4468
20177,Medium,177,150450,4536
20178,Medium,178,151610,4574
20179,Medium,179,153050,4636
20180,Medium,180,154210,4674
20181,Medium,181,155240,4702
20182,Medium,182,156260,4729
20183,Medium,183,171290,5544
20184,Medium,184,173810,5612
20185,Medium,185,177790,5734
20186,Medium,186,178830,5762
20187,Medium,187,179870,5790
20188,Medium,188,180910,5818
20189,Medium,189,173980,5233
20190,Medium,190,175170,5272
20191,Medium,191,180440,5415
20192,Medium,192,181630,5453
20193,Medium,193,183100,5493
20194,Medium,194,184140,5521
20195,Medium,195,185330,5560
20196,Medium,196,186370,5588
20197,Medium,197,188000,5638
20198,Medium,198,191840,5742
20199,Medium,199,192880,5770
20200,Medium,200,194070,5808
20201,Medium,201,195110,5837
20202,Medium,202,196610,5876
20203,Medium,203,204070,6112
20204,Medium,204,205320,6145
20205,Medium,205,206720,6190
20206,Medium,206,214740,6422
20207,Medium,207,216010,6456
20208,Medium,208,217430,6501
20209,Medium,209,218710,6536
20210,Medium,210,220440,6582
20211,Medium,211,221870,6627
20212,Medium,212,223140,6661
20213,Medium,213,224410,6696
20214,Medium,214,228640,6815
20215,Medium,215,230380,6862
20216,Medium,216,231650,6897
20217,Medium,217,232920,6931
20218,Medium,218,234350,6976
20219,Medium,219,235620,7010
20220,Medium,220,237520,7067
20221,Medium,221,238790,7102
20222,Medium,222,243470,7235
20223,Medium,223,256840,7479
20224,Medium,224,258290,7524
20225,Medium,225,260210,7614
20226,Medium,226,261510,7649
20227,Medium,227,267140,7814
20228,Medium,228,268460,7849
20229,Medium,229,270260,7896
20230,Medium,230,274580,8017
20231,Medium,231,275900,8052
20232,Medium,232,277870,8111
20233,Medium,233,279190,8146
20234,Medium,234,280670,8192
20235,Medium,235,281990,8227
20236,Medium,236,283950,8286
20237,Medium,237,285270,8321
20238,Medium,238,286590,8356
20239,Medium,239,296560,8627
20240,Medium,240,297880,8662
20241,Medium,241,299360,8708
20242,Medium,242,300680,8743
20243,Medium,243,311770,9037
20244,Medium,244,318750,9089
20245,Medium,245,320320,9130
20246,Medium,246,322040,9217
20247,Medium,247,323600,9257
20248,Medium,248,335580,9620
20249,Medium,249,337330,9673
20250,Medium,250,338920,9715
20251,Medium,251,340520,9756
20252,Medium,252,342270,9856
20253,Medium,253,343870,9898
20254,Medium,254,345460,9939
20255,Medium,255,352970,9992
20256,Medium,256,354590,10033
20257,Medium,257,356210,10129
20258,Medium,258,363290,10311
20259,Medium,259,365080,10364
20260,Medium,260,366700,10405
20261,Medium,261,368320,10447
20262,Medium,262,370100,10562
20263,Medium,263,383890,10916
20264,Medium,264,385510,10958
20265,Medium,265,387130,10999
20266,Medium,266,388920,11052
20267,Medium,267,407710,11233
20268,Medium,268,409380,11274
20269,Medium,269,417340,11563
20270,Medium,270,419040,11605
20271,Medium,271,420740,11647
20272,Medium,272,422440,11690
20273,Medium,273,424300,11743
20274,Medium,274,426000,11786
20275,Medium,275,427700,11828
20276,Medium,276,429400,11870
20277,Medium,277,436890,12147
20278,Medium,278,438590,12189
20279,Medium,279,440280,12232
20280,Medium,280,441980,12274
20281,Medium,281,443680,12316
20282,Medium,282,445550,12370
20283,Medium,283,462340,12788
20284,Medium,284,464280,12837
20285,Medium,285,473610,12885
20286,Medium,286,475750,12945
20287,Medium,287,483440,13227
20288,Medium,288,485410,13275
20289,Medium,289,487380,13324
20290,Medium,290,489350,13372
20291,Medium,291,491490,13432
20292,Medium,292,493460,13480
20293,Medium,293,495440,13528
20294,Medium,294,497410,13577
20295,Medium,295,534430,13625
20296,Medium,296,536720,13685
20297,Medium,297,556080,14127
20298,Medium,298,558190,14175
20299,Medium,299,560300,14333
20300,Medium,300,562400,14381
20301,Medium,301,564700,14441
20302,Medium,302,566810,14489
20303,Medium,303,587980,14975
20304,Medium,304,590090,15023
20305,Medium,305,592200,15072
20306,Medium,306,594310,15120
20307,Medium,307,608420,15180
20308,Medium,308,610570,15228
20309,Medium,309,624320,15536
20310,Medium,310,626470,15585
20311,Medium,311,628620,15633
20312,Medium,312,630770,15681
20313,Medium,313,633110,15741
20314,Medium,314,640740,15789
20315,Medium,315,642910,15838
20316,Medium,316,645080,16012
20317,Medium,317,647250,16060
20318,Medium,318,649420,16109
20319,Medium,319,651590,16157
20320,Medium,320,708230,16217
20321,Medium,321,710580,16265
20322,Medium,322,725620,16574
20323,Medium,323,752610,17129
20324,Medium,324,755250,17184
20325,Medium,325,757900,17238
20326,Medium,326,760540,17293
20327,Medium,327,763390,17358
20328,Medium,328,766030,17413
20329,Medium,329,768680,17467
20330,Medium,330,771320,17521
20331,Medium,331,773960,17576
20332,Medium,332,804210,17630
20333,Medium,333,806950,17685
20334,Medium,334,823020,18010
20335,Medium,335,825760,18065
20336,Medium,336,845280,18119
20337,Medium,337,848080,18173
20338,Medium,338,850870,18373
20339,Medium,339,853660,18427
20340,Medium,340,856460,18482
20341,Medium,341,859250,18536
20342,Medium,342,862260,18602
20343,Medium,343,894870,19236
