id,object_type,object_sub_type,grade_type,order,resource_id,si_resource_id,name_localkey,description_localkey,exchange_item_id,exchange_item_value,require_item_id,require_item_value,is_hidden,badge_resource_id
101013,BackGround,Event,SSR,101013,icn_profile_bg_romanticvalentine_01,si_profile_bg_romanticvalentine_01,Locale_Profile:bg_romanticvalentine_01_name,Locale_Profile:bg_romanticvalentine_01_description,7160002,10,7160002,30,True,
101014,BackGround,Event,SSR,101014,icn_profile_bg_unbreakablesphere_01,si_profile_bg_unbreakablesphere_01,Locale_Profile:bg_unbreakablesphere_01_name,Locale_Profile:bg_unbreakablesphere_01_description,7160002,10,7160002,30,True,
101015,BackGround,Event,SSR,101015,icn_profile_bg_boomtheghost_01,si_profile_bg_boomtheghost_01,Locale_Profile:bg_boomtheghost_01_name,Locale_Profile:bg_boomtheghost_01_description,7160002,10,7160002,30,True,
101016,BackGround,Event,SSR,101016,icn_profile_bg_absolute_01,si_profile_bg_absolute_01,Locale_Profile:bg_absolute_01_name,Locale_Profile:bg_absolute_01_description,7160002,10,7160002,30,True,
101017,BackGround,Event,SSR,101017,icn_profile_bg_coinsinrush_01,si_profile_bg_coinsinrush_01,Locale_Profile:bg_coinsinrush_01_name,Locale_Profile:bg_coinsinrush_01_description,7160002,10,7160002,30,True,
102001,Sticker,Event,SSR,102001,icn_profile_sticker_bunny777_01,si_profile_sticker_bunny777_01,Locale_Profile:sticker_bunny777_01_name,Locale_Profile:sticker_bunny777_01_description,7160002,10,7160002,30,False,
102002,Sticker,Event,SSR,102002,icn_profile_sticker_nocallerid_01,si_profile_sticker_nocallerid_01,Locale_Profile:sticker_nocallerid_01_name,Locale_Profile:sticker_nocallerid_01_description,7160002,10,7160002,30,False,
102003,Sticker,Event,SSR,102003,icn_profile_sticker_nocallerid_02,si_profile_sticker_nocallerid_02,Locale_Profile:sticker_nocallerid_02_name,Locale_Profile:sticker_nocallerid_02_description,7160002,10,7160002,30,False,
102004,Sticker,Event,SSR,102004,icn_profile_sticker_nocallerid_03,si_profile_sticker_nocallerid_03,Locale_Profile:sticker_nocallerid_03_name,Locale_Profile:sticker_nocallerid_03_description,7160002,10,7160002,30,False,
102005,Sticker,Event,SSR,102005,icn_profile_sticker_bowwowparadise_01,si_profile_sticker_bowwowparadise_01,Locale_Profile:sticker_bowwowparadise_01_name,Locale_Profile:sticker_bowwowparadise_01_description,7160002,10,7160002,30,False,
102006,Sticker,Event,SSR,102006,icn_profile_sticker_ltk_01,si_profile_sticker_ltk_01,Locale_Profile:sticker_ltk_01_name,Locale_Profile:sticker_ltk_01_description,7160002,10,7160002,30,False,
102007,Sticker,Event,SSR,102007,icn_profile_sticker_queensorder_01,si_profile_sticker_queensorder_01,Locale_Profile:sticker_queensorder_01_name,Locale_Profile:sticker_queensorder_01_description,7160002,10,7160002,30,False,
102008,Sticker,Event,SSR,102008,icn_profile_sticker_nyanyaparadise_01,si_profile_sticker_nyanyaparadise_01,Locale_Profile:sticker_nyanyaparadise_01_name,Locale_Profile:sticker_nyanyaparadise_01_description,7160002,10,7160002,30,False,
102009,Sticker,Event,SSR,102009,icn_profile_sticker_cherryblossom_01,si_profile_sticker_cherryblossom_01,Locale_Profile:sticker_cherryblossom_01_name,Locale_Profile:sticker_cherryblossom_01_description,7160002,10,7160002,30,False,
102010,Sticker,Event,SSR,102010,icn_profile_sticker_d-outsiders_01,si_profile_sticker_d-outsiders_01,Locale_Profile:sticker_d-outsiders_01_name,Locale_Profile:sticker_d-outsiders_01_description,7160002,10,7160002,30,False,
102011,Sticker,Event,SSR,102011,icn_profile_sticker_maidinvalentine_01,si_profile_sticker_maidinvalentine_01,Locale_Profile:sticker_maidinvalentine_01_name,Locale_Profile:sticker_maidinvalentine_01_description,7160002,10,7160002,30,False,
102012,Sticker,Event,SSR,102012,icn_profile_sticker_maidinvalentine_02,si_profile_sticker_maidinvalentine_02,Locale_Profile:sticker_maidinvalentine_02_name,Locale_Profile:sticker_maidinvalentine_02_description,7160002,10,7160002,30,False,
102013,Sticker,Event,SSR,102013,icn_profile_sticker_maidinvalentine_03,si_profile_sticker_maidinvalentine_03,Locale_Profile:sticker_maidinvalentine_03_name,Locale_Profile:sticker_maidinvalentine_03_description,7160002,10,7160002,30,False,
102014,Sticker,Event,SSR,102014,icn_profile_sticker_schooloflock_01,si_profile_sticker_schooloflock_01,Locale_Profile:sticker_schooloflock_01_name,Locale_Profile:sticker_schooloflock_01_description,7160002,10,7160002,30,False,
102015,Sticker,Event,SSR,102015,icn_profile_sticker_brandnewyear_01,si_profile_sticker_brandnewyear_01,Locale_Profile:sticker_brandnewyear_01_name,Locale_Profile:sticker_brandnewyear_01_description,7160002,10,7160002,30,False,
102016,Sticker,Event,SSR,102016,icn_profile_sticker_overzone_01,si_profile_sticker_overzone_01,Locale_Profile:sticker_overzone_01_name,Locale_Profile:sticker_overzone_01_description,7160002,10,7160002,30,False,
102017,Sticker,Event,SSR,102017,icn_profile_sticker_miraclesnow_01,si_profile_sticker_miraclesnow_01,Locale_Profile:sticker_miraclesnow_01_name,Locale_Profile:sticker_miraclesnow_01_description,7160002,10,7160002,30,False,
102018,Sticker,Event,SSR,102018,icn_profile_sticker_redash_01,si_profile_sticker_redash_01,Locale_Profile:sticker_redash_01_name,Locale_Profile:sticker_redash_01_description,7160002,10,7160002,30,False,
102019,Sticker,Event,SSR,102019,icn_profile_sticker_lastkingdom_01,si_profile_sticker_lastkingdom_01,Locale_Profile:sticker_lastkingdom_01_name,Locale_Profile:sticker_lastkingdom_01_description,7160002,10,7160002,30,False,
102020,Sticker,Event,SSR,102020,icn_profile_sticker_fortheking_01,si_profile_sticker_fortheking_01,Locale_Profile:sticker_fortheking_01_name,Locale_Profile:sticker_fortheking_01_description,7160002,10,7160002,30,True,
102021,Sticker,Event,SSR,102021,icn_profile_sticker_fortheking_02,si_profile_sticker_fortheking_02,Locale_Profile:sticker_fortheking_02_name,Locale_Profile:sticker_fortheking_02_description,7160002,10,7160002,30,True,
102022,Sticker,Event,SSR,102022,icn_profile_sticker_darkhero_01,si_profile_sticker_darkhero_01,Locale_Profile:sticker_darkhero_01_name,Locale_Profile:sticker_darkhero_01_description,7160002,10,7160002,30,False,
102023,Sticker,Event,SSR,102023,icn_profile_sticker_hightechtoy_01,si_profile_sticker_hightechtoy_01,Locale_Profile:sticker_hightechtoy_01_name,Locale_Profile:sticker_hightechtoy_01_description,7160002,10,7160002,30,False,
102024,Sticker,Event,SSR,102024,icn_profile_sticker_goldenship_01,si_profile_sticker_goldenship_01,Locale_Profile:sticker_goldenship_01_name,Locale_Profile:sticker_goldenship_01_description,7160002,10,7160002,30,False,
102025,Sticker,Event,SSR,102025,icn_profile_sticker_goldencoinrush_01,si_profile_sticker_goldencoinrush_01,Locale_Profile:sticker_goldencoinrush_01_name,Locale_Profile:sticker_goldencoinrush_01_description,7160002,10,7160002,30,False,
102026,Sticker,Event,SSR,102026,icn_profile_sticker_goldencoinrush_02,si_profile_sticker_goldencoinrush_02,Locale_Profile:sticker_goldencoinrush_02_name,Locale_Profile:sticker_goldencoinrush_02_description,7160002,10,7160002,30,False,
102027,Sticker,Event,SSR,102027,icn_profile_sticker_letsplaysoda_01,si_profile_sticker_letsplaysoda_01,Locale_Profile:sticker_letsplaysoda_01_name,Locale_Profile:sticker_letsplaysoda_01_description,7160002,10,7160002,30,True,
102028,Sticker,Event,SSR,102028,icn_profile_sticker_letsplaysoda_02,si_profile_sticker_letsplaysoda_02,Locale_Profile:sticker_letsplaysoda_02_name,Locale_Profile:sticker_letsplaysoda_02_description,7160002,10,7160002,30,True,
102029,Sticker,Event,SSR,102029,icn_profile_sticker_memoryofgoddess_01,si_profile_sticker_memoryofgoddess_01,Locale_Profile:sticker_memoryofgoddess_01_name,Locale_Profile:sticker_memoryofgoddess_01_description,7160002,10,7160002,30,False,
102030,Sticker,Event,SSR,102030,icn_profile_sticker_memoryofgoddess_02,si_profile_sticker_memoryofgoddess_02,Locale_Profile:sticker_memoryofgoddess_02_name,Locale_Profile:sticker_memoryofgoddess_02_description,7160002,10,7160002,30,False,
102031,Sticker,Event,SSR,102031,icn_profile_sticker_memoryofgoddess_03,si_profile_sticker_memoryofgoddess_03,Locale_Profile:sticker_memoryofgoddess_03_name,Locale_Profile:sticker_memoryofgoddess_03_description,7160002,10,7160002,30,False,
102032,Sticker,Event,SSR,102032,icn_profile_sticker_memoryofgoddess_04,si_profile_sticker_memoryofgoddess_04,Locale_Profile:sticker_memoryofgoddess_04_name,Locale_Profile:sticker_memoryofgoddess_04_description,7160002,10,7160002,30,False,
102033,Sticker,Event,SSR,102033,icn_profile_sticker_memoryofgoddess_05,si_profile_sticker_memoryofgoddess_05,Locale_Profile:sticker_memoryofgoddess_05_name,Locale_Profile:sticker_memoryofgoddess_05_description,7160002,10,7160002,30,False,
102034,Sticker,Event,SSR,102034,icn_profile_sticker_memoryofgoddess_06,si_profile_sticker_memoryofgoddess_06,Locale_Profile:sticker_memoryofgoddess_06_name,Locale_Profile:sticker_memoryofgoddess_06_description,7160002,10,7160002,30,True,
102035,Sticker,Event,SSR,102035,icn_profile_sticker_claymore_01,si_profile_sticker_claymore_01,Locale_Profile:sticker_claymore_01_name,Locale_Profile:sticker_claymore_01_description,7160002,10,7160002,30,False,
102036,Sticker,Event,SSR,102036,icn_profile_sticker_dazzlingcupid_01,si_profile_sticker_dazzlingcupid_01,Locale_Profile:sticker_dazzlingcupid_01_name,Locale_Profile:sticker_dazzlingcupid_01_description,7160002,10,7160002,30,False,
102037,Sticker,Event,SSR,102037,icn_profile_sticker_bluewaterisland_01,si_profile_sticker_bluewaterisland_01,Locale_Profile:sticker_bluewaterisland_01_name,Locale_Profile:sticker_bluewaterisland_01_description,7160002,10,7160002,30,False,
102038,Sticker,Event,SSR,102038,icn_profile_sticker_beautyfullshot_01,si_profile_sticker_beautyfullshot_01,Locale_Profile:sticker_beautyfullshot_01_name,Locale_Profile:sticker_beautyfullshot_01_description,7160002,10,7160002,30,False,
102039,Sticker,Event,SSR,102039,icn_profile_sticker_coralislandadventure_01,si_profile_sticker_coralislandadventure_01,Locale_Profile:sticker_coralislandadventure_01_name,Locale_Profile:sticker_coralislandadventure_01_description,7160002,10,7160002,30,True,
102040,Sticker,Event,SSR,102040,icn_profile_sticker_coralislandadventure_02,si_profile_sticker_coralislandadventure_02,Locale_Profile:sticker_coralislandadventure_02_name,Locale_Profile:sticker_coralislandadventure_02_description,7160002,10,7160002,30,True,
102041,Sticker,Event,SSR,102043,icn_profile_sticker_seayouagain_01,si_profile_sticker_seayouagain_01,Locale_Profile:sticker_seayouagain_01_name,Locale_Profile:sticker_seayouagain_01_description,7160002,10,7160002,30,False,
102042,Sticker,Event,SSR,102044,icn_profile_sticker_juveniledays_01,si_profile_sticker_juveniledays_01,Locale_Profile:sticker_juveniledays_01_name,Locale_Profile:sticker_juveniledays_01_description,7160002,10,7160002,30,False,
102043,Sticker,Event,SSR,102041,icn_profile_sticker_aegisthediver_01,si_profile_sticker_aegisthediver_01,Locale_Profile:sticker_aegisthediver_01_name,Locale_Profile:sticker_aegisthediver_01_description,7160002,10,7160002,30,True,
102044,Sticker,Event,SSR,102042,icn_profile_sticker_aegisthediver_02,si_profile_sticker_aegisthediver_02,Locale_Profile:sticker_aegisthediver_02_name,Locale_Profile:sticker_aegisthediver_02_description,7160002,10,7160002,30,True,
102045,Sticker,Event,SSR,102045,icn_profile_sticker_colorless_01,si_profile_sticker_colorless_01,Locale_Profile:sticker_colorless_01_name,Locale_Profile:sticker_colorless_01_description,7160002,10,7160002,30,False,
102046,Sticker,Event,SSR,102046,icn_profile_sticker_acpufreeze_01,icn_profile_sticker_acpufreeze_01,Locale_Profile:sticker_acpufreeze_01_name,Locale_Profile:sticker_acpufreeze_01_description,7160002,10,7160002,30,False,
102047,Sticker,Event,SSR,102047,icn_profile_sticker_acpufreeze_02,si_profile_sticker_acpufreeze_02,Locale_Profile:sticker_acpufreeze_02_name,Locale_Profile:sticker_acpufreeze_02_description,7160002,10,7160002,30,False,
102048,Sticker,Event,SSR,102048,icn_profile_sticker_acpufreeze_03,si_profile_sticker_acpufreeze_03,Locale_Profile:sticker_acpufreeze_03_name,Locale_Profile:sticker_acpufreeze_03_description,7160002,10,7160002,30,False,
102049,Sticker,Event,SSR,102049,icn_profile_sticker_jinxplayer_01,si_profile_sticker_jinxplayer_01,Locale_Profile:sticker_jinxplayer_01_name,Locale_Profile:sticker_jinxplayer_01_description,7160002,10,7160002,30,False,
102050,Sticker,Event,SSR,102050,icn_profile_sticker_dirtybackyard_01,si_profile_sticker_dirtybackyard_01,Locale_Profile:sticker_dirtybackyard_01_name,Locale_Profile:sticker_dirtybackyard_01_description,7160002,10,7160002,30,False,
102051,Sticker,Event,SSR,102051,icn_profile_sticker_phantomthiefvsdetective_01,si_profile_sticker_phantomthiefvsdetective_01,Locale_Profile:sticker_phantomthiefvsdetective_01_name,Locale_Profile:sticker_phantomthiefvsdetective_01_description,7160002,10,7160002,30,False,
102052,Sticker,Event,SSR,102052,icn_profile_sticker_lionheart_01,si_profile_sticker_lionheart_01,Locale_Profile:sticker_lionheart_01_name,Locale_Profile:sticker_lionheart_01_description,7160002,10,7160002,30,False,
102053,Sticker,Event,SSR,102053,icn_profile_sticker_lifeagain_01,si_profile_sticker_lifeagain_01,Locale_Profile:sticker_lifeagain_01_name,Locale_Profile:sticker_lifeagain_01_description,7160002,10,7160002,30,False,
102054,Sticker,Event,SSR,102054,icn_profile_sticker_oldtales_01,si_profile_sticker_oldtales_01,Locale_Profile:sticker_oldtales_01_name,Locale_Profile:sticker_oldtales_01_description,7160002,10,7160002,30,False,
102055,Sticker,Event,SSR,102055,icn_profile_sticker_newyearnewsword_01,si_profile_sticker_newyearnewsword_01,Locale_Profile:sticker_newyearnewsword_01_name,Locale_Profile:sticker_newyearnewsword_01_description,7160002,10,7160002,30,False,
102056,Sticker,Event,SSR,102056,icn_profile_sticker_bbqmaster_01,si_profile_sticker_bbqmaster_01,Locale_Profile:sticker_bbqmaster_01_name,Locale_Profile:sticker_bbqmaster_01_description,7160002,10,7160002,30,True,
102057,Sticker,Event,SSR,102057,icn_profile_sticker_bbqmaster_02,si_profile_sticker_bbqmaster_02,Locale_Profile:sticker_bbqmaster_02_name,Locale_Profile:sticker_bbqmaster_02_description,7160002,10,7160002,30,True,
102058,Sticker,Event,SSR,102058,icn_profile_sticker_giftfactory_01,si_profile_sticker_giftfactory_01,Locale_Profile:sticker_giftfactory_01_name,Locale_Profile:sticker_giftfactory_01_description,7160002,10,7160002,30,True,
102059,Sticker,Event,SSR,102059,icn_profile_sticker_inthemirror_01,si_profile_sticker_inthemirror_01,Locale_Profile:sticker_inthemirror_01_name,Locale_Profile:sticker_inthemirror_01_description,7160002,10,7160002,30,True,
102060,Sticker,Event,SSR,102060,icn_profile_sticker_inthemirror_02,si_profile_sticker_inthemirror_02,Locale_Profile:sticker_inthemirror_02_name,Locale_Profile:sticker_inthemirror_02_description,7160002,10,7160002,30,True,
102061,Sticker,Event,SSR,102061,icn_profile_sticker_secretgarden_01,si_profile_sticker_secretgarden_01,Locale_Profile:sticker_secretgarden_01_name,Locale_Profile:sticker_secretgarden_01_description,7160002,10,7160002,30,False,
102062,Sticker,Event,SSR,102062,icn_profile_sticker_neverland_01,si_profile_sticker_neverland_01,Locale_Profile:sticker_neverland_01_name,Locale_Profile:sticker_neverland_01_description,7160002,10,7160002,30,False,
102063,Sticker,Event,SSR,102063,icn_profile_sticker_icedragonsaga_01,si_profile_sticker_icedragonsaga_01,Locale_Profile:sticker_icedragonsaga_01_name,Locale_Profile:sticker_icedragonsaga_01_description,7160002,10,7160002,30,False,
102064,Sticker,Event,SSR,102064,icn_profile_sticker_dragondungeonrun_01,si_profile_sticker_dragondungeonrun_01,Locale_Profile:sticker_dragondungeonrun_01_name,Locale_Profile:sticker_dragondungeonrun_01_description,7160002,10,7160002,30,True,
102065,Sticker,Event,SSR,102065,icn_profile_sticker_dragondungeonrun_02,si_profile_sticker_dragondungeonrun_02,Locale_Profile:sticker_dragondungeonrun_02_name,Locale_Profile:sticker_dragondungeonrun_02_description,7160002,10,7160002,30,True,
102066,Sticker,Event,SSR,102066,icn_profile_sticker_footstepwalkrun_01,si_profile_sticker_footstepwalkrun_01,Locale_Profile:sticker_footstepwalkrun_01_name,Locale_Profile:sticker_footstepwalkrun_01_description,7160002,10,7160002,30,False,
102067,Sticker,Event,SSR,102067,icn_profile_sticker_alonesurvivor_01,si_profile_sticker_alonesurvivor_01,Locale_Profile:sticker_alonesurvivor_01_name,Locale_Profile:sticker_alonesurvivor_01_description,7160002,10,7160002,30,False,
102068,Sticker,Event,SSR,102068,icn_profile_sticker_wisdomspring_01,si_profile_sticker_wisdomspring_01,Locale_Profile:sticker_wisdomspring_01_name,Locale_Profile:sticker_wisdomspring_01_description,7160002,10,7160002,30,False,
102069,Sticker,Event,SSR,102069,icn_profile_sticker_perfectmaid_01,si_profile_sticker_perfectmaid_01,Locale_Profile:sticker_perfectmaid_01_name,Locale_Profile:sticker_perfectmaid_01_description,7160002,10,7160002,30,False,
102070,Sticker,Event,SSR,102070,icn_profile_sticker_dessertrush_01,si_profile_sticker_dessertrush_01,Locale_Profile:sticker_dessertrush_01_name,Locale_Profile:sticker_dessertrush_01_description,7160002,10,7160002,30,True,
102071,Sticker,Event,SSR,102071,icn_profile_sticker_dessertrush_02,si_profile_sticker_dessertrush_02,Locale_Profile:sticker_dessertrush_02_name,Locale_Profile:sticker_dessertrush_02_description,7160002,10,7160002,30,True,
102072,Sticker,Event,SSR,102072,icn_profile_sticker_romanticvalentine_01,si_profile_sticker_romanticvalentine_01,Locale_Profile:sticker_romanticvalentine_01_name,Locale_Profile:sticker_romanticvalentine_01_description,7160002,10,7160002,30,False,
102073,Sticker,Event,SSR,102073,icn_profile_sticker_boomsday_01,si_profile_sticker_boomsday_01,Locale_Profile:sticker_boomsday_01_name,Locale_Profile:sticker_boomsday_01_description,7160002,10,7160002,30,False,
102074,Sticker,Event,SSR,102074,icn_profile_sticker_piratecafe_01,si_profile_sticker_piratecafe_01,Locale_Profile:sticker_piratecafe_01_name,Locale_Profile:sticker_piratecafe_01_description,7160002,10,7160002,30,True,
102075,Sticker,Event,SSR,102075,icn_profile_sticker_piratecafe_02,si_profile_sticker_piratecafe_02,Locale_Profile:sticker_piratecafe_02_name,Locale_Profile:sticker_piratecafe_02_description,7160002,10,7160002,30,True,
102076,Sticker,Event,SSR,102076,icn_profile_sticker_forrest_01,si_profile_sticker_forrest_01,Locale_Profile:sticker_forrest_01_name,Locale_Profile:sticker_forrest_01_description,7160002,10,7160002,30,False,
102077,Sticker,Event,SSR,102077,icn_profile_sticker_newflavor_01,si_profile_sticker_newflavor_01,Locale_Profile:sticker_newflavor_01_name,Locale_Profile:sticker_newflavor_01_description,7160002,10,7160002,30,False,
102078,Sticker,Event,SSR,102078,icn_profile_sticker_onemoretime_01,si_profile_sticker_onemoretime_01,Locale_Profile:sticker_onemoretime_01_name,Locale_Profile:sticker_onemoretime_01_description,7160002,10,7160002,30,False,
102079,Sticker,Event,SSR,102079,icn_profile_sticker_trueflavor_01,si_profile_sticker_trueflavor_01,Locale_Profile:sticker_trueflavor_01_name,Locale_Profile:sticker_trueflavor_01_description,7160002,10,7160002,30,False,
102080,Sticker,Event,SSR,102080,icn_profile_sticker_unbreakablesphere_01,si_profile_sticker_unbreakablesphere_01,Locale_Profile:sticker_unbreakablesphere_01_name,Locale_Profile:sticker_unbreakablesphere_01_description,7160002,10,7160002,30,False,
102081,Sticker,Event,SSR,102081,icn_profile_sticker_bubblemarch_01,si_profile_sticker_bubblemarch_01,Locale_Profile:sticker_bubblemarch_01_name,Locale_Profile:sticker_bubblemarch_01_description,7160002,10,7160002,30,True,
102082,Sticker,Event,SSR,102082,icn_profile_sticker_bubblemarch_02,si_profile_sticker_bubblemarch_02,Locale_Profile:sticker_bubblemarch_02_name,Locale_Profile:sticker_bubblemarch_02_description,7160002,10,7160002,30,True,
102083,Sticker,Event,SSR,102083,icn_profile_sticker_killthelord_01,si_profile_sticker_killthelord_01,Locale_Profile:sticker_killthelord_01_name,Locale_Profile:sticker_killthelord_01_description,7160002,10,7160002,30,False,
102084,Sticker,Event,SSR,102084,icn_profile_sticker_arcanearchive_01,si_profile_sticker_arcanearchive_01,Locale_Profile:sticker_arcanearchive_01_name,Locale_Profile:sticker_arcanearchive_01_description,7160002,10,7160002,30,False,
102085,Sticker,Event,SSR,102085,icn_profile_sticker_lordforjustice_01,si_profile_sticker_lordforjustice_01,Locale_Profile:sticker_lordforjustice_01_name,Locale_Profile:sticker_lordforjustice_01_description,7160002,10,7160002,30,False,
102086,Sticker,Event,SSR,102086,icn_profile_sticker_ce006_01,si_profile_sticker_ce006_01,Locale_Profile:sticker_ce006_01_name,Locale_Profile:sticker_ce006_01_description,7160002,10,7160002,30,True,
102087,Sticker,Event,SSR,102087,icn_profile_sticker_ce006_02,si_profile_sticker_ce006_02,Locale_Profile:sticker_ce006_02_name,Locale_Profile:sticker_ce006_02_description,7160002,10,7160002,30,True,
102088,Sticker,Event,SSR,102088,icn_profile_sticker_overthehorizon_01,si_profile_sticker_overthehorizon_01,Locale_Profile:sticker_overthehorizon_01_name,Locale_Profile:sticker_overthehorizon_01_description,7160002,10,7160002,30,False,
102089,Sticker,Event,SSR,102089,icn_profile_sticker_boomtheghost_01,si_profile_sticker_boomtheghost_01,Locale_Profile:sticker_boomtheghost_01_name,Locale_Profile:sticker_boomtheghost_01_description,7160002,10,7160002,30,False,
102090,Sticker,Event,SSR,102090,icn_profile_sticker_bfgcleanup_01,si_profile_sticker_bfgcleanup_01,Locale_Profile:sticker_bfgcleanup_01_name,Locale_Profile:sticker_bfgcleanup_01_description,7160002,10,7160002,30,True,
102091,Sticker,Event,SSR,102091,icn_profile_sticker_bfgcleanup_02,si_profile_sticker_bfgcleanup_02,Locale_Profile:sticker_bfgcleanup_02_name,Locale_Profile:sticker_bfgcleanup_02_description,7160002,10,7160002,30,True,
102092,Sticker,Event,SSR,102092,icn_profile_sticker_absolute_01,si_profile_sticker_absolute_01,Locale_Profile:sticker_absolute_01_name,Locale_Profile:sticker_absolute_01_description,7160002,10,7160002,30,False,
102093,Sticker,Event,SSR,102093,icn_profile_sticker_coinsinrush_01,si_profile_sticker_coinsinrush_01,Locale_Profile:sticker_coinsinrush_01_name,Locale_Profile:sticker_coinsinrush_01_description,7160002,10,7160002,30,False,
102094,Sticker,Event,SSR,102094,icn_profile_sticker_madeinrush_01,si_profile_sticker_madeinrush_01,Locale_Profile:sticker_madeinrush_01_name,Locale_Profile:sticker_madeinrush_01_description,7160002,10,7160002,30,True,
111090,Sticker,Badge,SSR,111001,90,,Locale_Profile:badge_90_name,Locale_Profile:badge_90_description,7160002,10,7160002,30,True,icon_slot_profile_sticker_badge
111170,Sticker,Badge,SSR,111002,170,,Locale_Profile:badge_170_name,Locale_Profile:badge_170_description,7160002,10,7160002,30,True,icon_slot_profile_sticker_badge
111022,Sticker,Badge,SSR,111003,22,,Locale_Profile:badge_22_name,Locale_Profile:badge_22_description,7160002,10,7160002,30,True,icon_slot_profile_sticker_badge
111030,Sticker,Badge,SSR,111004,30,,Locale_Profile:badge_30_name,Locale_Profile:badge_30_description,7160002,10,7160002,30,True,icon_slot_profile_sticker_badge
111032,Sticker,Badge,SSR,111005,32,,Locale_Profile:badge_32_name,Locale_Profile:badge_32_description,7160002,10,7160002,30,True,icon_slot_profile_sticker_badge
111070,Sticker,Badge,SSR,111006,70,,Locale_Profile:badge_70_name,Locale_Profile:badge_70_description,7160002,10,7160002,30,True,icon_slot_profile_sticker_badge
111071,Sticker,Badge,SSR,111007,71,,Locale_Profile:badge_71_name,Locale_Profile:badge_71_description,7160002,10,7160002,30,True,icon_slot_profile_sticker_badge
111072,Sticker,Badge,SSR,111008,72,,Locale_Profile:badge_72_name,Locale_Profile:badge_72_description,7160002,10,7160002,30,True,icon_slot_profile_sticker_badge
111091,Sticker,Badge,SSR,111009,91,,Locale_Profile:badge_91_name,Locale_Profile:badge_91_description,7160002,10,7160002,30,True,icon_slot_profile_sticker_badge
111092,Sticker,Badge,SSR,111010,92,,Locale_Profile:badge_92_name,Locale_Profile:badge_92_description,7160002,10,7160002,30,True,icon_slot_profile_sticker_badge
111180,Sticker,Badge,SSR,111011,180,,Locale_Profile:badge_180_name,Locale_Profile:badge_180_description,7160002,10,7160002,30,True,icon_slot_profile_sticker_badge
111181,Sticker,Badge,SSR,111012,181,,Locale_Profile:badge_181_name,Locale_Profile:badge_181_description,7160002,10,7160002,30,True,icon_slot_profile_sticker_badge
111040,Sticker,Badge,SSR,111013,40,,Locale_Profile:badge_40_name,Locale_Profile:badge_40_description,7160002,10,7160002,30,True,icon_slot_profile_sticker_badge
