id,name_code,condition_type,condition_value,quest_thumbnail_resource_id,name_localkey,description_localkey,next_quest_id,end_scenario_id,reward_id
102201,1022,Outpost_View,0.0,mi_favoriteitem_wallpaper_c112_00,Locale_SubQuest:FAVORITE_QUEST_NAME_102201,Locale_SubQuest:FAVORITE_QUEST_DESC_102201,102202,treasurestory_viper_01,0
102202,1022,Outpost_Select,22401.0,,Locale_SubQuest:FAVORITE_QUEST_NAME_102202,Locale_SubQuest:FAVORITE_QUEST_DESC_102202,102203,treasurestory_viper_02,0
102203,1022,Outpost_View,0.0,,Locale_SubQuest:FAVORITE_QUEST_NAME_102203,Locale_SubQuest:FAVORITE_QUEST_DESC_102203,102204,treasurestory_viper_03,0
102204,1022,Outpost_Select,10701.0,,Locale_SubQuest:FAVORITE_QUEST_NAME_102204,Locale_SubQuest:FAVORITE_QUEST_DESC_102204,102205,treasurestory_viper_04,0
102205,1022,Outpost_View,0.0,,Locale_SubQuest:FAVORITE_QUEST_NAME_102205,Locale_SubQuest:FAVORITE_QUEST_DESC_102205,102206,treasurestory_viper_05,0
102206,1022,Outpost_Select,10301.0,,Locale_SubQuest:FAVORITE_QUEST_NAME_102206,Locale_SubQuest:FAVORITE_QUEST_DESC_102206,102207,treasurestory_viper_06,3800501
102207,1022,End,,,Locale_SubQuest:FAVORITE_QUEST_NAME_102207,Locale_SubQuest:FAVORITE_QUEST_DESC_102207,0,,0
501701,5017,Outpost_View,0.0,mi_favoriteitem_wallpaper_c032_00,Locale_SubQuest:FAVORITE_QUEST_NAME_501701,Locale_SubQuest:FAVORITE_QUEST_DESC_501701,501702,treasurestory_miranda_01,0
501702,5017,Outpost_Select,10201.0,,Locale_SubQuest:FAVORITE_QUEST_NAME_501702,Locale_SubQuest:FAVORITE_QUEST_DESC_501702,501703,treasurestory_miranda_02,0
501703,5017,Lobby_Enter,0.0,,Locale_SubQuest:FAVORITE_QUEST_NAME_501703,Locale_SubQuest:FAVORITE_QUEST_DESC_501703,501704,treasurestory_miranda_03,0
501704,5017,Ark_View,0.0,,Locale_SubQuest:FAVORITE_QUEST_NAME_501704,Locale_SubQuest:FAVORITE_QUEST_DESC_501704,501705,treasurestory_miranda_04,0
501705,5017,Outpost_Select,10201.0,,Locale_SubQuest:FAVORITE_QUEST_NAME_501705,Locale_SubQuest:FAVORITE_QUEST_DESC_501705,501706,treasurestory_miranda_05,3800601
501706,5017,End,,,Locale_SubQuest:FAVORITE_QUEST_NAME_501706,Locale_SubQuest:FAVORITE_QUEST_DESC_501706,0,,0
506601,5066,Outpost_View,0.0,mi_favoriteitem_wallpaper_c352_00,Locale_SubQuest:FAVORITE_QUEST_NAME_506601,Locale_SubQuest:FAVORITE_QUEST_DESC_506601,506602,treasurestory_helm_01,0
506602,5066,Ark_View,0.0,,Locale_SubQuest:FAVORITE_QUEST_NAME_506602,Locale_SubQuest:FAVORITE_QUEST_DESC_506602,506603,treasurestory_helm_02,0
506603,5066,Outpost_Select,22401.0,,Locale_SubQuest:FAVORITE_QUEST_NAME_506603,Locale_SubQuest:FAVORITE_QUEST_DESC_506603,506604,treasurestory_helm_03,0
506604,5066,Ark_View,0.0,,Locale_SubQuest:FAVORITE_QUEST_NAME_506604,Locale_SubQuest:FAVORITE_QUEST_DESC_506604,506605,treasurestory_helm_04,0
506605,5066,FavoriteItemQuest_Stage_Group_Clear,5066.0,,Locale_SubQuest:FAVORITE_QUEST_NAME_506605,Locale_SubQuest:FAVORITE_QUEST_DESC_506605,506606,,0
506606,5066,Lobby_Enter,0.0,,Locale_SubQuest:FAVORITE_QUEST_NAME_506606,Locale_SubQuest:FAVORITE_QUEST_DESC_506606,506607,treasurestory_helm_06,3800701
506607,5066,End,,,Locale_SubQuest:FAVORITE_QUEST_NAME_506607,Locale_SubQuest:FAVORITE_QUEST_DESC_506607,0,,0
502401,5024,Outpost_View,0.0,mi_favoriteitem_wallpaper_c101_00,Locale_SubQuest:FAVORITE_QUEST_NAME_502401,Locale_SubQuest:FAVORITE_QUEST_DESC_502401,502402,treasurestory_drake_01,0
502402,5024,Outpost_Select,22401.0,,Locale_SubQuest:FAVORITE_QUEST_NAME_502402,Locale_SubQuest:FAVORITE_QUEST_DESC_502402,502403,treasurestory_drake_02,0
502403,5024,Outpost_Select,10401.0,,Locale_SubQuest:FAVORITE_QUEST_NAME_502403,Locale_SubQuest:FAVORITE_QUEST_DESC_502403,502404,treasurestory_drake_03,0
502404,5024,Outpost_Select,10201.0,,Locale_SubQuest:FAVORITE_QUEST_NAME_502404,Locale_SubQuest:FAVORITE_QUEST_DESC_502404,502405,treasurestory_drake_04,0
502405,5024,Outpost_Select,10501.0,,Locale_SubQuest:FAVORITE_QUEST_NAME_502405,Locale_SubQuest:FAVORITE_QUEST_DESC_502405,502406,treasurestory_drake_05,0
502406,5024,Outpost_Select,12101.0,,Locale_SubQuest:FAVORITE_QUEST_NAME_502406,Locale_SubQuest:FAVORITE_QUEST_DESC_502406,502407,treasurestory_drake_06,3800801
502407,5024,End,,,Locale_SubQuest:FAVORITE_QUEST_NAME_502407,Locale_SubQuest:FAVORITE_QUEST_DESC_502407,0,,0
502801,5028,Outpost_View,0.0,mi_favoriteitem_wallpaper_c141_00,Locale_SubQuest:FAVORITE_QUEST_NAME_502801,Locale_SubQuest:FAVORITE_QUEST_DESC_502801,502802,treasurestory_milk_01,0
502802,5028,Outpost_Select,10401.0,,Locale_SubQuest:FAVORITE_QUEST_NAME_502802,Locale_SubQuest:FAVORITE_QUEST_DESC_502802,502803,treasurestory_milk_02,0
502803,5028,Outpost_Select,22401.0,,Locale_SubQuest:FAVORITE_QUEST_NAME_502803,Locale_SubQuest:FAVORITE_QUEST_DESC_502803,502804,treasurestory_milk_03,0
502804,5028,Ark_View,0.0,,Locale_SubQuest:FAVORITE_QUEST_NAME_502804,Locale_SubQuest:FAVORITE_QUEST_DESC_502804,502805,treasurestory_milk_04,0
502805,5028,FavoriteItemQuest_Stage_Group_Clear,5028.0,,Locale_SubQuest:FAVORITE_QUEST_NAME_502805,Locale_SubQuest:FAVORITE_QUEST_DESC_502805,502806,,0
502806,5028,Outpost_View,0.0,,Locale_SubQuest:FAVORITE_QUEST_NAME_502806,Locale_SubQuest:FAVORITE_QUEST_DESC_502806,502807,treasurestory_milk_06,3800901
502807,5028,End,,,Locale_SubQuest:FAVORITE_QUEST_NAME_502807,Locale_SubQuest:FAVORITE_QUEST_DESC_502807,0,,0
501601,5016,Outpost_View,0.0,mi_favoriteitem_wallpaper_c030_00,Locale_SubQuest:FAVORITE_QUEST_NAME_501601,Locale_SubQuest:FAVORITE_QUEST_DESC_501601,501602,treasurestory_poli_01,0
501602,5016,Outpost_Select,22401.0,,Locale_SubQuest:FAVORITE_QUEST_NAME_501602,Locale_SubQuest:FAVORITE_QUEST_DESC_501602,501603,treasurestory_poli_02,0
501603,5016,Outpost_View,0.0,,Locale_SubQuest:FAVORITE_QUEST_NAME_501603,Locale_SubQuest:FAVORITE_QUEST_DESC_501603,501604,treasurestory_poli_03,0
501604,5016,Outpost_Select,10401.0,,Locale_SubQuest:FAVORITE_QUEST_NAME_501604,Locale_SubQuest:FAVORITE_QUEST_DESC_501604,501605,treasurestory_poli_04,0
501605,5016,Outpost_Select,12101.0,,Locale_SubQuest:FAVORITE_QUEST_NAME_501605,Locale_SubQuest:FAVORITE_QUEST_DESC_501605,501606,treasurestory_poli_05,0
501606,5016,Outpost_Select,22401.0,,Locale_SubQuest:FAVORITE_QUEST_NAME_501606,Locale_SubQuest:FAVORITE_QUEST_DESC_501606,501607,treasurestory_poli_06,3801001
501607,5016,End,,,Locale_SubQuest:FAVORITE_QUEST_NAME_501607,Locale_SubQuest:FAVORITE_QUEST_DESC_501607,0,,0
508101,5081,Outpost_View,0.0,mi_favoriteitem_wallpaper_c192_00,Locale_SubQuest:FAVORITE_QUEST_NAME_508101,Locale_SubQuest:FAVORITE_QUEST_DESC_508101,508102,treasurestory_tove_01,0
508102,5081,Outpost_Select,22401.0,,Locale_SubQuest:FAVORITE_QUEST_NAME_508102,Locale_SubQuest:FAVORITE_QUEST_DESC_508102,508103,treasurestory_tove_02,0
508103,5081,Outpost_Select,10701.0,,Locale_SubQuest:FAVORITE_QUEST_NAME_508103,Locale_SubQuest:FAVORITE_QUEST_DESC_508103,508104,treasurestory_tove_03,0
508104,5081,Ark_View,0.0,,Locale_SubQuest:FAVORITE_QUEST_NAME_508104,Locale_SubQuest:FAVORITE_QUEST_DESC_508104,508105,treasurestory_tove_04,0
508105,5081,FavoriteItemQuest_Stage_Group_Clear,5081.0,,Locale_SubQuest:FAVORITE_QUEST_NAME_508105,Locale_SubQuest:FAVORITE_QUEST_DESC_508105,508106,,0
508106,5081,Lobby_Enter,0.0,,Locale_SubQuest:FAVORITE_QUEST_NAME_508106,Locale_SubQuest:FAVORITE_QUEST_DESC_508106,508107,treasurestory_tove_06,3801101
508107,5081,End,,,Locale_SubQuest:FAVORITE_QUEST_NAME_508107,Locale_SubQuest:FAVORITE_QUEST_DESC_508107,0,,0
501401,5014,Campaign_View,0.0,mi_favoriteitem_wallpaper_c150_00,Locale_SubQuest:FAVORITE_QUEST_NAME_501401,Locale_SubQuest:FAVORITE_QUEST_DESC_501401,501402,treasurestory_julia_01,0
501402,5014,Outpost_Select,22401.0,,Locale_SubQuest:FAVORITE_QUEST_NAME_501402,Locale_SubQuest:FAVORITE_QUEST_DESC_501402,501403,treasurestory_julia_02,0
501403,5014,Outpost_Select,10201.0,,Locale_SubQuest:FAVORITE_QUEST_NAME_501403,Locale_SubQuest:FAVORITE_QUEST_DESC_501403,501404,treasurestory_julia_03,0
501404,5014,Outpost_Select,10401.0,,Locale_SubQuest:FAVORITE_QUEST_NAME_501404,Locale_SubQuest:FAVORITE_QUEST_DESC_501404,501405,treasurestory_julia_04,0
501405,5014,Outpost_Select,22401.0,,Locale_SubQuest:FAVORITE_QUEST_NAME_501405,Locale_SubQuest:FAVORITE_QUEST_DESC_501405,501406,treasurestory_julia_05,0
501406,5014,Outpost_Select,11401.0,,Locale_SubQuest:FAVORITE_QUEST_NAME_501406,Locale_SubQuest:FAVORITE_QUEST_DESC_501406,501407,treasurestory_julia_06,3801201
501407,5014,End,,,Locale_SubQuest:FAVORITE_QUEST_NAME_501407,Locale_SubQuest:FAVORITE_QUEST_DESC_501407,0,,0
511101,5111,Outpost_View,0.0,mi_favoriteitem_wallpaper_c550_00,Locale_SubQuest:FAVORITE_QUEST_NAME_511101,Locale_SubQuest:FAVORITE_QUEST_DESC_511101,511102,treasurestory_bay_01,0
511102,5111,Outpost_Select,22401.0,,Locale_SubQuest:FAVORITE_QUEST_NAME_511102,Locale_SubQuest:FAVORITE_QUEST_DESC_511102,511103,treasurestory_bay_02,0
511103,5111,Outpost_Select,12201.0,,Locale_SubQuest:FAVORITE_QUEST_NAME_511103,Locale_SubQuest:FAVORITE_QUEST_DESC_511103,511104,treasurestory_bay_03,0
511104,5111,Outpost_Select,11801.0,,Locale_SubQuest:FAVORITE_QUEST_NAME_511104,Locale_SubQuest:FAVORITE_QUEST_DESC_511104,511105,treasurestory_bay_04,0
511105,5111,Outpost_View,0.0,,Locale_SubQuest:FAVORITE_QUEST_NAME_511105,Locale_SubQuest:FAVORITE_QUEST_DESC_511105,511106,treasurestory_bay_05,3801301
511106,5111,End,,,Locale_SubQuest:FAVORITE_QUEST_NAME_511106,Locale_SubQuest:FAVORITE_QUEST_DESC_511106,0,,0
