id,group_id,use_weapon_id,weapon_appearance_value,level_1_appearance_value,level_2_appearance_value,level_3_appearance_value,level_4_appearance_value,add_weapon_appearance_value
611,6,11,40,200,20,5,0,20
612,6,12,40,200,20,5,0,20
613,6,13,40,200,20,5,0,20
614,6,14,40,200,20,5,0,20
615,6,15,40,200,20,5,0,20
616,6,16,40,200,20,5,0,20
617,6,17,40,200,20,5,0,20
618,6,18,40,200,20,5,0,20
701,7,1,200,200,20,5,0,150
702,7,2,200,200,20,5,0,150
703,7,3,200,200,20,5,0,150
704,7,4,200,200,20,5,0,150
705,7,5,200,200,20,5,0,150
706,7,6,200,200,20,5,0,150
707,7,7,200,200,20,5,0,150
708,7,8,200,200,20,5,0,150
709,7,9,200,200,20,5,0,150
710,7,10,200,200,20,5,0,150
711,7,11,40,200,20,5,0,20
712,7,12,40,200,20,5,0,20
713,7,13,40,200,20,5,0,20
714,7,14,40,200,20,5,0,20
715,7,15,40,200,20,5,0,20
716,7,16,40,200,20,5,0,20
717,7,17,40,200,20,5,0,20
718,7,18,40,200,20,5,0,20
801,8,1,200,200,25,7,0,200
802,8,2,200,200,25,7,0,200
803,8,3,200,200,25,7,0,200
804,8,4,200,200,25,7,0,200
805,8,5,200,200,25,7,0,200
806,8,6,200,200,25,7,0,200
807,8,7,200,200,25,7,0,200
808,8,8,200,200,25,7,0,200
809,8,9,200,200,25,7,0,200
810,8,10,200,200,25,7,0,200
811,8,11,40,200,25,7,0,20
812,8,12,40,200,25,7,0,20
813,8,13,40,200,25,7,0,20
814,8,14,40,200,25,7,0,20
815,8,15,40,200,25,7,0,20
816,8,16,40,200,25,7,0,20
817,8,17,40,200,25,7,0,20
818,8,18,40,200,25,7,0,20
901,9,1,200,200,25,7,0,200
902,9,2,200,200,25,7,0,200
903,9,3,200,200,25,7,0,200
904,9,4,200,200,25,7,0,200
905,9,5,200,200,25,7,0,200
906,9,6,200,200,25,7,0,200
907,9,7,200,200,25,7,0,200
908,9,8,200,200,25,7,0,200
909,9,9,200,200,25,7,0,200
910,9,10,200,200,25,7,0,200
911,9,11,40,200,25,7,0,20
912,9,12,40,200,25,7,0,20
913,9,13,40,200,25,7,0,20
914,9,14,40,200,25,7,0,20
915,9,15,40,200,25,7,0,20
916,9,16,40,200,25,7,0,20
917,9,17,40,200,25,7,0,20
918,9,18,40,200,25,7,0,20
1001,10,1,200,200,30,10,0,200
1002,10,2,200,200,30,10,0,200
1003,10,3,200,200,30,10,0,200
1004,10,4,200,200,30,10,0,200
1005,10,5,200,200,30,10,0,200
1006,10,6,200,200,30,10,0,200
1007,10,7,200,200,30,10,0,200
1008,10,8,200,200,30,10,0,200
1009,10,9,200,200,30,10,0,200
1010,10,10,200,200,30,10,0,200
1011,10,11,40,200,30,10,0,20
1012,10,12,40,200,30,10,0,20
1013,10,13,40,200,30,10,0,20
1014,10,14,40,200,30,10,0,20
1015,10,15,40,200,30,10,0,20
1016,10,16,40,200,30,10,0,20
1017,10,17,40,200,30,10,0,20
1018,10,18,40,200,30,10,0,20
