level,type,need_synchro_lv_min,gold,character_exp,character_exp_2
77,CharacterLevel,40,16300,126250,0
78,CharacterLevel,40,16300,126250,0
79,CharacterLevel,40,16300,126250,0
80,CharacterLevel,40,30960,196380,1000
81,CharacterLevel,60,30960,196380,0
82,CharacterLevel,60,30960,196380,0
83,CharacterLevel,60,30960,196380,0
84,CharacterLevel,60,30960,196380,0
85,CharacterLevel,60,30960,196380,0
86,CharacterLevel,60,30960,196380,0
87,CharacterLevel,60,30960,196380,0
88,CharacterLevel,60,41580,357660,0
89,CharacterLevel,60,41580,357660,0
90,CharacterLevel,60,41580,357660,0
91,CharacterLevel,60,41580,357660,0
92,CharacterLevel,60,41580,357660,0
93,CharacterLevel,60,41580,357660,0
94,CharacterLevel,60,41580,357660,0
95,CharacterLevel,60,41580,357660,0
96,CharacterLevel,60,41580,357660,0
97,CharacterLevel,60,41580,357660,0
98,CharacterLevel,60,41580,357660,0
99,CharacterLevel,60,41580,357660,0
100,CharacterLevel,60,63770,564200,2000
101,CharacterLevel,80,63770,564200,0
102,CharacterLevel,80,63770,564200,0
103,CharacterLevel,80,63770,564200,0
104,CharacterLevel,80,63770,564200,0
105,CharacterLevel,80,63770,564200,0
106,CharacterLevel,80,63770,564200,0
107,CharacterLevel,80,63770,564200,0
108,CharacterLevel,80,63770,564200,0
109,CharacterLevel,80,63770,564200,0
110,CharacterLevel,80,63770,564200,0
111,CharacterLevel,80,63770,564200,0
112,CharacterLevel,80,63770,564200,0
113,CharacterLevel,80,78190,738570,0
114,CharacterLevel,80,78190,738570,0
115,CharacterLevel,80,83230,813260,0
116,CharacterLevel,80,83230,813260,0
117,CharacterLevel,80,83230,813260,0
118,CharacterLevel,80,83230,813260,0
119,CharacterLevel,80,83230,813260,0
120,CharacterLevel,80,123040,1153120,4500
121,CharacterLevel,100,123040,1153120,0
122,CharacterLevel,100,123040,1153120,0
123,CharacterLevel,100,169840,1699120,0
124,CharacterLevel,100,169840,1699120,0
125,CharacterLevel,100,169840,1699120,0
126,CharacterLevel,100,169840,1699120,0
127,CharacterLevel,100,169840,1699120,0
128,CharacterLevel,100,169840,1699120,0
129,CharacterLevel,100,183840,1789040,0
130,CharacterLevel,100,183840,1789040,0
131,CharacterLevel,100,185440,1926400,0
132,CharacterLevel,100,185440,1926400,0
133,CharacterLevel,100,185440,1926400,0
134,CharacterLevel,100,185440,1926400,0
135,CharacterLevel,100,185440,1926400,0
136,CharacterLevel,100,185440,1926400,0
137,CharacterLevel,100,200800,2087360,0
138,CharacterLevel,100,200800,2087360,0
139,CharacterLevel,100,200800,2087360,0
140,CharacterLevel,100,235980,2521980,7000
141,CharacterLevel,120,235980,2521980,0
142,CharacterLevel,120,235980,2521980,0
143,CharacterLevel,120,235980,2521980,0
144,CharacterLevel,120,235980,2521980,0
145,CharacterLevel,120,235980,2521980,0
146,CharacterLevel,120,256770,2774070,0
147,CharacterLevel,120,256770,2774070,0
148,CharacterLevel,120,256770,2774070,0
149,CharacterLevel,120,256770,2774070,0
150,CharacterLevel,120,256770,2774070,0
151,CharacterLevel,120,256770,2774070,0
152,CharacterLevel,120,268920,2944890,0
153,CharacterLevel,120,268920,2944890,0
154,CharacterLevel,120,268920,2944890,0
155,CharacterLevel,120,268920,2944890,0
156,CharacterLevel,120,268920,2944890,0
157,CharacterLevel,120,268920,2944890,0
158,CharacterLevel,120,268920,2944890,0
159,CharacterLevel,120,268920,2944890,0
160,CharacterLevel,120,346500,3910800,7000
161,CharacterLevel,140,346500,3910800,0
162,CharacterLevel,140,346500,3910800,0
163,CharacterLevel,140,346500,3910800,0
164,CharacterLevel,140,346500,3910800,0
165,CharacterLevel,140,346500,3910800,0
166,CharacterLevel,140,346500,3910800,0
167,CharacterLevel,140,346500,3910800,0
168,CharacterLevel,140,346500,3910800,0
169,CharacterLevel,140,346500,3910800,0
170,CharacterLevel,140,346500,3910800,0
171,CharacterLevel,140,368500,4393300,0
172,CharacterLevel,140,368500,4393300,0
173,CharacterLevel,140,368500,4393300,0
174,CharacterLevel,140,368500,4393300,0
175,CharacterLevel,140,368500,4393300,0
176,CharacterLevel,140,368500,4393300,0
177,CharacterLevel,140,368500,4393300,0
178,CharacterLevel,140,368500,4393300,0
179,CharacterLevel,140,368500,4393300,0
180,CharacterLevel,140,419300,4988500,8000
181,CharacterLevel,160,419300,4988500,0
182,CharacterLevel,160,419300,4988500,0
183,CharacterLevel,160,419300,4988500,0
184,CharacterLevel,160,419300,4988500,0
185,CharacterLevel,160,419300,4988500,0
186,CharacterLevel,160,419300,4988500,0
187,CharacterLevel,160,419300,4988500,0
188,CharacterLevel,160,419300,4988500,0
189,CharacterLevel,160,419300,4988500,0
190,CharacterLevel,160,419300,4988500,0
191,CharacterLevel,160,480500,5983100,0
192,CharacterLevel,160,480500,5983100,0
193,CharacterLevel,160,480500,5983100,0
194,CharacterLevel,160,480500,5983100,0
195,CharacterLevel,160,480500,5983100,0
196,CharacterLevel,160,480500,5983100,0
197,CharacterLevel,160,480500,5983100,0
198,CharacterLevel,160,480500,5983100,0
199,CharacterLevel,160,480500,5983100,0
200,CharacterLevel,160,1694200,20944600,10000
201,SynchroLevel,0,1694200,20944600,10000
202,SynchroLevel,0,1694200,20944600,10000
203,SynchroLevel,0,1694200,20944600,10000
204,SynchroLevel,0,1694200,20944600,10000
205,SynchroLevel,0,1694200,20944600,10000
206,SynchroLevel,0,1694200,20944600,10000
207,SynchroLevel,0,1694200,20944600,10000
208,SynchroLevel,0,1694200,20944600,10000
209,SynchroLevel,0,1694200,20944600,10000
210,SynchroLevel,0,1694200,20944600,10000
211,SynchroLevel,0,1694200,20944600,10000
212,SynchroLevel,0,1694200,20944600,10000
213,SynchroLevel,0,1694200,20944600,10000
214,SynchroLevel,0,1694200,20944600,10000
215,SynchroLevel,0,1694200,20944600,10000
216,SynchroLevel,0,1694200,20944600,10000
217,SynchroLevel,0,1694200,20944600,10000
218,SynchroLevel,0,1694200,20944600,10000
219,SynchroLevel,0,1694200,20944600,10000
220,SynchroLevel,0,1694200,20944600,10000
221,SynchroLevel,0,1694200,20944600,10000
222,SynchroLevel,0,1694200,20944600,10000
223,SynchroLevel,0,1694200,20944600,10000
224,SynchroLevel,0,1694200,20944600,10000
225,SynchroLevel,0,1694200,20944600,10000
226,SynchroLevel,0,1694200,20944600,10000
227,SynchroLevel,0,1694200,20944600,10000
228,SynchroLevel,0,1694200,20944600,10000
229,SynchroLevel,0,1694200,20944600,10000
230,SynchroLevel,0,1694200,20944600,10000
231,SynchroLevel,0,1694200,20944600,10000
232,SynchroLevel,0,1694200,20944600,10000
233,SynchroLevel,0,1694200,20944600,10000
234,SynchroLevel,0,1694200,20944600,10000
235,SynchroLevel,0,1694200,20944600,10000
236,SynchroLevel,0,1694200,20944600,10000
237,SynchroLevel,0,1694200,20944600,10000
238,SynchroLevel,0,1694200,20944600,10000
239,SynchroLevel,0,1694200,20944600,10000
240,SynchroLevel,0,1694200,20944600,10000
241,SynchroLevel,0,1694200,20944600,10000
242,SynchroLevel,0,1694200,20944600,10000
243,SynchroLevel,0,1694200,20944600,10000
244,SynchroLevel,0,1694200,20944600,10000
245,SynchroLevel,0,1694200,20944600,10000
246,SynchroLevel,0,1694200,20944600,10000
247,SynchroLevel,0,1694200,20944600,10000
248,SynchroLevel,0,1694200,20944600,10000
249,SynchroLevel,0,1694200,20944600,10000
250,SynchroLevel,0,1694200,20944600,10000
251,SynchroLevel,0,3134000,39883600,10000
252,SynchroLevel,0,3134000,39883600,10000
253,SynchroLevel,0,3134000,39883600,10000
254,SynchroLevel,0,3134000,39883600,10000
255,SynchroLevel,0,3134000,39883600,10000
256,SynchroLevel,0,3134000,39883600,10000
257,SynchroLevel,0,3134000,39883600,10000
258,SynchroLevel,0,3134000,39883600,10000
259,SynchroLevel,0,3134000,39883600,10000
260,SynchroLevel,0,3134000,39883600,10000
261,SynchroLevel,0,3134000,39883600,10000
262,SynchroLevel,0,3134000,39883600,10000
263,SynchroLevel,0,3134000,39883600,10000
264,SynchroLevel,0,3134000,39883600,10000
265,SynchroLevel,0,3134000,39883600,10000
266,SynchroLevel,0,3134000,39883600,10000
267,SynchroLevel,0,3134000,39883600,10000
268,SynchroLevel,0,3134000,39883600,10000
269,SynchroLevel,0,3134000,39883600,10000
270,SynchroLevel,0,3134000,39883600,10000
271,SynchroLevel,0,3134000,39883600,10000
272,SynchroLevel,0,3134000,39883600,10000
273,SynchroLevel,0,3134000,39883600,10000
274,SynchroLevel,0,3134000,39883600,10000
275,SynchroLevel,0,3134000,39883600,10000
276,SynchroLevel,0,3134000,39883600,10000
277,SynchroLevel,0,3134000,39883600,10000
278,SynchroLevel,0,3134000,39883600,10000
279,SynchroLevel,0,3134000,39883600,10000
280,SynchroLevel,0,3134000,39883600,10000
281,SynchroLevel,0,3134000,39883600,10000
282,SynchroLevel,0,3134000,39883600,10000
283,SynchroLevel,0,3134000,39883600,10000
284,SynchroLevel,0,3134000,39883600,10000
285,SynchroLevel,0,3134000,39883600,10000
286,SynchroLevel,0,3134000,39883600,10000
287,SynchroLevel,0,3134000,39883600,10000
288,SynchroLevel,0,3134000,39883600,10000
289,SynchroLevel,0,3134000,39883600,10000
290,SynchroLevel,0,3134000,39883600,10000
291,SynchroLevel,0,3134000,39883600,10000
292,SynchroLevel,0,3134000,39883600,10000
293,SynchroLevel,0,3134000,39883600,10000
294,SynchroLevel,0,3134000,39883600,10000
295,SynchroLevel,0,3134000,39883600,10000
296,SynchroLevel,0,3134000,39883600,10000
297,SynchroLevel,0,3134000,39883600,10000
298,SynchroLevel,0,3134000,39883600,10000
299,SynchroLevel,0,3134000,39883600,10000
300,SynchroLevel,0,3134000,39883600,10000
301,SynchroLevel,0,3809800,50478800,10000
302,SynchroLevel,0,3809800,50478800,10000
303,SynchroLevel,0,3809800,50478800,10000
304,SynchroLevel,0,3809800,50478800,10000
305,SynchroLevel,0,3809800,50478800,10000
306,SynchroLevel,0,3809800,50478800,10000
307,SynchroLevel,0,3809800,50478800,10000
308,SynchroLevel,0,3809800,50478800,10000
309,SynchroLevel,0,3809800,50478800,10000
310,SynchroLevel,0,3809800,50478800,10000
311,SynchroLevel,0,3809800,50478800,10000
312,SynchroLevel,0,3809800,50478800,10000
313,SynchroLevel,0,3809800,50478800,10000
314,SynchroLevel,0,3809800,50478800,10000
315,SynchroLevel,0,3809800,50478800,10000
316,SynchroLevel,0,3809800,50478800,10000
317,SynchroLevel,0,3809800,50478800,10000
318,SynchroLevel,0,3809800,50478800,10000
319,SynchroLevel,0,3809800,50478800,10000
320,SynchroLevel,0,3809800,50478800,10000
321,SynchroLevel,0,3809800,50478800,10000
322,SynchroLevel,0,3809800,50478800,10000
323,SynchroLevel,0,3809800,50478800,10000
324,SynchroLevel,0,3809800,50478800,10000
325,SynchroLevel,0,3809800,50478800,10000
326,SynchroLevel,0,3809800,50478800,10000
327,SynchroLevel,0,3809800,50478800,10000
328,SynchroLevel,0,3809800,50478800,10000
329,SynchroLevel,0,3809800,50478800,10000
330,SynchroLevel,0,3809800,50478800,10000
331,SynchroLevel,0,3809800,50478800,10000
332,SynchroLevel,0,3809800,50478800,10000
333,SynchroLevel,0,3809800,50478800,10000
334,SynchroLevel,0,3809800,50478800,10000
335,SynchroLevel,0,3809800,50478800,10000
336,SynchroLevel,0,3809800,50478800,10000
337,SynchroLevel,0,3809800,50478800,10000
338,SynchroLevel,0,3809800,50478800,10000
339,SynchroLevel,0,3809800,50478800,10000
340,SynchroLevel,0,3809800,50478800,10000
341,SynchroLevel,0,3809800,50478800,10000
342,SynchroLevel,0,3809800,50478800,10000
343,SynchroLevel,0,3809800,50478800,10000
344,SynchroLevel,0,3809800,50478800,10000
345,SynchroLevel,0,3809800,50478800,10000
346,SynchroLevel,0,3809800,50478800,10000
347,SynchroLevel,0,3809800,50478800,10000
348,SynchroLevel,0,3809800,50478800,10000
349,SynchroLevel,0,3809800,50478800,10000
350,SynchroLevel,0,3809800,50478800,10000
351,SynchroLevel,0,4762250,56536256,11000
352,SynchroLevel,0,4762250,56536256,11000
353,SynchroLevel,0,4762250,56536256,11000
354,SynchroLevel,0,4762250,56536256,11000
355,SynchroLevel,0,4762250,56536256,11000
356,SynchroLevel,0,4762250,56536256,11000
357,SynchroLevel,0,4762250,56536256,11000
358,SynchroLevel,0,4762250,56536256,11000
359,SynchroLevel,0,4762250,56536256,11000
360,SynchroLevel,0,4762250,56536256,11000
361,SynchroLevel,0,4762250,56536256,11000
362,SynchroLevel,0,4762250,56536256,11000
363,SynchroLevel,0,4762250,56536256,11000
364,SynchroLevel,0,4762250,56536256,11000
365,SynchroLevel,0,4762250,56536256,11000
366,SynchroLevel,0,4762250,56536256,11000
367,SynchroLevel,0,4762250,56536256,11000
368,SynchroLevel,0,4762250,56536256,11000
369,SynchroLevel,0,4762250,56536256,11000
370,SynchroLevel,0,4762250,56536256,11000
371,SynchroLevel,0,4762250,56536256,11000
372,SynchroLevel,0,4762250,56536256,11000
373,SynchroLevel,0,4762250,56536256,11000
374,SynchroLevel,0,4762250,56536256,11000
375,SynchroLevel,0,4762250,56536256,11000
376,SynchroLevel,0,4762250,56536256,11000
377,SynchroLevel,0,4762250,56536256,11000
378,SynchroLevel,0,4762250,56536256,11000
379,SynchroLevel,0,4762250,56536256,11000
380,SynchroLevel,0,4762250,56536256,11000
381,SynchroLevel,0,4762250,56536256,11000
382,SynchroLevel,0,4762250,56536256,11000
383,SynchroLevel,0,4762250,56536256,11000
384,SynchroLevel,0,4762250,56536256,11000
385,SynchroLevel,0,4762250,56536256,11000
386,SynchroLevel,0,4762250,56536256,11000
387,SynchroLevel,0,4762250,56536256,11000
388,SynchroLevel,0,4762250,56536256,11000
389,SynchroLevel,0,4762250,56536256,11000
390,SynchroLevel,0,4762250,56536256,11000
391,SynchroLevel,0,4762250,56536256,11000
392,SynchroLevel,0,4762250,56536256,11000
393,SynchroLevel,0,4762250,56536256,11000
394,SynchroLevel,0,4762250,56536256,11000
395,SynchroLevel,0,4762250,56536256,11000
396,SynchroLevel,0,4762250,56536256,11000
397,SynchroLevel,0,4762250,56536256,11000
398,SynchroLevel,0,4762250,56536256,11000
399,SynchroLevel,0,4762250,56536256,11000
400,SynchroLevel,0,4762250,56536256,11000
401,SynchroLevel,0,5952813,61624519,12000
402,SynchroLevel,0,5952813,61624519,12000
403,SynchroLevel,0,5952813,61624519,12000
404,SynchroLevel,0,5952813,61624519,12000
405,SynchroLevel,0,5952813,61624519,12000
406,SynchroLevel,0,5952813,61624519,12000
407,SynchroLevel,0,5952813,61624519,12000
408,SynchroLevel,0,5952813,61624519,12000
409,SynchroLevel,0,5952813,61624519,12000
410,SynchroLevel,0,5952813,61624519,12000
411,SynchroLevel,0,5952813,61624519,12000
412,SynchroLevel,0,5952813,61624519,12000
413,SynchroLevel,0,5952813,61624519,12000
414,SynchroLevel,0,5952813,61624519,12000
415,SynchroLevel,0,5952813,61624519,12000
416,SynchroLevel,0,5952813,61624519,12000
417,SynchroLevel,0,5952813,61624519,12000
418,SynchroLevel,0,5952813,61624519,12000
419,SynchroLevel,0,5952813,61624519,12000
420,SynchroLevel,0,5952813,61624519,12000
421,SynchroLevel,0,5952813,61624519,12000
422,SynchroLevel,0,5952813,61624519,12000
423,SynchroLevel,0,5952813,61624519,12000
424,SynchroLevel,0,5952813,61624519,12000
425,SynchroLevel,0,5952813,61624519,12000
426,SynchroLevel,0,5952813,61624519,12000
427,SynchroLevel,0,5952813,61624519,12000
428,SynchroLevel,0,5952813,61624519,12000
429,SynchroLevel,0,5952813,61624519,12000
430,SynchroLevel,0,5952813,61624519,12000
431,SynchroLevel,0,5952813,61624519,12000
432,SynchroLevel,0,5952813,61624519,12000
433,SynchroLevel,0,5952813,61624519,12000
434,SynchroLevel,0,5952813,61624519,12000
435,SynchroLevel,0,5952813,61624519,12000
436,SynchroLevel,0,5952813,61624519,12000
437,SynchroLevel,0,5952813,61624519,12000
438,SynchroLevel,0,5952813,61624519,12000
439,SynchroLevel,0,5952813,61624519,12000
440,SynchroLevel,0,5952813,61624519,12000
441,SynchroLevel,0,5952813,61624519,12000
442,SynchroLevel,0,5952813,61624519,12000
443,SynchroLevel,0,5952813,61624519,12000
444,SynchroLevel,0,5952813,61624519,12000
445,SynchroLevel,0,5952813,61624519,12000
446,SynchroLevel,0,5952813,61624519,12000
447,SynchroLevel,0,5952813,61624519,12000
448,SynchroLevel,0,5952813,61624519,12000
449,SynchroLevel,0,5952813,61624519,12000
450,SynchroLevel,0,5952813,61624519,12000
451,SynchroLevel,0,7441016,67170726,13000
452,SynchroLevel,0,7441016,67170726,13000
453,SynchroLevel,0,7441016,67170726,13000
454,SynchroLevel,0,7441016,67170726,13000
455,SynchroLevel,0,7441016,67170726,13000
456,SynchroLevel,0,7441016,67170726,13000
457,SynchroLevel,0,7441016,67170726,13000
458,SynchroLevel,0,7441016,67170726,13000
459,SynchroLevel,0,7441016,67170726,13000
460,SynchroLevel,0,7441016,67170726,13000
461,SynchroLevel,0,7441016,67170726,13000
462,SynchroLevel,0,7441016,67170726,13000
463,SynchroLevel,0,7441016,67170726,13000
464,SynchroLevel,0,7441016,67170726,13000
465,SynchroLevel,0,7441016,67170726,13000
466,SynchroLevel,0,7441016,67170726,13000
467,SynchroLevel,0,7441016,67170726,13000
468,SynchroLevel,0,7441016,67170726,13000
469,SynchroLevel,0,7441016,67170726,13000
470,SynchroLevel,0,7441016,67170726,13000
471,SynchroLevel,0,7441016,67170726,13000
472,SynchroLevel,0,7441016,67170726,13000
473,SynchroLevel,0,7441016,67170726,13000
474,SynchroLevel,0,7441016,67170726,13000
475,SynchroLevel,0,7441016,67170726,13000
476,SynchroLevel,0,7441016,67170726,13000
477,SynchroLevel,0,7441016,67170726,13000
478,SynchroLevel,0,7441016,67170726,13000
479,SynchroLevel,0,7441016,67170726,13000
480,SynchroLevel,0,7441016,67170726,13000
481,SynchroLevel,0,7441016,67170726,13000
482,SynchroLevel,0,7441016,67170726,13000
483,SynchroLevel,0,7441016,67170726,13000
484,SynchroLevel,0,7441016,67170726,13000
485,SynchroLevel,0,7441016,67170726,13000
486,SynchroLevel,0,7441016,67170726,13000
487,SynchroLevel,0,7441016,67170726,13000
488,SynchroLevel,0,7441016,67170726,13000
489,SynchroLevel,0,7441016,67170726,13000
490,SynchroLevel,0,7441016,67170726,13000
491,SynchroLevel,0,7441016,67170726,13000
492,SynchroLevel,0,7441016,67170726,13000
493,SynchroLevel,0,7441016,67170726,13000
494,SynchroLevel,0,7441016,67170726,13000
495,SynchroLevel,0,7441016,67170726,13000
496,SynchroLevel,0,7441016,67170726,13000
497,SynchroLevel,0,7441016,67170726,13000
498,SynchroLevel,0,7441016,67170726,13000
499,SynchroLevel,0,7441016,67170726,13000
500,SynchroLevel,0,7441016,67170726,13000
501,SynchroLevel,0,8185117,72544384,14000
502,SynchroLevel,0,8185117,72544384,14000
503,SynchroLevel,0,8185117,72544384,14000
504,SynchroLevel,0,8185117,72544384,14000
505,SynchroLevel,0,8185117,72544384,14000
506,SynchroLevel,0,8185117,72544384,14000
507,SynchroLevel,0,8185117,72544384,14000
508,SynchroLevel,0,8185117,72544384,14000
509,SynchroLevel,0,8185117,72544384,14000
510,SynchroLevel,0,8185117,72544384,14000
511,SynchroLevel,0,8185117,72544384,14000
512,SynchroLevel,0,8185117,72544384,14000
513,SynchroLevel,0,8185117,72544384,14000
514,SynchroLevel,0,8185117,72544384,14000
515,SynchroLevel,0,8185117,72544384,14000
516,SynchroLevel,0,8185117,72544384,14000
517,SynchroLevel,0,8185117,72544384,14000
518,SynchroLevel,0,8185117,72544384,14000
519,SynchroLevel,0,8185117,72544384,14000
520,SynchroLevel,0,8185117,72544384,14000
521,SynchroLevel,0,8185117,72544384,14000
522,SynchroLevel,0,8185117,72544384,14000
523,SynchroLevel,0,8185117,72544384,14000
524,SynchroLevel,0,8185117,72544384,14000
525,SynchroLevel,0,8185117,72544384,14000
526,SynchroLevel,0,8185117,72544384,14000
527,SynchroLevel,0,8185117,72544384,14000
528,SynchroLevel,0,8185117,72544384,14000
529,SynchroLevel,0,8185117,72544384,14000
530,SynchroLevel,0,8185117,72544384,14000
531,SynchroLevel,0,8185117,72544384,14000
532,SynchroLevel,0,8185117,72544384,14000
533,SynchroLevel,0,8185117,72544384,14000
534,SynchroLevel,0,8185117,72544384,14000
535,SynchroLevel,0,8185117,72544384,14000
536,SynchroLevel,0,8185117,72544384,14000
537,SynchroLevel,0,8185117,72544384,14000
538,SynchroLevel,0,8185117,72544384,14000
539,SynchroLevel,0,8185117,72544384,14000
540,SynchroLevel,0,8185117,72544384,14000
541,SynchroLevel,0,8185117,72544384,14000
542,SynchroLevel,0,8185117,72544384,14000
543,SynchroLevel,0,8185117,72544384,14000
544,SynchroLevel,0,8185117,72544384,14000
545,SynchroLevel,0,8185117,72544384,14000
546,SynchroLevel,0,8185117,72544384,14000
547,SynchroLevel,0,8185117,72544384,14000
548,SynchroLevel,0,8185117,72544384,14000
549,SynchroLevel,0,8185117,72544384,14000
550,SynchroLevel,0,8185117,72544384,14000
551,SynchroLevel,0,9003629,78347935,15000
552,SynchroLevel,0,9003629,78347935,15000
553,SynchroLevel,0,9003629,78347935,15000
554,SynchroLevel,0,9003629,78347935,15000
555,SynchroLevel,0,9003629,78347935,15000
556,SynchroLevel,0,9003629,78347935,15000
557,SynchroLevel,0,9003629,78347935,15000
558,SynchroLevel,0,9003629,78347935,15000
559,SynchroLevel,0,9003629,78347935,15000
560,SynchroLevel,0,9003629,78347935,15000
561,SynchroLevel,0,9003629,78347935,15000
562,SynchroLevel,0,9003629,78347935,15000
563,SynchroLevel,0,9003629,78347935,15000
564,SynchroLevel,0,9003629,78347935,15000
565,SynchroLevel,0,9003629,78347935,15000
566,SynchroLevel,0,9003629,78347935,15000
567,SynchroLevel,0,9003629,78347935,15000
568,SynchroLevel,0,9003629,78347935,15000
569,SynchroLevel,0,9003629,78347935,15000
570,SynchroLevel,0,9003629,78347935,15000
571,SynchroLevel,0,9003629,78347935,15000
572,SynchroLevel,0,9003629,78347935,15000
573,SynchroLevel,0,9003629,78347935,15000
574,SynchroLevel,0,9003629,78347935,15000
575,SynchroLevel,0,9003629,78347935,15000
576,SynchroLevel,0,9003629,78347935,15000
577,SynchroLevel,0,9003629,78347935,15000
578,SynchroLevel,0,9003629,78347935,15000
579,SynchroLevel,0,9003629,78347935,15000
580,SynchroLevel,0,9003629,78347935,15000
581,SynchroLevel,0,9003629,78347935,15000
582,SynchroLevel,0,9003629,78347935,15000
583,SynchroLevel,0,9003629,78347935,15000
584,SynchroLevel,0,9003629,78347935,15000
585,SynchroLevel,0,9003629,78347935,15000
586,SynchroLevel,0,9003629,78347935,15000
587,SynchroLevel,0,9003629,78347935,15000
588,SynchroLevel,0,9003629,78347935,15000
589,SynchroLevel,0,9003629,78347935,15000
590,SynchroLevel,0,9003629,78347935,15000
591,SynchroLevel,0,9003629,78347935,15000
592,SynchroLevel,0,9003629,78347935,15000
593,SynchroLevel,0,9003629,78347935,15000
594,SynchroLevel,0,9003629,78347935,15000
595,SynchroLevel,0,9003629,78347935,15000
596,SynchroLevel,0,9003629,78347935,15000
597,SynchroLevel,0,9003629,78347935,15000
598,SynchroLevel,0,9003629,78347935,15000
599,SynchroLevel,0,9003629,78347935,15000
600,SynchroLevel,0,9003629,78347935,15000
601,SynchroLevel,0,9453810,83832290,16000
602,SynchroLevel,0,9453810,83832290,16000
603,SynchroLevel,0,9453810,83832290,16000
604,SynchroLevel,0,9453810,83832290,16000
605,SynchroLevel,0,9453810,83832290,16000
606,SynchroLevel,0,9453810,83832290,16000
607,SynchroLevel,0,9453810,83832290,16000
608,SynchroLevel,0,9453810,83832290,16000
609,SynchroLevel,0,9453810,83832290,16000
610,SynchroLevel,0,9453810,83832290,16000
611,SynchroLevel,0,9453810,83832290,16000
612,SynchroLevel,0,9453810,83832290,16000
613,SynchroLevel,0,9453810,83832290,16000
614,SynchroLevel,0,9453810,83832290,16000
615,SynchroLevel,0,9453810,83832290,16000
616,SynchroLevel,0,9453810,83832290,16000
617,SynchroLevel,0,9453810,83832290,16000
618,SynchroLevel,0,9453810,83832290,16000
619,SynchroLevel,0,9453810,83832290,16000
620,SynchroLevel,0,9453810,83832290,16000
621,SynchroLevel,0,9453810,83832290,16000
622,SynchroLevel,0,9453810,83832290,16000
623,SynchroLevel,0,9453810,83832290,16000
624,SynchroLevel,0,9453810,83832290,16000
625,SynchroLevel,0,9453810,83832290,16000
626,SynchroLevel,0,9453810,83832290,16000
627,SynchroLevel,0,9453810,83832290,16000
628,SynchroLevel,0,9453810,83832290,16000
629,SynchroLevel,0,9453810,83832290,16000
630,SynchroLevel,0,9453810,83832290,16000
