id,name_localkey,description_localkey,order,resource_id,mi_resource_id,si_resource_id,condition_campaign_stage_clear,price_type,price_id,price_count,exchange_item_type,exchange_item_id,exchange_item_count,is_secret
10010,Locale_System:LOBBY_DECO_BACKGROUND_CORRIDOR_NAME,Locale_System:LOBBY_DECO_BACKGROUND_DESC,10010,Corridor,mi_Corridor,si_Corridor,6000001,Currency,99,300,Currency,99,300,False
10011,Locale_System:LOBBY_DECO_BACKGROUND_DESERT_01_NAME,Locale_System:LOBBY_DECO_BACKGROUND_DESC,10011,Desert_01,mi_Desert_01,si_Desert_01,6000001,Currency,99,300,Currency,99,300,False
10012,Locale_System:LOBBY_DECO_BACKGROUND_DESERT_02_NAME,Locale_System:LOBBY_DECO_BACKGROUND_DESC,10012,Desert_02,mi_Desert_02,si_Desert_02,6000001,Currency,99,300,Currency,99,300,False
10013,Locale_System:LOBBY_DECO_BACKGROUND_DESERT_02_N_NAME,Locale_System:LOBBY_DECO_BACKGROUND_DESC,10013,Desert_02_n,mi_Desert_02_n,si_Desert_02_n,6000001,Currency,99,300,Currency,99,300,False
10014,Locale_System:LOBBY_DECO_BACKGROUND_DESERT_03_NAME,Locale_System:LOBBY_DECO_BACKGROUND_DESC,10014,Desert_03,mi_Desert_03,si_Desert_03,6000001,Currency,99,300,Currency,99,300,False
10015,Locale_System:LOBBY_DECO_BACKGROUND_DESERT_04_NAME,Locale_System:LOBBY_DECO_BACKGROUND_DESC,10015,Desert_04,mi_Desert_04,si_Desert_04,6000001,Currency,99,300,Currency,99,300,False
10016,Locale_System:LOBBY_DECO_BACKGROUND_DESERT_05_NAME,Locale_System:LOBBY_DECO_BACKGROUND_DESC,10016,Desert_05,mi_Desert_05,si_Desert_05,6000001,Currency,99,300,Currency,99,300,False
10017,Locale_System:LOBBY_DECO_BACKGROUND_DESERT_05_N_NAME,Locale_System:LOBBY_DECO_BACKGROUND_DESC,10017,Desert_05_n,mi_Desert_05_n,si_Desert_05_n,6000001,Currency,99,300,Currency,99,300,False
10018,Locale_System:LOBBY_DECO_BACKGROUND_GRASSLAND_NAME,Locale_System:LOBBY_DECO_BACKGROUND_DESC,10018,Grassland,mi_Grassland,si_Grassland,6020050,Currency,99,300,Currency,99,300,False
10019,Locale_System:LOBBY_DECO_BACKGROUND_GYM_NAME,Locale_System:LOBBY_DECO_BACKGROUND_DESC,10019,Gym,mi_Gym,si_Gym,6000001,Currency,99,300,Currency,99,300,False
10020,Locale_System:LOBBY_DECO_BACKGROUND_HOSPITAL_NAME,Locale_System:LOBBY_DECO_BACKGROUND_DESC,10020,Hospital,mi_Hospital,si_Hospital,6000001,Currency,99,300,Currency,99,300,False
10021,Locale_System:LOBBY_DECO_BACKGROUND_HOSPITAL_N_NAME,Locale_System:LOBBY_DECO_BACKGROUND_DESC,10021,Hospital_n,mi_Hospital_n,si_Hospital_n,6000001,Currency,99,300,Currency,99,300,False
10022,Locale_System:LOBBY_DECO_BACKGROUND_JAIL_NAME,Locale_System:LOBBY_DECO_BACKGROUND_DESC,10022,Jail,mi_Jail,si_Jail,6005026,Currency,99,300,Currency,99,300,False
10023,Locale_System:LOBBY_DECO_BACKGROUND_JAILCORRIDOR_NAME,Locale_System:LOBBY_DECO_BACKGROUND_DESC,10023,JailCorridor,mi_JailCorridor,si_JailCorridor,6005026,Currency,99,300,Currency,99,300,False
10024,Locale_System:LOBBY_DECO_BACKGROUND_MAIDCAFE_NAME,Locale_System:LOBBY_DECO_BACKGROUND_DESC,10024,MaidCafe,mi_MaidCafe,si_MaidCafe,6000001,Currency,99,300,Currency,99,300,False
10025,Locale_System:LOBBY_DECO_BACKGROUND_NIKKEROOM_NAME,Locale_System:LOBBY_DECO_BACKGROUND_DESC,10025,NikkeRoom,mi_NikkeRoom,si_NikkeRoom,6000001,Currency,99,300,Currency,99,300,False
10026,Locale_System:LOBBY_DECO_BACKGROUND_OCEAN_NAME,Locale_System:LOBBY_DECO_BACKGROUND_DESC,10026,ocean,mi_ocean,si_ocean,6000001,Currency,99,300,Currency,99,300,False
10027,Locale_System:LOBBY_DECO_BACKGROUND_OUTPOSTOUT_NAME,Locale_System:LOBBY_DECO_BACKGROUND_DESC,10027,OutpostOut,mi_OutpostOut,si_OutpostOut,6000001,Currency,99,300,Currency,99,300,False
10028,Locale_System:LOBBY_DECO_BACKGROUND_POOL_NAME,Locale_System:LOBBY_DECO_BACKGROUND_DESC,10028,Pool,mi_Pool,si_Pool,6000001,Currency,99,300,Currency,99,300,False
10029,Locale_System:LOBBY_DECO_BACKGROUND_POOL_N_NAME,Locale_System:LOBBY_DECO_BACKGROUND_DESC,10029,Pool_n,mi_Pool_n,si_Pool_n,6000001,Currency,99,300,Currency,99,300,False
10030,Locale_System:LOBBY_DECO_BACKGROUND_ROYALROAD_NAME,Locale_System:LOBBY_DECO_BACKGROUND_DESC,10030,RoyalRoad,mi_RoyalRoad,si_RoyalRoad,6000001,Currency,99,300,Currency,99,300,False
10031,Locale_System:LOBBY_DECO_BACKGROUND_SHOWERROOM_NAME,Locale_System:LOBBY_DECO_BACKGROUND_DESC,10031,ShowerRoom,mi_ShowerRoom,si_ShowerRoom,6000001,Currency,99,300,Currency,99,300,False
10032,Locale_System:LOBBY_DECO_BACKGROUND_SIMULATIONROOM_NAME,Locale_System:LOBBY_DECO_BACKGROUND_DESC,10032,SimulationRoom,mi_SimulationRoom,si_SimulationRoom,6000001,Currency,99,300,Currency,99,300,False
10033,Locale_System:LOBBY_DECO_BACKGROUND_TATAMIROOM_NAME,Locale_System:LOBBY_DECO_BACKGROUND_DESC,10033,TatamiRoom,mi_TatamiRoom,si_TatamiRoom,6000001,Currency,99,300,Currency,99,300,False
10034,Locale_System:LOBBY_DECO_BACKGROUND_VOLCANO_01_NAME,Locale_System:LOBBY_DECO_BACKGROUND_DESC,10034,Volcano_01,mi_Volcano_01,si_Volcano_01,6020050,Currency,99,300,Currency,99,300,False
10035,Locale_System:LOBBY_DECO_BACKGROUND_VOLCANO_02_NAME,Locale_System:LOBBY_DECO_BACKGROUND_DESC,10035,Volcano_02,mi_Volcano_02,si_Volcano_02,6020050,Currency,99,300,Currency,99,300,False
10036,Locale_System:LOBBY_DECO_BACKGROUND_VOLCANO_03_NAME,Locale_System:LOBBY_DECO_BACKGROUND_DESC,10036,Volcano_03,mi_Volcano_03,si_Volcano_03,6020050,Currency,99,300,Currency,99,300,False
10037,Locale_System:LOBBY_DECO_BACKGROUND_VOLCANO_04_NAME,Locale_System:LOBBY_DECO_BACKGROUND_DESC,10037,Volcano_04,mi_Volcano_04,si_Volcano_04,6020050,Currency,99,300,Currency,99,300,False
10038,Locale_System:LOBBY_DECO_BACKGROUND_WORKSHOP_NAME,Locale_System:LOBBY_DECO_BACKGROUND_DESC,10038,Workshop,mi_Workshop,si_Workshop,6000001,Currency,99,300,Currency,99,300,False
10039,Locale_System:LOBBY_DECO_BACKGROUND_DANCEPRACTICEROOM_NAME,Locale_System:LOBBY_DECO_BACKGROUND_DESC,10039,dancepracticeroom,mi_dancepracticeroom,si_dancepracticeroom,6000001,Currency,99,300,Currency,99,300,False
20001,Locale_System:LOBBY_DECO_BACKGROUND_BATTLESHIPBRIDGE_NAME,Locale_System:LOBBY_DECO_BACKGROUND_DESC,20001,BattleShipBridge,mi_BattleShipBridge,si_BattleShipBridge,6000001,Currency,99,300,Currency,99,300,False
20002,Locale_System:LOBBY_DECO_BACKGROUND_SPACEELEVATOR_NAME,Locale_System:LOBBY_DECO_BACKGROUND_DESC,20002,SpaceElevator,mi_SpaceElevator,si_SpaceElevator,6000001,Currency,99,300,Currency,99,300,False
20003,Locale_System:LOBBY_DECO_BACKGROUND_CROWNCASLTEPANORAMA_D_NAME,Locale_System:LOBBY_DECO_BACKGROUND_DESC,20003,CrownCasltePanorama_d,mi_CrownCasltePanorama_d,si_CrownCasltePanorama_d,6000001,Currency,99,300,Currency,99,300,False
20004,Locale_System:LOBBY_DECO_BACKGROUND_CROWNCASLTEPANORAMA_N_NAME,Locale_System:LOBBY_DECO_BACKGROUND_DESC,20004,CrownCasltePanorama_n,mi_CrownCasltePanorama_n,si_CrownCasltePanorama_n,6000001,Currency,99,300,Currency,99,300,False
20005,Locale_System:LOBBY_DECO_BACKGROUND_CROWNCASLTEPANORAMA_S_NAME,Locale_System:LOBBY_DECO_BACKGROUND_DESC,20005,CrownCasltePanorama_s,mi_CrownCasltePanorama_s,si_CrownCasltePanorama_s,6000001,Currency,99,300,Currency,99,300,False
20006,Locale_System:LOBBY_DECO_BACKGROUND_CROWNCASTLEBEDROOM_D_NAME,Locale_System:LOBBY_DECO_BACKGROUND_DESC,20006,Crowncastlebedroom_d,mi_Crowncastlebedroom_d,si_Crowncastlebedroom_d,6000001,Currency,99,300,Currency,99,300,False
20007,Locale_System:LOBBY_DECO_BACKGROUND_CROWNCASTLEBEDROOM_N_NAME,Locale_System:LOBBY_DECO_BACKGROUND_DESC,20007,Crowncastlebedroom_n,mi_Crowncastlebedroom_n,si_Crowncastlebedroom_n,6000001,Currency,99,300,Currency,99,300,False
20008,Locale_System:LOBBY_DECO_BACKGROUND_CROWNCASTLEDININGROOM_D_NAME,Locale_System:LOBBY_DECO_BACKGROUND_DESC,20008,CrownCastleDiningRoom_d,mi_CrownCastleDiningRoom_d,si_CrownCastleDiningRoom_d,6000001,Currency,99,300,Currency,99,300,False
20009,Locale_System:LOBBY_DECO_BACKGROUND_CROWNCASTLEDININGROOM_N_NAME,Locale_System:LOBBY_DECO_BACKGROUND_DESC,20009,CrownCastleDiningRoom_n,mi_CrownCastleDiningRoom_n,si_CrownCastleDiningRoom_n,6000001,Currency,99,300,Currency,99,300,False
20010,Locale_System:LOBBY_DECO_BACKGROUND_CROWNCASTLEFRONTYARD_D_NAME,Locale_System:LOBBY_DECO_BACKGROUND_DESC,20010,CrownCastleFrontYard_d,mi_CrownCastleFrontYard_d,si_CrownCastleFrontYard_d,6000001,Currency,99,300,Currency,99,300,False
20011,Locale_System:LOBBY_DECO_BACKGROUND_CROWNCASTLEFRONTYARD_N_NAME,Locale_System:LOBBY_DECO_BACKGROUND_DESC,20011,CrownCastleFrontYard_n,mi_CrownCastleFrontYard_n,si_CrownCastleFrontYard_n,6000001,Currency,99,300,Currency,99,300,False
20012,Locale_System:LOBBY_DECO_BACKGROUND_CROWNCASTLEFRONTYARD_S_NAME,Locale_System:LOBBY_DECO_BACKGROUND_DESC,20012,CrownCastleFrontYard_s,mi_CrownCastleFrontYard_s,si_CrownCastleFrontYard_s,6000001,Currency,99,300,Currency,99,300,False
20013,Locale_System:LOBBY_DECO_BACKGROUND_CROWNCASTLEGATE_D_NAME,Locale_System:LOBBY_DECO_BACKGROUND_DESC,20013,CrownCastleGate_d,mi_CrownCastleGate_d,si_CrownCastleGate_d,6000001,Currency,99,300,Currency,99,300,False
20014,Locale_System:LOBBY_DECO_BACKGROUND_CROWNCASTLEGATE_N_NAME,Locale_System:LOBBY_DECO_BACKGROUND_DESC,20014,CrownCastleGate_n,mi_CrownCastleGate_n,si_CrownCastleGate_n,6000001,Currency,99,300,Currency,99,300,False
20015,Locale_System:LOBBY_DECO_BACKGROUND_CROWNCASTLEGATE_S_NAME,Locale_System:LOBBY_DECO_BACKGROUND_DESC,20015,CrownCastleGate_s,mi_CrownCastleGate_s,si_CrownCastleGate_s,6000001,Currency,99,300,Currency,99,300,False
20016,Locale_System:LOBBY_DECO_BACKGROUND_ARBORETUM_NAME,Locale_System:LOBBY_DECO_BACKGROUND_DESC,20016,Arboretum,mi_Arboretum,si_Arboretum,6000001,Currency,99,300,Currency,99,300,False
20017,Locale_System:LOBBY_DECO_BACKGROUND_CHERRYBLOSSOM_NAME,Locale_System:LOBBY_DECO_BACKGROUND_DESC,20017,CherryBlossom,mi_CherryBlossom,si_CherryBlossom,6000001,Currency,99,300,Currency,99,300,False
20018,Locale_System:LOBBY_DECO_BACKGROUND_CINDERELLASKY_1_NAME,Locale_System:LOBBY_DECO_BACKGROUND_DESC,20018,CinderellaSky_1,mi_CinderellaSky_1,si_CinderellaSky_1,6000001,Currency,99,300,Currency,99,300,False
20019,Locale_System:LOBBY_DECO_BACKGROUND_KITCHEN_NAME,Locale_System:LOBBY_DECO_BACKGROUND_DESC,20019,Kitchen,mi_Kitchen,si_Kitchen,6000001,Currency,99,300,Currency,99,300,False
20020,Locale_System:LOBBY_DECO_BACKGROUND_NOCLOUDLAND_NAME,Locale_System:LOBBY_DECO_BACKGROUND_DESC,20020,NoCloudLand,mi_NoCloudLand,si_NoCloudLand,6000001,Currency,99,300,Currency,99,300,False
20021,Locale_System:LOBBY_DECO_BACKGROUND_PIRATEPUB_NAME,Locale_System:LOBBY_DECO_BACKGROUND_DESC,20021,PiratePub,mi_PiratePub,si_PiratePub,6000001,Currency,99,300,Currency,99,300,False
20022,Locale_System:LOBBY_DECO_BACKGROUND_SECRETGARDEN_NAME,Locale_System:LOBBY_DECO_BACKGROUND_DESC,20022,SecretGarden,mi_SecretGarden,si_SecretGarden,6000001,Currency,99,300,Currency,99,300,False
20023,Locale_System:LOBBY_DECO_BACKGROUND_SILENTBEACH_NAME,Locale_System:LOBBY_DECO_BACKGROUND_DESC,20023,SilentBeach,mi_SilentBeach,si_SilentBeach,6032052,Currency,99,300,Currency,99,300,False
20024,Locale_System:LOBBY_DECO_BACKGROUND_SILENTBEACH_D_NAME,Locale_System:LOBBY_DECO_BACKGROUND_DESC,20024,SilentBeach_d,mi_SilentBeach_d,si_SilentBeach_d,6032052,Currency,99,300,Currency,99,300,False
20025,Locale_System:LOBBY_DECO_BACKGROUND_SILENTBEACH_N_NAME,Locale_System:LOBBY_DECO_BACKGROUND_DESC,20025,SilentBeach_n,mi_SilentBeach_n,si_SilentBeach_n,6032052,Currency,99,300,Currency,99,300,False
20026,Locale_System:LOBBY_DECO_BACKGROUND_SILENTCAVE_NAME,Locale_System:LOBBY_DECO_BACKGROUND_DESC,20026,silentcave,mi_silentcave,si_silentcave,6032052,Currency,99,300,Currency,99,300,False
20027,Locale_System:LOBBY_DECO_BACKGROUND_SILENTCAVE_OFF_NAME,Locale_System:LOBBY_DECO_BACKGROUND_DESC,20027,silentcave_off,mi_silentcave_off,si_silentcave_off,6032052,Currency,99,300,Currency,99,300,False
20028,Locale_System:LOBBY_DECO_BACKGROUND_SILENTCAVE_ON_NAME,Locale_System:LOBBY_DECO_BACKGROUND_DESC,20028,silentcave_on,mi_silentcave_on,si_silentcave_on,6032052,Currency,99,300,Currency,99,300,False
20029,Locale_System:LOBBY_DECO_BACKGROUND_BEACH_D_NAME,Locale_System:LOBBY_DECO_BACKGROUND_DESC,20029,Beach_d,mi_Beach_d,si_Beach_d,6000001,Currency,99,300,Currency,99,300,False
20030,Locale_System:LOBBY_DECO_BACKGROUND_BEACH_N_NAME,Locale_System:LOBBY_DECO_BACKGROUND_DESC,20030,Beach_n,mi_Beach_n,si_Beach_n,6000001,Currency,99,300,Currency,99,300,False
20031,Locale_System:LOBBY_DECO_BACKGROUND_BEACH_S_NAME,Locale_System:LOBBY_DECO_BACKGROUND_DESC,20031,Beach_s,mi_Beach_s,si_Beach_s,6000001,Currency,99,300,Currency,99,300,False
20032,Locale_System:LOBBY_DECO_BACKGROUND_BEACHCAVE_D_NAME,Locale_System:LOBBY_DECO_BACKGROUND_DESC,20032,BeachCave_d,mi_BeachCave_d,si_BeachCave_d,6000001,Currency,99,300,Currency,99,300,False
20033,Locale_System:LOBBY_DECO_BACKGROUND_BEACHCAVE_N_NAME,Locale_System:LOBBY_DECO_BACKGROUND_DESC,20033,BeachCave_n,mi_BeachCave_n,si_BeachCave_n,6000001,Currency,99,300,Currency,99,300,False
20034,Locale_System:LOBBY_DECO_BACKGROUND_BEACHCAVE_S_NAME,Locale_System:LOBBY_DECO_BACKGROUND_DESC,20034,BeachCave_s,mi_BeachCave_s,si_BeachCave_s,6000001,Currency,99,300,Currency,99,300,False
20035,Locale_System:LOBBY_DECO_BACKGROUND_CORALISLAND_D_NAME,Locale_System:LOBBY_DECO_BACKGROUND_DESC,20035,CoralIsland_d,mi_CoralIsland_d,si_CoralIsland_d,6000001,Currency,99,300,Currency,99,300,False
20036,Locale_System:LOBBY_DECO_BACKGROUND_CORALISLAND_N_NAME,Locale_System:LOBBY_DECO_BACKGROUND_DESC,20036,CoralIsland_n,mi_CoralIsland_n,si_CoralIsland_n,6000001,Currency,99,300,Currency,99,300,False
20037,Locale_System:LOBBY_DECO_BACKGROUND_CORALISLAND_S_NAME,Locale_System:LOBBY_DECO_BACKGROUND_DESC,20037,CoralIsland_s,mi_CoralIsland_s,si_CoralIsland_s,6000001,Currency,99,300,Currency,99,300,False
20038,Locale_System:LOBBY_DECO_BACKGROUND_CORALISLANDINSIDE_D_NAME,Locale_System:LOBBY_DECO_BACKGROUND_DESC,20038,CoralIslandInside_d,mi_CoralIslandInside_d,si_CoralIslandInside_d,6000001,Currency,99,300,Currency,99,300,False
20039,Locale_System:LOBBY_DECO_BACKGROUND_CORALISLANDINSIDE_N_NAME,Locale_System:LOBBY_DECO_BACKGROUND_DESC,20039,CoralIslandInside_n,mi_CoralIslandInside_n,si_CoralIslandInside_n,6000001,Currency,99,300,Currency,99,300,False
20040,Locale_System:LOBBY_DECO_BACKGROUND_CORALISLANDINSIDE_S_NAME,Locale_System:LOBBY_DECO_BACKGROUND_DESC,20040,CoralIslandInside_s,mi_CoralIslandInside_s,si_CoralIslandInside_s,6000001,Currency,99,300,Currency,99,300,False
20041,Locale_System:LOBBY_DECO_BACKGROUND_KRAKENROCKISLAND_D_NAME,Locale_System:LOBBY_DECO_BACKGROUND_DESC,20041,KrakenRockIsland_d,mi_KrakenRockIsland_d,si_KrakenRockIsland_d,6000001,Currency,99,300,Currency,99,300,False
20042,Locale_System:LOBBY_DECO_BACKGROUND_KRAKENROCKISLAND_N_NAME,Locale_System:LOBBY_DECO_BACKGROUND_DESC,20042,KrakenRockIsland_n,mi_KrakenRockIsland_n,si_KrakenRockIsland_n,6000001,Currency,99,300,Currency,99,300,False
20043,Locale_System:LOBBY_DECO_BACKGROUND_KRAKENROCKISLAND_S_NAME,Locale_System:LOBBY_DECO_BACKGROUND_DESC,20043,KrakenRockIsland_s,mi_KrakenRockIsland_s,si_KrakenRockIsland_s,6000001,Currency,99,300,Currency,99,300,False
20044,Locale_System:LOBBY_DECO_BACKGROUND_LOGHOUSEIN_D_NAME,Locale_System:LOBBY_DECO_BACKGROUND_DESC,20044,LogHouseIn_d,mi_LogHouseIn_d,si_LogHouseIn_d,6000001,Currency,99,300,Currency,99,300,False
20045,Locale_System:LOBBY_DECO_BACKGROUND_LOGHOUSEIN_N_NAME,Locale_System:LOBBY_DECO_BACKGROUND_DESC,20045,LogHouseIn_n,mi_LogHouseIn_n,si_LogHouseIn_n,6000001,Currency,99,300,Currency,99,300,False
20046,Locale_System:LOBBY_DECO_BACKGROUND_LOGHOUSEIN_S_NAME,Locale_System:LOBBY_DECO_BACKGROUND_DESC,20046,LogHouseIn_s,mi_LogHouseIn_s,si_LogHouseIn_s,6000001,Currency,99,300,Currency,99,300,False
20047,Locale_System:LOBBY_DECO_BACKGROUND_LOGHOUSEOUT_D_NAME,Locale_System:LOBBY_DECO_BACKGROUND_DESC,20047,LogHouseOut_d,mi_LogHouseOut_d,si_LogHouseOut_d,6000001,Currency,99,300,Currency,99,300,False
20048,Locale_System:LOBBY_DECO_BACKGROUND_LOGHOUSEOUT_N_NAME,Locale_System:LOBBY_DECO_BACKGROUND_DESC,20048,LogHouseOut_n,mi_LogHouseOut_n,si_LogHouseOut_n,6000001,Currency,99,300,Currency,99,300,False
20049,Locale_System:LOBBY_DECO_BACKGROUND_LOGHOUSEOUT_S_NAME,Locale_System:LOBBY_DECO_BACKGROUND_DESC,20049,LogHouseOut_s,mi_LogHouseOut_s,si_LogHouseOut_s,6000001,Currency,99,300,Currency,99,300,False
20050,Locale_System:LOBBY_DECO_BACKGROUND_PINKBEACHISLAND_D_NAME,Locale_System:LOBBY_DECO_BACKGROUND_DESC,20050,PinkBeachIsland_d,mi_PinkBeachIsland_d,si_PinkBeachIsland_d,6000001,Currency,99,300,Currency,99,300,False
20051,Locale_System:LOBBY_DECO_BACKGROUND_PINKBEACHISLAND_N_NAME,Locale_System:LOBBY_DECO_BACKGROUND_DESC,20051,PinkBeachIsland_n,mi_PinkBeachIsland_n,si_PinkBeachIsland_n,6000001,Currency,99,300,Currency,99,300,False
20052,Locale_System:LOBBY_DECO_BACKGROUND_PINKBEACHISLAND_S_NAME,Locale_System:LOBBY_DECO_BACKGROUND_DESC,20052,PinkBeachIsland_s,mi_PinkBeachIsland_s,si_PinkBeachIsland_s,6000001,Currency,99,300,Currency,99,300,False
20053,Locale_System:LOBBY_DECO_BACKGROUND_UNINHABITEDISLAND_D_NAME,Locale_System:LOBBY_DECO_BACKGROUND_DESC,20053,UninhabitedIsland_d,mi_UninhabitedIsland_d,si_UninhabitedIsland_d,6000001,Currency,99,300,Currency,99,300,False
20054,Locale_System:LOBBY_DECO_BACKGROUND_UNINHABITEDISLAND_N_NAME,Locale_System:LOBBY_DECO_BACKGROUND_DESC,20054,UninhabitedIsland_n,mi_UninhabitedIsland_n,si_UninhabitedIsland_n,6000001,Currency,99,300,Currency,99,300,False
20055,Locale_System:LOBBY_DECO_BACKGROUND_UNINHABITEDISLAND_S_NAME,Locale_System:LOBBY_DECO_BACKGROUND_DESC,20055,UninhabitedIsland_s,mi_UninhabitedIsland_s,si_UninhabitedIsland_s,6000001,Currency,99,300,Currency,99,300,False
20056,Locale_System:LOBBY_DECO_BACKGROUND_VOYAGE_D_NAME,Locale_System:LOBBY_DECO_BACKGROUND_DESC,20056,Voyage_d,mi_Voyage_d,si_Voyage_d,6000001,Currency,99,300,Currency,99,300,False
20057,Locale_System:LOBBY_DECO_BACKGROUND_VOYAGE_N_NAME,Locale_System:LOBBY_DECO_BACKGROUND_DESC,20057,Voyage_n,mi_Voyage_n,si_Voyage_n,6000001,Currency,99,300,Currency,99,300,False
20058,Locale_System:LOBBY_DECO_BACKGROUND_VOYAGE_S_NAME,Locale_System:LOBBY_DECO_BACKGROUND_DESC,20058,Voyage_s,mi_Voyage_s,si_Voyage_s,6000001,Currency,99,300,Currency,99,300,False
20059,Locale_System:LOBBY_DECO_BACKGROUND_DECK_D_NAME,Locale_System:LOBBY_DECO_BACKGROUND_DESC,20059,Deck_d,mi_Deck_d,si_Deck_d,6000001,Currency,99,300,Currency,99,300,False
20060,Locale_System:LOBBY_DECO_BACKGROUND_DECK_N_NAME,Locale_System:LOBBY_DECO_BACKGROUND_DESC,20060,Deck_n,mi_Deck_n,si_Deck_n,6000001,Currency,99,300,Currency,99,300,False
20061,Locale_System:LOBBY_DECO_BACKGROUND_PILOTHOUSE_D_NAME,Locale_System:LOBBY_DECO_BACKGROUND_DESC,20061,Pilothouse_d,mi_Pilothouse_d,si_Pilothouse_d,6000001,Currency,99,300,Currency,99,300,False
20062,Locale_System:LOBBY_DECO_BACKGROUND_PILOTHOUSE_N_NAME,Locale_System:LOBBY_DECO_BACKGROUND_DESC,20062,Pilothouse_n,mi_Pilothouse_n,si_Pilothouse_n,6000001,Currency,99,300,Currency,99,300,False
20063,Locale_System:LOBBY_DECO_BACKGROUND_SHOPPINGSTREET_D_NAME,Locale_System:LOBBY_DECO_BACKGROUND_DESC,20063,ShoppingStreet_d,mi_ShoppingStreet_d,si_ShoppingStreet_d,6000001,Currency,99,300,Currency,99,300,False
20064,Locale_System:LOBBY_DECO_BACKGROUND_SHOPPINGSTREET_N_NAME,Locale_System:LOBBY_DECO_BACKGROUND_DESC,20064,ShoppingStreet_n,mi_ShoppingStreet_n,si_ShoppingStreet_n,6000001,Currency,99,300,Currency,99,300,False
20065,Locale_System:LOBBY_DECO_BACKGROUND_CRUISESHIPPOOL_D_NAME,Locale_System:LOBBY_DECO_BACKGROUND_DESC,20065,CruiseShipPool_d,mi_CruiseShipPool_d,si_CruiseShipPool_d,6000001,Currency,99,300,Currency,99,300,False
20066,Locale_System:LOBBY_DECO_BACKGROUND_CRUISESHIPPOOL_N_NAME,Locale_System:LOBBY_DECO_BACKGROUND_DESC,20066,CruiseShipPool_n,mi_CruiseShipPool_n,si_CruiseShipPool_n,6000001,Currency,99,300,Currency,99,300,False
30001,Locale_System:LOBBY_DECO_BACKGROUND_EDEN_NAME,Locale_System:LOBBY_DECO_BACKGROUND_DESC,30001,Eden,mi_Eden,si_Eden,6020050,Currency,99,300,Currency,99,300,False
30002,Locale_System:LOBBY_DECO_BACKGROUND_EDENINDOOR_NAME,Locale_System:LOBBY_DECO_BACKGROUND_DESC,30002,EdenIndoor,mi_EdenIndoor,si_EdenIndoor,6020050,Currency,99,300,Currency,99,300,False
30003,Locale_System:LOBBY_DECO_BACKGROUND_EDENLOBBY_NAME,Locale_System:LOBBY_DECO_BACKGROUND_DESC,30003,EdenLobby,mi_EdenLobby,si_EdenLobby,6020050,Currency,99,300,Currency,99,300,False
