id,use_condition_type,use_condition_value,name_localkey,description_localkey,resource_id,item_type,item_sub_type,item_rare,use_type,use_id,percent_display_type,use_value,use_frag_cost,use_limit_count,stack_max,use_limit_count_value
9402017,None,0,Locale_Item:reward_normal_intercept_LEVEL_D_5,Locale_Item:reward_normal_intercept_LEVEL_D_5_desc,icn_consume_randombox_equipment_r,Consume,ItemRandomBoxList,R,ItemRandomBox,1110500,None,1,1,False,9999999,
9402018,None,0,Locale_Item:reward_normal_intercept_LEVEL_D_6,Locale_Item:reward_normal_intercept_LEVEL_D_6_desc,icn_consume_randombox_equipment_r,Consume,ItemRandomBoxList,R,ItemRandomBox,1110600,None,1,1,False,9999999,
9402019,None,0,Locale_Item:reward_normal_intercept_LEVEL_D_7,Locale_Item:reward_normal_intercept_LEVEL_D_7_desc,icn_consume_randombox_equipment_r,Consume,ItemRandomBoxList,R,ItemRandomBox,1110700,None,1,1,False,9999999,
9402020,None,0,Locale_Item:reward_normal_intercept_LEVEL_D_8,Locale_Item:reward_normal_intercept_LEVEL_D_8_desc,icn_consume_randombox_equipment_r,Consume,ItemRandomBoxList,R,ItemRandomBox,1110800,None,1,1,False,9999999,
9402021,None,0,Locale_Item:reward_normal_intercept_LEVEL_D_9,Locale_Item:reward_normal_intercept_LEVEL_D_9_desc,icn_consume_randombox_equipment_r,Consume,ItemRandomBoxList,R,ItemRandomBox,1110900,None,1,1,False,9999999,
9402027,None,0,Locale_Item:reward_jackpot_intercept_LEVEL_D_6,Locale_Item:reward_jackpot_intercept_LEVEL_D_6_desc,icn_consume_randombox_equipment_r,Consume,ItemRandomBoxList,R,ItemRandomBox,1120600,None,1,1,False,9999999,
9402028,None,0,Locale_Item:reward_jackpot_intercept_LEVEL_D_7,Locale_Item:reward_jackpot_intercept_LEVEL_D_7_desc,icn_consume_randombox_equipment_r,Consume,ItemRandomBoxList,R,ItemRandomBox,1120700,None,1,1,False,9999999,
9402029,None,0,Locale_Item:reward_jackpot_intercept_LEVEL_D_8,Locale_Item:reward_jackpot_intercept_LEVEL_D_8_desc,icn_consume_randombox_equipment_sr,Consume,ItemRandomBoxList,SR,ItemRandomBox,1120800,None,1,1,False,9999999,
9402030,None,0,Locale_Item:reward_jackpot_intercept_LEVEL_D_9,Locale_Item:reward_jackpot_intercept_LEVEL_D_9_desc,icn_consume_randombox_equipment_sr,Consume,ItemRandomBoxList,SR,ItemRandomBox,1120900,None,1,1,False,9999999,
9402031,None,0,Locale_Item:reward_normal_intercept_LEVEL_S_1,Locale_Item:reward_normal_intercept_LEVEL_S_1_desc,icn_consume_randombox_equipment_sr,Consume,ItemRandomBoxList,SR,ItemRandomBox,1210100,None,1,1,False,9999999,
9402032,None,0,Locale_Item:reward_normal_intercept_LEVEL_S_2,Locale_Item:reward_normal_intercept_LEVEL_S_2_desc,icn_consume_randombox_equipment_sr,Consume,ItemRandomBoxList,SR,ItemRandomBox,1210200,None,1,1,False,9999999,
9402033,None,0,Locale_Item:reward_normal_intercept_LEVEL_S_3,Locale_Item:reward_normal_intercept_LEVEL_S_3_desc,icn_consume_randombox_equipment_sr,Consume,ItemRandomBoxList,SR,ItemRandomBox,1210300,None,1,1,False,9999999,
9402034,None,0,Locale_Item:reward_normal_intercept_LEVEL_S_4,Locale_Item:reward_normal_intercept_LEVEL_S_4_desc,icn_consume_randombox_equipment_sr,Consume,ItemRandomBoxList,SR,ItemRandomBox,1210400,None,1,1,False,9999999,
9402035,None,0,Locale_Item:reward_normal_intercept_LEVEL_S_5,Locale_Item:reward_normal_intercept_LEVEL_S_5_desc,icn_consume_randombox_equipment_sr,Consume,ItemRandomBoxList,SR,ItemRandomBox,1210500,None,1,1,False,9999999,
9402036,None,0,Locale_Item:reward_normal_intercept_LEVEL_S_6,Locale_Item:reward_normal_intercept_LEVEL_S_6_desc,icn_consume_randombox_equipment_ssr,Consume,ItemRandomBoxList,SSR,ItemRandomBox,1210600,None,1,1,False,9999999,
9402037,None,0,Locale_Item:reward_normal_intercept_LEVEL_S_7,Locale_Item:reward_normal_intercept_LEVEL_S_7_desc,icn_consume_randombox_equipment_ssr,Consume,ItemRandomBoxList,SSR,ItemRandomBox,1210700,None,1,1,False,9999999,
9402038,None,0,Locale_Item:reward_normal_intercept_LEVEL_S_8,Locale_Item:reward_normal_intercept_LEVEL_S_8_desc,icn_consume_randombox_equipment_ssr,Consume,ItemRandomBoxList,SSR,ItemRandomBox,1210800,None,1,1,False,9999999,
9402039,None,0,Locale_Item:reward_normal_intercept_LEVEL_S_9,Locale_Item:reward_normal_intercept_LEVEL_S_9_desc,icn_consume_randombox_equipment_ssr,Consume,ItemRandomBoxList,SSR,ItemRandomBox,1210900,None,1,1,False,9999999,
9402044,None,0,Locale_Item:reward_jackpot_intercept_LEVEL_S_5,Locale_Item:reward_jackpot_intercept_LEVEL_S_5_desc,icn_consume_randombox_equipment_sr,Consume,ItemRandomBoxList,SR,ItemRandomBox,1220500,None,1,1,False,9999999,
9402045,None,0,Locale_Item:reward_jackpot_intercept_LEVEL_S_6,Locale_Item:reward_jackpot_intercept_LEVEL_S_6_desc,icn_consume_randombox_equipment_ssr,Consume,ItemRandomBoxList,SSR,ItemRandomBox,1220600,None,1,1,False,9999999,
9402046,None,0,Locale_Item:reward_jackpot_intercept_LEVEL_S_7,Locale_Item:reward_jackpot_intercept_LEVEL_S_7_desc,icn_consume_randombox_equipment_ssr,Consume,ItemRandomBoxList,SSR,ItemRandomBox,1220700,None,1,1,False,9999999,
9402047,None,0,Locale_Item:reward_jackpot_intercept_LEVEL_S_8,Locale_Item:reward_jackpot_intercept_LEVEL_S_8_desc,icn_consume_randombox_equipment_ssr,Consume,ItemRandomBoxList,SSR,ItemRandomBox,1220800,None,1,1,False,9999999,
9402048,None,0,Locale_Item:reward_jackpot_intercept_LEVEL_S_9,Locale_Item:reward_jackpot_intercept_LEVEL_S_9_desc,icn_consume_randombox_equipment_ssr,Consume,ItemRandomBoxList,SSR,ItemRandomBox,1220900,None,1,1,False,9999999,
9402049,None,0,Locale_Item:random_box_r_equipment,Locale_Item:random_box_r_equipment_desc,icn_consume_randombox_equipment_r,Consume,ItemRandomBoxList,R,ItemRandomBox,2000100,None,1,1,False,9999999,
9402050,None,0,Locale_Item:random_box_r_equipment,Locale_Item:random_box_r_equipment_desc,icn_consume_randombox_equipment_r,Consume,ItemRandomBoxList,R,ItemRandomBox,2000200,None,1,1,False,9999999,
9402051,None,0,Locale_Item:random_box_sr_equipment,Locale_Item:random_box_sr_equipment_desc,icn_consume_randombox_equipment_sr,Consume,ItemRandomBoxList,SR,ItemRandomBox,2000300,None,1,1,False,9999999,
9402052,None,0,Locale_Item:random_box_sr_equipment,Locale_Item:random_box_sr_equipment_desc,icn_consume_randombox_equipment_sr,Consume,ItemRandomBoxList,SR,ItemRandomBox,2000400,None,1,1,False,9999999,
9402053,None,0,Locale_Item:random_box_ssr_equipment,Locale_Item:random_box_ssr_equipment_desc,icn_consume_randombox_equipment_ssr,Consume,ItemRandomBoxList,SSR,ItemRandomBox,2000500,None,1,1,False,9999999,
9402054,None,0,Locale_Item:random_box_ssr_equipment,Locale_Item:random_box_ssr_equipment_desc,icn_consume_randombox_equipment_ssr,Consume,ItemRandomBoxList,SSR,ItemRandomBox,2000600,None,1,1,False,9999999,
9402055,None,0,Locale_Item:reward_normal_intercept_SPECIAL_1,Locale_Item:reward_normal_intercept_SPECIAL_1_desc,icn_consume_randombox_equipment_ssr,Consume,ItemRandomBoxList,SSR,ItemRandomBox,1310100,None,1,1,False,9999999,
9402056,None,0,Locale_Item:reward_normal_intercept_SPECIAL_2,Locale_Item:reward_normal_intercept_SPECIAL_2_desc,icn_consume_randombox_equipment_ssr,Consume,ItemRandomBoxList,SSR,ItemRandomBox,1310200,None,1,1,False,9999999,
9402057,None,0,Locale_Item:reward_normal_intercept_SPECIAL_3,Locale_Item:reward_normal_intercept_SPECIAL_3_desc,icn_consume_randombox_equipment_ssr,Consume,ItemRandomBoxList,SSR,ItemRandomBox,1310300,None,1,1,False,9999999,
9402058,None,0,Locale_Item:reward_normal_intercept_SPECIAL_4,Locale_Item:reward_normal_intercept_SPECIAL_4_desc,icn_consume_randombox_equipment_ssr,Consume,ItemRandomBoxList,SSR,ItemRandomBox,1310400,None,1,1,False,9999999,
9402059,None,0,Locale_Item:reward_normal_intercept_SPECIAL_5,Locale_Item:reward_normal_intercept_SPECIAL_5_desc,icn_consume_randombox_equipment_ssr,Consume,ItemRandomBoxList,SSR,ItemRandomBox,1310500,None,1,1,False,9999999,
9402060,None,0,Locale_Item:reward_normal_intercept_SPECIAL_6,Locale_Item:reward_normal_intercept_SPECIAL_6_desc,icn_consume_randombox_equipment_ssr,Consume,ItemRandomBoxList,SSR,ItemRandomBox,1310600,None,1,1,False,9999999,
9402061,None,0,Locale_Item:reward_normal_intercept_SPECIAL_7,Locale_Item:reward_normal_intercept_SPECIAL_7_desc,icn_consume_randombox_equipment_ssr,Consume,ItemRandomBoxList,SSR,ItemRandomBox,1310700,None,1,1,False,9999999,
9402062,None,0,Locale_Item:reward_normal_intercept_SPECIAL_8,Locale_Item:reward_normal_intercept_SPECIAL_8_desc,icn_consume_randombox_equipment_ssr,Consume,ItemRandomBoxList,SSR,ItemRandomBox,1310800,None,1,1,False,9999999,
9402063,None,0,Locale_Item:reward_normal_intercept_SPECIAL_9,Locale_Item:reward_normal_intercept_SPECIAL_9_desc,icn_consume_randombox_equipment_ssr,Consume,ItemRandomBoxList,SSR,ItemRandomBox,1310900,None,1,1,False,9999999,
9402067,None,0,Locale_Item:reward_jackpot_intercept_SPECIAL_4,Locale_Item:reward_jackpot_intercept_SPECIAL_4_desc,icn_consume_randombox_equipment_ssr,Consume,ItemRandomBoxList,SSR,ItemRandomBox,1320400,None,1,1,False,9999999,
9402068,None,0,Locale_Item:reward_jackpot_intercept_SPECIAL_5,Locale_Item:reward_jackpot_intercept_SPECIAL_5_desc,icn_consume_randombox_equipment_ssr,Consume,ItemRandomBoxList,SSR,ItemRandomBox,1320500,None,1,1,False,9999999,
9402069,None,0,Locale_Item:reward_jackpot_intercept_SPECIAL_6,Locale_Item:reward_jackpot_intercept_SPECIAL_6_desc,icn_consume_randombox_equipment_ssr,Consume,ItemRandomBoxList,SSR,ItemRandomBox,1320600,None,1,1,False,9999999,
9402070,None,0,Locale_Item:reward_jackpot_intercept_SPECIAL_7,Locale_Item:reward_jackpot_intercept_SPECIAL_7_desc,icn_consume_randombox_equipment_ssr,Consume,ItemRandomBoxList,SSR,ItemRandomBox,1320700,None,1,1,False,9999999,
9402071,None,0,Locale_Item:reward_jackpot_intercept_SPECIAL_8,Locale_Item:reward_jackpot_intercept_SPECIAL_8_desc,icn_consume_randombox_equipment_ssr,Consume,ItemRandomBoxList,SSR,ItemRandomBox,1320800,None,1,1,False,9999999,
9402072,None,0,Locale_Item:reward_jackpot_intercept_SPECIAL_9,Locale_Item:reward_jackpot_intercept_SPECIAL_9_desc,icn_consume_randombox_equipment_ssr,Consume,ItemRandomBoxList,SSR,ItemRandomBox,1320900,None,1,1,False,9999999,
9402073,None,0,Locale_Item:reward_pity_intercept_SPECIAL_9,Locale_Item:reward_pity_intercept_SPECIAL_9_desc,icn_consume_randombox_equipment_t9,Consume,ItemRandomBoxList,SSR,ItemRandomBox,1330100,None,1,200,False,9999999,
9414001,None,0,Locale_Item:reward_normal_intercept_anomalous_01,Locale_Item:reward_normal_intercept_anomalous_01_desc,icn_consume_randombox_equipment_ssr,Consume,ItemRandomBoxList,SSR,ItemRandomBox,1400100,None,1,1,False,9999999,
9414002,None,0,Locale_Item:reward_normal_intercept_anomalous_02,Locale_Item:reward_normal_intercept_anomalous_02_desc,icn_consume_randombox_equipment_ssr,Consume,ItemRandomBoxList,SSR,ItemRandomBox,1400200,None,1,1,False,9999999,
9414003,None,0,Locale_Item:reward_normal_intercept_anomalous_03,Locale_Item:reward_normal_intercept_anomalous_03_desc,icn_consume_randombox_equipment_ssr,Consume,ItemRandomBoxList,SSR,ItemRandomBox,1400300,None,1,1,False,9999999,
9414004,None,0,Locale_Item:reward_normal_intercept_anomalous_04,Locale_Item:reward_normal_intercept_anomalous_04_desc,icn_consume_randombox_equipment_ssr,Consume,ItemRandomBoxList,SSR,ItemRandomBox,1400400,None,1,1,False,9999999,
9414005,None,0,Locale_Item:reward_normal_intercept_anomalous_05,Locale_Item:reward_normal_intercept_anomalous_05_desc,icn_consume_randombox_equipment_ssr,Consume,ItemRandomBoxList,SSR,ItemRandomBox,1400500,None,1,1,False,9999999,
9414006,None,0,Locale_Item:reward_normal_intercept_anomalous_06,Locale_Item:reward_normal_intercept_anomalous_06_desc,icn_consume_randombox_equipment_ssr,Consume,ItemRandomBoxList,SSR,ItemRandomBox,1400600,None,1,1,False,9999999,
9414007,None,0,Locale_Item:reward_normal_intercept_anomalous_07,Locale_Item:reward_normal_intercept_anomalous_07_desc,icn_consume_randombox_equipment_ssr,Consume,ItemRandomBoxList,SSR,ItemRandomBox,1400700,None,1,1,False,9999999,
9414008,None,0,Locale_Item:reward_normal_intercept_anomalous_08,Locale_Item:reward_normal_intercept_anomalous_08_desc,icn_consume_randombox_equipment_ssr,Consume,ItemRandomBoxList,SSR,ItemRandomBox,1400800,None,1,1,False,9999999,
9414009,None,0,Locale_Item:reward_normal_intercept_anomalous_09,Locale_Item:reward_normal_intercept_anomalous_09_desc,icn_consume_randombox_equipment_ssr,Consume,ItemRandomBoxList,SSR,ItemRandomBox,1400900,None,1,1,False,9999999,
9414011,None,0,Locale_Item:reward_jackpot_intercept_anomalous_module_01,Locale_Item:reward_jackpot_intercept_anomalous_module_01_desc,icn_consume_randombox_custommodule_01,Consume,ItemRandomBoxList,SSR,ItemRandomBox,1401100,None,1,1,False,9999999,
9414012,None,0,Locale_Item:reward_jackpot_intercept_anomalous_module_02,Locale_Item:reward_jackpot_intercept_anomalous_module_02_desc,icn_consume_randombox_custommodule_01,Consume,ItemRandomBoxList,SSR,ItemRandomBox,1401200,None,1,1,False,9999999,
9414013,None,0,Locale_Item:reward_jackpot_intercept_anomalous_module_03,Locale_Item:reward_jackpot_intercept_anomalous_module_03_desc,icn_consume_randombox_custommodule_02,Consume,ItemRandomBoxList,SSR,ItemRandomBox,1401300,None,1,1,False,9999999,
9414014,None,0,Locale_Item:reward_jackpot_intercept_anomalous_module_04,Locale_Item:reward_jackpot_intercept_anomalous_module_04_desc,icn_consume_randombox_custommodule_02,Consume,ItemRandomBoxList,SSR,ItemRandomBox,1401400,None,1,1,False,9999999,
9414015,None,0,Locale_Item:reward_jackpot_intercept_anomalous_module_05,Locale_Item:reward_jackpot_intercept_anomalous_module_05_desc,icn_consume_randombox_custommodule_02,Consume,ItemRandomBoxList,SSR,ItemRandomBox,1401500,None,1,1,False,9999999,
9414016,None,0,Locale_Item:reward_jackpot_intercept_anomalous_module_06,Locale_Item:reward_jackpot_intercept_anomalous_module_06_desc,icn_consume_randombox_custommodule_03,Consume,ItemRandomBoxList,SSR,ItemRandomBox,1401600,None,1,1,False,9999999,
9414017,None,0,Locale_Item:reward_jackpot_intercept_anomalous_module_07,Locale_Item:reward_jackpot_intercept_anomalous_module_07_desc,icn_consume_randombox_custommodule_03,Consume,ItemRandomBoxList,SSR,ItemRandomBox,1401700,None,1,1,False,9999999,
9414018,None,0,Locale_Item:reward_jackpot_intercept_anomalous_module_08,Locale_Item:reward_jackpot_intercept_anomalous_module_08_desc,icn_consume_randombox_custommodule_03,Consume,ItemRandomBoxList,SSR,ItemRandomBox,1401800,None,1,1,False,9999999,
9414019,None,0,Locale_Item:reward_jackpot_intercept_anomalous_module_09,Locale_Item:reward_jackpot_intercept_anomalous_module_09_desc,icn_consume_randombox_custommodule_04,Consume,ItemRandomBoxList,SSR,ItemRandomBox,1401900,None,1,1,False,9999999,
9414101,None,0,Locale_Item:reward_jackpot_intercept_anomalous_01_01,Locale_Item:reward_jackpot_intercept_anomalous_01_01_desc,icn_consume_randombox_anomalous_03,Consume,ItemRandomBoxList,SSR,ItemRandomBox,1410100,None,1,1,False,9999999,
9414102,None,0,Locale_Item:reward_jackpot_intercept_anomalous_01_02,Locale_Item:reward_jackpot_intercept_anomalous_01_02_desc,icn_consume_randombox_anomalous_03,Consume,ItemRandomBoxList,SSR,ItemRandomBox,1410200,None,1,1,False,9999999,
9414103,None,0,Locale_Item:reward_jackpot_intercept_anomalous_01_03,Locale_Item:reward_jackpot_intercept_anomalous_01_03_desc,icn_consume_randombox_anomalous_03,Consume,ItemRandomBoxList,SSR,ItemRandomBox,1410300,None,1,1,False,9999999,
9414104,None,0,Locale_Item:reward_jackpot_intercept_anomalous_01_04,Locale_Item:reward_jackpot_intercept_anomalous_01_04_desc,icn_consume_randombox_anomalous_03,Consume,ItemRandomBoxList,SSR,ItemRandomBox,1410400,None,1,1,False,9999999,
9414105,None,0,Locale_Item:reward_jackpot_intercept_anomalous_01_05,Locale_Item:reward_jackpot_intercept_anomalous_01_05_desc,icn_consume_randombox_anomalous_03,Consume,ItemRandomBoxList,SSR,ItemRandomBox,1410500,None,1,1,False,9999999,
9414106,None,0,Locale_Item:reward_jackpot_intercept_anomalous_01_06,Locale_Item:reward_jackpot_intercept_anomalous_01_06_desc,icn_consume_randombox_anomalous_03,Consume,ItemRandomBoxList,SSR,ItemRandomBox,1410600,None,1,1,False,9999999,
9414107,None,0,Locale_Item:reward_jackpot_intercept_anomalous_01_07,Locale_Item:reward_jackpot_intercept_anomalous_01_07_desc,icn_consume_randombox_anomalous_03,Consume,ItemRandomBoxList,SSR,ItemRandomBox,1410700,None,1,1,False,9999999,
9414108,None,0,Locale_Item:reward_jackpot_intercept_anomalous_01_08,Locale_Item:reward_jackpot_intercept_anomalous_01_08_desc,icn_consume_randombox_anomalous_03,Consume,ItemRandomBoxList,SSR,ItemRandomBox,1410800,None,1,1,False,9999999,
9414109,None,0,Locale_Item:reward_jackpot_intercept_anomalous_01_09,Locale_Item:reward_jackpot_intercept_anomalous_01_09_desc,icn_consume_randombox_anomalous_03,Consume,ItemRandomBoxList,SSR,ItemRandomBox,1410900,None,1,1,False,9999999,
9414201,None,0,Locale_Item:reward_jackpot_intercept_anomalous_02_01,Locale_Item:reward_jackpot_intercept_anomalous_02_01_desc,icn_consume_randombox_anomalous_02,Consume,ItemRandomBoxList,SSR,ItemRandomBox,1420100,None,1,1,False,9999999,
9414202,None,0,Locale_Item:reward_jackpot_intercept_anomalous_02_02,Locale_Item:reward_jackpot_intercept_anomalous_02_02_desc,icn_consume_randombox_anomalous_02,Consume,ItemRandomBoxList,SSR,ItemRandomBox,1420200,None,1,1,False,9999999,
9414203,None,0,Locale_Item:reward_jackpot_intercept_anomalous_02_03,Locale_Item:reward_jackpot_intercept_anomalous_02_03_desc,icn_consume_randombox_anomalous_02,Consume,ItemRandomBoxList,SSR,ItemRandomBox,1420300,None,1,1,False,9999999,
9414204,None,0,Locale_Item:reward_jackpot_intercept_anomalous_02_04,Locale_Item:reward_jackpot_intercept_anomalous_02_04_desc,icn_consume_randombox_anomalous_02,Consume,ItemRandomBoxList,SSR,ItemRandomBox,1420400,None,1,1,False,9999999,
9414205,None,0,Locale_Item:reward_jackpot_intercept_anomalous_02_05,Locale_Item:reward_jackpot_intercept_anomalous_02_05_desc,icn_consume_randombox_anomalous_02,Consume,ItemRandomBoxList,SSR,ItemRandomBox,1420500,None,1,1,False,9999999,
9414206,None,0,Locale_Item:reward_jackpot_intercept_anomalous_02_06,Locale_Item:reward_jackpot_intercept_anomalous_02_06_desc,icn_consume_randombox_anomalous_02,Consume,ItemRandomBoxList,SSR,ItemRandomBox,1420600,None,1,1,False,9999999,
9414207,None,0,Locale_Item:reward_jackpot_intercept_anomalous_02_07,Locale_Item:reward_jackpot_intercept_anomalous_02_07_desc,icn_consume_randombox_anomalous_02,Consume,ItemRandomBoxList,SSR,ItemRandomBox,1420700,None,1,1,False,9999999,
9414208,None,0,Locale_Item:reward_jackpot_intercept_anomalous_02_08,Locale_Item:reward_jackpot_intercept_anomalous_02_08_desc,icn_consume_randombox_anomalous_02,Consume,ItemRandomBoxList,SSR,ItemRandomBox,1420800,None,1,1,False,9999999,
9414209,None,0,Locale_Item:reward_jackpot_intercept_anomalous_02_09,Locale_Item:reward_jackpot_intercept_anomalous_02_09_desc,icn_consume_randombox_anomalous_02,Consume,ItemRandomBoxList,SSR,ItemRandomBox,1420900,None,1,1,False,9999999,
9414301,None,0,Locale_Item:reward_jackpot_intercept_anomalous_03_01,Locale_Item:reward_jackpot_intercept_anomalous_03_01_desc,icn_consume_randombox_anomalous_01,Consume,ItemRandomBoxList,SSR,ItemRandomBox,1430100,None,1,1,False,9999999,
9414302,None,0,Locale_Item:reward_jackpot_intercept_anomalous_03_02,Locale_Item:reward_jackpot_intercept_anomalous_03_02_desc,icn_consume_randombox_anomalous_01,Consume,ItemRandomBoxList,SSR,ItemRandomBox,1430200,None,1,1,False,9999999,
9414303,None,0,Locale_Item:reward_jackpot_intercept_anomalous_03_03,Locale_Item:reward_jackpot_intercept_anomalous_03_03_desc,icn_consume_randombox_anomalous_01,Consume,ItemRandomBoxList,SSR,ItemRandomBox,1430300,None,1,1,False,9999999,
9414304,None,0,Locale_Item:reward_jackpot_intercept_anomalous_03_04,Locale_Item:reward_jackpot_intercept_anomalous_03_04_desc,icn_consume_randombox_anomalous_01,Consume,ItemRandomBoxList,SSR,ItemRandomBox,1430400,None,1,1,False,9999999,
9414305,None,0,Locale_Item:reward_jackpot_intercept_anomalous_03_05,Locale_Item:reward_jackpot_intercept_anomalous_03_05_desc,icn_consume_randombox_anomalous_01,Consume,ItemRandomBoxList,SSR,ItemRandomBox,1430500,None,1,1,False,9999999,
9414306,None,0,Locale_Item:reward_jackpot_intercept_anomalous_03_06,Locale_Item:reward_jackpot_intercept_anomalous_03_06_desc,icn_consume_randombox_anomalous_01,Consume,ItemRandomBoxList,SSR,ItemRandomBox,1430600,None,1,1,False,9999999,
9414307,None,0,Locale_Item:reward_jackpot_intercept_anomalous_03_07,Locale_Item:reward_jackpot_intercept_anomalous_03_07_desc,icn_consume_randombox_anomalous_01,Consume,ItemRandomBoxList,SSR,ItemRandomBox,1430700,None,1,1,False,9999999,
9414308,None,0,Locale_Item:reward_jackpot_intercept_anomalous_03_08,Locale_Item:reward_jackpot_intercept_anomalous_03_08_desc,icn_consume_randombox_anomalous_01,Consume,ItemRandomBoxList,SSR,ItemRandomBox,1430800,None,1,1,False,9999999,
9414309,None,0,Locale_Item:reward_jackpot_intercept_anomalous_03_09,Locale_Item:reward_jackpot_intercept_anomalous_03_09_desc,icn_consume_randombox_anomalous_01,Consume,ItemRandomBoxList,SSR,ItemRandomBox,1430900,None,1,1,False,9999999,
9414401,None,0,Locale_Item:reward_jackpot_intercept_anomalous_04_01,Locale_Item:reward_jackpot_intercept_anomalous_04_01_desc,icn_consume_randombox_anomalous_04,Consume,ItemRandomBoxList,SSR,ItemRandomBox,1440100,None,1,1,False,9999999,
9414402,None,0,Locale_Item:reward_jackpot_intercept_anomalous_04_02,Locale_Item:reward_jackpot_intercept_anomalous_04_02_desc,icn_consume_randombox_anomalous_04,Consume,ItemRandomBoxList,SSR,ItemRandomBox,1440200,None,1,1,False,9999999,
9414403,None,0,Locale_Item:reward_jackpot_intercept_anomalous_04_03,Locale_Item:reward_jackpot_intercept_anomalous_04_03_desc,icn_consume_randombox_anomalous_04,Consume,ItemRandomBoxList,SSR,ItemRandomBox,1440300,None,1,1,False,9999999,
9414404,None,0,Locale_Item:reward_jackpot_intercept_anomalous_04_04,Locale_Item:reward_jackpot_intercept_anomalous_04_04_desc,icn_consume_randombox_anomalous_04,Consume,ItemRandomBoxList,SSR,ItemRandomBox,1440400,None,1,1,False,9999999,
9414405,None,0,Locale_Item:reward_jackpot_intercept_anomalous_04_05,Locale_Item:reward_jackpot_intercept_anomalous_04_05_desc,icn_consume_randombox_anomalous_04,Consume,ItemRandomBoxList,SSR,ItemRandomBox,1440500,None,1,1,False,9999999,
9414406,None,0,Locale_Item:reward_jackpot_intercept_anomalous_04_06,Locale_Item:reward_jackpot_intercept_anomalous_04_06_desc,icn_consume_randombox_anomalous_04,Consume,ItemRandomBoxList,SSR,ItemRandomBox,1440600,None,1,1,False,9999999,
9414407,None,0,Locale_Item:reward_jackpot_intercept_anomalous_04_07,Locale_Item:reward_jackpot_intercept_anomalous_04_07_desc,icn_consume_randombox_anomalous_04,Consume,ItemRandomBoxList,SSR,ItemRandomBox,1440700,None,1,1,False,9999999,
9414408,None,0,Locale_Item:reward_jackpot_intercept_anomalous_04_08,Locale_Item:reward_jackpot_intercept_anomalous_04_08_desc,icn_consume_randombox_anomalous_04,Consume,ItemRandomBoxList,SSR,ItemRandomBox,1440800,None,1,1,False,9999999,
9414409,None,0,Locale_Item:reward_jackpot_intercept_anomalous_04_09,Locale_Item:reward_jackpot_intercept_anomalous_04_09_desc,icn_consume_randombox_anomalous_04,Consume,ItemRandomBoxList,SSR,ItemRandomBox,1440900,None,1,1,False,9999999,
9414501,None,0,Locale_Item:reward_pity_intercept_anomalous_05,Locale_Item:reward_pity_intercept_anomalous_05_desc,icn_consume_randombox_anomalous_special,Consume,ItemRandomBoxList,SSR,ItemRandomBox,1450100,None,1,100,False,9999999,
9420001,None,0,Locale_Item:randombox_winterevent_sr,Locale_Item:randombox_winterevent_sr_desc,icn_consume_randombox_winterevent_sr,Consume,ItemRandomBoxList,SR,ItemRandomBox,9420001,None,1,1,False,9999999,
9420002,None,0,Locale_Item:randombox_winterevent_ssr,Locale_Item:randombox_winterevent_ssr_desc,icn_consume_randombox_winterevent_ssr,Consume,ItemRandomBoxList,SSR,ItemRandomBox,9420002,None,1,1,False,9999999,
9420003,None,0,Locale_Item:randombox_ce_01_ssr,Locale_Item:randombox_ce_01_ssr_desc,icn_consume_bundlebox,Consume,ItemRandomBoxList,SSR,ItemRandomBox,9420003,None,1,1,False,9999999,
9420004,None,0,Locale_Item:randombox_sea_you_again_ssr,Locale_Item:randombox_sea_you_again_ssr_desc,icn_consume_bundlebox,Consume,ItemRandomBoxList,SSR,ItemRandomBox,9420004,None,1,1,False,9999999,
9420005,None,0,Locale_Item:randombox_1st_anniversary_present,Locale_Item:randombox_1st_anniversary_present_desc,icn_consume_randombox_1st_anniversary_present,Consume,ItemRandomBoxNormal,SSR,ItemRandomBox,9420005,None,1,1,False,9999999,
9420006,None,0,Locale_Item:randombox_snowfall_mica,Locale_Item:randombox_snowfall_mica_desc,icn_consume_randombox_snowfall_mica,Consume,ItemRandomBoxNormal,SSR,ItemRandomBox,9420006,None,1,1,False,9999999,
9420007,None,0,Locale_Item:randombox_snowfall_emma,Locale_Item:randombox_snowfall_emma_desc,icn_consume_randombox_snowfall_emma,Consume,ItemRandomBoxNormal,SSR,ItemRandomBox,9420007,None,1,1,False,9999999,
9420008,None,0,Locale_Item:randombox_snowfall_ludmilla,Locale_Item:randombox_snowfall_ludmilla_desc,icn_consume_randombox_snowfall_ludmilla,Consume,ItemRandomBoxNormal,SSR,ItemRandomBox,9420008,None,1,1,False,9999999,
9420009,None,0,Locale_Item:randombox_snowfall_noirblanc,Locale_Item:randombox_snowfall_noirblanc_desc,icn_consume_randombox_snowfall_noirblanc,Consume,ItemRandomBoxNormal,SSR,ItemRandomBox,9420009,None,1,1,False,9999999,
9420010,None,0,Locale_Item:randombox_perfectmaid_web,Locale_Item:randombox_perfectmaid_web_desc,icn_consume_randombox_perfectmaid_web,Consume,ItemRandomBoxNormal,SSR,ItemRandomBox,9420010,None,1,1,False,9999999,
