id,event_system_type,has_arcade_shortcut_without_field,arcade_manager_id,event_shortcut_id,archive_match_event_id,archive_story_progress_group_order,archive_story_progress_locale,event_start_date,event_end_date,parents_event_id
40024,StoryEvent,False,0,0,40024,1,Locale_System:PROGRESS_STORY_TYPE_02,0,0,80600
40025,StoryEvent,False,0,0,40025,2,Locale_System:PROGRESS_STORY_TYPE_03,0,0,80600
40030,StoryEvent,False,0,0,40030,1,Locale_System:PROGRESS_STORY_TYPE_01,2075949056,934773120,0
40038,StoryEvent,False,0,0,40038,1,Locale_System:PROGRESS_STORY_TYPE_01,-1204291584,1560873344,0
40037,StoryEvent,False,0,0,40037,1,Locale_System:PROGRESS_STORY_TYPE_01,1718581248,188778880,0
40045,StoryEvent,False,0,0,40045,1,Locale_System:PROGRESS_STORY_TYPE_02,0,0,81200
40046,StoryEvent,False,0,0,40046,2,Locale_System:PROGRESS_STORY_TYPE_03,0,0,81200
40036,StoryEvent,False,0,0,40036,1,Locale_System:PROGRESS_STORY_TYPE_01,346486784,-1183315584,0
40034,StoryEvent,False,0,0,40034,1,Locale_System:PROGRESS_STORY_TYPE_02,0,0,80900
40035,StoryEvent,False,0,0,40035,2,Locale_System:PROGRESS_STORY_TYPE_03,0,0,80900
40047,StoryEvent,False,0,0,40047,1,Locale_System:PROGRESS_STORY_TYPE_01,1182529536,-347272832,0
40033,StoryEvent,False,0,0,40033,1,Locale_System:PROGRESS_STORY_TYPE_01,1211217920,-318584448,0
40039,StoryEvent,False,0,0,40039,1,Locale_System:PROGRESS_STORY_TYPE_01,-1966917632,-1361999488,0
40040,StoryEvent,False,0,0,40040,1,Locale_System:PROGRESS_STORY_TYPE_01,1539897344,398721408,0
40055,StoryEvent,False,0,0,40055,1,Locale_System:PROGRESS_STORY_TYPE_02,0,0,81500
40056,StoryEvent,False,0,0,40056,2,Locale_System:PROGRESS_STORY_TYPE_03,0,0,81500
40057,StoryEvent,False,0,0,40057,3,Locale_System:PROGRESS_STORY_TYPE_04,0,0,81500
40044,StoryEvent,False,0,0,40044,1,Locale_System:PROGRESS_STORY_TYPE_01,2047260672,906084736,0
40061,StoryEvent,False,0,0,40061,1,Locale_System:PROGRESS_STORY_TYPE_02,0,0,81600
40062,StoryEvent,False,0,0,40062,2,Locale_System:PROGRESS_STORY_TYPE_03,0,0,81600
40043,StoryEvent,False,0,0,40043,1,Locale_System:PROGRESS_STORY_TYPE_01,-1382975488,1770815872,0
40050,StoryEvent,False,0,0,40050,1,Locale_System:PROGRESS_STORY_TYPE_01,317798400,-823377536,0
40053,StoryEvent,False,0,0,40053,1,Locale_System:PROGRESS_STORY_TYPE_01,-546932736,-2076735104,0
40054,StoryEvent,False,0,0,40054,1,Locale_System:PROGRESS_STORY_TYPE_01,825161728,-316014208,0
40051,StoryEvent,False,0,0,40051,1,Locale_System:PROGRESS_STORY_TYPE_02,0,0,81400
40052,StoryEvent,False,0,0,40052,2,Locale_System:PROGRESS_STORY_TYPE_03,0,0,81400
40058,StoryEvent,False,0,0,40058,1,Locale_System:PROGRESS_STORY_TYPE_01,646477824,-883324544,0
40048,StoryEvent,False,0,0,40048,1,Locale_System:PROGRESS_STORY_TYPE_02,0,0,81300
40049,StoryEvent,False,0,0,40049,2,Locale_System:PROGRESS_STORY_TYPE_03,0,0,81300
40075,StoryEvent,False,0,0,40075,1,Locale_System:PROGRESS_STORY_TYPE_02,0,0,82000
40076,StoryEvent,False,0,0,40076,2,Locale_System:PROGRESS_STORY_TYPE_03,0,0,82000
40059,StoryEvent,False,0,0,40059,1,Locale_System:PROGRESS_STORY_TYPE_01,2018572288,488769920,0
40060,StoryEvent,False,0,0,40060,1,Locale_System:PROGRESS_STORY_TYPE_01,-904300544,-2045476480,0
80500,DiceEvent,False,0,0,80500,0,,1241628672,1260882304,40002
1080300,FieldHubEvent,False,0,50001,80300,0,,1241628672,1260882304,0
1080305,TextAdventure,False,0,60001,80305,0,,0,0,1080300
80100,FieldHubEvent,False,0,50001,80100,0,,59837440,424839552,0
80105,MiniGameSortOut,False,0,60001,80105,0,,0,0,80100
80800,FieldHubEvent,False,0,50001,80800,0,,-1709932544,-1690678912,0
80803,NKSMiniGame,False,0,60001,80803,0,,0,0,80800
80400,FieldHubEvent,False,0,50001,80400,0,,-1682966528,1768245632,0
80403,DiceEvent,False,0,40001,80403,0,,0,0,80400
80600,FieldHubEvent,False,0,50001,80600,0,,-1175603200,-2019358336,0
80603,BBQTycoon,False,0,40001,80603,0,,0,0,80600
81200,FieldHubEvent,False,0,50001,81200,0,,-1738620928,-1719367296,0
81201,TowerDefense,False,0,40001,81201,0,,0,0,81200
80900,FieldHubEvent,False,0,50001,80900,0,,-1711654912,1739557248,0
80903,DatingSimulator,False,0,40001,80903,0,,0,0,80900
81000,DessertRush,True,1005,40001,81000,0,,0,0,40039
81500,FieldHubEvent,False,0,50001,81500,0,,1334247424,2039548288,0
81501,CE004MiniGame,False,0,40001,81501,0,,0,0,81500
81600,FieldHubEvent,False,0,50001,81600,0,,-395214848,-375961216,0
81400,FieldHubEvent,False,0,50001,81400,0,,826884096,846137728,0
81401,IslandAdventure,False,0,40001,81401,0,,826884096,846137728,81400
81300,FieldHubEvent,False,0,50001,81300,0,,-1740343296,1710868864,0
81301,EventPlaySoda,False,0,40001,81301,0,,0,0,81300
82000,FieldHubEvent,False,0,50001,82000,0,,-423903232,-404649600,0
82001,BubbleMarchMiniGame,False,0,40001,82001,0,,-423903232,-404649600,82000
130002,EventQuest,False,0,0,130002,1,Locale_System:PROGRESS_STORY_TYPE_01,-1620731904,-233111168,0
130001,EventQuest,False,0,0,130001,1,Locale_System:PROGRESS_STORY_TYPE_01,-1719674880,-1018101376,0
130004,EventQuest,False,0,0,130004,1,Locale_System:PROGRESS_STORY_TYPE_01,629563392,-1540683392,0
