id,battle_box_level,main_stage_clear_count,reward_id,credit,time_credit,character_exp1,time_charexp1,user_exp,time_user_exp,character_exp2,time_charexp2,outpost_reward_list/0/view_item_id,outpost_reward_list/0/item_type,outpost_reward_list/0/item_id,outpost_reward_list/0/item_value,outpost_reward_list/0/time_sec,outpost_reward_list/1/view_item_id,outpost_reward_list/1/item_type,outpost_reward_list/1/item_id,outpost_reward_list/1/item_value,outpost_reward_list/1/time_sec,outpost_reward_list/2/view_item_id,outpost_reward_list/2/item_type,outpost_reward_list/2/item_id,outpost_reward_list/2/item_value,outpost_reward_list/2/time_sec,outpost_reward_list/3/view_item_id,outpost_reward_list/3/item_type,outpost_reward_list/3/item_id,outpost_reward_list/3/item_value,outpost_reward_list/3/time_sec,outpost_reward_list/4/view_item_id,outpost_reward_list/4/item_type,outpost_reward_list/4/item_id,outpost_reward_list/4/item_value,outpost_reward_list/4/time_sec
18,18,5,1500018,343333,20,2123333,20,260000,20,3686,60,9490007,ItemRandom,1110500,1,3324,9490001,ItemRandom,110001,1,3600,0,None,0,0,0,0,None,0,0,0,0,None,0,0,0
19,19,5,1500019,353333,20,2236666,20,270000,20,3726,60,9490007,ItemRandom,1110500,1,3324,9490001,ItemRandom,110001,1,3600,0,None,0,0,0,0,None,0,0,0,0,None,0,0,0
20,20,5,1500020,363333,20,2353333,20,280000,20,3765,60,9490007,ItemRandom,1110500,1,3324,9490001,ItemRandom,110001,1,3600,0,None,0,0,0,0,None,0,0,0,0,None,0,0,0
21,21,5,1500021,370000,20,2413333,20,290000,20,3784,60,9490008,ItemRandom,1110600,1,3928,9490001,ItemRandom,110001,1,3600,0,None,0,0,0,0,None,0,0,0,0,None,0,0,0
22,22,5,1500022,373333,20,2470000,20,300000,20,3803,60,9490008,ItemRandom,1110600,1,3928,9490001,ItemRandom,110001,1,3600,0,None,0,0,0,0,None,0,0,0,0,None,0,0,0
23,23,5,1500023,386666,20,2590000,20,310000,20,3840,60,9490008,ItemRandom,1110600,1,3928,9490001,ItemRandom,110001,1,3600,0,None,0,0,0,0,None,0,0,0,0,None,0,0,0
24,24,5,1500024,390000,20,2650000,20,320000,20,3858,60,9490008,ItemRandom,1110600,1,3928,9490001,ItemRandom,110001,1,3600,0,None,0,0,0,0,None,0,0,0,0,None,0,0,0
25,25,5,1500025,400000,20,2773333,20,333333,20,3894,60,9490009,ItemRandom,1110700,1,3928,9490001,ItemRandom,110001,1,3600,0,None,0,0,0,0,None,0,0,0,0,None,0,0,0
26,26,5,1500026,406666,20,2836666,20,343333,20,3912,60,9490009,ItemRandom,1110700,1,3928,9490001,ItemRandom,110001,1,3600,0,None,0,0,0,0,None,0,0,0,0,None,0,0,0
27,27,5,1500027,416666,20,2963333,20,353333,20,3946,60,9490009,ItemRandom,1110700,1,3928,9490001,ItemRandom,110001,1,3600,0,None,0,0,0,0,None,0,0,0,0,None,0,0,0
28,28,5,1500028,430000,20,3090000,20,363333,20,3981,60,9490009,ItemRandom,1110700,1,3928,9490001,ItemRandom,110001,1,3600,0,None,0,0,0,0,None,0,0,0,0,None,0,0,0
29,29,5,1500029,433333,20,3153333,20,376666,20,3998,60,9490010,ItemRandom,1110800,1,3928,9490001,ItemRandom,110001,1,3600,0,None,0,0,0,0,None,0,0,0,0,None,0,0,0
30,30,5,1500030,446666,20,3286666,20,386666,20,4031,60,9490010,ItemRandom,1110800,1,3928,9490001,ItemRandom,110001,1,3600,0,None,0,0,0,0,None,0,0,0,0,None,0,0,0
31,31,5,1500031,456666,20,3416666,20,396666,20,4064,60,9490010,ItemRandom,1110800,1,3928,9490001,ItemRandom,110001,1,3600,0,None,0,0,0,0,None,0,0,0,0,None,0,0,0
32,32,5,1500032,466666,20,3553333,20,410000,20,4096,60,9490010,ItemRandom,1110800,1,3928,9490001,ItemRandom,110001,1,3600,0,None,0,0,0,0,None,0,0,0,0,None,0,0,0
33,33,5,1500033,473333,20,3620000,20,420000,20,4112,60,9490011,ItemRandom,1110900,1,3928,9490001,ItemRandom,110001,1,3600,0,None,0,0,0,0,None,0,0,0,0,None,0,0,0
34,34,5,1500034,483333,20,3760000,20,430000,20,4143,60,9490012,ItemRandom,1210100,1,3928,9490001,ItemRandom,110001,1,3600,0,None,0,0,0,0,None,0,0,0,0,None,0,0,0
35,35,5,1500035,490000,20,3826666,20,443333,20,4159,60,9490012,ItemRandom,1210100,1,3928,9490001,ItemRandom,110001,1,3600,0,None,0,0,0,0,None,0,0,0,0,None,0,0,0
36,36,5,1500036,500000,20,3970000,20,453333,20,4190,60,9490012,ItemRandom,1210100,1,3928,9490001,ItemRandom,110001,1,3600,0,None,0,0,0,0,None,0,0,0,0,None,0,0,0
37,37,5,1500037,513333,20,4110000,20,466666,20,4220,60,9490012,ItemRandom,1210100,1,3928,9490001,ItemRandom,110001,1,3600,0,None,0,0,0,0,None,0,0,0,0,None,0,0,0
38,38,5,1500038,516666,20,4183333,20,476666,20,4235,60,9490012,ItemRandom,1210100,1,3928,9490001,ItemRandom,110001,1,3600,0,None,0,0,0,0,None,0,0,0,0,None,0,0,0
39,39,5,1500039,530000,20,4326666,20,486666,20,4264,60,9490012,ItemRandom,1210100,1,3928,9490001,ItemRandom,110001,1,3600,0,None,0,0,0,0,None,0,0,0,0,None,0,0,0
40,40,5,1500040,533333,20,4400000,20,500000,20,4279,60,9490012,ItemRandom,1210100,1,3928,9490001,ItemRandom,110001,1,3600,0,None,0,0,0,0,None,0,0,0,0,None,0,0,0
41,41,5,1500041,540000,20,4473333,20,510000,20,4294,60,9490012,ItemRandom,1210100,1,3928,9490001,ItemRandom,110001,1,3600,0,None,0,0,0,0,None,0,0,0,0,None,0,0,0
42,42,5,1500042,550000,20,4623333,20,523333,20,4322,60,9490013,ItemRandom,1210200,1,4800,9490001,ItemRandom,110001,1,3600,0,None,0,0,0,0,None,0,0,0,0,None,0,0,0
43,43,5,1500043,556666,20,4700000,20,533333,20,4337,60,9490013,ItemRandom,1210200,1,4800,9490001,ItemRandom,110001,1,3600,0,None,0,0,0,0,None,0,0,0,0,None,0,0,0
44,44,5,1500044,570000,20,4850000,20,546666,20,4365,60,9490013,ItemRandom,1210200,1,4800,9490001,ItemRandom,110001,1,3600,0,None,0,0,0,0,None,0,0,0,0,None,0,0,0
45,45,5,1500045,580000,20,5003333,20,556666,20,4392,60,9490013,ItemRandom,1210200,1,4800,9490001,ItemRandom,110001,1,3600,0,None,0,0,0,0,None,0,0,0,0,None,0,0,0
46,46,5,1500046,590000,20,5156666,20,570000,20,4420,60,9490013,ItemRandom,1210200,1,4800,9490001,ItemRandom,110001,1,3600,0,None,0,0,0,0,None,0,0,0,0,None,0,0,0
47,47,5,1500047,596666,20,5236666,20,580000,20,4433,60,9490013,ItemRandom,1210200,1,4800,9490001,ItemRandom,110001,1,3600,0,None,0,0,0,0,None,0,0,0,0,None,0,0,0
48,48,5,1500048,610000,20,5393333,20,593333,20,4460,60,9490013,ItemRandom,1210200,1,4800,9490001,ItemRandom,110001,1,3600,0,None,0,0,0,0,None,0,0,0,0,None,0,0,0
49,49,5,1500049,620000,20,5553333,20,603333,20,4487,60,9490013,ItemRandom,1210200,1,4800,9490001,ItemRandom,110001,1,3600,0,None,0,0,0,0,None,0,0,0,0,None,0,0,0
50,50,5,1500050,626666,20,5633333,20,616666,20,4500,60,9490014,ItemRandom,1210300,1,4800,9490001,ItemRandom,110001,1,3600,0,None,0,0,0,0,None,0,0,0,0,None,0,0,0
51,51,5,1500051,636666,20,5793333,20,630000,20,4526,60,9490014,ItemRandom,1210300,1,4800,9490001,ItemRandom,110001,1,3600,0,None,0,0,0,0,None,0,0,0,0,None,0,0,0
52,52,5,1500052,650000,20,5956666,20,640000,20,4552,60,9490014,ItemRandom,1210300,1,4800,9490001,ItemRandom,110001,1,3600,0,None,0,0,0,0,None,0,0,0,0,None,0,0,0
53,53,5,1500053,653333,20,6040000,20,653333,20,4564,60,9490014,ItemRandom,1210300,1,4800,9490001,ItemRandom,110001,1,3600,0,None,0,0,0,0,None,0,0,0,0,None,0,0,0
54,54,5,1500054,666666,20,6206666,20,663333,20,4590,60,9490014,ItemRandom,1210300,1,4800,9490001,ItemRandom,110001,1,3600,0,None,0,0,0,0,None,0,0,0,0,None,0,0,0
55,55,5,1500055,673333,20,6290000,20,676666,20,4602,60,9490014,ItemRandom,1210300,1,4800,9490001,ItemRandom,110001,1,3600,0,None,0,0,0,0,None,0,0,0,0,None,0,0,0
56,56,5,1500056,683333,20,6456666,20,690000,20,4627,60,9490014,ItemRandom,1210300,1,4800,9490001,ItemRandom,110001,1,3600,0,None,0,0,0,0,None,0,0,0,0,None,0,0,0
57,57,5,1500057,690000,20,6543333,20,700000,20,4639,60,9490014,ItemRandom,1210300,1,4800,9490001,ItemRandom,110001,1,3600,0,None,0,0,0,0,None,0,0,0,0,None,0,0,0
58,58,5,1500058,700000,20,6713333,20,713333,20,4664,60,9490015,ItemRandom,1210400,1,4800,9490001,ItemRandom,110001,1,3600,0,None,0,0,0,0,None,0,0,0,0,None,0,0,0
59,59,5,1500059,706666,20,6800000,20,726666,20,4676,60,9490015,ItemRandom,1210400,1,4800,9490001,ItemRandom,110001,1,3600,0,None,0,0,0,0,None,0,0,0,0,None,0,0,0
60,60,5,1500060,713333,20,6886666,20,736666,20,4688,60,9490015,ItemRandom,1210400,1,4800,9490001,ItemRandom,110001,1,3600,0,None,0,0,0,0,None,0,0,0,0,None,0,0,0
61,61,5,1500061,723333,20,7060000,20,750000,20,4712,60,9490015,ItemRandom,1210400,1,4800,9490001,ItemRandom,110001,1,3600,0,None,0,0,0,0,None,0,0,0,0,None,0,0,0
62,62,5,1500062,730000,20,7146666,20,763333,20,4723,60,9490015,ItemRandom,1210400,1,4800,9490001,ItemRandom,110001,1,3600,0,None,0,0,0,0,None,0,0,0,0,None,0,0,0
63,63,5,1500063,743333,20,7323333,20,773333,20,4747,60,9490015,ItemRandom,1210400,1,4800,9490001,ItemRandom,110001,1,3600,0,None,0,0,0,0,None,0,0,0,0,None,0,0,0
64,64,5,1500064,746666,20,7413333,20,786666,20,4759,60,9490015,ItemRandom,1210400,1,4800,9490001,ItemRandom,110001,1,3600,0,None,0,0,0,0,None,0,0,0,0,None,0,0,0
65,65,5,1500065,753333,20,7503333,20,800000,20,4770,60,9490016,ItemRandom,1210500,1,6172,9490001,ItemRandom,110001,1,3600,0,None,0,0,0,0,None,0,0,0,0,None,0,0,0
66,66,5,1500066,766666,20,7683333,20,813333,20,4793,60,9490016,ItemRandom,1210500,1,6172,9490001,ItemRandom,110001,1,3600,0,None,0,0,0,0,None,0,0,0,0,None,0,0,0
67,67,5,1500067,773333,20,7773333,20,823333,20,4805,60,9490016,ItemRandom,1210500,1,6172,9490001,ItemRandom,110001,1,3600,0,None,0,0,0,0,None,0,0,0,0,None,0,0,0
68,68,5,1500068,776666,20,7863333,20,836666,20,4816,60,9490016,ItemRandom,1210500,1,6172,9490001,ItemRandom,110001,1,3600,0,None,0,0,0,0,None,0,0,0,0,None,0,0,0
69,69,5,1500069,783333,20,7953333,20,850000,20,4827,60,9490016,ItemRandom,1210500,1,6172,9490001,ItemRandom,110001,1,3600,0,None,0,0,0,0,None,0,0,0,0,None,0,0,0
70,70,5,1500070,796666,20,8136666,20,863333,20,4850,60,9490016,ItemRandom,1210500,1,6172,9490001,ItemRandom,110001,1,3600,0,None,0,0,0,0,None,0,0,0,0,None,0,0,0
71,71,5,1500071,800000,20,8230000,20,873333,20,4861,60,9490016,ItemRandom,1210500,1,6172,9490001,ItemRandom,110001,1,3600,0,None,0,0,0,0,None,0,0,0,0,None,0,0,0
72,72,5,1500072,806666,20,8323333,20,886666,20,4872,60,9490016,ItemRandom,1210500,1,6172,9490001,ItemRandom,110001,1,3600,0,None,0,0,0,0,None,0,0,0,0,None,0,0,0
73,73,5,1500073,820000,20,8510000,20,900000,20,4894,60,9490017,ItemRandom,1210600,1,6172,9490001,ItemRandom,110001,1,3600,0,None,0,0,0,0,None,0,0,0,0,None,0,0,0
74,74,5,1500074,830000,20,8696666,20,913333,20,4916,60,9490017,ItemRandom,1210600,1,6172,9490001,ItemRandom,110001,1,3600,0,None,0,0,0,0,None,0,0,0,0,None,0,0,0
75,75,5,1500075,843333,20,8886666,20,923333,20,4937,60,9490017,ItemRandom,1210600,1,6172,9490001,ItemRandom,110001,1,3600,0,None,0,0,0,0,None,0,0,0,0,None,0,0,0
76,76,5,1500076,856666,20,9080000,20,936666,20,4959,60,9490017,ItemRandom,1210600,1,6172,9490001,ItemRandom,110001,1,3600,0,None,0,0,0,0,None,0,0,0,0,None,0,0,0
77,77,5,1500077,866666,20,9270000,20,950000,20,4980,60,9490017,ItemRandom,1210600,1,6172,9490001,ItemRandom,110001,1,3600,0,None,0,0,0,0,None,0,0,0,0,None,0,0,0
78,78,5,1500078,880000,20,9466666,20,963333,20,5001,60,9490017,ItemRandom,1210600,1,6172,9490001,ItemRandom,110001,1,3600,0,None,0,0,0,0,None,0,0,0,0,None,0,0,0
79,79,5,1500079,886666,20,9563333,20,976666,20,5011,60,9490017,ItemRandom,1210600,1,6172,9490001,ItemRandom,110001,1,3600,0,None,0,0,0,0,None,0,0,0,0,None,0,0,0
80,80,5,1500080,896666,20,9760000,20,990000,20,5032,60,9490017,ItemRandom,1210600,1,6172,9490001,ItemRandom,110001,1,3600,0,None,0,0,0,0,None,0,0,0,0,None,0,0,0
81,81,5,1500081,910000,20,9956666,20,1000000,20,5053,60,9490017,ItemRandom,1210600,1,6172,9490001,ItemRandom,110001,1,3600,0,None,0,0,0,0,None,0,0,0,0,None,0,0,0
82,82,5,1500082,920000,20,10156666,20,1013333,20,5073,60,9490018,ItemRandom,1210700,1,6172,9490001,ItemRandom,110001,1,3600,0,None,0,0,0,0,None,0,0,0,0,None,0,0,0
83,83,5,1500083,933333,20,10356666,20,1026666,20,5093,60,9490018,ItemRandom,1210700,1,6172,9490001,ItemRandom,110001,1,3600,0,None,0,0,0,0,None,0,0,0,0,None,0,0,0
84,84,5,1500084,946666,20,10560000,20,1040000,20,5113,60,9490018,ItemRandom,1210700,1,6172,9490001,ItemRandom,110001,1,3600,0,None,0,0,0,0,None,0,0,0,0,None,0,0,0
85,85,5,1500085,950000,20,10660000,20,1053333,20,5123,60,9490018,ItemRandom,1210700,1,6172,9490001,ItemRandom,110001,1,3600,0,None,0,0,0,0,None,0,0,0,0,None,0,0,0
86,86,5,1500086,970000,20,10966666,20,1066666,20,5153,60,9490018,ItemRandom,1210700,1,6172,9490001,ItemRandom,110001,1,3600,0,None,0,0,0,0,None,0,0,0,0,None,0,0,0
87,87,5,1500087,976666,20,11070000,20,1080000,20,5163,60,9490018,ItemRandom,1210700,1,6172,9490001,ItemRandom,110001,1,3600,0,None,0,0,0,0,None,0,0,0,0,None,0,0,0
88,88,5,1500088,986666,20,11276666,20,1090000,20,5182,60,9490018,ItemRandom,1210700,1,6172,9490001,ItemRandom,110001,1,3600,0,None,0,0,0,0,None,0,0,0,0,None,0,0,0
89,89,5,1500089,1006666,20,11590000,20,1103333,20,5211,60,9490018,ItemRandom,1210700,1,6172,9490001,ItemRandom,110001,1,3600,0,None,0,0,0,0,None,0,0,0,0,None,0,0,0
90,90,5,1500090,1020000,20,11803333,20,1116666,20,5230,60,9490018,ItemRandom,1210700,1,6172,9490001,ItemRandom,110001,1,3600,0,None,0,0,0,0,None,0,0,0,0,None,0,0,0
91,91,5,1500091,1030000,20,12013333,20,1130000,20,5249,60,9490019,ItemRandom,1210800,1,6172,9490001,ItemRandom,110001,1,3600,0,None,0,0,0,0,None,0,0,0,0,None,0,0,0
92,92,5,1500092,1043333,20,12226666,20,1143333,20,5268,60,9490019,ItemRandom,1210800,1,6172,9490001,ItemRandom,110001,1,3600,0,None,0,0,0,0,None,0,0,0,0,None,0,0,0
93,93,5,1500093,1056666,20,12443333,20,1156666,20,5287,60,9490019,ItemRandom,1210800,1,6172,9490001,ItemRandom,110001,1,3600,0,None,0,0,0,0,None,0,0,0,0,None,0,0,0
94,94,5,1500094,1073333,20,12766666,20,1170000,20,5314,60,9490019,ItemRandom,1210800,1,6172,9490001,ItemRandom,110001,1,3600,0,None,0,0,0,0,None,0,0,0,0,None,0,0,0
95,95,5,1500095,1086666,20,12986666,20,1183333,20,5333,60,9490019,ItemRandom,1210800,1,6172,9490001,ItemRandom,110001,1,3600,0,None,0,0,0,0,None,0,0,0,0,None,0,0,0
96,96,5,1500096,1100000,20,13203333,20,1196666,20,5351,60,9490019,ItemRandom,1210800,1,6172,9490001,ItemRandom,110001,1,3600,0,None,0,0,0,0,None,0,0,0,0,None,0,0,0
97,97,5,1500097,1110000,20,13426666,20,1210000,20,5369,60,9490019,ItemRandom,1210800,1,6172,9490001,ItemRandom,110001,1,3600,0,None,0,0,0,0,None,0,0,0,0,None,0,0,0
98,98,5,1500098,1116666,20,13536666,20,1223333,20,5378,60,9490019,ItemRandom,1210800,1,6172,9490001,ItemRandom,110001,1,3600,0,None,0,0,0,0,None,0,0,0,0,None,0,0,0
99,99,5,1500099,1123333,20,13646666,20,1236666,20,5387,60,9490019,ItemRandom,1210800,1,6172,9490001,ItemRandom,110001,1,3600,0,None,0,0,0,0,None,0,0,0,0,None,0,0,0
100,100,5,1500100,1130000,20,13760000,20,1250000,20,5396,60,9490019,ItemRandom,1210800,1,6172,9490001,ItemRandom,110001,1,3600,0,None,0,0,0,0,None,0,0,0,0,None,0,0,0
101,101,5,1500101,1132211,20,13787165,20,1263333,20,5411,60,9490020,ItemRandom,1210900,1,7200,9490001,ItemRandom,110001,1,3600,9490002,ItemRandom,110002,1,7200,0,None,0,0,0,0,None,0,0,0
102,102,5,1500102,1134101,20,13792758,20,1276666,20,5426,60,9490020,ItemRandom,1210900,1,7200,9490001,ItemRandom,110001,1,3600,9490002,ItemRandom,110002,1,7200,0,None,0,0,0,0,None,0,0,0
103,103,5,1500103,1135989,20,13798353,20,1290000,20,5440,60,9490020,ItemRandom,1210900,1,7200,9490001,ItemRandom,110001,1,3600,9490002,ItemRandom,110002,1,7200,0,None,0,0,0,0,None,0,0,0
104,104,5,1500104,1137875,20,13803949,20,1303333,20,5454,60,9490020,ItemRandom,1210900,1,7200,9490001,ItemRandom,110001,1,3600,9490002,ItemRandom,110002,1,7200,0,None,0,0,0,0,None,0,0,0
105,105,5,1500105,1139760,20,13809546,20,1316666,20,5469,60,9490021,ItemRandom,1310100,1,7200,9490001,ItemRandom,110001,1,3600,9490002,ItemRandom,110002,1,7200,0,None,0,0,0,0,None,0,0,0
106,106,5,1500106,1141643,20,13815144,20,1330000,20,5483,60,9490021,ItemRandom,1310100,1,7200,9490001,ItemRandom,110001,1,3600,9490002,ItemRandom,110002,1,7200,0,None,0,0,0,0,None,0,0,0
107,107,5,1500107,1143523,20,13820743,20,1343333,20,5497,60,9490021,ItemRandom,1310100,1,7200,9490001,ItemRandom,110001,1,3600,9490002,ItemRandom,110002,1,7200,0,None,0,0,0,0,None,0,0,0
108,108,5,1500108,1145403,20,13826343,20,1356666,20,5511,60,9490021,ItemRandom,1310100,1,7200,9490001,ItemRandom,110001,1,3600,9490002,ItemRandom,110002,1,7200,0,None,0,0,0,0,None,0,0,0
109,109,5,1500109,1147280,20,13831944,20,1370000,20,5524,60,9490021,ItemRandom,1310100,1,7200,9490001,ItemRandom,110001,1,3600,9490002,ItemRandom,110002,1,7200,0,None,0,0,0,0,None,0,0,0
110,110,5,1500110,1149156,20,13837546,20,1383333,20,5538,60,9490021,ItemRandom,1310100,1,7200,9490001,ItemRandom,110001,1,3600,9490002,ItemRandom,110002,1,7200,0,None,0,0,0,0,None,0,0,0
111,111,5,1500111,1151030,20,13843150,20,1396666,20,5552,60,9490021,ItemRandom,1310100,1,7200,9490001,ItemRandom,110001,1,3600,9490002,ItemRandom,110002,1,7200,0,None,0,0,0,0,None,0,0,0
112,112,5,1500112,1152902,20,13848754,20,1410000,20,5566,60,9490021,ItemRandom,1310100,1,7200,9490001,ItemRandom,110001,1,3600,9490002,ItemRandom,110002,1,7200,0,None,0,0,0,0,None,0,0,0
113,113,5,1500113,1154773,20,13854359,20,1423333,20,5579,60,9490022,ItemRandom,1310200,1,7200,9490001,ItemRandom,110001,1,3600,9490002,ItemRandom,110002,1,7200,0,None,0,0,0,0,None,0,0,0
114,114,5,1500114,1156642,20,13859965,20,1436666,20,5593,60,9490022,ItemRandom,1310200,1,7200,9490001,ItemRandom,110001,1,3600,9490002,ItemRandom,110002,1,7200,0,None,0,0,0,0,None,0,0,0
115,115,5,1500115,1158510,20,13865573,20,1450000,20,5606,60,9490022,ItemRandom,1310200,1,7200,9490001,ItemRandom,110001,1,3600,9490002,ItemRandom,110002,1,7200,0,None,0,0,0,0,None,0,0,0
116,116,5,1500116,1160375,20,13871181,20,1463333,20,5620,60,9490022,ItemRandom,1310200,1,7200,9490001,ItemRandom,110001,1,3600,9490002,ItemRandom,110002,1,7200,0,None,0,0,0,0,None,0,0,0
117,117,5,1500117,1162240,20,13876790,20,1476666,20,5633,60,9490022,ItemRandom,1310200,1,7200,9490001,ItemRandom,110001,1,3600,9490002,ItemRandom,110002,1,7200,0,None,0,0,0,0,None,0,0,0
118,118,5,1500118,1164102,20,13882400,20,1490000,20,5646,60,9490022,ItemRandom,1310200,1,7200,9490001,ItemRandom,110001,1,3600,9490002,ItemRandom,110002,1,7200,0,None,0,0,0,0,None,0,0,0
119,119,5,1500119,1165963,20,13888011,20,1503333,20,5659,60,9490022,ItemRandom,1310200,1,7200,9490001,ItemRandom,110001,1,3600,9490002,ItemRandom,110002,1,7200,0,None,0,0,0,0,None,0,0,0
120,120,5,1500120,1167823,20,13893623,20,1516666,20,5673,60,9490022,ItemRandom,1310200,1,7200,9490001,ItemRandom,110001,1,3600,9490002,ItemRandom,110002,1,7200,0,None,0,0,0,0,None,0,0,0
121,121,5,1500121,1169681,20,13899236,20,1530000,20,5686,60,9490022,ItemRandom,1310200,1,7200,9490001,ItemRandom,110001,1,3600,9490002,ItemRandom,110002,1,7200,0,None,0,0,0,0,None,0,0,0
122,122,5,1500122,1171537,20,13904850,20,1543333,20,5699,60,9490022,ItemRandom,1310200,1,7200,9490001,ItemRandom,110001,1,3600,9490002,ItemRandom,110002,1,7200,0,None,0,0,0,0,None,0,0,0
123,123,5,1500123,1173392,20,13910465,20,1556666,20,5712,60,9490023,ItemRandom,1310300,1,7200,9490001,ItemRandom,110001,1,3600,9490002,ItemRandom,110002,1,3600,0,None,0,0,0,0,None,0,0,0
124,124,5,1500124,1175245,20,13916080,20,1573333,20,5724,60,9490023,ItemRandom,1310300,1,7200,9490001,ItemRandom,110001,1,3600,9490002,ItemRandom,110002,1,3600,0,None,0,0,0,0,None,0,0,0
125,125,5,1500125,1177097,20,13921697,20,1586666,20,5737,60,9490023,ItemRandom,1310300,1,7200,9490001,ItemRandom,110001,1,3600,9490002,ItemRandom,110002,1,3600,0,None,0,0,0,0,None,0,0,0
126,126,5,1500126,1178947,20,13927314,20,1600000,20,5750,60,9490023,ItemRandom,1310300,1,7200,9490001,ItemRandom,110001,1,3600,9490002,ItemRandom,110002,1,3600,0,None,0,0,0,0,None,0,0,0
127,127,5,1500127,1180796,20,13932933,20,1613333,20,5763,60,9490023,ItemRandom,1310300,1,7200,9490001,ItemRandom,110001,1,3600,9490002,ItemRandom,110002,1,3600,0,None,0,0,0,0,None,0,0,0
128,128,5,1500128,1182644,20,13938552,20,1626666,20,5775,60,9490024,ItemRandom,1310400,1,7200,9490001,ItemRandom,110001,1,3600,9490002,ItemRandom,110002,1,3600,0,None,0,0,0,0,None,0,0,0
