id,group,count,item_type,item_id,item_count
2002,20,2,Item,7061025,1
2003,20,3,Item,7061025,1
2004,20,4,Item,7061025,2
2005,20,5,Item,7061025,4
2006,20,6,Item,7061025,4
2007,20,7,Item,7061025,6
2008,20,8,Item,7061025,6
2009,20,9,Item,7061025,6
2010,20,10,Item,7061025,6
2101,21,1,None,0,0
2102,21,2,Item,7061027,1
2103,21,3,Item,7061027,1
2104,21,4,Item,7061027,2
2105,21,5,Item,7061027,4
2106,21,6,Item,7061027,4
2107,21,7,Item,7061027,6
2108,21,8,Item,7061027,6
2109,21,9,Item,7061027,6
2110,21,10,Item,7061027,6
2201,22,1,None,0,0
2202,22,2,Item,7061029,1
2203,22,3,Item,7061029,1
2204,22,4,Item,7061029,2
2205,22,5,Item,7061029,4
2206,22,6,Item,7061029,4
2207,22,7,Item,7061029,6
2208,22,8,Item,7061029,6
2209,22,9,Item,7061029,6
2210,22,10,Item,7061029,6
2301,23,1,None,0,0
2302,23,2,Item,7061031,1
2303,23,3,Item,7061031,1
2304,23,4,Item,7061031,2
2305,23,5,Item,7061031,4
2306,23,6,Item,7061031,4
2307,23,7,Item,7061031,6
2308,23,8,Item,7061031,6
2309,23,9,Item,7061031,6
2310,23,10,Item,7061031,6
2401,24,1,None,0,0
2402,24,2,Item,7061032,1
2403,24,3,Item,7061032,1
2404,24,4,Item,7061032,2
2405,24,5,Item,7061032,4
2406,24,6,Item,7061032,4
2407,24,7,Item,7061032,6
2408,24,8,Item,7061032,6
2409,24,9,Item,7061032,6
2410,24,10,Item,7061032,6
2501,25,1,None,0,0
2502,25,2,Item,7061033,1
2503,25,3,Item,7061033,1
2504,25,4,Item,7061033,2
2505,25,5,Item,7061033,4
2506,25,6,Item,7061033,4
2507,25,7,Item,7061033,6
2508,25,8,Item,7061033,6
2509,25,9,Item,7061033,6
2510,25,10,Item,7061033,6
