id,group_id,order,helptip_title,helptip_image,helptip_description
1001201,10012,1,Locale_Event:ia_tutorial_playguide_title_02,ele_coralislandadventure_tutorial_03,Locale_Event:ia_tutorial_playguide_description_02_01
1001202,10012,2,Locale_Event:ia_tutorial_playguide_title_02,ele_coralislandadventure_tutorial_04,Locale_Event:ia_tutorial_playguide_description_02_02
1001203,10012,3,Locale_Event:ia_tutorial_playguide_title_02,ele_coralislandadventure_tutorial_05,Locale_Event:ia_tutorial_playguide_description_02_03
1001204,10012,4,Locale_Event:ia_tutorial_playguide_title_02,ele_coralislandadventure_tutorial_06,Locale_Event:ia_tutorial_playguide_description_02_04
1001301,10013,1,Locale_Event:ia_tutorial_playguide_title_03,ele_coralislandadventure_tutorial_07,Locale_Event:ia_tutorial_playguide_description_03_01
1001302,10013,2,Locale_Event:ia_tutorial_playguide_title_03,ele_coralislandadventure_tutorial_08,Locale_Event:ia_tutorial_playguide_description_03_02
1001303,10013,3,Locale_Event:ia_tutorial_playguide_title_03,ele_coralislandadventure_tutorial_09,Locale_Event:ia_tutorial_playguide_description_03_03
1001304,10013,4,Locale_Event:ia_tutorial_playguide_title_03,ele_coralislandadventure_tutorial_10,Locale_Event:ia_tutorial_playguide_description_03_04
1001401,10014,1,Locale_Event:ia_tutorial_playguide_title_04,ele_coralislandadventure_tutorial_11,Locale_Event:ia_tutorial_playguide_description_04_01
1001402,10014,2,Locale_Event:ia_tutorial_playguide_title_04,ele_coralislandadventure_tutorial_12,Locale_Event:ia_tutorial_playguide_description_04_02
1001403,10014,3,Locale_Event:ia_tutorial_playguide_title_04,ele_coralislandadventure_tutorial_13,Locale_Event:ia_tutorial_playguide_description_04_03
1001404,10014,4,Locale_Event:ia_tutorial_playguide_title_04,ele_coralislandadventure_tutorial_14,Locale_Event:ia_tutorial_playguide_description_04_04
1001501,10015,1,Locale_Event:ia_tutorial_playguide_title_05,ele_coralislandadventure_tutorial_15,Locale_Event:ia_tutorial_playguide_description_05_01
1001502,10015,2,Locale_Event:ia_tutorial_playguide_title_05,ele_coralislandadventure_tutorial_16,Locale_Event:ia_tutorial_playguide_description_05_02
1001601,10016,1,Locale_Event:ia_tutorial_playguide_title_06,ele_coralislandadventure_tutorial_17,Locale_Event:ia_tutorial_playguide_description_06_01
1001602,10016,2,Locale_Event:ia_tutorial_playguide_title_06,ele_coralislandadventure_tutorial_18,Locale_Event:ia_tutorial_playguide_description_06_02
1001603,10016,3,Locale_Event:ia_tutorial_playguide_title_06,ele_coralislandadventure_tutorial_19,Locale_Event:ia_tutorial_playguide_description_06_03
1001604,10016,4,Locale_Event:ia_tutorial_playguide_title_06,ele_coralislandadventure_tutorial_20,Locale_Event:ia_tutorial_playguide_description_06_04
1001701,10017,1,Locale_Event:ce004_tutorial_playguide_title_01,ele_battlesimulator_tutorial_01,Locale_Event:ce004_tutorial_playguide_description_01_01
1001702,10017,2,Locale_Event:ce004_tutorial_playguide_title_01,ele_battlesimulator_tutorial_02,Locale_Event:ce004_tutorial_playguide_description_01_02
1001801,10018,1,Locale_Event:ce004_tutorial_playguide_title_02,ele_battlesimulator_tutorial_03,Locale_Event:ce004_tutorial_playguide_description_02_01
1001802,10018,2,Locale_Event:ce004_tutorial_playguide_title_02,ele_battlesimulator_tutorial_04,Locale_Event:ce004_tutorial_playguide_description_02_02
1001803,10018,3,Locale_Event:ce004_tutorial_playguide_title_02,ele_battlesimulator_tutorial_05,Locale_Event:ce004_tutorial_playguide_description_02_03
1001901,10019,1,Locale_Event:ce004_tutorial_playguide_title_03,ele_battlesimulator_tutorial_06,Locale_Event:ce004_tutorial_playguide_description_03_01
1001902,10019,2,Locale_Event:ce004_tutorial_playguide_title_03,ele_battlesimulator_tutorial_07,Locale_Event:ce004_tutorial_playguide_description_03_02
1001903,10019,3,Locale_Event:ce004_tutorial_playguide_title_03,ele_battlesimulator_tutorial_08,Locale_Event:ce004_tutorial_playguide_description_03_03
1001904,10019,4,Locale_Event:ce004_tutorial_playguide_title_03,ele_battlesimulator_tutorial_09,Locale_Event:ce004_tutorial_playguide_description_03_04
1002001,10020,1,Locale_Event:ce004_tutorial_playguide_title_04,ele_battlesimulator_tutorial_10,Locale_Event:ce004_tutorial_playguide_description_04_01
1002002,10020,2,Locale_Event:ce004_tutorial_playguide_title_04,ele_battlesimulator_tutorial_11,Locale_Event:ce004_tutorial_playguide_description_04_02
1002101,10021,1,Locale_Event:ce004_tutorial_playguide_title_05,ele_battlesimulator_tutorial_12,Locale_Event:ce004_tutorial_playguide_description_05_01
1002201,10022,1,Locale_Event:ce004_tutorial_playguide_title_06,ele_battlesimulator_tutorial_13,Locale_Event:ce004_tutorial_playguide_description_06_01
1002202,10022,2,Locale_Event:ce004_tutorial_playguide_title_05,ele_battlesimulator_tutorial_12,Locale_Event:ce004_tutorial_playguide_description_05_01
1002301,10023,1,Locale_Event:ce004_tutorial_playguide_title_07,ele_battlesimulator_tutorial_14,Locale_Event:ce004_tutorial_playguide_description_07_01
1002302,10023,2,Locale_Event:ce004_tutorial_playguide_title_06,ele_battlesimulator_tutorial_13,Locale_Event:ce004_tutorial_playguide_description_06_01
1002303,10023,3,Locale_Event:ce004_tutorial_playguide_title_05,ele_battlesimulator_tutorial_12,Locale_Event:ce004_tutorial_playguide_description_05_01
1002401,10024,1,Locale_Event:mvg_tutorial_basics_title_01,img_mvg_tutorial_basics_title_01,Locale_Event:mvg_tutorial_basics_desc_01_01
1002501,10025,1,Locale_Event:mvg_tutorial_move_title_01,img_mvg_tutorial_move_title_01,Locale_Event:mvg_tutorial_move_01_01
1002502,10025,2,Locale_Event:mvg_tutorial_move_title_02,img_mvg_tutorial_move_title_02,Locale_Event:mvg_tutorial_move_02_01
1002503,10025,3,Locale_Event:mvg_tutorial_move_title_03,img_mvg_tutorial_move_title_03,Locale_Event:mvg_tutorial_move_03_01
1002504,10025,4,Locale_Event:mvg_tutorial_move_title_04,img_mvg_tutorial_move_title_04,Locale_Event:mvg_tutorial_move_04_01
1002601,10026,1,Locale_Event:mvg_skill_b_01,img_mvg_skill_b_01,Locale_Event:mvg_skill_b_01_01
1002701,10027,1,Locale_Event:mvg_skill_c_01,img_mvg_skill_c_01,Locale_Event:mvg_skill_c_01_01
1002801,10028,1,Locale_Event:mvg_skill_d_01,img_mvg_skill_d_01,Locale_Event:mvg_skill_d_01_01
1002901,10029,1,Locale_Event:mvg_dash_01,img_mvg_dash_01,Locale_Event:mvg_dash_01_01
1003001,10030,1,Locale_Event:mvg_d_jump_01,img_mvg_d_jump_01,Locale_Event:mvg_d_jump_01_01
1003101,10031,1,Locale_Event:mvg_burst_01,img_mvg_burst_01,Locale_Event:mvg_burst_01_01
1003201,10032,1,Locale_Event:mvg_shield_01,img_mvg_shield_01,Locale_Event:mvg_shield_01_01
1003301,10033,1,Locale_Event:mvg_tutorial_memory_title_01,img_mvg_tutorial_memory_title_01,Locale_Event:mvg_tutorial_memory_01_01
1003401,10034,1,Locale_Event:mvg_tutorial_key_title_01,img_mvg_tutorial_key_title_01,Locale_Event:mvg_tutorial_key_01_01
1003501,10035,1,Locale_Event:mvg_tutorial_module_title_01,img_mvg_tutorial_module_title_01,Locale_Event:mvg_tutorial_module_01_01
1003601,10036,1,Locale_Event:mvg_tutorial_challenge_title_01,img_mvg_tutorial_challenge_title_01,Locale_Event:mvg_tutorial_challenge_01_01
1003701,10037,1,Locale_Event:mvg_easy_mode_title_01,img_mvg_easy_mode_title_01,Locale_Event:mvg_easy_mode_01_01
1003801,10038,1,Locale_Event:mvg_module_page_01,img_mvg_module_page_01,Locale_Event:mvg_module_page_01_01
1003802,10038,2,Locale_Event:mvg_module_page_02,img_mvg_module_page_02,Locale_Event:mvg_module_page_02_01
1003803,10038,3,Locale_Event:mvg_module_page_03,img_mvg_module_page_03,Locale_Event:mvg_module_page_03_01
1003901,10039,1,Locale_Event:mvg_collectable_page_01,img_mvg_collectable_page_01,Locale_Event:mvg_collectable_page_01_01
1003902,10039,2,Locale_Event:mvg_collectable_page_02,img_mvg_collectable_page_02,Locale_Event:mvg_collectable_page_02_01
1003903,10039,3,Locale_Event:mvg_collectable_page_03,img_mvg_collectable_page_03,Locale_Event:mvg_collectable_page_03_01
1004002,10040,2,Locale_Event:mvg_mission_02,img_mvg_mission_02,Locale_Event:mvg_mission_02_01
1004003,10040,3,Locale_Event:mvg_mission_03,img_mvg_mission_03,Locale_Event:mvg_mission_03_01
1004101,10041,1,Locale_Event:mvg_save_01,img_mvg_save_01,Locale_Event:mvg_save_01_01
1004201,10042,1,Locale_Event:mvg_shop_01,img_mvg_shop_01,Locale_Event:mvg_shop_01_01
1004301,10043,1,Locale_Event:mvg_tutorial_jump_01,img_mvg_tutorial_jump_01,Locale_Event:mvg_tutorial_jump_01_01
1004401,10044,1,Locale_Event:mvg_shot_cut_key_01,img_mvg_shot_cut_key_01,Locale_Event:mvg_shot_cut_key_01_01
1004501,10045,1,Locale_Event:mvg_minimap_hub_title,img_mvg_minimap_hub_title,Locale_Event:mvg_minimap_01_01
1004601,10046,1,Locale_Event:mvg_interact_01,img_mvg_interact_01,Locale_Event:mvg_interact_01_01
1004701,10047,1,Locale_Event:mvg_shop_02,img_mvg_shop_02,Locale_Event:mvg_shop_02_01
1004801,10048,1,Locale_Event:dragon_dungeon_run_tutorial_title_01,ele_dragondungeonrun_tutorial_01,Locale_Event:dragon_dungeon_run_tutorial_description_01_01
1004802,10048,2,Locale_Event:dragon_dungeon_run_tutorial_title_02,ele_dragondungeonrun_tutorial_02,Locale_Event:dragon_dungeon_run_tutorial_description_02_01
1004803,10048,3,Locale_Event:dragon_dungeon_run_tutorial_title_02,ele_dragondungeonrun_tutorial_03,Locale_Event:dragon_dungeon_run_tutorial_description_02_02
1004804,10048,4,Locale_Event:dragon_dungeon_run_tutorial_title_03,ele_dragondungeonrun_tutorial_04,Locale_Event:dragon_dungeon_run_tutorial_description_03_01
1004805,10048,5,Locale_Event:dragon_dungeon_run_tutorial_title_04,ele_dragondungeonrun_tutorial_05,Locale_Event:dragon_dungeon_run_tutorial_description_04_01
1004806,10048,6,Locale_Event:dragon_dungeon_run_tutorial_title_05,ele_dragondungeonrun_tutorial_06,Locale_Event:dragon_dungeon_run_tutorial_description_05_01
1004901,10049,1,Locale_Event:piratecafe_tutorial_title_01,ele_piratecafe_tutorial_1,Locale_Event:piratecafe_tutorial_desc_01
1004902,10049,2,Locale_Event:piratecafe_tutorial_title_02,ele_piratecafe_tutorial_2,Locale_Event:piratecafe_tutorial_desc_02
1004903,10049,3,Locale_Event:piratecafe_tutorial_title_03,ele_piratecafe_tutorial_3,Locale_Event:piratecafe_tutorial_desc_03
1004904,10049,4,Locale_Event:piratecafe_tutorial_title_04,ele_piratecafe_tutorial_4,Locale_Event:piratecafe_tutorial_desc_04
1004905,10049,5,Locale_Event:piratecafe_tutorial_title_05,ele_piratecafe_tutorial_5,Locale_Event:piratecafe_tutorial_desc_05
1004906,10049,6,Locale_Event:piratecafe_tutorial_title_06,ele_piratecafe_tutorial_6,Locale_Event:piratecafe_tutorial_desc_06
1005001,10050,1,Locale_Event:ce004_tutorial_playguide_title_03,ele_battlesimulator_tutorial_06,Locale_Event:ce004_tutorial_playguide_description_03_01
1005002,10050,2,Locale_Event:ce004_tutorial_playguide_title_03,ele_battlesimulator_tutorial_07,Locale_Event:ce004_tutorial_playguide_description_03_02
1005003,10050,3,Locale_Event:ce004_tutorial_playguide_title_03,ele_battlesimulator_tutorial_08,Locale_Event:ce004_tutorial_playguide_description_03_03
1005004,10050,4,Locale_Event:ce004_tutorial_playguide_title_03,ele_battlesimulator_tutorial_09,Locale_Event:ce004_tutorial_playguide_description_03_05
1005101,10051,1,Locale_Event:EventBM_tutorial_title_010,ele_bubblemarch_tutorial_01,Locale_Event:EventBM_tutorial_description_011_01
1005201,10052,1,Locale_Event:EventBM_tutorial_title_020,ele_bubblemarch_tutorial_02,Locale_Event:EventBM_tutorial_description_021_01
1005202,10052,2,Locale_Event:EventBM_tutorial_title_022,ele_bubblemarch_tutorial_03,Locale_Event:EventBM_tutorial_description_022_01
1005203,10052,3,Locale_Event:EventBM_tutorial_title_023,ele_bubblemarch_tutorial_04,Locale_Event:EventBM_tutorial_description_023_01
1005301,10053,1,Locale_Event:EventBM_tutorial_title_031,ele_bubblemarch_tutorial_05,Locale_Event:EventBM_tutorial_description_031_01
1005302,10053,2,Locale_Event:EventBM_tutorial_title_032,ele_bubblemarch_tutorial_05,Locale_Event:EventBM_tutorial_description_032_01
1005401,10054,1,Locale_Event:EventBM_tutorial_title_041,ele_bubblemarch_tutorial_06,Locale_Event:EventBM_tutorial_description_041_01
1005402,10054,2,Locale_Event:EventBM_tutorial_title_042,ele_bubblemarch_tutorial_07,Locale_Event:EventBM_tutorial_description_042_01
1005501,10055,1,Locale_Event:EventBM_tutorial_title_050,ele_bubblemarch_tutorial_08,Locale_Event:EventBM_tutorial_description_051_01
1005502,10055,2,Locale_Event:EventBM_tutorial_title_052,ele_bubblemarch_tutorial_09,Locale_Event:EventBM_tutorial_description_052_01
1005601,10056,1,Locale_Event:EventBM_tutorial_title_060,ele_bubblemarch_tutorial_10,Locale_Event:EventBM_tutorial_description_061_01
1005602,10056,2,Locale_Event:EventBM_tutorial_title_062,ele_bubblemarch_tutorial_10,Locale_Event:EventBM_tutorial_description_062_01
1005701,10057,1,Locale_Event:EventBM_tutorial_title_070,ele_bubblemarch_tutorial_11,Locale_Event:EventBM_tutorial_description_071_01
1005702,10057,2,Locale_Event:EventBM_tutorial_title_072,ele_bubblemarch_tutorial_11,Locale_Event:EventBM_tutorial_description_072_01
1005801,10058,1,Locale_Event:EventBM_tutorial_title_080,ele_bubblemarch_tutorial_12,Locale_Event:EventBM_tutorial_description_081_01
1005802,10058,2,Locale_Event:EventBM_tutorial_title_082,ele_bubblemarch_tutorial_12,Locale_Event:EventBM_tutorial_description_082_01
1005901,10059,1,Locale_Event:ce006_tutorial_title_01,ele_ce006_tutorial_01,Locale_Event:ce006_tutorial_description_01_01
1006001,10060,1,Locale_Event:ce006_tutorial_title_02,ele_ce006_tutorial_02,Locale_Event:ce006_tutorial_description_02_01
1006002,10060,2,Locale_Event:ce006_tutorial_title_02,ele_ce006_tutorial_03,Locale_Event:ce006_tutorial_description_02_02
1006003,10060,3,Locale_Event:ce006_tutorial_title_02,ele_ce006_tutorial_04,Locale_Event:ce006_tutorial_description_02_03
1006101,10061,1,Locale_Event:ce006_tutorial_title_03,ele_ce006_tutorial_05,Locale_Event:ce006_tutorial_description_03_01
1006201,10062,1,Locale_Event:ce006_tutorial_title_04,ele_ce006_tutorial_06,Locale_Event:ce006_tutorial_description_04_01
1006202,10062,2,Locale_Event:ce006_tutorial_title_04,ele_ce006_tutorial_07,Locale_Event:ce006_tutorial_description_04_02
1006203,10062,3,Locale_Event:ce006_tutorial_title_04,ele_ce006_tutorial_08,Locale_Event:ce006_tutorial_description_04_03
1006204,10062,4,Locale_Event:ce006_tutorial_title_04,ele_ce006_tutorial_09,Locale_Event:ce006_tutorial_description_04_04
1006205,10062,5,Locale_Event:ce006_tutorial_title_04,ele_ce006_tutorial_10,Locale_Event:ce006_tutorial_description_04_05
1006206,10062,6,Locale_Event:ce006_tutorial_title_04,ele_ce006_tutorial_11,Locale_Event:ce006_tutorial_description_04_06
1006207,10062,7,Locale_Event:ce006_tutorial_title_04,ele_ce006_tutorial_12,Locale_Event:ce006_tutorial_description_04_07
1006301,10063,1,Locale_Event:ce006_tutorial_title_05,ele_ce006_tutorial_13,Locale_Event:ce006_tutorial_description_05_01
1006401,10064,1,Locale_Event:ce006_tutorial_title_06,ele_ce006_tutorial_14,Locale_Event:ce006_tutorial_description_06_01
1006501,10065,1,Locale_Event:ce006_tutorial_title_07,ele_ce006_tutorial_15,Locale_Event:ce006_tutorial_description_07_01
1006601,10066,1,Locale_Event:ce006_tutorial_title_08,ele_ce006_tutorial_16,Locale_Event:ce006_tutorial_description_08_01
1006701,10067,1,Locale_Event:ce006_tutorial_title_04,ele_ce006_tutorial_09,Locale_Event:ce006_tutorial_description_09_01
1006801,10068,1,Locale_Event:ce006_tutorial_title_04,ele_ce006_tutorial_07,Locale_Event:ce006_tutorial_description_04_02
1006901,10069,1,Locale_Event:ce006_tutorial_title_04,ele_ce006_tutorial_09,Locale_Event:ce006_tutorial_description_09_01
1007001,10070,1,Locale_Event:ce006_tutorial_title_04,ele_ce006_tutorial_07,Locale_Event:ce006_tutorial_description_04_02
1007101,10071,1,Locale_Event:ce006_tutorial_title_04,ele_ce006_tutorial_09,Locale_Event:ce006_tutorial_description_09_01
1007201,10072,1,Locale_Event:ce006_tutorial_title_04,ele_ce006_tutorial_07,Locale_Event:ce006_tutorial_description_04_02
1007301,10073,1,Locale_Event:ce006_tutorial_title_05,ele_ce006_tutorial_13,Locale_Event:ce006_tutorial_description_05_01
1007401,10074,1,Locale_Event:btg_tutorial_title_01,btg_tutorial_01,Locale_Event:btg_tutorial_desc_01
1007402,10074,2,Locale_Event:btg_tutorial_title_02,btg_tutorial_02,Locale_Event:btg_tutorial_desc_02
1007403,10074,3,Locale_Event:btg_tutorial_title_03,btg_tutorial_03,Locale_Event:btg_tutorial_desc_03
1007404,10074,4,Locale_Event:btg_tutorial_title_04,btg_tutorial_04,Locale_Event:btg_tutorial_desc_04
1007405,10074,5,Locale_Event:btg_tutorial_title_05,btg_tutorial_05,Locale_Event:btg_tutorial_desc_05
1007501,10075,1,Locale_Event:madeinrush_tutorial_title_01,ele_madeinrush_tutorial_01,Locale_Event:madeinrush_tutorial_desc_01
1007502,10075,2,Locale_Event:madeinrush_tutorial_title_02,ele_madeinrush_tutorial_02,Locale_Event:madeinrush_tutorial_desc_02
1007503,10075,3,Locale_Event:madeinrush_tutorial_title_03,ele_madeinrush_tutorial_03,Locale_Event:madeinrush_tutorial_desc_03
1007504,10075,4,Locale_Event:madeinrush_tutorial_title_04,ele_madeinrush_tutorial_04,Locale_Event:madeinrush_tutorial_desc_04
1007505,10075,5,Locale_Event:madeinrush_tutorial_title_05,ele_madeinrush_tutorial_05,Locale_Event:madeinrush_tutorial_desc_05
1007506,10075,6,Locale_Event:madeinrush_tutorial_title_06,ele_madeinrush_tutorial_06,Locale_Event:madeinrush_tutorial_desc_06
1007601,10076,1,Locale_Event:event_bh_tutorial_title_01,ele_ce007_tutorial_01,Locale_Event:event_bh_tutorial_desc_01
1007602,10076,2,Locale_Event:event_bh_tutorial_title_01,ele_ce007_tutorial_02,Locale_Event:event_bh_tutorial_desc_02
1007603,10076,3,Locale_Event:event_bh_tutorial_title_02,ele_ce007_tutorial_03,Locale_Event:event_bh_tutorial_desc_03
1007604,10076,4,Locale_Event:event_bh_tutorial_title_02,ele_ce007_tutorial_04,Locale_Event:event_bh_tutorial_desc_04
1007605,10076,5,Locale_Event:event_bh_tutorial_title_02,ele_ce007_tutorial_05,Locale_Event:event_bh_tutorial_desc_05
1007606,10076,6,Locale_Event:event_bh_tutorial_title_02,ele_ce007_tutorial_06,Locale_Event:event_bh_tutorial_desc_06
1007701,10077,1,Locale_Event:event_bh_tutorial_title_03,ele_ce007_tutorial_07,Locale_Event:event_bh_tutorial_desc_07
1007702,10077,2,Locale_Event:event_bh_tutorial_title_03,ele_ce007_tutorial_08,Locale_Event:event_bh_tutorial_desc_08
1007801,10078,1,Locale_Event:event_bh_tutorial_title_04,ele_ce007_tutorial_09,Locale_Event:event_bh_tutorial_desc_09
1007901,10079,1,Locale_Event:event_bh_tutorial_title_05,ele_ce007_tutorial_10,Locale_Event:event_bh_tutorial_desc_10
1007902,10079,2,Locale_Event:event_bh_tutorial_title_05,ele_ce007_tutorial_11,Locale_Event:event_bh_tutorial_desc_08
1008001,10080,1,Locale_Event:rebe_tutorial_title_01,ele_rebuildeden_tutorial_01,Locale_Event:event_rebe_tutorial_desc_01
1008002,10080,2,Locale_Event:rebe_tutorial_title_01,ele_rebuildeden_tutorial_01,Locale_Event:event_rebe_tutorial_desc_02
1008003,10081,1,Locale_Event:rebe_tutorial_title_02_01,ele_rebuildeden_tutorial_02,Locale_Event:event_rebe_tutorial_desc_03
1008004,10081,2,Locale_Event:rebe_tutorial_title_02_02,ele_rebuildeden_tutorial_03,Locale_Event:event_rebe_tutorial_desc_04
1008005,10081,3,Locale_Event:rebe_tutorial_title_02_03,ele_rebuildeden_tutorial_04,Locale_Event:event_rebe_tutorial_desc_05
1008006,10081,4,Locale_Event:rebe_tutorial_title_02_04,ele_rebuildeden_tutorial_05,Locale_Event:event_rebe_tutorial_desc_06
1008007,10081,5,Locale_Event:rebe_tutorial_title_02_05,ele_rebuildeden_tutorial_07,Locale_Event:event_rebe_tutorial_desc_11
1008008,10081,6,Locale_Event:rebe_tutorial_title_02_06,ele_rebuildeden_tutorial_08,Locale_Event:event_rebe_tutorial_desc_12
1008009,10082,1,Locale_Event:rebe_tutorial_title_03,ele_rebuildeden_tutorial_09,Locale_Event:event_rebe_tutorial_desc_07
1008010,10082,2,Locale_Event:rebe_tutorial_title_03,ele_rebuildeden_tutorial_10,Locale_Event:event_rebe_tutorial_desc_08
1008011,10082,3,Locale_Event:rebe_tutorial_title_03,ele_rebuildeden_tutorial_11,Locale_Event:event_rebe_tutorial_desc_09
1008012,10083,1,Locale_Event:rebe_tutorial_title_05,ele_rebuildeden_tutorial_12,Locale_Event:event_rebe_tutorial_desc_15
1008013,10083,2,Locale_Event:rebe_tutorial_title_05_02,ele_rebuildeden_tutorial_13,Locale_Event:event_rebe_tutorial_desc_16
1008014,10083,3,Locale_Event:rebe_tutorial_title_05_03,ele_rebuildeden_tutorial_14,Locale_Event:event_rebe_tutorial_desc_17
1008015,10084,1,Locale_Event:rebe_tutorial_title_05_04,ele_rebuildeden_tutorial_15,Locale_Event:event_rebe_tutorial_desc_18
1008016,10085,1,Locale_Event:rebe_tutorial_title_05_05,ele_rebuildeden_tutorial_16,Locale_Event:event_rebe_tutorial_desc_21
1008017,10086,1,Locale_Event:rebe_tutorial_title_06_01,ele_rebuildeden_tutorial_17,Locale_Event:event_rebe_tutorial_desc_19
1008018,10086,2,Locale_Event:rebe_tutorial_title_06_02,ele_rebuildeden_tutorial_18,Locale_Event:event_rebe_tutorial_desc_20
1008019,10087,1,Locale_Event:rebe_tutorial_title_07_01,ele_rebuildeden_tutorial_19,Locale_Event:event_rebe_tutorial_desc_22
1008020,10087,2,Locale_Event:rebe_tutorial_title_07_02,ele_rebuildeden_tutorial_20,Locale_Event:event_rebe_tutorial_desc_23
1008021,10087,3,Locale_Event:rebe_tutorial_title_07_03,ele_rebuildeden_tutorial_21,Locale_Event:event_rebe_tutorial_desc_24
1008022,10087,4,Locale_Event:rebe_tutorial_title_07_03,ele_rebuildeden_tutorial_21,Locale_Event:event_rebe_tutorial_desc_25
1008023,10088,1,Locale_Event:rebe_tutorial_title_08_01,ele_rebuildeden_tutorial_21,Locale_Event:event_rebe_tutorial_desc_26
1008024,10088,2,Locale_Event:rebe_tutorial_title_08_02,ele_rebuildeden_tutorial_22,Locale_Event:event_rebe_tutorial_desc_27
1008025,10088,3,Locale_Event:rebe_tutorial_title_08_03,ele_rebuildeden_tutorial_23,Locale_Event:event_rebe_tutorial_desc_28
1008026,10088,4,Locale_Event:rebe_tutorial_title_08_04,ele_rebuildeden_tutorial_24,Locale_Event:event_rebe_tutorial_desc_29
1008027,10088,5,Locale_Event:rebe_tutorial_title_08_05,ele_rebuildeden_tutorial_25,Locale_Event:event_rebe_tutorial_desc_30
1008028,10088,6,Locale_Event:rebe_tutorial_title_08_06,ele_rebuildeden_tutorial_26,Locale_Event:event_rebe_tutorial_desc_31
1008029,10088,7,Locale_Event:rebe_tutorial_title_08_07,ele_rebuildeden_tutorial_27,Locale_Event:event_rebe_tutorial_desc_32
1008030,10088,8,Locale_Event:rebe_tutorial_title_08_08,ele_rebuildeden_tutorial_28,Locale_Event:event_rebe_tutorial_desc_33
1008031,10089,1,Locale_Event:rebe_tutorial_title_09_01,ele_rebuildeden_tutorial_29,Locale_Event:event_rebe_tutorial_desc_34
1008032,10090,1,Locale_Event:rebe_tutorial_title_09_02,ele_rebuildeden_tutorial_30,Locale_Event:event_rebe_tutorial_desc_35
1008033,10091,1,Locale_Event:rebe_tutorial_title_09_03,ele_rebuildeden_tutorial_31,Locale_Event:event_rebe_tutorial_desc_36
1008034,10091,2,Locale_Event:rebe_tutorial_title_09_03,ele_rebuildeden_tutorial_12,Locale_Event:event_rebe_tutorial_desc_37
1008035,10091,3,Locale_Event:rebe_tutorial_title_09_04,ele_rebuildeden_tutorial_31,Locale_Event:event_rebe_tutorial_desc_38
1008036,10092,1,Locale_Event:rebe_tutorial_title_09_06,ele_rebuildeden_tutorial_32,Locale_Event:event_rebe_tutorial_desc_39
1008037,10093,1,Locale_Event:rebe_tutorial_title_10_03,ele_rebuildeden_tutorial_33,Locale_Event:event_rebe_tutorial_desc_42
1008038,10093,2,Locale_Event:rebe_tutorial_title_10_04,ele_rebuildeden_tutorial_33,Locale_Event:event_rebe_tutorial_desc_43
1008039,10094,1,Locale_Event:rebe_tutorial_title_10_01,ele_rebuildeden_tutorial_34,Locale_Event:event_rebe_tutorial_desc_40
1008040,10094,2,Locale_Event:rebe_tutorial_title_10_02,ele_rebuildeden_tutorial_34,Locale_Event:event_rebe_tutorial_desc_41
1008041,10095,1,Locale_Event:rebe_tutorial_title_11_01,ele_rebuildeden_tutorial_35,Locale_Event:event_rebe_tutorial_desc_44
