id,level_enhance_id,grade,level,collection_skill_level_data/0/collection_skill_level,collection_skill_level_data/1/collection_skill_level,favoriteitem_stat_data/0/stat_type,favoriteitem_stat_data/0/stat_value,favoriteitem_stat_data/1/stat_type,favoriteitem_stat_data/1/stat_value,favoriteitem_stat_data/2/stat_type,favoriteitem_stat_data/2/stat_value
4105,100402,1,5,2,2,Atk,4821,Defence,1020,Hp,149950
4106,100402,1,6,2,2,Atk,5248,Defence,1111,Hp,163250
4107,100402,1,7,2,2,Atk,5675,Defence,1202,Hp,176600
4108,100402,1,8,2,2,Atk,6102,Defence,1293,Hp,189900
4109,100402,1,9,2,2,Atk,6529,Defence,1384,Hp,203200
4110,100402,2,10,3,3,Atk,7041,Defence,1494,Hp,219200
4111,100402,2,11,3,3,Atk,7554,Defence,1603,Hp,235200
4112,100402,2,12,3,3,Atk,8066,Defence,1712,Hp,251150
4113,100402,2,13,3,3,Atk,8578,Defence,1821,Hp,267150
4114,100402,2,14,3,3,Atk,9090,Defence,1931,Hp,283150
4115,100402,3,15,4,4,Atk,9688,Defence,2058,Hp,301800
5000,100501,0,0,1,0,Atk,638,Defence,128,Hp,19400
5001,100501,0,1,1,0,Atk,809,Defence,164,Hp,24750
5002,100501,0,2,1,0,Atk,980,Defence,201,Hp,30050
5003,100501,0,3,1,0,Atk,1150,Defence,237,Hp,35400
5004,100501,0,4,1,0,Atk,1321,Defence,274,Hp,40700
5005,100501,1,5,2,0,Atk,1577,Defence,328,Hp,48700
5006,100501,1,6,2,0,Atk,1833,Defence,383,Hp,56700
5007,100501,1,7,2,0,Atk,2089,Defence,438,Hp,64700
5008,100501,1,8,2,0,Atk,2346,Defence,492,Hp,72700
5009,100501,1,9,2,0,Atk,2602,Defence,547,Hp,80650
5010,100501,2,10,3,0,Atk,2943,Defence,620,Hp,91350
5011,100501,2,11,3,0,Atk,3285,Defence,692,Hp,102000
5012,100501,2,12,3,0,Atk,3626,Defence,765,Hp,112650
5013,100501,2,13,3,0,Atk,3968,Defence,838,Hp,123300
5014,100501,2,14,3,0,Atk,4309,Defence,911,Hp,133950
5015,100501,3,15,4,0,Atk,4736,Defence,1002,Hp,147250
5100,100502,0,0,1,1,Atk,3029,Defence,638,Hp,94000
5101,100502,0,1,1,1,Atk,3370,Defence,711,Hp,104650
5102,100502,0,2,1,1,Atk,3712,Defence,783,Hp,115300
5103,100502,0,3,1,1,Atk,4053,Defence,856,Hp,125950
5104,100502,0,4,1,1,Atk,4395,Defence,929,Hp,136600
5105,100502,1,5,2,2,Atk,4821,Defence,1020,Hp,149950
5106,100502,1,6,2,2,Atk,5248,Defence,1111,Hp,163250
5107,100502,1,7,2,2,Atk,5675,Defence,1202,Hp,176600
5108,100502,1,8,2,2,Atk,6102,Defence,1293,Hp,189900
5109,100502,1,9,2,2,Atk,6529,Defence,1384,Hp,203200
5110,100502,2,10,3,3,Atk,7041,Defence,1494,Hp,219200
5111,100502,2,11,3,3,Atk,7554,Defence,1603,Hp,235200
5112,100502,2,12,3,3,Atk,8066,Defence,1712,Hp,251150
5113,100502,2,13,3,3,Atk,8578,Defence,1821,Hp,267150
5114,100502,2,14,3,3,Atk,9090,Defence,1931,Hp,283150
5115,100502,3,15,4,4,Atk,9688,Defence,2058,Hp,301800
6000,100601,0,0,1,0,Atk,638,Defence,128,Hp,19400
6001,100601,0,1,1,0,Atk,809,Defence,164,Hp,24750
6002,100601,0,2,1,0,Atk,980,Defence,201,Hp,30050
6003,100601,0,3,1,0,Atk,1150,Defence,237,Hp,35400
6004,100601,0,4,1,0,Atk,1321,Defence,274,Hp,40700
6005,100601,1,5,2,0,Atk,1577,Defence,328,Hp,48700
6006,100601,1,6,2,0,Atk,1833,Defence,383,Hp,56700
6007,100601,1,7,2,0,Atk,2089,Defence,438,Hp,64700
6008,100601,1,8,2,0,Atk,2346,Defence,492,Hp,72700
6009,100601,1,9,2,0,Atk,2602,Defence,547,Hp,80650
6010,100601,2,10,3,0,Atk,2943,Defence,620,Hp,91350
6011,100601,2,11,3,0,Atk,3285,Defence,692,Hp,102000
6012,100601,2,12,3,0,Atk,3626,Defence,765,Hp,112650
6013,100601,2,13,3,0,Atk,3968,Defence,838,Hp,123300
6014,100601,2,14,3,0,Atk,4309,Defence,911,Hp,133950
6015,100601,3,15,4,0,Atk,4736,Defence,1002,Hp,147250
6100,100602,0,0,1,1,Atk,3029,Defence,638,Hp,94000
6101,100602,0,1,1,1,Atk,3370,Defence,711,Hp,104650
6102,100602,0,2,1,1,Atk,3712,Defence,783,Hp,115300
6103,100602,0,3,1,1,Atk,4053,Defence,856,Hp,125950
6104,100602,0,4,1,1,Atk,4395,Defence,929,Hp,136600
6105,100602,1,5,2,2,Atk,4821,Defence,1020,Hp,149950
6106,100602,1,6,2,2,Atk,5248,Defence,1111,Hp,163250
6107,100602,1,7,2,2,Atk,5675,Defence,1202,Hp,176600
6108,100602,1,8,2,2,Atk,6102,Defence,1293,Hp,189900
6109,100602,1,9,2,2,Atk,6529,Defence,1384,Hp,203200
6110,100602,2,10,3,3,Atk,7041,Defence,1494,Hp,219200
6111,100602,2,11,3,3,Atk,7554,Defence,1603,Hp,235200
6112,100602,2,12,3,3,Atk,8066,Defence,1712,Hp,251150
6113,100602,2,13,3,3,Atk,8578,Defence,1821,Hp,267150
6114,100602,2,14,3,3,Atk,9090,Defence,1931,Hp,283150
6115,100602,3,15,4,4,Atk,9688,Defence,2058,Hp,301800
10101,200101,1,0,4,4,Atk,9688,Defence,2058,Hp,301800
10102,200101,2,1,4,4,Atk,9688,Defence,2058,Hp,301800
10103,200101,3,2,4,4,Atk,9688,Defence,2058,Hp,301800
10201,200201,1,0,4,4,Atk,9688,Defence,2058,Hp,301800
10202,200201,2,1,4,4,Atk,9688,Defence,2058,Hp,301800
10203,200201,3,2,4,4,Atk,9688,Defence,2058,Hp,301800
10301,200301,1,0,4,4,Atk,9688,Defence,2058,Hp,301800
10302,200301,2,1,4,4,Atk,9688,Defence,2058,Hp,301800
10303,200301,3,2,4,4,Atk,9688,Defence,2058,Hp,301800
10401,200401,1,0,4,4,Atk,9688,Defence,2058,Hp,301800
10402,200401,2,1,4,4,Atk,9688,Defence,2058,Hp,301800
10403,200401,3,2,4,4,Atk,9688,Defence,2058,Hp,301800
10501,200501,1,0,4,4,Atk,9688,Defence,2058,Hp,301800
10502,200501,2,1,4,4,Atk,9688,Defence,2058,Hp,301800
10503,200501,3,2,4,4,Atk,9688,Defence,2058,Hp,301800
10601,200601,1,0,4,4,Atk,9688,Defence,2058,Hp,301800
10602,200601,2,1,4,4,Atk,9688,Defence,2058,Hp,301800
10603,200601,3,2,4,4,Atk,9688,Defence,2058,Hp,301800
10701,200701,1,0,4,4,Atk,9688,Defence,2058,Hp,301800
10702,200701,2,1,4,4,Atk,9688,Defence,2058,Hp,301800
10703,200701,3,2,4,4,Atk,9688,Defence,2058,Hp,301800
10801,200801,1,0,4,4,Atk,9688,Defence,2058,Hp,301800
10802,200801,2,1,4,4,Atk,9688,Defence,2058,Hp,301800
10803,200801,3,2,4,4,Atk,9688,Defence,2058,Hp,301800
10901,200901,1,0,4,4,Atk,9688,Defence,2058,Hp,301800
10902,200901,2,1,4,4,Atk,9688,Defence,2058,Hp,301800
10903,200901,3,2,4,4,Atk,9688,Defence,2058,Hp,301800
11001,201001,1,0,4,4,Atk,9688,Defence,2058,Hp,301800
11002,201001,2,1,4,4,Atk,9688,Defence,2058,Hp,301800
11003,201001,3,2,4,4,Atk,9688,Defence,2058,Hp,301800
11101,201101,1,0,4,4,Atk,9688,Defence,2058,Hp,301800
11102,201101,2,1,4,4,Atk,9688,Defence,2058,Hp,301800
11103,201101,3,2,4,4,Atk,9688,Defence,2058,Hp,301800
11201,201201,1,0,4,4,Atk,9688,Defence,2058,Hp,301800
11202,201201,2,1,4,4,Atk,9688,Defence,2058,Hp,301800
11203,201201,3,2,4,4,Atk,9688,Defence,2058,Hp,301800
11301,201301,1,0,4,4,Atk,9688,Defence,2058,Hp,301800
11302,201301,2,1,4,4,Atk,9688,Defence,2058,Hp,301800
11303,201301,3,2,4,4,Atk,9688,Defence,2058,Hp,301800
